table_id,row_id,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_total,field_professor,field_associate_professor,field_assistant_professor,field_other_faculty,field_rank_not_applicable
3409,r122,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> White,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,White,6,11500,3350,2850,2900,1000,1450
3409,r123,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> Asian,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,Asian,6,1450,300,300,350,100,400
3409,r124,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,Black or African American,6,950,200,300,300,50,150
3409,r125,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,Hispanic or Latino<sup>a</sup>,6,950,200,200,250,100,150
3409,r126,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,American Indian or Alaska Native,6,50,,,,,
3409,r127,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,Native Hawaiian or Other Pacific Islander,6,,,,,,
3409,r128,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Female,More than one race<sup>b</sup>,6,350,S,50,100,,100
3409,r129,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,,5,10600,4450,2450,2050,600,1050
3409,r130,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,White,6,8850,3900,2000,1600,500,900
3409,r131,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,Asian,6,800,250,200,200,,100
3409,r132,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,Black or African American,6,350,150,50,50,,
3409,r133,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,Hispanic or Latino<sup>a</sup>,6,500,100,200,150,,S
3409,r134,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,American Indian or Alaska Native,6,,,,,,
3409,r135,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,Native Hawaiian or Other Pacific Islander,6,,,,,,
3409,r136,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Psychologist -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Psychologist,Male,More than one race<sup>b</sup>,6,100,S,,S,,
3409,r137,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,,,4,50200,18350,14600,10550,3700,3000
3409,r138,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,,5,21500,6000,6350,5450,1800,1900
3409,r139,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> White,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,White,6,16050,4800,4800,3600,1400,1400
3409,r140,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> Asian,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,Asian,6,2400,550,650,800,200,200
3409,r141,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,Black or African American,6,1150,200,350,350,50,150
3409,r142,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,Hispanic or Latino<sup>a</sup>,6,1500,350,450,500,100,100
3409,r143,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,American Indian or Alaska Native,6,100,,,50,,
3409,r144,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,Native Hawaiian or Other Pacific Islander,6,,,,,,
3409,r145,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Female,More than one race<sup>b</sup>,6,400,50,100,150,,50
3409,r146,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,,5,28650,12350,8250,5100,1900,1100
3409,r147,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,White,6,21800,9950,6000,3500,1400,950
3409,r148,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,Asian,6,2900,1150,900,750,S,
3409,r149,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,Black or African American,6,1900,600,700,400,200,S
3409,r150,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,Hispanic or Latino<sup>a</sup>,6,1600,500,500,350,200,100
3409,r151,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,American Indian or Alaska Native,6,150,,S,,,
3409,r152,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,Native Hawaiian or Other Pacific Islander,6,,,,,,
3409,r153,All occupations -> S&E occupations<sup>c</sup> -> Science occupations -> Social scientist -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Science occupations,Social scientist,Male,More than one race<sup>b</sup>,6,350,150,100,100,,
3409,r154,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,,,,3,35900,13700,7950,7850,2100,4250
3409,r155,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,,,4,5950,1600,1350,1650,600,800
3409,r156,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> White,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,White,,5,3500,800,900,1050,400,350
3409,r157,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> Asian,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,Asian,,5,1850,600,350,500,150,300
3409,r158,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,Black or African American,,5,250,100,50,50,,100
3409,r159,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,Hispanic or Latino<sup>a</sup>,,5,300,100,50,50,50,50
3409,r160,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,American Indian or Alaska Native,,5,,,,,,
3409,r161,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,Native Hawaiian or Other Pacific Islander,,5,,,,,,
3409,r162,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Female,More than one race<sup>b</sup>,,5,100,50,,,,
3409,r163,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,,,4,29950,12100,6650,6200,1550,3500
3409,r164,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,White,,5,16600,6950,3850,3000,900,1850
3409,r165,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,Asian,,5,10850,4350,2150,2650,450,1300
3409,r166,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,Black or African American,,5,850,250,250,200,50,100
3409,r167,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,Hispanic or Latino<sup>a</sup>,,5,1300,500,350,250,S,150
3409,r168,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,American Indian or Alaska Native,,5,50,S,,,,
3409,r169,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,Native Hawaiian or Other Pacific Islander,,5,,,,,,
3409,r170,All occupations -> S&E occupations<sup>c</sup> -> Engineering occupations -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Engineering occupations,Male,More than one race<sup>b</sup>,,5,250,,50,50,,100
3409,r171,All occupations -> S&E-related occupations<sup>d</sup>,All occupations,S&E-related occupations<sup>d</sup>,,,,,2,35800,9650,9100,9000,1450,6600
3409,r172,All occupations -> S&E-related occupations<sup>d</sup> -> Female,All occupations,S&E-related occupations<sup>d</sup>,Female,,,,3,18700,4150,4900,5500,850,3300
3409,r173,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> White,All occupations,S&E-related occupations<sup>d</sup>,Female,White,,,4,13250,3400,3550,3700,700,1950
3409,r174,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Asian,All occupations,S&E-related occupations<sup>d</sup>,Female,Asian,,,4,3050,400,700,950,50,950
3409,r175,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Black or African American,All occupations,S&E-related occupations<sup>d</sup>,Female,Black or African American,,,4,1200,100,400,500,,200
3409,r176,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E-related occupations<sup>d</sup>,Female,Hispanic or Latino<sup>a</sup>,,,4,850,150,150,300,100,150
3409,r177,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> American Indian or Alaska Native,All occupations,S&E-related occupations<sup>d</sup>,Female,American Indian or Alaska Native,,,4,50,,,,,
3409,r178,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E-related occupations<sup>d</sup>,Female,Native Hawaiian or Other Pacific Islander,,,4,S,,,,,
3409,r179,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> More than one race<sup>b</sup>,All occupations,S&E-related occupations<sup>d</sup>,Female,More than one race<sup>b</sup>,,,4,250,,50,50,,50
3409,r180,All occupations -> S&E-related occupations<sup>d</sup> -> Male,All occupations,S&E-related occupations<sup>d</sup>,Male,,,,3,17100,5550,4200,3450,600,3300
3409,r181,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> White,All occupations,S&E-related occupations<sup>d</sup>,Male,White,,,4,11700,4200,3000,2100,350,2000
3409,r182,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Asian,All occupations,S&E-related occupations<sup>d</sup>,Male,Asian,,,4,4100,1000,950,950,150,1050
3409,r183,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Black or African American,All occupations,S&E-related occupations<sup>d</sup>,Male,Black or African American,,,4,500,100,150,150,,50
3409,r184,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E-related occupations<sup>d</sup>,Male,Hispanic or Latino<sup>a</sup>,,,4,550,200,50,150,,150
3409,r185,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> American Indian or Alaska Native,All occupations,S&E-related occupations<sup>d</sup>,Male,American Indian or Alaska Native,,,4,50,,,,,
3409,r186,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E-related occupations<sup>d</sup>,Male,Native Hawaiian or Other Pacific Islander,,,4,,,,,,
3409,r187,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> More than one race<sup>b</sup>,All occupations,S&E-related occupations<sup>d</sup>,Male,More than one race<sup>b</sup>,,,4,150,,0.05,S,,50
3409,r188,All occupations -> Non-S&E occupations<sup>e</sup>,All occupations,Non-S&E occupations<sup>e</sup>,,,,,2,42300,16600,7550,4750,2950,10450
3409,r189,All occupations -> Non-S&E occupations<sup>e</sup> -> Female,All occupations,Non-S&E occupations<sup>e</sup>,Female,,,,3,19750,6000,3350,2650,1600,6250
3409,r190,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> White,All occupations,Non-S&E occupations<sup>e</sup>,Female,White,,,4,14500,4750,2450,1600,1100,4550
3409,r191,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> Asian,All occupations,Non-S&E occupations<sup>e</sup>,Female,Asian,,,4,2350,650,300,500,200,700
3409,r192,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> Black or African American,All occupations,Non-S&E occupations<sup>e</sup>,Female,Black or African American,,,4,1550,350,300,250,150,550
3409,r193,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,Non-S&E occupations<sup>e</sup>,Female,Hispanic or Latino<sup>a</sup>,,,4,950,150,200,250,150,250
3409,r194,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> American Indian or Alaska Native,All occupations,Non-S&E occupations<sup>e</sup>,Female,American Indian or Alaska Native,,,4,50,,,,,
3409,r195,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,Non-S&E occupations<sup>e</sup>,Female,Native Hawaiian or Other Pacific Islander,,,4,,,,,,
3409,r196,All occupations -> Non-S&E occupations<sup>e</sup> -> Female -> More than one race<sup>b</sup>,All occupations,Non-S&E occupations<sup>e</sup>,Female,More than one race<sup>b</sup>,,,4,300,50,50,S,,100
3409,r197,All occupations -> Non-S&E occupations<sup>e</sup> -> Male,All occupations,Non-S&E occupations<sup>e</sup>,Male,,,,3,22500,10650,4200,2100,1350,4200
3409,r198,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> White,All occupations,Non-S&E occupations<sup>e</sup>,Male,White,,,4,17100,8350,3000,1400,1100,3250
3409,r199,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> Asian,All occupations,Non-S&E occupations<sup>e</sup>,Male,Asian,,,4,2900,1350,650,450,S,400
3409,r200,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> Black or African American,All occupations,Non-S&E occupations<sup>e</sup>,Male,Black or African American,,,4,1150,350,250,150,S,250
3409,r201,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,Non-S&E occupations<sup>e</sup>,Male,Hispanic or Latino<sup>a</sup>,,,4,1000,450,200,100,50,150
3409,r202,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> American Indian or Alaska Native,All occupations,Non-S&E occupations<sup>e</sup>,Male,American Indian or Alaska Native,,,4,100,,50,,,
3409,r203,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,Non-S&E occupations<sup>e</sup>,Male,Native Hawaiian or Other Pacific Islander,,,4,S,,,,,
3409,r204,All occupations -> Non-S&E occupations<sup>e</sup> -> Male -> More than one race<sup>b</sup>,All occupations,Non-S&E occupations<sup>e</sup>,Male,More than one race<sup>b</sup>,,,4,250,100,S,,,100
