table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedb
8821,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['90', '']","['3,837 - 19,343', 'i']","['*', 'e']","['0 - 158', 'i']","['7', 'i']","['0 - 275', 'i']","['1', 'i']","['0 - 710', 'i']","['15', 'i']","['1', 'i']","['0 - 132', 'i']","['1', 'i']","['0 - 323', 'i']","['0 - 148', 'i']","['1', 'i']","['14', 'i']","['*', 'i']","['6', 'i']","['0 - 801', 'i']","['23', 'i']","['*', 'e']","['0 - 1,040', 'i']","['0 - 11,076', 'i']","['0 - 8', 'i']","['0 - 128', 'i']","['*', 'e']","['2', '']"
8821,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['50', '']","['4,954', 'i']","['7', '']","['1', 'e']","['*', 'e']","['3', 'e']","['*', 'e']","['0 - 710', 'i']","['8', '']","['*', 'e']","['24', '']","['1', 'e']","['12', '']","['265', 'i']","['*', 'e']","['1', 'e']","['*', 'e']","['45', '']","['25', '']","['6', '']","['*', 'e']","['0 - 1,040', 'e']","['0 - 1,276', 'i']","['*', 'e']","['6', '']","['*', 'e']","['0 - 96', '']"
8821,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,740', '']","['128,350', '']","['419', '']","['90', 'e']","['235', '']","['2,136', '']","['100', '']","['7,781', '']","['2,014', '']","['112', '']","['584', '']","['210', '']","['951', '']","['1,590', '']","['32', '']","['220', '']","['19', '']","['384', '']","['2,971', '']","['1,121', '']","['73', '']","['1,169', '']","['23,215', '']","['8', '']","['1,144', '']","['11', 'e']","['82', '']"
8821,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,630', '']","['34,516', '']","['28', '']","['39', '']","['143', '']","['268', '']","['22', '']","['737', '']","['1,133', '']","['97', '']","['317', '']","['34', '']","['407', '']","['357', '']","['12', 'e']","['27', '']","['8', '']","['35', '']","['773', '']","['244', '']","['41', '']","['288', '']","['15,915', '']","['4', '']","['808', '']","['3', '']","['0 - 83', '']"
8821,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['30', '']","['60', '']","['*', 'e']","['*', 'e']","['1', '']","['*', '']","['*', 'e']","['1', '']","['1', '']","['*', 'e']","['1', '']","['*', 'e']","['2', '']","['1', '']","['*', '']","['*', '']","['*', 'e']","['*', '']","['1', '']","['*', 'e']","['*', 'e']","['14', '']","['*', '']","['*', '']","['*', '']","['*', 'e']","['0 - 12', '']"
8821,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,610', '']","['34,456', '']","['28', '']","['39', '']","['143', '']","['267', '']","['22', '']","['736', '']","['1,132', '']","['97', '']","['316', '']","['34', '']","['405', '']","['356', '']","['12', 'e']","['27', '']","['8', '']","['34', '']","['771', '']","['244', '']","['41', '']","['274', '']","['15,914', '']","['3', '']","['808', '']","['3', '']","['0 - 83', '']"
8821,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['130', '']","['3,371', '']","['1', 'e']","['3', '']","['6', '']","['1,203', '']","['0 - 79', '']","['382', '']","['59', '']","['1', 'e']","['7', '']","['3', 'e']","['8', '']","['6', '']","['0 - 3', '']","['5', '']","['1', 'e']","['8', '']","['58', '']","['4', '']","['*', '']","['47', '']","['339', '']","['0 - 3', 'e']","['17', '']","['1', 'e']","['0 - 83', '']"
8821,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,640', '']","['41,105', '']","['315', '']","['43', 'e']","['83', '']","['425', '']","['0 - 49', 'e']","['2,198', '']","['662', '']","['12', 'e']","['210', 'e']","['131', '']","['378', '']","['609', '']","['19', '']","['159', '']","['8', 'e']","['309', '']","['1,757', '']","['621', '']","['31', '']","['682', '']","['1,766', '']","['3', 'e']","['288', '']","['7', 'e']","['0 - 49', '']"
8821,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['350', '']","['49,358', '']","['74', '']","['5', '']","['3', '']","['240', '']","['0 - 79', '']","['4,464', '']","['160', '']","['1', '']","['50', '']","['42', '']","['157', '']","['617', '']","['0 - 3', '']","['29', '']","['2', '']","['33', '']","['383', '']","['252', '']","['1', 'e']","['152', '']","['5,195', '']","['0 - 3', 'e']","['31', '']","['*', 'e']","['0 - 83', '']"
8821,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['220', '']","['12,204', '']","['33', '']","['18', '']","['3', '']","['249', '']","['360', '']","['1,102', '']","['550', '']","['*', 'e']","['232', '']","['19', '']","['42', '']","['377', '']","['8', 'i']","['16', '']","['1', '']","['11', '']","['739', '']","['65', '']","['1', '']","['665', '']","['78', '']","['*', 'e']","['462', '']","['*', 'e']","['4', '']"
8821,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['60', '']","['3,249', '']","['9', '']","['*', 'e']","['*', 'e']","['*', '']","['*', 'e']","['124', '']","['*', 'i']","['*', 'e']","['8', '']","['*', 'e']","['0 - 21', '']","['3', '']","['*', '']","['*', 'e']","['*', 'e']","['*', 'e']","['23', '']","['5', '']","['2', '']","['4', '']","['452', '']","['*', '']","['*', 'e']","['*', 'e']","['1 - 24', '']"
8821,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['20', '']","['7', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['1', 'i']","['0', '']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']"
8821,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['40', '']","['3,242', '']","['8', '']","['*', 'e']","['*', 'e']","['*', '']","['*', 'e']","['124', '']","['*', 'i']","['*', 'e']","['8', '']","['*', 'e']","['0 - 21', '']","['3', '']","['*', '']","['*', 'e']","['*', 'e']","['*', 'e']","['23', '']","['5', '']","['2', '']","['4', '']","['452', '']","['*', '']","['*', 'e']","['*', 'e']","['0 - 21', '']"
8821,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['6,070', '']","['28,322', '']","['36', '']","['67', 'i']","['139', '']","['1,120', 'i']","['99', '']","['2,322', '']","['825', '']","['35', '']","['419', '']","['25', 'e']","['198', '']","['581', '']","['18', '']","['72', '']","['20', '']","['86', '']","['2,384', '']","['259', '']","['47', '']","['832', '']","['654', '']","['14', 'e']","['199', '']","['3', 'e']","['96', '']"
8821,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,180', '']","['2,214', '']","['4', '']","['10', '']","['11', '']","['36', '']","['6', '']","['94', '']","['38', '']","['4', '']","['47', '']","['8', '']","['75', '']","['114', '']","['4', '']","['14', '']","['8', '']","['26', '']","['171', '']","['25', '']","['3', '']","['87', '']","['73', '']","['3', 'e']","['40', '']","['1', 'e']","['28', '']"
8821,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,570', '']","['14,293', '']","['10', 'e']","['16', '']","['41', 'i']","['241', '']","['19', '']","['1,639', '']","['609', '']","['23', '']","['219', '']","['13', 'e']","['77', '']","['201', '']","['8', '']","['29', '']","['5', '']","['26', 'e']","['1,732', '']","['117', '']","['42', '']","['532', '']","['408', '']","['9', 'i']","['122', 'i']","['2', 'e']","['27', '']"
8821,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,280', '']","['6,246', '']","['15', '']","['1', 'e']","['78', '']","['123', '']","['70', '']","['162', 'i']","['119', '']","['5', '']","['92', '']","['1', 'i']","['32', '']","['159', '']","['3', 'i']","['14', '']","['7', '']","['8', '']","['191', 'i']","['44', '']","['*', '']","['78', '']","['76', '']","['1', 'e']","['15', '']","['*', 'i']","['6', '']"
8821,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['90', 'i']","['126', 'i']","['*', 'e']","['*', 'e']","['*', 'e']","['*', 'e']","['2', '']","['3', 'i']","['*', 'e']","['0', '']","['*', 'e']","['*', 'e']","['*', 'e']","['1', 'i']","['*', 'e']","['*', 'e']","['3', 'i']","['*', 'e']","['52', 'i']","['*', 'e']","['0', '']","['1', 'e']","['1', '']","['*', 'e']","['*', 'e']","['0', '']","['0', '']"
8821,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['270', '']","['1,176', '']","['13', '']","['*', 'e']","['62', '']","['7', '']","['13', '']","['54', 'i']","['59', '']","['*', '']","['8', '']","['1', 'i']","['4', '']","['64', '']","['*', 'e']","['*', 'e']","['3', '']","['*', 'e']","['11', 'i']","['14', 'i']","['0', '']","['20', '']","['32', '']","['*', 'e']","['6', 'i']","['0', '']","['1', '']"
8821,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['920', '']","['4,906', 'i']","['2', 'e']","['1', 'e']","['16', '']","['87 - 117', '']","['55', '']","['106', 'i']","['60', 'i']","['5', '']","['75', '']","['*', 'e']","['28', '']","['94', '']","['2', 'i']","['14', '']","['0', '']","['8', '']","['128', '']","['30', '']","['*', '']","['58', '']","['43', '']","['1', 'e']","['9', '']","['*', 'i']","['5', '']"
8821,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['20', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0 - 28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8821,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,060', '']","['5,570', '']","['7', '']","['40', 'i']","['9', '']","['720', 'i']","['3', '']","['427', '']","['60', '']","['4', '']","['61', '']","['3', 'e']","['13', '']","['108', '']","['3', 'i']","['14', '']","['1', 'i']","['26', '']","['291', '']","['73', '']","['2', '']","['136', '']","['98', '']","['1', 'e']","['23', '']","['*', 'e']","['36', '']"
8821,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['560', '']","['1,374', '']","['7', '']","['*', 'e']","['2', '']","['30', '']","['*', 'e']","['13', '']","['3', 'e']","['*', 'e']","['7', '']","['1', 'e']","['9', '']","['25', '']","['*', 'e']","['4', '']","['*', 'e']","['17', '']","['25', '']","['7', '']","['*', '']","['0 - 50', '']","['8', '']","['*', 'e']","['26', '']","['*', 'e']","['0 - 50', '']"
8821,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,150', '']","['1,429 - 16,934', '']","['12', '']","['0 - 158', '']","['3', 'e']","['0 - 275', '']","['4', 'e']","['0 - 710', 'e']","['120', '']","['1', 'e']","['0 - 132', '']","['16', '']","['0 - 323', '']","['0 - 148', '']","['2', 'e']","['6', 'e']","['1', 'e']","['18', '']","['0 - 801', '']","['27', '']","['1', 'e']","['0 - 1,040', '']","['0 - 11,076', '']","['0 - 8', 'e']","['0 - 128', '']","['1', 'e']","['0 - 96', '']"
8821,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['28,720', '']","['466,162', '']","['769', '']","['707', '']","['1,093', '']","['18,054', '']","['857', '']","['21,062', '']","['9,242', '']","['331', '']","['7,511', '']","['945', '']","['10,190', '']","['13,544', '']","['581', 'i']","['1,337', '']","['209', '']","['1,568', '']","['22,834', '']","['2,981', '']","['295', '']","['5,072', '']","['40,576', '']","['203', '']","['5,506', '']","['1,035', '']","['707', '']"
8821,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8821,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['4,610', '']","['4,019', '']","['8', 'e']","['15', 'e']","['33', '']","['172', '']","['8', 'e']","['168', '']","['85', '']","['5', 'e']","['98', 'e']","['16', 'e']","['40', 'e']","['116', 'e']","['15', '']","['17', 'e']","['6', '']","['23', 'e']","['292', 'i']","['57', 'e']","['5', 'e']","['101', 'e']","['173', '']","['4', 'e']","['50', 'e']","['0 - 46', 'e']","['0 - 46', '']"
8821,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['9,000', '']","['10,970', '']","['27', 'e']","['35', 'e']","['39', 'e']","['379', '']","['30', '']","['466', '']","['223', '']","['14', 'e']","['293', 'e']","['45', 'e']","['121', '']","['428', '']","['52', '']","['59', 'e']","['12', 'e']","['86', 'e']","['471', 'e']","['156', '']","['10', 'e']","['247', 'e']","['348', '']","['11', 'e']","['147', 'e']","['0 - 56', 'e']","['0 - 94', '']"
8821,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8821,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['5,290', '']","['11,177', '']","['30', 'e']","['31', 'e']","['50', '']","['265', '']","['74', '']","['364', '']","['213', '']","['9', 'e']","['310', '']","['45', 'e']","['134', '']","['493', '']","['16', 'e']","['88', '']","['12', 'e']","['71', 'e']","['541', '']","['103', '']","['23', '']","['176', 'e']","['285', '']","['13', 'e']","['196', '']","['4', 'e']","['96', '']"
8821,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['4,730', '']","['22,132', '']","['59', '']","['66', '']","['149', '']","['614', '']","['55', '']","['710', '']","['400', '']","['16', '']","['377', '']","['70', '']","['236', '']","['770', '']","['27', '']","['90', '']","['18', '']","['96', 'e']","['1,068', '']","['331', '']","['35', 'i']","['264', '']","['704', '']","['12', 'e']","['346', '']","['6', 'e']","['178', '']"
8821,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8821,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,040', '']","['18,067', '']","['64', '']","['70', '']","['118', '']","['538', '']","['13', 'e']","['942', '']","['390', '']","['7', 'e']","['447', '']","['45', 'e']","['226', '']","['612', '']","['15', '']","['95', '']","['18', '']","['117', '']","['768', '']","['170', '']","['28', '']","['382', 'e']","['915', '']","['5', 'e']","['222', '']","['6', 'e']","['82', '']"
8821,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,230', '']","['18,458', '']","['78', '']","['28', '']","['71', '']","['639', '']","['6', '']","['456', '']","['636', '']","['11', '']","['416', '']","['42', '']","['72', '']","['225', '']","['23', '']","['40', '']","['6', '']","['91', '']","['1,223', '']","['234', '']","['8', '']","['213', '']","['320', '']","['4', '']","['318', '']","['6', '']","['76 - 147', '']"
8821,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,270', '']","['75,917', '']","['164', '']","['202', '']","['383', '']","['1,277', '']","['24', '']","['3,560', '']","['2,074', '']","['110', '']","['1,228', '']","['282', '']","['927', '']","['1,719', '']","['205', 'i']","['261', '']","['118', '']","['194', '']","['2,920', '']","['758', '']","['22', '']","['736', '']","['3,613', '']","['20', '']","['962', '']","['11', '']","['139', '']"
8821,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['250', '']","['42,451', '']","['51', '']","['44', 'i']","['28', '']","['1,340', '']","['2', '']","['3,467', '']","['1,305', '']","['24', '']","['835', '']","['107', '']","['530', '']","['1,070', '']","['157', 'i']","['304', '']","['0 - 19', '']","['99', '']","['817', '']","['175', '']","['99', '']","['823', '']","['316', '']","['98', '']","['1,061', '']","['0 - 32', '']","['0 - 32', '']"
8821,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['210', '']","['72,827', '']","['41', '']","['47', '']","['93', 'i']","['5,871', '']","['13', '']","['2,664', '']","['1,415', '']","['1', '']","['2,152', '']","['190', '']","['672', '']","['2,682', 'i']","['30', '']","['150', '']","['5', '']","['543', '']","['4,616', '']","['466', '']","['12', '']","['237', '']","['1,218', '']","['23', '']","['1,658', '']","['0 - 31', '']","['0 - 31', '']"
8821,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['130', '']","['190,145', '']","['247', '']","['169', 'i']","['130', '']","['6,958', '']","['631', '']","['8,265', '']","['2,501', '']","['135', '']","['1,355', '']","['103', '']","['7,232', '']","['5,430', '']","['42', '']","['233', '']","['0 - 19', '']","['249', '']","['10,118', '']","['531', '']","['53', '']","['1,894', 'i']","['32,684', '']","['13', '']","['549', '']","[' 949 - 1005', '']","['*', '']"
