table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
8325,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,2322,0.8,66,0.3,4,0.5,83,0.4,74,0.6,0,0.0,416,0.4,16,0.2,38,0.5,1625,1.4
8325,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,1599,0.5,47,0.2,2,0.3,110,0.6,62,0.5,1,0.5,484,0.4,40,0.6,56,0.7,797,0.7
8325,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,11540,3.9,565,2.8,11,1.5,606,3.1,230,1.9,2,1.0,3009,2.7,207,2.9,221,2.8,6689,5.8
8325,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,4904,1.7,301,1.5,8,1.1,351,1.8,97,0.8,1,0.5,1539,1.4,116,1.6,69,0.9,2422,2.1
8325,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,3,7758,2.6,329,1.6,8,1.1,461,2.4,268,2.2,3,1.5,2331,2.1,163,2.3,144,1.8,4051,3.5
8325,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,4,668,0.2,27,0.1,0,0.0,28,0.1,17,0.1,1,0.5,148,0.1,15,0.2,11,0.1,421,0.4
8325,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",4,1457,0.5,65,0.3,2,0.3,106,0.5,27,0.2,1,0.5,432,0.4,33,0.5,24,0.3,767,0.7
8325,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,4,1032,0.4,69,0.3,0,0.0,51,0.3,22,0.2,0,0.0,509,0.5,32,0.4,33,0.4,316,0.3
8325,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",4,4601,1.6,168,0.8,6,0.8,276,1.4,202,1.7,1,0.5,1242,1.1,83,1.2,76,1.0,2547,2.2
8325,r103,All detailed fields -> Health,All detailed fields,Health,,,2,16631,5.7,1328,6.5,70,9.3,1251,6.4,1703,14.0,16,8.2,7426,6.8,401,5.6,509,6.4,3927,3.4
8325,r104,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,5612,1.9,595,2.9,50,6.7,506,2.6,742,6.1,11,5.6,2275,2.1,172,2.4,175,2.2,1086,0.9
8325,r105,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences ,4,677,0.2,74,0.4,4,0.5,50,0.3,41,0.3,0,0.0,370,0.3,15,0.2,34,0.4,89,0.1
8325,r106,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,4935,1.7,521,2.5,46,6.1,456,2.3,701,5.8,11,5.6,1905,1.7,157,2.2,141,1.8,997,0.9
8325,r107,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r108,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r109,"All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r110,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r111,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r112,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r113,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r114,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r115,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r116,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r117,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r118,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r119,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r120,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r121,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r122,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8325,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,11019,3.8,733,3.6,20,2.7,745,3.8,961,7.9,5,2.6,5151,4.7,229,3.2,334,4.2,2841,2.5
8325,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,792,0.3,88,0.4,0,0.0,47,0.2,33,0.3,1,0.5,445,0.4,13,0.2,23,0.3,142,0.1
8325,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,219,0.1,8,0.05,0,0.0,22,0.1,9,0.1,0,0.0,51,0.05,5,0.1,4,0.1,120,0.1
8325,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,4,1031,0.4,67,0.3,2,0.3,34,0.2,56,0.5,0,0.0,621,0.6,24,0.3,18,0.2,209,0.2
8325,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,3512,1.2,226,1.1,11,1.5,216,1.1,478,3.9,3,1.5,1970,1.8,76,1.1,108,1.4,424,0.4
8325,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,2936,1.0,148,0.7,2,0.3,218,1.1,125,1.0,0,0.0,795,0.7,56,0.8,55,0.7,1537,1.3
8325,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,2529,0.9,196,1.0,5,0.7,208,1.1,260,2.1,1,0.5,1269,1.2,55,0.8,126,1.6,409,0.4
