table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10397,r274,All states and outlying areas -> Illinois -> DePaul U.,All states and outlying areas,Illinois,DePaul U.,3,4270,4080,0,0,191,0
10397,r275,All states and outlying areas -> Illinois -> Dominican U.,All states and outlying areas,Illinois,Dominican U.,3,704,213,0,0,491,0
10397,r276,All states and outlying areas -> Illinois -> Eastern Illinois U.,All states and outlying areas,Illinois,Eastern Illinois U.,3,229,229,0,0,0,0
10397,r277,All states and outlying areas -> Illinois -> Elmhurst U.,All states and outlying areas,Illinois,Elmhurst U.,3,1263,276,0,0,987,0
10397,r278,All states and outlying areas -> Illinois -> Governors State U.,All states and outlying areas,Illinois,Governors State U.,3,466,0,0,0,466,0
10397,r279,All states and outlying areas -> Illinois -> Heartland Community C.,All states and outlying areas,Illinois,Heartland Community C.,3,296,59,0,0,237,0
10397,r280,All states and outlying areas -> Illinois -> Illinois Institute of Technology,All states and outlying areas,Illinois,Illinois Institute of Technology,3,22789,22608,0,0,181,0
10397,r281,All states and outlying areas -> Illinois -> Illinois State U.,All states and outlying areas,Illinois,Illinois State U.,3,5251,3451,404,0,1396,0
10397,r282,All states and outlying areas -> Illinois -> Knox C.,All states and outlying areas,Illinois,Knox C.,3,6,6,0,0,0,0
10397,r283,All states and outlying areas -> Illinois -> Lake Forest C.,All states and outlying areas,Illinois,Lake Forest C.,3,350,350,0,0,0,0
10397,r284,All states and outlying areas -> Illinois -> Lewis and Clark Community C.,All states and outlying areas,Illinois,Lewis and Clark Community C.,3,145,145,0,0,0,0
10397,r285,All states and outlying areas -> Illinois -> Lewis U.,All states and outlying areas,Illinois,Lewis U.,3,875,0,0,0,875,0
10397,r286,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,21234,16024,395,0,4374,441
10397,r287,"All states and outlying areas -> Illinois -> Midwestern U., Downers Grove",All states and outlying areas,Illinois,"Midwestern U., Downers Grove",3,150,150,0,0,0,0
10397,r288,All states and outlying areas -> Illinois -> National Louis U.,All states and outlying areas,Illinois,National Louis U.,3,789,750,0,0,39,0
10397,r289,All states and outlying areas -> Illinois -> North Central C.,All states and outlying areas,Illinois,North Central C.,3,75,2,0,0,74,0
10397,r290,All states and outlying areas -> Illinois -> North Park U.,All states and outlying areas,Illinois,North Park U.,3,413,380,0,0,33,0
10397,r291,All states and outlying areas -> Illinois -> Northeastern Illinois U.,All states and outlying areas,Illinois,Northeastern Illinois U.,3,2984,2190,0,0,795,0
10397,r292,All states and outlying areas -> Illinois -> Northern Illinois U.,All states and outlying areas,Illinois,Northern Illinois U.,3,6849,6499,342,0,8,0
10397,r293,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,554882,508976,741,141,21043,23980
10397,r294,All states and outlying areas -> Illinois -> Parkland C.,All states and outlying areas,Illinois,Parkland C.,3,1231,279,0,0,952,0
10397,r295,All states and outlying areas -> Illinois -> Quincy U.,All states and outlying areas,Illinois,Quincy U.,3,154,38,0,0,115,0
10397,r296,All states and outlying areas -> Illinois -> Rosalind Franklin U. Medicine and Science,All states and outlying areas,Illinois,Rosalind Franklin U. Medicine and Science,3,4755,4630,0,0,125,0
10397,r297,All states and outlying areas -> Illinois -> Rush U.,All states and outlying areas,Illinois,Rush U.,3,70790,69058,0,0,1733,0
10397,r298,All states and outlying areas -> Illinois -> Saint Augustine C.,All states and outlying areas,Illinois,Saint Augustine C.,3,200,40,0,0,160,0
10397,r299,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,5423,4660,0,0,716,47
10397,r300,"All states and outlying areas -> Illinois -> Southern Illinois U., Edwardsville",All states and outlying areas,Illinois,"Southern Illinois U., Edwardsville",3,2250,413,0,0,1837,0
10397,r301,"All states and outlying areas -> Illinois -> Southern Illinois U., System Office",All states and outlying areas,Illinois,"Southern Illinois U., System Office",3,308,308,0,0,0,0
10397,r302,"All states and outlying areas -> Illinois -> Toyota Technological Institute, Chicago",All states and outlying areas,Illinois,"Toyota Technological Institute, Chicago",3,1224,1224,0,0,0,0
10397,r303,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,337367,317243,6984,0,11045,2096
10397,r304,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,299000,263576,6749,0,19830,8845
10397,r305,"All states and outlying areas -> Illinois -> U. Illinois, University Administration",All states and outlying areas,Illinois,"U. Illinois, University Administration",3,59243,49978,0,1050,400,7814
10397,r306,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,224388,196517,1217,0,7399,19254
10397,r307,"All states and outlying areas -> Illinois -> U. St. Francis, Joliet",All states and outlying areas,Illinois,"U. St. Francis, Joliet",3,415,3,0,0,411,0
10397,r308,"All states and outlying areas -> Illinois -> Wheaton C., Wheaton",All states and outlying areas,Illinois,"Wheaton C., Wheaton",3,492,492,0,0,0,0
10397,r309,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,721074,652010,2396,0,28685,37982
10397,r310,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,3912,3912,0,0,0,0
10397,r311,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,684,211,472,0,0,0
10397,r312,All states and outlying areas -> Indiana -> Indiana State U.,All states and outlying areas,Indiana,Indiana State U.,3,2095,154,0,0,1941,0
10397,r313,All states and outlying areas -> Indiana -> Indiana U.,All states and outlying areas,Indiana,Indiana U.,3,27074,19144,0,0,1420,6509
10397,r314,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,72347,69507,450,0,2172,218
10397,r315,"All states and outlying areas -> Indiana -> Indiana U.-Purdue U., Indianapolis",All states and outlying areas,Indiana,"Indiana U.-Purdue U., Indianapolis",3,239833,234836,0,0,4997,0
10397,r316,All states and outlying areas -> Indiana -> Indiana Wesleyan U.,All states and outlying areas,Indiana,Indiana Wesleyan U.,3,1031,224,0,0,642,165
10397,r317,"All states and outlying areas -> Indiana -> Ivy Tech Community C., central office",All states and outlying areas,Indiana,"Ivy Tech Community C., central office",3,570,114,0,0,456,0
10397,r318,"All states and outlying areas -> Indiana -> Marian U., Indianapolis",All states and outlying areas,Indiana,"Marian U., Indianapolis",3,2103,958,0,0,1145,0
10397,r319,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,281157,238801,767,0,12642,28947
10397,r320,All states and outlying areas -> Indiana -> U. Evansville,All states and outlying areas,Indiana,U. Evansville,3,19,19,0,0,0,0
10397,r321,All states and outlying areas -> Indiana -> U. Indianapolis,All states and outlying areas,Indiana,U. Indianapolis,3,640,0,0,0,640,0
10397,r322,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,87549,83219,707,0,1480,2143
10397,r323,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,2060,911,0,0,1149,0
10397,r324,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,371343,321224,294,0,19450,30375
10397,r325,All states and outlying areas -> Iowa -> Central C.,All states and outlying areas,Iowa,Central C.,3,235,235,0,0,0,0
10397,r326,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,181,181,0,0,0,0
10397,r327,All states and outlying areas -> Iowa -> Cornell C.,All states and outlying areas,Iowa,Cornell C.,3,442,442,0,0,0,0
10397,r328,All states and outlying areas -> Iowa -> Des Moines Area Community C.,All states and outlying areas,Iowa,Des Moines Area Community C.,3,656,328,0,0,328,0
10397,r329,All states and outlying areas -> Iowa -> Des Moines U.,All states and outlying areas,Iowa,Des Moines U.,3,932,932,0,0,0,0
10397,r330,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,300,300,0,0,0,0
10397,r331,All states and outlying areas -> Iowa -> Eastern Iowa Community C. District,All states and outlying areas,Iowa,Eastern Iowa Community C. District,3,7589,1518,0,0,6071,0
10397,r332,All states and outlying areas -> Iowa -> Graceland U.,All states and outlying areas,Iowa,Graceland U.,3,0,0,0,0,0,0
10397,r333,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,225,225,0,0,0,0
10397,r334,All states and outlying areas -> Iowa -> Indian Hills Community C.,All states and outlying areas,Iowa,Indian Hills Community C.,3,45,9,0,0,36,0
10397,r335,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,128505,98199,294,0,4875,25138
10397,r336,All states and outlying areas -> Iowa -> Luther C.,All states and outlying areas,Iowa,Luther C.,3,150,150,0,0,0,0
10397,r337,All states and outlying areas -> Iowa -> Morningside U.,All states and outlying areas,Iowa,Morningside U.,3,1299,525,0,0,773,0
10397,r338,All states and outlying areas -> Iowa -> Mount Mercy U.,All states and outlying areas,Iowa,Mount Mercy U.,3,3000,2760,0,0,240,0
10397,r339,All states and outlying areas -> Iowa -> North Iowa Area Community C.,All states and outlying areas,Iowa,North Iowa Area Community C.,3,500,100,0,0,400,0
10397,r340,All states and outlying areas -> Iowa -> Palmer C. Chiropractic,All states and outlying areas,Iowa,Palmer C. Chiropractic,3,1838,1838,0,0,0,0
10397,r341,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,221561,210223,0,0,6101,5236
10397,r342,All states and outlying areas -> Iowa -> U. Northern Iowa,All states and outlying areas,Iowa,U. Northern Iowa,3,3247,3247,0,0,0,0
10397,r343,All states and outlying areas -> Iowa -> Upper Iowa U.,All states and outlying areas,Iowa,Upper Iowa U.,3,638,13,0,0,625,0
10397,r344,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,276604,242557,4118,0,13939,15990
10397,r345,All states and outlying areas -> Kansas -> Baker U.,All states and outlying areas,Kansas,Baker U.,3,619,29,0,0,590,0
10397,r346,All states and outlying areas -> Kansas -> Fort Hays State U.,All states and outlying areas,Kansas,Fort Hays State U.,3,1501,43,0,0,1318,140
10397,r347,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,91796,70856,3431,0,4425,13083
10397,r348,All states and outlying areas -> Kansas -> Pittsburg State U.,All states and outlying areas,Kansas,Pittsburg State U.,3,3635,1400,0,0,2235,0
10397,r349,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,140182,132710,687,0,4019,2766
10397,r350,All states and outlying areas -> Kansas -> Washburn U.,All states and outlying areas,Kansas,Washburn U.,3,1351,0,0,0,1351,0
10397,r351,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,37520,37520,0,0,0,0
10397,r352,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,352277,305124,5981,0,14961,26210
10397,r353,All states and outlying areas -> Kentucky -> Campbellsville U.,All states and outlying areas,Kentucky,Campbellsville U.,3,297,297,0,0,0,0
10397,r354,All states and outlying areas -> Kentucky -> Eastern Kentucky U.,All states and outlying areas,Kentucky,Eastern Kentucky U.,3,8,8,0,0,0,0
10397,r355,All states and outlying areas -> Kentucky -> Frontier Nursing U.,All states and outlying areas,Kentucky,Frontier Nursing U.,3,1035,0,0,0,1035,0
10397,r356,All states and outlying areas -> Kentucky -> Kentucky Community and Technical C. System,All states and outlying areas,Kentucky,Kentucky Community and Technical C. System,3,2147,429,0,0,1717,0
10397,r357,All states and outlying areas -> Kentucky -> Kentucky State U.,All states and outlying areas,Kentucky,Kentucky State U.,3,13879,6579,0,0,1934,5366
10397,r358,All states and outlying areas -> Kentucky -> Morehead State U.,All states and outlying areas,Kentucky,Morehead State U.,3,1489,1186,0,0,302,0
10397,r359,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,1210,985,0,0,25,200
10397,r360,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,705,370,335,0,0,0
10397,r361,All states and outlying areas -> Kentucky -> Spalding U.,All states and outlying areas,Kentucky,Spalding U.,3,175,0,0,0,175,0
10397,r362,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,246515,221038,2000,0,5698,17779
10397,r363,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,81125,72604,3333,0,3565,1622
10397,r364,All states and outlying areas -> Kentucky -> U. Pikeville,All states and outlying areas,Kentucky,U. Pikeville,3,253,0,0,0,253,0
10397,r365,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,3440,1628,312,0,257,1244
10397,r366,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,307921,264971,9464,0,19054,14432
10397,r367,All states and outlying areas -> Louisiana -> Dillard U.,All states and outlying areas,Louisiana,Dillard U.,3,1209,311,0,0,648,250
10397,r368,All states and outlying areas -> Louisiana -> Grambling State U.,All states and outlying areas,Louisiana,Grambling State U.,3,1397,679,0,0,718,0
10397,r369,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,140293,121091,1463,0,7678,10062
10397,r370,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,2804,2115,89,0,600,0
10397,r371,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,1139,1139,0,0,0,0
10397,r372,All states and outlying areas -> Louisiana -> Nicholls State U.,All states and outlying areas,Louisiana,Nicholls State U.,3,137,137,0,0,0,0
10397,r373,All states and outlying areas -> Louisiana -> Northwestern State U. Louisiana,All states and outlying areas,Louisiana,Northwestern State U. Louisiana,3,479,0,0,0,479,0
10397,r374,All states and outlying areas -> Louisiana -> Southeastern Louisiana U.,All states and outlying areas,Louisiana,Southeastern Louisiana U.,3,1042,669,0,0,373,0
10397,r375,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., Baton Rouge",All states and outlying areas,Louisiana,"Southern U. and A&M C., Baton Rouge",3,11051,5300,0,0,2074,3677
10397,r376,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., New Orleans",All states and outlying areas,Louisiana,"Southern U. and A&M C., New Orleans",3,479,10,0,0,469,0
10397,r377,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., System Office",All states and outlying areas,Louisiana,"Southern U. and A&M C., System Office",3,515,60,0,0,240,216
10397,r378,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,106803,102106,3271,0,1198,228
10397,r379,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,23317,18240,4641,0,436,0
10397,r380,"All states and outlying areas -> Louisiana -> U. Louisiana, Monroe",All states and outlying areas,Louisiana,"U. Louisiana, Monroe",3,470,470,0,0,0,0
10397,r381,All states and outlying areas -> Louisiana -> U. New Orleans,All states and outlying areas,Louisiana,U. New Orleans,3,1600,1197,0,0,402,0
10397,r382,All states and outlying areas -> Louisiana -> Xavier U. Louisiana,All states and outlying areas,Louisiana,Xavier U. Louisiana,3,15185,11447,0,0,3739,0
10397,r383,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,74521,60430,0,1000,5959,7132
10397,r384,All states and outlying areas -> Maine -> Bates C.,All states and outlying areas,Maine,Bates C.,3,1184,1184,0,0,0,0
10397,r385,All states and outlying areas -> Maine -> Bowdoin C.,All states and outlying areas,Maine,Bowdoin C.,3,755,755,0,0,0,0
10397,r386,All states and outlying areas -> Maine -> Colby C.,All states and outlying areas,Maine,Colby C.,3,12088,8206,0,0,1900,1982
10397,r387,All states and outlying areas -> Maine -> Maine Maritime Academy,All states and outlying areas,Maine,Maine Maritime Academy,3,1192,0,0,1000,192,0
10397,r388,All states and outlying areas -> Maine -> Saint Joseph's C. Maine,All states and outlying areas,Maine,Saint Joseph's C. Maine,3,278,243,0,0,35,0
10397,r389,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,34064,33367,0,0,512,186
10397,r390,"All states and outlying areas -> Maine -> U. Maine, System Office",All states and outlying areas,Maine,"U. Maine, System Office",3,19046,12964,0,0,1118,4964
10397,r391,"All states and outlying areas -> Maine -> U. Maine, The, Farmington",All states and outlying areas,Maine,"U. Maine, The, Farmington",3,96,0,0,0,96,0
10397,r392,All states and outlying areas -> Maine -> U. New England,All states and outlying areas,Maine,U. New England,3,4708,2602,0,0,2106,0
10397,r393,All states and outlying areas -> Maine -> U. Southern Maine,All states and outlying areas,Maine,U. Southern Maine,3,1109,1109,0,0,0,0
10397,r394,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,2583100,2470413,997,867,62976,47847
10397,r395,All states and outlying areas -> Maryland -> Bowie State U.,All states and outlying areas,Maryland,Bowie State U.,3,3405,1966,0,0,1189,250
10397,r396,All states and outlying areas -> Maryland -> Capitol Technology U.,All states and outlying areas,Maryland,Capitol Technology U.,3,8,0,0,0,0,8
10397,r397,All states and outlying areas -> Maryland -> Harford Community C.,All states and outlying areas,Maryland,Harford Community C.,3,92,18,0,0,74,0
10397,r398,All states and outlying areas -> Maryland -> Hood C.,All states and outlying areas,Maryland,Hood C.,3,269,0,0,0,269,0
10397,r399,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,1870070,1817726,0,0,30911,21433
10397,r400,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,560,280,0,0,0,280
10397,r401,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,25163,20659,400,0,3873,231
10397,r402,All states and outlying areas -> Maryland -> Prince George's Community C.,All states and outlying areas,Maryland,Prince George's Community C.,3,6698,1340,0,0,5359,0
10397,r403,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,18,18,0,0,0,0
10397,r404,All states and outlying areas -> Maryland -> Towson U.,All states and outlying areas,Maryland,Towson U.,3,4399,2761,0,0,1466,172
10397,r405,All states and outlying areas -> Maryland -> U. Baltimore,All states and outlying areas,Maryland,U. Baltimore,3,145,29,0,0,116,0
10397,r406,All states and outlying areas -> Maryland -> U. Maryland Center for Environmental Science,All states and outlying areas,Maryland,U. Maryland Center for Environmental Science,3,14019,8349,0,0,827,4843
10397,r407,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore",All states and outlying areas,Maryland,"U. Maryland, Baltimore",3,260252,245494,0,0,4954,9805
10397,r408,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,39719,29657,284,0,6497,3281
10397,r409,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,320385,310753,314,0,4837,4481
10397,r410,"All states and outlying areas -> Maryland -> U. Maryland, Eastern Shore",All states and outlying areas,Maryland,"U. Maryland, Eastern Shore",3,13290,7623,0,0,2604,3064
10397,r411,"All states and outlying areas -> Maryland -> U. Maryland, Global Campus",All states and outlying areas,Maryland,"U. Maryland, Global Campus",3,1208,1208,0,0,0,0
10397,r412,All states and outlying areas -> Maryland -> U. System Maryland,All states and outlying areas,Maryland,U. System Maryland,3,18165,17298,0,867,0,0
10397,r413,All states and outlying areas -> Maryland -> U.S. Naval Academy,All states and outlying areas,Maryland,U.S. Naval Academy,3,5234,5234,0,0,0,0
10397,r414,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,2180799,2030684,22003,1406,64631,62075
10397,r415,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,3631,2330,1236,0,66,0
10397,r416,All states and outlying areas -> Massachusetts -> Assumption C.,All states and outlying areas,Massachusetts,Assumption C.,3,143,143,0,0,0,0
10397,r417,All states and outlying areas -> Massachusetts -> Bard C. at Simon's Rock,All states and outlying areas,Massachusetts,Bard C. at Simon's Rock,3,79,79,0,0,0,0
10397,r418,All states and outlying areas -> Massachusetts -> Bay Path U.,All states and outlying areas,Massachusetts,Bay Path U.,3,300,0,0,0,300,0
10397,r419,All states and outlying areas -> Massachusetts -> Benjamin Franklin Institute of Technology,All states and outlying areas,Massachusetts,Benjamin Franklin Institute of Technology,3,375,375,0,0,0,0
10397,r420,All states and outlying areas -> Massachusetts -> Bentley U.,All states and outlying areas,Massachusetts,Bentley U.,3,875,875,0,0,0,0
10397,r421,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,28420,26578,810,0,33,1000
10397,r422,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,329790,316001,256,0,9554,3979
10397,r423,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,32955,30098,144,0,2713,0
10397,r424,All states and outlying areas -> Massachusetts -> C. Holy Cross,All states and outlying areas,Massachusetts,C. Holy Cross,3,351,351,0,0,0,0
10397,r425,All states and outlying areas -> Massachusetts -> Clark U.,All states and outlying areas,Massachusetts,Clark U.,3,421,418,0,0,3,0
10397,r426,All states and outlying areas -> Massachusetts -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All states and outlying areas,Massachusetts,Consortium of Universities for the Advancement of Hydrologic Science Inc.,3,3176,3176,0,0,0,0
10397,r427,"All states and outlying areas -> Massachusetts -> Emmanuel C., Boston",All states and outlying areas,Massachusetts,"Emmanuel C., Boston",3,379,379,0,0,0,0
10397,r428,All states and outlying areas -> Massachusetts -> Franklin W. Olin C. Engineering,All states and outlying areas,Massachusetts,Franklin W. Olin C. Engineering,3,272,272,0,0,0,0
10397,r429,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,513429,484719,213,406,22005,6085
10397,r430,All states and outlying areas -> Massachusetts -> Holyoke Community C.,All states and outlying areas,Massachusetts,Holyoke Community C.,3,956,880,0,0,77,0
10397,r431,All states and outlying areas -> Massachusetts -> Lesley U.,All states and outlying areas,Massachusetts,Lesley U.,3,200,200,0,0,0,0
10397,r432,All states and outlying areas -> Massachusetts -> Massachusetts Bay Community C.,All states and outlying areas,Massachusetts,Massachusetts Bay Community C.,3,1299,764,0,0,535,0
10397,r433,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,464264,443392,984,0,5337,14551
10397,r434,All states and outlying areas -> Massachusetts -> Massachusetts Maritime Academy,All states and outlying areas,Massachusetts,Massachusetts Maritime Academy,3,1448,0,0,1000,448,0
10397,r435,All states and outlying areas -> Massachusetts -> Massachusetts School of Professional Psychology,All states and outlying areas,Massachusetts,Massachusetts School of Professional Psychology,3,1521,0,0,0,1521,0
10397,r436,All states and outlying areas -> Massachusetts -> Merrimack C.,All states and outlying areas,Massachusetts,Merrimack C.,3,1069,1069,0,0,0,0
10397,r437,All states and outlying areas -> Massachusetts -> MGH Institute of Health Professions,All states and outlying areas,Massachusetts,MGH Institute of Health Professions,3,4997,4997,0,0,0,0
10397,r438,All states and outlying areas -> Massachusetts -> Mount Holyoke C.,All states and outlying areas,Massachusetts,Mount Holyoke C.,3,996,996,0,0,0,0
10397,r439,All states and outlying areas -> Massachusetts -> Mount Wachusett Community C.,All states and outlying areas,Massachusetts,Mount Wachusett Community C.,3,640,0,0,0,640,0
10397,r440,"All states and outlying areas -> Massachusetts -> New England C. Optometry, The",All states and outlying areas,Massachusetts,"New England C. Optometry, The",3,1369,1325,0,0,44,0
10397,r441,All states and outlying areas -> Massachusetts -> North Shore Community C.,All states and outlying areas,Massachusetts,North Shore Community C.,3,130,0,0,0,130,0
10397,r442,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,5154,0,5154,0,0,0
10397,r443,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,115911,103698,7033,0,2715,2465
10397,r444,All states and outlying areas -> Massachusetts -> Salem State U.,All states and outlying areas,Massachusetts,Salem State U.,3,26,14,0,0,0,12
10397,r445,All states and outlying areas -> Massachusetts -> Simmons U.,All states and outlying areas,Massachusetts,Simmons U.,3,586,586,0,0,0,0
10397,r446,All states and outlying areas -> Massachusetts -> Smith C.,All states and outlying areas,Massachusetts,Smith C.,3,1495,1495,0,0,0,0
10397,r447,All states and outlying areas -> Massachusetts -> Springfield Technical Community C.,All states and outlying areas,Massachusetts,Springfield Technical Community C.,3,122,122,0,0,0,0
10397,r448,All states and outlying areas -> Massachusetts -> Stonehill C.,All states and outlying areas,Massachusetts,Stonehill C.,3,25,25,0,0,0,0
10397,r449,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,96887,90063,3323,0,1781,1719
10397,r450,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,68197,64560,1123,0,2191,323
10397,r451,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Boston",All states and outlying areas,Massachusetts,"U. Massachusetts, Boston",3,25976,24547,0,0,374,1055
10397,r452,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Central Office",All states and outlying areas,Massachusetts,"U. Massachusetts, Central Office",3,37044,32219,0,0,166,4659
10397,r453,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Dartmouth",All states and outlying areas,Massachusetts,"U. Massachusetts, Dartmouth",3,4851,4752,0,0,99,0
10397,r454,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Lowell",All states and outlying areas,Massachusetts,"U. Massachusetts, Lowell",3,21018,16802,0,0,4212,4
10397,r455,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Medical School",All states and outlying areas,Massachusetts,"U. Massachusetts, Medical School",3,195283,173376,0,0,6990,14918
10397,r456,All states and outlying areas -> Massachusetts -> Wellesley C.,All states and outlying areas,Massachusetts,Wellesley C.,3,1019,1013,0,0,0,6
10397,r457,All states and outlying areas -> Massachusetts -> Western New England U.,All states and outlying areas,Massachusetts,Western New England U.,3,935,448,0,0,487,0
10397,r458,All states and outlying areas -> Massachusetts -> Westfield State U.,All states and outlying areas,Massachusetts,Westfield State U.,3,333,0,0,0,333,0
10397,r459,"All states and outlying areas -> Massachusetts -> Williams C., Williamstown",All states and outlying areas,Massachusetts,"Williams C., Williamstown",3,2583,2293,0,0,0,291
10397,r460,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,190898,178122,1354,0,412,11009
