table_id,row_id,_b_state_or_location_and_institution_b_full_path,_b_state_or_location_and_institution_b_level_1,_b_state_or_location_and_institution_b_level_2,_b_state_or_location_and_institution_b_level_3,_b_state_or_location_and_institution_b_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics_,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
4644,r121,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,28,3,0,3,0,8,0,8,0,3,3,0,1,0,0,0,0,0,1,10,0,0,0,0,4,0,5,0,1
4644,r122,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,33,4,0,1,3,1,0,0,1,0,0,0,7,7,0,0,0,0,0,5,0,0,0,0,1,0,0,1,3
4644,r123,All institutions -> Idaho -> U. Idaho,All institutions,Idaho,U. Idaho,3,53,18,10,7,1,14,1,7,6,4,2,2,2,0,0,0,0,0,2,12,1,1,2,4,3,0,0,1,0
4644,r124,All institutions -> Illinois,All institutions,Illinois,,2,2435,449,48,306,95,281,158,17,106,220,108,112,414,152,25,96,39,37,65,487,8,48,40,47,73,16,64,91,100
4644,r125,All institutions -> Illinois -> Benedictine U.,All institutions,Illinois,Benedictine U.,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r126,All institutions -> Illinois -> Chicago Theological Seminary,All institutions,Illinois,Chicago Theological Seminary,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r127,All institutions -> Illinois -> DePaul U.,All institutions,Illinois,DePaul U.,3,17,0,0,0,0,0,0,0,0,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r128,All institutions -> Illinois -> Garrett-Evangelical Theological Seminary,All institutions,Illinois,Garrett-Evangelical Theological Seminary,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r129,All institutions -> Illinois -> Illinois Institute of Technology,All institutions,Illinois,Illinois Institute of Technology,3,82,2,0,2,0,10,6,0,4,11,9,2,12,12,0,0,0,0,0,30,0,5,5,5,7,0,1,2,5
4644,r130,All institutions -> Illinois -> Illinois State U.,All institutions,Illinois,Illinois State U.,3,41,8,0,4,4,0,0,0,0,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r131,"All institutions -> Illinois -> Institute for Clinical Social Work, Chicago",All institutions,Illinois,"Institute for Clinical Social Work, Chicago",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r132,"All institutions -> Illinois -> Loyola U., Chicago",All institutions,Illinois,"Loyola U., Chicago",3,70,18,0,15,3,3,3,0,0,0,0,0,19,11,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
4644,r133,"All institutions -> Illinois -> Lutheran School of Theology, Chicago",All institutions,Illinois,"Lutheran School of Theology, Chicago",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r134,All institutions -> Illinois -> National Louis U.,All institutions,Illinois,National Louis U.,3,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r135,All institutions -> Illinois -> Northern Illinois U.,All institutions,Illinois,Northern Illinois U.,3,67,14,0,7,7,9,5,0,4,7,0,7,16,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4644,r136,All institutions -> Illinois -> Northwestern U.,All institutions,Illinois,Northwestern U.,3,433,79,0,72,7,56,38,3,15,26,14,12,77,24,4,20,15,6,8,123,0,16,15,3,10,7,33,20,19
4644,r137,All institutions -> Illinois -> Roosevelt U.,All institutions,Illinois,Roosevelt U.,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r138,All institutions -> Illinois -> Rosalind Franklin U. of Medicine and Science,All institutions,Illinois,Rosalind Franklin U. of Medicine and Science,3,10,5,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r139,All institutions -> Illinois -> Rush U.,All institutions,Illinois,Rush U.,3,12,12,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r140,"All institutions -> Illinois -> Southern Illinois U., Carbondale",All institutions,Illinois,"Southern Illinois U., Carbondale",3,135,19,4,13,2,9,6,0,3,6,2,4,41,20,3,6,1,3,8,13,0,0,0,0,2,0,0,2,9
4644,r141,"All institutions -> Illinois -> Toyota Technological Institute, Chicago",All institutions,Illinois,"Toyota Technological Institute, Chicago",3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r142,All institutions -> Illinois -> U. Chicago,All institutions,Illinois,U. Chicago,3,370,55,1,47,7,71,37,6,28,38,6,32,87,7,8,35,11,12,14,8,0,0,3,0,0,0,0,0,5
4644,r143,"All institutions -> Illinois -> U. Illinois, Chicago",All institutions,Illinois,"U. Illinois, Chicago",3,322,94,1,48,45,19,14,1,4,33,15,18,49,10,1,15,4,6,13,71,0,16,6,8,8,5,3,14,11
4644,r144,"All institutions -> Illinois -> U. Illinois, Urbana-Champaign",All institutions,Illinois,"U. Illinois, Urbana-Champaign",3,821,143,42,86,15,104,49,7,48,95,59,36,82,26,9,17,5,4,21,242,8,11,11,31,46,4,27,53,51
4644,r145,"All institutions -> Illinois -> Wheaton C., Wheaton",All institutions,Illinois,"Wheaton C., Wheaton",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r146,All institutions -> Indiana,All institutions,Indiana,,2,1613,284,46,189,49,185,105,28,52,147,79,68,193,64,17,21,23,16,52,397,53,19,31,31,86,19,29,58,71
4644,r147,All institutions -> Indiana -> Ball State U.,All institutions,Indiana,Ball State U.,3,29,2,1,0,1,1,0,1,0,0,0,0,16,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4644,r148,All institutions -> Indiana -> Indiana State U.,All institutions,Indiana,Indiana State U.,3,52,3,0,3,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2
4644,r149,"All institutions -> Indiana -> Indiana U., Bloomington",All institutions,Indiana,"Indiana U., Bloomington",3,395,54,3,36,15,44,27,7,10,36,25,11,86,20,10,9,8,8,31,1,0,0,0,0,0,0,0,0,1
4644,r150,"All institutions -> Indiana -> Indiana U.-Purdue U., Indianapolis",All institutions,Indiana,"Indiana U.-Purdue U., Indianapolis",3,106,68,0,55,13,6,4,0,2,10,5,5,8,4,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0
4644,r151,"All institutions -> Indiana -> Purdue U., West Lafayette",All institutions,Indiana,"Purdue U., West Lafayette",3,794,140,41,79,20,96,59,14,23,72,38,34,44,15,2,7,4,3,13,336,45,13,22,25,71,19,29,56,56
4644,r152,All institutions -> Indiana -> U. Notre Dame,All institutions,Indiana,U. Notre Dame,3,237,17,1,16,0,37,15,5,17,29,11,18,36,9,5,4,11,5,2,57,8,6,9,6,14,0,0,2,12
4644,r153,All institutions -> Iowa,All institutions,Iowa,,2,727,181,37,106,38,75,49,7,19,62,17,45,89,46,2,19,2,7,13,171,8,5,15,20,25,10,7,36,45
4644,r154,All institutions -> Iowa -> Iowa State U.,All institutions,Iowa,Iowa State U.,3,407,100,37,56,7,43,28,2,13,36,8,28,46,20,0,13,0,5,8,141,8,0,11,19,24,4,7,27,41
4644,r155,All institutions -> Iowa -> Maharishi U. of Management,All institutions,Iowa,Maharishi U. of Management,3,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r156,All institutions -> Iowa -> St. Ambrose U.,All institutions,Iowa,St. Ambrose U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r157,All institutions -> Iowa -> U. Iowa,All institutions,Iowa,U. Iowa,3,304,80,0,50,30,32,21,5,6,26,9,17,39,22,2,6,2,2,5,30,0,5,4,1,1,6,0,9,4
4644,r158,All institutions -> Iowa -> U. Northern Iowa,All institutions,Iowa,U. Northern Iowa,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r159,All institutions -> Kansas,All institutions,Kansas,,2,548,143,45,65,33,54,35,2,17,31,10,21,86,44,1,20,1,6,14,94,8,6,7,19,13,11,0,12,18
4644,r160,All institutions -> Kansas -> Kansas State U.,All institutions,Kansas,Kansas State U.,3,203,69,45,20,4,18,8,0,10,14,2,12,31,12,0,10,0,3,6,39,0,1,3,7,5,7,0,5,11
4644,r161,All institutions -> Kansas -> U. Kansas,All institutions,Kansas,U. Kansas,3,310,72,0,45,27,32,23,2,7,9,4,5,47,24,1,10,1,3,8,43,6,5,4,12,6,0,0,3,7
4644,r162,All institutions -> Kansas -> Wichita State U.,All institutions,Kansas,Wichita State U.,3,35,2,0,0,2,4,4,0,0,8,4,4,8,8,0,0,0,0,0,12,2,0,0,0,2,4,0,4,0
4644,r163,All institutions -> Kentucky,All institutions,Kentucky,,2,504,149,16,78,55,26,17,3,6,38,15,23,76,36,4,11,2,2,21,60,0,6,11,5,9,4,5,13,7
4644,r164,All institutions -> Kentucky -> Asbury Theological Seminary,All institutions,Kentucky,Asbury Theological Seminary,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r165,All institutions -> Kentucky -> Southern Baptist Theological Seminary,All institutions,Kentucky,Southern Baptist Theological Seminary,3,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r166,All institutions -> Kentucky -> U. Kentucky,All institutions,Kentucky,U. Kentucky,3,332,102,16,40,46,16,7,3,6,31,12,19,49,21,4,11,2,1,10,43,0,6,10,3,6,0,5,7,6
4644,r167,All institutions -> Kentucky -> U. Louisville,All institutions,Kentucky,U. Louisville,3,138,47,0,38,9,10,10,0,0,7,3,4,25,14,0,0,0,1,10,17,0,0,1,2,3,4,0,6,1
4644,r168,All institutions -> Louisiana,All institutions,Louisiana,,2,638,150,33,88,29,78,38,18,22,43,18,25,103,43,3,17,4,12,24,97,0,13,21,8,9,0,3,6,37
4644,r169,All institutions -> Louisiana -> Grambling State U.,All institutions,Louisiana,Grambling State U.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r170,"All institutions -> Louisiana -> Louisiana State U., Baton Rouge",All institutions,Louisiana,"Louisiana State U., Baton Rouge",3,328,67,26,31,10,54,21,15,18,15,9,6,48,19,0,7,3,11,8,52,0,2,11,7,8,0,1,5,18
4644,r171,"All institutions -> Louisiana -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,Louisiana,"Louisiana State U., Health Sciences Center, New Orleans",3,15,15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r172,"All institutions -> Louisiana -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,Louisiana,"Louisiana State U., Health Sciences Center, Shreveport",3,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r173,All institutions -> Louisiana -> Louisiana Tech U.,All institutions,Louisiana,Louisiana Tech U.,3,39,4,0,4,0,1,1,0,0,7,1,6,7,7,0,0,0,0,0,14,0,4,0,1,1,0,2,1,5
4644,r174,All institutions -> Louisiana -> New Orleans Baptist Theological Seminary,All institutions,Louisiana,New Orleans Baptist Theological Seminary,3,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r175,"All institutions -> Louisiana -> Southern U. and A&M C., Baton Rouge",All institutions,Louisiana,"Southern U. and A&M C., Baton Rouge",3,22,13,6,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4644,r176,All institutions -> Louisiana -> Tulane U.,All institutions,Louisiana,Tulane U.,3,109,25,0,19,6,18,13,1,4,8,1,7,24,2,3,8,0,1,10,17,0,7,9,0,0,0,0,0,1
4644,r177,"All institutions -> Louisiana -> U. Louisiana, Lafayette",All institutions,Louisiana,"U. Louisiana, Lafayette",3,40,8,0,3,5,0,0,0,0,9,4,5,1,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,10
4644,r178,"All institutions -> Louisiana -> U. Louisiana, Monroe",All institutions,Louisiana,"U. Louisiana, Monroe",3,14,6,0,2,4,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r179,All institutions -> Louisiana -> U. New Orleans,All institutions,Louisiana,U. New Orleans,3,39,4,1,3,0,5,3,2,0,4,3,1,8,4,0,2,1,0,1,3,0,0,0,0,0,0,0,0,3
4644,r180,All institutions -> Maine,All institutions,Maine,,2,69,23,11,12,0,9,3,4,2,2,2,0,11,1,1,1,0,0,8,7,0,1,1,1,1,0,0,2,1
4644,r181,All institutions -> Maine -> U. Maine,All institutions,Maine,U. Maine,3,60,23,11,12,0,9,3,4,2,2,2,0,5,1,1,1,0,0,2,7,0,1,1,1,1,0,0,2,1
4644,r182,All institutions -> Maine -> U. Southern Maine,All institutions,Maine,U. Southern Maine,3,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
4644,r183,All institutions -> Maryland,All institutions,Maryland,,2,1269,413,32,271,110,138,39,32,67,131,87,44,165,54,4,22,16,11,58,221,24,29,16,18,45,2,13,44,30
4644,r184,All institutions -> Maryland -> Bowie State U.,All institutions,Maryland,Bowie State U.,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r185,All institutions -> Maryland -> Johns Hopkins U.,All institutions,Maryland,Johns Hopkins U.,3,426,235,0,173,62,43,15,7,21,27,16,11,32,6,3,7,5,4,7,66,0,17,6,3,10,0,6,15,9
4644,r186,"All institutions -> Maryland -> Loyola U., Maryland",All institutions,Maryland,"Loyola U., Maryland",3,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r187,All institutions -> Maryland -> Morgan State U.,All institutions,Maryland,Morgan State U.,3,48,15,2,1,12,1,1,0,0,2,0,2,1,1,0,0,0,0,0,11,0,0,0,2,2,2,0,0,5
4644,r188,All institutions -> Maryland -> Notre Dame of Maryland U.,All institutions,Maryland,Notre Dame of Maryland U.,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r189,All institutions -> Maryland -> Towson U.,All institutions,Maryland,Towson U.,3,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r190,"All institutions -> Maryland -> U. Maryland, Baltimore",All institutions,Maryland,"U. Maryland, Baltimore",3,64,51,0,36,15,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4644,r191,"All institutions -> Maryland -> U. Maryland, Baltimore County",All institutions,Maryland,"U. Maryland, Baltimore County",3,85,10,0,10,0,9,7,1,1,21,16,5,20,14,0,0,0,0,6,17,0,0,4,0,3,0,0,7,3
4644,r192,"All institutions -> Maryland -> U. Maryland, College Park",All institutions,Maryland,"U. Maryland, College Park",3,568,80,26,33,21,83,15,23,45,62,36,26,96,22,1,15,11,7,40,127,24,12,6,13,30,0,7,22,13
4644,r193,"All institutions -> Maryland -> U. Maryland, Eastern Shore",All institutions,Maryland,"U. Maryland, Eastern Shore",3,13,7,4,3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4644,r194,All institutions -> Maryland -> Uniformed Services U. of the Health Sciences,All institutions,Maryland,Uniformed Services U. of the Health Sciences,3,24,15,0,15,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r195,All institutions -> Massachusetts,All institutions,Massachusetts,,2,2815,676,37,529,110,378,155,56,167,223,138,85,486,130,14,100,41,32,169,545,18,67,62,15,92,7,33,108,143
4644,r196,All institutions -> Massachusetts -> Bentley U.,All institutions,Massachusetts,Bentley U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r197,All institutions -> Massachusetts -> Boston C.,All institutions,Massachusetts,Boston C.,3,116,9,0,4,5,24,14,1,9,4,0,4,26,8,0,11,1,4,2,0,0,0,0,0,0,0,0,0,0
4644,r198,All institutions -> Massachusetts -> Boston U.,All institutions,Massachusetts,Boston U.,3,337,94,4,82,8,42,20,5,17,15,10,5,58,20,3,18,4,4,9,66,0,20,0,0,12,0,5,13,16
4644,r199,All institutions -> Massachusetts -> Brandeis U.,All institutions,Massachusetts,Brandeis U.,3,77,18,0,17,1,10,3,0,7,7,2,5,24,5,0,4,1,1,13,0,0,0,0,0,0,0,0,0,0
4644,r200,All institutions -> Massachusetts -> Clark U.,All institutions,Massachusetts,Clark U.,3,37,4,0,4,0,5,1,1,3,0,0,0,25,3,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0
4644,r201,All institutions -> Massachusetts -> Harvard U.,All institutions,Massachusetts,Harvard U.,3,630,226,2,187,37,93,25,11,57,30,11,19,117,14,8,25,17,11,42,21,0,8,0,0,3,0,0,2,8
4644,r202,All institutions -> Massachusetts -> Massachusetts C. of Pharmacy and Health Sciences,All institutions,Massachusetts,Massachusetts C. of Pharmacy and Health Sciences,3,9,6,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r203,All institutions -> Massachusetts -> Massachusetts Institute of Technology,All institutions,Massachusetts,Massachusetts Institute of Technology,3,579,72,2,64,6,102,39,23,40,81,46,35,66,5,1,19,13,0,28,221,15,15,33,6,39,0,18,54,41
4644,r204,All institutions -> Massachusetts -> New England Conservatory,All institutions,Massachusetts,New England Conservatory,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r205,All institutions -> Massachusetts -> Northeastern U.,All institutions,Massachusetts,Northeastern U.,3,174,21,0,10,11,22,12,2,8,17,14,3,40,20,0,4,2,4,10,67,0,4,6,3,18,5,3,11,17
4644,r206,All institutions -> Massachusetts -> Simmons C.,All institutions,Massachusetts,Simmons C.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r207,All institutions -> Massachusetts -> Smith C.,All institutions,Massachusetts,Smith C.,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r208,All institutions -> Massachusetts -> Springfield C.,All institutions,Massachusetts,Springfield C.,3,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r209,All institutions -> Massachusetts -> Suffolk U.,All institutions,Massachusetts,Suffolk U.,3,14,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r210,"All institutions -> Massachusetts -> Tufts U., Medford",All institutions,Massachusetts,"Tufts U., Medford",3,138,60,0,56,4,13,8,2,3,8,5,3,19,12,1,0,0,0,6,24,0,4,4,2,3,0,1,5,5
4644,r211,"All institutions -> Massachusetts -> U. Massachusetts, Amherst",All institutions,Massachusetts,"U. Massachusetts, Amherst",3,313,77,24,38,15,43,19,8,16,36,27,9,38,10,1,11,2,3,11,53,1,0,9,2,6,0,1,7,27
4644,r212,"All institutions -> Massachusetts -> U. Massachusetts, Boston",All institutions,Massachusetts,"U. Massachusetts, Boston",3,90,14,4,5,5,3,1,2,0,8,8,0,41,12,0,0,1,5,23,2,0,2,0,0,0,0,0,0,0
4644,r213,"All institutions -> Massachusetts -> U. Massachusetts, Dartmouth",All institutions,Massachusetts,"U. Massachusetts, Dartmouth",3,25,5,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,12,0,3,0,0,3,0,0,0,6
4644,r214,"All institutions -> Massachusetts -> U. Massachusetts, Lowell",All institutions,Massachusetts,"U. Massachusetts, Lowell",3,135,16,0,9,7,13,10,0,3,9,9,0,12,3,0,0,0,0,9,44,0,5,5,0,5,1,1,13,14
4644,r215,"All institutions -> Massachusetts -> U. Massachusetts, Medical School",All institutions,Massachusetts,"U. Massachusetts, Medical School",3,45,45,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r216,All institutions -> Massachusetts -> Western New England U.,All institutions,Massachusetts,Western New England U.,3,9,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4644,r217,All institutions -> Massachusetts -> Worcester Polytechnic Institute,All institutions,Massachusetts,Worcester Polytechnic Institute,3,54,6,0,6,0,4,0,0,4,8,6,2,0,0,0,0,0,0,0,33,2,6,5,2,3,1,4,3,7
4644,r218,All institutions -> Michigan,All institutions,Michigan,,2,1967,386,55,250,81,238,110,27,101,176,97,79,305,145,18,41,24,21,56,443,18,38,28,25,80,17,34,106,97
4644,r219,All institutions -> Michigan -> Andrews U.,All institutions,Michigan,Andrews U.,3,25,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r220,All institutions -> Michigan -> Calvin Theological Seminary,All institutions,Michigan,Calvin Theological Seminary,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r221,All institutions -> Michigan -> Central Michigan U.,All institutions,Michigan,Central Michigan U.,3,39,2,0,2,0,4,0,2,2,7,0,7,17,16,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0
4644,r222,All institutions -> Michigan -> Eastern Michigan U.,All institutions,Michigan,Eastern Michigan U.,3,39,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4644,r223,All institutions -> Michigan -> Lawrence Technological U.,All institutions,Michigan,Lawrence Technological U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4644,r224,All institutions -> Michigan -> Michigan State U.,All institutions,Michigan,Michigan State U.,3,524,142,39,78,25,49,22,4,23,29,14,15,91,33,3,10,8,5,32,74,0,2,5,11,20,0,9,22,5
4644,r225,All institutions -> Michigan -> Michigan Technological U.,All institutions,Michigan,Michigan Technological U.,3,85,13,10,3,0,14,7,3,4,7,1,6,3,1,0,0,0,0,2,45,1,5,2,3,7,0,2,19,6
4644,r226,All institutions -> Michigan -> Oakland U.,All institutions,Michigan,Oakland U.,3,51,4,0,4,0,1,1,0,0,16,13,3,2,2,0,0,0,0,0,13,0,0,0,0,1,0,0,5,7
4644,r227,All institutions -> Michigan -> U. Detroit Mercy,All institutions,Michigan,U. Detroit Mercy,3,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r228,"All institutions -> Michigan -> U. Michigan, Ann Arbor",All institutions,Michigan,"U. Michigan, Ann Arbor",3,846,169,6,128,35,138,65,16,57,80,40,40,108,32,14,23,14,7,18,245,17,21,14,6,41,6,20,51,69
4644,r229,"All institutions -> Michigan -> U. Michigan, Dearborn",All institutions,Michigan,"U. Michigan, Dearborn",3,9,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,3
4644,r230,All institutions -> Michigan -> Van Andel Institute,All institutions,Michigan,Van Andel Institute,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r231,All institutions -> Michigan -> Wayne State U.,All institutions,Michigan,Wayne State U.,3,202,43,0,29,14,20,11,0,9,21,17,4,35,19,1,7,1,6,1,38,0,10,6,4,5,7,1,2,3
4644,r232,All institutions -> Michigan -> Western Michigan U.,All institutions,Michigan,Western Michigan U.,3,134,10,0,3,7,11,4,2,5,13,9,4,31,24,0,1,1,3,2,18,0,0,1,1,4,3,0,6,3
4644,r233,All institutions -> Minnesota,All institutions,Minnesota,,2,1545,386,32,138,216,63,34,7,22,37,20,17,467,281,4,26,9,11,136,133,13,21,21,4,22,1,9,29,13
4644,r234,"All institutions -> Minnesota -> Mayo Clinic, Mayo Graduate School",All institutions,Minnesota,"Mayo Clinic, Mayo Graduate School",3,31,26,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0
4644,r235,"All institutions -> Minnesota -> U. Minnesota, Twin Cities",All institutions,Minnesota,"U. Minnesota, Twin Cities",3,647,167,32,94,41,63,34,7,22,37,20,17,110,43,4,26,8,11,18,126,13,16,21,4,22,1,9,29,11
4644,r236,All institutions -> Minnesota -> Walden U.,All institutions,Minnesota,Walden U.,3,867,193,0,21,172,0,0,0,0,0,0,0,357,238,0,0,1,0,118,2,0,0,0,0,0,0,0,0,2
4644,r237,All institutions -> Mississippi,All institutions,Mississippi,,2,445,101,26,49,26,47,34,9,4,16,8,8,59,40,0,3,1,2,13,51,5,1,6,6,6,5,1,5,16
4644,r238,All institutions -> Mississippi -> Jackson State U.,All institutions,Mississippi,Jackson State U.,3,65,4,3,1,0,7,7,0,0,3,1,2,9,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
4644,r239,All institutions -> Mississippi -> Mississippi State U.,All institutions,Mississippi,Mississippi State U.,3,159,44,23,16,5,18,11,6,1,7,4,3,7,5,0,0,0,2,0,39,5,1,4,5,5,5,1,5,8
4644,r240,"All institutions -> Mississippi -> U. Mississippi, Oxford",All institutions,Mississippi,"U. Mississippi, Oxford",3,111,44,0,25,19,14,10,1,3,4,2,2,17,12,0,3,1,0,1,4,0,0,2,1,1,0,0,0,0
4644,r241,All institutions -> Mississippi -> U. Southern Mississippi,All institutions,Mississippi,U. Southern Mississippi,3,110,9,0,7,2,8,6,2,0,2,1,1,26,17,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5
