table_id,row_id,field_of_study_full_path,field_of_study_level_1,field_of_study_level_2,field_of_study_level_3,field_of_study_level_4,field_of_study_level_5,field_of_study_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
2820,r121,All fields -> Psychology and social sciences,All fields,Psychology and social sciences,,,,2,9071,1917,6723,629,30,443,593,4553,243,79,153
2820,r122,All fields -> Psychology and social sciences -> Psychology ,All fields,Psychology and social sciences,Psychology ,,,3,3936,339,3349,323,15,196,284,2285,122,34,90
2820,r123,All fields -> Psychology and social sciences -> Psychology  -> Behavioral analysis,All fields,Psychology and social sciences,Psychology ,Behavioral analysis,,4,54,0,54,2,0,2,4,42,1,1,2
2820,r124,All fields -> Psychology and social sciences -> Psychology  -> Clinical psychology,All fields,Psychology and social sciences,Psychology ,Clinical psychology,,4,1264,48,1144,109,6,64,86,799,36,15,29
2820,r125,All fields -> Psychology and social sciences -> Psychology  -> Cognitive neuroscience,All fields,Psychology and social sciences,Psychology ,Cognitive neuroscience,,4,215,36,173,8,0,14,6,129,11,3,2
2820,r126,All fields -> Psychology and social sciences -> Psychology  -> Cognitive psychology and psycholinguistics,All fields,Psychology and social sciences,Psychology ,Cognitive psychology and psycholinguistics,,4,135,22,111,8,0,14,5,82,2,0,0
2820,r127,All fields -> Psychology and social sciences -> Psychology  -> Community psychology,All fields,Psychology and social sciences,Psychology ,Community psychology,,4,34,4,25,3,0,0,3,16,3,0,0
2820,r128,All fields -> Psychology and social sciences -> Psychology  -> Counseling,All fields,Psychology and social sciences,Psychology ,Counseling,,4,295,22,249,23,3,13,28,153,9,4,16
2820,r129,All fields -> Psychology and social sciences -> Psychology  -> Developmental and child psychology,All fields,Psychology and social sciences,Psychology ,Developmental and child psychology,,4,176,19,157,26,1,12,6,103,6,1,2
2820,r130,All fields -> Psychology and social sciences -> Psychology  -> Educational psychology (psychology),All fields,Psychology and social sciences,Psychology ,Educational psychology (psychology),,4,108,14,87,6,1,3,18,54,3,1,1
2820,r131,All fields -> Psychology and social sciences -> Psychology  -> Experimental psychology,All fields,Psychology and social sciences,Psychology ,Experimental psychology,,4,137,13,121,5,0,7,4,100,4,1,0
2820,r132,"All fields -> Psychology and social sciences -> Psychology  -> Family psychology, human development and family studies",All fields,Psychology and social sciences,Psychology ,"Family psychology, human development and family studies",,4,173,34,132,15,1,5,14,86,6,0,5
2820,r133,"All fields -> Psychology and social sciences -> Psychology  -> Health, medical psychology",All fields,Psychology and social sciences,Psychology ,"Health, medical psychology",,4,82,4,76,7,0,2,8,50,2,0,7
2820,r134,All fields -> Psychology and social sciences -> Psychology  -> Industrial and organizational psychology,All fields,Psychology and social sciences,Psychology ,Industrial and organizational psychology,,4,183,15,160,18,1,6,18,110,2,1,4
2820,r135,"All fields -> Psychology and social sciences -> Psychology  -> Marriage and family therapy, counseling",All fields,Psychology and social sciences,Psychology ,"Marriage and family therapy, counseling",,4,96,5,72,11,0,4,15,40,2,0,0
2820,r136,"All fields -> Psychology and social sciences -> Psychology  -> Neuropsychology, physiological psychology",All fields,Psychology and social sciences,Psychology ,"Neuropsychology, physiological psychology",,4,62,4,55,8,0,7,0,37,3,0,0
2820,r137,All fields -> Psychology and social sciences -> Psychology  -> School psychology (psychology),All fields,Psychology and social sciences,Psychology ,School psychology (psychology),,4,132,6,124,12,0,8,14,85,4,1,0
2820,r138,All fields -> Psychology and social sciences -> Psychology  -> Social psychology,All fields,Psychology and social sciences,Psychology ,Social psychology,,4,236,32,200,12,0,14,14,141,16,2,1
2820,r139,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, general",All fields,Psychology and social sciences,Psychology ,"Psychology, general",,4,251,22,175,23,1,6,19,103,5,2,16
2820,r140,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, aggregated",All fields,Psychology and social sciences,Psychology ,"Psychology, aggregated",,4,303,39,234,27,1,15,22,155,7,2,5
2820,r141,All fields -> Psychology and social sciences -> Social sciences ,All fields,Psychology and social sciences,Social sciences ,,,3,5135,1578,3374,306,15,247,309,2268,121,45,63
2820,r142,All fields -> Psychology and social sciences -> Social sciences  -> Anthropology ,All fields,Psychology and social sciences,Social sciences ,Anthropology ,,4,445,66,359,39,1,18,20,246,21,8,6
2820,r143,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, cultural",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, cultural",5,294,54,234,25,0,16,19,157,11,5,1
2820,r144,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, general",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general",5,77,8,56,9,0,1,0,34,6,1,5
2820,r145,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, physical and biological",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological",5,74,4,69,5,1,1,1,55,4,2,0
2820,r146,All fields -> Psychology and social sciences -> Social sciences  -> Economics ,All fields,Psychology and social sciences,Social sciences ,Economics ,,4,1247,708,491,32,0,75,21,330,12,6,15
2820,r147,"All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Econometrics, economics",All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics",5,1187,684,455,30,0,70,18,305,11,6,15
2820,r148,All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Natural resources and environmental economics (social sciences),All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences),5,60,24,36,2,0,5,3,25,1,0,0
2820,r149,All fields -> Psychology and social sciences -> Social sciences  -> Political science and government,All fields,Psychology and social sciences,Social sciences ,Political science and government,,4,707,173,504,43,0,30,23,379,13,8,8
2820,r150,All fields -> Psychology and social sciences -> Social sciences  -> Sociology,All fields,Psychology and social sciences,Social sciences ,Sociology,,4,633,105,511,51,1,24,47,351,21,5,11
2820,r151,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences,All fields,Psychology and social sciences,Social sciences ,Other social sciences,,4,2103,526,1509,141,13,100,198,962,54,18,23
2820,r152,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> American, U.S. studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies",5,67,8,57,6,1,5,7,33,3,1,1
2820,r153,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Applied linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics,5,100,50,46,4,1,6,1,31,2,1,0
2820,r154,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Archaeology (social sciences),All fields,Psychology and social sciences,Social sciences ,Other social sciences,Archaeology (social sciences),5,117,14,102,6,1,0,3,85,5,0,2
2820,r155,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Area, ethnic, and cultural studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies",5,137,32,98,31,4,8,14,30,4,4,3
2820,r156,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminal justice and corrections,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections,5,142,8,121,4,2,3,34,70,1,1,6
2820,r157,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminology,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology,5,100,13,86,11,1,1,6,63,3,0,1
2820,r158,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",5,259,66,183,16,0,15,37,106,4,4,1
2820,r159,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,55,7,46,4,0,5,6,25,5,1,0
2820,r160,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,265,86,175,9,0,9,9,140,4,0,4
2820,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,55,12,43,2,1,5,7,27,1,0,0
2820,r162,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> History, science and technology and society",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"History, science and technology and society",5,74,15,59,2,0,1,1,50,3,0,2
2820,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,138,34,99,13,0,9,4,68,3,2,0
2820,r164,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,245,83,154,14,2,14,5,105,10,3,1
2820,r165,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,231,46,180,9,0,12,54,99,5,0,1
2820,r166,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,118,52,60,10,0,7,10,30,1,1,1
2820,r167,All fields -> Engineering,All fields,Engineering,,,,2,10303,5683,4253,306,9,718,178,2800,124,50,68
2820,r168,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,379,153,212,14,1,20,6,166,2,1,2
2820,r169,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1164,359,772,65,0,171,27,459,29,7,14
2820,r170,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,981,479,480,30,3,81,27,314,15,3,7
2820,r171,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,701,462,200,8,0,27,10,146,3,2,4
2820,r172,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1799,1198,518,35,2,127,18,309,11,4,12
2820,r173,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,234,140,84,3,0,10,9,58,2,1,1
2820,r174,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,992,461,501,39,1,79,25,321,19,12,5
2820,r175,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1533,880,600,35,2,76,16,436,17,10,8
2820,r176,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2520,1551,886,77,0,127,40,591,26,10,15
2820,r177,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,446,323,106,9,0,25,2,64,4,2,0
2820,r178,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,251,134,115,16,0,10,3,79,4,1,2
2820,r179,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,156,61,94,10,0,5,1,74,2,1,1
2820,r180,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,145,72,71,2,0,15,2,49,1,1,1
2820,r181,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,146,98,48,6,0,2,1,35,3,0,1
2820,r182,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,125,45,78,7,0,13,7,43,2,2,4
2820,r183,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1251,818,374,27,0,57,24,247,10,3,6
2820,r184,All fields -> Education,All fields,Education,,,,2,4635,615,3848,318,26,206,619,2485,109,33,52
2820,r185,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,839,54,754,54,8,20,199,446,13,5,9
2820,r186,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,154,13,134,9,1,3,44,66,3,2,6
2820,r187,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,57,12,45,0,0,2,7,35,1,0,0
2820,r188,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,563,28,511,37,7,11,114,330,7,3,2
2820,r189,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,65,1,64,8,0,4,34,15,2,0,1
2820,r190,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2303,317,1907,161,8,114,268,1252,64,18,22
2820,r191,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,255,14,226,14,0,10,48,146,5,0,3
2820,r192,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,391,70,302,23,0,19,36,210,5,4,5
2820,r193,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,46,13,33,3,0,4,5,20,1,0,0
2820,r194,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,146,14,130,10,0,9,21,85,2,2,1
2820,r195,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,198,19,174,14,2,14,17,113,8,5,1
2820,r196,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,86,24,60,5,0,3,7,43,2,0,0
2820,r197,"All fields -> Education -> Education research  -> Educational / instructional technology, media design",All fields,Education,Education research ,"Educational / instructional technology, media design",,4,195,54,135,6,0,9,22,89,6,3,0
2820,r198,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,389,21,364,39,1,14,68,222,16,1,3
2820,r199,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,51,14,35,5,0,2,2,24,2,0,0
2820,r200,All fields -> Education -> Education research  -> Learning sciences,All fields,Education,Education research ,Learning sciences,,4,80,11,64,5,0,3,5,46,3,0,2
2820,r201,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,126,8,113,9,1,12,10,72,5,1,3
2820,r202,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,78,14,60,11,2,5,7,31,2,0,2
2820,r203,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,262,41,211,17,2,10,20,151,7,2,2
2820,r204,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,104,16,87,4,0,2,15,64,2,0,0
2820,r205,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,960,165,772,61,3,48,86,538,20,7,9
2820,r206,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,54,2,51,4,0,2,23,21,1,0,0
2820,r207,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,127,19,101,9,0,4,6,78,2,0,2
2820,r208,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,153,28,123,5,2,10,14,83,6,2,1
2820,r209,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,78,9,67,2,0,3,7,50,2,2,1
2820,r210,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,116,14,98,10,0,6,10,65,5,2,0
2820,r211,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,432,93,332,31,1,23,26,241,4,1,5
2820,r212,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,429,63,328,38,7,22,51,185,10,3,12
2820,r213,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,35,3,30,0,0,1,8,19,1,0,1
2820,r214,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,216,34,154,24,1,17,19,78,3,2,10
2820,r215,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,178,26,144,14,6,4,24,88,6,1,1
2820,r216,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5054,827,3988,337,10,204,179,3005,105,44,104
2820,r217,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,610,202,383,90,1,19,10,245,7,4,7
2820,r218,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,100,36,62,5,0,0,5,50,0,1,1
2820,r219,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,74,20,51,4,0,0,1,41,2,1,2
2820,r220,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,161,47,110,57,0,2,2,47,0,1,1
2820,r221,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,275,99,160,24,1,17,2,107,5,1,3
2820,r222,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,912,130,741,58,3,28,32,579,19,6,16
2820,r223,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,319,14,302,17,2,5,14,247,9,1,7
2820,r224,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,71,36,34,0,0,7,0,25,2,0,0
2820,r225,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,149,19,127,6,0,1,0,118,2,0,0
2820,r226,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,71,17,53,24,0,1,2,24,2,0,0
2820,r227,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,61,17,41,0,0,5,0,31,1,3,1
2820,r228,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,139,17,92,4,0,6,7,65,3,0,7
2820,r229,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,102,10,92,7,1,3,9,69,0,2,1
2820,r230,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1387,149,1188,77,4,48,38,946,29,13,33
2820,r231,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,255,19,235,14,0,10,9,191,8,3,0
2820,r232,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,96,11,79,3,1,1,1,69,2,0,2
2820,r233,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,165,47,111,7,0,7,6,86,1,1,3
2820,r234,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,120,15,77,8,1,3,4,41,2,3,15
2820,r235,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,378,36,338,19,1,15,7,286,7,1,2
2820,r236,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,191,7,183,9,1,4,7,153,5,2,2
2820,r237,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,50,4,46,4,0,3,3,25,0,2,9
2820,r238,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,132,10,119,13,0,5,1,95,4,1,0
2820,r239,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2145,346,1676,112,2,109,99,1235,50,21,48
2820,r240,"All fields -> Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",All fields,Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,4,65,6,58,5,0,0,33,15,4,0,1
2820,r241,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,250,28,210,18,0,19,1,153,14,2,3
2820,r242,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,109,10,95,9,0,5,3,72,2,2,2
2820,r243,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,112,26,85,8,0,5,4,66,2,0,0
2820,r244,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,57,7,44,6,0,2,0,24,0,0,12
2820,r245,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,128,16,106,4,1,7,4,86,1,1,2
2820,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,76,20,50,1,0,4,2,40,1,1,1
2820,r247,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,111,23,85,5,0,4,2,71,2,1,0
2820,r248,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,474,86,367,23,0,19,15,285,10,4,11
2820,r249,"All fields -> Humanities and arts -> Other humanities and arts -> Religion / religious studies, Jewish / Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion / religious studies, Jewish / Judaic studies",,4,245,31,193,12,0,18,11,137,7,3,5
2820,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,202,29,163,9,0,10,10,121,3,4,6
2820,r251,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,316,64,220,12,1,16,14,165,4,3,5
2820,r252,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,3034,1108,1720,111,7,190,246,1069,36,24,37
2820,r253,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1536,690,747,42,1,124,106,441,11,10,12
2820,r254,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,162,66,91,1,0,17,3,65,2,2,1
2820,r255,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,265,125,123,6,1,19,21,68,2,2,4
2820,r256,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,235,138,85,4,0,25,6,49,0,0,1
2820,r257,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,249,45,187,11,0,18,41,107,5,2,3
2820,r258,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,99,58,40,0,0,10,8,22,0,0,0
2820,r259,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,107,62,42,3,0,9,1,28,1,0,0
2820,r260,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,419,196,179,17,0,26,26,102,1,4,3
2820,r261,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,543,163,349,24,1,21,35,243,7,6,12
2820,r262,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,161,49,105,7,1,4,10,78,2,1,2
2820,r263,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,171,62,102,10,0,8,14,62,1,2,5
2820,r264,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,118,25,82,4,0,7,3,62,2,1,3
2820,r265,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,93,27,60,3,0,2,8,41,2,2,2
2820,r266,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,955,255,624,45,5,45,105,385,18,8,13
2820,r267,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,128,56,70,3,0,11,3,50,2,1,0
2820,r268,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,78,23,53,3,0,4,13,28,2,1,2
2820,r269,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,53,15,35,1,2,1,2,28,1,0,0
2820,r270,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,208,42,149,11,0,8,42,80,5,3,0
2820,r271,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,330,45,266,24,3,12,44,165,7,2,9
2820,r272,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Fields nec, aggregated",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Fields nec, aggregated",,4,158,74,51,3,0,9,1,34,1,1,2
