table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
726,r196,Employees (thousands) -> 5.7(2),Employees (thousands),5.7(2),2,Foreign,"['28', 'i']"
726,r197,Employees (thousands) ->  - ,Employees (thousands), - ,2,Full-time equivalent,"['&nbsp;', '&nbsp;']"
726,r198,Employees (thousands) -> 5.8d,Employees (thousands),5.8d,2,R&D employees,"['1,399', '&nbsp;']"
726,r199,Employees (thousands) -> 5.8a,Employees (thousands),5.8a,2,Full-time R&D employees,"['1,233', '&nbsp;']"
726,r200,Employees (thousands) -> 5.8b,Employees (thousands),5.8b,2,Full-time employees not solely working on R&D,"['149', '&nbsp;']"
726,r201,Employees (thousands) -> 5.8c,Employees (thousands),5.8c,2,Part-time employees working on R&D,"['17', '&nbsp;']"
726,r202,Employees (thousands) -> 5.9d,Employees (thousands),5.9d,2,Researchers,"['981', '&nbsp;']"
726,r203,Employees (thousands) -> 5.9a,Employees (thousands),5.9a,2,Full-time R&D employees,"['886', '&nbsp;']"
726,r204,Employees (thousands) -> 5.9b,Employees (thousands),5.9b,2,Full-time employees not solely working on R&D,"['85', 'i']"
726,r205,Employees (thousands) -> 5.9c,Employees (thousands),5.9c,2,Part-time employees working on R&D,"['10', '&nbsp;']"
726,r206,Employees (thousands) -> 5.10,Employees (thousands),5.10,2,Non-U.S. citizens employed as researchers under temporary visa,"['32', '&nbsp;']"
726,r207,U.S. patents (number)<sup>a</sup>,U.S. patents (number)<sup>a</sup>,,1,,"['', '']"
726,r208,U.S. patents (number)<sup>a</sup> -> 6.1,U.S. patents (number)<sup>a</sup>,6.1,2,"Patents applied for, total","['129,562', '&nbsp;']"
726,r209,U.S. patents (number)<sup>a</sup> -> 6.2,U.S. patents (number)<sup>a</sup>,6.2,2,Nonprovisional utility patents applied for,"['102,195', '&nbsp;']"
726,r210,U.S. patents (number)<sup>a</sup> -> 6.3,U.S. patents (number)<sup>a</sup>,6.3,2,Applications filed or planned in foreign jurisdictions,"['45,358', '&nbsp;']"
726,r211,U.S. patents (number)<sup>a</sup> -> 6.4,U.S. patents (number)<sup>a</sup>,6.4,2,Applications originated from organized R&D activities,"['75,926', '&nbsp;']"
726,r212,U.S. patents (number)<sup>a</sup> -> 6.5,U.S. patents (number)<sup>a</sup>,6.5,2,Utility patents issued,"['91,327', '&nbsp;']"
726,r213,U.S. patents (US$millions)<sup>a</sup>,U.S. patents (US$millions)<sup>a</sup>,,1,,"['', '']"
726,r214,U.S. patents (US$millions)<sup>a</sup> ->  - ,U.S. patents (US$millions)<sup>a</sup>, - ,2,Revenue received from others,"['&nbsp;', '&nbsp;']"
726,r215,U.S. patents (US$millions)<sup>a</sup> -> 6.7,U.S. patents (US$millions)<sup>a</sup>,6.7,2,From sale of patents,"['1,008', '&nbsp;']"
726,r216,U.S. patents (US$millions)<sup>a</sup> -> 6.8,U.S. patents (US$millions)<sup>a</sup>,6.8,2,From licensing patents,"['22,679', '&nbsp;']"
726,r217,U.S. patents (US$millions)<sup>a</sup> ->  - ,U.S. patents (US$millions)<sup>a</sup>, - ,2,Amount paid to others,"['&nbsp;', '&nbsp;']"
726,r218,U.S. patents (US$millions)<sup>a</sup> -> 6.9,U.S. patents (US$millions)<sup>a</sup>,6.9,2,To purchase patents,"['5,050', '&nbsp;']"
726,r219,U.S. patents (US$millions)<sup>a</sup> -> 6.10,U.S. patents (US$millions)<sup>a</sup>,6.10,2,To license patents,"['6,971', '&nbsp;']"
