table_id,row_id,citizenship_status_and_major_field_of_study_full_path,citizenship_status_and_major_field_of_study_level_1,citizenship_status_and_major_field_of_study_level_2,citizenship_status_and_major_field_of_study_level_3,citizenship_status_and_major_field_of_study_level_4,citizenship_status_and_major_field_of_study_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field__change_2008_17
956,r114,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Civil engineering,4,468,419,378,373,303,333,339,359,307,444,-5.1
956,r115,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Electrical, electronics, and communications engineering",4,1219,1050,1040,1109,1181,1160,1217,1237,1161,1230,0.9
956,r116,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Industrial and manufacturing engineering,4,175,175,142,152,140,156,185,161,164,161,-8.0
956,r117,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Materials science engineering,4,339,352,326,350,334,435,419,448,495,433,27.7
956,r118,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Mechanical engineering,4,651,646,519,568,631,664,686,783,652,750,15.2
956,r119,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Other engineering,4,809,790,713,842,953,1112,1191,1179,1242,1198,48.1
956,r120,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,,3,567,567,478,497,460,515,478,539,563,536,-5.5
956,r121,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education administration,4,61,47,35,41,46,44,39,35,32,54,-11.5
956,r122,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education research,4,303,315,277,294,278,319,265,327,280,305,0.7
956,r123,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teacher education,4,27,32,19,26,13,17,14,13,13,11,-59.3
956,r124,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teaching fields,4,136,119,112,96,101,116,134,145,181,133,-2.2
956,r125,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Other education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Other education,4,40,54,35,40,22,19,26,19,57,33,-17.5
956,r126,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,,3,723,729,667,767,761,779,731,713,712,693,-4.1
956,r127,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Foreign languages and literature,4,190,183,179,180,160,179,142,151,164,160,-15.8
956,r128,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,History,4,122,131,113,131,136,134,147,131,142,125,2.5
956,r129,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Letters,4,145,158,134,157,141,150,140,122,126,125,-13.8
956,r130,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Other humanities and arts,4,266,257,241,299,324,316,302,309,280,283,6.4
956,r131,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,,3,926,870,816,786,834,945,905,867,891,928,0.2
956,r132,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Business management and administration,4,619,530,499,477,542,600,589,546,553,576,-6.9
956,r133,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Communication,4,116,145,131,132,107,133,137,137,160,121,4.3
956,r134,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Non-S&E fields nec,4,191,195,186,177,185,212,179,184,177,231,20.9
956,r135,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,1,0,0.0
