table_id,row_id,citizenship_sex_and_field_full_path,citizenship_sex_and_field_level_1,citizenship_sex_and_field_level_2,citizenship_sex_and_field_level_3,citizenship_sex_and_field_level_4,citizenship_sex_and_field_level_5,citizenship_sex_and_field_level_6,citizenship_sex_and_field_level_7,citizenship_sex_and_field_level_8,citizenship_sex_and_field_level_9,citizenship_sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1566,r001,All citizenships,All citizenships,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1566,r002,All citizenships -> Both sexes,All citizenships,Both sexes,,,,,,,,2,,,,,,,,,,,,,,,,,,
1566,r003,All citizenships -> Both sexes -> All fields,All citizenships,Both sexes,All fields,,,,,,,3,44947,45068,44311,46177,48560,52855,56309,60887,61716,61730,57405,59847,62181,64887,67591,69115,69836,71142
1566,r004,All citizenships -> Both sexes -> All fields -> S&E,All citizenships,Both sexes,All fields,S&E,,,,,,4,27862,28096,27588,28746,30979,34468,37541,40980,41480,41111,36711,38470,39864,41563,43995,44521,44845,45729
1566,r005,All citizenships -> Both sexes -> All fields -> S&E -> Engineering,All citizenships,Both sexes,All fields,S&E,Engineering,,,,,5,5384,5561,5196,5282,5931,6548,7402,8066,8110,7915,7812,8478,8873,9489,10135,10406,10358,10547
1566,r006,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Aerospace,All citizenships,Both sexes,All fields,S&E,Engineering,Aerospace,,,,6,203,202,193,178,190,205,209,234,232,257,228,237,275,310,336,310,332,342
1566,r007,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Chemical,All citizenships,Both sexes,All fields,S&E,Engineering,Chemical,,,,6,665,680,693,608,708,872,911,915,950,886,929,951,969,1001,1169,1197,1181,1169
1566,r008,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Civil,All citizenships,Both sexes,All fields,S&E,Engineering,Civil,,,,6,628,647,669,685,736,830,864,935,909,902,851,894,922,1036,1154,1230,1166,1246
1566,r009,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Electrical,All citizenships,Both sexes,All fields,S&E,Engineering,Electrical,,,,6,1515,1527,1361,1402,1634,1782,2124,2380,2279,2090,2169,2352,2475,2469,2642,2651,2620,2669
1566,r010,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Industrial,All citizenships,Both sexes,All fields,S&E,Engineering,Industrial,,,,6,218,262,275,258,280,286,302,364,346,333,290,319,348,389,400,354,375,380
1566,r011,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Materials,All citizenships,Both sexes,All fields,S&E,Engineering,Materials,,,,6,454,454,381,457,494,514,611,663,665,661,653,651,715,757,734,810,842,877
1566,r012,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Mechanical,All citizenships,Both sexes,All fields,S&E,Engineering,Mechanical,,,,6,821,906,813,786,835,963,1139,1138,1149,1186,1022,1172,1277,1384,1454,1586,1534,1498
1566,r013,All citizenships -> Both sexes -> All fields -> S&E -> Engineering -> Other,All citizenships,Both sexes,All fields,S&E,Engineering,Other,,,,6,880,883,811,908,1054,1096,1242,1437,1580,1600,1670,1902,1892,2143,2246,2268,2308,2366
1566,r014,All citizenships -> Both sexes -> All fields -> S&E -> Science,All citizenships,Both sexes,All fields,S&E,Science,,,,,5,22478,22535,22392,23464,25048,27920,30139,32914,33370,33196,28899,29992,30991,32074,33860,34115,34487,35182
1566,r015,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,,,,6,14296,14084,14385,15340,16773,19329,21563,24052,24466,24649,20809,21313,22152,22808,24098,24165,24774,25403
1566,r016,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Agricultural sciences,,,7,984,934,969,1060,1016,1004,1037,1068,1080,1143,982,1053,1144,1218,1228,1381,1343,1364
1566,r017,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Biological sciences,,,7,4992,4750,4596,5212,5491,5925,6138,6703,7319,7429,7571,7596,7817,7825,8207,7890,7858,8003
1566,r018,"All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,,7,579,542,562,544,540,572,600,727,683,724,713,687,737,794,861,827,912,890
1566,r019,"All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,,8,87,70,68,78,77,96,95,87,106,110,100,120,125,137,126,146,142,153
1566,r020,"All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,,8,393,380,404,368,369,379,430,513,469,503,496,467,497,530,606,575,631,629
1566,r021,"All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,,8,99,92,90,98,94,97,75,127,108,111,117,100,115,127,129,106,139,108
1566,r022,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,,7,1858,1769,1677,1825,1975,2301,2713,2953,3058,3110,3155,3152,3360,3633,3799,3753,3791,3859
1566,r023,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,,8,777,768,750,816,910,1121,1416,1597,1696,1574,1561,1562,1690,1809,1935,1951,1936,1934
1566,r024,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,,8,1081,1001,927,1009,1065,1180,1297,1356,1362,1536,1594,1590,1670,1824,1864,1802,1855,1925
1566,r025,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Medical and other health sciences,,,7,2439,2643,3334,3321,4406,5907,7089,8392,8121,7827,4062,4265,4505,4635,5056,5343,5792,6201
1566,r026,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Medical sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Medical sciences,,8,893,864,882,850,1010,1144,1252,1293,1320,1254,1506,1497,1716,1867,2148,2433,2597,2853
1566,r027,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Other health sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Other health sciences,,8,1546,1779,2452,2471,3396,4763,5837,7099,6801,6573,2556,2768,2789,2768,2908,2910,3195,3348
1566,r028,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,,,7,3444,3446,3247,3378,3345,3620,3986,4209,4205,4416,4326,4560,4589,4703,4947,4971,5078,5086
1566,r029,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,,8,101,103,70,101,101,115,114,128,163,143,160,166,170,174,179,153,169,196
1566,r030,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,,8,2090,2134,2037,2158,2105,2226,2502,2606,2495,2652,2564,2685,2630,2730,2921,2906,3002,2990
1566,r031,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,,8,1208,1169,1096,1089,1119,1254,1341,1442,1507,1580,1570,1670,1752,1740,1768,1840,1833,1826
1566,r032,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,All citizenships,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,,8,45,40,44,30,20,25,29,33,40,41,32,39,37,59,79,72,74,74
1566,r033,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,,,,6,8182,8451,8007,8124,8275,8591,8576,8862,8904,8547,8090,8679,8839,9266,9762,9950,9713,9779
1566,r034,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Psychology,,,7,4200,4538,4185,4258,4389,4681,4484,4696,4600,4046,3606,3952,3867,4280,4574,4533,4526,4486
1566,r035,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,,7,3982,3913,3822,3866,3886,3910,4092,4166,4304,4501,4484,4727,4972,4986,5188,5417,5187,5293
1566,r036,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,,8,471,428,508,487,537,459,480,519,491,527,534,596,585,595,606,577,591,581
1566,r037,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,,8,212,216,209,176,204,184,220,226,246,226,237,257,274,272,316,309,302,323
1566,r038,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,,8,1001,1016,961,967,978,1111,1057,1107,1172,1172,1120,1152,1271,1227,1212,1283,1298,1325
1566,r039,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,,8,23,21,20,27,20,28,34,27,34,19,31,27,24,29,41,31,31,30
1566,r040,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,,8,202,193,152,201,194,172,216,219,215,240,203,235,249,237,240,266,259,229
1566,r041,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,,8,1019,1047,992,1055,1001,1049,1098,1093,1104,1244,1312,1314,1402,1507,1537,1622,1518,1557
1566,r042,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,,8,602,550,547,598,564,534,574,573,594,635,612,671,635,626,692,733,658,697
1566,r043,All citizenships -> Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,All citizenships,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,,8,452,442,433,355,388,373,413,402,448,438,435,475,532,493,544,596,530,551
1566,r044,All citizenships -> Both sexes -> All fields -> Non-S&E,All citizenships,Both sexes,All fields,Non-S&E,,,,,,4,17085,16972,16723,17431,17581,18387,18768,19907,20236,20619,20694,21377,22317,23324,23596,24594,24991,25413
1566,r045,All citizenships -> Both sexes -> Male,All citizenships,Both sexes,Male,,,,,,,3,,,,,,,,,,,,,,,,,,
1566,r046,All citizenships -> Both sexes -> Male -> All fields,All citizenships,Both sexes,Male,All fields,,,,,,4,25064,24781,23760,24398,25359,27039,28702,30336,30601,30505,29008,30334,31322,32739,33760,34455,34810,35291
1566,r047,All citizenships -> Both sexes -> Male -> All fields -> S&E,All citizenships,Both sexes,Male,All fields,S&E,,,,,5,17024,16873,16164,16569,17532,18970,20254,21653,21995,21743,20361,21377,22107,23021,24072,24371,24699,25048
1566,r048,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering,All citizenships,Both sexes,Male,All fields,S&E,Engineering,,,,6,4549,4640,4300,4373,4884,5326,5918,6381,6362,6203,5997,6580,6867,7312,7824,7980,7929,8037
1566,r049,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Aerospace,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Aerospace,,,7,179,179,174,154,170,178,184,204,208,224,188,207,235,261,283,263,283,304
1566,r050,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Chemical,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Chemical,,,7,529,518,527,459,530,667,667,682,701,649,660,671,676,703,841,836,818,822
1566,r051,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Civil,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Civil,,,7,513,520,541,549,576,630,667,685,677,688,605,655,681,738,840,859,852,853
1566,r052,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Electrical,,,7,1328,1330,1213,1230,1418,1530,1826,2004,1891,1752,1787,1965,2051,2105,2229,2261,2202,2213
1566,r053,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Industrial,,,7,175,209,200,188,228,221,220,260,249,247,218,219,244,276,278,233,262,261
1566,r054,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Materials,,,7,371,363,307,359,403,392,456,494,509,489,487,495,543,555,537,593,626,649
1566,r055,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Mechanical,,,7,732,816,715,698,736,847,988,991,989,1026,897,1010,1083,1172,1237,1363,1293,1260
1566,r056,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Engineering -> Other,All citizenships,Both sexes,Male,All fields,S&E,Engineering,Other,,,7,722,705,623,736,823,861,910,1061,1138,1128,1155,1358,1354,1502,1579,1572,1593,1675
1566,r057,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science,All citizenships,Both sexes,Male,All fields,S&E,Science,,,,6,12475,12233,11864,12196,12648,13644,14336,15272,15633,15540,14364,14797,15240,15709,16248,16391,16770,17011
1566,r058,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,,,7,8833,8553,8398,8748,9119,10142,10889,11860,12133,12070,10936,11305,11631,12003,12512,12487,12879,13106
1566,r059,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Agricultural sciences,,8,663,601,637,672,640,642,612,630,635,637,527,562,604,648,635,716,715,688
1566,r060,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Biological sciences,,8,2790,2655,2557,2826,2948,3014,3125,3419,3612,3535,3564,3609,3665,3658,3832,3711,3722,3823
1566,r061,"All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,8,413,386,385,376,360,375,382,441,439,436,424,420,418,429,487,468,539,510
1566,r062,"All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,9,70,55,47,57,54,67,62,54,85,77,66,84,76,79,85,91,91,85
1566,r063,"All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,9,273,270,284,264,245,256,282,318,295,308,292,281,282,298,345,326,379,375
1566,r064,"All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,9,70,61,54,55,61,52,38,69,59,51,66,55,60,52,57,51,69,50
1566,r065,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,8,1453,1351,1238,1382,1473,1749,2022,2219,2262,2283,2343,2387,2528,2751,2857,2811,2874,2900
1566,r066,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,9,646,632,579,648,709,907,1109,1269,1323,1223,1225,1251,1329,1458,1532,1512,1547,1497
1566,r067,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,9,807,719,659,734,764,842,913,950,939,1060,1118,1136,1199,1293,1325,1299,1327,1403
1566,r068,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Medical and other health sciences,,8,930,1027,1223,1046,1266,1734,1931,2224,2214,2148,1123,1185,1271,1330,1328,1457,1522,1671
1566,r069,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Medical sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Medical sciences,9,419,393,431,393,419,466,500,510,531,479,534,547,608,646,681,699,696,795
1566,r070,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Medical and other health sciences -> Other health sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Medical and other health sciences,Other health sciences,9,511,634,792,653,847,1268,1431,1714,1683,1669,589,638,663,684,647,758,826,876
1566,r071,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,,8,2584,2533,2358,2446,2432,2628,2817,2927,2971,3031,2955,3142,3145,3187,3373,3324,3507,3514
1566,r072,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,9,76,83,56,73,69,77,74,85,124,89,99,109,113,111,117,101,110,123
1566,r073,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,9,1426,1415,1346,1451,1411,1456,1609,1642,1594,1628,1570,1638,1602,1628,1771,1700,1868,1836
1566,r074,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,9,1050,1002,926,899,940,1072,1107,1177,1227,1287,1265,1368,1402,1405,1437,1473,1479,1506
1566,r075,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,9,32,33,30,23,12,23,27,23,26,27,21,27,28,43,48,50,50,49
1566,r076,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,,,7,3642,3680,3466,3448,3529,3502,3447,3412,3500,3470,3428,3492,3609,3706,3736,3904,3891,3905
1566,r077,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Psychology,,8,1370,1440,1348,1327,1356,1348,1236,1282,1289,1134,1069,1089,1059,1162,1213,1190,1233,1218
1566,r078,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,8,2272,2240,2118,2121,2173,2154,2211,2130,2211,2336,2359,2403,2550,2544,2523,2714,2658,2687
1566,r079,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,9,205,181,209,190,244,198,208,199,190,212,220,238,211,206,228,224,248,217
1566,r080,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,9,106,86,107,67,97,81,98,95,103,88,106,116,113,130,129,125,128,118
1566,r081,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,9,733,724,690,687,689,772,733,749,764,753,740,746,850,791,797,817,848,873
1566,r082,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,9,16,18,16,13,11,17,17,13,17,12,17,19,17,11,23,15,12,13
1566,r083,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,9,86,84,63,79,78,60,85,89,95,88,88,93,116,97,94,117,101,92
1566,r084,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,9,636,683,573,646,620,609,642,577,584,698,724,716,750,808,757,856,773,829
1566,r085,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,9,248,229,215,245,226,205,206,211,234,255,234,252,233,259,257,292,281,274
1566,r086,All citizenships -> Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,All citizenships,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,9,242,235,245,194,208,212,222,197,224,230,230,223,260,242,238,268,267,271
1566,r087,All citizenships -> Both sexes -> Male -> All fields -> Non-S&E,All citizenships,Both sexes,Male,All fields,Non-S&E,,,,,5,8040,7908,7596,7829,7827,8069,8448,8683,8606,8762,8647,8957,9215,9718,9688,10084,10111,10243
1566,r088,All citizenships -> Both sexes -> Female,All citizenships,Both sexes,Female,,,,,,,3,,,,,,,,,,,,,,,,,,
1566,r089,All citizenships -> Both sexes -> Female -> All fields,All citizenships,Both sexes,Female,All fields,,,,,,4,19883,20287,20551,21779,23201,25816,27607,30551,31115,31225,28397,29513,30859,32148,33831,34660,35026,35851
1566,r090,All citizenships -> Both sexes -> Female -> All fields -> S&E,All citizenships,Both sexes,Female,All fields,S&E,,,,,5,10838,11223,11424,12177,13447,15498,17287,19327,19485,19368,16350,17093,17757,18542,19923,20150,20146,20681
1566,r091,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering,All citizenships,Both sexes,Female,All fields,S&E,Engineering,,,,6,835,921,896,909,1047,1222,1484,1685,1748,1712,1815,1898,2006,2177,2311,2426,2429,2510
1566,r092,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Aerospace,,,7,24,23,19,24,20,27,25,30,24,33,40,30,40,49,53,47,49,38
1566,r093,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Chemical,,,7,136,162,166,149,178,205,244,233,249,237,269,280,293,298,328,361,363,347
1566,r094,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Civil,,,7,115,127,128,136,160,200,197,250,232,214,246,239,241,298,314,371,314,393
1566,r095,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Electrical,,,7,187,197,148,172,216,252,298,376,388,338,382,387,424,364,413,390,418,456
1566,r096,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Industrial,,,7,43,53,75,70,52,65,82,104,97,86,72,100,104,113,122,121,113,119
1566,r097,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Materials,,,7,83,91,74,98,91,122,155,169,156,172,166,156,172,202,197,217,216,228
1566,r098,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Mechanical,,,7,89,90,98,88,99,116,151,147,160,160,125,162,194,212,217,223,241,238
1566,r099,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Engineering -> Other,All citizenships,Both sexes,Female,All fields,S&E,Engineering,Other,,,7,158,178,188,172,231,235,332,376,442,472,515,544,538,641,667,696,715,691
1566,r100,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Science,All citizenships,Both sexes,Female,All fields,S&E,Science,,,,6,10003,10302,10528,11268,12400,14276,15803,17642,17737,17656,14535,15195,15751,16365,17612,17724,17717,18171
1566,r101,All citizenships -> Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences,All citizenships,Both sexes,Female,All fields,S&E,Science,Natural sciences,,,7,5463,5531,5987,6592,7654,9187,10674,12192,12333,12579,9873,10008,10521,10805,11586,11678,11895,12297
