table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_master_s_students_rank,field_all_master_s_students_total,field_all_master_s_students_science,field_all_master_s_students_engineering,field_all_master_s_students_health,field_full_time_master_s_students_rank,field_full_time_master_s_students_total,field_full_time_master_s_students_science,field_full_time_master_s_students_engineering,field_full_time_master_s_students_health,field_part_time_master_s_students_rank,field_part_time_master_s_students_total,field_part_time_master_s_students_science,field_part_time_master_s_students_engineering,field_part_time_master_s_students_health
10646,r151,All institutions<sup>a</sup> -> Rice U.,All institutions<sup>a</sup>,Rice U.,2,150,924,722,202,0,133,621,447,174,0,151,303,275,28,0
10646,r152,"All institutions<sup>a</sup> -> U. Massachusetts, Boston",All institutions<sup>a</sup>,"U. Massachusetts, Boston",2,150,924,796,0,128,158,548,524,0,24,125,376,272,0,104
10646,r153,All institutions<sup>a</sup> -> U. Bridgeport,All institutions<sup>a</sup>,U. Bridgeport,2,152,919,693,104,122,111,797,652,86,59,283,122,41,18,63
10646,r154,All institutions<sup>a</sup> -> Kent State U.,All institutions<sup>a</sup>,Kent State U.,2,153,918,499,14,405,169,501,313,13,175,112,417,186,1,230
10646,r155,All institutions<sup>a</sup> -> Northern Arizona U.,All institutions<sup>a</sup>,Northern Arizona U.,2,154,896,321,360,215,125,697,266,333,98,202,199,55,27,117
10646,r156,All institutions<sup>a</sup> -> Ohio U.,All institutions<sup>a</sup>,Ohio U.,2,154,896,534,162,200,193,432,300,48,84,97,464,234,114,116
10646,r157,All institutions<sup>a</sup> -> U. Houston-Clear Lake,All institutions<sup>a</sup>,U. Houston-Clear Lake,2,156,893,755,124,14,144,572,510,59,3,143,321,245,65,11
10646,r158,All institutions<sup>a</sup> -> Long Island U.,All institutions<sup>a</sup>,Long Island U.,2,157,887,527,3,357,124,702,411,0,291,218,185,116,3,66
10646,r159,All institutions<sup>a</sup> -> U. Kentucky,All institutions<sup>a</sup>,U. Kentucky,2,158,878,524,116,238,130,645,379,86,180,181,233,145,30,58
10646,r160,All institutions<sup>a</sup> -> Temple U.,All institutions<sup>a</sup>,Temple U.,2,159,874,649,57,168,154,553,393,28,132,143,321,256,29,36
10646,r161,All institutions<sup>a</sup> -> Central Michigan U.,All institutions<sup>a</sup>,Central Michigan U.,2,160,871,742,23,106,117,750,647,3,100,285,121,95,20,6
10646,r162,All institutions<sup>a</sup> -> Lewis U.,All institutions<sup>a</sup>,Lewis U.,2,161,868,793,0,75,123,704,631,0,73,240,164,162,0,2
10646,r163,"All institutions<sup>a</sup> -> Southern Illinois U., Edwardsville",All institutions<sup>a</sup>,"Southern Illinois U., Edwardsville",2,162,866,449,352,65,147,567,254,259,54,154,299,195,93,11
10646,r164,All institutions<sup>a</sup> -> Texas Woman's U.,All institutions<sup>a</sup>,Texas Woman's U.,2,163,834,581,0,253,186,452,238,0,214,120,382,343,0,39
10646,r165,All institutions<sup>a</sup> -> Texas A&M U.-Commerce,All institutions<sup>a</sup>,Texas A&M U.-Commerce,2,164,832,739,0,93,199,413,381,0,32,111,419,358,0,61
10646,r166,All institutions<sup>a</sup> -> Southern Methodist U.,All institutions<sup>a</sup>,Southern Methodist U.,2,165,830,480,350,0,278,258,190,68,0,79,572,290,282,0
10646,r167,"All institutions<sup>a</sup> -> California State U., Los Angeles",All institutions<sup>a</sup>,"California State U., Los Angeles",2,166,829,579,165,85,187,450,349,59,42,122,379,230,106,43
10646,r168,All institutions<sup>a</sup> -> U. Louisville,All institutions<sup>a</sup>,U. Louisville,2,167,824,186,405,233,207,393,100,104,189,107,431,86,301,44
10646,r169,All institutions<sup>a</sup> -> Colorado School of Mines,All institutions<sup>a</sup>,Colorado School of Mines,2,168,820,285,535,0,132,623,236,387,0,203,197,49,148,0
10646,r170,"All institutions<sup>a</sup> -> CUNY, Baruch C.",All institutions<sup>a</sup>,"CUNY, Baruch C.",2,168,820,778,42,0,356,154,146,8,0,63,666,632,34,0
10646,r171,"All institutions<sup>a</sup> -> U. Hawaii, Manoa",All institutions<sup>a</sup>,"U. Hawaii, Manoa",2,170,808,518,149,141,135,618,391,123,104,208,190,127,26,37
10646,r172,All institutions<sup>a</sup> -> San Francisco State U.,All institutions<sup>a</sup>,San Francisco State U.,2,170,808,710,98,0,159,545,475,70,0,165,263,235,28,0
10646,r173,All institutions<sup>a</sup> -> U. Nebraska-Lincoln,All institutions<sup>a</sup>,U. Nebraska-Lincoln,2,172,803,503,236,64,183,459,279,124,56,137,344,224,112,8
10646,r174,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,173,799,506,157,136,177,482,293,98,91,148,317,213,59,45
10646,r175,All institutions<sup>a</sup> -> Rowan U.,All institutions<sup>a</sup>,Rowan U.,2,174,798,559,151,88,148,566,364,122,80,182,232,195,29,8
10646,r176,All institutions<sup>a</sup> -> Baylor U.,All institutions<sup>a</sup>,Baylor U.,2,175,794,144,19,631,155,552,99,19,434,175,242,45,0,197
10646,r177,"All institutions<sup>a</sup> -> California State Polytechnic U., Pomona",All institutions<sup>a</sup>,"California State Polytechnic U., Pomona",2,176,793,433,360,0,294,220,155,65,0,78,573,278,295,0
10646,r178,"All institutions<sup>a</sup> -> U. Alabama, Tuscaloosa",All institutions<sup>a</sup>,"U. Alabama, Tuscaloosa",2,177,791,360,218,213,188,448,227,82,139,138,343,133,136,74
10646,r179,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,178,789,451,338,0,129,663,443,220,0,276,126,8,118,0
10646,r180,"All institutions<sup>a</sup> -> U. North Carolina, Greensboro",All institutions<sup>a</sup>,"U. North Carolina, Greensboro",2,179,784,586,0,198,165,510,365,0,145,163,274,221,0,53
10646,r181,All institutions<sup>a</sup> -> Rivier U.,All institutions<sup>a</sup>,Rivier U.,2,180,779,500,0,279,178,478,475,0,3,152,301,25,0,276
10646,r182,"All institutions<sup>a</sup> -> U. Alabama, Huntsville",All institutions<sup>a</sup>,"U. Alabama, Huntsville",2,180,779,326,453,0,262,285,200,85,0,94,494,126,368,0
10646,r183,All institutions<sup>a</sup> -> Missouri State U.,All institutions<sup>a</sup>,Missouri State U.,2,182,770,560,0,210,165,510,339,0,171,167,260,221,0,39
10646,r184,"All institutions<sup>a</sup> -> U. Texas, El Paso",All institutions<sup>a</sup>,"U. Texas, El Paso",2,182,770,319,353,98,205,403,170,153,80,126,367,149,200,18
10646,r185,"All institutions<sup>a</sup> -> California State U., Sacramento",All institutions<sup>a</sup>,"California State U., Sacramento",2,184,764,434,175,155,218,363,165,70,128,117,401,269,105,27
10646,r186,All institutions<sup>a</sup> -> Sam Houston State U.,All institutions<sup>a</sup>,Sam Houston State U.,2,185,759,681,0,78,224,352,318,0,34,115,407,363,0,44
10646,r187,All institutions<sup>a</sup> -> Portland State U.,All institutions<sup>a</sup>,Portland State U.,2,186,757,569,108,80,179,471,366,36,69,156,286,203,72,11
10646,r188,All institutions<sup>a</sup> -> Brandeis U.,All institutions<sup>a</sup>,Brandeis U.,2,187,742,735,0,7,140,595,594,0,1,254,147,141,0,6
10646,r189,All institutions<sup>a</sup> -> Michigan Technological U.,All institutions<sup>a</sup>,Michigan Technological U.,2,187,742,264,436,42,162,524,164,327,33,190,218,100,109,9
10646,r190,All institutions<sup>a</sup> -> Grand Valley State U.,All institutions<sup>a</sup>,Grand Valley State U.,2,189,739,494,55,190,155,552,358,21,173,213,187,136,34,17
10646,r191,All institutions<sup>a</sup> -> East Carolina U.,All institutions<sup>a</sup>,East Carolina U.,2,190,738,449,37,252,202,412,239,16,157,141,326,210,21,95
10646,r192,All institutions<sup>a</sup> -> West Virginia U.,All institutions<sup>a</sup>,West Virginia U.,2,191,732,360,200,172,149,564,268,145,151,232,168,92,55,21
10646,r193,All institutions<sup>a</sup> -> U. San Diego,All institutions<sup>a</sup>,U. San Diego,2,192,726,565,19,142,283,242,222,0,20,95,484,343,19,122
10646,r194,All institutions<sup>a</sup> -> U. Idaho,All institutions<sup>a</sup>,U. Idaho,2,193,721,561,160,0,236,319,264,55,0,116,402,297,105,0
10646,r195,All institutions<sup>a</sup> -> Louisiana State U.,All institutions<sup>a</sup>,Louisiana State U.,2,194,718,326,229,163,185,455,261,80,114,165,263,65,149,49
10646,r196,All institutions<sup>a</sup> -> Missouri U. of Science and Technology,All institutions<sup>a</sup>,Missouri U. of Science and Technology,2,195,712,312,400,0,182,460,254,206,0,171,252,58,194,0
10646,r197,All institutions<sup>a</sup> -> U. South Carolina,All institutions<sup>a</sup>,U. South Carolina,2,196,709,302,114,293,179,471,242,76,153,178,238,60,38,140
10646,r198,All institutions<sup>a</sup> -> Southeast Missouri State U.,All institutions<sup>a</sup>,Southeast Missouri State U.,2,197,705,664,0,41,160,539,506,0,33,236,166,158,0,8
10646,r199,All institutions<sup>a</sup> -> Brigham Young U.,All institutions<sup>a</sup>,Brigham Young U.,2,198,695,405,195,95,229,336,198,73,65,131,359,207,122,30
10646,r200,All institutions<sup>a</sup> -> Georgia Southern U.,All institutions<sup>a</sup>,Georgia Southern U.,2,199,687,326,100,261,170,499,240,68,191,212,188,86,32,70
10646,r201,"All institutions<sup>a</sup> -> U. Nevada, Reno",All institutions<sup>a</sup>,"U. Nevada, Reno",2,200,683,282,163,238,143,584,235,138,211,311,99,47,25,27
10646,r202,"All institutions<sup>a</sup> -> U. Nebraska, Omaha",All institutions<sup>a</sup>,"U. Nebraska, Omaha",2,200,683,683,0,0,254,296,296,0,0,119,387,387,0,0
10646,r203,All institutions<sup>a</sup> -> Texas A&M U.-Kingsville,All institutions<sup>a</sup>,Texas A&M U.-Kingsville,2,202,680,385,207,88,173,489,301,125,63,206,191,84,82,25
10646,r204,All institutions<sup>a</sup> -> Ball State U.,All institutions<sup>a</sup>,Ball State U.,2,203,678,594,0,84,238,318,256,0,62,129,360,338,0,22
10646,r205,All institutions<sup>a</sup> -> Tarleton State U.,All institutions<sup>a</sup>,Tarleton State U.,2,204,660,554,12,94,315,197,163,9,25,98,463,391,3,69
10646,r206,All institutions<sup>a</sup> -> Clark U.,All institutions<sup>a</sup>,Clark U.,2,205,657,657,0,0,138,597,597,0,0,394,60,60,0,0
10646,r207,All institutions<sup>a</sup> -> New School,All institutions<sup>a</sup>,New School,2,205,657,657,0,0,157,550,550,0,0,300,107,107,0,0
10646,r208,All institutions<sup>a</sup> -> New York Institute of Technology,All institutions<sup>a</sup>,New York Institute of Technology,2,207,650,526,97,27,164,521,436,58,27,270,129,90,39,0
10646,r209,All institutions<sup>a</sup> -> Western Michigan U.,All institutions<sup>a</sup>,Western Michigan U.,2,208,644,428,139,77,151,560,374,118,68,335,84,54,21,9
10646,r210,All institutions<sup>a</sup> -> Eastern Washington U.,All institutions<sup>a</sup>,Eastern Washington U.,2,209,642,271,0,371,163,523,205,0,318,286,119,66,0,53
10646,r211,All institutions<sup>a</sup> -> St. Cloud State U.,All institutions<sup>a</sup>,St. Cloud State U.,2,210,627,380,147,100,232,327,214,47,66,153,300,166,100,34
10646,r212,All institutions<sup>a</sup> -> California Institute of Integral Studies,All institutions<sup>a</sup>,California Institute of Integral Studies,2,211,619,619,0,0,168,502,502,0,0,287,117,117,0,0
10646,r213,All institutions<sup>a</sup> -> Azusa Pacific U.,All institutions<sup>a</sup>,Azusa Pacific U.,2,212,605,576,0,29,191,436,419,0,17,231,169,157,0,12
10646,r214,"All institutions<sup>a</sup> -> U. Arkansas, Fayetteville",All institutions<sup>a</sup>,"U. Arkansas, Fayetteville",2,213,603,289,232,82,242,313,171,73,69,155,290,118,159,13
10646,r215,"All institutions<sup>a</sup> -> California State U., Fresno",All institutions<sup>a</sup>,"California State U., Fresno",2,214,589,402,70,117,219,361,228,31,102,183,228,174,39,15
10646,r216,"All institutions<sup>a</sup> -> California State U., San Bernardino",All institutions<sup>a</sup>,"California State U., San Bernardino",2,215,583,554,0,29,165,510,481,0,29,363,73,73,0,0
10646,r217,All institutions<sup>a</sup> -> Washington State U.,All institutions<sup>a</sup>,Washington State U.,2,215,583,390,127,66,191,436,292,79,65,254,147,98,48,1
10646,r218,All institutions<sup>a</sup> -> Illinois State U.,All institutions<sup>a</sup>,Illinois State U.,2,217,580,511,0,69,172,493,425,0,68,327,87,86,0,1
10646,r219,All institutions<sup>a</sup> -> U. New Hampshire,All institutions<sup>a</sup>,U. New Hampshire,2,218,579,404,86,89,196,421,300,53,68,244,158,104,33,21
10646,r220,All institutions<sup>a</sup> -> U. North Dakota,All institutions<sup>a</sup>,U. North Dakota,2,219,576,340,134,102,297,216,104,42,70,129,360,236,92,32
10646,r221,All institutions<sup>a</sup> -> Villanova U.,All institutions<sup>a</sup>,Villanova U.,2,220,575,253,322,0,230,330,194,136,0,173,245,59,186,0
10646,r222,"All institutions<sup>a</sup> -> U. North Texas, Health Science Center",All institutions<sup>a</sup>,"U. North Texas, Health Science Center",2,221,572,388,0,184,181,466,346,0,120,304,106,42,0,64
10646,r223,All institutions<sup>a</sup> -> Towson U.,All institutions<sup>a</sup>,Towson U.,2,222,571,461,0,110,217,364,254,0,110,199,207,207,0,0
10646,r224,All institutions<sup>a</sup> -> U. Northern Colorado,All institutions<sup>a</sup>,U. Northern Colorado,2,222,571,377,0,194,261,287,171,0,116,157,284,206,0,78
10646,r225,All institutions<sup>a</sup> -> Saint Mary's U. Minnesota,All institutions<sup>a</sup>,Saint Mary's U. Minnesota,2,224,564,515,0,49,221,359,325,0,34,200,205,190,0,15
10646,r226,All institutions<sup>a</sup> -> Regis U.,All institutions<sup>a</sup>,Regis U.,2,225,563,548,0,15,203,410,403,0,7,246,153,145,0,8
10646,r227,All institutions<sup>a</sup> -> Barry U.,All institutions<sup>a</sup>,Barry U.,2,226,558,510,0,48,210,381,335,0,46,226,177,175,0,2
10646,r228,All institutions<sup>a</sup> -> U. Toledo,All institutions<sup>a</sup>,U. Toledo,2,227,556,273,123,160,213,378,201,65,112,225,178,72,58,48
10646,r229,All institutions<sup>a</sup> -> Oakland U.,All institutions<sup>a</sup>,Oakland U.,2,228,551,230,249,72,246,310,152,107,51,176,241,78,142,21
10646,r230,All institutions<sup>a</sup> -> Governors State U.,All institutions<sup>a</sup>,Governors State U.,2,229,546,390,0,156,204,407,289,0,118,260,139,101,0,38
10646,r231,"All institutions<sup>a</sup> -> U. Massachusetts, Dartmouth",All institutions<sup>a</sup>,"U. Massachusetts, Dartmouth",2,230,534,446,88,0,252,297,250,47,0,179,237,196,41,0
10646,r232,All institutions<sup>a</sup> -> East Tennessee State U.,All institutions<sup>a</sup>,East Tennessee State U.,2,231,533,194,0,339,222,357,149,0,208,227,176,45,0,131
10646,r233,"All institutions<sup>a</sup> -> Southern Illinois U., Carbondale",All institutions<sup>a</sup>,"Southern Illinois U., Carbondale",2,232,529,355,77,97,189,445,295,60,90,335,84,60,17,7
10646,r234,All institutions<sup>a</sup> -> National Louis U.,All institutions<sup>a</sup>,National Louis U.,2,232,529,529,0,0,210,381,381,0,0,252,148,148,0,0
10646,r235,All institutions<sup>a</sup> -> Virginia Commonwealth U.,All institutions<sup>a</sup>,Virginia Commonwealth U.,2,234,524,308,126,90,248,308,184,41,83,191,216,124,85,7
10646,r236,All institutions<sup>a</sup> -> U. Wyoming,All institutions<sup>a</sup>,U. Wyoming,2,235,520,339,104,77,196,421,284,89,48,311,99,55,15,29
10646,r237,All institutions<sup>a</sup> -> Clarion U. Pennsylvania<sup>c</sup>,All institutions<sup>a</sup>,Clarion U. Pennsylvania<sup>c</sup>,2,236,515,120,0,395,231,329,41,0,288,216,186,79,0,107
10646,r238,All institutions<sup>a</sup> -> North Dakota State U.,All institutions<sup>a</sup>,North Dakota State U.,2,237,514,368,110,36,246,310,229,56,25,201,204,139,54,11
10646,r239,"All institutions<sup>a</sup> -> CUNY, Queens C.",All institutions<sup>a</sup>,"CUNY, Queens C.",2,238,512,434,0,78,262,285,226,0,59,184,227,208,0,19
10646,r240,All institutions<sup>a</sup> -> U. Southern Mississippi,All institutions<sup>a</sup>,U. Southern Mississippi,2,239,507,314,1,192,194,428,274,0,154,346,79,40,1,38
10646,r241,"All institutions<sup>a</sup> -> U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"U. Puerto Rico, Mayaguez",2,240,503,348,135,20,183,459,324,124,11,425,44,24,11,9
10646,r242,"All institutions<sup>a</sup> -> California State U., East Bay",All institutions<sup>a</sup>,"California State U., East Bay",2,241,502,421,0,81,208,388,310,0,78,292,114,111,0,3
10646,r243,"All institutions<sup>a</sup> -> California State U., San Marcos",All institutions<sup>a</sup>,"California State U., San Marcos",2,242,501,406,0,95,214,376,289,0,87,278,125,117,0,8
10646,r244,"All institutions<sup>a</sup> -> U. Texas, Tyler",All institutions<sup>a</sup>,"U. Texas, Tyler",2,243,493,296,73,124,244,312,211,47,54,221,181,85,26,70
10646,r245,All institutions<sup>a</sup> -> U. Rhode Island,All institutions<sup>a</sup>,U. Rhode Island,2,244,487,335,89,63,228,339,230,48,61,252,148,105,41,2
10646,r246,All institutions<sup>a</sup> -> Air Force Institute of Technology,All institutions<sup>a</sup>,Air Force Institute of Technology,2,245,476,105,368,3,227,340,86,252,2,263,136,19,116,1
10646,r247,All institutions<sup>a</sup> -> West Chester U. Pennsylvania,All institutions<sup>a</sup>,West Chester U. Pennsylvania,2,245,476,285,0,191,277,261,123,0,138,193,215,162,0,53
10646,r248,All institutions<sup>a</sup> -> U. Maine,All institutions<sup>a</sup>,U. Maine,2,247,472,331,104,37,190,438,300,101,37,442,34,31,3,0
10646,r249,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,248,470,220,75,175,206,397,194,53,150,363,73,26,22,25
10646,r250,All institutions<sup>a</sup> -> Eastern Michigan U.,All institutions<sup>a</sup>,Eastern Michigan U.,2,249,468,341,0,127,303,209,125,0,84,168,259,216,0,43
10646,r251,All institutions<sup>a</sup> -> Middle Tennessee State U.,All institutions<sup>a</sup>,Middle Tennessee State U.,2,249,468,421,0,47,643,0,0,0,0,96,468,421,0,47
10646,r252,"All institutions<sup>a</sup> -> CUNY, City C.",All institutions<sup>a</sup>,"CUNY, City C.",2,251,461,343,118,0,316,196,144,52,0,164,265,199,66,0
10646,r253,"All institutions<sup>a</sup> -> U. Nevada, Las Vegas",All institutions<sup>a</sup>,"U. Nevada, Las Vegas",2,252,459,270,77,112,274,266,151,42,73,205,193,119,35,39
10646,r254,All institutions<sup>a</sup> -> South Dakota State U.,All institutions<sup>a</sup>,South Dakota State U.,2,253,451,355,76,20,264,284,225,57,2,233,167,130,19,18
10646,r255,All institutions<sup>a</sup> -> Lehigh U.,All institutions<sup>a</sup>,Lehigh U.,2,254,449,211,233,5,264,284,156,123,5,238,165,55,110,0
10646,r256,All institutions<sup>a</sup> -> Marshall U.,All institutions<sup>a</sup>,Marshall U.,2,255,448,308,22,118,235,324,205,13,106,279,124,103,9,12
10646,r257,All institutions<sup>a</sup> -> Texas A&M U.-Corpus Christi,All institutions<sup>a</sup>,Texas A&M U.-Corpus Christi,2,256,436,362,16,58,222,357,331,8,18,346,79,31,8,40
10646,r258,All institutions<sup>a</sup> -> Montana State U.,All institutions<sup>a</sup>,Montana State U.,2,257,434,332,102,0,232,327,242,85,0,300,107,90,17,0
10646,r259,All institutions<sup>a</sup> -> Bowling Green State U.,All institutions<sup>a</sup>,Bowling Green State U.,2,258,431,319,54,58,248,308,205,46,57,281,123,114,8,1
10646,r260,"All institutions<sup>a</sup> -> California Polytechnic State U., San Luis Obispo",All institutions<sup>a</sup>,"California Polytechnic State U., San Luis Obispo",2,259,427,231,196,0,256,292,138,154,0,265,135,93,42,0
10646,r261,All institutions<sup>a</sup> -> U. New England,All institutions<sup>a</sup>,U. New England,2,260,424,205,0,219,259,289,155,0,134,265,135,50,0,85
10646,r262,All institutions<sup>a</sup> -> Touro C.,All institutions<sup>a</sup>,Touro C.,2,261,410,313,0,97,250,306,210,0,96,309,104,103,0,1
10646,r263,All institutions<sup>a</sup> -> U. South Dakota,All institutions<sup>a</sup>,U. South Dakota,2,262,405,274,4,127,242,313,232,2,79,323,92,42,2,48
10646,r264,All institutions<sup>a</sup> -> Dartmouth C.,All institutions<sup>a</sup>,Dartmouth C.,2,263,402,138,136,128,210,381,129,135,117,497,21,9,1,11
10646,r265,"All institutions<sup>a</sup> -> CUNY, John Jay C. of Criminal Justice",All institutions<sup>a</sup>,"CUNY, John Jay C. of Criminal Justice",2,264,399,399,0,0,355,155,155,0,0,174,244,244,0,0
10646,r266,"All institutions<sup>a</sup> -> U. California, Santa Cruz",All institutions<sup>a</sup>,"U. California, Santa Cruz",2,265,397,348,49,0,209,385,339,46,0,538,12,9,3,0
10646,r267,All institutions<sup>a</sup> -> U. Vermont,All institutions<sup>a</sup>,U. Vermont,2,265,397,193,56,148,270,269,145,45,79,273,128,48,11,69
10646,r268,All institutions<sup>a</sup> -> Western Kentucky U.,All institutions<sup>a</sup>,Western Kentucky U.,2,267,396,175,0,221,266,281,101,0,180,290,115,74,0,41
10646,r269,"All institutions<sup>a</sup> -> U. North Carolina, Wilmington",All institutions<sup>a</sup>,"U. North Carolina, Wilmington",2,268,392,392,0,0,238,318,318,0,0,360,74,74,0,0
10646,r270,"All institutions<sup>a</sup> -> U. Puerto Rico, Medical Sciences Campus",All institutions<sup>a</sup>,"U. Puerto Rico, Medical Sciences Campus",2,269,391,99,0,292,226,349,91,0,258,428,42,8,0,34
10646,r271,All institutions<sup>a</sup> -> Idaho State U.,All institutions<sup>a</sup>,Idaho State U.,2,270,387,185,47,155,288,227,114,34,79,242,160,71,13,76
10646,r272,All institutions<sup>a</sup> -> Southern Connecticut State U.,All institutions<sup>a</sup>,Southern Connecticut State U.,2,271,386,180,10,196,286,236,81,6,149,248,150,99,4,47
10646,r273,All institutions<sup>a</sup> -> Eastern Kentucky U.,All institutions<sup>a</sup>,Eastern Kentucky U.,2,271,386,286,0,100,330,176,95,0,81,197,210,191,0,19
10646,r274,All institutions<sup>a</sup> -> Gannon U.,All institutions<sup>a</sup>,Gannon U.,2,273,383,298,85,0,225,350,279,71,0,447,33,19,14,0
10646,r275,All institutions<sup>a</sup> -> Nova Southeastern U.,All institutions<sup>a</sup>,Nova Southeastern U.,2,274,381,373,0,8,352,158,151,0,7,186,223,222,0,1
10646,r276,All institutions<sup>a</sup> -> U. Montana,All institutions<sup>a</sup>,U. Montana,2,275,380,225,0,155,293,221,130,0,91,243,159,95,0,64
10646,r277,All institutions<sup>a</sup> -> Angelo State U.,All institutions<sup>a</sup>,Angelo State U.,2,276,377,367,0,10,347,162,154,0,8,193,215,213,0,2
10646,r278,All institutions<sup>a</sup> -> Fairleigh Dickinson U.,All institutions<sup>a</sup>,Fairleigh Dickinson U.,2,277,374,337,7,30,267,279,260,6,13,320,95,77,1,17
10646,r279,"All institutions<sup>a</sup> -> Loyola U., Chicago",All institutions<sup>a</sup>,"Loyola U., Chicago",2,278,371,340,27,4,252,297,281,16,0,360,74,59,11,4
10646,r280,All institutions<sup>a</sup> -> Marquette U.,All institutions<sup>a</sup>,Marquette U.,2,278,371,163,71,137,313,199,63,31,105,229,172,100,40,32
10646,r281,"All institutions<sup>a</sup> -> CUNY, Graduate Center",All institutions<sup>a</sup>,"CUNY, Graduate Center",2,280,370,370,0,0,397,116,116,0,0,170,254,254,0,0
10646,r282,All institutions<sup>a</sup> -> Murray State U.,All institutions<sup>a</sup>,Murray State U.,2,281,362,316,0,46,251,303,257,0,46,399,59,59,0,0
10646,r283,All institutions<sup>a</sup> -> Manhattan C.,All institutions<sup>a</sup>,Manhattan C.,2,281,362,0,362,0,255,294,0,294,0,376,68,0,68,0
10646,r284,All institutions<sup>a</sup> -> Appalachian State U.,All institutions<sup>a</sup>,Appalachian State U.,2,283,361,255,0,106,258,291,187,0,104,368,70,68,0,2
10646,r285,All institutions<sup>a</sup> -> Seattle U.,All institutions<sup>a</sup>,Seattle U.,2,283,361,328,33,0,331,175,169,6,0,216,186,159,27,0
10646,r286,All institutions<sup>a</sup> -> Marymount U.,All institutions<sup>a</sup>,Marymount U.,2,285,359,339,0,20,267,279,267,0,12,342,80,72,0,8
10646,r287,All institutions<sup>a</sup> -> Kean U.,All institutions<sup>a</sup>,Kean U.,2,285,359,228,0,131,276,262,165,0,97,315,97,63,0,34
10646,r288,All institutions<sup>a</sup> -> Southern U. and A&M C.,All institutions<sup>a</sup>,Southern U. and A&M C.,2,287,358,285,19,54,296,217,156,11,50,258,141,129,8,4
10646,r289,All institutions<sup>a</sup> -> Saint Joseph's U.<sup>d</sup>,All institutions<sup>a</sup>,Saint Joseph's U.<sup>d</sup>,2,287,358,285,0,73,438,81,76,0,5,159,277,209,0,68
10646,r290,All institutions<sup>a</sup> -> North Carolina Central U.,All institutions<sup>a</sup>,North Carolina Central U.,2,289,356,246,0,110,279,257,147,0,110,311,99,99,0,0
10646,r291,All institutions<sup>a</sup> -> U. Central Oklahoma,All institutions<sup>a</sup>,U. Central Oklahoma,2,290,355,257,19,79,292,222,163,11,48,267,133,94,8,31
10646,r292,"All institutions<sup>a</sup> -> California State U., Chico",All institutions<sup>a</sup>,"California State U., Chico",2,291,354,268,0,86,285,241,159,0,82,293,113,109,0,4
10646,r293,All institutions<sup>a</sup> -> Boise State U.,All institutions<sup>a</sup>,Boise State U.,2,292,353,228,75,50,304,207,137,35,35,256,146,91,40,15
10646,r294,All institutions<sup>a</sup> -> U. Mississippi,All institutions<sup>a</sup>,U. Mississippi,2,293,349,157,21,171,240,315,144,21,150,442,34,13,0,21
10646,r295,All institutions<sup>a</sup> -> Simmons U.,All institutions<sup>a</sup>,Simmons U.,2,294,345,294,0,51,527,39,34,0,5,150,306,260,0,46
10646,r296,"All institutions<sup>a</sup> -> SUNY, Downstate Medical Center",All institutions<sup>a</sup>,"SUNY, Downstate Medical Center",2,295,344,10,0,334,347,162,10,0,152,220,182,0,0,182
10646,r297,"All institutions<sup>a</sup> -> U. Louisiana, Lafayette",All institutions<sup>a</sup>,"U. Louisiana, Lafayette",2,296,343,226,69,48,256,292,184,60,48,414,51,42,9,0
10646,r298,All institutions<sup>a</sup> -> Valparaiso U.,All institutions<sup>a</sup>,Valparaiso U.,2,296,343,334,0,9,274,266,259,0,7,351,77,75,0,2
10646,r299,All institutions<sup>a</sup> -> Columbus State U.,All institutions<sup>a</sup>,Columbus State U.,2,298,338,324,10,4,387,122,114,5,3,191,216,210,5,1
10646,r300,"All institutions<sup>a</sup> -> St. John's U., Queens",All institutions<sup>a</sup>,"St. John's U., Queens",2,299,336,246,0,90,271,267,182,0,85,373,69,64,0,5
10646,r301,All institutions<sup>a</sup> -> Western Washington U.,All institutions<sup>a</sup>,Western Washington U.,2,299,336,278,0,58,271,267,219,0,48,373,69,59,0,10
10646,r302,All institutions<sup>a</sup> -> U. Oregon,All institutions<sup>a</sup>,U. Oregon,2,301,335,265,0,70,236,319,249,0,70,520,16,16,0,0
10646,r303,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, Metro",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, Metro",2,301,335,253,0,82,291,223,162,0,61,296,112,91,0,21
10646,r304,All institutions<sup>a</sup> -> U. Akron,All institutions<sup>a</sup>,U. Akron,2,303,330,178,59,93,304,207,120,26,61,281,123,58,33,32
10646,r305,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,304,327,173,20,134,234,325,172,19,134,603,2,1,1,0
10646,r306,All institutions<sup>a</sup> -> Bradley U.,All institutions<sup>a</sup>,Bradley U.,2,304,327,201,126,0,259,289,172,117,0,436,38,29,9,0
