table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6542,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['105,647', '&nbsp;']","['102,585', '&nbsp;']","['169,760', '&nbsp;']","['225,177', '&nbsp;']","['136,664', '&nbsp;']","['160,263', '&nbsp;']","['155,890', '&nbsp;']","['154,650', '  ']","['166,341', '  ']","['165,204', '  ']","['28,416 - 271,189', '&nbsp;']","['200,226', '&nbsp;']"
6542,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['80,689', '&nbsp;']","['84,846', '&nbsp;']","['71,000', '&nbsp;']","['78,674', '&nbsp;']","['80,879', '&nbsp;']","['93,078', '&nbsp;']","['90,517', '&nbsp;']","['95,353', '  ']","['86,197', '  ']","['96,947', '  ']","['104,968', '&nbsp;']","['89,861', '&nbsp;']"
6542,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['238,101', '&nbsp;']","['196,341', '&nbsp;']","['206,240', '&nbsp;']","['171,815', '&nbsp;']","['221,488', '&nbsp;']","['353,401', 'i']","['161,500', '&nbsp;']","['232,112', '  ']","['194,976', '  ']","['142,659', '  ']","['225,389', '&nbsp;']","['149,138', '&nbsp;']"
6542,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['274,190', '&nbsp;']","['239,385', '&nbsp;']","['247,311', '&nbsp;']","['266,388', '&nbsp;']","['349,833', '&nbsp;']","['362,965', '&nbsp;']","['457,745', '&nbsp;']","['387,489', '  ']","['359,871', '  ']","['349,751', '  ']","['454,966', '&nbsp;']","['445,786', '&nbsp;']"
6542,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['2,481', '&nbsp;']","['D', '&nbsp;']","['3,331', '&nbsp;']","['3,008', '&nbsp;']","['65,076', 'i']","['33,264', '&nbsp;']","['65,562', '&nbsp;']","['21,530', '  ']","['59,653', '  ']","['49,844', '  ']","['0 - 1,147,536', '&nbsp;']","['5,089', '&nbsp;']"
6542,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['NA', '&nbsp;']","['D', '&nbsp;']","['195,958', '&nbsp;']","['70,424', '&nbsp;']","['214,728', 'i']","['128,479', '&nbsp;']","['400,192', '&nbsp;']","['196,896', '  ']","['278,755', '  ']","['305,293', '  ']","['481,549', '&nbsp;']","['582,203', '&nbsp;']"
6542,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['NA', '&nbsp;']","['NA', '&nbsp;']","['32,624', '&nbsp;']","['40,254', '&nbsp;']","['53,712', '&nbsp;']","['59,174', '&nbsp;']","['43,787', 'i']","['D', '&nbsp;']","['110,618', '  ']","['0 - 198,757', '  ']","['191,381', 'i']","['168,457', 'i']"
6542,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['NA', '&nbsp;']","['D', '&nbsp;']","['95,591', '&nbsp;']","['83,912', '&nbsp;']","['107,212', '&nbsp;']","['87,113', '&nbsp;']","['111,576', '&nbsp;']","['D', '  ']","['0 - 229,395', '  ']","['223,375', '  ']","['219,221', '&nbsp;']","['299,235', '&nbsp;']"
6542,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['36,420', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['123,456', '&nbsp;']","['D', '  ']","['141,429', '  ']","['103,001', '  ']","['68,939', '&nbsp;']","['2,014', '&nbsp;']"
6542,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['28,723', '&nbsp;']","['1,296', '&nbsp;']","['23,982', '&nbsp;']","['21,910', '&nbsp;']","['3,157', '&nbsp;']","['12,235', '&nbsp;']","['1,971', '&nbsp;']","['2,305', '  ']","['3,358', '  ']","['9,877', '  ']","['0 - 1,147,536', '&nbsp;']","['8,413', '&nbsp;']"
6542,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['12,383', '&nbsp;']","['16,369', '&nbsp;']","['18,917', '&nbsp;']","['22,488', '&nbsp;']","['26,549', 'i']","['15,003', '&nbsp;']","['8,481', '&nbsp;']","['5,743', '  ']","['7,263', '  ']","['4,383', '  ']","['0 - 1,147,536', '&nbsp;']","['5,585', '&nbsp;']"
6542,r074,All business activities -> Software publishers (except Internet)<sup>e</sup>,All business activities,Software publishers (except Internet)<sup>e</sup>,2,51120,"['121,028', '&nbsp;']","['118,001', '&nbsp;']","['129,649', '&nbsp;']","['132,970', '&nbsp;']","['136,905', '&nbsp;']","['154,237', '&nbsp;']","['163,059', '&nbsp;']","['159,688', '  ']","['155,068', '  ']","['133,983', '  ']","['148,758', '&nbsp;']","['143,184', '&nbsp;']"
6542,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['10,053', '&nbsp;']","['14,356', '&nbsp;']","['11,375', '&nbsp;']","['9,824', '&nbsp;']","['7,281', 'i']","['13,722', '&nbsp;']","['D', '&nbsp;']","['5,203', '  ']","['6,863', '  ']","['6,353', '  ']","['32,874', '&nbsp;']","['43,317', '&nbsp;']"
6542,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['NA', '&nbsp;']","['34,110', '&nbsp;']","['45,779', '&nbsp;']","['39,563', '&nbsp;']","['59,926', '&nbsp;']","['73,283', '&nbsp;']","['59,724', '&nbsp;']","['64,390', '  ']","['70,169', '  ']","['71,335', '  ']","['126,122', '&nbsp;']","['145,898', '&nbsp;']"
6542,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['99,917', '&nbsp;']","['D', '&nbsp;']","['209,490', '&nbsp;']","['261,484', '&nbsp;']","['216,736', '&nbsp;']","['181,127', '&nbsp;']","['227,778', '&nbsp;']","['213,921', '  ']","['179,239', '  ']","['220,350', '  ']","['127,438', '&nbsp;']","['137,035', '&nbsp;']"
6542,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['134,162', '&nbsp;']","['153,937', '&nbsp;']","['138,473', '&nbsp;']","['156,525', '&nbsp;']","['193,254', '&nbsp;']","['205,148', '&nbsp;']","['247,714', '&nbsp;']","['210,820', '  ']","['172,357', '  ']","['200,979', '  ']","['264,216', '&nbsp;']","['264,971', '&nbsp;']"
6542,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['14,005', '&nbsp;']","['6,743', 'i']","['15,845', '&nbsp;']","['2,430', '&nbsp;']","['2,822', '&nbsp;']","['3,143', '&nbsp;']","['3,518', '&nbsp;']","['43,812', '  ']","['61,622', '  ']","['57,292', '  ']","['53,242', '&nbsp;']","['51,267', '&nbsp;']"
6542,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['4,374', '&nbsp;']","['8,108', '&nbsp;']","['7,222', '&nbsp;']","['15,929', '&nbsp;']","['14,610', '&nbsp;']","['16,325', '&nbsp;']","['5,973', '&nbsp;']","['13,669', '  ']","['7,684', '  ']","['14,142', '  ']","['12,552', '&nbsp;']","['13,883', '&nbsp;']"
6542,r081,"All business activities -> Data processing, hosting, and related services<sup>e</sup>",All business activities,"Data processing, hosting, and related services<sup>e</sup>",2,51800,"['NA', '&nbsp;']","['29,903', '&nbsp;']","['31,417', '&nbsp;']","['51,197', '&nbsp;']","['82,997', 'i']","['49,201', '&nbsp;']","['67,167', '&nbsp;']","['64,916', '  ']","['59,491', '  ']","['57,183', '  ']","['114,191', '&nbsp;']","['69,214', '&nbsp;']"
6542,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['19,455', '&nbsp;']","['26,461', '&nbsp;']","['26,654', '  ']","['44,759', '  ']","['77,556', '  ']","['131,826', '&nbsp;']","['169,605', '&nbsp;']"
6542,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",2,51910,"['NA', '&nbsp;']","['27,907', '&nbsp;']","['47,397', '&nbsp;']","['28,424', '&nbsp;']","['28,760', '&nbsp;']","['36,613', '&nbsp;']","['57,405', '&nbsp;']","['53,823', '  ']","['75,332', '  ']","['100,436', '  ']","['114,010', '&nbsp;']","['124,726', '&nbsp;']"
6542,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['NA', '&nbsp;']","['D', '&nbsp;']","['992,651', '&nbsp;']","['601,628', '&nbsp;']","['631,902', 'i']","['305,994', '&nbsp;']","['317,147', '&nbsp;']","['312,954', '  ']","['342,319', '  ']","['399,822', '  ']","['479,807', '&nbsp;']","['574,882', '&nbsp;']"
6542,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['NA', '&nbsp;']","['D', '&nbsp;']","['113,669', '&nbsp;']","['117,167', '&nbsp;']","['88,244', '&nbsp;']","['83,913', '&nbsp;']","['54,342', '&nbsp;']","['60,239', '  ']","['55,068', '  ']","['83,537', '  ']","['0 - 1,147,536', '&nbsp;']","['67,833', '&nbsp;']"
6542,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['NA', '&nbsp;']","['282,640', '&nbsp;']","['265,110', '&nbsp;']","['265,293', '&nbsp;']","['349,252', '&nbsp;']","['363,799', '&nbsp;']","['347,710', '&nbsp;']","['398,746', '  ']","['353,842', '  ']","['294,467', '  ']","['0 - 1,147,536', '&nbsp;']","['1,031,450', '&nbsp;']"
6542,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['6,053', '&nbsp;']","['D', '&nbsp;']","['4,615', '&nbsp;']","['4,727', '&nbsp;']","['8,069', '&nbsp;']","['8,227', '&nbsp;']","['10,128', '&nbsp;']","['8,449', '  ']","['9,235', '  ']","['0 - 10,116', '  ']","['10,982', '&nbsp;']","['16,881', '&nbsp;']"
6542,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['NA', '&nbsp;']","['D', '&nbsp;']","['27,719', '&nbsp;']","['18,597', '&nbsp;']","['21,801', '&nbsp;']","['26,614', '&nbsp;']","['15,330', '&nbsp;']","['23,848', '  ']","['0 - 14,237', '  ']","['13,623', '  ']","['0 - 1,147,536', '&nbsp;']","['8,259', '&nbsp;']"
6542,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['D', '&nbsp;']","['1,484', '&nbsp;']","['1,702', '&nbsp;']","['2,350', '&nbsp;']","['2,125', '&nbsp;']","['10,764', 'i']","['1,608', '&nbsp;']","['1,982', '  ']","['1,386', '  ']","['2,785', '  ']","['0 - 1,147,536', '&nbsp;']","['1,614', '&nbsp;']"
6542,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['NA', '&nbsp;']","['D', '&nbsp;']","['14,565', '&nbsp;']","['7,394', '&nbsp;']","['9,093', '&nbsp;']","['11,974', '&nbsp;']","['18,498', 'i']","['18,538', '  ']","['16,708', '  ']","['18,581', '  ']","['21,142', '&nbsp;']","['26,427', '&nbsp;']"
6542,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['37,749', '&nbsp;']","['81,565', '&nbsp;']","['113,603', '&nbsp;']","['65,209', '&nbsp;']","['94,868', 'i']","['80,859', '&nbsp;']","['85,535', '&nbsp;']","['90,666', '  ']","['76,622', '  ']","['65,138', '  ']","['84,645', '&nbsp;']","['110,906', '&nbsp;']"
6542,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['3,325', '&nbsp;']","['D', '&nbsp;']","['3,522', '&nbsp;']","['2,353', '&nbsp;']","['3,301', 'i']","['2,714', '&nbsp;']","['1,487', '&nbsp;']","['769', '  ']","['638', '  ']","['2,356', 'i ']","['7,284', '&nbsp;']","['3,752', '&nbsp;']"
6542,r093,All business activities -> Computer systems design and related services<sup>e</sup>,All business activities,Computer systems design and related services<sup>e</sup>,2,54150,"['124,832', '&nbsp;']","['140,234', '&nbsp;']","['143,787', '&nbsp;']","['224,144', '&nbsp;']","['167,759', '&nbsp;']","['158,858', '&nbsp;']","['168,793', '&nbsp;']","['165,417', '  ']","['176,418', '  ']","['152,680', '  ']","['154,615', '&nbsp;']","['149,589', '&nbsp;']"
6542,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['33,588', '&nbsp;']","['36,811', '&nbsp;']","['28,351', '&nbsp;']","['52,489', '&nbsp;']","['57,925', '&nbsp;']","['59,508', '&nbsp;']","['84,830', '&nbsp;']","['75,668', '  ']","['55,608', '  ']","['42,098', '  ']","['49,590', '&nbsp;']","['49,880', '&nbsp;']"
6542,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['NA', '&nbsp;']","['978', '&nbsp;']","['1,168', '&nbsp;']","['820', '&nbsp;']","['934', '&nbsp;']","['1,297', '&nbsp;']","['969', '&nbsp;']","['1,042', '  ']","['1,124', '  ']","['1,179', '  ']","['934', '&nbsp;']","['1,144', '&nbsp;']"
6542,r096,All business activities -> Research and development services in biotechnology<sup>c</sup>,All business activities,Research and development services in biotechnology<sup>c</sup>,2,54173,"['NA', '&nbsp;']","['18,691', 'i']","['7,194', '&nbsp;']","['7,388', '&nbsp;']","['9,769', '&nbsp;']","['10,689', '&nbsp;']","['15,872', '&nbsp;']","['9,381', '  ']","['6,548', '  ']","['6,476', '  ']","['0 - 1,147,536', '&nbsp;']","['9,066', '&nbsp;']"
6542,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['NA', '&nbsp;']","['16,041', '&nbsp;']","['15,845', '&nbsp;']","['19,094', '&nbsp;']","['27,670', '&nbsp;']","['32,098', '&nbsp;']","['27,450', '&nbsp;']","['30,843', '  ']","['30,737', '  ']","['28,218', '  ']","['31,661', '&nbsp;']","['38,427', '&nbsp;']"
6542,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['14,574', '&nbsp;']","['D', '&nbsp;']","['11,336', 'i']","['21,227', '&nbsp;']","['27,500', '&nbsp;']","['34,889', '&nbsp;']","['34,379', '&nbsp;']","['38,454', '  ']","['44,670', '  ']","['52,884', '  ']","['72,957', '&nbsp;']","['84,178', '&nbsp;']"
6542,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['15,690', '&nbsp;']","['28,298', '&nbsp;']","['33,134', '&nbsp;']","['46,048', '&nbsp;']","['53,969', '&nbsp;']","['38,936', '&nbsp;']","['24,808', '&nbsp;']","['28,026', '  ']","['12,205', '  ']","['29,190', '  ']","['16,673', '&nbsp;']","['19,061', '&nbsp;']"
6542,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['752', '&nbsp;']","['2,310', '&nbsp;']","['3,347', '&nbsp;']","['11,847', '&nbsp;']","['4,131', '&nbsp;']","['176,993', '&nbsp;']","['8,497', '&nbsp;']","['D', '  ']","['11,172', 'i ']","['16,588', '  ']","['12,189', '&nbsp;']","['13,209', '&nbsp;']"
6542,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['NA', '&nbsp;']","['29,045', '&nbsp;']","['25,660', '&nbsp;']","['22,146', '&nbsp;']","['38,874', 'i']","['26,981', '&nbsp;']","['214,331', '&nbsp;']","['23,581', '  ']","['27,504', '  ']","['26,915', '  ']","['38,514', '&nbsp;']","['62,356', '&nbsp;']"
6542,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['NA', '&nbsp;']","['D', '&nbsp;']","['13,971', '&nbsp;']","['7,223', '&nbsp;']","['6,080', '&nbsp;']","['5,650', '&nbsp;']","['4,152', '&nbsp;']","['23,159', '  ']","['25,561', '  ']","['21,206', '  ']","['84,142', '&nbsp;']","['11,342', '&nbsp;']"
6542,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['7,492', '&nbsp;']","['25,751', '&nbsp;']","['24,133', '&nbsp;']","['23,844', '&nbsp;']","['35,513', '&nbsp;']","['36,233', '&nbsp;']","['19,041', '&nbsp;']","['36,724', '  ']","['40,586', '  ']","['61,117', '  ']","['50,891', '&nbsp;']","['102,792', '&nbsp;']"
6542,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['19,930', '&nbsp;']","['14,359', '&nbsp;']","['36,288', '&nbsp;']","['15,778', '&nbsp;']","['19,655', '&nbsp;']","['17,027', '&nbsp;']","['5,024', '&nbsp;']","['19,415', '  ']","['25,614', 'i ']","['27,361', '  ']","['35,193', '&nbsp;']","['34,462', '&nbsp;']"
6542,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['NA', '&nbsp;']","['D', '&nbsp;']","['8,333', '&nbsp;']","['D', '&nbsp;']","['3,334', 'i']","['10,919', '&nbsp;']","['5,274', '&nbsp;']","['5,651', '  ']","['0 - 229,395', '  ']","['10,363', '  ']","['0 - 1,147,536', '&nbsp;']","['22,613', '&nbsp;']"
6542,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['NA', '&nbsp;']","['D', '&nbsp;']","['7,831', '&nbsp;']","['16,084', '&nbsp;']","['870', 'i']","['1,227', '&nbsp;']","['26,866', '&nbsp;']","['27,485', '  ']","['32,609', '  ']","['32,276', '  ']","['35,118', '&nbsp;']","['25,795', '&nbsp;']"
6542,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['D', '&nbsp;']","['D', '&nbsp;']","['448', '&nbsp;']","['326', '&nbsp;']","['249', '&nbsp;']","['1,036', '&nbsp;']","['1,336', '&nbsp;']","['63', '  ']","['77', '  ']","['112', '  ']","['0 - 1,147,536', '&nbsp;']","['108', '&nbsp;']"
6542,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['NA', '&nbsp;']","['14,265', '&nbsp;']","['12,920', '&nbsp;']","['12,727', '&nbsp;']","['15,248', '&nbsp;']","['13,180', '&nbsp;']","['12,903', '&nbsp;']","['16,137', '  ']","['17,510', '  ']","['18,945', '  ']","['26,563', '&nbsp;']","['31,887', '&nbsp;']"
6542,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['NA', '&nbsp;']","['D', '&nbsp;']","['37,218', '&nbsp;']","['27,476', '&nbsp;']","['54,266', 'i']","['57,908', '&nbsp;']","['31,664', '&nbsp;']","['44,505', '  ']","['32,404', '  ']","['21,272', '  ']","['33,736', '&nbsp;']","['56,337', '&nbsp;']"
6542,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['NA', '&nbsp;']","['9,638', '&nbsp;']","['35,994', '&nbsp;']","['118,268', '&nbsp;']","['44,823', '&nbsp;']","['120,458', '&nbsp;']","['60,949', '&nbsp;']","['51,253', '  ']","['173,078', '  ']","['0 - 413,972', '  ']","['0 - 1,147,536', '&nbsp;']","['90,936', '&nbsp;']"
6542,r111,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['219,384', '&nbsp;']","['110,499', '&nbsp;']","['132,754', '&nbsp;']","['117,417', '&nbsp;']","['136,579', '&nbsp;']","['136,540', '&nbsp;']","['160,374', '&nbsp;']","['126,960', '  ']","['129,858', '  ']","['131,717', '  ']","['152,902', '&nbsp;']","['117,720', '&nbsp;']"
6542,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['756,553', '&nbsp;']","['1,137,705', '&nbsp;']","['412,892', '&nbsp;']","['450,613', 'i']","['108,244', 'i']","['D', '&nbsp;']","['1,945', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['8', 'i']","['0', '&nbsp;']"
