table_id,row_id,field_and_sex_full_path,field_and_sex_level_1,field_and_sex_level_2,field_and_sex_level_3,field_and_sex_level_4,field_and_sex_level_5,field_and_sex_hierarchy_depth,field_all_sources,field_federal_support_total,field_federal_support_dod,field_federal_support_doe,field_federal_support_hhs_total,field_federal_support_hhs_nih,field_federal_support_hhs_other,field_federal_support_nasa,field_federal_support_nsf,field_federal_support_usda,field_federal_support_other,field_institutional_support,field_other_nonfederal_support_total,field_other_nonfederal_support_united_states,field_other_nonfederal_support_foreign,field_self_support
1133,r134,All S&E graduate students -> Female -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Female,Engineering,Industrial and manufacturing engineering,,4,2750,243,53,6,37,22,15,4,78,3,62,812,152,110,42,1543
1133,r135,All S&E graduate students -> Female -> Engineering -> Mechanical engineering,All S&E graduate students,Female,Engineering,Mechanical engineering,,4,3212,591,122,62,50,48,2,28,267,2,60,1319,225,170,55,1077
1133,r136,All S&E graduate students -> Female -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Female,Engineering,Metallurgical and materials engineering,,4,2179,598,136,97,39,35,4,5,265,9,47,816,235,194,41,530
1133,r137,All S&E graduate students -> Female -> Engineering -> Mining engineering,All S&E graduate students,Female,Engineering,Mining engineering,,4,53,18,0,1,8,3,5,1,2,0,6,20,7,5,2,8
1133,r138,All S&E graduate students -> Female -> Engineering -> Nuclear engineering,All S&E graduate students,Female,Engineering,Nuclear engineering,,4,212,99,10,54,0,0,0,3,5,0,27,65,18,17,1,30
1133,r139,All S&E graduate students -> Female -> Engineering -> Petroleum engineering,All S&E graduate students,Female,Engineering,Petroleum engineering,,4,295,12,0,7,0,0,0,0,4,0,1,101,107,87,20,75
1133,r140,All S&E graduate students -> Female -> Engineering -> Engineering nec,All S&E graduate students,Female,Engineering,Engineering nec,,4,1794,265,27,19,8,8,0,3,109,2,97,597,95,65,30,837
1133,r141,All S&E graduate students -> Male,All S&E graduate students,Male,,,,2,269096,42787,6175,3465,9948,9368,580,1412,14872,1257,5658,108326,14650,11734,2916,103333
1133,r142,All S&E graduate students -> Male -> Science,All S&E graduate students,Male,Science,,,3,173573,25882,2521,1659,8088,7642,446,740,8618,1102,3154,76841,7366,5960,1406,63484
1133,r143,All S&E graduate students -> Male -> Science -> Agricultural sciences,All S&E graduate students,Male,Science,Agricultural sciences,,4,5995,1153,23,16,32,24,8,22,148,577,335,2754,757,668,89,1331
1133,r144,All S&E graduate students -> Male -> Science -> Biological sciences,All S&E graduate students,Male,Science,Biological sciences,,4,28865,7319,153,74,5283,5017,266,19,1039,321,430,13001,1685,1380,305,6860
1133,r145,All S&E graduate students -> Male -> Science -> Biological sciences -> Anatomy,All S&E graduate students,Male,Science,Biological sciences,Anatomy,5,192,45,0,0,25,23,2,0,7,0,13,88,4,3,1,55
1133,r146,All S&E graduate students -> Male -> Science -> Biological sciences -> Biochemistry,All S&E graduate students,Male,Science,Biological sciences,Biochemistry,5,2082,728,12,15,583,554,29,2,84,8,24,1056,118,106,12,180
1133,r147,All S&E graduate students -> Male -> Science -> Biological sciences -> Biology,All S&E graduate students,Male,Science,Biological sciences,Biology,5,5342,839,31,11,415,397,18,0,267,16,99,3362,223,181,42,918
1133,r148,All S&E graduate students -> Male -> Science -> Biological sciences -> Biometry and epidemiology,All S&E graduate students,Male,Science,Biological sciences,Biometry and epidemiology,5,2880,645,17,2,530,494,36,0,60,1,35,938,133,118,15,1164
1133,r149,All S&E graduate students -> Male -> Science -> Biological sciences -> Biophysics,All S&E graduate students,Male,Science,Biological sciences,Biophysics,5,607,334,3,4,267,248,19,1,46,0,13,194,34,29,5,45
1133,r150,All S&E graduate students -> Male -> Science -> Biological sciences -> Botany and plant biology,All S&E graduate students,Male,Science,Biological sciences,Botany and plant biology,5,829,210,1,11,10,10,0,2,70,91,25,455,98,83,15,66
1133,r151,All S&E graduate students -> Male -> Science -> Biological sciences -> Cell and molecular biology,All S&E graduate students,Male,Science,Biological sciences,Cell and molecular biology,5,2755,1045,17,8,872,836,36,0,116,13,19,1156,226,177,49,328
1133,r152,All S&E graduate students -> Male -> Science -> Biological sciences -> Ecology,All S&E graduate students,Male,Science,Biological sciences,Ecology,5,459,91,0,3,3,3,0,3,43,21,18,291,15,11,4,62
1133,r153,All S&E graduate students -> Male -> Science -> Biological sciences -> Entomology and parasitology,All S&E graduate students,Male,Science,Biological sciences,Entomology and parasitology,5,523,102,1,0,4,4,0,1,26,58,12,269,70,66,4,82
1133,r154,All S&E graduate students -> Male -> Science -> Biological sciences -> Genetics,All S&E graduate students,Male,Science,Biological sciences,Genetics,5,955,440,6,5,336,304,32,1,46,35,11,377,75,65,10,63
1133,r155,"All S&E graduate students -> Male -> Science -> Biological sciences -> Microbiology, immunology, and virology",All S&E graduate students,Male,Science,Biological sciences,"Microbiology, immunology, and virology",5,1774,687,14,9,569,544,25,3,66,11,15,797,126,91,35,164
1133,r156,All S&E graduate students -> Male -> Science -> Biological sciences -> Nutrition,All S&E graduate students,Male,Science,Biological sciences,Nutrition,5,742,110,7,0,58,42,16,0,2,33,10,313,86,69,17,233
1133,r157,All S&E graduate students -> Male -> Science -> Biological sciences -> Pathology,All S&E graduate students,Male,Science,Biological sciences,Pathology,5,398,124,1,0,113,110,3,0,3,4,3,171,51,39,12,52
1133,r158,All S&E graduate students -> Male -> Science -> Biological sciences -> Pharmacology and toxicology,All S&E graduate students,Male,Science,Biological sciences,Pharmacology and toxicology,5,1126,437,17,0,386,373,13,0,20,0,14,431,95,78,17,163
1133,r159,All S&E graduate students -> Male -> Science -> Biological sciences -> Physiology,All S&E graduate students,Male,Science,Biological sciences,Physiology,5,1804,330,7,2,281,266,15,0,14,0,26,732,103,96,7,639
1133,r160,All S&E graduate students -> Male -> Science -> Biological sciences -> Zoology,All S&E graduate students,Male,Science,Biological sciences,Zoology,5,280,43,0,0,3,3,0,0,27,2,11,217,11,10,1,9
1133,r161,All S&E graduate students -> Male -> Science -> Biological sciences -> Biosciences nec,All S&E graduate students,Male,Science,Biological sciences,Biosciences nec,5,6117,1109,19,4,828,806,22,6,142,28,82,2154,217,158,59,2637
1133,r162,All S&E graduate students -> Male -> Science -> Communication,All S&E graduate students,Male,Science,Communication,,4,2588,61,11,0,13,12,1,1,20,0,16,1364,124,104,20,1039
1133,r163,All S&E graduate students -> Male -> Science -> Computer sciences,All S&E graduate students,Male,Science,Computer sciences,,4,44281,4476,1019,126,234,205,29,30,2533,27,507,9950,1307,993,314,28548
1133,r164,"All S&E graduate students -> Male -> Science -> Earth, atmospheric, and ocean sciences",All S&E graduate students,Male,Science,"Earth, atmospheric, and ocean sciences",,4,6295,1572,83,69,14,14,0,304,752,24,326,3007,447,362,85,1269
1133,r165,"All S&E graduate students -> Male -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All S&E graduate students,Male,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,5,720,372,20,25,0,0,0,89,157,7,74,233,30,28,2,85
1133,r166,"All S&E graduate students -> Male -> Science -> Earth, atmospheric, and ocean sciences -> Geosciences",All S&E graduate students,Male,Science,"Earth, atmospheric, and ocean sciences",Geosciences,5,3914,776,20,33,2,2,0,157,422,8,134,2088,319,258,61,731
1133,r167,"All S&E graduate students -> Male -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",All S&E graduate students,Male,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,5,931,308,35,7,6,6,0,40,130,2,88,409,68,53,15,146
1133,r168,"All S&E graduate students -> Male -> Science -> Earth, atmospheric, and ocean sciences -> Earth, atmospheric, and ocean sciences nec",All S&E graduate students,Male,Science,"Earth, atmospheric, and ocean sciences","Earth, atmospheric, and ocean sciences nec",5,730,116,8,4,6,6,0,18,43,7,30,277,30,23,7,307
1133,r169,All S&E graduate students -> Male -> Science -> Family and consumer sciences and human sciences,All S&E graduate students,Male,Science,Family and consumer sciences and human sciences,,4,424,25,0,0,10,7,3,1,2,2,10,232,21,21,0,146
1133,r170,All S&E graduate students -> Male -> Science -> Mathematics and statistics,All S&E graduate students,Male,Science,Mathematics and statistics,,4,14338,1017,139,35,110,105,5,14,572,7,140,8640,247,166,81,4434
1133,r171,All S&E graduate students -> Male -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All S&E graduate students,Male,Science,Mathematics and statistics,Mathematics and applied mathematics,5,10796,722,111,28,36,35,1,12,424,2,109,7016,168,103,65,2890
1133,r172,All S&E graduate students -> Male -> Science -> Mathematics and statistics -> Statistics,All S&E graduate students,Male,Science,Mathematics and statistics,Statistics,5,3542,295,28,7,74,70,4,2,148,5,31,1624,79,63,16,1544
1133,r173,All S&E graduate students -> Male -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Male,Science,Multidisciplinary and interdisciplinary studies,,4,3165,333,41,12,125,124,1,10,87,10,48,1181,91,80,11,1560
1133,r174,All S&E graduate students -> Male -> Science -> Neurobiology and neuroscience,All S&E graduate students,Male,Science,Neurobiology and neuroscience,,4,2326,969,32,0,797,771,26,0,102,0,38,1090,147,127,20,120
1133,r175,All S&E graduate students -> Male -> Science -> Physical sciences,All S&E graduate students,Male,Science,Physical sciences,,4,24675,6961,691,1319,1106,1047,59,312,2852,19,662,14634,1334,1146,188,1746
1133,r176,All S&E graduate students -> Male -> Science -> Physical sciences -> Astronomy and astrophysics,All S&E graduate students,Male,Science,Physical sciences,Astronomy and astrophysics,5,846,316,6,47,0,0,0,87,158,0,18,437,56,52,4,37
1133,r177,All S&E graduate students -> Male -> Science -> Physical sciences -> Chemistry,All S&E graduate students,Male,Science,Physical sciences,Chemistry,5,12161,3095,207,349,937,890,47,36,1285,11,270,7639,617,530,87,810
1133,r178,All S&E graduate students -> Male -> Science -> Physical sciences -> Physics,All S&E graduate students,Male,Science,Physical sciences,Physics,5,11362,3478,462,920,132,120,12,181,1404,8,371,6425,651,556,95,808
1133,r179,All S&E graduate students -> Male -> Science -> Physical sciences -> Physical sciences nec,All S&E graduate students,Male,Science,Physical sciences,Physical sciences nec,5,306,72,16,3,37,37,0,8,5,0,3,133,10,8,2,91
1133,r180,All S&E graduate students -> Male -> Science -> Psychology,All S&E graduate students,Male,Science,Psychology,,4,8955,687,112,1,263,242,21,2,178,0,131,4116,247,230,17,3905
1133,r181,All S&E graduate students -> Male -> Science -> Psychology -> Clinical psychology,All S&E graduate students,Male,Science,Psychology,Clinical psychology,5,1492,94,33,0,30,28,2,0,8,0,23,517,38,37,1,843
1133,r182,"All S&E graduate students -> Male -> Science -> Psychology -> Psychology, general",All S&E graduate students,Male,Science,Psychology,"Psychology, general",5,2978,299,16,1,134,126,8,0,104,0,44,1723,113,106,7,843
1133,r183,All S&E graduate students -> Male -> Science -> Psychology -> Psychology nec,All S&E graduate students,Male,Science,Psychology,Psychology nec,5,4485,294,63,0,99,88,11,2,66,0,64,1876,96,87,9,2219
1133,r184,All S&E graduate students -> Male -> Science -> Social sciences,All S&E graduate students,Male,Science,Social sciences,,4,31666,1309,217,7,101,74,27,25,333,115,511,16872,959,683,276,12526
1133,r185,All S&E graduate students -> Male -> Science -> Social sciences -> Agricultural economics,All S&E graduate students,Male,Science,Social sciences,Agricultural economics,5,804,114,0,3,2,2,0,0,6,71,32,469,65,48,17,156
1133,r186,All S&E graduate students -> Male -> Science -> Social sciences -> Anthropology,All S&E graduate students,Male,Science,Social sciences,Anthropology,5,1964,108,5,0,6,5,1,1,48,2,46,1258,64,52,12,534
1133,r187,All S&E graduate students -> Male -> Science -> Social sciences -> Economics (except agricultural),All S&E graduate students,Male,Science,Social sciences,Economics (except agricultural),5,7756,218,22,3,30,28,2,0,63,22,78,4855,237,147,90,2446
1133,r188,All S&E graduate students -> Male -> Science -> Social sciences -> Geography,All S&E graduate students,Male,Science,Social sciences,Geography,5,1628,159,8,0,7,7,0,24,67,7,46,912,62,57,5,495
1133,r189,All S&E graduate students -> Male -> Science -> Social sciences -> History and philosophy of science,All S&E graduate students,Male,Science,Social sciences,History and philosophy of science,5,175,3,0,1,0,0,0,0,2,0,0,151,5,5,0,16
1133,r190,All S&E graduate students -> Male -> Science -> Social sciences -> Linguistics,All S&E graduate students,Male,Science,Social sciences,Linguistics,5,981,50,6,0,3,3,0,0,29,0,12,609,17,10,7,305
1133,r191,All S&E graduate students -> Male -> Science -> Social sciences -> Political science and government,All S&E graduate students,Male,Science,Social sciences,Political science and government,5,12541,431,148,0,25,5,20,0,65,7,186,5445,342,234,108,6323
1133,r192,All S&E graduate students -> Male -> Science -> Social sciences -> Sociology,All S&E graduate students,Male,Science,Social sciences,Sociology,5,2403,101,3,0,22,19,3,0,43,6,27,1667,72,60,12,563
1133,r193,All S&E graduate students -> Male -> Science -> Social sciences -> Sociology and anthropology,All S&E graduate students,Male,Science,Social sciences,Sociology and anthropology,5,47,4,1,0,0,0,0,0,2,0,1,26,4,1,3,13
1133,r194,All S&E graduate students -> Male -> Science -> Social sciences -> Social sciences nec,All S&E graduate students,Male,Science,Social sciences,Social sciences nec,5,3367,121,24,0,6,5,1,0,8,0,83,1480,91,69,22,1675
1133,r195,All S&E graduate students -> Male -> Engineering,All S&E graduate students,Male,Engineering,,,3,95523,16905,3654,1806,1860,1726,134,672,6254,155,2504,31485,7284,5774,1510,39849
1133,r196,All S&E graduate students -> Male -> Engineering -> Aerospace engineering,All S&E graduate students,Male,Engineering,Aerospace engineering,,4,3492,993,476,39,3,3,0,276,151,0,48,1204,298,250,48,997
1133,r197,All S&E graduate students -> Male -> Engineering -> Agricultural engineering,All S&E graduate students,Male,Engineering,Agricultural engineering,,4,790,164,8,10,13,11,2,3,33,65,32,371,103,72,31,152
1133,r198,All S&E graduate students -> Male -> Engineering -> Architecture,All S&E graduate students,Male,Engineering,Architecture,,4,782,11,1,0,2,1,1,0,1,0,7,365,25,11,14,381
1133,r199,All S&E graduate students -> Male -> Engineering -> Biomedical engineering,All S&E graduate students,Male,Engineering,Biomedical engineering,,4,5362,1574,114,21,997,952,45,12,342,0,88,1992,409,372,37,1387
1133,r200,All S&E graduate students -> Male -> Engineering -> Chemical engineering,All S&E graduate students,Male,Engineering,Chemical engineering,,4,6104,1416,155,276,189,165,24,26,622,9,139,2322,784,646,138,1582
1133,r201,All S&E graduate students -> Male -> Engineering -> Civil engineering,All S&E graduate students,Male,Engineering,Civil engineering,,4,10391,1313,118,78,23,18,5,30,492,28,544,4194,661,446,215,4223
1133,r202,All S&E graduate students -> Male -> Engineering -> Electrical engineering,All S&E graduate students,Male,Engineering,Electrical engineering,,4,29600,5022,1377,301,279,265,14,131,2405,15,514,8104,2006,1609,397,14468
1133,r203,"All S&E graduate students -> Male -> Engineering -> Engineering science, mechanics, and physics",All S&E graduate students,Male,Engineering,"Engineering science, mechanics, and physics",,4,1010,329,95,48,20,20,0,15,111,4,36,430,52,42,10,199
1133,r204,All S&E graduate students -> Male -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Male,Engineering,Industrial and manufacturing engineering,,4,7832,638,207,21,50,40,10,16,216,1,127,1867,313,235,78,5014
1133,r205,All S&E graduate students -> Male -> Engineering -> Mechanical engineering,All S&E graduate students,Male,Engineering,Mechanical engineering,,4,17712,2774,632,319,187,170,17,130,1069,21,416,6568,1283,997,286,7087
1133,r206,All S&E graduate students -> Male -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Male,Engineering,Metallurgical and materials engineering,,4,4970,1445,321,304,51,47,4,15,576,5,173,1743,566,470,96,1216
1133,r207,All S&E graduate students -> Male -> Engineering -> Mining engineering,All S&E graduate students,Male,Engineering,Mining engineering,,4,234,60,1,10,15,4,11,2,4,0,28,85,46,46,0,43
1133,r208,All S&E graduate students -> Male -> Engineering -> Nuclear engineering,All S&E graduate students,Male,Engineering,Nuclear engineering,,4,1017,506,58,305,2,2,0,4,17,2,118,287,96,84,12,128
1133,r209,All S&E graduate students -> Male -> Engineering -> Petroleum engineering,All S&E graduate students,Male,Engineering,Petroleum engineering,,4,1166,46,2,18,0,0,0,0,18,0,8,395,369,279,90,356
1133,r210,All S&E graduate students -> Male -> Engineering -> Engineering nec,All S&E graduate students,Male,Engineering,Engineering nec,,4,5061,614,89,56,29,28,1,12,197,5,226,1558,273,215,58,2616
