table_id,row_id,subfield_of_study_full_path,subfield_of_study_level_1,subfield_of_study_level_2,subfield_of_study_level_3,subfield_of_study_level_4,subfield_of_study_level_5,subfield_of_study_hierarchy_depth,field_totala,field_male,field_female,field__female
954,r151,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> American, U.S. studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies",5,97,25,72,74.2
954,r152,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Applied linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics,5,105,36,69,65.7
954,r153,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Area, ethnic, and cultural studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies",5,168,61,107,63.7
954,r154,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminal justice and corrections,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections,5,108,52,56,51.9
954,r155,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminology,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology,5,94,39,55,58.5
954,r156,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",5,282,101,181,64.2
954,r157,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,49,5,44,89.8
954,r158,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,284,164,120,42.3
954,r159,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,54,25,29,53.7
954,r160,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,149,79,70,47.0
954,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,208,89,119,57.2
954,r162,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,240,119,120,50.0
954,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,148,72,76,51.4
954,r164,All fields -> Engineering,All fields,Engineering,,,,2,9843,7389,2448,24.9
954,r165,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,378,334,44,11.6
954,r166,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1041,612,429,41.2
954,r167,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,936,663,272,29.1
954,r168,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,741,520,219,29.6
954,r169,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1900,1541,359,18.9
954,r170,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,253,169,83,32.8
954,r171,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,958,706,252,26.3
954,r172,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1409,1168,241,17.1
954,r173,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2227,1676,549,24.7
954,r174,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,419,359,59,14.1
954,r175,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,221,113,108,48.9
954,r176,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,159,139,20,12.6
954,r177,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,98,85,13,13.3
954,r178,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,103,78,25,24.3
954,r179,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,121,94,27,22.3
954,r180,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1106,808,297,26.9
954,r181,All fields -> Education,All fields,Education,,,,2,4823,1521,3300,68.4
954,r182,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,1023,372,651,63.6
954,r183,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,176,67,109,61.9
954,r184,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,172,46,126,73.3
954,r185,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,591,239,352,59.6
954,r186,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,84,20,64,76.2
954,r187,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2405,768,1636,68.0
954,r188,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,269,84,185,68.8
954,r189,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,514,129,384,74.7
954,r190,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,41,16,25,61.0
954,r191,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,127,50,77,60.6
954,r192,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,229,73,156,68.1
954,r193,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,83,29,54,65.1
954,r194,"All fields -> Education -> Education research  -> Educational/instructional technology, media design",All fields,Education,Education research ,"Educational/instructional technology, media design",,4,252,113,139,55.2
954,r195,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,434,144,290,66.8
954,r196,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,45,14,31,68.9
954,r197,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,107,23,84,78.5
954,r198,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,66,32,34,51.5
954,r199,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,238,61,177,74.4
954,r200,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,112,22,89,79.5
954,r201,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,908,256,652,71.8
954,r202,All fields -> Education -> Teaching fields  -> English as a second or foreign language,All fields,Education,Teaching fields ,English as a second or foreign language,,4,56,17,39,69.6
954,r203,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,65,15,50,76.9
954,r204,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,139,15,124,89.2
954,r205,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,146,66,80,54.8
954,r206,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,75,33,42,56.0
954,r207,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,101,37,64,63.4
954,r208,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,326,73,253,77.6
954,r209,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,375,103,272,72.5
954,r210,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,60,21,39,65.0
954,r211,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,145,36,109,75.2
954,r212,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,170,46,124,72.9
954,r213,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5290,2581,2708,51.2
954,r214,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,624,239,385,61.7
954,r215,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,92,29,63,68.5
954,r216,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,72,23,49,68.1
954,r217,All fields -> Humanities and arts -> Foreign languages and literature -> Italian,All fields,Humanities and arts,Foreign languages and literature,Italian,,4,45,14,31,68.9
954,r218,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,182,75,107,58.8
954,r219,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,233,98,135,57.9
954,r220,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,1066,596,470,44.1
954,r221,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,368,210,158,42.9
954,r222,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,55,29,26,47.3
954,r223,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,173,94,79,45.7
954,r224,"All fields -> Humanities and arts -> History -> History, science and technology and society",All fields,Humanities and arts,History,"History, science and technology and society",,4,160,85,75,46.9
954,r225,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,61,37,24,39.3
954,r226,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,70,37,33,47.1
954,r227,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,70,42,28,40.0
954,r228,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,109,62,47,43.1
954,r229,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1465,591,874,59.7
954,r230,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,311,126,185,59.5
954,r231,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,80,44,36,45.0
954,r232,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,166,72,94,56.6
954,r233,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,159,68,91,57.2
954,r234,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,369,132,237,64.2
954,r235,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,227,75,152,67.0
954,r236,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,42,19,23,54.8
954,r237,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,111,55,56,50.5
954,r238,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2135,1155,979,45.9
954,r239,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,126,54,72,57.1
954,r240,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,247,57,190,76.9
954,r241,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,86,26,60,69.8
954,r242,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,79,33,46,58.2
954,r243,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,74,35,39,52.7
954,r244,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,157,73,84,53.5
954,r245,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,90,41,49,54.4
954,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,86,60,26,30.2
954,r247,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,449,326,122,27.2
954,r248,"All fields -> Humanities and arts -> Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",,4,338,220,118,34.9
954,r249,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,166,115,51,30.7
954,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,237,115,122,51.5
954,r251,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,3113,1399,1713,55.0
954,r252,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1522,846,675,44.3
954,r253,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,153,78,75,49.0
954,r254,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,273,164,108,39.6
954,r255,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,188,135,53,28.2
954,r256,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,296,132,164,55.4
954,r257,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,90,56,34,37.8
954,r258,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,139,68,71,51.1
954,r259,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,383,213,170,44.4
954,r260,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,626,198,428,68.4
954,r261,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,111,40,71,64.0
954,r262,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,231,84,147,63.6
954,r263,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,146,37,109,74.7
954,r264,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,138,37,101,73.2
954,r265,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,965,355,610,63.2
954,r266,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,118,51,67,56.8
954,r267,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,79,25,54,68.4
954,r268,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,49,26,23,46.9
954,r269,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,185,94,91,49.2
954,r270,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,298,57,241,80.9
954,r271,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Fields nec, aggregated",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Fields nec, aggregated",,4,236,102,134,56.8
