table_id,row_id,time_period,_millions_level_1,_millions_level_2,_millions_hierarchy_depth,value
10450,r389,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,National defense,2,45.2
10450,r390,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Civilian functions,2,54.8
10450,r391,R&D and R&D plant budget authority -> 2018,$millions,Total,2,144459
10450,r392,R&D and R&D plant budget authority -> 2018,$millions,National defense,2,68916
10450,r393,R&D and R&D plant budget authority -> 2018,$millions,Civilian functions,2,75543
10450,r394,R&D and R&D plant budget authority -> 2018,% distribution,Total,2,100.0
10450,r395,R&D and R&D plant budget authority -> 2018,% distribution,National defense,2,47.7
10450,r396,R&D and R&D plant budget authority -> 2018,% distribution,Civilian functions,2,52.3
10450,r397,R&D and R&D plant budget authority -> 2019,$millions,Total,2,149971
10450,r398,R&D and R&D plant budget authority -> 2019,$millions,National defense,2,72027
10450,r399,R&D and R&D plant budget authority -> 2019,$millions,Civilian functions,2,77944
10450,r400,R&D and R&D plant budget authority -> 2019,% distribution,Total,2,100.0
10450,r401,R&D and R&D plant budget authority -> 2019,% distribution,National defense,2,48.0
10450,r402,R&D and R&D plant budget authority -> 2019,% distribution,Civilian functions,2,52.0
10450,r403,R&D and R&D plant budget authority -> 2020<sup>c</sup>,$millions,Total,2,169901
10450,r404,R&D and R&D plant budget authority -> 2020<sup>c</sup>,$millions,National defense,2,81874
10450,r405,R&D and R&D plant budget authority -> 2020<sup>c</sup>,$millions,Civilian functions,2,88027
10450,r406,R&D and R&D plant budget authority -> 2020<sup>c</sup>,% distribution,Total,2,100.0
10450,r407,R&D and R&D plant budget authority -> 2020<sup>c</sup>,% distribution,National defense,2,48.2
10450,r408,R&D and R&D plant budget authority -> 2020<sup>c</sup>,% distribution,Civilian functions,2,51.8
10450,r409,R&D and R&D plant budget authority -> 2021<sup>c</sup>,$millions,Total,2,161885
10450,r410,R&D and R&D plant budget authority -> 2021<sup>c</sup>,$millions,National defense,2,78368
10450,r411,R&D and R&D plant budget authority -> 2021<sup>c</sup>,$millions,Civilian functions,2,83517
10450,r412,R&D and R&D plant budget authority -> 2021<sup>c</sup>,% distribution,Total,2,100.0
10450,r413,R&D and R&D plant budget authority -> 2021<sup>c</sup>,% distribution,National defense,2,48.4
10450,r414,R&D and R&D plant budget authority -> 2021<sup>c</sup>,% distribution,Civilian functions,2,51.6
10450,r415,R&D and R&D plant budget authority -> 2022<sup>c</sup>,$millions,Total,2,186765
10450,r416,R&D and R&D plant budget authority -> 2022<sup>c</sup>,$millions,National defense,2,85299
10450,r417,R&D and R&D plant budget authority -> 2022<sup>c</sup>,$millions,Civilian functions,2,101466
10450,r418,R&D and R&D plant budget authority -> 2022<sup>c</sup>,% distribution,Total,2,100.0
10450,r419,R&D and R&D plant budget authority -> 2022<sup>c</sup>,% distribution,National defense,2,45.7
10450,r420,R&D and R&D plant budget authority -> 2022<sup>c</sup>,% distribution,Civilian functions,2,54.3
10450,r421,R&D and R&D plant budget authority -> 2023 preliminary,$millions,Total,2,202043
10450,r422,R&D and R&D plant budget authority -> 2023 preliminary,$millions,National defense,2,99395
10450,r423,R&D and R&D plant budget authority -> 2023 preliminary,$millions,Civilian functions,2,102648
10450,r424,R&D and R&D plant budget authority -> 2023 preliminary,% distribution,Total,2,100.0
10450,r425,R&D and R&D plant budget authority -> 2023 preliminary,% distribution,National defense,2,49.2
10450,r426,R&D and R&D plant budget authority -> 2023 preliminary,% distribution,Civilian functions,2,50.8
10450,r427,R&D and R&D plant budget authority -> 2024 proposed,$millions,Total,2,209854
10450,r428,R&D and R&D plant budget authority -> 2024 proposed,$millions,National defense,2,102280
10450,r429,R&D and R&D plant budget authority -> 2024 proposed,$millions,Civilian functions,2,107574
10450,r430,R&D and R&D plant budget authority -> 2024 proposed,% distribution,Total,2,100.0
10450,r431,R&D and R&D plant budget authority -> 2024 proposed,% distribution,National defense,2,48.7
10450,r432,R&D and R&D plant budget authority -> 2024 proposed,% distribution,Civilian functions,2,51.3
