table_id,row_id,time_period,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_1,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_2,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_hierarchy_depth,value
8141,r092_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Personnel, training, and labor relations specialists"
8141,r093_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,721530
8141,r093_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other management-related occupations
8141,r094_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,73
8141,r094_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E precollege teachers
8141,r094_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,732510
8141,r094_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Pre-kindergarten and kindergarten
8141,r095_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,732520
8141,r095_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Elementary
8141,r096_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,732550
8141,r096_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Secondary - other subjects
8141,r097_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,732560
8141,r097_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Special education - primary and secondary
8141,r098_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,732570
8141,r098_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Teachers: Other precollegiate area
8141,r099_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,74
8141,r099_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E postsecondary teachers
8141,r099_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742720
8141,r099_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers: Art, drama, and music"
8141,r100_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742740
8141,r100_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Business commerce and marketing
8141,r101_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742790
8141,r101_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Education
8141,r102_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742810
8141,r102_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: English
8141,r103_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742820
8141,r103_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Foreign language
8141,r104_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742830
8141,r104_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: History
8141,r105_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742880
8141,r105_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Physical education
8141,r106_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,742990
8141,r106_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other postsecondary fields
8141,r107_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,75
8141,r107_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Social services and related occupations
8141,r107_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,750400
8141,r107_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Clergy and other religious workers
8141,r108_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,750700
8141,r108_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Counselors, educational, vocational, mental health, and substance abuse"
8141,r109_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,752400
8141,r109_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Social workers
8141,r110_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,76
8141,r110_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Sales and marketing occupations
8141,r110_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,762000
8141,r110_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Insurance, securities, real estate, and business services"
8141,r111_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,762010
8141,r111_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Sales occupations, commodities, except retail"
8141,r112_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,762020
8141,r112_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Sales occupations, retail"
8141,r113_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,762030
8141,r113_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other marketing and sales occupations
8141,r114_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,77
8141,r114_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,"Art, humanities and related occupations"
8141,r114_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,770100
8141,r114_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Writers, editors, public relations specialists, artists, entertainers, and broadcasters"
8141,r115_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,772330
8141,r115_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Historians
8141,r116_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,78
8141,r116_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Other non-S&E occupations
8141,r116_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,780310
8141,r116_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Accounting clerks, and bookkeepers"
8141,r117_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,780320
8141,r117_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Secretaries, receptionists, and typists"
8141,r118_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,780330
8141,r118_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other administrative occupations
8141,r119_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,781100
8141,r119_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Farmers, foresters, and fishermen"
8141,r120_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,781200
8141,r120_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Lawyers and judges
8141,r121_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,781300
8141,r121_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Librarians, archivists, and curators"
8141,r122_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,782210
8141,r122_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Food preparation and service occupations
8141,r123_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,782220
8141,r123_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Protective services
8141,r124_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,782230
8141,r124_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Other service occupations, except health"
8141,r125_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,783000
8141,r125_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other teachers and instructors
8141,r126_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,784010
8141,r126_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Construction and extraction occupations
8141,r127_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,784020
8141,r127_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Installation, maintenance, and repair occupations"
8141,r128_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,784030
8141,r128_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Precision/ production occupations
8141,r129_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,784050
8141,r129_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Transportation and material moving occupations
8141,r130_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,785000
8141,r130_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other occupations
