table_id,row_id,_b_type_of_position_sex_and_degree_field_b_full_path,_b_type_of_position_sex_and_degree_field_b_level_1,_b_type_of_position_sex_and_degree_field_b_level_2,_b_type_of_position_sex_and_degree_field_b_level_3,_b_type_of_position_sex_and_degree_field_b_level_4,_b_type_of_position_sex_and_degree_field_b_level_5,_b_type_of_position_sex_and_degree_field_b_hierarchy_depth,field_2003,field_2006,field_2008,field_2010,field_2013,field_2015,field_2017,field_2019,field_2021
9330,r112,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Mathematics and statistics",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Mathematics and statistics,5,0.3,0.8,0.4,0.6,0.3,0.4,0.5,0.6,0.4
9330,r113,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Computer and information sciences",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Computer and information sciences,5,0.1,0.1,0.2,0.2,0.2,0.3,s,0.2,0.2
9330,r114,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Life sciences",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Life sciences,5,5.7,6.7,5.5,6.6,6.6,5.8,5.6,5.3,5.2
9330,r115,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Psychology",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Psychology,5,0.4,0.5,0.4,0.4,0.2,0.3,0.2,0.3,0.3
9330,r116,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Social sciences",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Social sciences,5,0.3,0.4,0.1,0.4,0.2,0.2,0.2,0.1,0.3
9330,r117,"All positions -> Postdoctorates -> Both sexes, all fields -> Male, all fields -> Engineering",All positions,Postdoctorates,"Both sexes, all fields","Male, all fields",Engineering,5,0.9,2.4,1.7,2.2,1.8,1.7,1.8,1.7,2.2
9330,r118,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",,4,6.0,9.5,7.0,8.9,8.2,8.2,7.5,7.8,8.3
9330,r119,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Physical sciences",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Physical sciences,5,0.5,1.0,0.8,1.2,1.2,1.0,0.9,1.0,1.3
9330,r120,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Mathematics and statistics",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Mathematics and statistics,5,0.2,0.2,0.1,0.1,0.1,0.1,s,0.1,0.2
9330,r121,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Computer and information sciences",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Computer and information sciences,5,0.0,0.0,s,0.1,s,0.1,s,s,s
9330,r122,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Life sciences",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Life sciences,5,4.3,6.1,4.8,5.6,5.2,5.8,5.0,5.2,5.1
9330,r123,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Psychology",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Psychology,5,0.5,1.1,0.6,0.7,0.8,0.5,0.4,0.5,0.4
9330,r124,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Social sciences",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Social sciences,5,0.2,0.5,0.2,0.5,0.2,0.2,0.4,0.4,0.5
9330,r125,"All positions -> Postdoctorates -> Both sexes, all fields -> Female, all fields -> Engineering",All positions,Postdoctorates,"Both sexes, all fields","Female, all fields",Engineering,5,0.2,0.6,0.4,0.8,0.6,0.5,0.7,0.6,0.8
9330,r126,All positions -> Part-time positions<sup>d</sup>,All positions,Part-time positions<sup>d</sup>,,,,2,,,,,,,,,
9330,r127,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",,,3,13.3,15.7,15.6,17.0,18.5,19.8,20.5,19.3,18.3
9330,r128,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Physical sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Physical sciences,,4,1.1,1.5,1.6,2.0,2.5,2.8,2.6,2.2,2.1
9330,r129,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Mathematics and statistics",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Mathematics and statistics,,4,0.9,1.2,1.0,1.1,1.1,1.2,1.5,1.4,1.2
9330,r130,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Computer and information sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Computer and information sciences,,4,0.2,0.1,0.1,0.3,0.3,0.3,0.3,0.4,0.4
9330,r131,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Life sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Life sciences,,4,4.0,4.4,4.3,4.6,5.2,5.2,5.7,5.7,5.3
9330,r132,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Psychology",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Psychology,,4,3.2,3.6,3.7,3.8,4.2,4.1,3.6,3.2,3.4
9330,r133,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Social sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Social sciences,,4,3.1,3.7,4.0,4.0,4.2,4.4,5.4,4.6,4.5
9330,r134,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Engineering",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields",Engineering,,4,0.8,1.1,0.9,1.2,1.1,1.8,1.6,1.7,1.3
9330,r135,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",,4,6.1,7.6,7.0,7.6,8.0,9.5,9.7,8.8,8.4
9330,r136,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Physical sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Physical sciences,5,0.7,1.1,1.1,1.3,1.7,1.9,1.7,1.1,1.2
9330,r137,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Mathematics and statistics",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Mathematics and statistics,5,0.6,0.9,0.6,0.7,0.7,0.8,0.8,1.0,0.8
9330,r138,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Computer and information sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Computer and information sciences,5,0.2,0.1,s,0.2,s,0.2,0.2,0.2,0.3
9330,r139,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Life sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Life sciences,5,1.3,1.5,1.4,1.8,1.6,1.6,1.6,1.9,1.8
9330,r140,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Psychology",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Psychology,5,0.8,0.9,1.0,1.0,1.2,1.3,1.1,0.9,1.1
9330,r141,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Social sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Social sciences,5,1.7,2.2,2.3,1.8,2.0,2.4,3.1,2.4,2.4
9330,r142,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Male, all fields -> Engineering",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Male, all fields",Engineering,5,0.7,1.0,0.6,0.8,0.6,1.3,1.2,1.2,0.9
9330,r143,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",,4,7.3,8.1,8.6,9.4,10.5,10.3,10.8,10.5,9.9
9330,r144,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Physical sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Physical sciences,5,0.4,0.5,0.5,0.7,0.8,1.0,0.8,1.1,0.9
9330,r145,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Mathematics and statistics",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Mathematics and statistics,5,0.2,0.3,0.4,0.4,0.4,0.4,0.7,0.4,0.4
9330,r146,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Computer and information sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Computer and information sciences,5,0.1,0.0,s,0.1,0.1,0.1,0.1,0.2,0.1
9330,r147,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Life sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Life sciences,5,2.7,3.0,2.9,2.9,3.6,3.5,4.0,3.8,3.6
9330,r148,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Psychology",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Psychology,5,2.4,2.8,2.7,2.8,3.0,2.8,2.5,2.3,2.4
9330,r149,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Social sciences",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Social sciences,5,1.4,1.5,1.7,2.2,2.2,2.0,2.3,2.3,2.1
9330,r150,"All positions -> Part-time positions<sup>d</sup> -> Both sexes, all fields -> Female, all fields -> Engineering",All positions,Part-time positions<sup>d</sup>,"Both sexes, all fields","Female, all fields",Engineering,5,0.1,0.1,0.3,0.3,0.5,0.4,0.4,0.5,0.4
