table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_utility_patents_very_important,field_utility_patents_somewhat_important,field_utility_patents_not_important,field_design_patents_very_important,field_design_patents_somewhat_important,field_design_patents_not_important,field_trademarks_very_important,field_trademarks_somewhat_important,field_trademarks_not_important,field_copyrights_very_important,field_copyrights_somewhat_important,field_copyrights_not_important,field_trade_secrets_very_important,field_trade_secrets_somewhat_important,field_trade_secrets_not_important,field_mask_works_very_important,field_mask_works_somewhat_important,field_mask_works_not_important
8861,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['21.7', '  ']","['19.9', '  ']","['58.4', '  ']","['15.2', '  ']","['21.0', '  ']","['63.8', '  ']","['46.1', '  ']","['32.4', '  ']","['21.5', '  ']","['38.9', '  ']","['31.1', '  ']","['30.0', '  ']","['49.0', '  ']","['25.4', '  ']","['25.7', '  ']","['5.4', '  ']","['8.3', '  ']","['86.3', '  ']"
8861,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['22.9', '  ']","['17.2', '  ']","['59.9', '  ']","['17.3', '  ']","['16.0', '  ']","['66.7', '  ']","['47.1', '  ']","['35.5', '  ']","['17.4', '  ']","['41.7', '  ']","['33.3', '  ']","['25.0', '  ']","['57.1', '  ']","['23.4', '  ']","['19.5', '  ']","['7.4', '  ']","['6.7', '  ']","['85.9', '  ']"
8861,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['25.0', ' ']","['0.0', '  ']","['75.0', '  ']","['20.0', '  ']","['20.0', '  ']","['60.0', '  ']","['50.0', '  ']","['25.0', '  ']","['25.0', '  ']","['50.0', '  ']","['25.0', '  ']","['25.0', '  ']","['25.0', '  ']","['25.0', '  ']","['50.0', '  ']","['0.0', '  ']","['0.0', '  ']","['100.0', '  ']"
8861,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['22.7', '  ']","['17.5', '  ']","['59.7', '  ']","['17.1', '  ']","['15.8', '  ']","['67.1', '  ']","['47.4', '  ']","['35.5', '  ']","['17.1', '  ']","['41.8', '  ']","['33.3', '  ']","['24.8', '  ']","['57.9', '  ']","['23.0', '  ']","['19.1', '  ']","['7.5', '  ']","['6.8', '  ']","['85.6', '  ']"
8861,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['21.4', '  ']","['21.4', '  ']","['57.1', '  ']","['14.3', '  ']","['21.4', '  ']","['64.3', '  ']","['33.3', '  ']","['26.7', '  ']","['40.0', '  ']","['14.3', '  ']","['35.7', '  ']","['50.0', '  ']","['33.3', '  ']","['40.0', '  ']","['26.7', '  ']","['6.7', '  ']","['13.3', '  ']","['80.0', '  ']"
8861,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['20.8', '  ']","['22.9', '  ']","['56.3', '  ']","['13.3', '  ']","['26.6', '  ']","['60.1', '  ']","['46.6', '  ']","['30.4', '  ']","['23.0', '  ']","['38.8', '  ']","['29.9', '  ']","['31.3', '  ']","['46.2', '  ']","['28.0', '  ']","['25.9', '  ']","['4.2', '  ']","['9.2', '  ']","['86.6', '  ']"
8861,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['22.9', '  ']","['20.0', '  ']","['57.1', '  ']","['15.2', '  ']","['21.2', '  ']","['63.6', '  ']","['45.7', '  ']","['28.6', '  ']","['25.7', '  ']","['36.1', '  ']","['25.0', '  ']","['38.9', '  ']","['27.8', '  ']","['19.4', '  ']","['52.8', '  ']","['2.9', '  ']","['14.3', '  ']","['82.9', '  ']"
8861,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20.0', '  ']","['15.0', '  ']","['65.0', '  ']","['10.5', '  ']","['10.5', '  ']","['78.9', '  ']","['42.1', '  ']","['21.1', '  ']","['36.8', '  ']","['22.2', '  ']","['22.2', '  ']","['55.6', '  ']","['36.8', '  ']","['15.8', '  ']","['47.4', '  ']","['5.3', '  ']","['5.3', '  ']","['89.5', '  ']"
8861,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['16.7', '  ']","['16.7', '  ']","['66.7', '  ']","['16.7', '  ']","['33.3', '  ']","['50.0', '  ']","['42.9', '  ']","['28.6', '  ']","['28.6', '  ']","['28.6', '  ']","['28.6', '  ']","['42.9', '  ']","['33.3', '  ']","['16.7', '  ']","['50.0', '  ']","['16.7', '  ']","['0.0', '  ']","['83.3', '  ']"
8861,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['33.3', '  ']","['0.0', '  ']","['66.7', ' ']","['33.3', '  ']","['33.3', ' ']","['33.3', '  ']","['50.0', ' ']","['25.0', '  ']","['25.0', ' ']","['33.3', '  ']","['33.3', '  ']","['33.3', ' ']","['33.3', ' ']","['33.3', ' ']","['33.3', '  ']","['33.3', '  ']","['0.0', '  ']","['66.7', ' ']"
8861,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['20.0', '  ']","['20.0', '  ']","['60.0', '  ']","['16.7', '  ']","['33.3', '  ']","['50.0', '  ']","['40.0', '  ']","['40.0', '  ']","['20.0', '  ']","['25.0', '  ']","['25.0', '  ']","['50.0', '  ']","['20.0', '  ']","['20.0', '  ']","['60.0', '  ']","['20.0', '  ']","['0.0', '  ']","['80.0', '  ']"
8861,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['22.6', '  ']","['18.3', '  ']","['59.1', '  ']","['11.9', '  ']","['18.7', '  ']","['69.5', '  ']","['23.7', '  ']","['32.0', '  ']","['44.3', '  ']","['22.3', '  ']","['29.1', '  ']","['48.6', '  ']","['41.7', '  ']","['22.6', '  ']","['35.7', '  ']","['4.4', '  ']","['9.1', '  ']","['86.5', '  ']"
8861,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['17.6', '  ']","['16.0', '  ']","['66.4', '  ']","['12.9', '  ']","['18.5', '  ']","['68.5', '  ']","['14.6', '  ']","['25.2', '  ']","['60.2', '  ']","['18.5', '  ']","['24.2', '  ']","['57.3', '  ']","['32.3', '  ']","['28.2', '  ']","['39.5', '  ']","['5.6', '  ']","['9.7', '  ']","['84.7', '  ']"
8861,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14.8', '  ']","['21.8', '  ']","['63.4', '  ']","['9.7', '  ']","['19.4', '  ']","['70.9', '  ']","['30.7', '  ']","['36.1', '  ']","['33.2', '  ']","['28.3', '  ']","['32.5', '  ']","['39.2', '  ']","['42.5', '  ']","['26.7', '  ']","['30.8', '  ']","['3.4', '  ']","['10.9', '  ']","['85.7', '  ']"
8861,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['46.8', '  ']","['17.9', '  ']","['35.3', '  ']","['18.2', '  ']","['20.8', '  ']","['61.0', '  ']","['26.9', '  ']","['34.6', '  ']","['38.5', '  ']","['24.0', '  ']","['29.2', '  ']","['46.8', '  ']","['58.2', '  ']","['19.6', '  ']","['22.2', '  ']","['6.6', ' ']","['9.9', ' ']","['83.6', '  ']"
8861,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['63.6', ' ']","['9.1', '  ']","['27.3', ' ']","['50.0', ' ']","['10.0', '  ']","['40.0', ' ']","['50.0', ' ']","['20.0', '  ']","['30.0', ' ']","['45.5', ' ']","['18.2', ' ']","['36.4', ' ']","['63.6', ' ']","['18.2', ' ']","['18.2', ' ']","['30.0', ' ']","['10.0', ' ']","['60.0', '  ']"
8861,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['52.9', '  ']","['20.6', '  ']","['26.5', '  ']","['18.2', '  ']","['21.2', '  ']","['60.6', '  ']","['28.1', '  ']","['40.6', '  ']","['31.3', '  ']","['24.2', '  ']","['30.3', '  ']","['45.5', '  ']","['61.8', '  ']","['20.6', '  ']","['17.6', '  ']","['3.1', ' ']","['12.5', '  ']","['84.4', '  ']"
8861,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['43.9', '  ']","['18.4', '  ']","['37.7', '  ']","['16.2', '  ']","['21.6', '  ']","['62.2', '  ']","['24.8', '  ']","['34.5', ' ']","['40.7', '  ']","['22.1', '  ']","['30.1', '  ']","['47.8', '  ']","['56.3', '  ']","['19.6', '  ']","['24.1', '  ']","['5.4', '  ']","['9.9', ' ']","['84.7', '  ']"
8861,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['0.0', '  ']","['33.3', '  ']","['66.7', '  ']","['25.0', '  ']","['25.0', '  ']","['50.0', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['25.0', '  ']","['50.0', '  ']","['25.0', '  ']","['0.0', '  ']","['33.3', '  ']","['66.7', '  ']"
8861,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['11.4', '  ']","['14.3', '  ']","['74.3', '  ']","['7.6', '  ']","['14.3', '  ']","['78.1', '  ']","['14.3', '  ']","['26.7', '  ']","['59.0', '  ']","['10.5', '  ']","['27.6', '  ']","['61.9', '  ']","['25.7', '  ']","['12.4', '  ']","['61.9', '  ']","['2.9', '  ']","['4.8', '  ']","['92.3', '  ']"
8861,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['8.5', '  ']","['5.1', '  ']","['86.4', '  ']","['3.4', '  ']","['6.8', '  ']","['89.8', '  ']","['8.6', '  ']","['6.9', '  ']","['84.5', '  ']","['6.9', '  ']","['6.9', '  ']","['86.2', '  ']","['12.1', '  ']","['5.2', '  ']","['82.8', '  ']","['1.7', '  ']","['3.4', '  ']","['94.8', '  ']"
8861,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['8.0', '  ']","['16.1', '  ']","['75.9', '  ']","['6.3', '  ']","['16.2', '  ']","['77.5', '  ']","['24.3', '  ']","['52.3', '  ']","['23.4', '  ']","['9.0', '  ']","['18.9', '  ']","['72.1', '  ']","['22.5', '  ']","['20.7', '  ']","['56.8', '  ']","['1.8', '  ']","['5.4', '  ']","['92.8', '  ']"
8861,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['25.4', '  ']","['18.5', '  ']","['56.1', '  ']","['15.5', '  ']","['21.2', '  ']","['63.3', '  ']","['33.6', '  ']","['29.0', '  ']","['37.3', '  ']","['23.0', '  ']","['27.3', '  ']","['49.7', '  ']","['44.7', '  ']","['23.3', '  ']","['32.1', '  ']","['4.6', '  ']","['8.9', '  ']","['86.5', '  ']"
8861,r075,All companies (number of domestic employees) -> Small companies<sup>a</sup>,All companies (number of domestic employees),Small companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8861,r076,All companies (number of domestic employees) -> Small companies<sup>a</sup> -> 10&#8211;19,All companies (number of domestic employees),Small companies<sup>a</sup>,10&#8211;19,,,3,–,"['31.2', '  ']","['17.8', '  ']","['51.0', '  ']","['17.2', '  ']","['17.7', '  ']","['65.1', '  ']","['32.7', '  ']","['30.9', '  ']","['36.5', '  ']","['25.4', '  ']","['27.2', '  ']","['47.4', '  ']","['48.2', '  ']","['28.3', '  ']","['23.5', '  ']","['6.6', '  ']","['7.7', '  ']","['85.7', '  ']"
8861,r077,All companies (number of domestic employees) -> Small companies<sup>a</sup> -> 20&#8211;49,All companies (number of domestic employees),Small companies<sup>a</sup>,20&#8211;49,,,3,–,"['20.3', '  ']","['20.0', '  ']","['59.7', '  ']","['14.3', '  ']","['18.7', '  ']","['66.9', '  ']","['32.3', '  ']","['26.7', '  ']","['41.0', '  ']","['22.7', '  ']","['27.4', '  ']","['49.9', '  ']","['46.6', '  ']","['19.3', '  ']","['34.1', '  ']","['4.5', '  ']","['7.9', '  ']","['87.7', '  ']"
8861,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8861,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['20.3', '  ']","['14.6', '  ']","['65.1', '  ']","['11.9', '  ']","['19.1', '  ']","['69.0', '  ']","['23.0', '  ']","['33.0', '  ']","['44.0', '  ']","['15.6', '  ']","['24.7', '  ']","['59.7', '  ']","['36.6', '  ']","['21.1', '  ']","['42.2', '  ']","['2.9', '  ']","['8.2', '  ']","['88.9', '  ']"
8861,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['24.3', '  ']","['17.9', '  ']","['57.7', '  ']","['15.3', '  ']","['25.5', '  ']","['59.2', '  ']","['36.7', '  ']","['27.3', '  ']","['36.0', '  ']","['24.8', '  ']","['23.5', '  ']","['51.7', '  ']","['42.1', '  ']","['24.8', '  ']","['33.0', '  ']","['5.4', '  ']","['10.3', '  ']","['84.3', '  ']"
8861,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8861,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['28.1', '  ']","['23.0', '  ']","['49.0', '  ']","['16.4', '  ']","['27.2', '  ']","['56.4', '  ']","['37.4', '  ']","['32.8', '  ']","['29.7', '  ']","['23.7', '  ']","['34.0', '  ']","['42.3', '  ']","['42.8', '  ']","['29.4', '  ']","['27.8', '  ']","['3.1', '  ']","['9.8', '  ']","['87.0', '  ']"
8861,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['30.6', '  ']","['22.5', '  ']","['46.8', '  ']","['18.0', '  ']","['27.9', '  ']","['54.1', '  ']","['41.4', '  ']","['30.6', '  ']","['27.9', '  ']","['24.3', '  ']","['33.3', '  ']","['42.3', '  ']","['45.9', '  ']","['27.9', '  ']","['26.1', '  ']","['5.5', '  ']","['12.8', '  ']","['81.7', '  ']"
8861,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['47.3', '  ']","['19.6', '  ']","['33.0', '  ']","['24.8', '  ']","['27.4', '  ']","['47.8', '  ']","['54.9', '  ']","['26.5', '  ']","['18.6', '  ']","['33.0', '  ']","['33.9', '  ']","['33.0', '  ']","['54.1', '  ']","['25.2', '  ']","['20.7', '  ']","['7.1', '  ']","['14.3', '  ']","['78.6', '  ']"
8861,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['56.5', '  ']","['21.7', '  ']","['21.7', '  ']","['30.4', '  ']","['30.4', '  ']","['39.1', '  ']","['63.6', '  ']","['22.7', '  ']","['13.6', '  ']","['30.4', '  ']","['43.5', '  ']","['26.1', '  ']","['56.5', '  ']","['26.1', '  ']","['17.4', '  ']","['8.7', '  ']","['17.4', '  ']","['73.9', '  ']"
8861,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['58.8', '  ']","['17.6', '  ']","['23.5', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['70.6', '  ']","['17.6', '  ']","['11.8', '  ']","['41.2', '  ']","['35.3', '  ']","['23.5', '  ']","['66.7', '  ']","['16.7', '  ']","['16.7', '  ']","['5.9', '  ']","['11.8', '  ']","['82.4', '  ']"
8861,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['58.3', '  ']","['16.7', '  ']","['25.0', '  ']","['33.3', '  ']","['33.3', '  ']","['33.3', '  ']","['75.0', '  ']","['8.3', '  ']","['16.7', '  ']","['45.5', '  ']","['36.4', '  ']","['18.2', '  ']","['66.7', '  ']","['16.7', '  ']","['16.7', '  ']","['8.3', '  ']","['16.7', '  ']","['75.0', '  ']"
