table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_business_or_industry_total,field_business_or_industry_for_profit_business_or_industry,field_business_or_industry_nonprofit_business_or_industry,field_business_or_industry_self_employed_not_incorporated,field_education_total,field_education_4_year_educational_institutiona,field_education_2_year_college_or_precollege_educational_institution,field_government_total,field_government_federal_government,field_government_state_or_local_government
5583,r130,All degrees -> Doctorate -> S&E fields -> Physical and related sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,,4,199000,111000,93000,13000,4000,69000,63000,6000,19000,18000,2000
5583,r131,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Doctorate,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,92000,59000,52000,5000,2000,26000,22000,4000,8000,7000,
5583,r132,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Doctorate,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,27000,9000,8000,S,0.05,14000,13000,S,3000,3000,0.05
5583,r133,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Doctorate,S&E fields,Physical and related sciences,Physics and astronomy,5,79000,41000,33000,S,2000,29000,28000,1000,8000,7000,S
5583,r134,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,Other physical sciences,5,2000,2000,S,,,,,,,,
5583,r135,All degrees -> Doctorate -> S&E fields -> Social and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,,4,335000,133000,65000,33000,35000,171000,146000,26000,30000,18000,12000
5583,r136,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Economics,All degrees,Doctorate,S&E fields,Social and related sciences,Economics,5,41000,21000,12000,6000,3000,18000,17000,S,3000,2000,1000
5583,r137,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Political and related sciences,5,39000,10000,2000,7000,S,26000,23000,S,3000,1000,S
5583,r138,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Psychology,All degrees,Doctorate,S&E fields,Social and related sciences,Psychology,5,164000,81000,39000,13000,28000,65000,51000,14000,17000,13000,5000
5583,r139,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Doctorate,S&E fields,Social and related sciences,Sociology and anthropology,5,50000,12000,6000,5000,1000,36000,30000,5000,3000,1000,S
5583,r140,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Other social sciences,5,40000,9000,5000,S,S,27000,24000,3000,S,0.05,S
5583,r141,All degrees -> Doctorate -> S&E fields -> Engineering,All degrees,Doctorate,S&E fields,Engineering,,4,233000,146000,132000,7000,7000,63000,61000,2000,23000,18000,6000
5583,r142,"All degrees -> Doctorate -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Doctorate,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,9000,4000,4000,,,3000,3000,,2000,2000,
5583,r143,All degrees -> Doctorate -> S&E fields -> Engineering -> Chemical engineering,All degrees,Doctorate,S&E fields,Engineering,Chemical engineering,5,30000,21000,18000,0.05,,7000,7000,0.05,2000,,
5583,r144,All degrees -> Doctorate -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Doctorate,S&E fields,Engineering,Civil and architectural engineering,5,21000,8000,8000,,,11000,10000,,2000,1000,2000
5583,r145,All degrees -> Doctorate -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Doctorate,S&E fields,Engineering,Electrical and computer engineering,5,68000,50000,46000,3000,0.05,13000,12000,0.05,6000,6000,
5583,r146,All degrees -> Doctorate -> S&E fields -> Engineering -> Industrial engineering,All degrees,Doctorate,S&E fields,Engineering,Industrial engineering,5,10000,8000,8000,,,1000,1000,,,,
5583,r147,All degrees -> Doctorate -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Doctorate,S&E fields,Engineering,Mechanical engineering,5,28000,18000,17000,,S,9000,9000,0.05,1000,1000,
5583,r148,All degrees -> Doctorate -> S&E fields -> Engineering -> Other engineering,All degrees,Doctorate,S&E fields,Engineering,Other engineering,5,66000,38000,31000,3000,3000,19000,19000,,8000,5000,S
5583,r149,All degrees -> Doctorate -> S&E-related fields,All degrees,Doctorate,S&E-related fields,,,3,305000,207000,137000,63000,8000,78000,65000,13000,20000,12000,8000
5583,r150,All degrees -> Doctorate -> S&E-related fields -> Health,All degrees,Doctorate,S&E-related fields,Health,,4,283000,199000,130000,62000,7000,65000,55000,10000,19000,11000,8000
5583,r151,All degrees -> Doctorate -> S&E-related fields -> Science and mathematics teacher education,All degrees,Doctorate,S&E-related fields,Science and mathematics teacher education,,4,11000,,,,,9000,7000,2000,,,
5583,r152,All degrees -> Doctorate -> S&E-related fields -> Technology and technical fields,All degrees,Doctorate,S&E-related fields,Technology and technical fields,,4,9000,6000,6000,,,2000,2000,,,,
5583,r153,All degrees -> Doctorate -> S&E-related fields -> Other S&E-related fields,All degrees,Doctorate,S&E-related fields,Other S&E-related fields,,4,3000,1000,1000,,,2000,2000,,,,
5583,r154,All degrees -> Doctorate -> Non-S&E fields,All degrees,Doctorate,Non-S&E fields,,,3,546000,175000,64000,84000,27000,350000,221000,129000,21000,6000,S
5583,r155,All degrees -> Doctorate -> Non-S&E fields -> Management and administration fields,All degrees,Doctorate,Non-S&E fields,Management and administration fields,,4,58000,16000,8000,,S,39000,23000,,4000,S,
5583,r156,"All degrees -> Doctorate -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Doctorate,Non-S&E fields,"Education, except science and math teacher education",,4,159000,29000,5000,17000,6000,126000,55000,71000,S,,S
5583,r157,All degrees -> Doctorate -> Non-S&E fields -> Social service and related fields,All degrees,Doctorate,Non-S&E fields,Social service and related fields,,4,90000,52000,7000,44000,,31000,25000,7000,,,
5583,r158,All degrees -> Doctorate -> Non-S&E fields -> Sales and marketing fields,All degrees,Doctorate,Non-S&E fields,Sales and marketing fields,,4,4000,,,,,4000,4000,,,,
5583,r159,All degrees -> Doctorate -> Non-S&E fields -> Art and humanities fields,All degrees,Doctorate,Non-S&E fields,Art and humanities fields,,4,167000,42000,15000,13000,14000,122000,90000,33000,S,,
5583,r160,All degrees -> Doctorate -> Non-S&E fields -> Other non-S&E fields,All degrees,Doctorate,Non-S&E fields,Other non-S&E fields,,4,67000,37000,29000,S,,27000,25000,S,3000,1000,
5583,r161,All degrees -> Professional,All degrees,Professional,,,,2,2903000,2182000,1516000,352000,314000,302000,242000,61000,418000,189000,230000
5583,r162,All degrees -> Professional -> S&E fields,All degrees,Professional,S&E fields,,,3,42000,23000,11000,4000,8000,15000,7000,S,4000,S,2000
5583,r163,All degrees -> Professional -> S&E-related fields,All degrees,Professional,S&E-related fields,,,3,1433000,1147000,767000,264000,117000,201000,190000,10000,85000,57000,28000
5583,r164,All degrees -> Professional -> Non-S&E fields,All degrees,Professional,Non-S&E fields,,,3,1428000,1012000,738000,84000,190000,87000,44000,43000,329000,130000,200000
