table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
11221,r283,All states and outlying areas -> Illinois -> Lewis and Clark Community C.,All states and outlying areas,Illinois,Lewis and Clark Community C.,3,100,100,0,0,0,0
11221,r284,All states and outlying areas -> Illinois -> Lewis U.,All states and outlying areas,Illinois,Lewis U.,3,2620,579,0,0,2041,0
11221,r285,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,24895,22835,168,0,1892,0
11221,r286,"All states and outlying areas -> Illinois -> Midwestern U., Downers Grove",All states and outlying areas,Illinois,"Midwestern U., Downers Grove",3,1341,1341,0,0,0,0
11221,r287,All states and outlying areas -> Illinois -> Moraine Valley Community C.,All states and outlying areas,Illinois,Moraine Valley Community C.,3,86,17,0,0,69,0
11221,r288,All states and outlying areas -> Illinois -> National Louis U.,All states and outlying areas,Illinois,National Louis U.,3,659,26,0,0,633,0
11221,r289,All states and outlying areas -> Illinois -> North Central C.,All states and outlying areas,Illinois,North Central C.,3,1320,757,0,0,563,0
11221,r290,All states and outlying areas -> Illinois -> North Park U.,All states and outlying areas,Illinois,North Park U.,3,34,34,0,0,0,0
11221,r291,All states and outlying areas -> Illinois -> Northeastern Illinois U.,All states and outlying areas,Illinois,Northeastern Illinois U.,3,3847,2461,0,0,1387,0
11221,r292,All states and outlying areas -> Illinois -> Northern Illinois U.,All states and outlying areas,Illinois,Northern Illinois U.,3,5785,4648,0,0,1127,11
11221,r293,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,562562,534700,697,0,21413,5753
11221,r294,All states and outlying areas -> Illinois -> Quincy U.,All states and outlying areas,Illinois,Quincy U.,3,92,23,0,0,69,0
11221,r295,All states and outlying areas -> Illinois -> Rosalind Franklin U. Medicine and Science,All states and outlying areas,Illinois,Rosalind Franklin U. Medicine and Science,3,5120,5063,0,0,57,0
11221,r296,All states and outlying areas -> Illinois -> Rush U.,All states and outlying areas,Illinois,Rush U.,3,81437,79532,0,0,1905,0
11221,r297,All states and outlying areas -> Illinois -> Saint Augustine C.,All states and outlying areas,Illinois,Saint Augustine C.,3,350,350,0,0,0,0
11221,r298,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,13682,8841,0,0,4841,0
11221,r299,"All states and outlying areas -> Illinois -> Southern Illinois U., Edwardsville",All states and outlying areas,Illinois,"Southern Illinois U., Edwardsville",3,6873,2246,0,0,4628,0
11221,r300,"All states and outlying areas -> Illinois -> Southern Illinois U., System Office",All states and outlying areas,Illinois,"Southern Illinois U., System Office",3,1215,1155,0,0,30,30
11221,r301,"All states and outlying areas -> Illinois -> Toyota Technological Institute, Chicago",All states and outlying areas,Illinois,"Toyota Technological Institute, Chicago",3,2168,2168,0,0,0,0
11221,r302,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,354973,328234,13171,0,12222,1346
11221,r303,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,197417,187288,4080,0,6042,7
11221,r304,"All states and outlying areas -> Illinois -> U. Illinois, University Administration",All states and outlying areas,Illinois,"U. Illinois, University Administration",3,58860,46286,0,0,0,12574
11221,r305,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,282538,269871,390,0,5351,6926
11221,r306,"All states and outlying areas -> Illinois -> Wheaton C., Wheaton",All states and outlying areas,Illinois,"Wheaton C., Wheaton",3,96,96,0,0,0,0
11221,r307,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,679480,636450,689,321,18208,23812
11221,r308,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,6316,5555,184,0,577,0
11221,r309,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,923,923,0,0,0,0
11221,r310,All states and outlying areas -> Indiana -> Earlham C.,All states and outlying areas,Indiana,Earlham C.,3,747,187,0,0,560,0
11221,r311,All states and outlying areas -> Indiana -> Indiana State U.,All states and outlying areas,Indiana,Indiana State U.,3,633,590,0,0,43,0
11221,r312,All states and outlying areas -> Indiana -> Indiana U.,All states and outlying areas,Indiana,Indiana U.,3,18659,18567,0,0,62,30
11221,r313,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,77465,72853,0,0,3052,1560
11221,r314,"All states and outlying areas -> Indiana -> Indiana U.-Purdue U., Indianapolis",All states and outlying areas,Indiana,"Indiana U.-Purdue U., Indianapolis",3,232461,227002,0,0,5459,0
11221,r315,All states and outlying areas -> Indiana -> Indiana Wesleyan U.,All states and outlying areas,Indiana,Indiana Wesleyan U.,3,2132,394,0,0,1738,0
11221,r316,"All states and outlying areas -> Indiana -> Ivy Tech Community C., central office",All states and outlying areas,Indiana,"Ivy Tech Community C., central office",3,238,119,0,0,119,0
11221,r317,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,251896,223435,16,321,6154,21969
11221,r318,"All states and outlying areas -> Indiana -> Saint Mary's C., Notre Dame",All states and outlying areas,Indiana,"Saint Mary's C., Notre Dame",3,16,16,0,0,0,0
11221,r319,All states and outlying areas -> Indiana -> U. Indianapolis,All states and outlying areas,Indiana,U. Indianapolis,3,1459,1459,0,0,0,0
11221,r320,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,85174,84191,287,0,443,253
11221,r321,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,893,691,202,0,0,0
11221,r322,All states and outlying areas -> Indiana -> Wabash C.,All states and outlying areas,Indiana,Wabash C.,3,467,467,0,0,0,0
11221,r323,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,472468,417612,9598,0,22478,22780
11221,r324,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,719,457,262,0,0,0
11221,r325,All states and outlying areas -> Iowa -> Cornell C.,All states and outlying areas,Iowa,Cornell C.,3,400,400,0,0,0,0
11221,r326,All states and outlying areas -> Iowa -> Des Moines U.,All states and outlying areas,Iowa,Des Moines U.,3,57,57,0,0,0,0
11221,r327,All states and outlying areas -> Iowa -> Dordt U.,All states and outlying areas,Iowa,Dordt U.,3,351,351,0,0,0,0
11221,r328,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,16,16,0,0,0,0
11221,r329,All states and outlying areas -> Iowa -> Grand View U.,All states and outlying areas,Iowa,Grand View U.,3,87,80,0,0,7,0
11221,r330,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,3839,2939,900,0,0,0
11221,r331,All states and outlying areas -> Iowa -> Indian Hills Community C.,All states and outlying areas,Iowa,Indian Hills Community C.,3,989,247,0,0,742,0
11221,r332,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,126228,95471,0,0,7977,22780
11221,r333,All states and outlying areas -> Iowa -> Palmer C. Chiropractic,All states and outlying areas,Iowa,Palmer C. Chiropractic,3,1508,1508,0,0,0,0
11221,r334,All states and outlying areas -> Iowa -> U. Dubuque,All states and outlying areas,Iowa,U. Dubuque,3,748,187,0,0,561,0
11221,r335,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,336545,315446,8437,0,12662,0
11221,r336,All states and outlying areas -> Iowa -> U. Northern Iowa,All states and outlying areas,Iowa,U. Northern Iowa,3,980,451,0,0,529,0
11221,r337,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,287199,253924,1604,0,14488,17183
11221,r338,All states and outlying areas -> Kansas -> Fort Hays State U.,All states and outlying areas,Kansas,Fort Hays State U.,3,1579,50,0,0,1399,130
11221,r339,All states and outlying areas -> Kansas -> Haskell Indian Nations U.,All states and outlying areas,Kansas,Haskell Indian Nations U.,3,6004,6004,0,0,0,0
11221,r340,All states and outlying areas -> Kansas -> Johnson County Community C.,All states and outlying areas,Kansas,Johnson County Community C.,3,2044,883,0,0,1160,0
11221,r341,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,65881,52420,0,0,3970,9492
11221,r342,All states and outlying areas -> Kansas -> Newman U.,All states and outlying areas,Kansas,Newman U.,3,4094,4094,0,0,0,0
11221,r343,All states and outlying areas -> Kansas -> Pittsburg State U.,All states and outlying areas,Kansas,Pittsburg State U.,3,5883,3773,0,0,2110,0
11221,r344,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,153861,142207,998,0,4596,6061
11221,r345,All states and outlying areas -> Kansas -> U. Saint Mary,All states and outlying areas,Kansas,U. Saint Mary,3,669,13,0,0,656,0
11221,r346,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,47183,44479,606,0,597,1500
11221,r347,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,349323,306670,3247,0,22835,16572
11221,r348,All states and outlying areas -> Kentucky -> Bellarmine U.,All states and outlying areas,Kentucky,Bellarmine U.,3,808,16,0,0,792,0
11221,r349,All states and outlying areas -> Kentucky -> Berea C.,All states and outlying areas,Kentucky,Berea C.,3,737,0,0,0,737,0
11221,r350,All states and outlying areas -> Kentucky -> Centre C.,All states and outlying areas,Kentucky,Centre C.,3,120,120,0,0,0,0
11221,r351,All states and outlying areas -> Kentucky -> Eastern Kentucky U.,All states and outlying areas,Kentucky,Eastern Kentucky U.,3,720,720,0,0,0,0
11221,r352,All states and outlying areas -> Kentucky -> Georgetown C.,All states and outlying areas,Kentucky,Georgetown C.,3,978,978,0,0,0,0
11221,r353,All states and outlying areas -> Kentucky -> Kentucky Community and Technical C. System,All states and outlying areas,Kentucky,Kentucky Community and Technical C. System,3,4053,886,0,0,3167,0
11221,r354,All states and outlying areas -> Kentucky -> Kentucky State U.,All states and outlying areas,Kentucky,Kentucky State U.,3,13906,10898,0,0,1491,1517
11221,r355,All states and outlying areas -> Kentucky -> Lindsey Wilson C.,All states and outlying areas,Kentucky,Lindsey Wilson C.,3,75,1,0,0,73,0
11221,r356,All states and outlying areas -> Kentucky -> Morehead State U.,All states and outlying areas,Kentucky,Morehead State U.,3,1696,1696,0,0,0,0
11221,r357,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,1226,457,522,0,47,200
11221,r358,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,1396,649,0,0,746,0
11221,r359,All states and outlying areas -> Kentucky -> Spalding U.,All states and outlying areas,Kentucky,Spalding U.,3,1151,0,0,0,1151,0
11221,r360,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,240480,215325,1137,0,10178,13840
11221,r361,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,78884,73166,1588,0,3365,765
11221,r362,All states and outlying areas -> Kentucky -> U. Pikeville,All states and outlying areas,Kentucky,U. Pikeville,3,936,0,0,0,936,0
11221,r363,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,2158,1758,0,0,150,250
11221,r364,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,346387,298713,17017,0,17366,13290
11221,r365,All states and outlying areas -> Louisiana -> Dillard U.,All states and outlying areas,Louisiana,Dillard U.,3,1769,1066,0,0,453,250
11221,r366,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,151402,134735,758,0,6932,8976
11221,r367,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,7226,5218,49,0,1959,0
11221,r368,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,3539,3476,63,0,0,0
11221,r369,All states and outlying areas -> Louisiana -> Nicholls State U.,All states and outlying areas,Louisiana,Nicholls State U.,3,104,104,0,0,0,0
11221,r370,All states and outlying areas -> Louisiana -> Southeastern Louisiana U.,All states and outlying areas,Louisiana,Southeastern Louisiana U.,3,498,498,0,0,0,0
11221,r371,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., Baton Rouge",All states and outlying areas,Louisiana,"Southern U. and A&M C., Baton Rouge",3,18257,12179,0,0,3463,2615
11221,r372,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,133228,116819,14147,0,889,1373
11221,r373,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,15430,13390,2000,0,40,0
11221,r374,"All states and outlying areas -> Louisiana -> U. Louisiana, Monroe",All states and outlying areas,Louisiana,"U. Louisiana, Monroe",3,677,677,0,0,0,0
11221,r375,All states and outlying areas -> Louisiana -> U. New Orleans,All states and outlying areas,Louisiana,U. New Orleans,3,2258,2258,0,0,0,0
11221,r376,All states and outlying areas -> Louisiana -> Xavier U. Louisiana,All states and outlying areas,Louisiana,Xavier U. Louisiana,3,12002,8295,0,0,3631,76
11221,r377,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,83967,70912,0,1000,6423,5633
11221,r378,All states and outlying areas -> Maine -> Bates C.,All states and outlying areas,Maine,Bates C.,3,998,998,0,0,0,0
11221,r379,All states and outlying areas -> Maine -> Bowdoin C.,All states and outlying areas,Maine,Bowdoin C.,3,1107,1107,0,0,0,0
11221,r380,All states and outlying areas -> Maine -> Colby C.,All states and outlying areas,Maine,Colby C.,3,415,163,0,0,0,252
11221,r381,All states and outlying areas -> Maine -> Kennebec Valley Community C.,All states and outlying areas,Maine,Kennebec Valley Community C.,3,564,141,0,0,423,0
11221,r382,All states and outlying areas -> Maine -> Maine Maritime Academy,All states and outlying areas,Maine,Maine Maritime Academy,3,1411,0,0,1000,224,187
11221,r383,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,35243,32750,0,0,2024,469
11221,r384,"All states and outlying areas -> Maine -> U. Maine, System Office",All states and outlying areas,Maine,"U. Maine, System Office",3,36547,30659,0,0,1164,4724
11221,r385,All states and outlying areas -> Maine -> U. New England,All states and outlying areas,Maine,U. New England,3,6607,4019,0,0,2588,0
11221,r386,All states and outlying areas -> Maine -> U. Southern Maine,All states and outlying areas,Maine,U. Southern Maine,3,1075,1075,0,0,0,0
11221,r387,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,2508610,2412866,7048,1157,73772,13767
11221,r388,All states and outlying areas -> Maryland -> Bowie State U.,All states and outlying areas,Maryland,Bowie State U.,3,5233,4971,0,0,12,250
11221,r389,All states and outlying areas -> Maryland -> Chesapeake C.,All states and outlying areas,Maryland,Chesapeake C.,3,317,63,0,0,254,0
11221,r390,"All states and outlying areas -> Maryland -> Community C. Baltimore County, Catonsville",All states and outlying areas,Maryland,"Community C. Baltimore County, Catonsville",3,563,0,0,0,563,0
11221,r391,All states and outlying areas -> Maryland -> Frederick Community C.,All states and outlying areas,Maryland,Frederick Community C.,3,350,70,0,0,280,0
11221,r392,All states and outlying areas -> Maryland -> Frostburg State U.,All states and outlying areas,Maryland,Frostburg State U.,3,35,35,0,0,0,0
11221,r393,All states and outlying areas -> Maryland -> Hood C.,All states and outlying areas,Maryland,Hood C.,3,1276,108,0,0,1168,0
11221,r394,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,1800816,1753812,5500,0,39273,2231
11221,r395,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,704,292,412,0,0,0
11221,r396,All states and outlying areas -> Maryland -> Montgomery C.,All states and outlying areas,Maryland,Montgomery C.,3,350,70,0,0,280,0
11221,r397,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,23410,21869,0,0,1324,217
11221,r398,All states and outlying areas -> Maryland -> Salisbury U.,All states and outlying areas,Maryland,Salisbury U.,3,1626,890,0,0,736,0
11221,r399,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,69,69,0,0,0,0
11221,r400,All states and outlying areas -> Maryland -> Towson U.,All states and outlying areas,Maryland,Towson U.,3,2030,1843,0,0,187,0
11221,r401,All states and outlying areas -> Maryland -> U. Maryland Center for Environmental Science,All states and outlying areas,Maryland,U. Maryland Center for Environmental Science,3,5233,5189,0,0,44,0
11221,r402,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore",All states and outlying areas,Maryland,"U. Maryland, Baltimore",3,235771,229527,0,0,6244,0
11221,r403,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,66549,59508,0,0,6739,302
11221,r404,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,318088,297371,1135,1157,14055,4370
11221,r405,"All states and outlying areas -> Maryland -> U. Maryland, Eastern Shore",All states and outlying areas,Maryland,"U. Maryland, Eastern Shore",3,21046,12053,0,0,2595,6398
11221,r406,"All states and outlying areas -> Maryland -> U. Maryland, Global Campus",All states and outlying areas,Maryland,"U. Maryland, Global Campus",3,11073,11054,0,0,19,0
11221,r407,All states and outlying areas -> Maryland -> U. System Maryland,All states and outlying areas,Maryland,U. System Maryland,3,9818,9818,0,0,0,0
11221,r408,All states and outlying areas -> Maryland -> U.S. Naval Academy,All states and outlying areas,Maryland,U.S. Naval Academy,3,4183,4183,0,0,0,0
11221,r409,All states and outlying areas -> Maryland -> Uniformed Services U. Health Sciences,All states and outlying areas,Maryland,Uniformed Services U. Health Sciences,3,72,72,0,0,0,0
11221,r410,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,2218729,2079365,37453,1756,71517,28638
11221,r411,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,2562,2562,0,0,0,0
11221,r412,All states and outlying areas -> Massachusetts -> Anna Maria C.,All states and outlying areas,Massachusetts,Anna Maria C.,3,480,0,0,0,480,0
11221,r413,All states and outlying areas -> Massachusetts -> Assumption C.,All states and outlying areas,Massachusetts,Assumption C.,3,48,48,0,0,0,0
11221,r414,All states and outlying areas -> Massachusetts -> Babson C.,All states and outlying areas,Massachusetts,Babson C.,3,297,297,0,0,0,0
11221,r415,All states and outlying areas -> Massachusetts -> Bay Path U.,All states and outlying areas,Massachusetts,Bay Path U.,3,633,0,0,0,633,0
11221,r416,All states and outlying areas -> Massachusetts -> Bentley U.,All states and outlying areas,Massachusetts,Bentley U.,3,445,445,0,0,0,0
11221,r417,All states and outlying areas -> Massachusetts -> Berkshire Community C.,All states and outlying areas,Massachusetts,Berkshire Community C.,3,269,0,0,0,269,0
11221,r418,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,21988,21134,0,0,425,428
11221,r419,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,379854,366643,1376,0,10830,1006
11221,r420,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,32565,30426,150,0,1989,0
11221,r421,All states and outlying areas -> Massachusetts -> Bridgewater State U.,All states and outlying areas,Massachusetts,Bridgewater State U.,3,1715,590,0,0,1125,0
11221,r422,All states and outlying areas -> Massachusetts -> C. Holy Cross,All states and outlying areas,Massachusetts,C. Holy Cross,3,1436,1436,0,0,0,0
11221,r423,All states and outlying areas -> Massachusetts -> Clark U.,All states and outlying areas,Massachusetts,Clark U.,3,4738,3988,0,0,750,0
11221,r424,All states and outlying areas -> Massachusetts -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All states and outlying areas,Massachusetts,Consortium of Universities for the Advancement of Hydrologic Science Inc.,3,3166,3166,0,0,0,0
11221,r425,All states and outlying areas -> Massachusetts -> Elms C.,All states and outlying areas,Massachusetts,Elms C.,3,1500,375,0,0,1125,0
11221,r426,"All states and outlying areas -> Massachusetts -> Emmanuel C., Boston",All states and outlying areas,Massachusetts,"Emmanuel C., Boston",3,129,129,0,0,0,0
11221,r427,All states and outlying areas -> Massachusetts -> Fitchburg State U.,All states and outlying areas,Massachusetts,Fitchburg State U.,3,109,109,0,0,0,0
11221,r428,All states and outlying areas -> Massachusetts -> Framingham State U.,All states and outlying areas,Massachusetts,Framingham State U.,3,304,304,0,0,0,0
11221,r429,All states and outlying areas -> Massachusetts -> Franklin W. Olin C. Engineering,All states and outlying areas,Massachusetts,Franklin W. Olin C. Engineering,3,292,292,0,0,0,0
11221,r430,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,463557,439764,421,0,23101,272
11221,r431,All states and outlying areas -> Massachusetts -> Holyoke Community C.,All states and outlying areas,Massachusetts,Holyoke Community C.,3,558,0,0,0,558,0
11221,r432,All states and outlying areas -> Massachusetts -> Massachusetts C. Pharmacy and Health Sciences,All states and outlying areas,Massachusetts,Massachusetts C. Pharmacy and Health Sciences,3,383,383,0,0,0,0
11221,r433,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,446899,439656,1161,156,5922,4
11221,r434,All states and outlying areas -> Massachusetts -> Massachusetts Maritime Academy,All states and outlying areas,Massachusetts,Massachusetts Maritime Academy,3,1315,0,0,1000,128,187
11221,r435,All states and outlying areas -> Massachusetts -> Merrimack C.,All states and outlying areas,Massachusetts,Merrimack C.,3,299,299,0,0,0,0
11221,r436,All states and outlying areas -> Massachusetts -> MGH Institute of Health Professions,All states and outlying areas,Massachusetts,MGH Institute of Health Professions,3,4575,4439,0,0,137,0
11221,r437,All states and outlying areas -> Massachusetts -> Mount Holyoke C.,All states and outlying areas,Massachusetts,Mount Holyoke C.,3,997,979,0,0,18,0
11221,r438,All states and outlying areas -> Massachusetts -> Mount Wachusett Community C.,All states and outlying areas,Massachusetts,Mount Wachusett Community C.,3,690,0,0,0,690,0
11221,r439,"All states and outlying areas -> Massachusetts -> New England C. Optometry, The",All states and outlying areas,Massachusetts,"New England C. Optometry, The",3,1029,981,0,0,48,0
11221,r440,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,2000,0,2000,0,0,0
11221,r441,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,150497,134170,10916,0,3797,1614
11221,r442,All states and outlying areas -> Massachusetts -> Salem State U.,All states and outlying areas,Massachusetts,Salem State U.,3,134,134,0,0,0,0
11221,r443,All states and outlying areas -> Massachusetts -> Smith C.,All states and outlying areas,Massachusetts,Smith C.,3,2049,2037,0,0,12,0
11221,r444,All states and outlying areas -> Massachusetts -> Springfield C.,All states and outlying areas,Massachusetts,Springfield C.,3,352,352,0,0,0,0
11221,r445,All states and outlying areas -> Massachusetts -> Suffolk U.,All states and outlying areas,Massachusetts,Suffolk U.,3,49,0,0,0,49,0
11221,r446,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,132156,111443,8987,0,8351,3375
11221,r447,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,81620,74403,2326,0,4315,577
11221,r448,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Boston",All states and outlying areas,Massachusetts,"U. Massachusetts, Boston",3,21134,20837,0,0,0,296
11221,r449,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Central Office",All states and outlying areas,Massachusetts,"U. Massachusetts, Central Office",3,38905,33660,0,0,398,4847
11221,r450,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Dartmouth",All states and outlying areas,Massachusetts,"U. Massachusetts, Dartmouth",3,8290,6774,0,0,1516,0
11221,r451,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Lowell",All states and outlying areas,Massachusetts,"U. Massachusetts, Lowell",3,23121,21192,128,600,1197,4
11221,r452,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Medical School",All states and outlying areas,Massachusetts,"U. Massachusetts, Medical School",3,175172,168136,3994,0,3041,0
11221,r453,All states and outlying areas -> Massachusetts -> Wellesley C.,All states and outlying areas,Massachusetts,Wellesley C.,3,2656,2624,0,0,32,0
11221,r454,All states and outlying areas -> Massachusetts -> Western New England U.,All states and outlying areas,Massachusetts,Western New England U.,3,358,358,0,0,0,0
11221,r455,All states and outlying areas -> Massachusetts -> Westfield State U.,All states and outlying areas,Massachusetts,Westfield State U.,3,385,0,0,0,385,0
11221,r456,"All states and outlying areas -> Massachusetts -> Williams C., Williamstown",All states and outlying areas,Massachusetts,"Williams C., Williamstown",3,2410,2118,0,0,0,293
11221,r457,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,182003,160185,5985,0,98,15735
11221,r458,All states and outlying areas -> Massachusetts -> Worcester Polytechnic Institute,All states and outlying areas,Massachusetts,Worcester Polytechnic Institute,3,22415,22306,9,0,100,0
11221,r459,All states and outlying areas -> Massachusetts -> Worcester State U.,All states and outlying areas,Massachusetts,Worcester State U.,3,191,191,0,0,0,0
11221,r460,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,,2,1362081,1273507,10137,1325,54657,22455
11221,r461,All states and outlying areas -> Michigan -> Alma C.,All states and outlying areas,Michigan,Alma C.,3,211,194,0,0,17,0
11221,r462,All states and outlying areas -> Michigan -> Andrews U.,All states and outlying areas,Michigan,Andrews U.,3,138,138,0,0,0,0
11221,r463,All states and outlying areas -> Michigan -> Bay Mills Community C.,All states and outlying areas,Michigan,Bay Mills Community C.,3,403,0,0,0,202,202
11221,r464,All states and outlying areas -> Michigan -> Calvin U.,All states and outlying areas,Michigan,Calvin U.,3,10,10,0,0,0,0
11221,r465,All states and outlying areas -> Michigan -> Central Michigan U.,All states and outlying areas,Michigan,Central Michigan U.,3,4379,4340,0,0,40,0
11221,r466,All states and outlying areas -> Michigan -> Davenport U.,All states and outlying areas,Michigan,Davenport U.,3,921,184,0,0,737,0
11221,r467,All states and outlying areas -> Michigan -> Eastern Michigan U.,All states and outlying areas,Michigan,Eastern Michigan U.,3,1086,1081,0,0,5,0
11221,r468,All states and outlying areas -> Michigan -> Ferris State U.,All states and outlying areas,Michigan,Ferris State U.,3,272,272,0,0,0,0
11221,r469,All states and outlying areas -> Michigan -> Grand Rapids Community C.,All states and outlying areas,Michigan,Grand Rapids Community C.,3,2944,0,0,0,2944,0
11221,r470,All states and outlying areas -> Michigan -> Grand Valley State U.,All states and outlying areas,Michigan,Grand Valley State U.,3,617,617,0,0,0,0
11221,r471,All states and outlying areas -> Michigan -> Hope C.,All states and outlying areas,Michigan,Hope C.,3,1703,1695,0,0,8,0
