table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
5214,r183,United States<sup>b</sup> -> Maryland -> Technology Development Corporation,United States<sup>b</sup>,Maryland,Technology Development Corporation,3,10964344,0,10964344
5214,r184,"United States<sup>b</sup> -> Maryland -> Transportation, Department of",United States<sup>b</sup>,Maryland,"Transportation, Department of",3,4647484,2844165,1803319
5214,r185,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,,2,31700411,11397894,20302517
5214,r186,United States<sup>b</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>b</sup>,Massachusetts,Clean Energy Technology Center,3,4008011,0,4008011
5214,r187,"United States<sup>b</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>b</sup>,Massachusetts,"Environmental Protection, Department of ",3,309872,22507,287365
5214,r188,"United States<sup>b</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>b</sup>,Massachusetts,"Fish and Game, Department of ",3,9493000,6340000,3153000
5214,r189,United States<sup>b</sup> -> Massachusetts -> Gaming Commission,United States<sup>b</sup>,Massachusetts,Gaming Commission,3,2670000,0,2670000
5214,r190,United States<sup>b</sup> -> Massachusetts -> Life Sciences Center,United States<sup>b</sup>,Massachusetts,Life Sciences Center,3,1030299,0,1030299
5214,r191,United States<sup>b</sup> -> Massachusetts -> Massventures,United States<sup>b</sup>,Massachusetts,Massventures,3,3100000,0,3100000
5214,r192,"United States<sup>b</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>b</sup>,Massachusetts,"Mental Health, Department of",3,1800000,0,1800000
5214,r193,"United States<sup>b</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>b</sup>,Massachusetts,"Public Health, Department of ",3,1849229,1585387,263842
5214,r194,United States<sup>b</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>b</sup>,Massachusetts,Technology Park Corporation ,3,3175000,0,3175000
5214,r195,"United States<sup>b</sup> -> Massachusetts -> Transportation, Department of",United States<sup>b</sup>,Massachusetts,"Transportation, Department of",3,4065000,3450000,615000
5214,r196,United States<sup>b</sup> -> Massachusetts -> Water Resources Authority,United States<sup>b</sup>,Massachusetts,Water Resources Authority,3,200000,0,200000
5214,r197,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,,2,11191816,7184297,4007519
5214,r198,"United States<sup>b</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>b</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3316092,1049314,2266778
5214,r199,"United States<sup>b</sup> -> Michigan -> Environmental, Great Lakes and Energy, Department of",United States<sup>b</sup>,Michigan,"Environmental, Great Lakes and Energy, Department of",3,1265405,432610,832795
5214,r200,"United States<sup>b</sup> -> Michigan -> Transportation, Department of",United States<sup>b</sup>,Michigan,"Transportation, Department of",3,6610319,5702373,907946
5214,r201,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,,2,20511698,6272311,14239387
5214,r202,"United States<sup>b</sup> -> Minnesota -> Agriculture, Department of",United States<sup>b</sup>,Minnesota,"Agriculture, Department of",3,6203140,651359,5551781
5214,r203,United States<sup>b</sup> -> Minnesota -> Forest Resources Council,United States<sup>b</sup>,Minnesota,Forest Resources Council,3,150000,0,150000
5214,r204,"United States<sup>b</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>b</sup>,Minnesota,"Natural Resources, Department of",3,1941631,1153270,788361
5214,r205,United States<sup>b</sup> -> Minnesota -> Pollution Control Agency,United States<sup>b</sup>,Minnesota,Pollution Control Agency,3,25981,0,25981
5214,r206,"United States<sup>b</sup> -> Minnesota -> Transportation, Department of",United States<sup>b</sup>,Minnesota,"Transportation, Department of",3,12190946,4467682,7723264
5214,r207,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,,2,10268396,8768392,1500004
5214,r208,"United States<sup>b</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>b</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,180501,180501,0
5214,r209,"United States<sup>b</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>b</sup>,Mississippi,"Environmental Quality, Department of",3,1804582,1804582,0
5214,r210,United States<sup>b</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>b</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1100424,1100424,0
5214,r211,"United States<sup>b</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>b</sup>,Mississippi,"Marine Resources, Department of",3,1060182,468328,591854
5214,r212,"United States<sup>b</sup> -> Mississippi -> Transportation, Department of",United States<sup>b</sup>,Mississippi,"Transportation, Department of",3,4417666,3944327,473339
5214,r213,"United States<sup>b</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>b</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,1705041,1270230,434811
5214,r214,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,,2,14826364,5750412,9075952
5214,r215,"United States<sup>b</sup> -> Missouri -> Agriculture, Department of",United States<sup>b</sup>,Missouri,"Agriculture, Department of",3,95763,95763,0
5214,r216,"United States<sup>b</sup> -> Missouri -> Conservation, Department of",United States<sup>b</sup>,Missouri,"Conservation, Department of",3,10860153,3939815,6920338
5214,r217,"United States<sup>b</sup> -> Missouri -> Health and Senior Services, Department of",United States<sup>b</sup>,Missouri,"Health and Senior Services, Department of",3,29761,11322,18439
5214,r218,"United States<sup>b</sup> -> Missouri -> Mental Health, Department of",United States<sup>b</sup>,Missouri,"Mental Health, Department of",3,121250,0,121250
5214,r219,"United States<sup>b</sup> -> Missouri -> Natural Resources, Department of",United States<sup>b</sup>,Missouri,"Natural Resources, Department of",3,743537,202023,541514
5214,r220,United States<sup>b</sup> -> Missouri -> Technology Corporation,United States<sup>b</sup>,Missouri,Technology Corporation,3,582296,200000,382296
5214,r221,"United States<sup>b</sup> -> Missouri -> Transportation, Department of",United States<sup>b</sup>,Missouri,"Transportation, Department of",3,1557401,1301489,255912
5214,r222,United States<sup>b</sup> -> Missouri -> Wine and Grape Board,United States<sup>b</sup>,Missouri,Wine and Grape Board,3,836203,0,836203
5214,r223,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,,2,13131022,6777890,6353132
5214,r224,"United States<sup>b</sup> -> Montana -> Agriculture, Department of",United States<sup>b</sup>,Montana,"Agriculture, Department of",3,3566938,1064629,2502309
5214,r225,"United States<sup>b</sup> -> Montana -> Environmental Quality, Department of",United States<sup>b</sup>,Montana,"Environmental Quality, Department of",3,92296,40921,51375
5214,r226,"United States<sup>b</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>b</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,7640799,4146662,3494137
5214,r227,"United States<sup>b</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>b</sup>,Montana,"Natural Resources and Conservation, Department of",3,20000,0,20000
5214,r228,"United States<sup>b</sup> -> Montana -> Transportation, Department of",United States<sup>b</sup>,Montana,"Transportation, Department of",3,1810989,1525678,285311
5214,r229,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,,2,32423818,6818177,25605641
5214,r230,"United States<sup>b</sup> -> Nebraska -> Agriculture, Department of",United States<sup>b</sup>,Nebraska,"Agriculture, Department of",3,645372,490612,154760
5214,r231,United States<sup>b</sup> -> Nebraska -> Corn Board,United States<sup>b</sup>,Nebraska,Corn Board,3,803068,0,803068
5214,r232,United States<sup>b</sup> -> Nebraska -> Dairy Industry Development Board,United States<sup>b</sup>,Nebraska,Dairy Industry Development Board,3,87654,0,87654
5214,r233,United States<sup>b</sup> -> Nebraska -> Dry Bean Commission,United States<sup>b</sup>,Nebraska,Dry Bean Commission,3,290954,0,290954
5214,r234,"United States<sup>b</sup> -> Nebraska -> Economic Development, Department of",United States<sup>b</sup>,Nebraska,"Economic Development, Department of",3,2184835,0,2184835
5214,r235,United States<sup>b</sup> -> Nebraska -> Game and Parks Commission,United States<sup>b</sup>,Nebraska,Game and Parks Commission,3,5798854,4798206,1000648
5214,r236,United States<sup>b</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>b</sup>,Nebraska,Grain Sorghum Board,3,3672,1836,1836
5214,r237,"United States<sup>b</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>b</sup>,Nebraska,"Health and Human Services, Department of",3,19453501,0,19453501
5214,r238,"United States<sup>b</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>b</sup>,Nebraska,"Natural Resources, Department of",3,958089,0,958089
5214,r239,"United States<sup>b</sup> -> Nebraska -> Transportation, Department of",United States<sup>b</sup>,Nebraska,"Transportation, Department of",3,1909404,1527523,381881
5214,r240,United States<sup>b</sup> -> Nebraska -> Wheat Board,United States<sup>b</sup>,Nebraska,Wheat Board,3,288415,0,288415
5214,r241,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,,2,4764898,1606707,3158191
5214,r242,"United States<sup>b</sup> -> Nevada -> Agriculture, Department of",United States<sup>b</sup>,Nevada,"Agriculture, Department of",3,188146,128146,60000
5214,r243,"United States<sup>b</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>b</sup>,Nevada,"Economic Development, Governor's office of",3,3055388,98351,2957037
5214,r244,"United States<sup>b</sup> -> Nevada -> Transportation, Department of",United States<sup>b</sup>,Nevada,"Transportation, Department of",3,1521364,1380210,141154
5214,r245,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,,2,8221518,639820,7581698
5214,r246,"United States<sup>b</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>b</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,146743,0,146743
5214,r247,"United States<sup>b</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>b</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7275000,0,7275000
5214,r248,"United States<sup>b</sup> -> New Hampshire -> Transportation, Department of",United States<sup>b</sup>,New Hampshire,"Transportation, Department of",3,799775,639820,159955
5214,r249,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,,2,23754925,3299908,20455017
5214,r250,"United States<sup>b</sup> -> New Jersey -> Children and Families, Department of",United States<sup>b</sup>,New Jersey,"Children and Families, Department of",3,237423,29406,208017
5214,r251,"United States<sup>b</sup> -> New Jersey -> Corrections, Department of",United States<sup>b</sup>,New Jersey,"Corrections, Department of",3,305895,0,305895
5214,r252,"United States<sup>b</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>b</sup>,New Jersey,"Environmental Protection, Department of",3,2608000,705000,1903000
5214,r253,"United States<sup>b</sup> -> New Jersey -> Health, Department of",United States<sup>b</sup>,New Jersey,"Health, Department of",3,940186,0,940186
5214,r254,United States<sup>b</sup> -> New Jersey -> Pinelands Commission,United States<sup>b</sup>,New Jersey,Pinelands Commission,3,537794,537794,0
5214,r255,"United States<sup>b</sup> -> New Jersey -> Research Initiatives, Office of",United States<sup>b</sup>,New Jersey,"Research Initiatives, Office of",3,13000000,0,13000000
5214,r256,"United States<sup>b</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>b</sup>,New Jersey,"Secretary of Higher Education, Office of",3,3000000,0,3000000
5214,r257,"United States<sup>b</sup> -> New Jersey -> Transit, New Jersey",United States<sup>b</sup>,New Jersey,"Transit, New Jersey",3,511533,0,511533
5214,r258,"United States<sup>b</sup> -> New Jersey -> Transportation, Department of",United States<sup>b</sup>,New Jersey,"Transportation, Department of",3,2614094,2027708,586386
5214,r259,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,,2,5227599,4238566,989033
5214,r260,"United States<sup>b</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>b</sup>,New Mexico,"Cultural Affairs, Department of",3,103000,0,103000
5214,r261,"United States<sup>b</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>b</sup>,New Mexico,"Game and Fish, Department of",3,1000000,500000,500000
5214,r262,"United States<sup>b</sup> -> New Mexico -> Transportation, Department of",United States<sup>b</sup>,New Mexico,"Transportation, Department of",3,3383320,3005788,377532
5214,r263,United States<sup>b</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>b</sup>,New Mexico,Western State Air Resources Council,3,741279,732778,8501
5214,r264,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,,2,453807331,173176058,280631273
5214,r265,"United States<sup>b</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>b</sup>,New York,"Agriculture and Markets, Department of ",3,6587196,3016846,3570350
5214,r266,"United States<sup>b</sup> -> New York -> Economic Development, Department of",United States<sup>b</sup>,New York,"Economic Development, Department of",3,34942880,0,34942880
5214,r267,United States<sup>b</sup> -> New York -> Energy Research and Development Authority,United States<sup>b</sup>,New York,Energy Research and Development Authority,3,63800898,0,63800898
5214,r268,"United States<sup>b</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>b</sup>,New York,"Environmental Conservation, Department of ",3,11066820,2035629,9031191
5214,r269,"United States<sup>b</sup> -> New York -> Health, Department of ",United States<sup>b</sup>,New York,"Health, Department of ",3,74723334,23197578,51525756
5214,r270,"United States<sup>b</sup> -> New York -> Mental Health, Office of ",United States<sup>b</sup>,New York,"Mental Health, Office of ",3,166944173,93791467,73152706
5214,r271,"United States<sup>b</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>b</sup>,New York,"People with Developmental Disabilities, Office of",3,2136105,1624860,511245
5214,r272,United States<sup>b</sup> -> New York -> Power Authority,United States<sup>b</sup>,New York,Power Authority,3,11111406,0,11111406
5214,r273,United States<sup>b</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>b</sup>,New York,Roswell Park Comprehensive Cancer Center,3,66297074,44803984,21493090
5214,r274,United States<sup>b</sup> -> New York -> State Museum,United States<sup>b</sup>,New York,State Museum,3,10578496,191899,10386597
5214,r275,United States<sup>b</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>b</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,234030,0,234030
5214,r276,"United States<sup>b</sup> -> New York -> Transportation, Department of ",United States<sup>b</sup>,New York,"Transportation, Department of ",3,5384919,4513795,871124
5214,r277,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,,2,35892185,9125937,26766248
5214,r278,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,0,15422911
5214,r279,United States<sup>b</sup> -> North Carolina -> Biotechnology Center,United States<sup>b</sup>,North Carolina,Biotechnology Center,3,3810296,0,3810296
5214,r280,"United States<sup>b</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>b</sup>,North Carolina,"Environmental Quality, Department of",3,3621969,890383,2731586
5214,r281,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2903776,4844,2898932
5214,r282,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,10033233,8230710,1802523
5214,r283,United States<sup>b</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>b</sup>,North Carolina,Wine and Grape Growers Council,3,100000,0,100000
5214,r284,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,18065251,4025187,14040064
5214,r285,"United States<sup>b</sup> -> North Dakota -> Agriculture, Department of",United States<sup>b</sup>,North Dakota,"Agriculture, Department of",3,817049,0,817049
5214,r286,United States<sup>b</sup> -> North Dakota -> Dairy Promotion Commission,United States<sup>b</sup>,North Dakota,Dairy Promotion Commission,3,16000,0,16000
5214,r287,United States<sup>b</sup> -> North Dakota -> Dry Pea and Lentil Council,United States<sup>b</sup>,North Dakota,Dry Pea and Lentil Council,3,80683,0,80683
5214,r288,United States<sup>b</sup> -> North Dakota -> Game and Fish Department,United States<sup>b</sup>,North Dakota,Game and Fish Department,3,789902,633957,155945
5214,r289,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,223743,58209,165534
5214,r290,United States<sup>b</sup> -> North Dakota -> Industrial Commission,United States<sup>b</sup>,North Dakota,Industrial Commission,3,10111495,0,10111495
5214,r291,United States<sup>b</sup> -> North Dakota -> Soybean Council,United States<sup>b</sup>,North Dakota,Soybean Council,3,1163242,0,1163242
5214,r292,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,3635470,3333021,302449
5214,r293,United States<sup>b</sup> -> North Dakota -> Wheat Commission,United States<sup>b</sup>,North Dakota,Wheat Commission,3,1227667,0,1227667
5214,r294,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,76169661,8463693,67705968
5214,r295,United States<sup>b</sup> -> Ohio -> Development Services Agency,United States<sup>b</sup>,Ohio,Development Services Agency,3,63372408,0,63372408
5214,r296,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,460000,460000,0
5214,r297,United States<sup>b</sup> -> Ohio -> Environmental Protection Agency,United States<sup>b</sup>,Ohio,Environmental Protection Agency,3,53352,53352,0
5214,r298,"United States<sup>b</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>b</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,1500000,500000,1000000
5214,r299,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,3583207,2431255,1151952
5214,r300,United States<sup>b</sup> -> Ohio -> Rail Development Commission,United States<sup>b</sup>,Ohio,Rail Development Commission,3,220000,0,220000
5214,r301,"United States<sup>b</sup> -> Ohio -> Transportation, Department of",United States<sup>b</sup>,Ohio,"Transportation, Department of",3,6029317,5019086,1010231
5214,r302,United States<sup>b</sup> -> Ohio -> Water Development Authority,United States<sup>b</sup>,Ohio,Water Development Authority,3,951377,0,951377
5214,r303,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,30050338,7922136,22128202
5214,r304,"United States<sup>b</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>b</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8704830,0,8704830
5214,r305,"United States<sup>b</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>b</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,454578,454578,0
5214,r306,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,550000,0,550000
5214,r307,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,544357,457041,87316
5214,r308,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,457147,380434,76713
5214,r309,United States<sup>b</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>b</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,12300000,0,12300000
5214,r310,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,5817457,5473239,344218
5214,r311,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1221969,1156844,65125
5214,r312,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,30486113,11978580,18507533
5214,r313,"United States<sup>b</sup> -> Oregon -> Agriculture, Department of",United States<sup>b</sup>,Oregon,"Agriculture, Department of",3,206521,0,206521
5214,r314,United States<sup>b</sup> -> Oregon -> Business Oregon,United States<sup>b</sup>,Oregon,Business Oregon,3,9190000,0,9190000
5214,r315,"United States<sup>b</sup> -> Oregon -> Education, Department of",United States<sup>b</sup>,Oregon,"Education, Department of",3,639639,146584,493055
5214,r316,"United States<sup>b</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>b</sup>,Oregon,"Environmental Quality, Department of",3,433500,0,433500
5214,r317,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,12424618,8832691,3591927
5214,r318,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,694549,25000,669549
5214,r319,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,496117,421307,74810
5214,r320,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,1488479,599557,888922
5214,r321,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,2460479,1875568,584911
5214,r322,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,1583355,0,1583355
5214,r323,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,868856,77873,790983
5214,r324,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,103098941,19656077,83442864
5214,r325,"United States<sup>b</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>b</sup>,Pennsylvania,"Agriculture, Department of",3,3877434,659434,3218000
5214,r326,"United States<sup>b</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>b</sup>,Pennsylvania,"Community and Economic Development, Department of",3,31350000,10000000,21350000
5214,r327,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,1248,0,1248
5214,r328,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,894656,203165,691491
5214,r329,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,270914,131318,139596
5214,r330,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,9876885,5325815,4551070
5214,r331,"United States<sup>b</sup> -> Pennsylvania -> Health, Department of",United States<sup>b</sup>,Pennsylvania,"Health, Department of",3,53279107,0,53279107
5214,r332,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,335000,173500,161500
5214,r333,"United States<sup>b</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>b</sup>,Pennsylvania,"Transportation, Department of",3,3213697,3162845,50852
5214,r334,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,4594040,1918239,2675801
5214,r335,United States<sup>b</sup> -> Rhode Island -> Commerce Corporation,United States<sup>b</sup>,Rhode Island,Commerce Corporation,3,1119546,0,1119546
5214,r336,"United States<sup>b</sup> -> Rhode Island -> Environmental Management, Department of; Marine Fisheries",United States<sup>b</sup>,Rhode Island,"Environmental Management, Department of; Marine Fisheries",3,3097546,1788850,1308696
5214,r337,"United States<sup>b</sup> -> Rhode Island -> Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",United States<sup>b</sup>,Rhode Island,"Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",3,76014,18540,57474
5214,r338,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,300934,110849,190085
5214,r339,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,46800816,30291219,16509597
5214,r340,"United States<sup>b</sup> -> South Carolina -> Agriculture, Department of",United States<sup>b</sup>,South Carolina,"Agriculture, Department of",3,803873,366895,436978
5214,r341,"United States<sup>b</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>b</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,14226376,7292076,6934300
5214,r342,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,1388752,1388752,0
5214,r343,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,25080757,17705315,7375442
5214,r344,United States<sup>b</sup> -> South Carolina -> Public Service Authority,United States<sup>b</sup>,South Carolina,Public Service Authority,3,30000,0,30000
5214,r345,United States<sup>b</sup> -> South Carolina -> Research Authority,United States<sup>b</sup>,South Carolina,Research Authority,3,726551,61810,664741
5214,r346,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,2742872,2051378,691494
5214,r347,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,1801635,1424993,376642
5214,r348,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,2913274,752592,2160682
5214,r349,United States<sup>b</sup> -> South Dakota -> Corn Utilization Council,United States<sup>b</sup>,South Dakota,Corn Utilization Council,3,310000,0,310000
5214,r350,United States<sup>b</sup> -> South Dakota -> Oilseeds Council,United States<sup>b</sup>,South Dakota,Oilseeds Council,3,250865,0,250865
5214,r351,United States<sup>b</sup> -> South Dakota -> Pulse Crop Council,United States<sup>b</sup>,South Dakota,Pulse Crop Council,3,2273,0,2273
5214,r352,United States<sup>b</sup> -> South Dakota -> Science and Technology Authority,United States<sup>b</sup>,South Dakota,Science and Technology Authority,3,16021,16021,0
5214,r353,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,375717,0,375717
5214,r354,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,1321098,736571,584527
5214,r355,United States<sup>b</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>b</sup>,South Dakota,Weed and Pest Control Commission,3,47000,0,47000
5214,r356,United States<sup>b</sup> -> South Dakota -> Wheat Commission,United States<sup>b</sup>,South Dakota,Wheat Commission,3,590300,0,590300
5214,r357,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,7039923,4792328,2247595
5214,r358,"United States<sup>b</sup> -> Tennessee -> Education, Department of",United States<sup>b</sup>,Tennessee,"Education, Department of",3,3363577,2083422,1280155
5214,r359,"United States<sup>b</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>b</sup>,Tennessee,"Environment and Conservation, Department of",3,843184,497404,345780
5214,r360,United States<sup>b</sup> -> Tennessee -> Geological Survey,United States<sup>b</sup>,Tennessee,Geological Survey,3,182573,91030,91543
5214,r361,"United States<sup>b</sup> -> Tennessee -> Transportation, Department of",United States<sup>b</sup>,Tennessee,"Transportation, Department of",3,2650589,2120472,530117
5214,r362,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,205206977,23192709,182014268
5214,r363,"United States<sup>b</sup> -> Texas -> Agriculture, Department of",United States<sup>b</sup>,Texas,"Agriculture, Department of",3,1151413,1151413,0
