table_id,row_id,field_of_study_full_path,field_of_study_level_1,field_of_study_level_2,field_of_study_level_3,field_of_study_level_4,field_of_study_hierarchy_depth,field_field_levela,field_sed_cip_series_codes
7647,r285,"Science and engineering -> Social sciences -> Social sciences, other -> Social sciences nec",Science and engineering,Social sciences,"Social sciences, other",Social sciences nec,4,Detailed,"45.0101–45.0103, 45.0199, 45.12, 45.13, 45.15, 45.99, 30.11, 30.47"
7647,r286,Non-science and engineering,Non-science and engineering,,,,1,Area,see below
7647,r287,Non-science and engineering -> Business,Non-science and engineering,Business,,,2,Broad,52
7647,r288,Non-science and engineering -> Business -> Business administration and management,Non-science and engineering,Business,Business administration and management,,3,Major,52.02
7647,r289,Non-science and engineering -> Business -> Business administration and management -> Business management and administration,Non-science and engineering,Business,Business administration and management,Business management and administration,4,Detailed,52.0201
7647,r290,Non-science and engineering -> Business -> Business administration and management -> Organizational leadership,Non-science and engineering,Business,Business administration and management,Organizational leadership,4,Detailed,52.0213
7647,r291,Non-science and engineering -> Business -> Business administration and management -> Business administration and management nec,Non-science and engineering,Business,Business administration and management,Business administration and management nec,4,Detailed,all other 52.02
7647,r292,"Non-science and engineering -> Business -> Business, other",Non-science and engineering,Business,"Business, other",,3,Major,all other 52
7647,r293,"Non-science and engineering -> Business -> Business, other -> Accounting and accounting-related",Non-science and engineering,Business,"Business, other",Accounting and accounting-related,4,Detailed,52.03
7647,r294,"Non-science and engineering -> Business -> Business, other -> Finance and financial management",Non-science and engineering,Business,"Business, other",Finance and financial management,4,Detailed,52.08
7647,r295,"Non-science and engineering -> Business -> Business, other -> Management information systems",Non-science and engineering,Business,"Business, other",Management information systems,4,Detailed,52.12
7647,r296,"Non-science and engineering -> Business -> Business, other -> Management sciences",Non-science and engineering,Business,"Business, other",Management sciences,4,Detailed,"52.06, 52.13"
7647,r297,"Non-science and engineering -> Business -> Business, other -> Marketing",Non-science and engineering,Business,"Business, other",Marketing,4,Detailed,52.14
7647,r298,"Non-science and engineering -> Business -> Business, other -> Organizational behavior studies",Non-science and engineering,Business,"Business, other",Organizational behavior studies,4,Detailed,52.1003
7647,r299,"Non-science and engineering -> Business -> Business, other -> Business nec",Non-science and engineering,Business,"Business, other",Business nec,4,Detailed,all other 52
7647,r300,Non-science and engineering -> Education,Non-science and engineering,Education,,,2,Broad,13
7647,r301,Non-science and engineering -> Education -> Education leadership and administration,Non-science and engineering,Education,Education leadership and administration,,3,Major,13.04
7647,r302,"Non-science and engineering -> Education -> Education leadership and administration -> Educational leadership and administration, general",Non-science and engineering,Education,Education leadership and administration,"Educational leadership and administration, general",4,Detailed,13.0401
7647,r303,Non-science and engineering -> Education -> Education leadership and administration -> Higher education and community college administration,Non-science and engineering,Education,Education leadership and administration,Higher education and community college administration,4,Detailed,"13.0406, 13.0407"
7647,r304,Non-science and engineering -> Education -> Education leadership and administration -> Education leadership and administration nec,Non-science and engineering,Education,Education leadership and administration,Education leadership and administration nec,4,Detailed,all other 13.04
7647,r305,Non-science and engineering -> Education -> Education research,Non-science and engineering,Education,Education research,,3,Major,"13.03, 13.05-13.07, 13.09, 13.09, 13.11"
7647,r306,Non-science and engineering -> Education -> Education research -> Curriculum and instruction,Non-science and engineering,Education,Education research,Curriculum and instruction,4,Detailed,13.03
7647,r307,"Non-science and engineering -> Education -> Education research -> Educational assessment, evaluation, and research methods",Non-science and engineering,Education,Education research,"Educational assessment, evaluation, and research methods",4,Detailed,"13.0601, 13.0603, 13.0604, 13.0607, 13.0699a"
7647,r308,Non-science and engineering -> Education -> Education research -> Educational/ instructional technology and media design,Non-science and engineering,Education,Education research,Educational/ instructional technology and media design,4,Detailed,13.05
7647,r309,Non-science and engineering -> Education -> Education research -> Higher education evaluation and research,Non-science and engineering,Education,Education research,Higher education evaluation and research,4,Detailed,"13.0608, 13.0699b"
7647,r310,Non-science and engineering -> Education -> Education research -> Student counseling and personnel services,Non-science and engineering,Education,Education research,Student counseling and personnel services,4,Detailed,13.11
7647,r311,Non-science and engineering -> Education -> Education research -> Education research nec,Non-science and engineering,Education,Education research,Education research nec,4,Detailed,"13.07, 13.09"
7647,r312,Non-science and engineering -> Education -> Teacher education,Non-science and engineering,Education,Teacher education,,3,Major,"13.02, 13.12, 13.10, 13.13, 13.14"
7647,r313,"Non-science and engineering -> Education -> Teacher education -> Adult, continuing, and workforce education and development",Non-science and engineering,Education,Teacher education,"Adult, continuing, and workforce education and development",4,Detailed,13.1201
7647,r314,"Non-science and engineering -> Education -> Teacher education -> Bilingual, multilingual, and multicultural education",Non-science and engineering,Education,Teacher education,"Bilingual, multilingual, and multicultural education",4,Detailed,13.02
7647,r315,Non-science and engineering -> Education -> Teacher education -> Mathematics teacher education,Non-science and engineering,Education,Teacher education,Mathematics teacher education,4,Detailed,13.1311
7647,r316,Non-science and engineering -> Education -> Teacher education -> Music teacher education,Non-science and engineering,Education,Teacher education,Music teacher education,4,Detailed,13.1312
7647,r317,Non-science and engineering -> Education -> Teacher education -> Special education and teaching,Non-science and engineering,Education,Teacher education,Special education and teaching,4,Detailed,13.1
7647,r318,Non-science and engineering -> Education -> Teacher education -> STEM educational methods,Non-science and engineering,Education,Teacher education,STEM educational methods,4,Detailed,13.1213
7647,r319,"Non-science and engineering -> Education -> Teacher education -> Teacher education, science and engineering",Non-science and engineering,Education,Teacher education,"Teacher education, science and engineering",4,Detailed,"13.1301, 13.1307, 13.1316, 13.1317, 13.1321-13.1323, 13.1329, 13.1332, 13.1335, 13.1337, 13.1338"
7647,r320,"Non-science and engineering -> Education -> Teacher education -> Teacher education, specific levels and methods",Non-science and engineering,Education,Teacher education,"Teacher education, specific levels and methods",4,Detailed,"all 13.12 except 13.1201, 13.1213"
7647,r321,"Non-science and engineering -> Education -> Teacher education -> Teacher education<strike>,</strike> specific subject areas",Non-science and engineering,Education,Teacher education,"Teacher education<strike>,</strike> specific subject areas",4,Detailed,"all other 13.13, 13.14"
7647,r322,"Non-science and engineering -> Education -> Education, other",Non-science and engineering,Education,"Education, other",,3,Major,"13.0101, 13.15, 13.99"
7647,r323,"Non-science and engineering -> Education -> Education, other -> Education, general",Non-science and engineering,Education,"Education, other","Education, general",4,Detailed,13.0101
7647,r324,"Non-science and engineering -> Education -> Education, other -> Education nec",Non-science and engineering,Education,"Education, other",Education nec,4,Detailed,"13.15, 13.99"
7647,r325,Non-science and engineering -> Humanities,Non-science and engineering,Humanities,,,2,Broad,"23, 24, 38, 39, 54, all 16 except 16.0102, 16.0105, 16.0199, 16.12"
7647,r326,"Non-science and engineering -> Humanities -> English language and literature, letters",Non-science and engineering,Humanities,"English language and literature, letters",,3,Major,23
7647,r327,"Non-science and engineering -> Humanities -> English language and literature, letters -> American literature (United States)",Non-science and engineering,Humanities,"English language and literature, letters",American literature (United States),4,Detailed,23.1402
7647,r328,"Non-science and engineering -> Humanities -> English language and literature, letters -> Creative writing",Non-science and engineering,Humanities,"English language and literature, letters",Creative writing,4,Detailed,23.1302
7647,r329,"Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature, general",Non-science and engineering,Humanities,"English language and literature, letters","English language and literature, general",4,Detailed,23.0101
7647,r330,"Non-science and engineering -> Humanities -> English language and literature, letters -> English literature (British and commonwealth)",Non-science and engineering,Humanities,"English language and literature, letters",English literature (British and commonwealth),4,Detailed,23.1404
7647,r331,"Non-science and engineering -> Humanities -> English language and literature, letters -> Rhetoric and composition, and writing studies",Non-science and engineering,Humanities,"English language and literature, letters","Rhetoric and composition, and writing studies",4,Detailed,all other 23.13
7647,r332,"Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature nec",Non-science and engineering,Humanities,"English language and literature, letters",English language and literature nec,4,Detailed,"all other 23.14, 23.99"
7647,r333,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",,3,Major,"all 16 except 16.0102, 16.0105, 16.0199, 16.12"
7647,r334,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Comparative literature",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Comparative literature,4,Detailed,16.0104
7647,r335,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Hispanic and Latin American languages, literatures, and linguistics",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Hispanic and Latin American languages, literatures, and linguistics",4,Detailed,16.0908
7647,r336,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Romance languages, literatures, and linguistics",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Romance languages, literatures, and linguistics",4,Detailed,all other 16.09
7647,r337,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Spanish language and literature",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Spanish language and literature,4,Detailed,"16.0905, 16.0907"
7647,r338,"Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Foreign languages, literatures, and linguistics nec",Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Foreign languages, literatures, and linguistics nec",4,Detailed,"all other 16 except 16.0102, 16.0105, 16.0199, 16.12"
7647,r339,Non-science and engineering -> Humanities -> History,Non-science and engineering,Humanities,History,,3,Major,all 54 except 54.0104
7647,r340,Non-science and engineering -> Humanities -> History -> American history (United States),Non-science and engineering,Humanities,History,American history (United States),4,Detailed,54.0102
7647,r341,Non-science and engineering -> Humanities -> History -> European history,Non-science and engineering,Humanities,History,European history,4,Detailed,54.0103
7647,r342,"Non-science and engineering -> Humanities -> History -> History, general",Non-science and engineering,Humanities,History,"History, general",4,Detailed,54.0101
7647,r343,"Non-science and engineering -> Humanities -> History -> History, regional focus",Non-science and engineering,Humanities,History,"History, regional focus",4,Detailed,"51.0106, 54.0107, 54.0199c/d/e"
7647,r344,Non-science and engineering -> Humanities -> History -> History nec,Non-science and engineering,Humanities,History,History nec,4,Detailed,"54.0105, 54.0108, 54.0199a"
7647,r345,Non-science and engineering -> Humanities -> Philosophy and religious studies,Non-science and engineering,Humanities,Philosophy and religious studies,,3,Major,38
7647,r346,Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy,4,Detailed,"38.01, 38.99"
7647,r347,Non-science and engineering -> Humanities -> Philosophy and religious studies -> Religion/ religious studies,Non-science and engineering,Humanities,Philosophy and religious studies,Religion/ religious studies,4,Detailed,38.0201
7647,r348,Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy and religious studies nec,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy and religious studies nec,4,Detailed,all other 38.02
7647,r349,"Non-science and engineering -> Humanities -> Humanities, other",Non-science and engineering,Humanities,"Humanities, other",,3,Major,"24.01, 39"
7647,r350,"Non-science and engineering -> Humanities -> Humanities, other -> Bible/ biblical studies",Non-science and engineering,Humanities,"Humanities, other",Bible/ biblical studies,4,Detailed,39.0201
7647,r351,"Non-science and engineering -> Humanities -> Humanities, other -> Humanities and humanistic studies",Non-science and engineering,Humanities,"Humanities, other",Humanities and humanistic studies,4,Detailed,"24.0103, 24.0199"
7647,r352,"Non-science and engineering -> Humanities -> Humanities, other -> Theological and ministerial studies",Non-science and engineering,Humanities,"Humanities, other",Theological and ministerial studies,4,Detailed,all other 39
7647,r353,Non-science and engineering -> Visual and performing arts,Non-science and engineering,Visual and performing arts,,,2,Broad,50
7647,r354,Non-science and engineering -> Visual and performing arts -> Performing arts,Non-science and engineering,Visual and performing arts,Performing arts,,3,Major,"50.03, 50.05, 50.09"
7647,r355,"Non-science and engineering -> Visual and performing arts -> Performing arts -> Dance, drama, theatre arts and stagecraft",Non-science and engineering,Visual and performing arts,Performing arts,"Dance, drama, theatre arts and stagecraft",4,Detailed,"50.03, 50.05"
7647,r356,Non-science and engineering -> Visual and performing arts -> Performing arts -> Music performance,Non-science and engineering,Visual and performing arts,Performing arts,Music performance,4,Detailed,"50.0903, 50.0906-50.0911, 50.0914-50.0916"
7647,r357,Non-science and engineering -> Visual and performing arts -> Performing arts -> Music theory and composition,Non-science and engineering,Visual and performing arts,Performing arts,Music theory and composition,4,Detailed,50.0904
7647,r358,Non-science and engineering -> Visual and performing arts -> Performing arts -> Musicology and ethnomusicology,Non-science and engineering,Visual and performing arts,Performing arts,Musicology and ethnomusicology,4,Detailed,50.0905
7647,r359,Non-science and engineering -> Visual and performing arts -> Performing arts -> Music nec,Non-science and engineering,Visual and performing arts,Performing arts,Music nec,4,Detailed,"50.0901, 50.0902, 50.0912, 50.0913, 50.0917, 50.0999"
7647,r360,"Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design",Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design",,3,Major,"50.01, 50.04, 50.06, 50.07, 50.10"
7647,r361,"Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Art history, criticism and conservation",Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Art history, criticism and conservation",4,Detailed,50.0703
7647,r362,"Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Film, cinema, and media studies",Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Film, cinema, and media studies",4,Detailed,50.06
7647,r363,"Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Visual arts, media studies/ design, and arts management nec",Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Visual arts, media studies/ design, and arts management nec",4,Detailed,all other 50
7647,r364,Non-science and engineering -> Other non-science and engineering,Non-science and engineering,Other non-science and engineering,,,2,Broad,see below
7647,r365,Non-science and engineering -> Other non-science and engineering -> Communications and journalism,Non-science and engineering,Other non-science and engineering,Communications and journalism,,3,Major,"09, 10"
7647,r366,"Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Applied communication, advertising, and public relations",Non-science and engineering,Other non-science and engineering,Communications and journalism,"Applied communication, advertising, and public relations",4,Detailed,9.09
7647,r367,Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication and media studies,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communication and media studies,4,Detailed,"09.0101, 09.0199"
7647,r368,"Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication, general",Non-science and engineering,Other non-science and engineering,Communications and journalism,"Communication, general",4,Detailed,09.0100a
7647,r369,Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Mass communication/ media studies,Non-science and engineering,Other non-science and engineering,Communications and journalism,Mass communication/ media studies,4,Detailed,9.0102
7647,r370,Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communications and journalism nec,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communications and journalism nec,4,Detailed,"09.0100b/c, 09.04, 09.07, 09.10, 09.99, 10"
7647,r371,Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,,3,Major,"30.00, 30.12-30.14, 30.22, 30.28, 30.29, 30.36, 30.45, 30.52, 30.99, 16.12, 24.01"
7647,r372,Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Classical and ancient studies,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Classical and ancient studies,4,Detailed,"30.22, 16.12"
7647,r373,Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Multidisciplinary/ interdisciplinary studies nec,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Multidisciplinary/ interdisciplinary studies nec,4,Detailed,"30.00, 30.12-30.14, 30.28, 30.29, 30.36, 30.45, 30.52, 30.9999a, 24.01"
7647,r374,Non-science and engineering -> Other non-science and engineering -> Public administration and social services,Non-science and engineering,Other non-science and engineering,Public administration and social services,,3,Major,all 44 except 44.05
7647,r375,Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Public administration,Non-science and engineering,Other non-science and engineering,Public administration and social services,Public administration,4,Detailed,"44.0201, 44.04, 44.99"
7647,r376,Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Social work and human services,Non-science and engineering,Other non-science and engineering,Public administration and social services,Social work and human services,4,Detailed,"44.00, 44.07"
7647,r377,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",,3,Major,see below
7647,r378,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Architecture and architectural studies ",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Architecture and architectural studies ,4,Detailed,all 04 except 04.0301
7647,r379,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> City/ urban, community, and regional planning",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","City/ urban, community, and regional planning",4,Detailed,4.0301
7647,r380,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Family, consumer sciences and human sciences",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Family, consumer sciences and human sciences",4,Detailed,"all 19 except 19.0701, 19.0702, 19.0706"
7647,r381,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Homeland security and protective services",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Homeland security and protective services,4,Detailed,"all 43 except 43.01, 43.0402, 43.0403, 43.0406"
7647,r382,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Law, legal studies and research",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Law, legal studies and research",4,Detailed,22
7647,r383,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Parks, recreation, leisure, fitness, and sport studies and management",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Parks, recreation, leisure, fitness, and sport studies and management",4,Detailed,all 31 except 31.0505
7647,r384,"Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Other non-science and engineering nec",Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Other non-science and engineering nec,4,Detailed,"01.05, 01.82, 25, 29, 46, 47, 48, 49"
