table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1563,r105,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,25,36,27,42,53,62,66,59,62,57,55,70,50,76,66,62,57,70
1563,r106,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,823,825,852,829,950,939,1024,1005,1035,997,1055,1081,1132,1130,1122,1109,1145,1137
1563,r107,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,244,286,286,313,413,422,439,417,378,371,410,404,409,401,439,436,433,441
1563,r108,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,123,154,161,134,97,101,97,82,90,89,101,102,98,91,89,71,59,78
1563,r109,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,,,6,22767,23490,23465,25057,27731,29353,30920,31748,33025,35336,36879,39205,42265,43668,43707,42217,42864,41169
1563,r110,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,10363,10939,10778,11407,12235,12918,13637,14679,14916,16362,16646,17644,19076,19852,20005,18926,19856,19473
1563,r111,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,12404,12551,12687,13650,15496,16435,17283,17069,18109,18974,20233,21561,23189,23816,23702,23291,23008,21696
1563,r112,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,587,689,642,655,721,737,761,839,766,838,839,849,860,819,900,847,786,798
1563,r113,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,868,892,865,873,960,975,1223,997,1060,1050,1021,1134,1129,1150,1137,1149,1136,1079
1563,r114,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,952,973,1050,1161,1252,1391,1319,1306,1384,1506,1492,1728,1735,1773,1852,1799,1804,1896
1563,r115,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,8,6,10,17,10,14,12,11,18,23,16,9,14,18,14,19,15,18,16
1563,r116,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,407,380,360,380,410,433,450,408,398,503,477,482,508,492,441,524,499,427
1563,r117,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,6721,6843,6987,7736,8833,9807,10223,10316,11239,11596,12533,13548,14912,15406,15206,14936,14817,13197
1563,r118,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,1387,1258,1315,1296,1358,1033,1110,1090,1059,1065,977,1073,1177,1107,1124,986,901,948
1563,r119,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,1476,1506,1451,1539,1948,2047,2186,2095,2180,2400,2885,2733,2850,3055,3023,3035,3047,3335
1563,r120,Both sexes -> Female -> All fields -> Non-S&E,Both sexes,Female,All fields,Non-S&E,,,,,4,225651,232408,241625,256413,279995,290509,305197,315652,325146,340967,357698,374952,382223,377394,376469,374024,381074,391611
