table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_level_4,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
11708,r322,Non-science and engineering ->  Education -> From top 20 institutions,Non-science and engineering, Education,From top 20 institutions,,3,-,1075,294,781
11708,r323,Non-science and engineering ->  Education -> From top 20 institutions -> Texas Tech U.,Non-science and engineering, Education,From top 20 institutions,Texas Tech U.,4,1,104,30,74
11708,r324,Non-science and engineering ->  Education -> From top 20 institutions -> Walden U.,Non-science and engineering, Education,From top 20 institutions,Walden U.,4,2,87,16,71
11708,r325,Non-science and engineering ->  Education -> From top 20 institutions -> U. Georgia,Non-science and engineering, Education,From top 20 institutions,U. Georgia,4,3,75,20,55
11708,r326,"Non-science and engineering ->  Education -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering, Education,From top 20 institutions,"Ohio State U., Columbus",4,4,63,16,47
11708,r327,Non-science and engineering ->  Education -> From top 20 institutions -> Pennsylvania State U.,Non-science and engineering, Education,From top 20 institutions,Pennsylvania State U.,4,5,61,18,43
11708,r328,Non-science and engineering ->  Education -> From top 20 institutions -> U. Wisconsin-Madison,Non-science and engineering, Education,From top 20 institutions,U. Wisconsin-Madison,4,6,59,15,44
11708,r329,"Non-science and engineering ->  Education -> From top 20 institutions -> U. Minnesota, Twin Cities",Non-science and engineering, Education,From top 20 institutions,"U. Minnesota, Twin Cities",4,7,58,15,43
11708,r330,"Non-science and engineering ->  Education -> From top 20 institutions -> Teachers C., Columbia U.",Non-science and engineering, Education,From top 20 institutions,"Teachers C., Columbia U.",4,8,55,20,35
11708,r331,Non-science and engineering ->  Education -> From top 20 institutions -> Michigan State U.,Non-science and engineering, Education,From top 20 institutions,Michigan State U.,4,9,51,14,37
11708,r332,Non-science and engineering ->  Education -> From top 20 institutions -> U. Florida,Non-science and engineering, Education,From top 20 institutions,U. Florida,4,10,50,16,34
11708,r333,"Non-science and engineering ->  Education -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering, Education,From top 20 institutions,"U. California, Los Angeles",4,11,46,11,35
11708,r334,"Non-science and engineering ->  Education -> From top 20 institutions -> U. North Texas, Denton",Non-science and engineering, Education,From top 20 institutions,"U. North Texas, Denton",4,12,45,14,31
11708,r335,Non-science and engineering ->  Education -> From top 20 institutions -> Florida State U.,Non-science and engineering, Education,From top 20 institutions,Florida State U.,4,13,43,10,33
11708,r336,Non-science and engineering ->  Education -> From top 20 institutions -> North Carolina State U.,Non-science and engineering, Education,From top 20 institutions,North Carolina State U.,4,13,43,13,30
11708,r337,"Non-science and engineering ->  Education -> From top 20 institutions -> SUNY, U. Buffalo",Non-science and engineering, Education,From top 20 institutions,"SUNY, U. Buffalo",4,13,43,11,32
11708,r338,Non-science and engineering ->  Education -> From top 20 institutions -> Old Dominion U.,Non-science and engineering, Education,From top 20 institutions,Old Dominion U.,4,16,39,9,30
11708,r339,"Non-science and engineering ->  Education -> From top 20 institutions -> Rutgers, State U. New Jersey, New Brunswick",Non-science and engineering, Education,From top 20 institutions,"Rutgers, State U. New Jersey, New Brunswick",4,16,39,6,33
11708,r340,"Non-science and engineering ->  Education -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering, Education,From top 20 institutions,"U. Texas, Austin",4,16,39,15,24
11708,r341,"Non-science and engineering ->  Education -> From top 20 institutions -> U. South Florida, Tampa",Non-science and engineering, Education,From top 20 institutions,"U. South Florida, Tampa",4,19,38,10,28
11708,r342,Non-science and engineering ->  Education -> From top 20 institutions -> U. Kentucky,Non-science and engineering, Education,From top 20 institutions,U. Kentucky,4,20,37,15,22
11708,r343,Non-science and engineering ->  Humanities,Non-science and engineering, Humanities,,,2,-,3358,1731,1627
11708,r344,Non-science and engineering ->  Humanities -> From top 20 institutions,Non-science and engineering, Humanities,From top 20 institutions,,3,-,1016,539,477
11708,r345,Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Chicago,Non-science and engineering, Humanities,From top 20 institutions,U. Chicago,4,1,80,53,27
11708,r346,Non-science and engineering ->  Humanities -> From top 20 institutions -> Harvard U.,Non-science and engineering, Humanities,From top 20 institutions,Harvard U.,4,2,70,43,27
11708,r347,Non-science and engineering ->  Humanities -> From top 20 institutions -> Princeton U.,Non-science and engineering, Humanities,From top 20 institutions,Princeton U.,4,3,60,33,27
11708,r348,"Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Michigan, Ann Arbor",Non-science and engineering, Humanities,From top 20 institutions,"U. Michigan, Ann Arbor",4,4,58,30,28
11708,r349,"Non-science and engineering ->  Humanities -> From top 20 institutions -> CUNY, Graduate Center",Non-science and engineering, Humanities,From top 20 institutions,"CUNY, Graduate Center",4,5,52,27,25
11708,r350,"Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering, Humanities,From top 20 institutions,"U. Texas, Austin",4,6,51,16,35
11708,r351,Non-science and engineering ->  Humanities -> From top 20 institutions -> Yale U.,Non-science and engineering, Humanities,From top 20 institutions,Yale U.,4,6,51,23,28
11708,r352,Non-science and engineering ->  Humanities -> From top 20 institutions -> Midwestern Baptist Theological Seminary,Non-science and engineering, Humanities,From top 20 institutions,Midwestern Baptist Theological Seminary,4,8,50,50,0
11708,r353,"Non-science and engineering ->  Humanities -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering, Humanities,From top 20 institutions,"Ohio State U., Columbus",4,9,48,21,27
11708,r354,Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Wisconsin-Madison,Non-science and engineering, Humanities,From top 20 institutions,U. Wisconsin-Madison,4,9,48,21,27
11708,r355,Non-science and engineering ->  Humanities -> From top 20 institutions -> Columbia U. in the City of New York,Non-science and engineering, Humanities,From top 20 institutions,Columbia U. in the City of New York,4,11,46,25,21
11708,r356,"Non-science and engineering ->  Humanities -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering, Humanities,From top 20 institutions,"U. California, Berkeley",4,11,46,21,25
11708,r357,"Non-science and engineering ->  Humanities -> From top 20 institutions -> Emory U., Atlanta",Non-science and engineering, Humanities,From top 20 institutions,"Emory U., Atlanta",4,13,45,16,29
11708,r358,Non-science and engineering ->  Humanities -> From top 20 institutions -> New York U.,Non-science and engineering, Humanities,From top 20 institutions,New York U.,4,14,42,19,23
11708,r359,"Non-science and engineering ->  Humanities -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering, Humanities,From top 20 institutions,"U. California, Los Angeles",4,14,42,18,24
11708,r360,"Non-science and engineering ->  Humanities -> From top 20 institutions -> Indiana U., Bloomington",Non-science and engineering, Humanities,From top 20 institutions,"Indiana U., Bloomington",4,16,40,19,21
11708,r361,Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Pennsylvania,Non-science and engineering, Humanities,From top 20 institutions,U. Pennsylvania,4,16,40,19,21
11708,r362,Non-science and engineering ->  Humanities -> From top 20 institutions -> Stanford U.,Non-science and engineering, Humanities,From top 20 institutions,Stanford U.,4,18,39,19,20
11708,r363,Non-science and engineering ->  Humanities -> From top 20 institutions -> Duke U.,Non-science and engineering, Humanities,From top 20 institutions,Duke U.,4,19,36,20,16
11708,r364,Non-science and engineering ->  Humanities -> From top 20 institutions -> Florida State U.,Non-science and engineering, Humanities,From top 20 institutions,Florida State U.,4,19,36,22,14
11708,r365,Non-science and engineering ->  Humanities -> From top 20 institutions -> U. Notre Dame,Non-science and engineering, Humanities,From top 20 institutions,U. Notre Dame,4,19,36,24,12
11708,r366,Non-science and engineering ->  Visual and performing arts,Non-science and engineering, Visual and performing arts,,,2,-,824,356,468
11708,r367,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions,Non-science and engineering, Visual and performing arts,From top 20 institutions,,3,-,471,201,270
11708,r368,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Arizona State U., Tempe",Non-science and engineering, Visual and performing arts,From top 20 institutions,"Arizona State U., Tempe",4,1,35,16,19
11708,r369,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Miami,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Miami,4,1,35,16,19
11708,r370,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> CUNY, Graduate Center",Non-science and engineering, Visual and performing arts,From top 20 institutions,"CUNY, Graduate Center",4,3,30,14,16
11708,r371,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Northwestern U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Northwestern U.,4,4,27,13,14
11708,r372,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Colorado Boulder,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Colorado Boulder,4,5,26,16,10
11708,r373,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Harvard U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Harvard U.,4,6,25,10,15
11708,r374,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> New York U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,New York U.,4,7,23,9,14
11708,r375,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. California, Los Angeles",4,8,22,9,13
11708,r376,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Florida State U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Florida State U.,4,9,20,7,13
11708,r377,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. California, Berkeley",4,10,19,6,13
11708,r378,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Columbia U. in the City of New York,Non-science and engineering, Visual and performing arts,From top 20 institutions,Columbia U. in the City of New York,4,11,18,5,13
11708,r379,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Indiana U., Bloomington",Non-science and engineering, Visual and performing arts,From top 20 institutions,"Indiana U., Bloomington",4,11,18,8,10
11708,r380,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Chicago,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Chicago,4,11,18,5,13
11708,r381,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. California, Santa Barbara",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. California, Santa Barbara",4,14,17,8,9
11708,r382,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Yale U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Yale U.,4,15,16,6,10
11708,r383,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Southern California,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Southern California,4,16,15,6,9
11708,r384,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering, Visual and performing arts,From top 20 institutions,"Ohio State U., Columbus",4,17,14,4,10
11708,r385,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Princeton U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Princeton U.,4,17,14,7,7
11708,r386,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Pennsylvania,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Pennsylvania,4,17,14,4,10
11708,r387,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> Texas Tech U.,Non-science and engineering, Visual and performing arts,From top 20 institutions,Texas Tech U.,4,20,13,5,8
11708,r388,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. California, Irvine",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. California, Irvine",4,20,13,7,6
11708,r389,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. California, Santa Cruz",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. California, Santa Cruz",4,20,13,4,9
11708,r390,"Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Pittsburgh, Pittsburgh",Non-science and engineering, Visual and performing arts,From top 20 institutions,"U. Pittsburgh, Pittsburgh",4,20,13,8,5
11708,r391,Non-science and engineering ->  Visual and performing arts -> From top 20 institutions -> U. Rochester,Non-science and engineering, Visual and performing arts,From top 20 institutions,U. Rochester,4,20,13,8,5
11708,r392,Non-science and engineering ->  Other non-science and engineering,Non-science and engineering, Other non-science and engineering,,,2,-,2209,878,1331
11708,r393,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions,Non-science and engineering, Other non-science and engineering,From top 20 institutions,,3,-,742,296,446
11708,r394,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Walden U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,Walden U.,4,1,77,19,58
11708,r395,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Texas, Austin",4,2,52,17,35
11708,r396,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Illinois, Urbana-Champaign",4,3,40,10,30
11708,r397,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. North Carolina, Chapel Hill",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. North Carolina, Chapel Hill",4,4,37,14,23
11708,r398,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Southern California,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Southern California,4,5,36,17,19
11708,r399,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Kansas,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Kansas,4,6,35,16,19
11708,r400,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Michigan, Ann Arbor",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Michigan, Ann Arbor",4,7,33,12,21
11708,r401,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"Ohio State U., Columbus",4,8,31,11,20
11708,r402,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> New York U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,New York U.,4,9,29,11,18
11708,r403,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Florida,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Florida,4,9,29,12,17
11708,r404,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Wisconsin-Madison,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Wisconsin-Madison,4,9,29,13,16
11708,r405,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Indiana U., Bloomington",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"Indiana U., Bloomington",4,12,28,18,10
11708,r406,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Minnesota, Twin Cities",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Minnesota, Twin Cities",4,12,28,12,16
11708,r407,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. California, Berkeley",4,14,27,16,11
11708,r408,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Georgia,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Georgia,4,14,27,7,20
11708,r409,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Arizona State U., Tempe",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"Arizona State U., Tempe",4,16,26,7,19
11708,r410,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Michigan State U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,Michigan State U.,4,16,26,12,14
11708,r411,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Pennsylvania State U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,Pennsylvania State U.,4,16,26,10,16
11708,r412,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Pennsylvania,Non-science and engineering, Other non-science and engineering,From top 20 institutions,U. Pennsylvania,4,16,26,13,13
11708,r413,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Florida State U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,Florida State U.,4,20,25,12,13
11708,r414,Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> Harvard U.,Non-science and engineering, Other non-science and engineering,From top 20 institutions,Harvard U.,4,20,25,16,9
11708,r415,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Missouri, Columbia",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Missouri, Columbia",4,20,25,10,15
11708,r416,"Non-science and engineering ->  Other non-science and engineering -> From top 20 institutions -> U. Washington, Seattle",Non-science and engineering, Other non-science and engineering,From top 20 institutions,"U. Washington, Seattle",4,20,25,11,14
