table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
6592,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['5,891', '']","['*', '']","['634', '']","['35', '']","['28', '']","['135', '']","['19', '']","['0 - 163', '']","['205', '']","['198', '']","['58', 'i']","['317', '']","['0 - 30', '']","['0 - 25', '']","['244', '']","['0 - 38', '']","['75', '']","['43', '']","['50', '']","['48', '']","['0 - 205', '']","['0 - 25', 'i']","['591', '']","['240', '']"
6592,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['6,087', '']","['0 - 18', '']","['198 - 230', '']","['0 - 12', '']","['0 - 137', '']","['4', '']","['0 - 31', '']","['0 - 163', '']","['118', '']","['173 - 205', '']","['0 - 15', '']","['173 - 535', '']","['0 - 30', '']","['0 - 25', '']","['0 - 227', '']","['0 - 38', '']","['51', '']","['1', '']","['11', '']","['23 - 55', '']","['754 - 961', '']","['0 - 25', '']","['1,697', '']","['36', '']"
6592,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,175', '']","['0', '']","['43', '']","['*', 'i']","['6', 'i']","['6', '']","['0', '']","['0', '']","['15', 'i']","['0 - 176', 'i']","['5', '']","['0 - 176', '']","['1', 'i']","['*', '']","['0 - 176', '']","['0', '']","['0 - 31', 'i']","['12', '']","['0 - 38', 'i']","['61', '']","['21', '']","['*', '']","['315', '']","['62', '']"
6592,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['104', '']","['0', '']","['3 - 98', '']","['*', '']","['*', '']","['*', '']","['0 - 24', '']","['0', '']","['0 - 84', '']","['0 - 94', '']","['*', '']","['0 - 94', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['5', '']","['*', '']","['*', '']","['*', '']","['0', '']","['0 - 94', '']","['*', '']"
6592,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6592,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['101', '']","['0', '']","['0 - 94', '']","['*', '']","['*', '']","['*', '']","['0 - 24', '']","['0', '']","['0 - 84', '']","['0 - 94', '']","['*', '']","['0 - 94', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['5', '']","['*', '']","['*', '']","['*', '']","['0', '']","['0 - 94', '']","['*', '']"
6592,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['14,790', '']","['5 - 24', '']","['1,003', '']","['46', 'i']","['131', 'i']","['139', '']","['38 - 62', 'i']","['33 - 39', '']","['574', '']","['764', '']","['73', 'i']","['338 - 457', '']","['210', '']","['0 - 62', '']","['294', 'i']","['3 - 15', '']","['133', 'i']","['118', 'i']","['179', 'i']","['53', 'i']","['530', '']","['51', '']","['2,506', '']","['477', '']"
6592,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['37', '']","['*', '']","['7', '']","['0', '']","['*', '']","['0', '']","['0 - 7', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', 'i']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['2', 'i']","['0 - 7', '']"
6592,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['5,370', '']","['0 - 18', '']","['458', '']","['0 - 7', '']","['3', '']","['89', '']","['0 - 24', '']","['0 - 6', '']","['114', '']","['322', '']","['4', '']","['244 - 365', '']","['30', '']","['0 - 62', '']","['28', '']","['0 - 11', '']","['14', '']","['5', '']","['0 - 16', '']","['8', '']","['94', '']","['1', '']","['417', '']","['181', '']"
6592,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['9,006', 'i']","['6', '']","['491', '']","['40', 'i']","['128', 'i']","['50', 'i']","['39', 'i']","['34', '']","['425', '']","['417', 'i']","['68', 'i']","['93', 'i']","['172', 'i']","['0', '']","['240', 'i']","['3 - 15', 'i']","['117', 'i']","['113', 'i']","['164', 'i']","['45', 'i']","['435', '']","['5 - 32', 'i']","['2,050', 'i']","['284', 'i']"
6592,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['2,793', '']","['0', '']","['117', '']","['4', '']","['42', '']","['12', '']","['8', '']","['5', '']","['106', '']","['131', '']","['14', '']","['4', '']","['52', '']","['0', '']","['24', '']","['4', '']","['35', '']","['20', '']","['62', '']","['11', '']","['404', '']","['6', '']","['904', '']","['101', '']"
6592,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['6,205', 'i']","['0 - 7', 'i']","['374', '']","['36', 'i']","['86', 'i']","['38', 'i']","['31', 'i']","['29', '']","['320', 'i']","['286', 'i']","['54', 'i']","['89', 'i']","['120', 'i']","['0', '']","['216', 'i']","['0 - 11', 'i']","['82', 'i']","['93', 'i']","['102', 'i']","['34', 'i']","['31', 'i']","['0 - 27', 'i']","['1,146', 'i']","['183', 'i']"
6592,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['8', '']","['0 - 6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6592,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['376', '']","['0', '']","['47', '']","['0 - 7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33', '']","['25', '']","['0', '']","['*', '']","['7', '']","['0 - 34', '']","['25', '']","['0', '']","['2', '']","['*', '']","['0 - 16', '']","['0', '']","['1', '']","['17 - 46', '']","['38', '']","['4 - 14', '']"
6592,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['24', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 24', '']","['0', '']","['0', '']","['0 - 24', '']","['0', '']"
6592,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2 - 4,124', '']","['0 - 18', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0 - 24', '']","['0', '']","['1', '']","['0 - 387', '']","['*', '']","['0 - 738', '']","['0', '']","['0', '']","['0 - 239', '']","['0 - 11', '']","['0 - 31', 'i']","['1', '']","['0 - 38', '']","['0', '']","['1', '']","['*', '']","['0 - 332', '']","['0 - 44', '']"
6592,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['104,464', '']","['539', 'i']","['6,862', '']","['651', 'i']","['2,324', '']","['527', '']","['593', '']","['600', '']","['3,313', '']","['8,879', '']","['246', '']","['4,207', '']","['1,611', '']","['274', '']","['2,108', '']","['363', '']","['958', '']","['492', '']","['1,033', '']","['1,247', '']","['4,536', '']","['159', '']","['11,797', '']","['2,847', '']"
6592,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6592,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['138', '']","['1', 'i']","['9', '']","['0', '']","['3', '']","['*', '']","['1', '']","['3', '']","['2', '']","['3', '']","['1', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['14', '']","['0', '']","['13', '']","['13', '']"
6592,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['457', '']","['0', '']","['39', '']","['*', '']","['19', '']","['0', '']","['1', '']","['*', '']","['3', '']","['5', '']","['0', '']","['3', 'i']","['3', '']","['0', '']","['4', '']","['0', '']","['3', '']","['*', '']","['3', '']","['11', '']","['5', '']","['0', '']","['71', '']","['51', '']"
6592,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6592,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['737', '']","['*', '']","['110', '']","['13', '']","['8', '']","['2', '']","['*', '']","['1', '']","['8', '']","['144', '']","['3', '']","['2', '']","['3', '']","['1', '']","['14', '']","['5', '']","['1', '']","['16', '']","['5', '']","['3', '']","['6', '']","['*', '']","['64', '']","['33', '']"
6592,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,192', '']","['3', '']","['175', '']","['1', '']","['6', '']","['21', '']","['9', '']","['1', '']","['34', '']","['78', '']","['7', '']","['13', '']","['56', '']","['*', '']","['24', '']","['1', '']","['24', '']","['32', '']","['10', '']","['14', '']","['407', '']","['1', '']","['134', '']","['80', '']"
6592,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6592,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,709', '']","['*', '']","['201', '']","['5', '']","['1', '']","['3', '']","['4', '']","['2', '']","['127', '']","['120', '']","['2', '']","['144', '']","['20', '']","['*', '']","['50', '']","['9', '']","['42', '']","['23', '']","['30', '']","['19', '']","['54', '']","['2', '']","['276', '']","['78', '']"
6592,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,953', '']","['0', '']","['300', '']","['4', '']","['34', '']","['18', '']","['42', '']","['38', '']","['108', '']","['249', '']","['31', '']","['97', '']","['32', '']","['0 - 39', '']","['45', '']","['16', '']","['16', '']","['43', '']","['15', '']","['11', '']","['52', '']","['0 - 39', '']","['497', '']","['181', '']"
6592,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['16,553', '']","['27', '']","['2,294', '']","['35', '']","['216', '']","['68', '']","['136', '']","['130', '']","['546', '']","['1,260', '']","['62', 'i']","['491', '']","['192', '']","['49', '']","['390', '']","['33', '']","['132', '']","['77', '']","['139', '']","['341', '']","['594', '']","['42', '']","['1,344', '']","['893', '']"
6592,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['11,965', '']","['18', '']","['809', '']","['62', 'i']","['81', '']","['86', '']","['94', '']","['55', 'i']","['514', '']","['878', '']","['51', '']","['349', '']","['151', '']","['0 - 50', '']","['498', '']","['35', 'i']","['213', 'i']","['52', 'i']","['181', '']","['243', '']","['393', 'i']","['0 - 50', '']","['1,239', '']","['161', 'i']"
6592,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['23,612', '']","['446', 'i']","['839', '']","['388', 'i']","['643', '']","['45', 'i']","['146', '']","['75', '']","['1,074', '']","['2,105', '']","['54', 'i']","['332', '']","['548', '']","['92 - 159', '']","['511', '']","['75', '']","['194', '']","['104', 'i']","['373', 'i']","['283', '']","['567', '']","['5 - 72', '']","['2,983', 'i']","['610', '']"
6592,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['43,148', '']","['44', '']","['2,087', '']","['142', '']","['1,312', '']","['284', '']","['160', '']","['294', '']","['895', '']","['4,036', '']","['36', '']","['2,776', '']","['608', '']","['67', 'i']","['572', '']","['188', '']","['333', '']","['145', '']","['278', '']","['321', '']","['2,443', '']","['45', '']","['5,176', '']","['747', '']"
