table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
10695,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,3,3856,1.3,115,0.5,4,0.5,208,1.0,145,1.1,1,0.5,860,0.8,55,0.8,82,1.0,2386,2.0
10695,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,2301,0.8,63,0.3,3,0.4,84,0.4,85,0.7,0,0.0,406,0.4,15,0.2,31,0.4,1614,1.4
10695,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,1555,0.5,52,0.2,1,0.1,124,0.6,60,0.5,1,0.5,454,0.4,40,0.5,51,0.6,772,0.6
10695,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,,3,11523,3.9,559,2.6,11,1.5,645,3.1,225,1.8,2,1.0,2909,2.7,210,2.9,235,2.9,6727,5.7
10695,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,3,4573,1.5,270,1.3,6,0.8,326,1.6,98,0.8,1,0.5,1467,1.4,117,1.6,69,0.9,2219,1.9
10695,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,,3,8002,2.7,330,1.5,13,1.7,442,2.2,271,2.1,3,1.5,2419,2.3,178,2.4,208,2.6,4138,3.5
10695,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,,4,631,0.2,17,0.1,1,0.1,22,0.1,13,0.1,1,0.5,137,0.1,12,0.2,10,0.1,418,0.4
10695,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,4,1588,0.5,70,0.3,3,0.4,109,0.5,39,0.3,0,0.0,461,0.4,34,0.5,24,0.3,848,0.7
10695,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,,4,1085,0.4,76,0.4,1,0.1,53,0.3,24,0.2,0,0.0,538,0.5,43,0.6,41,0.5,309,0.3
10695,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",,4,4698,1.6,167,0.8,8,1.1,258,1.3,195,1.5,2,1.0,1283,1.2,89,1.2,133,1.6,2563,2.2
10695,r103,All detailed fields -> Health,All detailed fields,Health,,,,2,18060,6.1,1519,7.1,82,10.9,1332,6.5,1945,15.4,16,8.1,7929,7.4,442,6.0,626,7.7,4169,3.5
10695,r104,All detailed fields -> Health -> Clinical medicine,All detailed fields,Health,Clinical medicine,,,3,5966,2.0,652,3.1,61,8.1,538,2.6,793,6.3,9,4.6,2337,2.2,182,2.5,206,2.5,1188,1.0
10695,r105,All detailed fields -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,954,0.3,110,0.5,10,1.3,92,0.4,62,0.5,0,0.0,471,0.4,19,0.3,54,0.7,136,0.1
10695,r106,All detailed fields -> Health -> Clinical medicine -> Public health,All detailed fields,Health,Clinical medicine,Public health,,4,5012,1.7,542,2.5,51,6.8,446,2.2,731,5.8,9,4.6,1866,1.7,163,2.2,152,1.9,1052,0.9
10695,r107,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,,3,12094,4.1,867,4.1,21,2.8,794,3.9,1152,9.1,7,3.6,5592,5.2,260,3.5,420,5.2,2981,2.5
10695,r108,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,,4,821,0.3,89,0.4,0,0.0,42,0.2,38,0.3,0,0.0,455,0.4,19,0.3,20,0.2,158,0.1
10695,r109,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,,4,228,0.1,13,0.1,0,0.0,24,0.1,8,0.1,0,0.0,44,0.05,5,0.1,6,0.1,128,0.1
10695,r110,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,,4,981,0.3,70,0.3,1,0.1,31,0.2,53,0.4,0,0.0,562,0.5,16,0.2,21,0.3,227,0.2
10695,r111,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,,4,3657,1.2,249,1.2,12,1.6,226,1.1,511,4.0,4,2.0,2026,1.9,73,1.0,119,1.5,437,0.4
10695,r112,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,,4,3059,1.0,157,0.7,1,0.1,232,1.1,141,1.1,0,0.0,766,0.7,60,0.8,93,1.2,1609,1.4
10695,r113,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,,4,3348,1.1,289,1.4,7,0.9,239,1.2,401,3.2,3,1.5,1739,1.6,87,1.2,161,2.0,422,0.4
