table_id,row_id,_b_state_or_location_and_institution_b_full_path,_b_state_or_location_and_institution_b_level_1,_b_state_or_location_and_institution_b_level_2,_b_state_or_location_and_institution_b_level_3,_b_state_or_location_and_institution_b_hierarchy_depth,field_all_fields,field_education_total,field_education_education_administration,field_education_education_research,field_education_teacher_education,field_education_teaching_fields,field_education_other_education,field_humanities_and_arts_total,field_humanities_and_arts_foreign_languages_and_literature,field_humanities_and_arts_history,field_humanities_and_arts_letters,field_humanities_and_arts_other_humanities_and_arts,field_othera_total,field_othera_business_management_and_administration,field_othera_communication,field_othera_non_s_e_fields_nec
4645,r169,All institutions -> Louisiana -> Grambling State U.,All institutions,Louisiana,Grambling State U.,3,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
4645,r170,"All institutions -> Louisiana -> Louisiana State U., Baton Rouge",All institutions,Louisiana,"Louisiana State U., Baton Rouge",3,328,33,7,19,0,7,0,35,2,5,12,16,24,12,6,6
4645,r171,"All institutions -> Louisiana -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,Louisiana,"Louisiana State U., Health Sciences Center, New Orleans",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r172,"All institutions -> Louisiana -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,Louisiana,"Louisiana State U., Health Sciences Center, Shreveport",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r173,All institutions -> Louisiana -> Louisiana Tech U.,All institutions,Louisiana,Louisiana Tech U.,3,39,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
4645,r174,All institutions -> Louisiana -> New Orleans Baptist Theological Seminary,All institutions,Louisiana,New Orleans Baptist Theological Seminary,3,19,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0
4645,r175,"All institutions -> Louisiana -> Southern U. and A&M C., Baton Rouge",All institutions,Louisiana,"Southern U. and A&M C., Baton Rouge",3,22,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0
4645,r176,All institutions -> Louisiana -> Tulane U.,All institutions,Louisiana,Tulane U.,3,109,0,0,0,0,0,0,11,3,3,0,5,6,3,0,3
4645,r177,"All institutions -> Louisiana -> U. Louisiana, Lafayette",All institutions,Louisiana,"U. Louisiana, Lafayette",3,40,0,0,0,0,0,0,11,1,0,10,0,0,0,0,0
4645,r178,"All institutions -> Louisiana -> U. Louisiana, Monroe",All institutions,Louisiana,"U. Louisiana, Monroe",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r179,All institutions -> Louisiana -> U. New Orleans,All institutions,Louisiana,U. New Orleans,3,39,7,7,0,0,0,0,0,0,0,0,0,8,8,0,0
4645,r180,All institutions -> Maine,All institutions,Maine,,2,69,8,3,4,0,0,1,5,0,5,0,0,4,0,3,1
4645,r181,All institutions -> Maine -> U. Maine,All institutions,Maine,U. Maine,3,60,5,2,2,0,0,1,5,0,5,0,0,4,0,3,1
4645,r182,All institutions -> Maine -> U. Southern Maine,All institutions,Maine,U. Southern Maine,3,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4645,r183,All institutions -> Maryland,All institutions,Maryland,,2,1269,82,18,42,1,15,6,73,8,18,20,27,46,24,8,14
4645,r184,All institutions -> Maryland -> Bowie State U.,All institutions,Maryland,Bowie State U.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r185,All institutions -> Maryland -> Johns Hopkins U.,All institutions,Maryland,Johns Hopkins U.,3,426,0,0,0,0,0,0,23,1,8,3,11,0,0,0,0
4645,r186,"All institutions -> Maryland -> Loyola U., Maryland",All institutions,Maryland,"Loyola U., Maryland",3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4645,r187,All institutions -> Maryland -> Morgan State U.,All institutions,Maryland,Morgan State U.,3,48,8,2,6,0,0,0,3,0,1,2,0,7,4,0,3
4645,r188,All institutions -> Maryland -> Notre Dame of Maryland U.,All institutions,Maryland,Notre Dame of Maryland U.,3,16,16,12,0,0,1,3,0,0,0,0,0,0,0,0,0
4645,r189,All institutions -> Maryland -> Towson U.,All institutions,Maryland,Towson U.,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r190,"All institutions -> Maryland -> U. Maryland, Baltimore",All institutions,Maryland,"U. Maryland, Baltimore",3,64,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
4645,r191,"All institutions -> Maryland -> U. Maryland, Baltimore County",All institutions,Maryland,"U. Maryland, Baltimore County",3,85,6,0,2,0,2,2,2,1,0,0,1,0,0,0,0
4645,r192,"All institutions -> Maryland -> U. Maryland, College Park",All institutions,Maryland,"U. Maryland, College Park",3,568,48,4,30,1,12,1,45,6,9,15,15,27,17,8,2
4645,r193,"All institutions -> Maryland -> U. Maryland, Eastern Shore",All institutions,Maryland,"U. Maryland, Eastern Shore",3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
4645,r194,All institutions -> Maryland -> Uniformed Services U. of the Health Sciences,All institutions,Maryland,Uniformed Services U. of the Health Sciences,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r195,All institutions -> Massachusetts,All institutions,Massachusetts,,2,2815,137,41,48,2,22,24,253,21,46,54,132,117,68,11,38
4645,r196,All institutions -> Massachusetts -> Bentley U.,All institutions,Massachusetts,Bentley U.,3,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
4645,r197,All institutions -> Massachusetts -> Boston C.,All institutions,Massachusetts,Boston C.,3,116,18,0,14,0,1,3,27,0,4,2,21,8,5,0,3
4645,r198,All institutions -> Massachusetts -> Boston U.,All institutions,Massachusetts,Boston U.,3,337,1,0,0,0,1,0,48,4,9,6,29,13,7,1,5
4645,r199,All institutions -> Massachusetts -> Brandeis U.,All institutions,Massachusetts,Brandeis U.,3,77,0,0,0,0,0,0,17,0,5,6,6,1,0,0,1
4645,r200,All institutions -> Massachusetts -> Clark U.,All institutions,Massachusetts,Clark U.,3,37,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
4645,r201,All institutions -> Massachusetts -> Harvard U.,All institutions,Massachusetts,Harvard U.,3,630,21,0,6,0,0,15,92,15,20,18,39,30,17,0,13
4645,r202,All institutions -> Massachusetts -> Massachusetts C. of Pharmacy and Health Sciences,All institutions,Massachusetts,Massachusetts C. of Pharmacy and Health Sciences,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r203,All institutions -> Massachusetts -> Massachusetts Institute of Technology,All institutions,Massachusetts,Massachusetts Institute of Technology,3,579,2,0,2,0,0,0,16,0,0,0,16,19,17,0,2
4645,r204,All institutions -> Massachusetts -> New England Conservatory,All institutions,Massachusetts,New England Conservatory,3,12,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0
4645,r205,All institutions -> Massachusetts -> Northeastern U.,All institutions,Massachusetts,Northeastern U.,3,174,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0
4645,r206,All institutions -> Massachusetts -> Simmons C.,All institutions,Massachusetts,Simmons C.,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
4645,r207,All institutions -> Massachusetts -> Smith C.,All institutions,Massachusetts,Smith C.,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
4645,r208,All institutions -> Massachusetts -> Springfield C.,All institutions,Massachusetts,Springfield C.,3,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4645,r209,All institutions -> Massachusetts -> Suffolk U.,All institutions,Massachusetts,Suffolk U.,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
4645,r210,"All institutions -> Massachusetts -> Tufts U., Medford",All institutions,Massachusetts,"Tufts U., Medford",3,138,3,0,0,0,3,0,11,0,0,10,1,0,0,0,0
4645,r211,"All institutions -> Massachusetts -> U. Massachusetts, Amherst",All institutions,Massachusetts,"U. Massachusetts, Amherst",3,313,29,2,14,2,8,3,18,2,1,9,6,19,9,9,1
4645,r212,"All institutions -> Massachusetts -> U. Massachusetts, Boston",All institutions,Massachusetts,"U. Massachusetts, Boston",3,90,16,8,7,0,1,0,2,0,0,0,2,4,4,0,0
4645,r213,"All institutions -> Massachusetts -> U. Massachusetts, Dartmouth",All institutions,Massachusetts,"U. Massachusetts, Dartmouth",3,25,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0
4645,r214,"All institutions -> Massachusetts -> U. Massachusetts, Lowell",All institutions,Massachusetts,"U. Massachusetts, Lowell",3,135,39,27,4,0,6,2,0,0,0,0,0,2,2,0,0
4645,r215,"All institutions -> Massachusetts -> U. Massachusetts, Medical School",All institutions,Massachusetts,"U. Massachusetts, Medical School",3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r216,All institutions -> Massachusetts -> Western New England U.,All institutions,Massachusetts,Western New England U.,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r217,All institutions -> Massachusetts -> Worcester Polytechnic Institute,All institutions,Massachusetts,Worcester Polytechnic Institute,3,54,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
4645,r218,All institutions -> Michigan,All institutions,Michigan,,2,1967,203,70,88,7,31,7,129,14,27,40,48,87,26,30,31
4645,r219,All institutions -> Michigan -> Andrews U.,All institutions,Michigan,Andrews U.,3,25,7,5,2,0,0,0,10,0,0,0,10,1,1,0,0
4645,r220,All institutions -> Michigan -> Calvin Theological Seminary,All institutions,Michigan,Calvin Theological Seminary,3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
4645,r221,All institutions -> Michigan -> Central Michigan U.,All institutions,Michigan,Central Michigan U.,3,39,5,4,0,0,1,0,2,0,2,0,0,0,0,0,0
4645,r222,All institutions -> Michigan -> Eastern Michigan U.,All institutions,Michigan,Eastern Michigan U.,3,39,29,25,1,0,1,2,0,0,0,0,0,4,1,0,3
4645,r223,All institutions -> Michigan -> Lawrence Technological U.,All institutions,Michigan,Lawrence Technological U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r224,All institutions -> Michigan -> Michigan State U.,All institutions,Michigan,Michigan State U.,3,524,72,5,50,3,14,0,32,0,8,12,12,35,11,18,6
4645,r225,All institutions -> Michigan -> Michigan Technological U.,All institutions,Michigan,Michigan Technological U.,3,85,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0
4645,r226,All institutions -> Michigan -> Oakland U.,All institutions,Michigan,Oakland U.,3,51,15,6,1,4,3,1,0,0,0,0,0,0,0,0,0
4645,r227,All institutions -> Michigan -> U. Detroit Mercy,All institutions,Michigan,U. Detroit Mercy,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r228,"All institutions -> Michigan -> U. Michigan, Ann Arbor",All institutions,Michigan,"U. Michigan, Ann Arbor",3,846,19,1,8,0,7,3,52,11,11,12,18,35,13,5,17
4645,r229,"All institutions -> Michigan -> U. Michigan, Dearborn",All institutions,Michigan,"U. Michigan, Dearborn",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r230,All institutions -> Michigan -> Van Andel Institute,All institutions,Michigan,Van Andel Institute,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r231,All institutions -> Michigan -> Wayne State U.,All institutions,Michigan,Wayne State U.,3,202,17,1,15,0,1,0,21,3,3,9,6,7,0,5,2
4645,r232,All institutions -> Michigan -> Western Michigan U.,All institutions,Michigan,Western Michigan U.,3,134,39,23,11,0,4,1,9,0,3,6,0,3,0,0,3
4645,r233,All institutions -> Minnesota,All institutions,Minnesota,,2,1545,182,18,105,3,32,24,59,11,9,22,17,218,95,4,119
4645,r234,"All institutions -> Minnesota -> Mayo Clinic, Mayo Graduate School",All institutions,Minnesota,"Mayo Clinic, Mayo Graduate School",3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r235,"All institutions -> Minnesota -> U. Minnesota, Twin Cities",All institutions,Minnesota,"U. Minnesota, Twin Cities",3,647,58,6,42,0,8,2,52,11,9,22,10,34,22,4,8
4645,r236,All institutions -> Minnesota -> Walden U.,All institutions,Minnesota,Walden U.,3,867,124,12,63,3,24,22,7,0,0,0,7,184,73,0,111
4645,r237,All institutions -> Mississippi,All institutions,Mississippi,,2,445,104,53,34,2,15,0,29,0,11,17,1,38,23,7,8
4645,r238,All institutions -> Mississippi -> Jackson State U.,All institutions,Mississippi,Jackson State U.,3,65,29,28,1,0,0,0,0,0,0,0,0,10,3,0,7
4645,r239,All institutions -> Mississippi -> Mississippi State U.,All institutions,Mississippi,Mississippi State U.,3,159,35,13,15,0,7,0,4,0,4,0,0,5,4,0,1
4645,r240,"All institutions -> Mississippi -> U. Mississippi, Oxford",All institutions,Mississippi,"U. Mississippi, Oxford",3,111,16,2,10,1,3,0,8,0,3,4,1,4,4,0,0
4645,r241,All institutions -> Mississippi -> U. Southern Mississippi,All institutions,Mississippi,U. Southern Mississippi,3,110,24,10,8,1,5,0,17,0,4,13,0,19,12,7,0
4645,r242,All institutions -> Missouri,All institutions,Missouri,,2,960,62,18,28,0,13,3,117,12,17,26,62,48,21,10,17
4645,r243,All institutions -> Missouri -> Concordia Seminary,All institutions,Missouri,Concordia Seminary,3,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0
4645,r244,All institutions -> Missouri -> Midwestern Baptist Theological Seminary,All institutions,Missouri,Midwestern Baptist Theological Seminary,3,28,0,0,0,0,0,0,28,0,0,0,28,0,0,0,0
4645,r245,All institutions -> Missouri -> Missouri U. of Science and Technology,All institutions,Missouri,Missouri U. of Science and Technology,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r246,All institutions -> Missouri -> Saint Louis U.,All institutions,Missouri,Saint Louis U.,3,118,20,6,12,0,0,2,17,0,6,2,9,6,3,0,3
4645,r247,"All institutions -> Missouri -> U. Missouri, Columbia",All institutions,Missouri,"U. Missouri, Columbia",3,287,24,4,10,0,10,0,27,0,4,15,8,24,10,9,5
4645,r248,"All institutions -> Missouri -> U. Missouri, Kansas City",All institutions,Missouri,"U. Missouri, Kansas City",3,62,9,4,3,0,2,0,3,0,1,0,2,1,0,1,0
4645,r249,"All institutions -> Missouri -> U. Missouri, Saint Louis",All institutions,Missouri,"U. Missouri, Saint Louis",3,51,9,4,3,0,1,1,0,0,0,0,0,3,3,0,0
4645,r250,"All institutions -> Missouri -> Washington U., Saint Louis",All institutions,Missouri,"Washington U., Saint Louis",3,289,0,0,0,0,0,0,34,12,6,9,7,14,5,0,9
4645,r251,All institutions -> Montana,All institutions,Montana,,2,120,13,7,4,0,1,1,3,0,2,0,1,1,0,0,1
4645,r252,"All institutions -> Montana -> Montana State U., Bozeman",All institutions,Montana,"Montana State U., Bozeman",3,69,7,4,2,0,0,1,2,0,1,0,1,0,0,0,0
4645,r253,All institutions -> Montana -> Montana Tech of U. Montana,All institutions,Montana,Montana Tech of U. Montana,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r254,"All institutions -> Montana -> U. Montana, Missoula",All institutions,Montana,"U. Montana, Missoula",3,50,6,3,2,0,1,0,1,0,1,0,0,1,0,0,1
4645,r255,All institutions -> Nebraska,All institutions,Nebraska,,2,361,31,13,9,0,2,7,19,0,3,11,5,15,5,5,5
4645,r256,All institutions -> Nebraska -> Creighton U.,All institutions,Nebraska,Creighton U.,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r257,"All institutions -> Nebraska -> U. Nebraska, Lincoln",All institutions,Nebraska,"U. Nebraska, Lincoln",3,268,31,13,9,0,2,7,19,0,3,11,5,12,5,5,2
4645,r258,"All institutions -> Nebraska -> U. Nebraska, Medical Center",All institutions,Nebraska,"U. Nebraska, Medical Center",3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r259,"All institutions -> Nebraska -> U. Nebraska, Omaha",All institutions,Nebraska,"U. Nebraska, Omaha",3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
4645,r260,All institutions -> Nevada,All institutions,Nevada,,2,251,39,3,25,0,5,6,16,0,2,14,0,6,6,0,0
4645,r261,"All institutions -> Nevada -> U. Nevada, Las Vegas",All institutions,Nevada,"U. Nevada, Las Vegas",3,140,26,0,20,0,4,2,11,0,2,9,0,6,6,0,0
4645,r262,"All institutions -> Nevada -> U. Nevada, Reno",All institutions,Nevada,"U. Nevada, Reno",3,111,13,3,5,0,1,4,5,0,0,5,0,0,0,0,0
4645,r263,All institutions -> New Hampshire,All institutions,New Hampshire,,2,198,6,0,4,0,2,0,3,0,0,3,0,4,4,0,0
4645,r264,"All institutions -> New Hampshire -> Antioch U., Keene",All institutions,New Hampshire,"Antioch U., Keene",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r265,All institutions -> New Hampshire -> Dartmouth C.,All institutions,New Hampshire,Dartmouth C.,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r266,All institutions -> New Hampshire -> Southern New Hampshire U.,All institutions,New Hampshire,Southern New Hampshire U.,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
4645,r267,"All institutions -> New Hampshire -> U. New Hampshire, Durham",All institutions,New Hampshire,"U. New Hampshire, Durham",3,70,6,0,4,0,2,0,3,0,0,3,0,0,0,0,0
4645,r268,All institutions -> New Jersey,All institutions,New Jersey,,2,991,74,8,32,2,19,13,134,21,27,29,57,52,26,11,15
4645,r269,All institutions -> New Jersey -> Caldwell U.,All institutions,New Jersey,Caldwell U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r270,All institutions -> New Jersey -> Drew U.,All institutions,New Jersey,Drew U.,3,6,0,0,0,0,0,0,6,0,2,0,4,0,0,0,0
4645,r271,"All institutions -> New Jersey -> Fairleigh Dickinson U., Teaneck",All institutions,New Jersey,"Fairleigh Dickinson U., Teaneck",3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r272,All institutions -> New Jersey -> Montclair State U.,All institutions,New Jersey,Montclair State U.,3,30,15,0,4,2,9,0,0,0,0,0,0,0,0,0,0
4645,r273,All institutions -> New Jersey -> New Jersey Institute of Technology,All institutions,New Jersey,New Jersey Institute of Technology,3,54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4645,r274,All institutions -> New Jersey -> Princeton Theological Seminary,All institutions,New Jersey,Princeton Theological Seminary,3,10,0,0,0,0,0,0,10,0,1,0,9,0,0,0,0
4645,r275,All institutions -> New Jersey -> Princeton U.,All institutions,New Jersey,Princeton U.,3,318,0,0,0,0,0,0,67,13,16,16,22,5,0,0,5
4645,r276,All institutions -> New Jersey -> Rowan U.,All institutions,New Jersey,Rowan U.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r277,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, Camden",All institutions,New Jersey,"Rutgers, State U. New Jersey, Camden",3,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
4645,r278,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, New Brunswick",All institutions,New Jersey,"Rutgers, State U. New Jersey, New Brunswick",3,395,43,6,15,0,9,13,51,8,8,13,22,15,1,10,4
4645,r279,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, Newark",All institutions,New Jersey,"Rutgers, State U. New Jersey, Newark",3,61,2,1,0,0,1,0,0,0,0,0,0,24,20,0,4
4645,r280,All institutions -> New Jersey -> Seton Hall U.,All institutions,New Jersey,Seton Hall U.,3,37,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0
4645,r281,All institutions -> New Jersey -> Stevens Institute of Technology,All institutions,New Jersey,Stevens Institute of Technology,3,54,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
4645,r282,All institutions -> New Mexico,All institutions,New Mexico,,2,300,55,10,34,0,9,2,25,4,5,13,3,14,3,8,3
4645,r283,All institutions -> New Mexico -> New Mexico Institute of Mining and Technology,All institutions,New Mexico,New Mexico Institute of Mining and Technology,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r284,"All institutions -> New Mexico -> New Mexico State U., Las Cruces",All institutions,New Mexico,"New Mexico State U., Las Cruces",3,101,40,10,27,0,3,0,8,0,0,8,0,3,3,0,0
4645,r285,"All institutions -> New Mexico -> U. New Mexico, Albuquerque",All institutions,New Mexico,"U. New Mexico, Albuquerque",3,188,15,0,7,0,6,2,17,4,5,5,3,11,0,8,3
4645,r286,All institutions -> New York,All institutions,New York,,2,4168,282,43,89,12,122,16,601,82,103,147,269,186,76,22,88
4645,r287,All institutions -> New York -> Adelphi U.,All institutions,New York,Adelphi U.,3,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
4645,r288,All institutions -> New York -> Albany Medical C.,All institutions,New York,Albany Medical C.,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r289,All institutions -> New York -> Albert Einstein College of Medicine ,All institutions,New York,Albert Einstein College of Medicine ,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r290,All institutions -> New York -> Alfred U.,All institutions,New York,Alfred U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r291,All institutions -> New York -> Bard C.,All institutions,New York,Bard C.,3,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
4645,r292,All institutions -> New York -> Clarkson U.,All institutions,New York,Clarkson U.,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r293,All institutions -> New York -> Cold Spring Harbor Laboratory,All institutions,New York,Cold Spring Harbor Laboratory,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r294,All institutions -> New York -> Columbia U. in the City of New York,All institutions,New York,Columbia U. in the City of New York,3,673,53,2,19,0,30,2,125,27,27,19,52,38,17,3,18
4645,r295,"All institutions -> New York -> Columbia U., Teachers C.",All institutions,New York,"Columbia U., Teachers C.",3,93,74,9,15,9,39,2,2,0,0,0,2,3,2,1,0
4645,r296,All institutions -> New York -> Cornell U.,All institutions,New York,Cornell U.,3,514,1,0,1,0,0,0,42,11,11,6,14,28,16,5,7
4645,r297,"All institutions -> New York -> Cornell U., Weill Cornell Medical College",All institutions,New York,"Cornell U., Weill Cornell Medical College",3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r298,"All institutions -> New York -> CUNY, City C.",All institutions,New York,"CUNY, City C.",3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r299,"All institutions -> New York -> CUNY, Graduate Center",All institutions,New York,"CUNY, Graduate Center",3,394,18,13,2,0,2,1,122,16,9,39,58,16,7,0,9
4645,r300,All institutions -> New York -> Elmezzi Graduate School of Molecular Medicine,All institutions,New York,Elmezzi Graduate School of Molecular Medicine,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r301,All institutions -> New York -> Five Towns C.,All institutions,New York,Five Towns C.,3,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
4645,r302,All institutions -> New York -> Fordham U.,All institutions,New York,Fordham U.,3,90,15,5,6,1,1,2,26,0,2,4,20,6,0,0,6
4645,r303,"All institutions -> New York -> Hebrew Union C.-Jewish Institute of Religion, New York City",All institutions,New York,"Hebrew Union C.-Jewish Institute of Religion, New York City",3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
4645,r304,All institutions -> New York -> Hofstra U.,All institutions,New York,Hofstra U.,3,21,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4645,r305,All institutions -> New York -> Icahn School of Medicine at Mt. Sinai,All institutions,New York,Icahn School of Medicine at Mt. Sinai,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r306,All institutions -> New York -> Jewish Theological Seminary of America,All institutions,New York,Jewish Theological Seminary of America,3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
4645,r307,All institutions -> New York -> Juilliard School,All institutions,New York,Juilliard School,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4645,r308,"All institutions -> New York -> Long Island U., Brooklyn",All institutions,New York,"Long Island U., Brooklyn",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r309,"All institutions -> New York -> Long Island U., Brookville",All institutions,New York,"Long Island U., Brookville",3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4645,r310,All institutions -> New York -> Memorial Sloan Kettering Cancer Center,All institutions,New York,Memorial Sloan Kettering Cancer Center,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r311,All institutions -> New York -> Molloy C.,All institutions,New York,Molloy C.,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4645,r312,All institutions -> New York -> New School,All institutions,New York,New School,3,47,0,0,0,0,0,0,10,0,1,0,9,0,0,0,0
4645,r313,All institutions -> New York -> New York Medical C.,All institutions,New York,New York Medical C.,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r314,All institutions -> New York -> New York U.,All institutions,New York,New York U.,3,411,17,3,7,2,5,0,89,13,22,16,38,36,14,5,17
4645,r315,All institutions -> New York -> Pace U.,All institutions,New York,Pace U.,3,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4645,r316,"All institutions -> New York -> Rensselaer Polytechnic Institute, Troy",All institutions,New York,"Rensselaer Polytechnic Institute, Troy",3,130,0,0,0,0,0,0,6,0,0,1,5,9,3,2,4
4645,r317,All institutions -> New York -> Rochester Institute of Technology,All institutions,New York,Rochester Institute of Technology,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r318,All institutions -> New York -> Rockefeller U.,All institutions,New York,Rockefeller U.,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r319,"All institutions -> New York -> St. John's U., Queens",All institutions,New York,"St. John's U., Queens",3,38,5,0,0,0,5,0,13,0,2,11,0,0,0,0,0
4645,r320,"All institutions -> New York -> SUNY, Binghamton U.",All institutions,New York,"SUNY, Binghamton U.",3,174,9,0,2,0,2,5,32,5,3,15,9,6,2,0,4
4645,r321,"All institutions -> New York -> SUNY, C. of Environmental Science and Forestry",All institutions,New York,"SUNY, C. of Environmental Science and Forestry",3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r322,"All institutions -> New York -> SUNY, C. of Optometry",All institutions,New York,"SUNY, C. of Optometry",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r323,"All institutions -> New York -> SUNY, Downstate Medical Center",All institutions,New York,"SUNY, Downstate Medical Center",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r324,"All institutions -> New York -> SUNY, Stony Brook U.",All institutions,New York,"SUNY, Stony Brook U.",3,287,8,0,1,0,7,0,30,4,7,5,14,5,0,0,5
4645,r325,"All institutions -> New York -> SUNY, U. Albany",All institutions,New York,"SUNY, U. Albany",3,142,15,6,8,0,1,0,10,2,2,6,0,9,0,1,8
4645,r326,"All institutions -> New York -> SUNY, U. Buffalo",All institutions,New York,"SUNY, U. Buffalo",3,358,32,3,14,0,13,2,49,4,9,19,17,9,7,1,1
4645,r327,"All institutions -> New York -> SUNY, Upstate Medical U.",All institutions,New York,"SUNY, Upstate Medical U.",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r328,All institutions -> New York -> Syracuse U.,All institutions,New York,Syracuse U.,3,138,23,1,10,0,12,0,6,0,1,2,3,7,1,4,2
4645,r329,All institutions -> New York -> Union Theological Seminary,All institutions,New York,Union Theological Seminary,3,5,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0
4645,r330,All institutions -> New York -> U. Rochester,All institutions,New York,U. Rochester,3,207,8,1,4,0,1,2,20,0,6,4,10,6,6,0,0
4645,r331,All institutions -> New York -> Yeshiva U.,All institutions,New York,Yeshiva U.,3,23,0,0,0,0,0,0,2,0,0,0,2,4,0,0,4
