table_id,row_id,sex_field_citizenship_ethnicity_and_race_full_path,sex_field_citizenship_ethnicity_and_race_level_1,sex_field_citizenship_ethnicity_and_race_level_2,sex_field_citizenship_ethnicity_and_race_level_3,sex_field_citizenship_ethnicity_and_race_level_4,sex_field_citizenship_ethnicity_and_race_level_5,sex_field_citizenship_ethnicity_and_race_level_6,sex_field_citizenship_ethnicity_and_race_level_7,sex_field_citizenship_ethnicity_and_race_level_8,sex_field_citizenship_ethnicity_and_race_level_9,sex_field_citizenship_ethnicity_and_race_level_10,sex_field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3259,r138,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,1512,1565,1630,na,na,na,na,na,na,na,na
3259,r139,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,796,842,834,821,964,1015,1022,1016,1007,1035,1089
3259,r140,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,37,38,38,34,35,31,24,41
3259,r141,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,10875,10913,11173,11628,12575,13199,13138,13186,13310,13544,13876
3259,r142,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,210,237,342,507,604,687,768,823
3259,r143,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,899,1000,1106,928,935,901,806,812,783,867,724
3259,r144,Both sexes -> All fields -> All S&E -> Science -> Mathematics and statistics -> Temporary resident,Both sexes,All fields,All S&E,Science,Mathematics and statistics,Temporary resident,,,,,6,762,839,1008,1356,1890,2392,2703,3134,3768,4486,4805
3259,r145,Both sexes -> All fields -> All S&E -> Science -> Physical sciences,Both sexes,All fields,All S&E,Science,Physical sciences,,,,,,5,17652,17942,18402,19198,20421,21276,22222,22481,22746,23410,23656
3259,r146,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,,,,,6,16879,17146,17601,18318,19456,20188,21085,21256,21429,21912,22059
3259,r147,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,1122,1169,1161,1278,1428,1633,1828,2050,2138,2387,2723
3259,r148,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,15757,15977,16440,17040,18028,18555,19257,19206,19291,19525,19336
3259,r149,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,107,134,108,102,87,103,109,77,91,75,85
3259,r150,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,2163,2325,2430,2599,2513,2493,2501,2571
3259,r151,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,1967,2046,2117,na,na,na,na,na,na,na,na
3259,r152,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,1084,1133,1088,1125,1305,1259,1320,1252,1239,1369,1377
3259,r153,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,36,28,44,36,37,40,22,40
3259,r154,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,11545,11710,11931,12223,12858,13334,13767,13877,13850,13967,13741
3259,r155,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,251,309,382,611,670,829,880,952
3259,r156,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,1054,954,1196,1140,1116,1003,815,780,749,711,570
3259,r157,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Temporary resident,Both sexes,All fields,All S&E,Science,Physical sciences,Temporary resident,,,,,6,773,796,801,880,965,1088,1137,1225,1317,1498,1597
3259,r158,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,,,,,6,346,335,388,364,392,357,429,393,453,536,591
3259,r159,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,,,,7,330,322,375,348,384,345,401,377,424,500,547
3259,r160,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,30,21,33,26,21,31,36,38,45,54,67
3259,r161,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,300,301,342,322,363,314,365,339,379,446,480
3259,r162,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,1,2,3,1,3,5,0,0,0,1,0
3259,r163,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,20,33,32,38,27,37,36,38
3259,r164,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,21,27,36,na,na,na,na,na,na,na,na
3259,r165,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,6,5,7,5,3,5,3,10,10,11,8
3259,r166,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,0,0,0,0,0,1,1,0
3259,r167,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,251,233,260,272,291,249,291,275,288,348,384
3259,r168,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,8,6,10,18,15,26,37,37
3259,r169,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,21,34,36,16,27,13,15,12,17,12,13
3259,r170,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> Temporary resident,Both sexes,All fields,All S&E,Science,Physical sciences,Astronomy,Temporary resident,,,,7,16,13,13,16,8,12,28,16,29,36,44
3259,r171,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,,,,,6,11832,12144,12338,12888,13714,14024,14682,14669,14672,15123,14948
3259,r172,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,,,,7,11364,11615,11791,12315,13115,13331,13937,13907,13852,14230,14054
3259,r173,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,830,879,841,940,1052,1104,1273,1416,1455,1641,1803
3259,r174,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,10534,10736,10950,11375,12063,12227,12664,12491,12397,12589,12251
3259,r175,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,80,94,66,68,59,69,79,64,65,52,62
3259,r176,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,1769,1856,1931,2099,1980,1952,1962,1936
3259,r177,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,1596,1671,1726,na,na,na,na,na,na,na,na
3259,r178,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,910,935,893,918,1101,1044,1068,1009,963,1084,1123
3259,r179,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,27,21,29,23,26,24,17,31
3259,r180,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,7322,7463,7560,7821,8181,8287,8489,8510,8449,8522,8183
3259,r181,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,152,208,250,397,422,513,531,579
3259,r182,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,626,573,705,620,637,617,509,480,431,421,337
3259,r183,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> Temporary resident,Both sexes,All fields,All S&E,Science,Physical sciences,Chemistry,Temporary resident,,,,7,468,529,547,573,599,693,745,762,820,893,894
3259,r184,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,,,,,6,4876,4842,5000,5221,5557,6107,6283,6681,6968,7117,7534
3259,r185,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,,,,7,4647,4633,4793,4966,5231,5758,5952,6267,6527,6567,6895
3259,r186,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,229,235,258,276,314,426,446,528,585,635,786
3259,r187,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,4418,4398,4535,4690,4917,5332,5506,5739,5942,5932,6109
3259,r188,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,22,32,35,31,23,25,27,10,23,16,21
3259,r189,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,339,377,425,402,462,466,470,555
3259,r190,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,307,306,310,na,na,na,na,na,na,na,na
3259,r191,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,144,149,143,149,142,148,195,172,217,224,210
3259,r192,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,8,5,14,5,9,11,4,9
3259,r193,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,3572,3599,3636,3734,3917,4285,4438,4612,4712,4683,4808
3259,r194,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,82,86,109,178,217,265,296,311
3259,r195,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,373,312,411,347,367,326,261,257,248,239,195
3259,r196,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Physics -> Temporary resident,Both sexes,All fields,All S&E,Science,Physical sciences,Physics,Temporary resident,,,,7,229,209,207,255,326,349,331,414,441,550,639
3259,r197,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other,Both sexes,All fields,All S&E,Science,Physical sciences,Other,,,,,6,598,621,676,725,758,788,828,738,653,634,583
3259,r198,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,,,,7,538,576,642,689,726,754,795,705,626,615,563
3259,r199,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,33,34,29,36,41,72,73,68,53,57,67
3259,r200,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,505,542,613,653,685,682,722,637,573,558,496
3259,r201,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,4,6,4,2,2,4,3,3,3,6,2
3259,r202,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,35,59,42,60,44,38,33,42
3259,r203,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,43,42,45,na,na,na,na,na,na,na,na
3259,r204,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,24,44,45,53,59,62,54,61,49,50,36
3259,r205,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,1,2,1,8,2,4,0,0
3259,r206,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,400,415,475,396,469,513,549,480,401,414,366
3259,r207,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,9,9,13,18,16,25,16,25
3259,r208,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Physical sciences,Other,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,34,35,44,157,85,47,30,31,53,39,25
3259,r209,Both sexes -> All fields -> All S&E -> Science -> Physical sciences -> Other -> Temporary resident,Both sexes,All fields,All S&E,Science,Physical sciences,Other,Temporary resident,,,,7,60,45,34,36,32,34,33,33,27,19,20
3259,r210,Both sexes -> All fields -> All S&E -> Science -> Psychology,Both sexes,All fields,All S&E,Science,Psychology,,,,,,5,92989,94743,97746,101568,109782,115373,118405,118768,118646,117441,117574
3259,r211,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,,,,,6,91515,93135,96052,99892,107776,113144,115945,116211,115750,114384,114314
3259,r212,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,8885,9615,10412,11667,13359,15389,17580,18799,20321,20675,22926
3259,r213,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,82630,83520,85640,88225,94417,97755,98365,97412,95429,93709,91388
3259,r214,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,637,632,748,651,711,672,660,601,629,609,547
3259,r215,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,6207,6678,6973,7099,6940,7082,7254,7328
3259,r216,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,5931,6042,6231,na,na,na,na,na,na,na,na
3259,r217,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,10271,10541,11066,11643,12712,13413,13617,14022,14187,14256,13936
3259,r218,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,206,238,272,275,297,266,294,239
3259,r219,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,60763,60729,60764,62207,65884,68542,68565,66908,64829,62733,61251
3259,r220,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,1488,1921,2412,3319,3817,4193,4418,4610
3259,r221,Both sexes -> All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,5028,5576,6831,5823,6273,5471,4830,4827,4243,4145,3477
3259,r222,Both sexes -> All fields -> All S&E -> Science -> Psychology -> Temporary resident,Both sexes,All fields,All S&E,Science,Psychology,Temporary resident,,,,,6,1474,1608,1694,1676,2006,2229,2460,2557,2896,3057,3260
3259,r223,Both sexes -> All fields -> All S&E -> Science -> Social sciences,Both sexes,All fields,All S&E,Science,Social sciences,,,,,,5,155670,158178,163071,172181,177429,179258,177936,173718,169414,167691,169207
