table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_expenditures_for_intramural_performers,field_source_of_funds_federal_government,field_source_of_funds_own_state_government,field_source_of_funds_other_nonfederal_governments,field_source_of_funds_nonprofit_organizations,field_source_of_funds_businesses_and_individuals,field_source_of_funds_higher_education_institutions
5215,r165,"United States<sup>a</sup> -> Oklahoma -> Transportation, Department of",United States<sup>a</sup>,Oklahoma,"Transportation, Department of",3,844589,500371,344218,0,0,0,0
5215,r166,"United States<sup>a</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>a</sup>,Oklahoma,"Wildlife Conservation, Department of",3,47209,35407,11802,0,0,0,0
5215,r167,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,,2,15852036,9822576,5531176,498284,0,0,0
5215,r168,"United States<sup>a</sup> -> Oregon -> Education, Department of",United States<sup>a</sup>,Oregon,"Education, Department of",3,639639,146584,493055,0,0,0,0
5215,r169,"United States<sup>a</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>a</sup>,Oregon,"Environmental Quality, Department of",3,433500,0,408500,25000,0,0,0
5215,r170,"United States<sup>a</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>a</sup>,Oregon,"Fish and Wildlife, Department of",3,11265588,8561667,2703921,0,0,0,0
5215,r171,"United States<sup>a</sup> -> Oregon -> Forestry, Department of",United States<sup>a</sup>,Oregon,"Forestry, Department of",3,449480,25000,413480,11000,0,0,0
5215,r172,"United States<sup>a</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>a</sup>,Oregon,"Geology and Mineral Industries, Department of",3,496117,421307,74810,0,0,0,0
5215,r173,"United States<sup>a</sup> -> Oregon -> Human Services, Department of",United States<sup>a</sup>,Oregon,"Human Services, Department of",3,1488479,599557,794386,94536,0,0,0
5215,r174,"United States<sup>a</sup> -> Oregon -> Transportation, Department of",United States<sup>a</sup>,Oregon,"Transportation, Department of",3,81545,65236,16309,0,0,0,0
5215,r175,United States<sup>a</sup> -> Oregon -> Water Resources Department,United States<sup>a</sup>,Oregon,Water Resources Department,3,987464,0,619716,367748,0,0,0
5215,r176,United States<sup>a</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>a</sup>,Oregon,Watershed Enhancement Board,3,10224,3225,6999,0,0,0,0
5215,r177,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,,2,7874722,4771022,2939149,163303,1248,0,0
5215,r178,"United States<sup>a</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>a</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,1248,0,0,0,1248,0,0
5215,r179,"United States<sup>a</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>a</sup>,Pennsylvania,"Environmental Protection, Department of",3,18052,10830,7222,0,0,0,0
5215,r180,United States<sup>a</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>a</sup>,Pennsylvania,Fish and Boat Commission,3,161651,85806,74042,1803,0,0,0
5215,r181,United States<sup>a</sup> -> Pennsylvania -> Game Commission,United States<sup>a</sup>,Pennsylvania,Game Commission,3,7358771,4500886,2857885,0,0,0,0
5215,r182,United States<sup>a</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>a</sup>,Pennsylvania,Susquehanna River Basin Commission,3,335000,173500,0,161500,0,0,0
5215,r183,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,,2,3098833,1620109,1478724,0,0,0,0
5215,r184,"United States<sup>a</sup> -> Rhode Island -> Environmental Management, Department of; Marine Fisheries",United States<sup>a</sup>,Rhode Island,"Environmental Management, Department of; Marine Fisheries",3,2799416,1490720,1308696,0,0,0,0
5215,r185,"United States<sup>a</sup> -> Rhode Island -> Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",United States<sup>a</sup>,Rhode Island,"Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",3,76014,18540,57474,0,0,0,0
5215,r186,United States<sup>a</sup> -> Rhode Island -> Water Resources Board,United States<sup>a</sup>,Rhode Island,Water Resources Board,3,223403,110849,112554,0,0,0,0
5215,r187,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,,2,27894342,19807012,7975155,0,16700,0,95475
5215,r188,"United States<sup>a</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>a</sup>,South Carolina,"Health and Environmental Control, Department of",3,1233275,1233275,0,0,0,0,0
5215,r189,"United States<sup>a</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>a</sup>,South Carolina,"Natural Resources, Department of",3,24796999,17421557,7326068,0,0,0,49374
5215,r190,United States<sup>a</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>a</sup>,South Carolina,Sea Grant Consortium,3,1843674,1152180,628693,0,16700,0,46101
5215,r191,"United States<sup>a</sup> -> South Carolina -> Transportation, Department of",United States<sup>a</sup>,South Carolina,"Transportation, Department of",3,20394,0,20394,0,0,0,0
5215,r192,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,,2,327346,176221,151125,0,0,0,0
5215,r193,United States<sup>a</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>a</sup>,South Dakota,Soybean Research and Promotion Council,3,25724,0,25724,0,0,0,0
5215,r194,"United States<sup>a</sup> -> South Dakota -> Transportation, Department of",United States<sup>a</sup>,South Dakota,"Transportation, Department of",3,301622,176221,125401,0,0,0,0
5215,r195,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,,2,1607509,960341,636455,0,10713,0,0
5215,r196,"United States<sup>a</sup> -> Tennessee -> Education, Department of",United States<sup>a</sup>,Tennessee,"Education, Department of",3,1052595,738250,303632,0,10713,0,0
5215,r197,"United States<sup>a</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>a</sup>,Tennessee,"Environment and Conservation, Department of",3,372341,131061,241280,0,0,0,0
5215,r198,United States<sup>a</sup> -> Tennessee -> Geological Survey,United States<sup>a</sup>,Tennessee,Geological Survey,3,182573,91030,91543,0,0,0,0
5215,r199,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,,2,3165023,1622752,1542271,0,0,0,0
5215,r200,"United States<sup>a</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>a</sup>,Texas,"Environmental Quality, Commission on",3,42206,0,42206,0,0,0,0
5215,r201,United States<sup>a</sup> -> Texas -> Parks and Wildlife Department,United States<sup>a</sup>,Texas,Parks and Wildlife Department,3,2470790,1587493,883297,0,0,0,0
5215,r202,"United States<sup>a</sup> -> Texas -> State Health Services, Department of ",United States<sup>a</sup>,Texas,"State Health Services, Department of ",3,652027,35259,616768,0,0,0,0
5215,r203,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,,2,6070743,213721,5857022,0,0,0,0
5215,r204,"United States<sup>a</sup> -> Utah -> Environmental Quality, Department of",United States<sup>a</sup>,Utah,"Environmental Quality, Department of",3,103210,37390,65820,0,0,0,0
5215,r205,"United States<sup>a</sup> -> Utah -> Health, Department of",United States<sup>a</sup>,Utah,"Health, Department of",3,4850,150,4700,0,0,0,0
5215,r206,"United States<sup>a</sup> -> Utah -> Natural Resources, Department of",United States<sup>a</sup>,Utah,"Natural Resources, Department of",3,4841922,0,4841922,0,0,0,0
5215,r207,"United States<sup>a</sup> -> Utah -> Transportation, Department of ",United States<sup>a</sup>,Utah,"Transportation, Department of ",3,1120761,176181,944580,0,0,0,0
5215,r208,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,,2,633399,587080,46319,0,0,0,0
5215,r209,"United States<sup>a</sup> -> Vermont -> Human Services, Agency of",United States<sup>a</sup>,Vermont,"Human Services, Agency of",3,215000,215000,0,0,0,0,0
5215,r210,"United States<sup>a</sup> -> Vermont -> Transportation, Agency of",United States<sup>a</sup>,Vermont,"Transportation, Agency of",3,418399,372080,46319,0,0,0,0
5215,r211,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,,2,12627565,4840559,7727006,0,0,60000,0
5215,r212,"United States<sup>a</sup> -> Virginia -> Aging and Rehabilitative Services, Department of",United States<sup>a</sup>,Virginia,"Aging and Rehabilitative Services, Department of",3,28028,28028,0,0,0,0,0
5215,r213,"United States<sup>a</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>a</sup>,Virginia,"Environmental Quality, Department of",3,34102,34102,0,0,0,0,0
5215,r214,"United States<sup>a</sup> -> Virginia -> Forensic Science, Department of",United States<sup>a</sup>,Virginia,"Forensic Science, Department of",3,971793,285878,685915,0,0,0,0
5215,r215,"United States<sup>a</sup> -> Virginia -> Forestry, Department of",United States<sup>a</sup>,Virginia,"Forestry, Department of",3,533801,412350,121451,0,0,0,0
5215,r216,"United States<sup>a</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>a</sup>,Virginia,"Innovative Technology, Center for",3,674351,303768,370583,0,0,0,0
5215,r217,United States<sup>a</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>a</sup>,Virginia,Institute for Advanced Learning and Research,3,60000,0,0,0,0,60000,0
5215,r218,United States<sup>a</sup> -> Virginia -> Marine Resources Commission,United States<sup>a</sup>,Virginia,Marine Resources Commission,3,204543,204543,0,0,0,0,0
5215,r219,"United States<sup>a</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>a</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,903212,381464,521748,0,0,0,0
5215,r220,"United States<sup>a</sup> -> Virginia -> Social Services, Department of",United States<sup>a</sup>,Virginia,"Social Services, Department of",3,10000,0,10000,0,0,0,0
5215,r221,"United States<sup>a</sup> -> Virginia -> Transportation, Department of",United States<sup>a</sup>,Virginia,"Transportation, Department of",3,9207735,3190426,6017309,0,0,0,0
5215,r222,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,,2,23415061,8746207,11579724,3004700,10999,73431,0
5215,r223,"United States<sup>a</sup> -> Washington -> Ecology, Department of",United States<sup>a</sup>,Washington,"Ecology, Department of",3,887977,181306,705671,0,1000,0,0
5215,r224,"United States<sup>a</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>a</sup>,Washington,"Fish and Wildlife, Department of",3,9569456,5705885,876046,2987525,0,0,0
5215,r225,"United States<sup>a</sup> -> Washington -> Health, Department of",United States<sup>a</sup>,Washington,"Health, Department of",3,1057809,825726,232083,0,0,0,0
5215,r226,"United States<sup>a</sup> -> Washington -> Labor and Industries, Department of",United States<sup>a</sup>,Washington,"Labor and Industries, Department of",3,3279219,689081,2590138,0,0,0,0
5215,r227,"United States<sup>a</sup> -> Washington -> Natural Resources, Department of",United States<sup>a</sup>,Washington,"Natural Resources, Department of",3,5721319,283299,5410846,17175,9999,0,0
5215,r228,"United States<sup>a</sup> -> Washington -> Transportation, Department of",United States<sup>a</sup>,Washington,"Transportation, Department of",3,1293000,1051000,242000,0,0,0,0
5215,r229,United States<sup>a</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>a</sup>,Washington,Tree Fruit Research Commission,3,1606281,9910,1522940,0,0,73431,0
5215,r230,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,,2,3317637,1617169,1695869,4599,0,0,0
5215,r231,"United States<sup>a</sup> -> West Virginia -> Agriculture, Department of",United States<sup>a</sup>,West Virginia,"Agriculture, Department of",3,202365,202365,0,0,0,0,0
5215,r232,United States<sup>a</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>a</sup>,West Virginia,Geological and Economic Survey,3,1576721,166846,1405276,4599,0,0,0
5215,r233,United States<sup>a</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>a</sup>,West Virginia,Higher Education Policy Commission,3,400180,400180,0,0,0,0,0
5215,r234,"United States<sup>a</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>a</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,0,8000,0,0,0,0
5215,r235,"United States<sup>a</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>a</sup>,West Virginia,"Natural Resources, Department of",3,1130371,847778,282593,0,0,0,0
5215,r236,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,,2,4674607,3629052,1045555,0,0,0,0
5215,r237,"United States<sup>a</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>a</sup>,Wisconsin,"Natural Resources, Department of",3,4402853,3415878,986975,0,0,0,0
5215,r238,"United States<sup>a</sup> -> Wisconsin -> Transportation, Department of",United States<sup>a</sup>,Wisconsin,"Transportation, Department of",3,271754,213174,58580,0,0,0,0
5215,r239,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,,2,2875496,1757021,867225,1250,0,250000,0
5215,r240,"United States<sup>a</sup> -> Wyoming -> Corrections, Department of",United States<sup>a</sup>,Wyoming,"Corrections, Department of",3,123280,0,123280,0,0,0,0
5215,r241,United States<sup>a</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>a</sup>,Wyoming,Enhanced Oil Recovery Institute,3,1000000,500000,250000,0,0,250000,0
5215,r242,United States<sup>a</sup> -> Wyoming -> Game and Fish Department,United States<sup>a</sup>,Wyoming,Game and Fish Department,3,1476267,1011456,463561,1250,0,0,0
5215,r243,United States<sup>a</sup> -> Wyoming -> State Geological Survey,United States<sup>a</sup>,Wyoming,State Geological Survey,3,184676,172547,12129,0,0,0,0
5215,r244,"United States<sup>a</sup> -> Wyoming -> Transportation, Department of",United States<sup>a</sup>,Wyoming,"Transportation, Department of",3,91273,73018,18255,0,0,0,0
