table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
12536,r182,"United States<sup>b</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>b</sup>,Massachusetts,"Fish and Game, Department of ",3,262343,69059,193284
12536,r183,United States<sup>b</sup> -> Massachusetts -> Gaming Commission,United States<sup>b</sup>,Massachusetts,Gaming Commission,3,1363550,0,1363550
12536,r184,United States<sup>b</sup> -> Massachusetts -> MassVentures,United States<sup>b</sup>,Massachusetts,MassVentures,3,400000,0,400000
12536,r185,"United States<sup>b</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>b</sup>,Massachusetts,"Mental Health, Department of",3,2761879,576012,2185867
12536,r186,"United States<sup>b</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>b</sup>,Massachusetts,"Public Health, Department of ",3,2306457,1219815,1086642
12536,r187,United States<sup>b</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>b</sup>,Massachusetts,Technology Park Corporation ,3,3143796,656548,2487248
12536,r188,"United States<sup>b</sup> -> Massachusetts -> Transportation, Department of",United States<sup>b</sup>,Massachusetts,"Transportation, Department of",3,7849400,5913816,1935584
12536,r189,United States<sup>b</sup> -> Massachusetts -> Water Resources Authority,United States<sup>b</sup>,Massachusetts,Water Resources Authority,3,650000,0,650000
12536,r190,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,,2,22654435,9084859,13569576
12536,r191,"United States<sup>b</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>b</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3846005,613342,3232663
12536,r192,United States<sup>b</sup> -> Michigan -> Economic Development Corporation,United States<sup>b</sup>,Michigan,Economic Development Corporation,3,5000000,0,5000000
12536,r193,"United States<sup>b</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>b</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,4935956,286782,4649174
12536,r194,United States<sup>b</sup> -> Michigan -> Health and Human Services,United States<sup>b</sup>,Michigan,Health and Human Services,3,2644979,2639979,5000
12536,r195,"United States<sup>b</sup> -> Michigan -> Transportation, Department of",United States<sup>b</sup>,Michigan,"Transportation, Department of",3,6227495,5544756,682739
12536,r196,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,,2,22732170,8729109,14003061
12536,r197,"United States<sup>b</sup> -> Minnesota -> Agriculture, Department of",United States<sup>b</sup>,Minnesota,"Agriculture, Department of",3,4966177,895701,4070476
12536,r198,United States<sup>b</sup> -> Minnesota -> Forest Resources Council,United States<sup>b</sup>,Minnesota,Forest Resources Council,3,15684,0,15684
12536,r199,"United States<sup>b</sup> -> Minnesota -> Health, Department of",United States<sup>b</sup>,Minnesota,"Health, Department of",3,250000,250000,0
12536,r200,"United States<sup>b</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>b</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,208395,0,208395
12536,r201,"United States<sup>b</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>b</sup>,Minnesota,"Natural Resources, Department of",3,2101074,1595297,505777
12536,r202,United States<sup>b</sup> -> Minnesota -> Pollution Control Agency,United States<sup>b</sup>,Minnesota,Pollution Control Agency,3,230894,0,230894
12536,r203,"United States<sup>b</sup> -> Minnesota -> Transportation, Department of",United States<sup>b</sup>,Minnesota,"Transportation, Department of",3,14959946,5988111,8971835
12536,r204,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,,2,10030897,8564182,1466715
12536,r205,"United States<sup>b</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>b</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,207791,207791,0
12536,r206,"United States<sup>b</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>b</sup>,Mississippi,"Environmental Quality, Department of",3,1649886,1649886,0
12536,r207,United States<sup>b</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>b</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1064916,1064916,0
12536,r208,"United States<sup>b</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>b</sup>,Mississippi,"Marine Resources, Department of",3,1927800,1326261,601539
12536,r209,"United States<sup>b</sup> -> Mississippi -> Transportation, Department of",United States<sup>b</sup>,Mississippi,"Transportation, Department of",3,2763759,2626207,137552
12536,r210,"United States<sup>b</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>b</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,2416745,1689121,727624
12536,r211,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,,2,17210400,6265084,10945316
12536,r212,"United States<sup>b</sup> -> Missouri -> Agriculture, Department of",United States<sup>b</sup>,Missouri,"Agriculture, Department of",3,1374152,1315952,58200
12536,r213,"United States<sup>b</sup> -> Missouri -> Conservation, Department of",United States<sup>b</sup>,Missouri,"Conservation, Department of",3,7416216,1538039,5878177
12536,r214,"United States<sup>b</sup> -> Missouri -> Mental Health, Department of",United States<sup>b</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500
12536,r215,"United States<sup>b</sup> -> Missouri -> Natural Resources, Department of",United States<sup>b</sup>,Missouri,"Natural Resources, Department of",3,250591,62272,188319
12536,r216,United States<sup>b</sup> -> Missouri -> Technology Corporation,United States<sup>b</sup>,Missouri,Technology Corporation,3,3806999,674999,3132000
12536,r217,"United States<sup>b</sup> -> Missouri -> Transportation, Department of",United States<sup>b</sup>,Missouri,"Transportation, Department of",3,3342278,2673822,668456
12536,r218,United States<sup>b</sup> -> Missouri -> Wine and Grape Board,United States<sup>b</sup>,Missouri,Wine and Grape Board,3,777664,0,777664
12536,r219,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,,2,9956071,6762205,3193866
12536,r220,"United States<sup>b</sup> -> Montana -> Agriculture, Department of",United States<sup>b</sup>,Montana,"Agriculture, Department of",3,3466168,1551329,1914839
12536,r221,"United States<sup>b</sup> -> Montana -> Environmental Quality, Department of",United States<sup>b</sup>,Montana,"Environmental Quality, Department of",3,63976,17345,46631
12536,r222,"United States<sup>b</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>b</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,4472983,3444457,1028526
12536,r223,"United States<sup>b</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>b</sup>,Montana,"Natural Resources and Conservation, Department of",3,68874,68874,0
12536,r224,"United States<sup>b</sup> -> Montana -> Transportation, Department of",United States<sup>b</sup>,Montana,"Transportation, Department of",3,1884070,1680200,203870
12536,r225,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,,2,29171378,3354005,25817373
12536,r226,"United States<sup>b</sup> -> Nebraska -> Agriculture, Department of",United States<sup>b</sup>,Nebraska,"Agriculture, Department of",3,1196095,1104637,91458
12536,r227,United States<sup>b</sup> -> Nebraska -> Corn Board,United States<sup>b</sup>,Nebraska,Corn Board,3,762728,0,762728
12536,r228,United States<sup>b</sup> -> Nebraska -> Dry Bean Commission,United States<sup>b</sup>,Nebraska,Dry Bean Commission,3,343193,0,343193
12536,r229,"United States<sup>b</sup> -> Nebraska -> Economic Development, Department of",United States<sup>b</sup>,Nebraska,"Economic Development, Department of",3,4733801,0,4733801
12536,r230,United States<sup>b</sup> -> Nebraska -> Game and Parks Commission,United States<sup>b</sup>,Nebraska,Game and Parks Commission,3,2018739,1438527,580212
12536,r231,United States<sup>b</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>b</sup>,Nebraska,Grain Sorghum Board,3,3000,0,3000
12536,r232,"United States<sup>b</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>b</sup>,Nebraska,"Health and Human Services, Department of",3,18879659,0,18879659
12536,r233,"United States<sup>b</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>b</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,25740,0,25740
12536,r234,"United States<sup>b</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>b</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000
12536,r235,United States<sup>b</sup> -> Nebraska -> Pea And Lentil Commission,United States<sup>b</sup>,Nebraska,Pea And Lentil Commission,3,30372,0,30372
12536,r236,"United States<sup>b</sup> -> Nebraska -> Transportation, Department of",United States<sup>b</sup>,Nebraska,"Transportation, Department of",3,1088051,810841,277210
12536,r237,United States<sup>b</sup> -> Nebraska -> Wheat Board,United States<sup>b</sup>,Nebraska,Wheat Board,3,40000,0,40000
12536,r238,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,,2,4072717,1518169,2554548
12536,r239,"United States<sup>b</sup> -> Nevada -> Agriculture, Department of",United States<sup>b</sup>,Nevada,"Agriculture, Department of",3,204134,144134,60000
12536,r240,"United States<sup>b</sup> -> Nevada -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Nevada,"Conservation and Natural Resources, Department of",3,198678,42035,156643
12536,r241,"United States<sup>b</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>b</sup>,Nevada,"Economic Development, Governor's office of",3,2190905,0,2190905
12536,r242,"United States<sup>b</sup> -> Nevada -> Transportation, Department of",United States<sup>b</sup>,Nevada,"Transportation, Department of",3,1479000,1332000,147000
12536,r243,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,,2,2521016,696744,1824272
12536,r244,"United States<sup>b</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>b</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,86551,0,86551
12536,r245,"United States<sup>b</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>b</sup>,New Hampshire,"Environmental Services, Department of",3,1563535,0,1563535
12536,r246,"United States<sup>b</sup> -> New Hampshire -> Transportation, Department of",United States<sup>b</sup>,New Hampshire,"Transportation, Department of",3,870930,696744,174186
12536,r247,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,,2,99832733,3174803,96657930
12536,r248,"United States<sup>b</sup> -> New Jersey -> Children and Families, Department of",United States<sup>b</sup>,New Jersey,"Children and Families, Department of",3,330877,204034,126843
12536,r249,"United States<sup>b</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>b</sup>,New Jersey,"Community Affairs, Department of ",3,15489,0,15489
12536,r250,"United States<sup>b</sup> -> New Jersey -> Corrections, Department of",United States<sup>b</sup>,New Jersey,"Corrections, Department of",3,498425,119932,378493
12536,r251,"United States<sup>b</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>b</sup>,New Jersey,"Environmental Protection, Department of",3,7878841,779821,7099020
12536,r252,"United States<sup>b</sup> -> New Jersey -> Health, Department of",United States<sup>b</sup>,New Jersey,"Health, Department of",3,79121918,0,79121918
12536,r253,United States<sup>b</sup> -> New Jersey -> Pinelands Commission,United States<sup>b</sup>,New Jersey,Pinelands Commission,3,797409,278955,518454
12536,r254,"United States<sup>b</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>b</sup>,New Jersey,"Secretary of Higher Education, Office of",3,8500000,0,8500000
12536,r255,"United States<sup>b</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>b</sup>,New Jersey,"State Parole Board, New Jersey",3,93217,93217,0
12536,r256,"United States<sup>b</sup> -> New Jersey -> Transportation, Department of",United States<sup>b</sup>,New Jersey,"Transportation, Department of",3,2596557,1698844,897713
12536,r257,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,,2,2337788,1770272,567516
12536,r258,"United States<sup>b</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>b</sup>,New Mexico,"Game and Fish, Department of",3,1501778,1126334,375444
12536,r259,"United States<sup>b</sup> -> New Mexico -> Transportation, Department of",United States<sup>b</sup>,New Mexico,"Transportation, Department of",3,770937,616750,154187
12536,r260,United States<sup>b</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>b</sup>,New Mexico,Western State Air Resources Council,3,65073,27188,37885
12536,r261,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,,2,486576578,213112444,273464134
12536,r262,"United States<sup>b</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>b</sup>,New York,"Agriculture and Markets, Department of ",3,6775611,3352000,3423611
12536,r263,"United States<sup>b</sup> -> New York -> Economic Development, Department of",United States<sup>b</sup>,New York,"Economic Development, Department of",3,98660735,31699904,66960831
12536,r264,United States<sup>b</sup> -> New York -> Energy Research and Development Authority,United States<sup>b</sup>,New York,Energy Research and Development Authority,3,55115891,0,55115891
12536,r265,"United States<sup>b</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>b</sup>,New York,"Environmental Conservation, Department of ",3,11196566,2095026,9101540
12536,r266,"United States<sup>b</sup> -> New York -> Health, Department of ",United States<sup>b</sup>,New York,"Health, Department of ",3,42199899,19836790,22363109
12536,r267,"United States<sup>b</sup> -> New York -> Mental Health, Office of ",United States<sup>b</sup>,New York,"Mental Health, Office of ",3,170362799,92822287,77540512
12536,r268,"United States<sup>b</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>b</sup>,New York,"People with Developmental Disabilities, Office of",3,2317096,2101295,215801
12536,r269,United States<sup>b</sup> -> New York -> Power Authority,United States<sup>b</sup>,New York,Power Authority,3,9265322,0,9265322
12536,r270,United States<sup>b</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>b</sup>,New York,Roswell Park Comprehensive Cancer Center,3,76048189,58317994,17730195
12536,r271,United States<sup>b</sup> -> New York -> State Museum,United States<sup>b</sup>,New York,State Museum,3,11121948,369282,10752666
12536,r272,United States<sup>b</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp,United States<sup>b</sup>,New York,Thoroughbred Breeding and Development Fund Corp,3,365189,0,365189
12536,r273,"United States<sup>b</sup> -> New York -> Transportation, Department of ",United States<sup>b</sup>,New York,"Transportation, Department of ",3,3147333,2517866,629467
12536,r274,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,,2,36106613,7435519,28671094
12536,r275,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,0,15422911
12536,r276,United States<sup>b</sup> -> North Carolina -> Biotechnology Center,United States<sup>b</sup>,North Carolina,Biotechnology Center,3,7770931,0,7770931
12536,r277,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2135087,151733,1983354
12536,r278,"United States<sup>b</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>b</sup>,North Carolina,"Science Technology & Innovation, Office of",3,2048421,0,2048421
12536,r279,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,8572434,7283786,1288648
12536,r280,United States<sup>b</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>b</sup>,North Carolina,Wine and Grape Growers Council,3,156829,0,156829
12536,r281,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,25822123,2813356,23008767
12536,r282,"United States<sup>b</sup> -> North Dakota -> Agriculture, Department of",United States<sup>b</sup>,North Dakota,"Agriculture, Department of",3,924605,0,924605
12536,r283,United States<sup>b</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>b</sup>,North Dakota,Dry Pea and Lentil Commission,3,257308,0,257308
12536,r284,"United States<sup>b</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>b</sup>,North Dakota,"Game and Fish, Department of",3,659780,588608,71172
12536,r285,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,1034581,473530,561051
12536,r286,United States<sup>b</sup> -> North Dakota -> Industrial Commission,United States<sup>b</sup>,North Dakota,Industrial Commission,3,18378646,0,18378646
12536,r287,"United States<sup>b</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>b</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,6435,0,6435
12536,r288,United States<sup>b</sup> -> North Dakota -> Soybean Council,United States<sup>b</sup>,North Dakota,Soybean Council,3,1531730,0,1531730
12536,r289,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,1820328,1751218,69110
12536,r290,United States<sup>b</sup> -> North Dakota -> Wheat Commission,United States<sup>b</sup>,North Dakota,Wheat Commission,3,1208710,0,1208710
12536,r291,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,117471257,6092750,111378507
12536,r292,"United States<sup>b</sup> -> Ohio -> Development, Department of",United States<sup>b</sup>,Ohio,"Development, Department of",3,88778286,0,88778286
12536,r293,"United States<sup>b</sup> -> Ohio -> Education & Workforce, Department of",United States<sup>b</sup>,Ohio,"Education & Workforce, Department of",3,166000,141000,25000
12536,r294,"United States<sup>b</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>b</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,20000000,0,20000000
12536,r295,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,2230912,1568752,662160
12536,r296,"United States<sup>b</sup> -> Ohio -> Transportation, Department of",United States<sup>b</sup>,Ohio,"Transportation, Department of",3,5432652,4382998,1049654
12536,r297,United States<sup>b</sup> -> Ohio -> Water Development Authority,United States<sup>b</sup>,Ohio,Water Development Authority,3,863407,0,863407
12536,r298,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,28885260,7359723,21525537
12536,r299,"United States<sup>b</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>b</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8294382,0,8294382
12536,r300,"United States<sup>b</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>b</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,426689,426689,0
12536,r301,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,455000,0,455000
12536,r302,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,1314070,1314070,0
12536,r303,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,174930,153321,21609
12536,r304,"United States<sup>b</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>b</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,4950,0,4950
12536,r305,United States<sup>b</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>b</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,12280957,0,12280957
12536,r306,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,4240128,3797299,442829
12536,r307,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1694154,1668344,25810
12536,r308,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,40257488,16966844,23290644
12536,r309,"United States<sup>b</sup> -> Oregon -> Agriculture, Department of",United States<sup>b</sup>,Oregon,"Agriculture, Department of",3,203998,0,203998
12536,r310,United States<sup>b</sup> -> Oregon -> Business Development Department,United States<sup>b</sup>,Oregon,Business Development Department,3,12000000,0,12000000
12536,r311,"United States<sup>b</sup> -> Oregon -> Education, Department of",United States<sup>b</sup>,Oregon,"Education, Department of",3,456836,456836,0
12536,r312,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,16166574,11507143,4659431
12536,r313,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,700000,0,700000
12536,r314,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,1118540,1077415,41125
12536,r315,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,3077411,915237,2162174
12536,r316,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,3836183,3007398,828785
12536,r317,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,1526296,0,1526296
12536,r318,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,1171650,2815,1168835
12536,r319,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,99487575,12247746,87239829
12536,r320,"United States<sup>b</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>b</sup>,Pennsylvania,"Agriculture, Department of",3,2817440,630440,2187000
12536,r321,"United States<sup>b</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>b</sup>,Pennsylvania,"Community and Economic Development, Department of",3,21742628,0,21742628
12536,r322,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,682346,0,682346
12536,r323,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,257919,0,257919
12536,r324,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,163584,68379,95205
12536,r325,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,16916509,8953655,7962854
12536,r326,"United States<sup>b</sup> -> Pennsylvania -> Health, Department of",United States<sup>b</sup>,Pennsylvania,"Health, Department of",3,54141877,0,54141877
12536,r327,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,255000,85000,170000
12536,r328,"United States<sup>b</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>b</sup>,Pennsylvania,"Transportation, Department of",3,2510272,2510272,0
12536,r329,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,4635868,3666349,969519
12536,r330,United States<sup>b</sup> -> Rhode Island -> Commerce Corporation,United States<sup>b</sup>,Rhode Island,Commerce Corporation,3,749530,0,749530
12536,r331,"United States<sup>b</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,1755569,1755569,0
12536,r332,"United States<sup>b</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,134234,134234,0
12536,r333,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,236546,236546,0
12536,r334,"United States<sup>b</sup> -> Rhode Island -> Transportation, Department of",United States<sup>b</sup>,Rhode Island,"Transportation, Department of",3,1687000,1540000,147000
12536,r335,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,72989,0,72989
12536,r336,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,53419952,34218558,19201394
12536,r337,"United States<sup>b</sup> -> South Carolina -> Agriculture, Department of",United States<sup>b</sup>,South Carolina,"Agriculture, Department of",3,1229068,188466,1040602
12536,r338,"United States<sup>b</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>b</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,12227417,7127417,5100000
12536,r339,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,1824716,1118786,705930
12536,r340,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,29190303,20777867,8412436
12536,r341,United States<sup>b</sup> -> South Carolina -> Public Service Authority,United States<sup>b</sup>,South Carolina,Public Service Authority,3,512345,0,512345
12536,r342,United States<sup>b</sup> -> South Carolina -> Research Authority,United States<sup>b</sup>,South Carolina,Research Authority,3,2075537,76766,1998771
12536,r343,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,4121416,3147413,974003
12536,r344,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,2239150,1781843,457307
12536,r345,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,5227211,1549087,3678124
12536,r346,United States<sup>b</sup> -> South Dakota -> Corn Utilization Council,United States<sup>b</sup>,South Dakota,Corn Utilization Council,3,37445,0,37445
12536,r347,"United States<sup>b</sup> -> South Dakota -> Midwest Dairy Association, South Dakota Division",United States<sup>b</sup>,South Dakota,"Midwest Dairy Association, South Dakota Division",3,90090,0,90090
12536,r348,United States<sup>b</sup> -> South Dakota -> Nutrient Research and Education Council,United States<sup>b</sup>,South Dakota,Nutrient Research and Education Council,3,1479262,0,1479262
12536,r349,United States<sup>b</sup> -> South Dakota -> Oilseeds Council,United States<sup>b</sup>,South Dakota,Oilseeds Council,3,204975,0,204975
12536,r350,United States<sup>b</sup> -> South Dakota -> Pulse Crop Council,United States<sup>b</sup>,South Dakota,Pulse Crop Council,3,33610,0,33610
12536,r351,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,845866,0,845866
12536,r352,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,1904042,1549087,354955
12536,r353,United States<sup>b</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>b</sup>,South Dakota,Weed and Pest Control Commission,3,47000,0,47000
12536,r354,United States<sup>b</sup> -> South Dakota -> Wheat Commission,United States<sup>b</sup>,South Dakota,Wheat Commission,3,584921,0,584921
12536,r355,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,67457255,21382255,46075000
12536,r356,"United States<sup>b</sup> -> Tennessee -> Education, Department of",United States<sup>b</sup>,Tennessee,"Education, Department of",3,57171745,18743677,38428068
12536,r357,"United States<sup>b</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>b</sup>,Tennessee,"Environment and Conservation, Department of",3,50851,50851,0
12536,r358,United States<sup>b</sup> -> Tennessee -> LaunchTN,United States<sup>b</sup>,Tennessee,LaunchTN,3,7000000,0,7000000
12536,r359,"United States<sup>b</sup> -> Tennessee -> Transportation, Department of",United States<sup>b</sup>,Tennessee,"Transportation, Department of",3,3234659,2587727,646932
12536,r360,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,282261790,29590735,252671055
