table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
8324,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,5284,1.1,488,1.0,4,0.3,284,0.7,167,0.5,2,0.3,1278,0.7,64,0.5,48,0.3,2949,2.3
8324,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,6665,1.4,581,1.2,17,1.3,635,1.6,339,1.0,9,1.5,2783,1.5,165,1.3,284,1.7,1852,1.4
8324,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,15718,3.4,1490,3.1,28,2.1,1412,3.5,373,1.1,9,1.5,6158,3.3,405,3.3,380,2.3,5463,4.2
8324,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,2518,0.5,163,0.3,8,0.6,198,0.5,75,0.2,2,0.3,1063,0.6,83,0.7,49,0.3,877,0.7
8324,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,3,12276,2.6,790,1.6,36,2.7,953,2.3,634,1.9,12,2.0,5111,2.8,275,2.2,347,2.1,4118,3.2
8324,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,4,519,0.1,27,0.1,1,0.1,25,0.1,5,0.05,0,0.0,214,0.1,16,0.1,3,0.05,228,0.2
8324,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",4,782,0.2,46,0.1,2,0.1,81,0.2,34,0.1,0,0.0,325,0.2,17,0.1,10,0.1,267,0.2
8324,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,4,484,0.1,43,0.1,1,0.1,24,0.1,12,0.05,1,0.2,293,0.2,14,0.1,16,0.1,80,0.1
8324,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",4,10491,2.2,674,1.4,32,2.4,823,2.0,583,1.8,11,1.8,4279,2.3,228,1.9,318,1.9,3543,2.7
8324,r103,All detailed fields -> Health,All detailed fields,Health,,,2,65691,14.1,8682,17.8,306,22.6,6127,15.1,7731,23.3,117,19.6,32836,17.8,2124,17.3,2856,17.4,4912,3.8
8324,r104,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,34021,7.3,4362,9.0,199,14.7,4021,9.9,5275,15.9,70,11.7,14392,7.8,1232,10.0,1692,10.3,2778,2.2
8324,r105,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences ,4,1287,0.3,103,0.2,4,0.3,236,0.6,107,0.3,2,0.3,583,0.3,36,0.3,72,0.4,144,0.1
8324,r106,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,32734,7.0,4259,8.7,195,14.4,3785,9.3,5168,15.6,68,11.4,13809,7.5,1196,9.7,1620,9.9,2634,2.0
8324,r107,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r108,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r109,"All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r110,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r111,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r112,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r113,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r114,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r115,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r116,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r117,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r118,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r119,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r120,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r121,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r122,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8324,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,31670,6.8,4320,8.9,107,7.9,2106,5.2,2456,7.4,47,7.9,18444,10.0,892,7.3,1164,7.1,2134,1.7
8324,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17406,3.7,2526,5.2,70,5.2,824,2.0,833,2.5,20,3.4,11774,6.4,463,3.8,682,4.2,214,0.2
8324,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1500,0.3,93,0.2,1,0.1,250,0.6,62,0.2,2,0.3,674,0.4,38,0.3,83,0.5,297,0.2
8324,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,4,4962,1.1,803,1.6,17,1.3,138,0.3,644,1.9,13,2.2,2672,1.4,186,1.5,118,0.7,371,0.3
8324,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,1662,0.4,203,0.4,5,0.4,101,0.2,184,0.6,1,0.2,1048,0.6,34,0.3,62,0.4,24,0.05
8324,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,1939,0.4,128,0.3,4,0.3,192,0.5,203,0.6,1,0.2,695,0.4,52,0.4,49,0.3,615,0.5
8324,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,4201,0.9,567,1.2,10,0.7,601,1.5,530,1.6,10,1.7,1581,0.9,119,1.0,170,1.0,613,0.5
