table_id,row_id,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,highest_degree_and_occupation_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_all_ethnicities_and_races,field_hispanic_or_latinoa,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race
1182,r114,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Biological/life scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Biological/life scientist,Postsecondary teacher,6,17000,2000,,S,S,,13000,
1182,r115,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Computer and information scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Computer and information scientist,,5,921000,33000,,385000,32000,S,459000,10000
1182,r116,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Computer and information scientist -> Computer/information scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Computer and information scientist,Computer/information scientist,6,911000,31000,,382000,32000,S,454000,9000
1182,r117,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Computer and information scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Computer and information scientist,Postsecondary teacher,6,10000,,,S,,,5000,
1182,r118,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Mathematical scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Mathematical scientist,,5,117000,4000,,26000,11000,,74000,2000
1182,r119,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Mathematical scientist -> Mathematical scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Mathematical scientist,Mathematical scientist,6,75000,3000,,19000,S,,42000,2000
1182,r120,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Mathematical scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Mathematical scientist,Postsecondary teacher,6,42000,1000,,8000,1000,,32000,
1182,r121,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,,5,98000,7000,,13000,3000,,73000,2000
1182,r122,"All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist -> Chemist, except biochemist",All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,"Chemist, except biochemist",6,26000,1000,,6000,2000,,17000,
1182,r123,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist -> Earth scientist/geologist/oceanographer,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,Earth scientist/geologist/oceanographer,6,29000,2000,,1000,,,25000,1000
1182,r124,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist -> Physicist/astronomer,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,Physicist/astronomer,6,12000,,,3000,,,7000,
1182,r125,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist -> Other physical scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,Other physical scientist,6,21000,S,,S,S,,16000,
1182,r126,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Physical scientist -> Postsecondary teachers,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Physical scientist,Postsecondary teachers,6,10000,,,2000,,,8000,
1182,r127,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Psychologist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Psychologist,,5,102000,18000,,7000,4000,,72000,1000
1182,r128,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Psychologist -> Psychologist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Psychologist,Psychologist,6,86000,17000,,3000,3000,,62000,S
1182,r129,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Psychologist -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Psychologist,Postsecondary teacher,6,16000,,,,S,,10000,
1182,r130,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,,5,133000,6000,S,12000,18000,S,92000,2000
1182,r131,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist -> Economist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,Economist,6,14000,2000,,2000,,,9000,0.05
1182,r132,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist -> Political scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,Political scientist,6,12000,0.05,,S,S,,10000,
1182,r133,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist -> Sociologist/anthropologist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,Sociologist/anthropologist,6,13000,,,S,,,11000,0.05
1182,r134,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist -> Other social scientist,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,Other social scientist,6,55000,3000,,6000,10000,,35000,1000
1182,r135,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Science occupations -> Social scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Science occupations,Social scientist,Postsecondary teacher,6,40000,1000,,2000,7000,,28000,0.05
1182,r136,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,,,4,548000,42000,1000,132000,23000,1000,342000,9000
1182,r137,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Aerospace engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Aerospace engineer,,5,54000,7000,,5000,,,40000,0.05
1182,r138,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Chemical engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Chemical engineer,,5,22000,1000,,S,,,14000,
1182,r139,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Civil engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Civil engineer,,5,91000,7000,,15000,5000,,62000,2000
1182,r140,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Electrical engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Electrical engineer,,5,138000,9000,,57000,6000,,64000,2000
1182,r141,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Industrial engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Industrial engineer,,5,28000,5000,,7000,0.05,,17000,
1182,r142,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Mechanical engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Mechanical engineer,,5,80000,4000,,18000,3000,,53000,3000
1182,r143,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Other engineer,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Other engineer,,5,122000,8000,,22000,5000,,85000,1000
1182,r144,All degrees<sup>b</sup> -> Master's -> S&E occupations -> Engineering occupations -> Postsecondary teacher,All degrees<sup>b</sup>,Master's,S&E occupations,Engineering occupations,Postsecondary teacher,,5,12000,S,,3000,,,8000,
1182,r145,All degrees<sup>b</sup> -> Master's -> S&E-related occupations,All degrees<sup>b</sup>,Master's,S&E-related occupations,,,,3,2262000,153000,3000,271000,168000,5000,1623000,40000
1182,r146,All degrees<sup>b</sup> -> Master's -> S&E-related occupations -> Health occupations,All degrees<sup>b</sup>,Master's,S&E-related occupations,Health occupations,,,4,1066000,78000,S,91000,85000,S,788000,20000
1182,r147,"All degrees<sup>b</sup> -> Master's -> S&E-related occupations -> S&E managers, including health",All degrees<sup>b</sup>,Master's,S&E-related occupations,"S&E managers, including health",,,4,383000,18000,S,72000,22000,,264000,4000
1182,r148,All degrees<sup>b</sup> -> Master's -> S&E-related occupations -> S&E pre-college teacher,All degrees<sup>b</sup>,Master's,S&E-related occupations,S&E pre-college teacher,,,4,527000,36000,,17000,50000,0.05,414000,10000
1182,r149,All degrees<sup>b</sup> -> Master's -> S&E-related occupations -> S&E technician/technologist,All degrees<sup>b</sup>,Master's,S&E-related occupations,S&E technician/technologist,,,4,209000,12000,,80000,9000,,103000,4000
1182,r150,All degrees<sup>b</sup> -> Master's -> S&E-related occupations -> Other S&E-related occupation,All degrees<sup>b</sup>,Master's,S&E-related occupations,Other S&E-related occupation,,,4,77000,9000,,11000,2000,,54000,S
1182,r151,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations,All degrees<sup>b</sup>,Master's,Non-S&E occupations,,,,3,3904000,338000,7000,395000,398000,4000,2701000,61000
1182,r152,"All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Arts, humanities, and related occupation",All degrees<sup>b</sup>,Master's,Non-S&E occupations,"Arts, humanities, and related occupation",,,4,137000,15000,,9000,S,,89000,8000
1182,r153,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Management-related occupation,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Management-related occupation,,,4,795000,90000,S,119000,87000,1000,487000,9000
1182,r154,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Non-S&E manager,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Non-S&E manager,,,4,795000,51000,2000,98000,54000,3000,576000,12000
1182,r155,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Non-S&E postsecondary teacher,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Non-S&E postsecondary teacher,,,4,81000,S,,4000,5000,,64000,1000
1182,r156,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Non-S&E precollege teacher,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Non-S&E precollege teacher,,,4,454000,47000,,18000,57000,,327000,4000
1182,r157,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Sales and marketing occupation,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Sales and marketing occupation,,,4,322000,19000,,44000,22000,,231000,6000
1182,r158,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Social service and related occupation,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Social service and related occupation,,,4,552000,52000,S,23000,79000,,390000,6000
1182,r159,All degrees<sup>b</sup> -> Master's -> Non-S&E occupations -> Other non-S&E occupation,All degrees<sup>b</sup>,Master's,Non-S&E occupations,Other non-S&E occupation,,,4,769000,56000,S,81000,77000,0.05,537000,15000
1182,r160,All degrees<sup>b</sup> -> Doctorate,All degrees<sup>b</sup>,Doctorate,,,,,2,1503000,88000,5000,323000,69000,1000,998000,19000
1182,r161,All degrees<sup>b</sup> -> Doctorate -> S&E occupations,All degrees<sup>b</sup>,Doctorate,S&E occupations,,,,3,786000,43000,S,198000,31000,,503000,9000
1182,r162,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,,,4,670000,36000,S,156000,29000,,440000,7000
1182,r163,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Biological/life scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Biological/life scientist,,5,217000,11000,,62000,5000,,135000,2000
1182,r164,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Biological/life scientist -> Agricultural/food science,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Biological/life scientist,Agricultural/food science,6,10000,0.05,,2000,,,6000,
1182,r165,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Biological/life scientist -> Biological/scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Biological/life scientist,Biological/scientist,6,153000,9000,,53000,3000,,87000,2000
1182,r166,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Biological/life scientist -> Foresty and conservation scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Biological/life scientist,Foresty and conservation scientist,6,1000,,,,,,S,
1182,r167,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Biological/life scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Biological/life scientist,Postsecondary teacher,6,53000,2000,,7000,1000,,41000,
1182,r168,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Computer and information scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Computer and information scientist,,5,95000,S,,42000,3000,,45000,
1182,r169,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Computer and information scientist -> Computer/information scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Computer and information scientist,Computer/information scientist,6,78000,S,,36000,1000,,36000,
1182,r170,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Computer and information scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Computer and information scientist,Postsecondary teacher,6,17000,S,,5000,,,9000,
1182,r171,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Mathematical scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Mathematical scientist,,5,55000,2000,,16000,2000,,34000,
1182,r172,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Mathematical scientist -> Mathematical scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Mathematical scientist,Mathematical scientist,6,25000,1000,,10000,1000,,13000,
1182,r173,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Mathematical scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Mathematical scientist,Postsecondary teacher,6,30000,1000,,6000,1000,,21000,
1182,r174,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,,5,101000,4000,,21000,2000,,72000,1000
1182,r175,"All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist -> Chemist, except biochemist",All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,"Chemist, except biochemist",6,20000,1000,,7000,1000,,12000,
1182,r176,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist -> Earth scientist/geologist/oceanographer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,Earth scientist/geologist/oceanographer,6,11000,,,2000,,,9000,
1182,r177,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist -> Physicist/astronomer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,Physicist/astronomer,6,21000,S,,5000,,,14000,
1182,r178,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist -> Other physical scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,Other physical scientist,6,8000,,,2000,,,5000,
1182,r179,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Physical scientist -> Postsecondary teachers,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Physical scientist,Postsecondary teachers,6,41000,2000,,6000,1000,,32000,
1182,r180,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Psychologist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Psychologist,,5,92000,8000,,5000,5000,,72000,2000
1182,r181,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Psychologist -> Psychologist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Psychologist,Psychologist,6,75000,7000,,5000,3000,,59000,1000
1182,r182,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Psychologist -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Psychologist,Postsecondary teacher,6,16000,1000,,0.05,1000,,13000,
1182,r183,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,,5,110000,4000,,10000,12000,,82000,1000
1182,r184,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist -> Economist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,Economist,6,10000,1000,,1000,S,,8000,
1182,r185,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist -> Political scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,Political scientist,6,2000,,,,,,2000,
1182,r186,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist -> Sociologist/anthropologist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,Sociologist/anthropologist,6,5000,,,,,,5000,
1182,r187,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist -> Other social scientist,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,Other social scientist,6,14000,,,S,,,11000,
1182,r188,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Science occupations -> Social scientist -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Science occupations,Social scientist,Postsecondary teacher,6,79000,3000,,6000,11000,,57000,
1182,r189,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,,,4,116000,8000,,42000,2000,,63000,2000
1182,r190,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Aerospace engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Aerospace engineer,,5,8000,,,,,,7000,
1182,r191,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Chemical engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Chemical engineer,,5,11000,,,5000,,,6000,
1182,r192,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Civil engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Civil engineer,,5,4000,,,1000,,,2000,
1182,r193,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Electrical engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Electrical engineer,,5,20000,0.05,,11000,,,9000,
1182,r194,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Industrial engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Industrial engineer,,5,2000,,,,,,,
1182,r195,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Mechanical engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Mechanical engineer,,5,12000,,,7000,,,4000,
1182,r196,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Other engineer,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Other engineer,,5,24000,2000,,7000,,,14000,
1182,r197,All degrees<sup>b</sup> -> Doctorate -> S&E occupations -> Engineering occupations -> Postsecondary teacher,All degrees<sup>b</sup>,Doctorate,S&E occupations,Engineering occupations,Postsecondary teacher,,5,35000,1000,,12000,1000,,20000,S
1182,r198,All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations,All degrees<sup>b</sup>,Doctorate,S&E-related occupations,,,,3,267000,22000,,62000,6000,,173000,3000
1182,r199,All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations -> Health occupations,All degrees<sup>b</sup>,Doctorate,S&E-related occupations,Health occupations,,,4,166000,14000,,35000,4000,,110000,2000
1182,r200,"All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations -> S&E managers, including health",All degrees<sup>b</sup>,Doctorate,S&E-related occupations,"S&E managers, including health",,,4,46000,4000,,9000,S,,31000,1000
1182,r201,All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations -> S&E pre-college teacher,All degrees<sup>b</sup>,Doctorate,S&E-related occupations,S&E pre-college teacher,,,4,22000,2000,,S,1000,,18000,
1182,r202,All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations -> S&E technician/technologist,All degrees<sup>b</sup>,Doctorate,S&E-related occupations,S&E technician/technologist,,,4,32000,2000,,16000,,,14000,
1182,r203,All degrees<sup>b</sup> -> Doctorate -> S&E-related occupations -> Other S&E-related occupation,All degrees<sup>b</sup>,Doctorate,S&E-related occupations,Other S&E-related occupation,,,4,S,,,,,,,
1182,r204,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,,,,3,450000,22000,3000,62000,33000,,322000,8000
1182,r205,"All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Arts, humanities, and related occupation",All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,"Arts, humanities, and related occupation",,,4,22000,,,S,,,19000,
1182,r206,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Management-related occupation,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Management-related occupation,,,4,65000,3000,,13000,5000,,42000,S
1182,r207,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Non-S&E manager,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Non-S&E manager,,,4,131000,3000,,17000,9000,,101000,1000
1182,r208,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Non-S&E postsecondary teacher,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Non-S&E postsecondary teacher,,,4,88000,4000,,12000,6000,,62000,
1182,r209,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Non-S&E precollege teacher,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Non-S&E precollege teacher,,,4,11000,,,,,,9000,
1182,r210,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Sales and marketing occupation,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Sales and marketing occupation,,,4,13000,,,,,,8000,
1182,r211,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Social service and related occupation,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Social service and related occupation,,,4,30000,3000,,3000,8000,,17000,
1182,r212,All degrees<sup>b</sup> -> Doctorate -> Non-S&E occupations -> Other non-S&E occupation,All degrees<sup>b</sup>,Doctorate,Non-S&E occupations,Other non-S&E occupation,,,4,90000,3000,,16000,S,,64000,S
