table_id,row_id,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,occupation_sex_race_and_ethnicity_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_total,field_professor,field_associate_professor,field_assistant_professor,field_other_faculty,field_rank_not_applicable
1196,r126,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Female,American Indian or Alaska Native,6,50,,,,,
1196,r127,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Female,Native Hawaiian or Other Pacific Islander,6,,,,,,
1196,r128,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Female,More than one race<sup>b</sup>,6,350,S,50,200,,50
1196,r129,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,,5,10800,4100,3150,1900,600,1050
1196,r130,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,White,6,9050,3650,2450,1450,550,900
1196,r131,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,Asian,6,750,150,350,200,,50
1196,r132,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,Black or African American,6,350,100,100,50,,
1196,r133,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,Hispanic or Latino<sup>a</sup>,6,450,100,150,150,,50
1196,r134,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,American Indian or Alaska Native,6,,,,,,
1196,r135,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,Native Hawaiian or Other Pacific Islander,6,,,,,,
1196,r136,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Psychologist -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Psychologist,Male,More than one race<sup>b</sup>,6,200,S,S,0.05,,
1196,r137,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,,,4,46150,15600,13050,10950,3400,3200
1196,r138,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,,5,19800,4600,6100,5250,1800,2000
1196,r139,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> White,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,White,6,14700,3650,4600,3700,1400,1300
1196,r140,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> Asian,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,Asian,6,2150,350,650,750,100,250
1196,r141,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,Black or African American,6,1150,250,450,250,50,100
1196,r142,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,Hispanic or Latino<sup>a</sup>,6,1300,250,300,400,100,250
1196,r143,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,American Indian or Alaska Native,6,100,,,S,,
1196,r144,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,Native Hawaiian or Other Pacific Islander,6,0.05,,,,,
1196,r145,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Female,More than one race<sup>b</sup>,6,450,S,50,100,150,50
1196,r146,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,,5,26400,11000,6900,5700,1600,1200
1196,r147,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,White,6,19750,8750,5000,3800,1300,850
1196,r148,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,Asian,6,2900,1000,700,1050,,50
1196,r149,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,Black or African American,6,1600,500,600,250,100,S
1196,r150,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,Hispanic or Latino<sup>a</sup>,6,1550,500,400,400,100,150
1196,r151,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,American Indian or Alaska Native,6,100,,,,,
1196,r152,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,Native Hawaiian or Other Pacific Islander,6,,,,,,
1196,r153,All occupations -> S&E occupations<sup>c</sup> -> Scientist -> Social scientist -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Scientist,Social scientist,Male,More than one race<sup>b</sup>,6,550,150,200,100,,
1196,r154,All occupations -> S&E occupations<sup>c</sup> -> Engineer,All occupations,S&E occupations<sup>c</sup>,Engineer,,,,3,31100,11600,7250,6650,1550,4050
1196,r155,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,,,4,5400,1400,1300,1350,450,900
1196,r156,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> White,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,White,,5,3250,950,800,750,300,450
1196,r157,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> Asian,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,Asian,,5,1600,300,400,500,100,350
1196,r158,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,Black or African American,,5,200,50,50,50,,
1196,r159,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,Hispanic or Latino<sup>a</sup>,,5,250,50,50,50,,50
1196,r160,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,American Indian or Alaska Native,,5,,,,,,
1196,r161,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,Native Hawaiian or Other Pacific Islander,,5,,,,,,
1196,r162,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Female -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Engineer,Female,More than one race<sup>b</sup>,,5,100,,,,,
1196,r163,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,,,4,25700,10200,5900,5300,1100,3150
1196,r164,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> White,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,White,,5,14950,6300,3600,2750,700,1550
1196,r165,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> Asian,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,Asian,,5,8550,3150,1750,2000,250,1400
1196,r166,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> Black or African American,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,Black or African American,,5,700,250,200,200,0.05,50
1196,r167,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,Hispanic or Latino<sup>a</sup>,,5,1250,400,350,300,100,150
1196,r168,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> American Indian or Alaska Native,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,American Indian or Alaska Native,,5,50,,,,,
1196,r169,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,Native Hawaiian or Other Pacific Islander,,5,,,,,,
1196,r170,All occupations -> S&E occupations<sup>c</sup> -> Engineer -> Male -> More than one race<sup>b</sup>,All occupations,S&E occupations<sup>c</sup>,Engineer,Male,More than one race<sup>b</sup>,,5,150,100,,S,,
1196,r171,All occupations -> S&E-related occupations<sup>d</sup>,All occupations,S&E-related occupations<sup>d</sup>,,,,,2,33050,7650,8600,8450,1500,6900
1196,r172,All occupations -> S&E-related occupations<sup>d</sup> -> Female,All occupations,S&E-related occupations<sup>d</sup>,Female,,,,3,17950,3600,4900,5000,1050,3350
1196,r173,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> White,All occupations,S&E-related occupations<sup>d</sup>,Female,White,,,4,13200,3100,3800,3500,750,2050
1196,r174,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Asian,All occupations,S&E-related occupations<sup>d</sup>,Female,Asian,,,4,2750,350,650,700,150,900
1196,r175,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Black or African American,All occupations,S&E-related occupations<sup>d</sup>,Female,Black or African American,,,4,1100,100,300,400,S,200
1196,r176,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,S&E-related occupations<sup>d</sup>,Female,Hispanic or Latino<sup>a</sup>,,,4,650,100,100,300,50,100
1196,r177,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> American Indian or Alaska Native,All occupations,S&E-related occupations<sup>d</sup>,Female,American Indian or Alaska Native,,,4,,,,,,
1196,r178,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,S&E-related occupations<sup>d</sup>,Female,Native Hawaiian or Other Pacific Islander,,,4,S,,,,,
1196,r179,All occupations -> S&E-related occupations<sup>d</sup> -> Female -> More than one race<sup>b</sup>,All occupations,S&E-related occupations<sup>d</sup>,Female,More than one race<sup>b</sup>,,,4,150,,S,50,,50
1196,r180,All occupations -> S&E-related occupations<sup>d</sup> -> Male,All occupations,S&E-related occupations<sup>d</sup>,Male,,,,3,15150,4050,3650,3400,450,3550
1196,r181,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> White,All occupations,S&E-related occupations<sup>d</sup>,Male,White,,,4,10250,2950,2500,2300,300,2200
1196,r182,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Asian,All occupations,S&E-related occupations<sup>d</sup>,Male,Asian,,,4,3300,700,800,700,S,900
1196,r183,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Black or African American,All occupations,S&E-related occupations<sup>d</sup>,Male,Black or African American,,,4,550,200,100,100,,150
1196,r184,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,S&E-related occupations<sup>d</sup>,Male,Hispanic or Latino<sup>a</sup>,,,4,700,150,150,200,,150
1196,r185,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> American Indian or Alaska Native,All occupations,S&E-related occupations<sup>d</sup>,Male,American Indian or Alaska Native,,,4,100,,,,,
1196,r186,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,S&E-related occupations<sup>d</sup>,Male,Native Hawaiian or Other Pacific Islander,,,4,,,,,,
1196,r187,All occupations -> S&E-related occupations<sup>d</sup> -> Male -> More than one race<sup>b</sup>,All occupations,S&E-related occupations<sup>d</sup>,Male,More than one race<sup>b</sup>,,,4,200,,,100,,S
1196,r188,All occupations -> Non-S&E occupations,All occupations,Non-S&E occupations,,,,,2,41100,16150,8250,4950,2750,9000
1196,r189,All occupations -> Non-S&E occupations -> Female,All occupations,Non-S&E occupations,Female,,,,3,18000,5650,3700,2500,1500,4700
1196,r190,All occupations -> Non-S&E occupations -> Female -> White,All occupations,Non-S&E occupations,Female,White,,,4,13500,4550,2650,1550,1100,3650
1196,r191,All occupations -> Non-S&E occupations -> Female -> Asian,All occupations,Non-S&E occupations,Female,Asian,,,4,2100,550,400,450,200,450
1196,r192,All occupations -> Non-S&E occupations -> Female -> Black or African American,All occupations,Non-S&E occupations,Female,Black or African American,,,4,1150,300,250,250,50,250
1196,r193,All occupations -> Non-S&E occupations -> Female -> Hispanic or Latino<sup>a</sup>,All occupations,Non-S&E occupations,Female,Hispanic or Latino<sup>a</sup>,,,4,950,150,300,200,100,250
1196,r194,All occupations -> Non-S&E occupations -> Female -> American Indian or Alaska Native,All occupations,Non-S&E occupations,Female,American Indian or Alaska Native,,,4,50,,,,,
1196,r195,All occupations -> Non-S&E occupations -> Female -> Native Hawaiian or Other Pacific Islander,All occupations,Non-S&E occupations,Female,Native Hawaiian or Other Pacific Islander,,,4,,,,,,
1196,r196,All occupations -> Non-S&E occupations -> Female -> More than one race<sup>b</sup>,All occupations,Non-S&E occupations,Female,More than one race<sup>b</sup>,,,4,250,100,S,50,,100
1196,r197,All occupations -> Non-S&E occupations -> Male,All occupations,Non-S&E occupations,Male,,,,3,23100,10500,4550,2450,1250,4300
1196,r198,All occupations -> Non-S&E occupations -> Male -> White,All occupations,Non-S&E occupations,Male,White,,,4,17550,8350,3300,1600,950,3350
1196,r199,All occupations -> Non-S&E occupations -> Male -> Asian,All occupations,Non-S&E occupations,Male,Asian,,,4,2800,1050,800,550,150,300
1196,r200,All occupations -> Non-S&E occupations -> Male -> Black or African American,All occupations,Non-S&E occupations,Male,Black or African American,,,4,1100,400,250,150,50,300
1196,r201,All occupations -> Non-S&E occupations -> Male -> Hispanic or Latino<sup>a</sup>,All occupations,Non-S&E occupations,Male,Hispanic or Latino<sup>a</sup>,,,4,1150,500,150,150,100,250
1196,r202,All occupations -> Non-S&E occupations -> Male -> American Indian or Alaska Native,All occupations,Non-S&E occupations,Male,American Indian or Alaska Native,,,4,100,,,,,
1196,r203,All occupations -> Non-S&E occupations -> Male -> Native Hawaiian or Other Pacific Islander,All occupations,Non-S&E occupations,Male,Native Hawaiian or Other Pacific Islander,,,4,,,,,,
1196,r204,All occupations -> Non-S&E occupations -> Male -> More than one race<sup>b</sup>,All occupations,Non-S&E occupations,Male,More than one race<sup>b</sup>,,,4,350,150,,0.05,,50
