table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2018,field_2019,field_2020,field_2021
8010,r215,"New York -> Public -> SUNY, New Paltz",New York,Public,"SUNY, New Paltz",3,"['668', '']","['494', '']","['330', '']","['329', '']"
8010,r216,"New York -> Public -> SUNY, Oneonta",New York,Public,"SUNY, Oneonta",3,"['834', '']","['623', '']","['214', '']","['214', '']"
8010,r217,"New York -> Public -> SUNY, Potsdam",New York,Public,"SUNY, Potsdam",3,"['ne', '']","['235', '']","['ne', '']","['540', '']"
8010,r218,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r219,New York -> Private -> Adelphi U.,New York,Private,Adelphi U.,3,"['330', '']","['359', '']","['1,258', 'i']","['2,157', '']"
8010,r220,New York -> Private -> Bard C.,New York,Private,Bard C.,3,"['234', '']","['235', '']","['242', '']","['248', '']"
8010,r221,New York -> Private -> Cooper Union,New York,Private,Cooper Union,3,"['418', '']","['710', '']","['501', '']","['545', '']"
8010,r222,New York -> Private -> D'Youville C.,New York,Private,D'Youville C.,3,"['ne', '']","['383', '']","['382', '']","['306', '']"
8010,r223,New York -> Private -> Iona C.,New York,Private,Iona C.,3,"['ne', '']","['ne', '']","['239', '']","['411', '']"
8010,r224,New York -> Private -> Northeast C. of Health Sciences,New York,Private,Northeast C. of Health Sciences,3,"['395', '']","['334', '']","['234', '']","['184', '']"
8010,r225,New York -> Private -> Siena C.,New York,Private,Siena C.,3,"['941', '']","['944', '']","['884', '']","['923', '']"
8010,r226,New York -> Private -> St. Bonaventure U.,New York,Private,St. Bonaventure U.,3,"['519', '']","['1,049', '']","['585', '']","['378', '']"
8010,r227,New York -> Private -> Touro C.,New York,Private,Touro C.,3,"['546', '']","['470', '']","['439', '']","['419', '']"
8010,r228,New York -> Private -> Utica C.,New York,Private,Utica C.,3,"['420', '']","['598', '']","['549', '']","['466', '']"
8010,r229,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r230,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r231,"North Carolina -> Public -> U. North Carolina, Pembroke",North Carolina,Public,"U. North Carolina, Pembroke",3,"['814', '']","['620', '']","['344', '']","['243', '']"
8010,r232,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r233,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r234,North Dakota -> Public -> Mayville State U.,North Dakota,Public,Mayville State U.,3,"['267', '']","['292', '']","['509', '']","['634', '']"
8010,r235,North Dakota -> Public -> Minot State U.,North Dakota,Public,Minot State U.,3,"['418', '']","['251', '']","['253', '']","['512', '']"
8010,r236,North Dakota -> Private,North Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r237,North Dakota -> Private -> United Tribes Technical C.,North Dakota,Private,United Tribes Technical C.,3,"['ne', '']","['379', '']","['976', '']","['441', '']"
8010,r238,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r239,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r240,Ohio -> Private -> Baldwin Wallace U.,Ohio,Private,Baldwin Wallace U.,3,"['392', '']","['221', '']","['ne', '']","['210', '']"
8010,r241,Ohio -> Private -> Denison U.,Ohio,Private,Denison U.,3,"['585', 'i']","['577', '']","['727', '']","['724', 'i']"
8010,r242,Ohio -> Private -> John Carroll U.,Ohio,Private,John Carroll U.,3,"['370', '']","['658', '']","['522', '']","['374', '']"
8010,r243,Ohio -> Private -> Kenyon C.,Ohio,Private,Kenyon C.,3,"['1,227', '']","['1,092', '']","['908', '']","['1,500', '']"
8010,r244,Ohio -> Private -> Ohio Northern U.,Ohio,Private,Ohio Northern U.,3,"['405', '']","['316', '']","['348', '']","['471', '']"
8010,r245,Ohio -> Private -> Ohio Wesleyan U.,Ohio,Private,Ohio Wesleyan U.,3,"['509', '']","['325', '']","['323', '']","['404', '']"
8010,r246,Ohio -> Private -> Wittenberg U.,Ohio,Private,Wittenberg U.,3,"['273', '']","['267', '']","['297', '']","['445', '']"
8010,r247,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r248,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r249,Oklahoma -> Public -> East Central U.,Oklahoma,Public,East Central U.,3,"['368', '']","['310', 'i']","['251', '']","['242', '']"
8010,r250,Oklahoma -> Public -> Northeastern State U.,Oklahoma,Public,Northeastern State U.,3,"['245', '']","['432', '']","['406', '']","['279', '']"
8010,r251,Oklahoma -> Public -> Southwestern Oklahoma State U.,Oklahoma,Public,Southwestern Oklahoma State U.,3,"['527', '']","['504', '']","['484', '']","['614', '']"
8010,r252,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r253,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r254,Oregon -> Public -> Eastern Oregon U.,Oregon,Public,Eastern Oregon U.,3,"['562', '']","['472', '']","['172', '']","['162', '']"
8010,r255,Oregon -> Public -> Southern Oregon U.,Oregon,Public,Southern Oregon U.,3,"['660', '']","['424', '']","['493', '']","['534', '']"
8010,r256,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r257,Oregon -> Private -> Linfield U.,Oregon,Private,Linfield U.,3,"['326', '']","['464', '']","['319', '']","['239', '']"
8010,r258,Oregon -> Private -> U. Portland,Oregon,Private,U. Portland,3,"['1,061', '']","['942', '']","['737', '']","['718', '']"
8010,r259,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r260,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r261,Pennsylvania -> Public -> Bloomsburg U. Pennsylvania,Pennsylvania,Public,Bloomsburg U. Pennsylvania,3,"['727', '']","['734', '']","['735', '']","['348', '']"
8010,r262,Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,3,"['813', '']","['677', '']","['797', '']","['1,440', '']"
8010,r263,Pennsylvania -> Public -> Kutztown U. Pennsylvania,Pennsylvania,Public,Kutztown U. Pennsylvania,3,"['415', '']","['464', '']","['472', '']","['292', '']"
8010,r264,Pennsylvania -> Public -> Millersville U. Pennsylvania,Pennsylvania,Public,Millersville U. Pennsylvania,3,"['862', '']","['782', '']","['402', '']","['931', '']"
8010,r265,"Pennsylvania -> Public -> Pennsylvania State U., Abington",Pennsylvania,Public,"Pennsylvania State U., Abington",3,"['ne', '']","['ne', '']","['ne', '']","['369', '']"
8010,r266,"Pennsylvania -> Public -> Pennsylvania State U., Altoona",Pennsylvania,Public,"Pennsylvania State U., Altoona",3,"['708', '']","['680', '']","['714', '']","['678', '']"
8010,r267,"Pennsylvania -> Public -> Pennsylvania State U., Berks",Pennsylvania,Public,"Pennsylvania State U., Berks",3,"['562', '']","['273', '']","['372', '']","['382', '']"
8010,r268,"Pennsylvania -> Public -> Pennsylvania State U., Great Valley School of Graduate Professional Studies",Pennsylvania,Public,"Pennsylvania State U., Great Valley School of Graduate Professional Studies",3,"['370', '']","['419', '']","['ne', '']","['927', '']"
8010,r269,"Pennsylvania -> Public -> Pennsylvania State U., Greater Allegheny",Pennsylvania,Public,"Pennsylvania State U., Greater Allegheny",3,"['ne', '']","['ne', '']","['ne', '']","['216', '']"
8010,r270,"Pennsylvania -> Public -> Pennsylvania State U., Lehigh Valley",Pennsylvania,Public,"Pennsylvania State U., Lehigh Valley",3,"['ne', '']","['ne', '']","['150', '']","['162', '']"
8010,r271,"Pennsylvania -> Public -> Pennsylvania State U., New Kensington",Pennsylvania,Public,"Pennsylvania State U., New Kensington",3,"['ne', '']","['ne', '']","['ne', '']","['152', '']"
8010,r272,"Pennsylvania -> Public -> Pennsylvania State U., Wilkes-Barre",Pennsylvania,Public,"Pennsylvania State U., Wilkes-Barre",3,"['ne', '']","['ne', '']","['ne', '']","['250', '']"
8010,r273,Pennsylvania -> Public -> Slippery Rock U. Pennsylvania,Pennsylvania,Public,Slippery Rock U. Pennsylvania,3,"['218', '']","['213', '']","['390', '']","['295', '']"
8010,r274,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r275,Pennsylvania -> Private -> Bryn Athyn C.,Pennsylvania,Private,Bryn Athyn C.,3,"['420', '']","['305', '']","['432', '']","['316', '']"
8010,r276,Pennsylvania -> Private -> Delaware Valley U.,Pennsylvania,Private,Delaware Valley U.,3,"['ne', '']","['ne', '']","['ne', '']","['182', '']"
8010,r277,Pennsylvania -> Private -> Dickinson C.,Pennsylvania,Private,Dickinson C.,3,"['1,068', '']","['1,037', '']","['929', '']","['767', '']"
8010,r278,Pennsylvania -> Private -> Gannon U.,Pennsylvania,Private,Gannon U.,3,"['409', '']","['555', '']","['351', '']","['972', '']"
8010,r279,Pennsylvania -> Private -> Gettysburg C.,Pennsylvania,Private,Gettysburg C.,3,"['1,539', '']","['1,664', '']","['913', '']","['648', '']"
8010,r280,Pennsylvania -> Private -> Juniata C.,Pennsylvania,Private,Juniata C.,3,"['605', '']","['560', '']","['937', '']","['380', '']"
8010,r281,Pennsylvania -> Private -> La Salle U.,Pennsylvania,Private,La Salle U.,3,"['886', '']","['1,135', '']","['818', '']","['829', '']"
8010,r282,Pennsylvania -> Private -> Lake Erie C. of Osteopathic Medicine,Pennsylvania,Private,Lake Erie C. of Osteopathic Medicine,3,"['704', '']","['565', '']","['472', '']","['502', '']"
8010,r283,Pennsylvania -> Private -> Moravian C.,Pennsylvania,Private,Moravian C.,3,"['271', '']","['273', '']","['309', '']","['255', '']"
8010,r284,Pennsylvania -> Private -> Muhlenberg C.,Pennsylvania,Private,Muhlenberg C.,3,"['472', '']","['539', '']","['398', '']","['288', '']"
8010,r285,Pennsylvania -> Private -> Saint Francis U.,Pennsylvania,Private,Saint Francis U.,3,"['650', '']","['829', '']","['878', '']","['872', '']"
8010,r286,Pennsylvania -> Private -> Salus U.,Pennsylvania,Private,Salus U.,3,"['1,286', '']","['854', '']","['650', '']","['677', '']"
8010,r287,Pennsylvania -> Private -> Susquehanna U.,Pennsylvania,Private,Susquehanna U.,3,"['511', '']","['368', '']","['496', '']","['360', '']"
8010,r288,Pennsylvania -> Private -> U. Scranton,Pennsylvania,Private,U. Scranton,3,"['290', '']","['450', '']","['595', '']","['630', '']"
8010,r289,Pennsylvania -> Private -> Ursinus C.,Pennsylvania,Private,Ursinus C.,3,"['925', '']","['768', '']","['497', '']","['835', '']"
8010,r290,"Pennsylvania -> Private -> Widener U., Chester",Pennsylvania,Private,"Widener U., Chester",3,"['534', '']","['764', '']","['586', '']","['417', '']"
8010,r291,Pennsylvania -> Private -> Wilkes U.,Pennsylvania,Private,Wilkes U.,3,"['653', '']","['549', '']","['968', '']","['372', '']"
8010,r292,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r293,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r294,Rhode Island -> Private -> Bryant U.,Rhode Island,Private,Bryant U.,3,"['347', '']","['353', '']","['302', '']","['347', '']"
8010,r295,Rhode Island -> Private -> Salve Regina U.,Rhode Island,Private,Salve Regina U.,3,"['419', '']","['495', '']","['591', '']","['624', '']"
8010,r296,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r297,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r298,South Carolina -> Public -> Francis Marion U.,South Carolina,Public,Francis Marion U.,3,"['258', '']","['362', '']","['216', '']","['207', '']"
8010,r299,South Carolina -> Public -> U. South Carolina Upstate,South Carolina,Public,U. South Carolina Upstate,3,"['ne', '']","['257', '']","['437', '']","['496', '']"
8010,r300,"South Carolina -> Public -> U. South Carolina, Beaufort",South Carolina,Public,"U. South Carolina, Beaufort",3,"['497', '']","['532', '']","['599', '']","['976', '']"
8010,r301,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r302,South Carolina -> Private -> Benedict C.,South Carolina,Private,Benedict C.,3,"['1,934', '']","['1,269', '']","['649', '']","['745', '']"
8010,r303,South Carolina -> Private -> Converse C.,South Carolina,Private,Converse C.,3,"['235', '']","['317', '']","['185', '']","['294', '']"
8010,r304,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r305,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r306,South Dakota -> Public -> Northern State U.,South Dakota,Public,Northern State U.,3,"['248', '']","['225', '']","['240', '']","['190', '']"
8010,r307,South Dakota -> Public -> Oglala Lakota C.,South Dakota,Public,Oglala Lakota C.,3,"['692', '']","['683', '']","['516', '']","['473', '']"
8010,r308,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r309,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r310,"Tennessee -> Public -> U. Tennessee, Martin",Tennessee,Public,"U. Tennessee, Martin",3,"['338', '']","['363', '']","['305', '']","['199', '']"
8010,r311,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r312,Tennessee -> Private -> Sewanee: U. of the South,Tennessee,Private,Sewanee: U. of the South,3,"['676', '']","['867', '']","['864', '']","['668', '']"
8010,r313,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r314,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r315,Texas -> Public -> Angelo State U.,Texas,Public,Angelo State U.,3,"['774', '']","['815', '']","['798', '']","['943', '']"
8010,r316,Texas -> Public -> Midwestern State U.,Texas,Public,Midwestern State U.,3,"['868', '']","['1,100', '']","['891', '']","['882', '']"
8010,r317,Texas -> Public -> Texas A&M U.-Central Texas,Texas,Public,Texas A&M U.-Central Texas,3,"['1,122', '']","['428', '']","['623', '']","['814', '']"
8010,r318,Texas -> Public -> Texas A&M U.-San Antonio,Texas,Public,Texas A&M U.-San Antonio,3,"['333', '']","['308', '']","['567', '']","['1,311', '']"
8010,r319,Texas -> Public -> U. Houston system administration,Texas,Public,U. Houston system administration,3,"['971', '']","['965', '']","['514', '']","['513', '']"
8010,r320,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r321,Texas -> Private -> Austin C.,Texas,Private,Austin C.,3,"['384', '']","['376', '']","['342', '']","['302', '']"
8010,r322,Texas -> Private -> LeTourneau U.,Texas,Private,LeTourneau U.,3,"['737', '']","['239', '']","['271', '']","['346', '']"
8010,r323,Texas -> Private -> McMurry U.,Texas,Private,McMurry U.,3,"['ne', '']","['ne', '']","['ne', '']","['296', '']"
8010,r324,Texas -> Private -> Parker U.,Texas,Private,Parker U.,3,"['ne', '']","['ne', '']","['ne', '']","['190', '']"
8010,r325,Texas -> Private -> Southwestern U.,Texas,Private,Southwestern U.,3,"['386', '']","['334', '']","['261', '']","['408', '']"
8010,r326,Texas -> Private -> Texas Chiropractic C.,Texas,Private,Texas Chiropractic C.,3,"['215', 'i']","['212', 'i']","['201', 'i']","['200', 'i']"
8010,r327,Texas -> Private -> U. Dallas,Texas,Private,U. Dallas,3,"['ne', '']","['ne', '']","['ne', '']","['249', '']"
8010,r328,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r329,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r330,Utah -> Public -> Southern Utah U.,Utah,Public,Southern Utah U.,3,"['763', '']","['812', '']","['955', '']","['773', '']"
8010,r331,Utah -> Public -> Utah Valley U.,Utah,Public,Utah Valley U.,3,"['281', '']","['151', '']","['336', '']","['1,154', '']"
8010,r332,Utah -> Public -> Weber State U.,Utah,Public,Weber State U.,3,"['721', '']","['1,081', '']","['676', '']","['822', '']"
8010,r333,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r334,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r335,Vermont -> Private -> Norwich U.,Vermont,Private,Norwich U.,3,"['867', '']","['992', '']","['749', '']","['890', '']"
8010,r336,Vermont -> Private -> Saint Michael's C.,Vermont,Private,Saint Michael's C.,3,"['1,482', '']","['1,200', '']","['957', '']","['876', '']"
8010,r337,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r338,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r339,Virginia -> Public -> Longwood U.,Virginia,Public,Longwood U.,3,"['388', '']","['353', '']","['368', '']","['544', '']"
8010,r340,Virginia -> Public -> Radford U.,Virginia,Public,Radford U.,3,"['604', '']","['879', '']","['774', '']","['832', '']"
8010,r341,Virginia -> Public -> Virginia Military Institute,Virginia,Public,Virginia Military Institute,3,"['499', '']","['727', '']","['712', '']","['1,351', '']"
8010,r342,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r343,Virginia -> Private -> Eastern Mennonite U.,Virginia,Private,Eastern Mennonite U.,3,"['299', '']","['209', '']","['236', '']","['233', '']"
8010,r344,Virginia -> Private -> Roanoke C.,Virginia,Private,Roanoke C.,3,"['954', '']","['826', '']","['606', '']","['738', '']"
8010,r345,Virginia -> Private -> U. Lynchburg,Virginia,Private,U. Lynchburg,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
8010,r346,Virginia -> Private -> Washington and Lee U.,Virginia,Private,Washington and Lee U.,3,"['ne', '']","['241', '']","['214', '']","['256', '']"
8010,r347,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r348,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r349,Washington -> Public -> Evergreen State C.,Washington,Public,Evergreen State C.,3,"['486', 'i']","['563', '']","['390', '']","['783', '']"
8010,r350,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r351,Washington -> Private -> Gonzaga U.,Washington,Private,Gonzaga U.,3,"['396', '']","['187', '']","['506', '']","['212', '']"
8010,r352,Washington -> Private -> Pacific Lutheran U.,Washington,Private,Pacific Lutheran U.,3,"['257', '']","['342', '']","['449', '']","['370', '']"
8010,r353,Washington -> Private -> Saint Martin's U.,Washington,Private,Saint Martin's U.,3,"['ne', '']","['ne', '']","['201', '']","['299', '']"
8010,r354,Washington -> Private -> Seattle Pacific U.,Washington,Private,Seattle Pacific U.,3,"['870', '']","['724', '']","['643', '']","['683', '']"
8010,r355,Washington -> Private -> U. Puget Sound,Washington,Private,U. Puget Sound,3,"['900', '']","['1,039', '']","['895', '']","['1,233', '']"
8010,r356,Washington -> Private -> Whitman C.,Washington,Private,Whitman C.,3,"['1,041', '']","['1,083', '']","['865', '']","['1,034', '']"
8010,r357,Washington -> Private -> Whitworth U.,Washington,Private,Whitworth U.,3,"['806', '']","['421', '']","['660', '']","['403', '']"
8010,r358,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r359,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r360,West Virginia -> Public -> Bluefield State C.,West Virginia,Public,Bluefield State C.,3,"['443', '']","['595', '']","['485', '']","['506', '']"
8010,r361,West Virginia -> Public -> West Liberty U.,West Virginia,Public,West Liberty U.,3,"['688', '']","['908', '']","['738', '']","['738', '']"
8010,r362,West Virginia -> Private,West Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r363,West Virginia -> Private -> Future Generations U.,West Virginia,Private,Future Generations U.,3,"['ne', '']","['286', '']","['271', 'i']","['270', 'i']"
8010,r364,West Virginia -> Private -> U. Charleston,West Virginia,Private,U. Charleston,3,"['ne', '']","['ne', '']","['5,935', 'i']","['6,215', '']"
8010,r365,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r366,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r367,Wisconsin -> Public -> U. Wisconsin-Stout,Wisconsin,Public,U. Wisconsin-Stout,3,"['902', '']","['668', '']","['555', '']","['406', '']"
8010,r368,Wisconsin -> Public -> U. Wisconsin-Whitewater,Wisconsin,Public,U. Wisconsin-Whitewater,3,"['685', '']","['757', '']","['736', '']","['760', '']"
8010,r369,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r370,Wisconsin -> Private -> Alverno C.,Wisconsin,Private,Alverno C.,3,"['219', '']","['216', '']","['237', '']","['215', '']"
8010,r371,"Wisconsin -> Private -> Concordia U., Wisconsin",Wisconsin,Private,"Concordia U., Wisconsin",3,"['352', '']","['248', '']","['293', '']","['439', '']"
8010,r372,Wisconsin -> Private -> Lawrence U.,Wisconsin,Private,Lawrence U.,3,"['439', '']","['508', '']","['423', '']","['536', '']"
8010,r373,Wisconsin -> Private -> St. Norbert C.,Wisconsin,Private,St. Norbert C.,3,"['411', '']","['354', '']","['304', '']","['412', '']"
8010,r374,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']"
8010,r375,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r376,"Puerto Rico -> Public -> U. Puerto Rico, Aguadilla",Puerto Rico,Public,"U. Puerto Rico, Aguadilla",3,"['512', '']","['465', '']","['562', '']","['639', '']"
8010,r377,"Puerto Rico -> Public -> U. Puerto Rico, Ponce",Puerto Rico,Public,"U. Puerto Rico, Ponce",3,"['698', 'i']","['651', '']","['616', 'i']","['580', '']"
8010,r378,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']"
8010,r379,Puerto Rico -> Private -> Polytechnic U. Puerto Rico,Puerto Rico,Private,Polytechnic U. Puerto Rico,3,"['1,929', '']","['2,118', '']","['813', '']","['821', '']"
8010,r380,"Puerto Rico -> Private -> Pontifical Catholic U. Puerto Rico, Ponce",Puerto Rico,Private,"Pontifical Catholic U. Puerto Rico, Ponce",3,"['150', '']","['287', '']","['239', '']","['350', '']"
8010,r381,Puerto Rico -> Private -> San Juan Bautista School of Medicine,Puerto Rico,Private,San Juan Bautista School of Medicine,3,"['754', '']","['896', '']","['612', '']","['598', '']"
8010,r382,"Puerto Rico -> Private -> U. Ana G. Mendez, Carolina",Puerto Rico,Private,"U. Ana G. Mendez, Carolina",3,"['865', '']","['1,099', '']","['647', '']","['602', '']"
8010,r383,"Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",Puerto Rico,Private,"U. Ana G. Mendez, Cupey",3,"['3,926', '']","['624', '']","['818', '']","['739', '']"
