table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_capital_expenditures_total,field_worldwide_capital_expenditures_property_plant_and_equipment,field_worldwide_capital_expenditures_identifiable_intangible_assets,field_foreign_capital_expenditures_total,field_foreign_capital_expenditures_property_plant_and_equipment,field_foreign_capital_expenditures_identifiable_intangible_assets,field_domestic_capital_expenditures_total,field_domestic_capital_expenditures_property_plant_and_equipment,field_domestic_capital_expenditures_identifiable_intangible_assets,field_domestic_capital_expenditures_for_r_d_total,field_domestic_capital_expenditures_for_r_d_property_plant_and_equipment,field_domestic_capital_expenditures_for_r_d_identifiable_intangible_assets,field_domestic_capital_expenditures_for_r_d_type_of_property_land_acquisition,field_domestic_capital_expenditures_for_r_d_type_of_property_buildings_and_land_improvement,field_domestic_capital_expenditures_for_r_d_type_of_property_machinery_and_equipment,field_domestic_capital_expenditures_for_r_d_type_of_property_capitalized_software,field_domestic_capital_expenditures_for_r_d_type_of_property_other_intellectual_property,field_domestic_capital_expenditures_for_r_d_type_of_property_all_other
9689,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['218,900', '  ']","['173,839', '  ']","['45,060', '  ']","['30,744', '  ']","['27,708', '  ']","['3,036', '  ']","['188,156', '  ']","['146,131', '  ']","['42,025', '  ']","['10,768', '  ']","['6,373', 'i ']","['4,395', '  ']","['5', '  ']","['608', 'i ']","['1,661', '  ']","['6,744', 'i ']","['1,282', 'i ']","['469', '  ']"
9689,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['45,316', '  ']","['35,675', '  ']","['9,642', '  ']","['14,807', '  ']","['13,947', '  ']","['860', '  ']","['30,509', '  ']","['21,728', '  ']","['8,782', '  ']","['2,887', '  ']","['1,093', '  ']","['1,794', 'i ']","['5', '  ']","['131', '  ']","['570', '  ']","['1,531', '  ']","['525', 'i ']","['125', '  ']"
9689,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['65', 'i ']","['52', '  ']","['13', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['65', '  ']","['51', '  ']","['13', 'i ']","['11', 'i ']","['2', '  ']","['8', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']","['7', '  ']","['4', 'i ']","['0', '  ']"
9689,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['45,251', '  ']","['35,623', '  ']","['9,628', '  ']","['14,807', '  ']","['13,946', '  ']","['860', '  ']","['30,445', '  ']","['21,676', '  ']","['8,768', '  ']","['2,877', '  ']","['1,091', '  ']","['1,786', 'i ']","['5', '  ']","['131', '  ']","['570', '  ']","['1,525', '  ']","['521', 'i ']","['125', '  ']"
9689,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['80,950', '  ']","['66,192', '  ']","['14,758', '  ']","['34', 'i ']","['34', 'i ']","['*', 'i ']","['80,916', '  ']","['66,158', '  ']","['14,758', '  ']","['239', 'i ']","['79', 'i ']","['161', 'i ']","['0', '  ']","['*', '  ']","['26', 'i ']","['173', 'i ']","['*', '  ']","['40', 'i ']"
9689,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['29,931', '  ']","['14,584', '  ']","['15,347', '  ']","['3,600', '  ']","['2,799', '  ']","['801', '  ']","['26,331', '  ']","['11,785', '  ']","['14,546', '  ']","['3,821', '  ']","['1,563', '  ']","['2,259', '  ']","['0', '  ']","['75', '  ']","['543', '  ']","['2,750', '  ']","['223', '  ']","['230', '  ']"
9689,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['62,703', '  ']","['57,389', '  ']","['5,314', '  ']","['12,303', '  ']","['10,928', '  ']","['1,375', '  ']","['50,400', '  ']","['46,461', '  ']","['3,939', '  ']","['3,820', 'i ']","['3,639', 'i ']","['181', 'i ']","['*', 'i ']","['402', 'i ']","['521', 'i ']","['2,290', 'i ']","['533', 'i ']","['74', 'i ']"
9689,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['33,398', '  ']","['21,938', '  ']","['11,460', '  ']","['3,424', '  ']","['1,739', '  ']","['1,685', '  ']","['29,975', '  ']","['20,199', '  ']","['9,776', '  ']","['3,491', '  ']","['2,295', '  ']","['1,197', 'i ']","['0', '  ']","['10', 'i ']","['104', 'i ']","['3,256', '  ']","['16', 'i ']","['105', '  ']"
9689,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['15,082', 'i ']","['14,677', 'i ']","['405', 'i ']","['55 - 14,674', '  ']","['55 - 14,674', '  ']","['0', '  ']","['409 - 15,027', 'i ']","['4 - 14,622', 'i ']","['405', 'i ']","['243', '  ']","['121', '  ']","['121', 'i ']","['0', '  ']","['4', '  ']","['3', '  ']","['172', '  ']","['58', '  ']","['5', '  ']"
9689,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['4 - 14,623', '  ']","['4 - 14,622', '  ']","['*', '  ']","['0 - 14,618', '  ']","['0 - 14,618', '  ']","['0', '  ']","['4 - 14,623', '  ']","['4 - 14,622', '  ']","['*', '  ']","['4 - 11', '  ']","['4 - 11', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['5', '  ']","['0', '  ']","['0 - 6', '  ']"
9689,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['460 - 15,078', 'i ']","['55 - 14,674', 'i ']","['405', 'i ']","['56', 'i ']","['56', 'i ']","['0', '  ']","['404 - 15,023', 'i ']","['0 - 14,618', 'i ']","['405', 'i ']","['231 - 239', '  ']","['110 - 118', '  ']","['121', 'i ']","['0', '  ']","['4', '  ']","['3', '  ']","['167', '  ']","['58', '  ']","['0 - 6', 'i ']"
9689,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['27,606', '  ']","['19,189', '  ']","['8,417', '  ']","['4,119', '  ']","['3,627', '  ']","['492', '  ']","['23,487', '  ']","['15,562', '  ']","['7,925', '  ']","['5,028', '  ']","['3,434', '  ']","['1,594', 'i ']","['324', 'r ']","['592', '  ']","['1,797', '  ']","['1,676', 'i ']","['345', '  ']","['295', '  ']"
9689,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,938', '  ']","['1,696', '  ']","['242', '  ']","['227', '  ']","['197', '  ']","['29', '  ']","['1,711', '  ']","['1,498', '  ']","['213', '  ']","['249', '  ']","['195', '  ']","['54', '  ']","['0', '  ']","['24', '  ']","['158', '  ']","['34', 'r ']","['26', '  ']","['8', '  ']"
9689,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,077', '  ']","['10,013', '  ']","['5,064', '  ']","['2,036', '  ']","['1,808', '  ']","['228', '  ']","['13,041', '  ']","['8,205', '  ']","['4,837', 'r ']","['2,367', '  ']","['1,398', '  ']","['969', 'i ']","['0', '  ']","['82', '  ']","['922', '  ']","['1,171', 'i ']","['65', '  ']","['126', '  ']"
9689,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['4,652', '  ']","['3,385', '  ']","['1,267', '  ']","['718', 'i ']","['641', 'i ']","['76', '  ']","['3,934', '  ']","['2,744', '  ']","['1,190', '  ']","['1,467', '  ']","['1,324', '  ']","['143', 'i ']","['24', '  ']","['435', '  ']","['669', '  ']","['147', '  ']","['57', 'i ']","['135', '  ']"
9689,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['41', 'i ']","['39', 'i ']","['3', '  ']","['3', '  ']","['3', '  ']","['0', '  ']","['38', 'i ']","['35', 'i ']","['3', '  ']","['18', '  ']","['15', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['15', '  ']","['2', '  ']","['*', 'i ']","['*', 'i ']"
9689,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['2,364', '  ']","['1,485', '  ']","['879', '  ']","['298', '  ']","['222', '  ']","['76', '  ']","['2,066', '  ']","['1,263', '  ']","['803', '  ']","['535', '  ']","['522', '  ']","['13', '  ']","['4', '  ']","['211', '  ']","['175', '  ']","['68', '  ']","['12', '  ']","['66', '  ']"
9689,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['2,228', 'i ']","['1,849', 'i ']","['378', '  ']","['416', 'i ']","['416', 'i ']","['*', 'i ']","['1,811', '  ']","['1,433', '  ']","['378', '  ']","['904', '  ']","['783', '  ']","['121', 'i ']","['20', '  ']","['224', '  ']","['476', '  ']","['73', 'i ']","['45', 'i ']","['66', 'i ']"
9689,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['19', '  ']","['12', '  ']","['7', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['19', '  ']","['12', '  ']","['7', '  ']","['10', '  ']","['4', '  ']","['7', '  ']","['0', '  ']","['*', '  ']","['4', '  ']","['4', '  ']","['0', '  ']","['3', '  ']"
9689,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,939', '  ']","['4,095', '  ']","['1,844', '  ']","['1,139', '  ']","['980', '  ']","['158', '  ']","['4,800', '  ']","['3,115', '  ']","['1,685', '  ']","['945', 'i ']","['517', 'i ']","['428', '  ']","['300', 'r ']","['51', '  ']","['48', '  ']","['325', '  ']","['196', '  ']","['26', '  ']"
9689,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['3,146', '  ']","['2,557', '  ']","['589', '  ']","['123', '  ']","['123', '  ']","['*', '  ']","['3,022', '  ']","['2,433', '  ']","['589', '  ']","['345 - 436', 'i ']","['191 - 414', 'i ']","['21 - 154', 'i ']","['0', '  ']","['28', 'i ']","['205', 'i ']","['95', 'i ']","['*', 'i ']","['15 - 109', 'i ']"
9689,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,373 - 83,375', '  ']","['0 - 82,001', '  ']","['1,374', '  ']","['0 - 19,383', '  ']","['0 - 19,383', '  ']","['0 - 282', '  ']","['1,091 - 78,612', '  ']","['0 - 77,520', '  ']","['1,091 - 1,375', '  ']","['914 - 1,215', '  ']","['858 - 1,159', '  ']","['56', 'i ']","['0', '  ']","['2', 'i ']","['0 - 408', 'i ']","['279 - 1,213', '  ']","['0 - 209', '  ']","['0 - 467', 'i ']"
9689,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['981,447', '  ']","['852,787', '  ']","['128,661', '  ']","['188,184', '  ']","['170,158', '  ']","['18,026', '  ']","['793,263', '  ']","['682,629', '  ']","['110,634', '  ']","['52,844', '  ']","['39,084', '  ']","['13,760', '  ']","['584', 'i ']","['5,220', '  ']","['19,665', '  ']","['16,247', 'i ']","['5,711', '  ']","['5,417', 'i ']"
9689,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9689,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,652', '  ']","['4,227', 'r ']","['425', '  ']","['254', '  ']","['115', '  ']","['139', 'r ']","['4,398', '  ']","['4,112', 'r ']","['286', 'i ']","['474', '  ']","['293', 'i ']","['181', '  ']","['7', 'i ']","['33', 'i ']","['207', 'i ']","['121', '  ']","['71', '  ']","['35', 'i ']"
9689,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7,549', '  ']","['6,603', '  ']","['946', 'i ']","['587', '  ']","['549', '  ']","['38', 'i ']","['6,962', '  ']","['6,053', '  ']","['908', 'i ']","['1,719', '  ']","['1,336', '  ']","['382', 'i ']","['211', 'r ']","['205', '  ']","['700', '  ']","['247', 'i ']","['154', 'i ']","['202', '  ']"
9689,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9689,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['8,101', '  ']","['6,787', '  ']","['1,313', '  ']","['393', '  ']","['318', '  ']","['75', '  ']","['7,708', '  ']","['6,470', '  ']","['1,238', '  ']","['1,733', '  ']","['1,382', '  ']","['351', '  ']","['13', 'i ']","['322', '  ']","['816', '  ']","['302', '  ']","['63', '  ']","['217', '  ']"
9689,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['22,986', '  ']","['17,657', '  ']","['5,330', '  ']","['1,679', '  ']","['1,556', '  ']","['124', '  ']","['21,307', '  ']","['16,101', '  ']","['5,206', '  ']","['3,102', '  ']","['1,616', '  ']","['1,486', '  ']","['34', 'i ']","['260', '  ']","['983', '  ']","['1,004', 'i ']","['586', '  ']","['236', '  ']"
9689,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9689,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['21,847', '  ']","['14,503', '  ']","['7,344', 'i ']","['3,319', '  ']","['2,979', '  ']","['339', '  ']","['18,528', '  ']","['11,524', '  ']","['7,004', 'i ']","['2,835', '  ']","['1,733', '  ']","['1,102', 'i ']","['31', 'i ']","['309', '  ']","['805', '  ']","['985', '  ']","['373', '  ']","['331', '  ']"
9689,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['25,146', '  ']","['19,504', '  ']","['5,641', '  ']","['2,758', '  ']","['1,993', '  ']","['765', '  ']","['22,388', '  ']","['17,511', '  ']","['4,877', '  ']","['3,012', '  ']","['2,187', '  ']","['825', '  ']","['49', 'i ']","['320', '  ']","['1,099', '  ']","['1,113', '  ']","['162', '  ']","['269', '  ']"
9689,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['117,595', '  ']","['95,995', '  ']","['21,600', '  ']","['22,793', '  ']","['19,277', '  ']","['3,515', '  ']","['94,802', '  ']","['76,717', '  ']","['18,085', '  ']","['8,427', '  ']","['5,789', '  ']","['2,638', '  ']","['79', '  ']","['983', '  ']","['2,893', '  ']","['2,707', '  ']","['797', '  ']","['967', '  ']"
9689,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['110,249', '  ']","['97,823', '  ']","['12,426', '  ']","['19,370', '  ']","['17,511', '  ']","['1,859', '  ']","['90,879', '  ']","['80,312', '  ']","['10,567', '  ']","['5,864', '  ']","['4,469', '  ']","['1,395', '  ']","['22', '  ']","['297', '  ']","['2,046', '  ']","['2,716', '  ']","['154', '  ']","['628', '  ']"
9689,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['193,815', '  ']","['168,896', '  ']","['24,919', '  ']","['41,897', '  ']","['35,053', '  ']","['6,844', '  ']","['151,918', '  ']","['133,843', '  ']","['18,075', '  ']","['7,891', '  ']","['6,757', '  ']","['1,135', 'i ']","['64', 'i ']","['818', '  ']","['4,108', '  ']","['1,371', '  ']","['566', '  ']","['963', 'i ']"
9689,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['469,508', '  ']","['420,792', '  ']","['48,716', '  ']","['95,134', '  ']","['90,806', '  ']","['4,328', '  ']","['374,373', '  ']","['329,985', '  ']","['44,388', '  ']","['17,787', 'i ']","['13,520', 'i ']","['4,266', 'i ']","['74', 'i ']","['1,672', 'i ']","['6,008', 'i ']","['5,682', 'i ']","['2,784', '  ']","['1,567', 'i ']"
