table_id,row_id,time_period,major_occupation_n2ocprmg_n2ocmlst_level_1,major_occupation_n2ocprmg_n2ocmlst_level_2,major_occupation_n2ocprmg_n2ocmlst_hierarchy_depth,value
6859,r107_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,75
6859,r107_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Social services and related occupations
6859,r107_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,750400
6859,r107_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Clergy and other religious workers
6859,r108_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,750700
6859,r108_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Counselors, educational, vocational, mental health, and substance abuse"
6859,r109_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,752400
6859,r109_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Social workers
6859,r110_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,76
6859,r110_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Sales and marketing occupations
6859,r110_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,762000
6859,r110_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Insurance, securities, real estate, and business services"
6859,r111_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,762010
6859,r111_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Sales occupations, commodities, except retail"
6859,r112_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,762020
6859,r112_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Sales occupations, retail"
6859,r113_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,762030
6859,r113_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other marketing and sales occupations
6859,r114_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,77
6859,r114_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,"Art, humanities, and related occupations"
6859,r114_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,770100
6859,r114_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Writers, editors, public relations specialists, artists, entertainers, and broadcasters"
6859,r115_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,772330
6859,r115_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Historians
6859,r116_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,78
6859,r116_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Other non-S&E occupations
6859,r116_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,780310
6859,r116_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Accounting clerks and bookkeepers
6859,r117_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,780320
6859,r117_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Secretaries, receptionists, and typists"
6859,r118_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,780330
6859,r118_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other administrative occupations
6859,r119_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,781100
6859,r119_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Farmers, foresters, and fishermen"
6859,r120_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,781200
6859,r120_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Lawyers and judges
6859,r121_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,781300
6859,r121_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Librarians, archivists, and curators"
6859,r122_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,782210
6859,r122_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Food preparation and service occupations
6859,r123_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,782220
6859,r123_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Protective services
6859,r124_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,782230
6859,r124_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Other service occupations, except health"
6859,r125_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,783000
6859,r125_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other teachers and instructors
6859,r126_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,784010
6859,r126_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Construction and extraction occupations
6859,r127_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,784020
6859,r127_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Installation, maintenance, and repair occupations"
6859,r128_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,784030
6859,r128_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Precision/ production occupations
6859,r129_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,784050
6859,r129_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Transportation and material moving occupations
6859,r130_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,785000
6859,r130_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other occupations
