table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_intramural_performersa,field_extramural_performersb_total,field_extramural_performersb_academic_institutions,field_extramural_performersb_companies_and_individualsc,field_extramural_performersb_otherd
5216,r163,United States<sup>e</sup> -> Kentucky -> Public Service Commission,United States<sup>e</sup>,Kentucky,Public Service Commission,3,21000,0,21000,0,0,21000
5216,r164,United States<sup>e</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>e</sup>,Kentucky,Soybean Promotion Board,3,658864,0,658864,658864,0,0
5216,r165,United States<sup>e</sup> -> Kentucky -> Transportation Cabinet,United States<sup>e</sup>,Kentucky,Transportation Cabinet,3,7234936,0,7234936,7234936,0,0
5216,r166,United States<sup>e</sup> -> Louisiana,United States<sup>e</sup>,Louisiana,,2,32360516,11101353,21259163,18797267,2249822,212074
5216,r167,United States<sup>e</sup> -> Louisiana -> Board of Regents,United States<sup>e</sup>,Louisiana,Board of Regents,3,12728300,0,12728300,12728300,0,0
5216,r168,United States<sup>e</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>e</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3436344,475534,2960810,566596,2249822,144392
5216,r169,"United States<sup>e</sup> -> Louisiana -> Education, Department of",United States<sup>e</sup>,Louisiana,"Education, Department of",3,394664,326982,67682,0,0,67682
5216,r170,"United States<sup>e</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>e</sup>,Louisiana,"Transportation and Development, Department of ",3,9200000,4500000,4700000,4700000,0,0
5216,r171,"United States<sup>e</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>e</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,6601208,5798837,802371,802371,0,0
5216,r172,United States<sup>e</sup> -> Maine,United States<sup>e</sup>,Maine,,2,29035990,4038999,24996991,693082,15476463,8827446
5216,r173,"United States<sup>e</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>e</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1511473,565473,946000,0,946000,0
5216,r174,"United States<sup>e</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>e</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1080841,763201,317640,317640,0,0
5216,r175,"United States<sup>e</sup> -> Maine -> Marine Resources, Department of",United States<sup>e</sup>,Maine,"Marine Resources, Department of",3,2458575,2348325,110250,0,110250,0
5216,r176,United States<sup>e</sup> -> Maine -> Technology Institute,United States<sup>e</sup>,Maine,Technology Institute,3,23161101,0,23161101,265442,14068213,8827446
5216,r177,"United States<sup>e</sup> -> Maine -> Transportation, Department of ",United States<sup>e</sup>,Maine,"Transportation, Department of ",3,824000,362000,462000,110000,352000,0
5216,r178,United States<sup>e</sup> -> Maryland,United States<sup>e</sup>,Maryland,,2,33407022,659436,32747586,29720355,2000399,1026832
5216,r179,"United States<sup>e</sup> -> Maryland -> Education, Department of",United States<sup>e</sup>,Maryland,"Education, Department of",3,1160456,0,1160456,1160456,0,0
5216,r180,United States<sup>e</sup> -> Maryland -> Energy Administration,United States<sup>e</sup>,Maryland,Energy Administration,3,1026832,0,1026832,0,0,1026832
5216,r181,"United States<sup>e</sup> -> Maryland -> Health and Mental Hygiene, Department of",United States<sup>e</sup>,Maryland,"Health and Mental Hygiene, Department of",3,15000000,0,15000000,15000000,0,0
5216,r182,"United States<sup>e</sup> -> Maryland -> Natural Resources, Department of",United States<sup>e</sup>,Maryland,"Natural Resources, Department of",3,607906,79183,528723,528723,0,0
5216,r183,United States<sup>e</sup> -> Maryland -> Technology Development Corporation,United States<sup>e</sup>,Maryland,Technology Development Corporation,3,10964344,0,10964344,9466432,1497912,0
5216,r184,"United States<sup>e</sup> -> Maryland -> Transportation, Department of",United States<sup>e</sup>,Maryland,"Transportation, Department of",3,4647484,580253,4067231,3564744,502487,0
5216,r185,United States<sup>e</sup> -> Massachusetts,United States<sup>e</sup>,Massachusetts,,2,31700411,9681990,22018421,12797171,7736552,1484698
5216,r186,United States<sup>e</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>e</sup>,Massachusetts,Clean Energy Technology Center,3,4008011,0,4008011,739388,3168623,100000
5216,r187,"United States<sup>e</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>e</sup>,Massachusetts,"Environmental Protection, Department of ",3,309872,248990,60882,26308,29876,4698
5216,r188,"United States<sup>e</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>e</sup>,Massachusetts,"Fish and Game, Department of ",3,9493000,9333000,160000,160000,0,0
5216,r189,United States<sup>e</sup> -> Massachusetts -> Gaming Commission,United States<sup>e</sup>,Massachusetts,Gaming Commission,3,2670000,0,2670000,2370000,0,300000
5216,r190,United States<sup>e</sup> -> Massachusetts -> Life Sciences Center,United States<sup>e</sup>,Massachusetts,Life Sciences Center,3,1030299,0,1030299,0,1030299,0
5216,r191,United States<sup>e</sup> -> Massachusetts -> Massventures,United States<sup>e</sup>,Massachusetts,Massventures,3,3100000,0,3100000,0,3100000,0
5216,r192,"United States<sup>e</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>e</sup>,Massachusetts,"Mental Health, Department of",3,1800000,0,1800000,1800000,0,0
5216,r193,"United States<sup>e</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>e</sup>,Massachusetts,"Public Health, Department of ",3,1849229,0,1849229,1426475,407754,15000
5216,r194,United States<sup>e</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>e</sup>,Massachusetts,Technology Park Corporation ,3,3175000,0,3175000,3175000,0,0
5216,r195,"United States<sup>e</sup> -> Massachusetts -> Transportation, Department of",United States<sup>e</sup>,Massachusetts,"Transportation, Department of",3,4065000,0,4065000,3000000,0,1065000
5216,r196,United States<sup>e</sup> -> Massachusetts -> Water Resources Authority,United States<sup>e</sup>,Massachusetts,Water Resources Authority,3,200000,100000,100000,100000,0,0
5216,r197,United States<sup>e</sup> -> Michigan,United States<sup>e</sup>,Michigan,,2,11191816,527096,10664720,5687599,1125114,3852007
5216,r198,"United States<sup>e</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>e</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3316092,0,3316092,2333765,100240,882087
5216,r199,"United States<sup>e</sup> -> Michigan -> Environmental, Great Lakes and Energy, Department of",United States<sup>e</sup>,Michigan,"Environmental, Great Lakes and Energy, Department of",3,1265405,527096,738309,298622,305699,133988
5216,r200,"United States<sup>e</sup> -> Michigan -> Transportation, Department of",United States<sup>e</sup>,Michigan,"Transportation, Department of",3,6610319,0,6610319,3055212,719175,2835932
5216,r201,United States<sup>e</sup> -> Minnesota,United States<sup>e</sup>,Minnesota,,2,20511698,2583398,17928300,11890847,3160956,2876497
5216,r202,"United States<sup>e</sup> -> Minnesota -> Agriculture, Department of",United States<sup>e</sup>,Minnesota,"Agriculture, Department of",3,6203140,886703,5316437,4589991,171515,554931
5216,r203,United States<sup>e</sup> -> Minnesota -> Forest Resources Council,United States<sup>e</sup>,Minnesota,Forest Resources Council,3,150000,100000,50000,50000,0,0
5216,r204,"United States<sup>e</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>e</sup>,Minnesota,"Natural Resources, Department of",3,1941631,1591195,350436,340342,10094,0
5216,r205,United States<sup>e</sup> -> Minnesota -> Pollution Control Agency,United States<sup>e</sup>,Minnesota,Pollution Control Agency,3,25981,0,25981,0,24381,1600
5216,r206,"United States<sup>e</sup> -> Minnesota -> Transportation, Department of",United States<sup>e</sup>,Minnesota,"Transportation, Department of",3,12190946,5500,12185446,6910514,2954966,2319966
5216,r207,United States<sup>e</sup> -> Mississippi,United States<sup>e</sup>,Mississippi,,2,10268396,1236050,9032346,4803101,832974,3396271
5216,r208,"United States<sup>e</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>e</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,180501,0,180501,180501,0,0
5216,r209,"United States<sup>e</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>e</sup>,Mississippi,"Environmental Quality, Department of",3,1804582,110635,1693947,1693947,0,0
5216,r210,United States<sup>e</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>e</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1100424,0,1100424,913282,125965,61177
5216,r211,"United States<sup>e</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>e</sup>,Mississippi,"Marine Resources, Department of",3,1060182,304290,755892,755892,0,0
5216,r212,"United States<sup>e</sup> -> Mississippi -> Transportation, Department of",United States<sup>e</sup>,Mississippi,"Transportation, Department of",3,4417666,3071,4414595,458660,700341,3255594
5216,r213,"United States<sup>e</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>e</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,1705041,818054,886987,800819,6668,79500
5216,r214,United States<sup>e</sup> -> Missouri,United States<sup>e</sup>,Missouri,,2,14826364,8112983,6713381,5121461,1331474,260446
5216,r215,"United States<sup>e</sup> -> Missouri -> Agriculture, Department of",United States<sup>e</sup>,Missouri,"Agriculture, Department of",3,95763,0,95763,95763,0,0
5216,r216,"United States<sup>e</sup> -> Missouri -> Conservation, Department of",United States<sup>e</sup>,Missouri,"Conservation, Department of",3,10860153,8068161,2791992,2538303,253689,0
5216,r217,"United States<sup>e</sup> -> Missouri -> Health and Senior Services, Department of",United States<sup>e</sup>,Missouri,"Health and Senior Services, Department of",3,29761,29761,0,0,0,0
5216,r218,"United States<sup>e</sup> -> Missouri -> Mental Health, Department of",United States<sup>e</sup>,Missouri,"Mental Health, Department of",3,121250,0,121250,121250,0,0
5216,r219,"United States<sup>e</sup> -> Missouri -> Natural Resources, Department of",United States<sup>e</sup>,Missouri,"Natural Resources, Department of",3,743537,15061,728476,468030,0,260446
5216,r220,United States<sup>e</sup> -> Missouri -> Technology Corporation,United States<sup>e</sup>,Missouri,Technology Corporation,3,582296,0,582296,19796,562500,0
5216,r221,"United States<sup>e</sup> -> Missouri -> Transportation, Department of",United States<sup>e</sup>,Missouri,"Transportation, Department of",3,1557401,0,1557401,1042116,515285,0
5216,r222,United States<sup>e</sup> -> Missouri -> Wine and Grape Board,United States<sup>e</sup>,Missouri,Wine and Grape Board,3,836203,0,836203,836203,0,0
5216,r223,United States<sup>e</sup> -> Montana,United States<sup>e</sup>,Montana,,2,13131022,6104413,7026609,5798378,300381,927850
5216,r224,"United States<sup>e</sup> -> Montana -> Agriculture, Department of",United States<sup>e</sup>,Montana,"Agriculture, Department of",3,3566938,0,3566938,3566938,0,0
5216,r225,"United States<sup>e</sup> -> Montana -> Environmental Quality, Department of",United States<sup>e</sup>,Montana,"Environmental Quality, Department of",3,92296,92296,0,0,0,0
5216,r226,"United States<sup>e</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>e</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,7640799,5916231,1724568,1724568,0,0
5216,r227,"United States<sup>e</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>e</sup>,Montana,"Natural Resources and Conservation, Department of",3,20000,0,20000,20000,0,0
5216,r228,"United States<sup>e</sup> -> Montana -> Transportation, Department of",United States<sup>e</sup>,Montana,"Transportation, Department of",3,1810989,95886,1715103,486872,300381,927850
5216,r229,United States<sup>e</sup> -> Nebraska,United States<sup>e</sup>,Nebraska,,2,32423818,2342783,30081035,27924739,1287704,868592
5216,r230,"United States<sup>e</sup> -> Nebraska -> Agriculture, Department of",United States<sup>e</sup>,Nebraska,"Agriculture, Department of",3,645372,0,645372,579990,172,65210
5216,r231,United States<sup>e</sup> -> Nebraska -> Corn Board,United States<sup>e</sup>,Nebraska,Corn Board,3,803068,0,803068,653068,0,150000
5216,r232,United States<sup>e</sup> -> Nebraska -> Dairy Industry Development Board,United States<sup>e</sup>,Nebraska,Dairy Industry Development Board,3,87654,0,87654,87654,0,0
5216,r233,United States<sup>e</sup> -> Nebraska -> Dry Bean Commission,United States<sup>e</sup>,Nebraska,Dry Bean Commission,3,290954,0,290954,290954,0,0
5216,r234,"United States<sup>e</sup> -> Nebraska -> Economic Development, Department of",United States<sup>e</sup>,Nebraska,"Economic Development, Department of",3,2184835,0,2184835,1004221,1180614,0
5216,r235,United States<sup>e</sup> -> Nebraska -> Game and Parks Commission,United States<sup>e</sup>,Nebraska,Game and Parks Commission,3,5798854,2332795,3466059,3466059,0,0
5216,r236,United States<sup>e</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>e</sup>,Nebraska,Grain Sorghum Board,3,3672,0,3672,0,0,3672
5216,r237,"United States<sup>e</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>e</sup>,Nebraska,"Health and Human Services, Department of",3,19453501,0,19453501,19453501,0,0
5216,r238,"United States<sup>e</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>e</sup>,Nebraska,"Natural Resources, Department of",3,958089,9988,948101,201180,106918,640003
5216,r239,"United States<sup>e</sup> -> Nebraska -> Transportation, Department of",United States<sup>e</sup>,Nebraska,"Transportation, Department of",3,1909404,0,1909404,1899697,0,9707
5216,r240,United States<sup>e</sup> -> Nebraska -> Wheat Board,United States<sup>e</sup>,Nebraska,Wheat Board,3,288415,0,288415,288415,0,0
5216,r241,United States<sup>e</sup> -> Nevada,United States<sup>e</sup>,Nevada,,2,4764898,188146,4576752,3484810,163044,928898
5216,r242,"United States<sup>e</sup> -> Nevada -> Agriculture, Department of",United States<sup>e</sup>,Nevada,"Agriculture, Department of",3,188146,188146,0,0,0,0
5216,r243,"United States<sup>e</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>e</sup>,Nevada,"Economic Development, Governor's office of",3,3055388,0,3055388,2857037,0,198351
5216,r244,"United States<sup>e</sup> -> Nevada -> Transportation, Department of",United States<sup>e</sup>,Nevada,"Transportation, Department of",3,1521364,0,1521364,627773,163044,730547
5216,r245,United States<sup>e</sup> -> New Hampshire,United States<sup>e</sup>,New Hampshire,,2,8221518,49309,8172209,604163,7042440,525606
5216,r246,"United States<sup>e</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>e</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,146743,0,146743,113278,0,33465
5216,r247,"United States<sup>e</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>e</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7275000,0,7275000,275000,7000000,0
5216,r248,"United States<sup>e</sup> -> New Hampshire -> Transportation, Department of",United States<sup>e</sup>,New Hampshire,"Transportation, Department of",3,799775,49309,750466,215885,42440,492141
5216,r249,United States<sup>e</sup> -> New Jersey,United States<sup>e</sup>,New Jersey,,2,23754925,2624342,21130583,18717366,1393217,1020000
5216,r250,"United States<sup>e</sup> -> New Jersey -> Children and Families, Department of",United States<sup>e</sup>,New Jersey,"Children and Families, Department of",3,237423,181115,56308,0,36308,20000
5216,r251,"United States<sup>e</sup> -> New Jersey -> Corrections, Department of",United States<sup>e</sup>,New Jersey,"Corrections, Department of",3,305895,305895,0,0,0,0
5216,r252,"United States<sup>e</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>e</sup>,New Jersey,"Environmental Protection, Department of",3,2608000,1802000,806000,759718,46282,0
5216,r253,"United States<sup>e</sup> -> New Jersey -> Health, Department of",United States<sup>e</sup>,New Jersey,"Health, Department of",3,940186,0,940186,718407,221779,0
5216,r254,United States<sup>e</sup> -> New Jersey -> Pinelands Commission,United States<sup>e</sup>,New Jersey,Pinelands Commission,3,537794,335332,202462,0,202462,0
5216,r255,"United States<sup>e</sup> -> New Jersey -> Research Initiatives, Office of",United States<sup>e</sup>,New Jersey,"Research Initiatives, Office of",3,13000000,0,13000000,12600000,400000,0
5216,r256,"United States<sup>e</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>e</sup>,New Jersey,"Secretary of Higher Education, Office of",3,3000000,0,3000000,2000000,0,1000000
5216,r257,"United States<sup>e</sup> -> New Jersey -> Transit, New Jersey",United States<sup>e</sup>,New Jersey,"Transit, New Jersey",3,511533,0,511533,511533,0,0
5216,r258,"United States<sup>e</sup> -> New Jersey -> Transportation, Department of",United States<sup>e</sup>,New Jersey,"Transportation, Department of",3,2614094,0,2614094,2127708,486386,0
5216,r259,United States<sup>e</sup> -> New Mexico,United States<sup>e</sup>,New Mexico,,2,5227599,2594660,2632939,1891660,741279,0
5216,r260,"United States<sup>e</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>e</sup>,New Mexico,"Cultural Affairs, Department of",3,103000,103000,0,0,0,0
5216,r261,"United States<sup>e</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>e</sup>,New Mexico,"Game and Fish, Department of",3,1000000,500000,500000,500000,0,0
5216,r262,"United States<sup>e</sup> -> New Mexico -> Transportation, Department of",United States<sup>e</sup>,New Mexico,"Transportation, Department of",3,3383320,1991660,1391660,1391660,0,0
5216,r263,United States<sup>e</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>e</sup>,New Mexico,Western State Air Resources Council,3,741279,0,741279,0,741279,0
5216,r264,United States<sup>e</sup> -> New York,United States<sup>e</sup>,New York,,2,453807331,278751443,175055888,136921163,14666556,23468169
5216,r265,"United States<sup>e</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>e</sup>,New York,"Agriculture and Markets, Department of ",3,6587196,2290000,4297196,2262503,0,2034693
5216,r266,"United States<sup>e</sup> -> New York -> Economic Development, Department of",United States<sup>e</sup>,New York,"Economic Development, Department of",3,34942880,0,34942880,34942880,0,0
5216,r267,United States<sup>e</sup> -> New York -> Energy Research and Development Authority,United States<sup>e</sup>,New York,Energy Research and Development Authority,3,63800898,8152894,55648004,37535475,9207898,8904631
5216,r268,"United States<sup>e</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>e</sup>,New York,"Environmental Conservation, Department of ",3,11066820,4490190,6576630,6503573,0,73057
5216,r269,"United States<sup>e</sup> -> New York -> Health, Department of ",United States<sup>e</sup>,New York,"Health, Department of ",3,74723334,32566879,42156455,32425710,3849924,5880821
5216,r270,"United States<sup>e</sup> -> New York -> Mental Health, Office of ",United States<sup>e</sup>,New York,"Mental Health, Office of ",3,166944173,144972379,21971794,20299132,0,1672662
5216,r271,"United States<sup>e</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>e</sup>,New York,"People with Developmental Disabilities, Office of",3,2136105,2136105,0,0,0,0
5216,r272,United States<sup>e</sup> -> New York -> Power Authority,United States<sup>e</sup>,New York,Power Authority,3,11111406,5915635,5195771,293466,0,4902305
5216,r273,United States<sup>e</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>e</sup>,New York,Roswell Park Comprehensive Cancer Center,3,66297074,66297074,0,0,0,0
5216,r274,United States<sup>e</sup> -> New York -> State Museum,United States<sup>e</sup>,New York,State Museum,3,10578496,10089582,488914,488914,0,0
5216,r275,United States<sup>e</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>e</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,234030,0,234030,234030,0,0
5216,r276,"United States<sup>e</sup> -> New York -> Transportation, Department of ",United States<sup>e</sup>,New York,"Transportation, Department of ",3,5384919,1840705,3544214,1935480,1608734,0
5216,r277,United States<sup>e</sup> -> North Carolina,United States<sup>e</sup>,North Carolina,,2,35892185,17813294,18078891,16274791,591263,1212837
5216,r278,"United States<sup>e</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>e</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,13922911,1500000,1300000,200000,0
5216,r279,United States<sup>e</sup> -> North Carolina -> Biotechnology Center,United States<sup>e</sup>,North Carolina,Biotechnology Center,3,3810296,0,3810296,3810296,0,0
5216,r280,"United States<sup>e</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>e</sup>,North Carolina,"Environmental Quality, Department of",3,3621969,1421353,2200616,1846853,353763,0
5216,r281,"United States<sup>e</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>e</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2903776,1690939,1212837,0,0,1212837
5216,r282,"United States<sup>e</sup> -> North Carolina -> Transportation, Department of",United States<sup>e</sup>,North Carolina,"Transportation, Department of",3,10033233,778091,9255142,9255142,0,0
5216,r283,United States<sup>e</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>e</sup>,North Carolina,Wine and Grape Growers Council,3,100000,0,100000,62500,37500,0
5216,r284,United States<sup>e</sup> -> North Dakota,United States<sup>e</sup>,North Dakota,,2,18065251,346342,17718909,9635162,7041396,1042351
5216,r285,"United States<sup>e</sup> -> North Dakota -> Agriculture, Department of",United States<sup>e</sup>,North Dakota,"Agriculture, Department of",3,817049,0,817049,375977,441072,0
5216,r286,United States<sup>e</sup> -> North Dakota -> Dairy Promotion Commission,United States<sup>e</sup>,North Dakota,Dairy Promotion Commission,3,16000,0,16000,0,0,16000
5216,r287,United States<sup>e</sup> -> North Dakota -> Dry Pea and Lentil Council,United States<sup>e</sup>,North Dakota,Dry Pea and Lentil Council,3,80683,0,80683,80683,0,0
5216,r288,United States<sup>e</sup> -> North Dakota -> Game and Fish Department,United States<sup>e</sup>,North Dakota,Game and Fish Department,3,789902,0,789902,740580,49322,0
5216,r289,United States<sup>e</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>e</sup>,North Dakota,Historical Society of North Dakota,3,223743,223743,0,0,0,0
5216,r290,United States<sup>e</sup> -> North Dakota -> Industrial Commission,United States<sup>e</sup>,North Dakota,Industrial Commission,3,10111495,0,10111495,5975554,4062383,73558
5216,r291,United States<sup>e</sup> -> North Dakota -> Soybean Council,United States<sup>e</sup>,North Dakota,Soybean Council,3,1163242,0,1163242,1134313,28929,0
5216,r292,"United States<sup>e</sup> -> North Dakota -> Transportation, Department of",United States<sup>e</sup>,North Dakota,"Transportation, Department of",3,3635470,122599,3512871,200388,2459690,852793
5216,r293,United States<sup>e</sup> -> North Dakota -> Wheat Commission,United States<sup>e</sup>,North Dakota,Wheat Commission,3,1227667,0,1227667,1127667,0,100000
5216,r294,United States<sup>e</sup> -> Ohio,United States<sup>e</sup>,Ohio,,2,76169661,2005523,74164138,13019832,59204085,1940221
5216,r295,United States<sup>e</sup> -> Ohio -> Development Services Agency,United States<sup>e</sup>,Ohio,Development Services Agency,3,63372408,0,63372408,6272704,57099704,0
5216,r296,"United States<sup>e</sup> -> Ohio -> Education, Department of",United States<sup>e</sup>,Ohio,"Education, Department of",3,460000,0,460000,340000,0,120000
5216,r297,United States<sup>e</sup> -> Ohio -> Environmental Protection Agency,United States<sup>e</sup>,Ohio,Environmental Protection Agency,3,53352,53352,0,0,0,0
5216,r298,"United States<sup>e</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>e</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,1500000,0,1500000,1000000,500000,0
5216,r299,"United States<sup>e</sup> -> Ohio -> Natural Resources, Department of",United States<sup>e</sup>,Ohio,"Natural Resources, Department of",3,3583207,1952171,1631036,1464046,0,166990
5216,r300,United States<sup>e</sup> -> Ohio -> Rail Development Commission,United States<sup>e</sup>,Ohio,Rail Development Commission,3,220000,0,220000,0,220000,0
5216,r301,"United States<sup>e</sup> -> Ohio -> Transportation, Department of",United States<sup>e</sup>,Ohio,"Transportation, Department of",3,6029317,0,6029317,3450523,1384381,1194413
5216,r302,United States<sup>e</sup> -> Ohio -> Water Development Authority,United States<sup>e</sup>,Ohio,Water Development Authority,3,951377,0,951377,492559,0,458818
5216,r303,United States<sup>e</sup> -> Oklahoma,United States<sup>e</sup>,Oklahoma,,2,30050338,2015986,28034352,23164214,4725430,144708
5216,r304,"United States<sup>e</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>e</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8704830,0,8704830,4036259,4525430,143141
5216,r305,"United States<sup>e</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>e</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,454578,0,454578,454578,0,0
5216,r306,United States<sup>e</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>e</sup>,Oklahoma,Grand River Dam Authority,3,550000,140000,410000,210000,200000,0
5216,r307,"United States<sup>e</sup> -> Oklahoma -> Health, Department of",United States<sup>e</sup>,Oklahoma,"Health, Department of",3,544357,527041,17316,17316,0,0
5216,r308,"United States<sup>e</sup> -> Oklahoma -> Human Services, Department of",United States<sup>e</sup>,Oklahoma,"Human Services, Department of",3,457147,457147,0,0,0,0
5216,r309,United States<sup>e</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>e</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,12300000,0,12300000,12300000,0,0
5216,r310,"United States<sup>e</sup> -> Oklahoma -> Transportation, Department of",United States<sup>e</sup>,Oklahoma,"Transportation, Department of",3,5817457,844589,4972868,4971301,0,1567
5216,r311,"United States<sup>e</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>e</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1221969,47209,1174760,1174760,0,0
5216,r312,United States<sup>e</sup> -> Oregon,United States<sup>e</sup>,Oregon,,2,30486113,15852036,14634077,8242868,5432004,959205
5216,r313,"United States<sup>e</sup> -> Oregon -> Agriculture, Department of",United States<sup>e</sup>,Oregon,"Agriculture, Department of",3,206521,0,206521,206521,0,0
5216,r314,United States<sup>e</sup> -> Oregon -> Business Oregon,United States<sup>e</sup>,Oregon,Business Oregon,3,9190000,0,9190000,4400000,4790000,0
5216,r315,"United States<sup>e</sup> -> Oregon -> Education, Department of",United States<sup>e</sup>,Oregon,"Education, Department of",3,639639,639639,0,0,0,0
5216,r316,"United States<sup>e</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>e</sup>,Oregon,"Environmental Quality, Department of",3,433500,433500,0,0,0,0
5216,r317,"United States<sup>e</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>e</sup>,Oregon,"Fish and Wildlife, Department of",3,12424618,11265588,1159030,1128807,0,30223
5216,r318,"United States<sup>e</sup> -> Oregon -> Forestry, Department of",United States<sup>e</sup>,Oregon,"Forestry, Department of",3,694549,449480,245069,213569,31500,0
5216,r319,"United States<sup>e</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>e</sup>,Oregon,"Geology and Mineral Industries, Department of",3,496117,496117,0,0,0,0
5216,r320,"United States<sup>e</sup> -> Oregon -> Human Services, Department of",United States<sup>e</sup>,Oregon,"Human Services, Department of",3,1488479,1488479,0,0,0,0
5216,r321,"United States<sup>e</sup> -> Oregon -> Transportation, Department of",United States<sup>e</sup>,Oregon,"Transportation, Department of",3,2460479,81545,2378934,2293971,14613,70350
5216,r322,United States<sup>e</sup> -> Oregon -> Water Resources Department,United States<sup>e</sup>,Oregon,Water Resources Department,3,1583355,987464,595891,0,595891,0
5216,r323,United States<sup>e</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>e</sup>,Oregon,Watershed Enhancement Board,3,868856,10224,858632,0,0,858632
5216,r324,United States<sup>e</sup> -> Pennsylvania,United States<sup>e</sup>,Pennsylvania,,2,103098941,7874722,95224219,49572795,10787775,34863649
5216,r325,"United States<sup>e</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>e</sup>,Pennsylvania,"Agriculture, Department of",3,3877434,0,3877434,2622317,0,1255117
