table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributed
6593,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['124', '']","['0', '']","['0', '']","['0', '']","['0 - 12', '']","['5', '']","['0 - 28', '']","['10', '']","['0 - 28', '']","['10', '']","['0', '']","['0 - 28', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0 - 28', '']","['0', '']","['19', '']","['*', '']","['0', '']","['0', '']","['*', 'i']"
6593,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['5,891', '']","['53', '']","['31', '']","['1', '']","['64', '']","['57', '']","['148', '']","['347', '']","['0 - 41', '']","['1,530', '']","['1', 'i']","['44', '']","['0 - 13', '']","['20', '']","['0 - 205', '']","['0 - 40', '']","['0 - 205', 'i']","['0 - 82', 'i']","['34', '']","['403', '']","['15', '']","['24', '']","['3', '']","['8', 'i']"
6593,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['6,087', '']","['3', '']","['37 - 74', '']","['0 - 37', '']","['0 - 12', '']","['1', '']","['36 - 303', '']","['126', '']","['0 - 41', '']","['245', '']","['0 - 8', '']","['80 - 222', '']","['0 - 13', '']","['2', '']","['32 - 239', '']","['0 - 40', '']","['78 - 521', '']","['0 - 82', '']","['1', '']","['456', '']","['1', '']","['0 - 9', '']","['0 - 9', '']","['0 - 29', 'i']"
6593,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,175', '']","['0 - 5', '']","['0 - 138', '']","['4', '']","['0 - 17', '']","['22', '']","['23', 'i']","['21', '']","['9', 'i']","['320', '']","['0', '']","['0 - 176', '']","['0 - 13', '']","['0 - 14', 'i']","['63', '']","['0 - 162', '']","['0 - 19', '']","['0 - 82', 'i']","['0 - 24', '']","['0 - 176', '']","['0 - 107', '']","['0 - 40', 'i']","['0 - 10', 'i']","['0 - 59', 'i']"
6593,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['104', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0 - 20', '']","['*', '']","['0 - 94', '']","['*', '']","['*', '']","['*', '']","['0 - 94', '']","['*', '']","['*', '']","['3', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0', '']"
6593,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['101', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0 - 20', '']","['*', '']","['0 - 94', '']","['*', '']","['*', '']","['*', '']","['0 - 94', '']","['*', '']","['*', '']","['3', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0', '']"
6593,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['14,790', '']","['160', 'i']","['152', 'i']","['25', 'i']","['91', '']","['813', 'i']","['210', 'i']","['774', '']","['21', 'i']","['1,347', '']","['1', 'i']","['665', 'i']","['14', 'i']","['24', 'i']","['239', 'i']","['129', 'i']","['266', 'i']","['18', 'i']","['32', 'i']","['554', '']","['12', 'i']","['89', 'i']","['8', 'i']","['1,313 - 1,338', 'i']"
6593,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['37', '']","['0', '']","['*', '']","['*', 'i']","['*', '']","['0', '']","['*', 'i']","['1', 'i']","['*', '']","['17', '']","['*', '']","['*', '']","['0', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['2', '']","['*', 'i']","['*', '']","['3', 'i']"
6593,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['5,370', '']","['48', 'i']","['32', '']","['*', '']","['23', '']","['767', 'i']","['45', '']","['347', '']","['*', 'i']","['994', '']","['0', '']","['70', '']","['3', '']","['2', 'i']","['71', 'i']","['6', '']","['194', 'i']","['1', '']","['13', '']","['463', '']","['3', '']","['9', '']","['3', '']","['118 - 146', 'i']"
6593,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['9,006', 'i']","['111', 'i']","['109', 'i']","['23', 'i']","['68', 'i']","['46', 'i']","['158', 'i']","['403', '']","['21', 'i']","['267', 'i']","['1', 'i']","['595', 'i']","['11', 'i']","['21', 'i']","['167', 'i']","['120', 'i']","['56', 'i']","['17', 'i']","['19', 'i']","['74', 'i']","['7', 'i']","['80', 'i']","['5', 'i']","['1,190', 'i']"
6593,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['2,793', '']","['22', '']","['24', '']","['7', '']","['30', '']","['12', '']","['67', '']","['195', '']","['6', '']","['103', '']","['0', '']","['145', '']","['2', '']","['11', '']","['15', '']","['39', '']","['14', '']","['3', '']","['4', '']","['24', '']","['0', '']","['5', '']","['0', '']","['*', 'i']"
6593,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['6,205', 'i']","['89', 'i']","['85', 'i']","['15', 'i']","['38', 'i']","['26 - 35', 'i']","['92', 'i']","['208', 'i']","['15', 'i']","['163', 'i']","['1', 'i']","['449', 'i']","['9', 'i']","['11', 'i']","['152', 'i']","['81', 'i']","['42', 'i']","['14', 'i']","['15', 'i']","['49', 'i']","['7', 'i']","['74', 'i']","['5', 'i']","['1,181 - 1,191', 'i']"
6593,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 7', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0 - 8', 'i']"
6593,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['376', '']","['1', '']","['12', '']","['2', '']","['0', '']","['*', '']","['6', '']","['23', '']","['0', '']","['70', '']","['0', '']","['*', '']","['0', '']","['*', '']","['1', '']","['3', '']","['16', '']","['0', '']","['1', '']","['18', '']","['*', '']","['0', '']","['0', '']","['1', 'i']"
6593,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 24', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']"
6593,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2 - 4,124', '']","['0 - 5', '']","['0 - 138', '']","['*', '']","['*', '']","['0 - 20', '']","['0 - 238', '']","['0 - 285', '']","['0 - 48', '']","['0 - 462', 'i']","['0', '']","['0 - 468', '']","['0 - 13', '']","['0', '']","['0 - 214', '']","['0 - 162', '']","['0', '']","['0 - 82', '']","['0 - 24', '']","['0 - 182', 'i']","['1', '']","['0', '']","['0', '']","['1', 'i']"
6593,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['104,464', '']","['402', '']","['1,493', '']","['117', '']","['1,022', '']","['2,373', 'i']","['2,032', '']","['8,195', '']","['396', '']","['9,846', '']","['24', '']","['4,090', '']","['838', '']","['274', '']","['2,376', '']","['1,451', '']","['1,775', '']","['380', '']","['780', '']","['5,974', '']","['369', 'i']","['229', 'i']","['143', '']","['3,720', 'i']"
6593,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6593,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['138', '']","['0', '']","['0', '']","['0', '']","['*', '']","['2', '']","['5', '']","['19', '']","['1', '']","['20', '']","['0', '']","['*', '']","['*', '']","['*', 'i']","['*', '']","['11', '']","['1', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']","['10', 'i']"
6593,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['457', '']","['2', '']","['2', '']","['0', '']","['1', '']","['2', '']","['4', '']","['89', '']","['3', '']","['72', '']","['0', '']","['6', '']","['3', '']","['*', '']","['4', '']","['4', '']","['7', '']","['0', '']","['2', '']","['3', '']","['*', '']","['3', '']","['2', '']","['28', 'i']"
6593,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6593,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['737', '']","['3', '']","['3', '']","['2', '']","['2', '']","['1', '']","['11', '']","['64', '']","['*', '']","['107', '']","['0', '']","['3', '']","['*', '']","['2', '']","['6', '']","['*', '']","['19', '']","['0', '']","['4', '']","['47', '']","['11', '']","['*', '']","['0', '']","['12', 'i']"
6593,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,192', '']","['3', '']","['4', '']","['1', '']","['8', '']","['35', '']","['22', '']","['270', '']","['20', '']","['129', '']","['1', '']","['23', '']","['*', '']","['7', '']","['47', '']","['33', '']","['118', '']","['6', '']","['31', '']","['264', '']","['4', '']","['3', '']","['*', '']","['31', 'i']"
6593,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6593,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,709', '']","['11', '']","['25', '']","['1', '']","['81', 'i']","['6', '']","['19', '']","['169', '']","['43', '']","['260', '']","['*', '']","['47', '']","['4', '']","['8', '']","['55', '']","['93', '']","['64', '']","['1', '']","['43', '']","['529', '']","['*', '']","['1', '']","['*', '']","['36', '']"
6593,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,953', '']","['31', '']","['17', '']","['0', '']","['27', '']","['12', '']","['63', '']","['205', '']","['15', '']","['241', '']","['1', 'i']","['86', '']","['5', '']","['11', '']","['48', '']","['20', '']","['57', '']","['11', '']","['37', '']","['182', '']","['6', '']","['1', 'i']","['4', '']","['27', 'i']"
6593,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['16,553', '']","['60', 'i']","['126', '']","['8', '']","['77', '']","['86', '']","['308', '']","['1,428', '']","['70', '']","['2,275', '']","['5', '']","['345', '']","['61', '']","['37', '']","['447', '']","['96', '']","['207', '']","['174', '']","['168', 'i']","['752', '']","['15', '']","['22', '']","['1', '']","['297', 'i']"
6593,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['11,965', '']","['35', 'i']","['149', '']","['14', 'i']","['127', 'i']","['920', 'i']","['136', '']","['691', 'i']","['45', 'i']","['916', 'i']","['*', '']","['675', 'i']","['275', 'i']","['110', '']","['317', '']","['184', 'i']","['185', 'i']","['96', 'i']","['180', '']","['417', '']","['28', '']","['14', '']","['2', '']","['258', 'i']"
6593,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['23,612', '']","['202', '']","['427', '']","['25', '']","['219', '']","['217', '']","['327', '']","['1,476', '']","['39', '']","['1,912', '']","['4', '']","['1,194', '']","['23', '']","['40', '']","['701', 'i']","['306', 'i']","['268', 'i']","['33', '']","['233', '']","['382', 'i']","['80', '']","['108', 'i']","['32', '']","['2,783', 'i']"
6593,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['43,148', '']","['55', '']","['740', '']","['68', '']","['480', '']","['1,093', 'i']","['1,137', '']","['3,784', '']","['159', '']","['3,912', '']","['13', '']","['1,712', '']","['466', '']","['59', '']","['751', '']","['703', '']","['849', '']","['58', '']","['83', '']","['3,395', '']","['224', 'i']","['77', 'i']","['103', '']","['239', 'i']"
