table_id,row_id,enrollment_status_field_and_degree_full_path,enrollment_status_field_and_degree_level_1,enrollment_status_field_and_degree_level_2,enrollment_status_field_and_degree_level_3,enrollment_status_field_and_degree_level_4,enrollment_status_field_and_degree_level_5,enrollment_status_field_and_degree_hierarchy_depth,field_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latinoa,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race,field_temporary_visa_holders
3251,r138,All S&E graduate students -> All S&E master's students -> Engineering -> Biological and biosystems engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Biological and biosystems engineering,Part time           ,5,30,3,0,1,0,0,19,1,1,5
3251,r139,All S&E graduate students -> All S&E master's students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E master's students,Engineering,Chemical engineering,,4,3061,122,2,247,76,1,793,46,79,1695
3251,r140,All S&E graduate students -> All S&E master's students -> Engineering -> Chemical engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Chemical engineering,Full time    ,5,2220,67,1,153,43,0,435,26,44,1451
3251,r141,All S&E graduate students -> All S&E master's students -> Engineering -> Chemical engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Chemical engineering,Part time           ,5,841,55,1,94,33,1,358,20,35,244
3251,r142,All S&E graduate students -> All S&E master's students -> Engineering -> Civil engineering,All S&E graduate students,All S&E master's students,Engineering,Civil engineering,,4,12729,1082,35,888,332,9,4571,233,284,5295
3251,r143,All S&E graduate students -> All S&E master's students -> Engineering -> Civil engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Civil engineering,Full time    ,5,8289,530,20,465,134,5,2463,137,114,4421
3251,r144,All S&E graduate students -> All S&E master's students -> Engineering -> Civil engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Civil engineering,Part time           ,5,4440,552,15,423,198,4,2108,96,170,874
3251,r145,"All S&E graduate students -> All S&E master's students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E master's students,Engineering,"Electrical, electronics, and communications engineering",,4,28108,1236,24,1944,585,13,5338,324,606,18038
3251,r146,"All S&E graduate students -> All S&E master's students -> Engineering -> Electrical, electronics, and communications engineering -> Full time    ",All S&E graduate students,All S&E master's students,Engineering,"Electrical, electronics, and communications engineering",Full time    ,5,19341,546,12,1001,231,2,2241,152,244,14912
3251,r147,"All S&E graduate students -> All S&E master's students -> Engineering -> Electrical, electronics, and communications engineering -> Part time           ",All S&E graduate students,All S&E master's students,Engineering,"Electrical, electronics, and communications engineering",Part time           ,5,8767,690,12,943,354,11,3097,172,362,3126
3251,r148,"All S&E graduate students -> All S&E master's students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E master's students,Engineering,"Engineering mechanics, physics, and science",,4,729,28,1,42,22,0,319,15,43,259
3251,r149,"All S&E graduate students -> All S&E master's students -> Engineering -> Engineering mechanics, physics, and science -> Full time    ",All S&E graduate students,All S&E master's students,Engineering,"Engineering mechanics, physics, and science",Full time    ,5,472,17,0,29,13,0,172,9,8,224
3251,r150,"All S&E graduate students -> All S&E master's students -> Engineering -> Engineering mechanics, physics, and science -> Part time           ",All S&E graduate students,All S&E master's students,Engineering,"Engineering mechanics, physics, and science",Part time           ,5,257,11,1,13,9,0,147,6,35,35
3251,r151,All S&E graduate students -> All S&E master's students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E master's students,Engineering,Industrial and manufacturing engineering,,4,12389,731,14,880,438,5,3590,148,404,6179
3251,r152,All S&E graduate students -> All S&E master's students -> Engineering -> Industrial and manufacturing engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Industrial and manufacturing engineering,Full time    ,5,6492,241,5,264,136,3,949,38,103,4753
3251,r153,All S&E graduate students -> All S&E master's students -> Engineering -> Industrial and manufacturing engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Industrial and manufacturing engineering,Part time           ,5,5897,490,9,616,302,2,2641,110,301,1426
3251,r154,All S&E graduate students -> All S&E master's students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E master's students,Engineering,Mechanical engineering,,4,15434,959,23,1030,296,5,5543,267,357,6954
3251,r155,All S&E graduate students -> All S&E master's students -> Engineering -> Mechanical engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Mechanical engineering,Full time    ,5,10178,523,15,558,151,2,2798,170,184,5777
3251,r156,All S&E graduate students -> All S&E master's students -> Engineering -> Mechanical engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Mechanical engineering,Part time           ,5,5256,436,8,472,145,3,2745,97,173,1177
3251,r157,All S&E graduate students -> All S&E master's students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E master's students,Engineering,Metallurgical and materials engineering,,4,2079,109,4,139,56,1,693,37,42,998
3251,r158,All S&E graduate students -> All S&E master's students -> Engineering -> Metallurgical and materials engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Metallurgical and materials engineering,Full time    ,5,1539,66,1,89,39,1,408,28,23,884
3251,r159,All S&E graduate students -> All S&E master's students -> Engineering -> Metallurgical and materials engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Metallurgical and materials engineering,Part time           ,5,540,43,3,50,17,0,285,9,19,114
3251,r160,All S&E graduate students -> All S&E master's students -> Engineering -> Mining engineering,All S&E graduate students,All S&E master's students,Engineering,Mining engineering,,4,316,14,5,5,14,1,180,6,6,85
3251,r161,All S&E graduate students -> All S&E master's students -> Engineering -> Mining engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Mining engineering,Full time    ,5,211,10,2,4,10,0,107,5,3,70
3251,r162,All S&E graduate students -> All S&E master's students -> Engineering -> Mining engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Mining engineering,Part time           ,5,105,4,3,1,4,1,73,1,3,15
3251,r163,All S&E graduate students -> All S&E master's students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E master's students,Engineering,Nanotechnology,,4,47,7,0,7,4,0,19,3,1,6
3251,r164,All S&E graduate students -> All S&E master's students -> Engineering -> Nanotechnology -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Nanotechnology,Full time    ,5,32,5,0,4,3,0,13,2,0,5
3251,r165,All S&E graduate students -> All S&E master's students -> Engineering -> Nanotechnology -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Nanotechnology,Part time           ,5,15,2,0,3,1,0,6,1,1,1
3251,r166,All S&E graduate students -> All S&E master's students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E master's students,Engineering,Nuclear engineering,,4,407,35,0,16,7,0,245,7,11,86
3251,r167,All S&E graduate students -> All S&E master's students -> Engineering -> Nuclear engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Nuclear engineering,Full time    ,5,273,26,0,10,5,0,147,6,6,73
3251,r168,All S&E graduate students -> All S&E master's students -> Engineering -> Nuclear engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Nuclear engineering,Part time           ,5,134,9,0,6,2,0,98,1,5,13
3251,r169,All S&E graduate students -> All S&E master's students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E master's students,Engineering,Petroleum engineering,,4,754,40,1,36,13,0,166,12,16,470
3251,r170,All S&E graduate students -> All S&E master's students -> Engineering -> Petroleum engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Petroleum engineering,Full time    ,5,477,10,1,20,7,0,63,7,6,363
3251,r171,All S&E graduate students -> All S&E master's students -> Engineering -> Petroleum engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Petroleum engineering,Part time           ,5,277,30,0,16,6,0,103,5,10,107
3251,r172,All S&E graduate students -> All S&E master's students -> Engineering -> Engineering nec,All S&E graduate students,All S&E master's students,Engineering,Engineering nec,,4,9016,484,16,618,558,6,4048,183,255,2848
3251,r173,All S&E graduate students -> All S&E master's students -> Engineering -> Engineering nec -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Engineering nec,Full time    ,5,3871,152,3,220,157,2,992,65,60,2220
3251,r174,All S&E graduate students -> All S&E master's students -> Engineering -> Engineering nec -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Engineering nec,Part time           ,5,5145,332,13,398,401,4,3056,118,195,628
3251,r175,All S&E graduate students -> All S&E doctoral students,All S&E graduate students,All S&E doctoral students,,,,2,261165,15194,651,15597,8701,211,102108,5372,7351,105980
3251,r176,All S&E graduate students -> All S&E doctoral students -> Full time    ,All S&E graduate students,All S&E doctoral students,Full time    ,,,3,231297,13283,538,13903,7034,175,88101,4783,6107,97373
3251,r177,All S&E graduate students -> All S&E doctoral students -> Part time           ,All S&E graduate students,All S&E doctoral students,Part time           ,,,3,29868,1911,113,1694,1667,36,14007,589,1244,8607
3251,r178,All S&E graduate students -> All S&E doctoral students -> Science,All S&E graduate students,All S&E doctoral students,Science,,,3,190928,12691,580,11492,7284,181,83654,4431,5915,64700
3251,r179,All S&E graduate students -> All S&E doctoral students -> Science -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Full time    ,,4,170004,11168,487,10385,5929,149,72838,3971,4990,60087
3251,r180,All S&E graduate students -> All S&E doctoral students -> Science -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Part time           ,,4,20924,1523,93,1107,1355,32,10816,460,925,4613
3251,r181,All S&E graduate students -> All S&E doctoral students -> Science -> Agricultural sciences,All S&E graduate students,All S&E doctoral students,Science,Agricultural sciences,,4,3880,144,12,101,106,3,1559,51,59,1845
3251,r182,All S&E graduate students -> All S&E doctoral students -> Science -> Agricultural sciences -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Agricultural sciences,Full time    ,5,3273,114,11,79,75,3,1226,40,46,1679
3251,r183,All S&E graduate students -> All S&E doctoral students -> Science -> Agricultural sciences -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Agricultural sciences,Part time           ,5,607,30,1,22,31,0,333,11,13,166
3251,r184,All S&E graduate students -> All S&E doctoral students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E doctoral students,Science,Biological and biomedical sciences,,4,52627,4123,157,4497,2096,69,25467,1357,1672,13189
3251,r185,All S&E graduate students -> All S&E doctoral students -> Science -> Biological and biomedical sciences -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Biological and biomedical sciences,Full time    ,5,49254,3928,144,4251,1948,66,23605,1264,1529,12519
3251,r186,All S&E graduate students -> All S&E doctoral students -> Science -> Biological and biomedical sciences -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Biological and biomedical sciences,Part time           ,5,3373,195,13,246,148,3,1862,93,143,670
3251,r187,All S&E graduate students -> All S&E doctoral students -> Science -> Computer and information sciences,All S&E graduate students,All S&E doctoral students,Science,Computer and information sciences,,4,16127,374,12,902,388,12,3629,218,415,10177
3251,r188,All S&E graduate students -> All S&E doctoral students -> Science -> Computer and information sciences -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Computer and information sciences,Full time    ,5,13596,292,9,706,242,10,2717,168,296,9156
3251,r189,All S&E graduate students -> All S&E doctoral students -> Science -> Computer and information sciences -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Computer and information sciences,Part time           ,5,2531,82,3,196,146,2,912,50,119,1021
3251,r190,"All S&E graduate students -> All S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,6704,377,21,218,100,0,3426,183,230,2149
3251,r191,"All S&E graduate students -> All S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Full time    ",All S&E graduate students,All S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Full time    ,5,5950,330,17,196,83,0,2973,169,196,1986
3251,r192,"All S&E graduate students -> All S&E doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Part time           ",All S&E graduate students,All S&E doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Part time           ,5,754,47,4,22,17,0,453,14,34,163
3251,r193,All S&E graduate students -> All S&E doctoral students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E doctoral students,Science,Mathematics and statistics,,4,13388,520,14,763,215,3,4557,232,363,6721
3251,r194,All S&E graduate students -> All S&E doctoral students -> Science -> Mathematics and statistics -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Mathematics and statistics,Full time    ,5,12248,470,13,689,168,3,4026,217,315,6347
3251,r195,All S&E graduate students -> All S&E doctoral students -> Science -> Mathematics and statistics -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Mathematics and statistics,Part time           ,5,1140,50,1,74,47,0,531,15,48,374
3251,r196,All S&E graduate students -> All S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,,4,2924,184,9,192,155,5,1433,66,98,782
3251,r197,All S&E graduate students -> All S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,Full time    ,5,2388,156,7,151,116,4,1114,56,77,707
3251,r198,All S&E graduate students -> All S&E doctoral students -> Science -> Multidisciplinary and interdisciplinary studies -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Multidisciplinary and interdisciplinary studies,Part time           ,5,536,28,2,41,39,1,319,10,21,75
3251,r199,All S&E graduate students -> All S&E doctoral students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E doctoral students,Science,Natural resources and conservation,,4,3716,231,24,120,145,1,1947,94,196,958
3251,r200,All S&E graduate students -> All S&E doctoral students -> Science -> Natural resources and conservation -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Natural resources and conservation,Full time    ,5,2962,191,17,92,121,1,1492,81,111,856
3251,r201,All S&E graduate students -> All S&E doctoral students -> Science -> Natural resources and conservation -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Natural resources and conservation,Part time           ,5,754,40,7,28,24,0,455,13,85,102
3251,r202,All S&E graduate students -> All S&E doctoral students -> Science -> Physical sciences,All S&E graduate students,All S&E doctoral students,Science,Physical sciences,,4,36000,1928,54,1899,680,13,15134,692,888,14712
3251,r203,All S&E graduate students -> All S&E doctoral students -> Science -> Physical sciences -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Physical sciences,Full time    ,5,33756,1830,50,1810,608,11,14064,655,810,13918
3251,r204,All S&E graduate students -> All S&E doctoral students -> Science -> Physical sciences -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Physical sciences,Part time           ,5,2244,98,4,89,72,2,1070,37,78,794
3251,r205,All S&E graduate students -> All S&E doctoral students -> Science -> Psychology,All S&E graduate students,All S&E doctoral students,Science,Psychology,,4,20303,2514,99,1206,1442,33,11666,730,766,1847
3251,r206,All S&E graduate students -> All S&E doctoral students -> Science -> Psychology -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Psychology,Full time    ,5,16538,1919,76,1034,1104,22,9503,632,593,1655
3251,r207,All S&E graduate students -> All S&E doctoral students -> Science -> Psychology -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Psychology,Part time           ,5,3765,595,23,172,338,11,2163,98,173,192
3251,r208,All S&E graduate students -> All S&E doctoral students -> Science -> Social sciences,All S&E graduate students,All S&E doctoral students,Science,Social sciences,,4,35259,2296,178,1594,1957,42,14836,808,1228,12320
3251,r209,All S&E graduate students -> All S&E doctoral students -> Science -> Social sciences -> Full time    ,All S&E graduate students,All S&E doctoral students,Science,Social sciences,Full time    ,5,30039,1938,143,1377,1464,29,12118,689,1017,11264
3251,r210,All S&E graduate students -> All S&E doctoral students -> Science -> Social sciences -> Part time           ,All S&E graduate students,All S&E doctoral students,Science,Social sciences,Part time           ,5,5220,358,35,217,493,13,2718,119,211,1056
3251,r211,All S&E graduate students -> All S&E doctoral students -> Engineering,All S&E graduate students,All S&E doctoral students,Engineering,,,3,70237,2503,71,4105,1417,30,18454,941,1436,41280
3251,r212,All S&E graduate students -> All S&E doctoral students -> Engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Full time    ,,4,61293,2115,51,3518,1105,26,15263,812,1117,37286
3251,r213,All S&E graduate students -> All S&E doctoral students -> Engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Part time           ,,4,8944,388,20,587,312,4,3191,129,319,3994
3251,r214,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,2506,109,7,140,35,0,975,53,54,1133
3251,r215,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Full time    ",All S&E graduate students,All S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Full time    ,5,2173,92,5,115,28,0,824,47,46,1016
3251,r216,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Part time           ",All S&E graduate students,All S&E doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Part time           ,5,333,17,2,25,7,0,151,6,8,117
3251,r217,All S&E graduate students -> All S&E doctoral students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E doctoral students,Engineering,Agricultural engineering,,4,661,19,1,28,18,1,155,14,9,416
3251,r218,All S&E graduate students -> All S&E doctoral students -> Engineering -> Agricultural engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Agricultural engineering,Full time    ,5,572,16,1,21,16,1,128,11,7,371
3251,r219,All S&E graduate students -> All S&E doctoral students -> Engineering -> Agricultural engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Agricultural engineering,Part time           ,5,89,3,0,7,2,0,27,3,2,45
3251,r220,All S&E graduate students -> All S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Bioengineering and biomedical engineering,,4,7278,480,8,961,226,11,2876,195,226,2295
3251,r221,All S&E graduate students -> All S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Bioengineering and biomedical engineering,Full time    ,5,6564,445,6,882,196,10,2581,174,181,2089
3251,r222,All S&E graduate students -> All S&E doctoral students -> Engineering -> Bioengineering and biomedical engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Bioengineering and biomedical engineering,Part time           ,5,714,35,2,79,30,1,295,21,45,206
3251,r223,All S&E graduate students -> All S&E doctoral students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E doctoral students,Engineering,Biological and biosystems engineering,,4,203,6,0,3,3,1,66,4,4,116
3251,r224,All S&E graduate students -> All S&E doctoral students -> Engineering -> Biological and biosystems engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Biological and biosystems engineering,Full time    ,5,149,5,0,1,2,1,48,4,0,88
3251,r225,All S&E graduate students -> All S&E doctoral students -> Engineering -> Biological and biosystems engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Biological and biosystems engineering,Part time           ,5,54,1,0,2,1,0,18,0,4,28
3251,r226,All S&E graduate students -> All S&E doctoral students -> Engineering -> Chemical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Chemical engineering,,4,6950,241,8,512,127,2,2247,109,132,3572
3251,r227,All S&E graduate students -> All S&E doctoral students -> Engineering -> Chemical engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Chemical engineering,Full time    ,5,6583,227,8,487,120,2,2091,107,124,3417
3251,r228,All S&E graduate students -> All S&E doctoral students -> Engineering -> Chemical engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Chemical engineering,Part time           ,5,367,14,0,25,7,0,156,2,8,155
3251,r229,All S&E graduate students -> All S&E doctoral students -> Engineering -> Civil engineering,All S&E graduate students,All S&E doctoral students,Engineering,Civil engineering,,4,7732,267,7,233,138,4,1612,81,140,5250
3251,r230,All S&E graduate students -> All S&E doctoral students -> Engineering -> Civil engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Civil engineering,Full time    ,5,6573,219,4,189,101,3,1243,67,113,4634
3251,r231,All S&E graduate students -> All S&E doctoral students -> Engineering -> Civil engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Civil engineering,Part time           ,5,1159,48,3,44,37,1,369,14,27,616
3251,r232,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,All S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",,4,18119,387,6,942,295,0,3041,132,309,13007
3251,r233,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering -> Full time    ",All S&E graduate students,All S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",Full time    ,5,15473,292,2,740,204,0,2325,109,237,11564
3251,r234,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Electrical, electronics, and communications engineering -> Part time           ",All S&E graduate students,All S&E doctoral students,Engineering,"Electrical, electronics, and communications engineering",Part time           ,5,2646,95,4,202,91,0,716,23,72,1443
3251,r235,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,All S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",,4,1428,44,3,100,27,1,408,20,24,801
3251,r236,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science -> Full time    ",All S&E graduate students,All S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",Full time    ,5,1296,39,2,98,23,1,344,19,23,747
3251,r237,"All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering mechanics, physics, and science -> Part time           ",All S&E graduate students,All S&E doctoral students,Engineering,"Engineering mechanics, physics, and science",Part time           ,5,132,5,1,2,4,0,64,1,1,54
3251,r238,All S&E graduate students -> All S&E doctoral students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,All S&E doctoral students,Engineering,Industrial and manufacturing engineering,,4,3598,83,4,148,120,3,722,25,90,2403
3251,r239,All S&E graduate students -> All S&E doctoral students -> Engineering -> Industrial and manufacturing engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Industrial and manufacturing engineering,Full time    ,5,2901,47,1,101,71,2,443,14,52,2170
3251,r240,All S&E graduate students -> All S&E doctoral students -> Engineering -> Industrial and manufacturing engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Industrial and manufacturing engineering,Part time           ,5,697,36,3,47,49,1,279,11,38,233
3251,r241,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mechanical engineering,All S&E graduate students,All S&E doctoral students,Engineering,Mechanical engineering,,4,11159,416,14,526,186,1,2979,145,233,6659
3251,r242,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mechanical engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Mechanical engineering,Full time    ,5,9898,364,11,453,159,1,2472,121,180,6137
3251,r243,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mechanical engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Mechanical engineering,Part time           ,5,1261,52,3,73,27,0,507,24,53,522
3251,r244,All S&E graduate students -> All S&E doctoral students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,All S&E doctoral students,Engineering,Metallurgical and materials engineering,,4,4610,226,7,282,87,2,1481,83,57,2385
3251,r245,All S&E graduate students -> All S&E doctoral students -> Engineering -> Metallurgical and materials engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Metallurgical and materials engineering,Full time    ,5,4284,213,7,258,78,2,1358,78,51,2239
3251,r246,All S&E graduate students -> All S&E doctoral students -> Engineering -> Metallurgical and materials engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Metallurgical and materials engineering,Part time           ,5,326,13,0,24,9,0,123,5,6,146
3251,r247,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mining engineering,All S&E graduate students,All S&E doctoral students,Engineering,Mining engineering,,4,211,7,0,3,3,0,87,3,2,106
3251,r248,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mining engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Mining engineering,Full time    ,5,170,5,0,2,3,0,58,3,1,98
3251,r249,All S&E graduate students -> All S&E doctoral students -> Engineering -> Mining engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Mining engineering,Part time           ,5,41,2,0,1,0,0,29,0,1,8
3251,r250,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nanotechnology,All S&E graduate students,All S&E doctoral students,Engineering,Nanotechnology,,4,71,2,0,5,0,0,26,1,3,34
3251,r251,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nanotechnology -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Nanotechnology,Full time    ,5,71,2,0,5,0,0,26,1,3,34
3251,r252,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nanotechnology -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Nanotechnology,Part time           ,5,0,0,0,0,0,0,0,0,0,0
3251,r253,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nuclear engineering,All S&E graduate students,All S&E doctoral students,Engineering,Nuclear engineering,,4,1046,59,2,37,15,0,525,19,29,360
3251,r254,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nuclear engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Nuclear engineering,Full time    ,5,935,49,1,35,11,0,456,14,24,345
3251,r255,All S&E graduate students -> All S&E doctoral students -> Engineering -> Nuclear engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Nuclear engineering,Part time           ,5,111,10,1,2,4,0,69,5,5,15
3251,r256,All S&E graduate students -> All S&E doctoral students -> Engineering -> Petroleum engineering,All S&E graduate students,All S&E doctoral students,Engineering,Petroleum engineering,,4,649,6,0,13,13,0,56,3,16,542
3251,r257,All S&E graduate students -> All S&E doctoral students -> Engineering -> Petroleum engineering -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Petroleum engineering,Full time    ,5,579,4,0,11,10,0,47,3,12,492
3251,r258,All S&E graduate students -> All S&E doctoral students -> Engineering -> Petroleum engineering -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Petroleum engineering,Part time           ,5,70,2,0,2,3,0,9,0,4,50
3251,r259,All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering nec,All S&E graduate students,All S&E doctoral students,Engineering,Engineering nec,,4,4016,151,4,172,124,4,1198,54,108,2201
3251,r260,All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering nec -> Full time    ,All S&E graduate students,All S&E doctoral students,Engineering,Engineering nec,Full time    ,5,3072,96,3,120,83,3,819,40,63,1845
3251,r261,All S&E graduate students -> All S&E doctoral students -> Engineering -> Engineering nec -> Part time           ,All S&E graduate students,All S&E doctoral students,Engineering,Engineering nec,Part time           ,5,944,55,1,52,41,1,379,14,45,356
