table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_physical_sciences,field_2020_astronomy_and_astrophysics,field_2020_chemistry,field_2020_materials_science,field_2020_physics,field_2020_physical_sciences_nec
5430,r122,All institutions -> U. Toledo,All institutions,U. Toledo,2,121,"['3,446', '']","['4,629', '']","['4,915', '']","['5,136', '']","['532', '']","['1,367', '']","['0', '']","['3,237', '']","['0', '']"
5430,r123,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,122,"['10,217', '']","['10,604', '']","['7,884', '']","['5,010', '']","['0', '']","['750', '']","['0', '']","['4,260', '']","['0', '']"
5430,r124,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,123,"['3,505', '']","['4,241', '']","['4,457', '']","['4,973', '']","['0', '']","['0', '']","['0', '']","['4,973', '']","['0', '']"
5430,r125,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,124,"['4,689', '']","['3,952', '']","['4,304', '']","['4,891', '']","['0', '']","['2,041', '']","['731', '']","['2,119', '']","['0', '']"
5430,r126,All institutions -> U. Georgia,All institutions,U. Georgia,2,125,"['4,681', '']","['4,403', '']","['6,362', '']","['4,815', '']","['395', '']","['3,628', '']","['0', '']","['792', '']","['0', '']"
5430,r127,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,126,"['3,219', '']","['2,579', '']","['3,063', '']","['4,750', '']","['333', '']","['612', '']","['0', '']","['2,373', '']","['1,432', '']"
5430,r128,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,127,"['4,398', '']","['5,116', '']","['4,785', '']","['4,720', '']","['4', '']","['2,148', '']","['0', '']","['2,568', '']","['0', '']"
5430,r129,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,128,"['4,331', '']","['5,225', '']","['4,815', '']","['4,702', '']","['477', '']","['1,534', '']","['60', '']","['2,590', '']","['41', '']"
5430,r130,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,128,"['5,174', '']","['3,733', '']","['4,195', '']","['4,702', '']","['0', '']","['1,685', '']","['0', '']","['3,017', '']","['0', '']"
5430,r131,All institutions -> George Mason U.,All institutions,George Mason U.,2,130,"['3,329', '']","['4,515', '']","['4,738', '']","['4,656', '']","['3,013', '']","['125', '']","['685', '']","['700', '']","['133', '']"
5430,r132,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,131,"['5,873', '']","['5,402', '']","['5,260', '']","['4,601', '']","['0', '']","['1,091', '']","['0', '']","['3,510', '']","['0', '']"
5430,r133,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,132,"['2,154', '']","['2,963', '']","['2,082', '']","['4,591', '']","['0', '']","['1,833', '']","['0', '']","['2,758', '']","['0', '']"
5430,r134,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,133,"['2,929', '']","['3,615', '']","['4,888', '']","['4,523', '']","['69', '']","['2,560', '']","['547', '']","['1,304', '']","['43', '']"
5430,r135,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,134,"['3,749', '']","['4,009', '']","['4,313', '']","['4,452', '']","['0', '']","['2,160', '']","['0', '']","['2,292', '']","['0', '']"
5430,r136,All institutions -> William & Mary,All institutions,William & Mary,2,135,"['4,698', '']","['4,192', '']","['4,249', '']","['4,428', '']","['0', '']","['379', '']","['0', '']","['4,049', '']","['0', '']"
5430,r137,All institutions -> Howard U.,All institutions,Howard U.,2,136,"['3,400', '']","['3,519', '']","['4,548', '']","['4,381', '']","['0', '']","['3,769', '']","['0', '']","['612', '']","['0', '']"
5430,r138,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,137,"['4,782', '']","['4,757', '']","['4,384', '']","['4,257', '']","['0', '']","['3,233', '']","['0', '']","['1,024', '']","['0', '']"
5430,r139,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,138,"['3,802', '']","['4,506', '']","['4,917', '']","['4,255', '']","['0', '']","['3,633', '']","['0', '']","['622', '']","['0', '']"
5430,r140,All institutions -> U. Akron,All institutions,U. Akron,2,139,"['3,480', '']","['3,213', '']","['3,992', '']","['4,238', '']","['0', '']","['4,238', '']","['0', '']","['0', '']","['0', '']"
5430,r141,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,140,"['2,726', '']","['3,838', '']","['4,426', '']","['4,217', '']","['0', '']","['2,780', '']","['222', '']","['1,215', '']","['0', '']"
5430,r142,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,141,"['5,661', '']","['5,774', '']","['4,304', '']","['4,184', '']","['0', '']","['3,033', '']","['0', '']","['1,151', '']","['0', '']"
5430,r143,All institutions -> U. Miami,All institutions,U. Miami,2,142,"['5,159', '']","['4,644', '']","['4,645', '']","['4,172', '']","['0', '']","['1,011', '']","['0', '']","['3,161', '']","['0', '']"
5430,r144,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,143,"['3,806', '']","['4,365', '']","['4,833', '']","['4,133', '']","['0', '']","['2,457', '']","['0', '']","['1,676', '']","['0', '']"
5430,r145,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,144,"['6,856', '']","['6,515', '']","['4,521', '']","['4,073', '']","['263', '']","['2,828', '']","['0', '']","['982', '']","['0', '']"
5430,r146,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,145,"['5,134', '']","['4,842', '']","['4,724', '']","['4,041', '']","['0', '']","['2,005', '']","['0', '']","['2,036', '']","['0', '']"
5430,r147,All institutions -> Utah State U.,All institutions,Utah State U.,2,146,"['2,698', '']","['3,175', '']","['4,133', '']","['3,982', '']","['0', '']","['1,636', '']","['0', '']","['1,661', '']","['685', '']"
5430,r148,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,147,"['4,105', '']","['6,064', '']","['4,929', '']","['3,934', '']","['0', '']","['925', '']","['795', '']","['2,214', '']","['0', '']"
5430,r149,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,148,"['1,588', '']","['2,983', '']","['3,545', '']","['3,917', '']","['0', '']","['3,384', '']","['0', '']","['533', '']","['0', '']"
5430,r150,All institutions -> Kent State U.,All institutions,Kent State U.,2,149,"['3,489', '']","['3,249', '']","['3,062', '']","['3,715', '']","['94', '']","['968', '']","['692', '']","['1,617', '']","['344', '']"
5430,r151,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,150,"['3,317', '']","['3,785', '']","['4,280', '']","['3,713', '']","['0', '']","['1,146', '']","['0', '']","['2,567', '']","['0', '']"
5430,r152,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,151,"['2,071', '']","['3,122', '']","['3,024', '']","['3,552', '']","['0', '']","['2,579', '']","['0', '']","['973', '']","['0', '']"
5430,r153,All institutions -> Ohio U.,All institutions,Ohio U.,2,152,"['2,847', '']","['2,570', '']","['2,605', '']","['3,467', '']","['0', '']","['582', '']","['0', '']","['2,885', '']","['0', '']"
5430,r154,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,153,"['4,907', '']","['2,714', '']","['3,804', '']","['3,427', '']","['0', '']","['2,360', '']","['0', '']","['1,067', '']","['0', '']"
5430,r155,All institutions -> American U.,All institutions,American U.,2,154,"['1,578', '']","['2,506', '']","['2,922', '']","['3,401', '']","['0', '']","['196', '']","['0', '']","['3,205', '']","['0', '']"
5430,r156,All institutions -> U. Denver,All institutions,U. Denver,2,155,"['3,066', '']","['2,985', '']","['2,869', '']","['3,373', '']","['143', '']","['2,435', '']","['0', '']","['795', '']","['0', '']"
5430,r157,All institutions -> Tulane U.,All institutions,Tulane U.,2,156,"['4,373', '']","['3,449', '']","['3,533', '']","['3,343', '']","['0', '']","['1,372', '']","['0', '']","['1,971', '']","['0', '']"
5430,r158,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,157,"['1,630', '']","['2,857', '']","['1,859', '']","['3,335', '']","['0', '']","['818', '']","['234', '']","['2,283', '']","['0', '']"
5430,r159,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,158,"['1,716', '']","['2,490', '']","['2,688', '']","['3,147', '']","['2,190', '']","['324', '']","['122', '']","['352', '']","['159', '']"
5430,r160,All institutions -> Hampton U.,All institutions,Hampton U.,2,159,"['4,615', '']","['4,129', '']","['4,044', '']","['3,142', '']","['0', '']","['0', '']","['0', '']","['3,142', '']","['0', '']"
5430,r161,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,160,"['830', '']","['525', '']","['2,115', '']","['3,018', '']","['0', '']","['922', '']","['0', '']","['2,096', '']","['0', '']"
5430,r162,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,161,"['2,055', '']","['3,166', '']","['3,377', '']","['2,992', '']","['255', '']","['2,297', '']","['0', '']","['440', '']","['0', '']"
5430,r163,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,162,"['4,012', '']","['3,447', '']","['2,729', '']","['2,888', '']","['0', '']","['54', '']","['0', '']","['2,834', '']","['0', '']"
5430,r164,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,163,"['4,151', '']","['3,856', '']","['2,637', '']","['2,882', '']","['0', '']","['2,299', '']","['0', '']","['583', '']","['0', '']"
5430,r165,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,164,"['2,532', '']","['2,320', '']","['2,977', '']","['2,878', '']","['0', '']","['977', '']","['0', '']","['1,901', '']","['0', '']"
5430,r166,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,165,"['2,416', '']","['2,238', '']","['3,135', '']","['2,870', '']","['0', '']","['1,513', '']","['0', '']","['1,357', '']","['0', '']"
5430,r167,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,166,"['2,884', '']","['2,790', '']","['2,499', '']","['2,855', '']","['0', '']","['921', '']","['0', '']","['1,934', '']","['0', '']"
5430,r168,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,167,"['4,376', '']","['3,369', '']","['3,546', '']","['2,853', '']","['0', '']","['1,349', '']","['1,307', '']","['197', '']","['0', '']"
5430,r169,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,168,"['3,642', '']","['3,492', '']","['3,253', '']","['2,734', '']","['0', '']","['296', '']","['289', '']","['2,125', '']","['24', '']"
5430,r170,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,169,"['2,210', '']","['295', '']","['2,933', '']","['2,714', '']","['0', '']","['0', '']","['0', '']","['2,714', '']","['0', '']"
5430,r171,All institutions -> U. Vermont,All institutions,U. Vermont,2,170,"['963', '']","['1,683', '']","['1,925', '']","['2,710', '']","['0', '']","['1,327', '']","['0', '']","['1,383', '']","['0', '']"
5430,r172,All institutions -> Boise State U.,All institutions,Boise State U.,2,171,"['468', '']","['2,909', '']","['2,420', '']","['2,678', '']","['130', '']","['509', '']","['1,945', '']","['94', '']","['0', '']"
5430,r173,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,172,"['2,995', '']","['2,895', '']","['3,019', '']","['2,612', '']","['0', '']","['1,494', '']","['0', '']","['5', '']","['1,113', '']"
5430,r174,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,173,"['2,677', '']","['2,504', '']","['2,269', '']","['2,579', '']","['0', '']","['1,726', '']","['0', '']","['79', '']","['774', '']"
5430,r175,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,174,"['3,254', '']","['3,830', '']","['4,062', '']","['2,502', '']","['174', '']","['2,328', '']","['0', '']","['0', '']","['0', '']"
5430,r176,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,175,"['2,644', '']","['2,431', '']","['2,588', '']","['2,329', '']","['0', '']","['1,107', '']","['0', '']","['1,222', '']","['0', '']"
5430,r177,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,176,"['3,300', '']","['4,459', '']","['3,630', '']","['2,267', '']","['14', '']","['1,111', '']","['4', '']","['1,138', '']","['0', '']"
5430,r178,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,177,"['7,476', '']","['3,554', '']","['3,103', '']","['2,264', '']","['0', '']","['0', '']","['0', '']","['2,264', '']","['0', '']"
5430,r179,All institutions -> Haverford C.,All institutions,Haverford C.,2,178,"['426', '']","['1,047', '']","['1,862', '']","['2,259', '']","['239', '']","['187', '']","['1,784', '']","['49', '']","['0', '']"
5430,r180,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,179,"['1,141', '']","['1,237', '']","['1,745', '']","['2,239', '']","['0', '']","['1,706', '']","['0', '']","['533', '']","['0', '']"
5430,r181,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,180,"['2,055', '']","['1,847', '']","['1,865', '']","['2,215', '']","['560', '']","['1,061', '']","['0', '']","['594', '']","['0', '']"
5430,r182,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,181,"['2,307', '']","['2,364', '']","['2,425', '']","['2,194', '']","['0', '']","['1,293', '']","['0', '']","['901', '']","['0', '']"
5430,r183,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,182,"['2,924', '']","['3,233', '']","['2,157', '']","['2,166', '']","['0', '']","['1,298', '']","['0', '']","['868', '']","['0', '']"
5430,r184,All institutions -> Baylor U.,All institutions,Baylor U.,2,183,"['1,960', '']","['2,006', '']","['2,033', '']","['2,110', '']","['29', '']","['945', '']","['0', '']","['1,136', '']","['0', '']"
5430,r185,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,184,"['1,962', '']","['1,362', '']","['1,268', '']","['2,109', '']","['762', '']","['154', '']","['0', '']","['1,193', '']","['0', '']"
5430,r186,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,185,"['2,476', '']","['1,948', '']","['2,654', '']","['2,096', '']","['0', '']","['903', '']","['0', '']","['1,193', '']","['0', '']"
5430,r187,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,186,"['1,248', '']","['1,702', '']","['2,318', '']","['2,044', '']","['101', '']","['0', '']","['0', '']","['1,943', '']","['0', '']"
5430,r188,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,187,"['1,242', '']","['1,415', '']","['1,765', '']","['2,035', '']","['0', '']","['1,420', '']","['0', '']","['615', '']","['0', '']"
5430,r189,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,188,"['1,907', '']","['2,181', '']","['1,495', '']","['2,021', '']","['0', '']","['1,612', '']","['0', '']","['409', '']","['0', '']"
5430,r190,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,189,"['1,122', '']","['1,004', '']","['2,205', '']","['1,968', '']","['0', '']","['992', '']","['0', '']","['976', '']","['0', '']"
5430,r191,All institutions -> Portland State U.,All institutions,Portland State U.,2,190,"['2,833', '']","['2,189', '']","['2,356', '']","['1,937', '']","['0', '']","['1,467', '']","['126', '']","['344', '']","['0', '']"
5430,r192,All institutions -> U. Maine,All institutions,U. Maine,2,191,"['914', '']","['1,980', '']","['2,654', '']","['1,868', '']","['0', '']","['220', '']","['0', '']","['1,648', '']","['0', '']"
5430,r193,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,192,"['776', '']","['1,320', '']","['1,623', '']","['1,859', '']","['0', '']","['0', '']","['0', '']","['902', '']","['957', '']"
5430,r194,All institutions -> Oakland U.,All institutions,Oakland U.,2,193,"['1,644', '']","['1,510', '']","['1,679', '']","['1,852', '']","['0', '']","['966', '']","['0', '']","['886', '']","['0', '']"
5430,r195,All institutions -> Texas State U.,All institutions,Texas State U.,2,194,"['2,820', '']","['2,675', '']","['2,235', '']","['1,798', '']","['0', '']","['976', '']","['0', '']","['734', '']","['88', '']"
5430,r196,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,195,"['2,868', '']","['2,587', '']","['1,615', '']","['1,683', 'i']","['0', 'i']","['476', 'i']","['0', 'i']","['1,207', 'i']","['0', 'i']"
5430,r197,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,196,"['203', '']","['1,106', '']","['901', '']","['1,667', '']","['0', '']","['61', '']","['0', '']","['841', '']","['765', '']"
5430,r198,All institutions -> Villanova U.,All institutions,Villanova U.,2,197,"['830', '']","['951', '']","['1,141', '']","['1,658', '']","['518', '']","['834', '']","['0', '']","['306', '']","['0', '']"
5430,r199,All institutions -> Chapman U.,All institutions,Chapman U.,2,198,"['1,068', '']","['699', '']","['824', '']","['1,655', '']","['0', '']","['362', '']","['0', '']","['71', '']","['1,222', '']"
5430,r200,All institutions -> Marquette U.,All institutions,Marquette U.,2,199,"['1,244', '']","['1,486', '']","['1,305', '']","['1,649', '']","['0', '']","['1,424', '']","['0', '']","['225', '']","['0', '']"
5430,r201,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,200,"['1,304', '']","['1,348', '']","['1,960', '']","['1,648', '']","['0', '']","['0', '']","['0', '']","['1,648', '']","['0', '']"
5430,r202,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,201,"['2,049', '']","['2,140', '']","['2,006', '']","['1,603', '']","['0', '']","['1,021', '']","['0', '']","['582', '']","['0', '']"
5430,r203,All institutions -> Drexel U.,All institutions,Drexel U.,2,202,"['1,520', '']","['2,362', '']","['1,611', '']","['1,582', '']","['0', '']","['305', '']","['1,277', '']","['0', '']","['0', '']"
5430,r204,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,203,"['1,844', '']","['1,960', '']","['1,784', '']","['1,540', '']","['262', '']","['487', '']","['0', '']","['791', '']","['0', '']"
5430,r205,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,204,"['2,136', '']","['2,740', '']","['1,704', '']","['1,517', '']","['0', '']","['177', '']","['0', '']","['216', '']","['1,124', '']"
5430,r206,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,205,"['2,009', '']","['1,667', '']","['1,741', '']","['1,499', '']","['0', '']","['396', '']","['0', '']","['1,103', '']","['0', '']"
5430,r207,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,206,"['992', '']","['1,260', '']","['1,153', '']","['1,448', '']","['25', '']","['3', '']","['872', '']","['0', '']","['548', '']"
5430,r208,All institutions -> U. Louisville,All institutions,U. Louisville,2,207,"['1,011', '']","['1,034', '']","['1,827', '']","['1,446', '']","['127', '']","['1,012', '']","['192', '']","['57', '']","['58', '']"
5430,r209,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,208,"['1,489', '']","['1,674', '']","['1,444', '']","['1,436', '']","['0', '']","['1,175', '']","['0', '']","['261', '']","['0', '']"
5430,r210,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,209,"['1,425', '']","['960', '']","['1,135', '']","['1,422', '']","['0', '']","['760', '']","['0', '']","['662', '']","['0', '']"
5430,r211,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,210,"['687', '']","['1,388', '']","['673', '']","['1,393', '']","['1,196', '']","['108', '']","['0', '']","['89', '']","['0', '']"
5430,r212,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,211,"['1,363', '']","['1,542', '']","['1,583', '']","['1,384', '']","['0', '']","['691', '']","['0', '']","['693', '']","['0', '']"
5430,r213,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,212,"['981', '']","['1,240', '']","['1,186', '']","['1,374', '']","['0', '']","['919', '']","['0', '']","['455', '']","['0', '']"
5430,r214,All institutions -> Wright State U.,All institutions,Wright State U.,2,213,"['1,921', '']","['1,898', '']","['1,362', '']","['1,369', '']","['0', '']","['221', '']","['0', '']","['1,014', '']","['134', '']"
5430,r215,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,214,"['3,244', '']","['5,882', '']","['3,358', '']","['1,366', '']","['0', '']","['39', '']","['0', '']","['1,327', '']","['0', '']"
5430,r216,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,215,"['1,283', '']","['1,442', '']","['1,928', '']","['1,348', '']","['0', '']","['287', '']","['0', '']","['1,061', '']","['0', '']"
5430,r217,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,216,"['1,477', '']","['1,222', '']","['1,238', '']","['1,331', '']","['0', '']","['741', '']","['0', '']","['590', '']","['0', '']"
5430,r218,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,217,"['2,039', '']","['1,494', '']","['1,253', '']","['1,317', '']","['0', '']","['836', '']","['0', '']","['481', '']","['0', '']"
5430,r219,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,218,"['566', '']","['919', '']","['944', '']","['1,302', '']","['0', '']","['1,235', '']","['0', '']","['67', '']","['0', '']"
5430,r220,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,219,"['560', '']","['701', '']","['728', '']","['1,282', '']","['0', '']","['642', '']","['0', '']","['640', '']","['0', '']"
5430,r221,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,220,"['1,817', '']","['1,250', '']","['1,223', '']","['1,274', 'i']","['3', 'i']","['178', 'i']","['95', 'i']","['998', 'i']","['0', 'i']"
5430,r222,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,221,"['1,878', '']","['1,707', '']","['1,020', '']","['1,270', '']","['0', '']","['934', '']","['0', '']","['243', '']","['93', '']"
5430,r223,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,222,"['311', '']","['198', '']","['1,062', '']","['1,250', '']","['0', '']","['107', '']","['0', '']","['0', '']","['1,143', '']"
5430,r224,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,223,"['0', '']","['1,305', '']","['1,278', '']","['1,243', '']","['0', '']","['7', '']","['0', '']","['0', '']","['1,236', '']"
5430,r225,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,224,"['1,391', '']","['1,615', '']","['1,896', '']","['1,229', '']","['98', '']","['1,131', '']","['0', '']","['0', '']","['0', '']"
5430,r226,All institutions -> Troy U.,All institutions,Troy U.,2,225,"['ne', '']","['ne', '']","['ne', '']","['1,216', '']","['0', '']","['0', '']","['1,216', '']","['0', '']","['0', '']"
5430,r227,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,226,"['2,840', '']","['2,560', '']","['1,750', '']","['1,206', '']","['0', '']","['554', '']","['0', '']","['652', '']","['0', '']"
5430,r228,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,227,"['737', '']","['824', '']","['1,124', '']","['1,202', '']","['0', '']","['265', '']","['0', '']","['937', '']","['0', '']"
5430,r229,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,228,"['842', '']","['767', '']","['1,107', '']","['1,167', '']","['0', '']","['819', '']","['0', '']","['348', '']","['0', '']"
5430,r230,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,229,"['1,036', '']","['1,317', '']","['1,517', '']","['1,163', '']","['0', '']","['114', '']","['0', '']","['1,049', '']","['0', '']"
5430,r231,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,230,"['201', '']","['633', '']","['821', '']","['1,135', '']","['0', '']","['830', '']","['0', '']","['305', '']","['0', '']"
5430,r232,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,231,"['1,327', '']","['1,340', '']","['1,407', '']","['1,102', '']","['103', '']","['273', '']","['0', '']","['726', '']","['0', '']"
5430,r233,All institutions -> U. Memphis,All institutions,U. Memphis,2,232,"['673', '']","['895', '']","['1,039', '']","['1,100', '']","['80', '']","['667', '']","['0', '']","['353', '']","['0', '']"
5430,r234,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,233,"['787', '']","['911', '']","['1,013', '']","['1,072', '']","['0', '']","['783', '']","['0', '']","['289', '']","['0', '']"
5430,r235,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,234,"['988', '']","['1,153', '']","['1,266', '']","['1,058', '']","['0', '']","['1,026', '']","['0', '']","['32', '']","['0', '']"
5430,r236,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,235,"['1,044', '']","['1,094', '']","['1,141', '']","['1,041', '']","['0', '']","['870', '']","['0', '']","['171', '']","['0', '']"
5430,r237,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,236,"['904', '']","['1,133', '']","['897', '']","['1,003', '']","['607', '']","['0', '']","['0', '']","['396', '']","['0', '']"
5430,r238,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,237,"['1,310', '']","['445', '']","['400', '']","['994', '']","['164', '']","['735', '']","['0', '']","['55', '']","['40', '']"
5430,r239,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,238,"['581', '']","['734', '']","['820', '']","['989', '']","['246', '']","['743', '']","['0', '']","['0', '']","['0', '']"
5430,r240,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,239,"['1,552', '']","['1,621', 'i']","['930', '']","['965', 'i']","['174', 'i']","['0', 'i']","['0', 'i']","['182', 'i']","['609', 'i']"
5430,r241,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,240,"['ne', '']","['647', '']","['494', '']","['922', '']","['201', '']","['192', '']","['529', '']","['0', '']","['0', '']"
5430,r242,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,241,"['856', '']","['1,092', '']","['1,042', '']","['914', '']","['0', '']","['426', '']","['0', '']","['488', '']","['0', '']"
5430,r243,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,242,"['373', '']","['434', '']","['851', '']","['912', '']","['0', '']","['756', '']","['0', '']","['0', '']","['156', '']"
5430,r244,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,243,"['0', '']","['0', '']","['0', '']","['908', '']","['0', '']","['159', '']","['0', '']","['749', '']","['0', '']"
5430,r245,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,244,"['1,532', '']","['1,136', '']","['832', '']","['904', '']","['0', '']","['612', '']","['0', '']","['292', '']","['0', '']"
5430,r246,All institutions -> Amherst C.,All institutions,Amherst C.,2,245,"['629', '']","['716', '']","['1,124', '']","['892', '']","['0', '']","['289', '']","['0', '']","['603', '']","['0', '']"
5430,r247,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,246,"['2,303', '']","['2,776', '']","['2,191', '']","['889', '']","['0', '']","['429', '']","['66', '']","['394', '']","['0', '']"
5430,r248,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,247,"['664', '']","['797', '']","['823', '']","['868', '']","['0', '']","['616', '']","['0', '']","['252', '']","['0', '']"
5430,r249,All institutions -> U. Dayton,All institutions,U. Dayton,2,248,"['1,582', '']","['1,304', '']","['1,175', '']","['849', '']","['0', '']","['0', '']","['421', '']","['428', '']","['0', '']"
