table_id,row_id,citizenship_status_and_major_field_of_study_full_path,citizenship_status_and_major_field_of_study_level_1,citizenship_status_and_major_field_of_study_level_2,citizenship_status_and_major_field_of_study_level_3,citizenship_status_and_major_field_of_study_level_4,citizenship_status_and_major_field_of_study_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field__change_2009_18
1742,r113,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Chemical engineering,4,383,359,379,414,409,482,461,401,426,478,24.8
1742,r114,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Civil engineering,4,419,378,373,303,333,339,359,307,427,443,5.7
1742,r115,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Electrical, electronics, and communications engineering",4,1050,1040,1109,1181,1160,1217,1237,1160,1216,1319,25.6
1742,r116,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Industrial and manufacturing engineering,4,175,142,152,140,156,185,161,164,157,196,12.0
1742,r117,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Materials science engineering,4,352,326,350,334,435,419,448,494,428,502,42.6
1742,r118,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Mechanical engineering,4,646,519,568,631,664,686,783,652,742,831,28.6
1742,r119,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Other engineering,4,790,713,842,953,1112,1191,1179,1242,1219,1306,65.3
1742,r120,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,,3,567,478,497,460,515,478,539,561,534,613,8.1
1742,r121,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education administration,4,47,35,41,46,44,39,35,32,51,53,12.8
1742,r122,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education research,4,315,277,294,278,319,265,327,279,308,367,16.5
1742,r123,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teacher education,4,32,19,26,13,17,14,13,13,12,8,-75.0
1742,r124,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teaching fields,4,119,112,96,101,116,134,145,181,132,155,30.3
1742,r125,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Other education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Other education,4,54,35,40,22,19,26,19,56,31,30,-44.4
1742,r126,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,,3,729,667,767,761,779,731,713,712,692,738,1.2
1742,r127,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Foreign languages and literature,4,183,179,180,160,179,142,151,164,159,180,-1.6
1742,r128,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,History,4,131,113,131,136,134,147,131,142,125,112,-14.5
1742,r129,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Letters,4,158,134,157,141,150,140,122,126,122,139,-12.0
1742,r130,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Other humanities and arts,4,257,241,299,324,316,302,309,280,286,307,19.5
1742,r131,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,,3,870,816,786,834,945,905,867,890,940,1030,18.4
1742,r132,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Business management and administration,4,530,499,477,542,600,589,546,553,588,644,21.5
1742,r133,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Communication,4,145,131,132,107,133,137,137,160,122,165,13.8
1742,r134,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Non-S&E fields nec,4,195,186,177,185,212,179,184,177,230,221,13.3
1742,r135,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,0,0,0.0
