table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_performersa_all,field_r_d_performersa_intramural,field_r_d_performersa_extramural,field_r_d_plantb
7701,r177,"United States<sup>c</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>c</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1505860,1306030,199830,0
7701,r178,"United States<sup>c</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>c</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1080841,763201,317640,0
7701,r179,"United States<sup>c</sup> -> Maine -> Marine Resources, Department of",United States<sup>c</sup>,Maine,"Marine Resources, Department of",3,2582000,2466000,116000,0
7701,r180,"United States<sup>c</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>c</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,8048966,5335257,2713709,487798
7701,r181,United States<sup>c</sup> -> Maine -> Technology Institute,United States<sup>c</sup>,Maine,Technology Institute,3,17674796,0,17674796,0
7701,r182,"United States<sup>c</sup> -> Maine -> Transportation, Department of ",United States<sup>c</sup>,Maine,"Transportation, Department of ",3,1500000,500000,1000000,0
7701,r183,United States<sup>c</sup> -> Maryland,United States<sup>c</sup>,Maryland,,2,28212493,878718,27333775,0
7701,r184,"United States<sup>c</sup> -> Maryland -> Health, Department of",United States<sup>c</sup>,Maryland,"Health, Department of",3,13500000,0,13500000,0
7701,r185,"United States<sup>c</sup> -> Maryland -> Natural Resources, Department of",United States<sup>c</sup>,Maryland,"Natural Resources, Department of",3,900754,287741,613013,0
7701,r186,United States<sup>c</sup> -> Maryland -> Technology Development Corporation,United States<sup>c</sup>,Maryland,Technology Development Corporation,3,11600000,0,11600000,0
7701,r187,"United States<sup>c</sup> -> Maryland -> Transportation, Department of",United States<sup>c</sup>,Maryland,"Transportation, Department of",3,2211739,590977,1620762,0
7701,r188,United States<sup>c</sup> -> Massachusetts,United States<sup>c</sup>,Massachusetts,,2,23307621,1208652,22098969,6292368
7701,r189,United States<sup>c</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>c</sup>,Massachusetts,Clean Energy Technology Center,3,5044038,0,5044038,0
7701,r190,"United States<sup>c</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>c</sup>,Massachusetts,"Environmental Protection, Department of ",3,1771575,278302,1493273,0
7701,r191,"United States<sup>c</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>c</sup>,Massachusetts,"Fish and Game, Department of ",3,915233,604975,310258,0
7701,r192,United States<sup>c</sup> -> Massachusetts -> Gaming Commission,United States<sup>c</sup>,Massachusetts,Gaming Commission,3,1480178,81600,1398578,0
7701,r193,United States<sup>c</sup> -> Massachusetts -> Life Sciences Center,United States<sup>c</sup>,Massachusetts,Life Sciences Center,3,556868,0,556868,0
7701,r194,United States<sup>c</sup> -> Massachusetts -> Massventures,United States<sup>c</sup>,Massachusetts,Massventures,3,3942167,0,3942167,0
7701,r195,"United States<sup>c</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>c</sup>,Massachusetts,"Mental Health, Department of",3,2579520,43775,2535745,0
7701,r196,"United States<sup>c</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>c</sup>,Massachusetts,"Public Health, Department of ",3,1674277,0,1674277,0
7701,r197,United States<sup>c</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>c</sup>,Massachusetts,Technology Park Corporation ,3,1176748,0,1176748,6292368
7701,r198,"United States<sup>c</sup> -> Massachusetts -> Transportation, Department of",United States<sup>c</sup>,Massachusetts,"Transportation, Department of",3,3767017,0,3767017,0
7701,r199,United States<sup>c</sup> -> Massachusetts -> Water Resources Authority,United States<sup>c</sup>,Massachusetts,Water Resources Authority,3,400000,200000,200000,0
7701,r200,United States<sup>c</sup> -> Michigan,United States<sup>c</sup>,Michigan,,2,29718391,237018,29481373,0
7701,r201,"United States<sup>c</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>c</sup>,Michigan,"Agriculture and Rural Development, Department of",3,1656683,0,1656683,0
7701,r202,"United States<sup>c</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>c</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,1249610,237018,1012592,0
7701,r203,United States<sup>c</sup> -> Michigan -> Licensing and Regulatory Affairs,United States<sup>c</sup>,Michigan,Licensing and Regulatory Affairs,3,20000000,0,20000000,0
7701,r204,"United States<sup>c</sup> -> Michigan -> Transportation, Department of",United States<sup>c</sup>,Michigan,"Transportation, Department of",3,6812098,0,6812098,0
7701,r205,United States<sup>c</sup> -> Minnesota,United States<sup>c</sup>,Minnesota,,2,22483420,2458490,20024930,0
7701,r206,"United States<sup>c</sup> -> Minnesota -> Agriculture, Department of",United States<sup>c</sup>,Minnesota,"Agriculture, Department of",3,5408623,876319,4532304,0
7701,r207,"United States<sup>c</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>c</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,213400,0,213400,0
7701,r208,"United States<sup>c</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>c</sup>,Minnesota,"Natural Resources, Department of",3,1855011,1561371,293640,0
7701,r209,United States<sup>c</sup> -> Minnesota -> Pollution Control Agency,United States<sup>c</sup>,Minnesota,Pollution Control Agency,3,9888,0,9888,0
7701,r210,"United States<sup>c</sup> -> Minnesota -> Transportation, Department of",United States<sup>c</sup>,Minnesota,"Transportation, Department of",3,14996498,20800,14975698,0
7701,r211,United States<sup>c</sup> -> Mississippi,United States<sup>c</sup>,Mississippi,,2,11143362,2005582,9137780,0
7701,r212,"United States<sup>c</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>c</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,152264,0,152264,0
7701,r213,"United States<sup>c</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>c</sup>,Mississippi,"Environmental Quality, Department of",3,1267345,105387,1161958,0
7701,r214,United States<sup>c</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>c</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1527915,0,1527915,0
7701,r215,"United States<sup>c</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>c</sup>,Mississippi,"Marine Resources, Department of",3,1110829,910795,200034,0
7701,r216,"United States<sup>c</sup> -> Mississippi -> Transportation, Department of",United States<sup>c</sup>,Mississippi,"Transportation, Department of",3,5542522,218157,5324365,0
7701,r217,"United States<sup>c</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>c</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,1542487,771243,771244,0
7701,r218,United States<sup>c</sup> -> Missouri,United States<sup>c</sup>,Missouri,,2,14009154,6455476,7553678,0
7701,r219,"United States<sup>c</sup> -> Missouri -> Agriculture, Department of",United States<sup>c</sup>,Missouri,"Agriculture, Department of",3,273268,0,273268,0
7701,r220,"United States<sup>c</sup> -> Missouri -> Conservation, Department of",United States<sup>c</sup>,Missouri,"Conservation, Department of",3,9627125,6455476,3171649,0
7701,r221,"United States<sup>c</sup> -> Missouri -> Mental Health, Department of",United States<sup>c</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500,0
7701,r222,"United States<sup>c</sup> -> Missouri -> Natural Resources, Department of",United States<sup>c</sup>,Missouri,"Natural Resources, Department of",3,453962,0,453962,0
7701,r223,United States<sup>c</sup> -> Missouri -> Technology Corporation,United States<sup>c</sup>,Missouri,Technology Corporation,3,654232,0,654232,0
7701,r224,"United States<sup>c</sup> -> Missouri -> Transportation, Department of",United States<sup>c</sup>,Missouri,"Transportation, Department of",3,2120015,0,2120015,0
7701,r225,United States<sup>c</sup> -> Missouri -> Wine and Grape Board,United States<sup>c</sup>,Missouri,Wine and Grape Board,3,638052,0,638052,0
7701,r226,United States<sup>c</sup> -> Montana,United States<sup>c</sup>,Montana,,2,8447295,2846129,5601166,0
7701,r227,"United States<sup>c</sup> -> Montana -> Agriculture, Department of",United States<sup>c</sup>,Montana,"Agriculture, Department of",3,2841089,0,2841089,0
7701,r228,"United States<sup>c</sup> -> Montana -> Environmental Quality, Department of",United States<sup>c</sup>,Montana,"Environmental Quality, Department of",3,50304,50304,0,0
7701,r229,"United States<sup>c</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>c</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3806115,2669435,1136680,0
7701,r230,"United States<sup>c</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>c</sup>,Montana,"Natural Resources and Conservation, Department of",3,16865,0,16865,0
7701,r231,"United States<sup>c</sup> -> Montana -> Transportation, Department of",United States<sup>c</sup>,Montana,"Transportation, Department of",3,1732922,126390,1606532,0
7701,r232,United States<sup>c</sup> -> Nebraska,United States<sup>c</sup>,Nebraska,,2,31337947,2128727,29209220,0
7701,r233,"United States<sup>c</sup> -> Nebraska -> Agriculture, Department of",United States<sup>c</sup>,Nebraska,"Agriculture, Department of",3,797149,0,797149,0
7701,r234,United States<sup>c</sup> -> Nebraska -> Corn Board,United States<sup>c</sup>,Nebraska,Corn Board,3,1201594,0,1201594,0
7701,r235,United States<sup>c</sup> -> Nebraska -> Dry Bean Commission,United States<sup>c</sup>,Nebraska,Dry Bean Commission,3,265487,0,265487,0
7701,r236,"United States<sup>c</sup> -> Nebraska -> Economic Development, Department of",United States<sup>c</sup>,Nebraska,"Economic Development, Department of",3,3242710,0,3242710,0
7701,r237,United States<sup>c</sup> -> Nebraska -> Game and Parks Commission,United States<sup>c</sup>,Nebraska,Game and Parks Commission,3,5125851,2037727,3088124,0
7701,r238,United States<sup>c</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>c</sup>,Nebraska,Grain Sorghum Board,3,3000,0,3000,0
7701,r239,"United States<sup>c</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>c</sup>,Nebraska,"Health and Human Services, Department of",3,18564076,0,18564076,0
7701,r240,"United States<sup>c</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>c</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,29100,0,29100,0
7701,r241,"United States<sup>c</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>c</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000,0
7701,r242,"United States<sup>c</sup> -> Nebraska -> Transportation, Department of",United States<sup>c</sup>,Nebraska,"Transportation, Department of",3,1825480,91000,1734480,0
7701,r243,United States<sup>c</sup> -> Nebraska -> Wheat Board,United States<sup>c</sup>,Nebraska,Wheat Board,3,233500,0,233500,0
7701,r244,United States<sup>c</sup> -> Nevada,United States<sup>c</sup>,Nevada,,2,4222929,237064,3985865,0
7701,r245,"United States<sup>c</sup> -> Nevada -> Agriculture, Department of",United States<sup>c</sup>,Nevada,"Agriculture, Department of",3,237064,237064,0,0
7701,r246,"United States<sup>c</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>c</sup>,Nevada,"Economic Development, Governor's office of",3,1958195,0,1958195,0
7701,r247,"United States<sup>c</sup> -> Nevada -> Transportation, Department of",United States<sup>c</sup>,Nevada,"Transportation, Department of",3,2027670,0,2027670,0
7701,r248,United States<sup>c</sup> -> New Hampshire,United States<sup>c</sup>,New Hampshire,,2,8675207,27186,8648021,0
7701,r249,"United States<sup>c</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>c</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,175563,0,175563,0
7701,r250,"United States<sup>c</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>c</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7275000,0,7275000,0
7701,r251,"United States<sup>c</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>c</sup>,New Hampshire,"Environmental Services, Department of",3,505937,0,505937,0
7701,r252,"United States<sup>c</sup> -> New Hampshire -> Transportation, Department of",United States<sup>c</sup>,New Hampshire,"Transportation, Department of",3,718707,27186,691521,0
7701,r253,United States<sup>c</sup> -> New Jersey,United States<sup>c</sup>,New Jersey,,2,12864404,3006539,9857865,0
7701,r254,"United States<sup>c</sup> -> New Jersey -> Children and Families, Department of",United States<sup>c</sup>,New Jersey,"Children and Families, Department of",3,250627,192394,58233,0
7701,r255,"United States<sup>c</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>c</sup>,New Jersey,"Community Affairs, Department of ",3,5000,5000,0,0
7701,r256,"United States<sup>c</sup> -> New Jersey -> Corrections, Department of",United States<sup>c</sup>,New Jersey,"Corrections, Department of",3,309449,309449,0,0
7701,r257,"United States<sup>c</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>c</sup>,New Jersey,"Environmental Protection, Department of",3,3398000,1997500,1400500,0
7701,r258,"United States<sup>c</sup> -> New Jersey -> Health, Department of",United States<sup>c</sup>,New Jersey,"Health, Department of",3,318305,0,318305,0
7701,r259,United States<sup>c</sup> -> New Jersey -> Pinelands Commission,United States<sup>c</sup>,New Jersey,Pinelands Commission,3,576457,465753,110704,0
7701,r260,"United States<sup>c</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>c</sup>,New Jersey,"Secretary of Higher Education, Office of",3,2500000,0,2500000,0
7701,r261,"United States<sup>c</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>c</sup>,New Jersey,"State Parole Board, New Jersey",3,66212,36443,29769,0
7701,r262,"United States<sup>c</sup> -> New Jersey -> Transit, New Jersey",United States<sup>c</sup>,New Jersey,"Transit, New Jersey",3,61804,0,61804,0
7701,r263,"United States<sup>c</sup> -> New Jersey -> Transportation, Department of",United States<sup>c</sup>,New Jersey,"Transportation, Department of",3,5378550,0,5378550,0
7701,r264,United States<sup>c</sup> -> New Mexico,United States<sup>c</sup>,New Mexico,,2,3054817,1535533,1519284,0
7701,r265,"United States<sup>c</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>c</sup>,New Mexico,"Cultural Affairs, Department of",3,108053,108053,0,0
7701,r266,"United States<sup>c</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>c</sup>,New Mexico,"Game and Fish, Department of",3,1000000,500000,500000,0
7701,r267,"United States<sup>c</sup> -> New Mexico -> Transportation, Department of",United States<sup>c</sup>,New Mexico,"Transportation, Department of",3,1586466,927480,658986,0
7701,r268,United States<sup>c</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>c</sup>,New Mexico,Western State Air Resources Council,3,360298,0,360298,0
7701,r269,United States<sup>c</sup> -> New York,United States<sup>c</sup>,New York,,2,417246309,259432614,157813695,2523050
7701,r270,"United States<sup>c</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>c</sup>,New York,"Agriculture and Markets, Department of ",3,7194600,2795000,4399600,0
7701,r271,"United States<sup>c</sup> -> New York -> Economic Development, Department of",United States<sup>c</sup>,New York,"Economic Development, Department of",3,27738133,0,27738133,0
7701,r272,United States<sup>c</sup> -> New York -> Energy Research and Development Authority,United States<sup>c</sup>,New York,Energy Research and Development Authority,3,58220185,7195015,51025170,0
7701,r273,"United States<sup>c</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>c</sup>,New York,"Environmental Conservation, Department of ",3,11777525,4383537,7393988,0
7701,r274,"United States<sup>c</sup> -> New York -> Health, Department of ",United States<sup>c</sup>,New York,"Health, Department of ",3,65094944,34949991,30144953,0
7701,r275,"United States<sup>c</sup> -> New York -> Mental Health, Office of ",United States<sup>c</sup>,New York,"Mental Health, Office of ",3,151456861,131858494,19598367,520000
7701,r276,"United States<sup>c</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>c</sup>,New York,"People with Developmental Disabilities, Office of",3,1614170,1614170,0,0
7701,r277,United States<sup>c</sup> -> New York -> Power Authority,United States<sup>c</sup>,New York,Power Authority,3,14544465,1397798,13146667,503050
7701,r278,United States<sup>c</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>c</sup>,New York,Roswell Park Comprehensive Cancer Center,3,63867651,63867651,0,1500000
7701,r279,United States<sup>c</sup> -> New York -> State Museum,United States<sup>c</sup>,New York,State Museum,3,10297627,9748833,548794,0
7701,r280,United States<sup>c</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>c</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,399308,0,399308,0
7701,r281,"United States<sup>c</sup> -> New York -> Transportation, Department of ",United States<sup>c</sup>,New York,"Transportation, Department of ",3,5040840,1622125,3418715,0
7701,r282,United States<sup>c</sup> -> North Carolina,United States<sup>c</sup>,North Carolina,,2,36870713,17422714,19447999,1076500
7701,r283,"United States<sup>c</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>c</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,13922911,1500000,1000000
7701,r284,United States<sup>c</sup> -> North Carolina -> Biotechnology Center,United States<sup>c</sup>,North Carolina,Biotechnology Center,3,2693795,0,2693795,0
7701,r285,"United States<sup>c</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>c</sup>,North Carolina,"Environmental Quality, Department of",3,3275158,1223587,2051571,0
7701,r286,"United States<sup>c</sup> -> North Carolina -> Golden Leaf, The",United States<sup>c</sup>,North Carolina,"Golden Leaf, The",3,0,0,0,76500
7701,r287,"United States<sup>c</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>c</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,1951431,1546672,404759,0
7701,r288,"United States<sup>c</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>c</sup>,North Carolina,"Science Technology & Innovation, Office of",3,1500000,0,1500000,0
7701,r289,"United States<sup>c</sup> -> North Carolina -> Transportation, Department of",United States<sup>c</sup>,North Carolina,"Transportation, Department of",3,11886050,729544,11156506,0
7701,r290,United States<sup>c</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>c</sup>,North Carolina,Wine and Grape Growers Council,3,141368,0,141368,0
7701,r291,United States<sup>c</sup> -> North Dakota,United States<sup>c</sup>,North Dakota,,2,35139613,294748,34844865,0
7701,r292,"United States<sup>c</sup> -> North Dakota -> Agriculture, Department of",United States<sup>c</sup>,North Dakota,"Agriculture, Department of",3,5360395,0,5360395,0
7701,r293,United States<sup>c</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>c</sup>,North Dakota,Dry Pea and Lentil Commission,3,253958,0,253958,0
7701,r294,"United States<sup>c</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>c</sup>,North Dakota,"Game and Fish, Department of",3,900314,0,900314,0
7701,r295,United States<sup>c</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>c</sup>,North Dakota,Historical Society of North Dakota,3,247149,232829,14320,0
7701,r296,United States<sup>c</sup> -> North Dakota -> Industrial Commission,United States<sup>c</sup>,North Dakota,Industrial Commission,3,24409679,0,24409679,0
7701,r297,"United States<sup>c</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>c</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,4850,0,4850,0
7701,r298,United States<sup>c</sup> -> North Dakota -> Soybean Council,United States<sup>c</sup>,North Dakota,Soybean Council,3,1420538,0,1420538,0
7701,r299,"United States<sup>c</sup> -> North Dakota -> Transportation, Department of",United States<sup>c</sup>,North Dakota,"Transportation, Department of",3,1204774,61919,1142855,0
7701,r300,United States<sup>c</sup> -> North Dakota -> Wheat Commission,United States<sup>c</sup>,North Dakota,Wheat Commission,3,1337956,0,1337956,0
7701,r301,United States<sup>c</sup> -> Ohio,United States<sup>c</sup>,Ohio,,2,55336431,1808996,53527435,9847
7701,r302,"United States<sup>c</sup> -> Ohio -> Development, Department of",United States<sup>c</sup>,Ohio,"Development, Department of",3,43878812,0,43878812,0
7701,r303,"United States<sup>c</sup> -> Ohio -> Education, Department of",United States<sup>c</sup>,Ohio,"Education, Department of",3,230700,15000,215700,0
7701,r304,"United States<sup>c</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>c</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,2060000,1030000,1030000,0
7701,r305,"United States<sup>c</sup> -> Ohio -> Natural Resources, Department of",United States<sup>c</sup>,Ohio,"Natural Resources, Department of",3,2565498,763996,1801502,9847
7701,r306,United States<sup>c</sup> -> Ohio -> Rail Development Commission,United States<sup>c</sup>,Ohio,Rail Development Commission,3,79156,0,79156,0
7701,r307,"United States<sup>c</sup> -> Ohio -> Transportation, Department of",United States<sup>c</sup>,Ohio,"Transportation, Department of",3,6197692,0,6197692,0
7701,r308,United States<sup>c</sup> -> Ohio -> Water Development Authority,United States<sup>c</sup>,Ohio,Water Development Authority,3,324573,0,324573,0
7701,r309,United States<sup>c</sup> -> Oklahoma,United States<sup>c</sup>,Oklahoma,,2,55989692,2575950,53413742,0
7701,r310,"United States<sup>c</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>c</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,34830643,0,34830643,0
7701,r311,"United States<sup>c</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>c</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,327515,0,327515,0
7701,r312,"United States<sup>c</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>c</sup>,Oklahoma,"Environmental Quality, Department of",3,217645,217645,0,0
7701,r313,United States<sup>c</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>c</sup>,Oklahoma,Grand River Dam Authority,3,525000,315000,210000,0
7701,r314,"United States<sup>c</sup> -> Oklahoma -> Health, Department of",United States<sup>c</sup>,Oklahoma,"Health, Department of",3,1344978,670578,674400,0
7701,r315,"United States<sup>c</sup> -> Oklahoma -> Human Services, Department of",United States<sup>c</sup>,Oklahoma,"Human Services, Department of",3,566539,566539,0,0
7701,r316,"United States<sup>c</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>c</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,4850,0,4850,0
7701,r317,United States<sup>c</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>c</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,11931000,0,11931000,0
7701,r318,"United States<sup>c</sup> -> Oklahoma -> Transportation, Department of",United States<sup>c</sup>,Oklahoma,"Transportation, Department of",3,4692262,770983,3921279,0
7701,r319,"United States<sup>c</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>c</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1549260,35205,1514055,0
7701,r320,United States<sup>c</sup> -> Oregon,United States<sup>c</sup>,Oregon,,2,37419218,16083800,21335418,2700000
7701,r321,"United States<sup>c</sup> -> Oregon -> Agriculture, Department of",United States<sup>c</sup>,Oregon,"Agriculture, Department of",3,205647,0,205647,0
7701,r322,United States<sup>c</sup> -> Oregon -> Business Oregon,United States<sup>c</sup>,Oregon,Business Oregon,3,14300000,0,14300000,2700000
7701,r323,"United States<sup>c</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>c</sup>,Oregon,"Fish and Wildlife, Department of",3,12566339,11125917,1440422,0
7701,r324,"United States<sup>c</sup> -> Oregon -> Forestry, Department of",United States<sup>c</sup>,Oregon,"Forestry, Department of",3,700000,350000,350000,0
7701,r325,"United States<sup>c</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>c</sup>,Oregon,"Geology and Mineral Industries, Department of",3,1210168,1210168,0,0
7701,r326,"United States<sup>c</sup> -> Oregon -> Human Services, Department of",United States<sup>c</sup>,Oregon,"Human Services, Department of",3,2185495,2185495,0,0
7701,r327,"United States<sup>c</sup> -> Oregon -> Transportation, Department of",United States<sup>c</sup>,Oregon,"Transportation, Department of",3,3638363,128939,3509424,0
7701,r328,United States<sup>c</sup> -> Oregon -> Water Resources Department,United States<sup>c</sup>,Oregon,Water Resources Department,3,1551042,1072711,478331,0
7701,r329,United States<sup>c</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>c</sup>,Oregon,Watershed Enhancement Board,3,1062164,10570,1051594,0
7701,r330,United States<sup>c</sup> -> Pennsylvania,United States<sup>c</sup>,Pennsylvania,,2,93621093,8172000,85449093,0
7701,r331,"United States<sup>c</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>c</sup>,Pennsylvania,"Agriculture, Department of",3,2461164,0,2461164,0
7701,r332,"United States<sup>c</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>c</sup>,Pennsylvania,"Community and Economic Development, Department of",3,21500000,0,21500000,0
7701,r333,"United States<sup>c</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>c</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,309471,253240,56231,0
7701,r334,"United States<sup>c</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>c</sup>,Pennsylvania,"Environmental Protection, Department of",3,1931821,124196,1807625,0
7701,r335,United States<sup>c</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>c</sup>,Pennsylvania,Fish and Boat Commission,3,259114,231314,27800,0
7701,r336,United States<sup>c</sup> -> Pennsylvania -> Game Commission,United States<sup>c</sup>,Pennsylvania,Game Commission,3,7513056,7358250,154806,0
7701,r337,"United States<sup>c</sup> -> Pennsylvania -> Health, Department of",United States<sup>c</sup>,Pennsylvania,"Health, Department of",3,55000914,0,55000914,0
7701,r338,United States<sup>c</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>c</sup>,Pennsylvania,Susquehanna River Basin Commission,3,279000,205000,74000,0
7701,r339,"United States<sup>c</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>c</sup>,Pennsylvania,"Transportation, Department of",3,4366553,0,4366553,0
7701,r340,United States<sup>c</sup> -> Rhode Island,United States<sup>c</sup>,Rhode Island,,2,10226630,8118721,2107909,1420067
7701,r341,United States<sup>c</sup> -> Rhode Island -> Commerce Corporation,United States<sup>c</sup>,Rhode Island,Commerce Corporation,3,1127624,0,1127624,0
7701,r342,"United States<sup>c</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,5238690,4690761,547929,1420067
7701,r343,"United States<sup>c</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,3601968,3257112,344856,0
7701,r344,"United States<sup>c</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,67378,67378,0,0
7701,r345,"United States<sup>c</sup> -> Rhode Island -> Transportation, Department of",United States<sup>c</sup>,Rhode Island,"Transportation, Department of",3,87500,0,87500,0
7701,r346,United States<sup>c</sup> -> Rhode Island -> Water Resources Board,United States<sup>c</sup>,Rhode Island,Water Resources Board,3,103470,103470,0,0
7701,r347,United States<sup>c</sup> -> South Carolina,United States<sup>c</sup>,South Carolina,,2,44557581,27709617,16847964,400000
7701,r348,"United States<sup>c</sup> -> South Carolina -> Agriculture, Department of",United States<sup>c</sup>,South Carolina,"Agriculture, Department of",3,1119867,0,1119867,0
7701,r349,"United States<sup>c</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>c</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,9437880,0,9437880,400000
