table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_other_purchased_services_except_r_d_,field_other
730,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['12', 'i']","['9', 'i']","['0', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
730,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,354', '&nbsp;']","['2,502', '&nbsp;']","['75', '&nbsp;']","['116', '&nbsp;']","['13', 'i']","['41', '&nbsp;']","['101', 'i']","['131', 'i']","['30', 'i']","['344', 'i']"
730,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['460', '&nbsp;']","['252', '&nbsp;']","['18', '&nbsp;']","['19', 'i']","['6', 'i']","['73', 'i']","['9', 'i']","['12', 'i']","['2', 'i']","['69', '&nbsp;']"
730,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['861', '&nbsp;']","['616', 'i']","['D', '&nbsp;']","['37', '&nbsp;']","['14', '&nbsp;']","['39', 'i']","['13', '&nbsp;']","['10', '&nbsp;']","['8', '&nbsp;']","['D', '&nbsp;']"
730,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['296,677', '&nbsp;']","['171,715', '&nbsp;']","['19,059', '&nbsp;']","['12,711', '&nbsp;']","['4,868', '&nbsp;']","['21,210', '&nbsp;']","['4,829', '&nbsp;']","['11,348', '&nbsp;']","['6,172', '&nbsp;']","['44,764', '&nbsp;']"
730,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
730,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['1,972', 'i']","['1,218', 'i']","['50', 'i']","['98', 'i']","['22', 'i']","['153', 'i']","['36', 'i']","['58', 'i']","['47', 'i']","['289', 'i']"
730,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
730,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['4,434', 'i']","['2,727', 'i']","['135', 'i']","['211', 'i']","['50', 'i']","['383', 'i']","['111', 'i']","['132', 'i']","['84', 'i']","['600', 'i']"
730,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7,933', 'i']","['4,865', 'i']","['251', '&nbsp;']","['357', 'i']","['88', 'i']","['629', 'i']","['175', '&nbsp;']","['232', 'i']","['141', 'i']","['1,196', 'i']"
730,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
730,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['8,803', '&nbsp;']","['5,588', 'i']","['341', '&nbsp;']","['435', '&nbsp;']","['79', 'i']","['703', '&nbsp;']","['189', '&nbsp;']","['231', 'i']","['120', 'i']","['1,117', 'i']"
730,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['11,037', '&nbsp;']","['6,906', '&nbsp;']","['537', '&nbsp;']","['405', '&nbsp;']","['127', '&nbsp;']","['891', '&nbsp;']","['221', '&nbsp;']","['288', '&nbsp;']","['145', '&nbsp;']","['1,517', '&nbsp;']"
730,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
730,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['11,368', '&nbsp;']","['7,356', '&nbsp;']","['465', '&nbsp;']","['441', '&nbsp;']","['147', '&nbsp;']","['939', '&nbsp;']","['185', '&nbsp;']","['375', '&nbsp;']","['217', '&nbsp;']","['1,243', '&nbsp;']"
730,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['13,194', '&nbsp;']","['7,893', '&nbsp;']","['806', '&nbsp;']","['554', '&nbsp;']","['158', '&nbsp;']","['861', '&nbsp;']","['231', '&nbsp;']","['468', '&nbsp;']","['236', '&nbsp;']","['1,987', '&nbsp;']"
730,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['48,264', '&nbsp;']","['28,187', '&nbsp;']","['3,305', '&nbsp;']","['1,438', '&nbsp;']","['654', '&nbsp;']","['2,892', '&nbsp;']","['588', '&nbsp;']","['1,852', '&nbsp;']","['741', '&nbsp;']","['8,607', '&nbsp;']"
730,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['34,660', '&nbsp;']","['19,297', '&nbsp;']","['3,858', '&nbsp;']","['1,590', '&nbsp;']","['539', '&nbsp;']","['2,086', '&nbsp;']","['717', '&nbsp;']","['1,472', '&nbsp;']","['376', '&nbsp;']","['4,724', '&nbsp;']"
730,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['48,450', '&nbsp;']","['27,869', '&nbsp;']","['1,355', '&nbsp;']","['1,844', '&nbsp;']","['467', '&nbsp;']","['4,463', '&nbsp;']","['419', '&nbsp;']","['2,224', '&nbsp;']","['1,423', '&nbsp;']","['8,386', '&nbsp;']"
730,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['106,562', '&nbsp;']","['59,810', '&nbsp;']","['7,956', '&nbsp;']","['5,339', '&nbsp;']","['2,537', '&nbsp;']","['7,210', '&nbsp;']","['1,957', '&nbsp;']","['4,015', '&nbsp;']","['2,641', '&nbsp;']","['15,097', '&nbsp;']"
