table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributeda
12315,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['*', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']"
12315,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['2', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['1', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i ']","['0', '  ']"
12315,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['121', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']"
12315,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['36,948', '  ']","['106', 'i ']","['159', '  ']","['56', '  ']","['222', '  ']","['156', '  ']","['694', '  ']","['2,086', '  ']","['95', '  ']","['6,626', '  ']","['12', '  ']","['428', '  ']","['72', '  ']","['75', '  ']","['581', '  ']","['233', '  ']","['898', '  ']","['16', '  ']","['230', '  ']","['3,108', '  ']","['35', '  ']","['D', '  ']","['D', '  ']","['44', 'i ']"
12315,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['12,330', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['26', '  ']","['D', '  ']","['D', '  ']","['1,267', '  ']","['D', '  ']","['2,558', '  ']","['D', '  ']","['112', '  ']","['64', '  ']","['25', '  ']","['192', '  ']","['162', '  ']","['241', '  ']","['13', '  ']","['133', '  ']","['1,226', '  ']","['17', '  ']","['6', '  ']","['37', '  ']","['D', '&nbsp;']"
12315,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
12315,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['12,330', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['26', '  ']","['D', '  ']","['D', '  ']","['1,267', '  ']","['D', '  ']","['2,558', '  ']","['D', '  ']","['112', '  ']","['64', '  ']","['25', '  ']","['192', '  ']","['162', '  ']","['241', '  ']","['13', '  ']","['133', '  ']","['1,226', '  ']","['17', '  ']","['6', '  ']","['37', '  ']","['D', '&nbsp;']"
12315,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['201', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '&nbsp;']","['*', '  ']","['D', '  ']","['D', '  ']","['30', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['80', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['D', '&nbsp;']"
12315,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['12,242', '  ']","['96', 'i ']","['49', '  ']","['3', '  ']","['183', '  ']","['116', '  ']","['303', '  ']","['483', '  ']","['2', '  ']","['3,443', '  ']","['D', '  ']","['52', '  ']","['7', '  ']","['42', '  ']","['90', '  ']","['D', '  ']","['27', '  ']","['D', '  ']","['88', '  ']","['791', '  ']","['10', '  ']","['D', '  ']","['D', '  ']","['34', 'i ']"
12315,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['12,176', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['595', '  ']","['D', '  ']","['264', '  ']","['1', '  ']","['8', '  ']","['D', '  ']","['D', '  ']","['630', '  ']","['D', '  ']","['9', '  ']","['1,011', '  ']","['7', '  ']","['D', '  ']","['D', '  ']","['0', '  ']"
12315,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,612', '  ']","['1', 'i ']","['D', '  ']","['D', '&nbsp;']","['D', '  ']","['10', '  ']","['44', 'i ']","['63', '  ']","['D', '  ']","['823', '  ']","['*', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['17', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['30', '  ']","['46', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']"
12315,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['102', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['1', 'i ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i ']","['1', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'r ']"
12315,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12315,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['101', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i ']","['1', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'r ']"
12315,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['19,028', 'i ']","['212', 'i ']","['224', 'i ']","['34', 'i ']","['276', 'i ']","['107', 'i ']","['323', 'i ']","['1,218', '  ']","['29', 'i ']","['1,695', 'i ']","['4', 'i ']","['938', 'i ']","['D', '&nbsp;']","['36', 'i ']","['407', 'i ']","['D', '&nbsp;']","['284', 'i ']","['31', 'i ']","['144', 'i ']","['D', '  ']","['D', '  ']","['182', 'i ']","['20', 'i ']","['71', 'i ']"
12315,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['36', '  ']","['0', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['0', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['4', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['0', '  ']","['*', 'i ']","['*', '  ']","['1', '  ']","['*', 'i ']","['0', '  ']","['5', 'r ']"
12315,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['4,575', '  ']","['13', '  ']","['47', '  ']","['1', 'i ']","['46', '  ']","['36', 'r ']","['44', '  ']","['248', '  ']","['*', '  ']","['942', '  ']","['2', 'r ']","['63', '  ']","['D', '  ']","['2', '  ']","['52', '  ']","['D', '&nbsp;']","['155', 'i ']","['5', 'r ']","['13', 'r ']","['686', '  ']","['11', '  ']","['11', '  ']","['6', '  ']","['58', 'i ']"
12315,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['13,571', 'i ']","['199', 'i ']","['166', 'i ']","['31', 'i ']","['186', 'i ']","['68', 'i ']","['261', 'i ']","['956', 'i ']","['28', 'i ']","['702', 'i ']","['2', 'i ']","['864', 'i ']","['18', 'i ']","['34', 'i ']","['343', 'i ']","['193', 'i ']","['120', 'i ']","['25', 'i ']","['131', 'i ']","['162', 'i ']","['15', 'i ']","['166', 'i ']","['12', 'i ']","['7', 'i ']"
12315,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['30', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['22', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12315,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['4,073', 'i ']","['58', 'i ']","['37', '  ']","['12', 'i ']","['48', 'i ']","['18', 'i ']","['119', 'i ']","['443', '  ']","['12', 'i ']","['178', '  ']","['*', 'i ']","['194', 'i ']","['4', 'i ']","['17', 'i ']","['22', 'i ']","['68', 'i ']","['24', 'i ']","['4', 'i ']","['9', 'i ']","['80', 'i ']","['1', 'i ']","['12', 'i ']","['0', '  ']","['1', 'i ']"
12315,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['9,466', 'i ']","['140', 'i ']","['129', 'i ']","['20', 'i ']","['138', 'i ']","['51', 'i ']","['141', 'i ']","['491', 'i ']","['17', 'i ']","['524', 'i ']","['2', 'i ']","['670', 'i ']","['14', 'i ']","['18', 'i ']","['321', 'i ']","['120', 'i ']","['96', 'i ']","['21', 'i ']","['121', 'i ']","['80', 'i ']","['14', 'i ']","['153', 'i ']","['12', 'i ']","['6', 'i ']"
12315,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12315,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['847', '  ']","['*', '  ']","['11', '  ']","['2', '  ']","['44', '  ']","['3', '  ']","['18', '  ']","['13', '  ']","['*', '  ']","['46', '  ']","['*', '  ']","['10', '  ']","['*', '  ']","['*', '  ']","['12', '  ']","['17', '  ']","['7', '  ']","['*', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['6', '  ']","['1', '  ']","['1', 'i ']"
12315,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['93', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']"
12315,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['146', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['1', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', 'r ']","['*', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']"
12315,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['149,584', '  ']","['544', 'i ']","['1,623', '  ']","['271', 'i ']","['1,649', '  ']","['1,858', 'i ']","['2,718', '  ']","['13,052', '  ']","['566', '  ']","['18,266', '  ']","['39', '  ']","['5,293', '  ']","['1,233', '  ']","['266', '  ']","['4,003', '  ']","['1,972', '  ']","['3,276', '  ']","['386', '  ']","['1,001', 'i ']","['10,025', '  ']","['404', '  ']","['344', 'i ']","['288', '  ']","['410', 'i ']"
12315,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12315,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['260', '  ']","['4', 'r ']","['*', '  ']","['0', '  ']","['*', '  ']","['4', 'r ']","['5', '  ']","['7', '  ']","['4', '  ']","['34', '  ']","['0', '  ']","['1', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['9', '  ']","['5', '  ']","['0', '  ']","['1', 'i ']","['10', '  ']","['2', '  ']","['*', '  ']","['0', '  ']","['29', 'i ']"
12315,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['941', '  ']","['10', '  ']","['11', 'r ']","['*', '  ']","['10', 'r ']","['35', 'r ']","['24', '  ']","['265', '  ']","['6', '  ']","['48', '  ']","['2', 'r ']","['4', '  ']","['5', 'r ']","['3', '  ']","['2', '  ']","['9', '  ']","['47', '  ']","['5', 'r ']","['2', '  ']","['45', 'r ']","['1', '  ']","['3', '  ']","['*', '  ']","['65', 'i ']"
12315,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12315,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['962', '  ']","['1', '  ']","['6', '  ']","['1', '  ']","['7', '  ']","['28', 'r ']","['10', '  ']","['110', '  ']","['67', 'r ']","['102', '  ']","['D', '  ']","['5', '  ']","['0', '  ']","['D', '  ']","['5', '  ']","['14', '  ']","['41', '  ']","['0', '  ']","['20', '  ']","['56', '  ']","['2', '  ']","['8', '  ']","['*', '  ']","['24', 'i ']"
12315,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,017', '  ']","['D', '  ']","['D', '  ']","['5', '  ']","['15', '  ']","['D', '  ']","['28', '  ']","['188', '  ']","['13', '  ']","['234', '  ']","['0', '  ']","['21', '  ']","['5', '  ']","['3', '  ']","['16', '  ']","['39', '  ']","['114', '  ']","['1', '  ']","['23', '  ']","['145', '  ']","['10', '  ']","['1', '  ']","['1', '  ']","['28', 'i ']"
12315,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12315,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['4,240', '  ']","['7', '  ']","['39', '  ']","['1', '  ']","['60', '  ']","['28', '  ']","['36', '  ']","['479', '  ']","['31', '  ']","['477', '  ']","['D', '  ']","['60', '  ']","['10', '  ']","['D', '  ']","['159', '  ']","['159', '  ']","['120', '  ']","['*', '  ']","['33', '  ']","['306', '  ']","['6', '  ']","['6', '  ']","['2', '  ']","['8', 'i ']"
12315,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['4,657', '  ']","['7', 'i ']","['13', '  ']","['8', '  ']","['39', '  ']","['51', '  ']","['59', '  ']","['256', '  ']","['9', '  ']","['600', '  ']","['1', '  ']","['65', '  ']","['16', '  ']","['35', '  ']","['66', '  ']","['18', '  ']","['105', '  ']","['13', '  ']","['42', '  ']","['519', '  ']","['11', '  ']","['2', '  ']","['*', '  ']","['D', '&nbsp;']"
12315,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['24,407', '  ']","['55', '  ']","['139', '  ']","['10', '  ']","['214', '  ']","['59', '  ']","['415', '  ']","['1,912', '  ']","['113', '  ']","['3,513', '  ']","['5', '  ']","['322', '  ']","['85', '  ']","['26', '  ']","['739', '  ']","['187', '  ']","['364', '  ']","['118', '  ']","['460', 'i ']","['1,403', '  ']","['20', '  ']","['21', '  ']","['3', '  ']","['D', '&nbsp;']"
12315,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['13,616', '  ']","['D', '  ']","['D', '  ']","['4', '  ']","['116', '  ']","['D', '&nbsp;']","['184', '  ']","['1,529', '  ']","['14', '  ']","['1,177', '  ']","['4', '  ']","['845', '  ']","['325', 'i ']","['43', '  ']","['924', '  ']","['59', '  ']","['293', '  ']","['126', '  ']","['58', '  ']","['546', '  ']","['57', '  ']","['12', '  ']","['27', '  ']","['1', 'i ']"
12315,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['32,036', '  ']","['245', 'i ']","['426', '  ']","['37', 'i ']","['340', '  ']","['490', 'i ']","['581', '  ']","['2,801', '  ']","['79', '  ']","['5,619', '  ']","['9', '  ']","['1,605', 'i ']","['82', '  ']","['69', '  ']","['749', '  ']","['657', '  ']","['877', '  ']","['47', '  ']","['80', '  ']","['795', '  ']","['72', '  ']","['145', 'i ']","['33', '  ']","['3', 'i ']"
12315,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['66,448', '  ']","['200', 'i ']","['911', '  ']","['204', 'i ']","['847', '  ']","['618', '  ']","['1,376', '  ']","['5,505', '  ']","['231', '  ']","['6,463', '  ']","['16', '  ']","['2,365', '  ']","['701', '  ']","['76', '  ']","['1,344', '  ']","['822', '  ']","['1,310', '  ']","['75', '  ']","['283', '  ']","['6,201', '  ']","['224', '  ']","['147', 'i ']","['223', '  ']","['D', '&nbsp;']"
