table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materialsandsupplies,field_lease_andrental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
1391,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1391,r077,All companies (number of domestic employees) -> Small companies -> 10 &#8211; 19,All companies (number of domestic employees),Small companies,10 &#8211; 19,,,3,–,"['3,887', 'i ']","['2,211', 'i ']","['99', 'i ']","['512', '  ']","['53', 'i ']","['296', 'i ']","['77', '  ']","['81', 'i ']","['30', '  ']","['57', 'i ']","['470', 'i']"
1391,r078,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,"['7,473', 'i ']","['4,724', 'i ']","['276', '  ']","['380', '  ']","['82', 'i ']","['600', '  ']","['150', '  ']","['172', 'i ']","['57', '  ']","['117', 'i ']","['914', 'i']"
1391,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1391,r080,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,"['7,728', '  ']","['4,734', '  ']","['293', '  ']","['332', '  ']","['68', 'i ']","['642', '  ']","['162', '  ']","['216', '  ']","['44', '  ']","['201', '  ']","['1,037', ' ']"
1391,r081,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,"['11,722', '  ']","['7,279', '  ']","['561', '  ']","['472', '  ']","['137', '  ']","['1,020', '  ']","['218', '  ']","['315', '  ']","['119', '  ']","['231', '  ']","['1,369', ' ']"
1391,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1391,r083,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,"['11,438', '  ']","['6,921', '  ']","['650', '  ']","['422', '  ']","['277', '  ']","['729', '  ']","['185', '  ']","['301', '  ']","['191', '  ']","['225', '  ']","['1,537', ' ']"
1391,r084,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,"['13,525', '  ']","['8,344', '  ']","['749', '  ']","['521', '  ']","['209', '  ']","['901', '  ']","['306', '  ']","['450', '  ']","['96', '  ']","['311', '  ']","['1,637', ' ']"
1391,r085,"All companies (number of domestic employees) -> Large companies -> 1,000 &#8211; 4,999",All companies (number of domestic employees),Large companies,"1,000 &#8211; 4,999",,,3,–,"['53,305', '  ']","['31,052', '  ']","['4,070', '  ']","['1,626', '  ']","['766', '  ']","['3,013', '  ']","['592', '  ']","['2,187', '  ']","['254', '  ']","['1,012', '  ']","['8,732', ' ']"
1391,r086,"All companies (number of domestic employees) -> Large companies -> 5,000 &#8211; 9,999",All companies (number of domestic employees),Large companies,"5,000 &#8211; 9,999",,,3,–,"['35,887', '  ']","['19,670', '  ']","['4,352', 'i ']","['1,773', '  ']","['388', '  ']","['2,020', '  ']","['757', 'i ']","['1,241', '  ']","['49', '  ']","['365', '  ']","['5,272', ' ']"
1391,r087,"All companies (number of domestic employees) -> Large companies -> 10,000 &#8211; 24,999",All companies (number of domestic employees),Large companies,"10,000 &#8211; 24,999",,,3,–,"['53,384', '  ']","['30,855', '  ']","['1,537', '  ']","['2,420', '  ']","['532', '  ']","['4,700', '  ']","['440', '  ']","['2,948', '  ']","['274', '  ']","['1,701', '  ']","['7,977', ' ']"
1391,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['118,339', '  ']","['64,498', '  ']","['8,438', '  ']","['6,321', '  ']","['2,634', '  ']","['7,588', '  ']","['2,196', '  ']","['4,578', '  ']","['750', 'i ']","['3,035', '  ']","['18,301', ' ']"
