table_id,row_id,subfield_of_study_full_path,subfield_of_study_level_1,subfield_of_study_level_2,subfield_of_study_level_3,subfield_of_study_level_4,subfield_of_study_level_5,subfield_of_study_hierarchy_depth,field_totala,field_male,field_female,field__female
1751,r146,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, physical and biological",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological",5,95,16,79,83.2
1751,r147,All fields -> Psychology and social sciences -> Social sciences  -> Economics ,All fields,Psychology and social sciences,Social sciences ,Economics ,,4,1247,850,397,31.8
1751,r148,"All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Econometrics, economics",All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics",5,1189,813,376,31.6
1751,r149,All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Natural resources and environmental economics (social sciences),All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences),5,58,37,21,36.2
1751,r150,All fields -> Psychology and social sciences -> Social sciences  -> Political science and government,All fields,Psychology and social sciences,Social sciences ,Political science and government,,4,734,429,304,41.4
1751,r151,All fields -> Psychology and social sciences -> Social sciences  -> Sociology,All fields,Psychology and social sciences,Social sciences ,Sociology,,4,669,250,419,62.6
1751,r152,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences,All fields,Psychology and social sciences,Social sciences ,Other social sciences,,4,1988,889,1098,55.2
1751,r153,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> American, U.S. studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies",5,68,34,34,50.0
1751,r154,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Applied linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics,5,70,27,43,61.4
1751,r155,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Archaeology (social sciences),All fields,Psychology and social sciences,Social sciences ,Other social sciences,Archaeology (social sciences),5,119,47,72,60.5
1751,r156,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Area, ethnic, and cultural studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies",5,133,49,83,62.4
1751,r157,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminal justice and corrections,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections,5,87,35,52,59.8
1751,r158,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminology,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology,5,96,37,59,61.5
1751,r159,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",5,262,102,160,61.1
1751,r160,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,48,5,43,89.6
1751,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,242,134,108,44.6
1751,r162,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,58,21,37,63.8
1751,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> History, science and technology and society",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"History, science and technology and society",5,55,25,30,54.5
1751,r164,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,135,75,60,44.4
1751,r165,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,249,101,148,59.4
1751,r166,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,264,138,126,47.7
1751,r167,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,102,59,43,42.2
1751,r168,All fields -> Engineering,All fields,Engineering,,,,2,10183,7726,2453,24.1
1751,r169,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,383,337,46,12.0
1751,r170,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1134,688,445,39.2
1751,r171,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,981,688,293,29.9
1751,r172,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,677,507,170,25.1
1751,r173,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1951,1606,345,17.7
1751,r174,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,272,204,68,25.0
1751,r175,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,995,720,275,27.6
1751,r176,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1504,1286,216,14.4
1751,r177,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2286,1690,595,26.0
1751,r178,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,436,351,85,19.5
1751,r179,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,247,117,130,52.6
1751,r180,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,178,152,26,14.6
1751,r181,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,108,95,13,12.0
1751,r182,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,95,80,15,15.8
1751,r183,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,113,78,35,31.0
1751,r184,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1109,817,291,26.2
1751,r185,All fields -> Education,All fields,Education,,,,2,4834,1496,3337,69.0
1751,r186,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,898,323,575,64.0
1751,r187,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,168,61,107,63.7
1751,r188,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,47,15,32,68.1
1751,r189,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,619,228,391,63.2
1751,r190,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,64,19,45,70.3
1751,r191,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2507,764,1742,69.5
1751,r192,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,281,60,221,78.6
1751,r193,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,533,147,386,72.4
1751,r194,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,57,22,35,61.4
1751,r195,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,142,52,90,63.4
1751,r196,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,210,64,146,69.5
1751,r197,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,95,31,64,67.4
1751,r198,"All fields -> Education -> Education research  -> Educational/instructional technology, media design",All fields,Education,Education research ,"Educational/instructional technology, media design",,4,215,78,137,63.7
1751,r199,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,394,156,238,60.4
1751,r200,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,43,11,32,74.4
1751,r201,All fields -> Education -> Education research  -> Learning sciences,All fields,Education,Education research ,Learning sciences,,4,73,26,47,64.4
1751,r202,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,116,24,92,79.3
1751,r203,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,81,32,48,59.3
1751,r204,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,267,61,206,77.2
1751,r205,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,97,18,79,81.4
1751,r206,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,963,272,691,71.8
1751,r207,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,62,10,52,83.9
1751,r208,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,119,12,107,89.9
1751,r209,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,148,51,97,65.5
1751,r210,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,82,45,37,45.1
1751,r211,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,140,43,97,69.3
1751,r212,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,412,111,301,73.1
1751,r213,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,369,119,250,67.8
1751,r214,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,37,18,19,51.4
1751,r215,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,170,57,113,66.5
1751,r216,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,162,44,118,72.8
1751,r217,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5145,2567,2575,50.0
1751,r218,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,617,247,370,60.0
1751,r219,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,100,23,77,77.0
1751,r220,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,62,29,33,53.2
1751,r221,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,207,96,111,53.6
1751,r222,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,248,99,149,60.1
1751,r223,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,948,513,435,45.9
1751,r224,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,389,205,184,47.3
1751,r225,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,73,39,34,46.6
1751,r226,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,172,96,76,44.2
1751,r227,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,55,33,22,40.0
1751,r228,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,44,26,18,40.9
1751,r229,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,107,62,45,42.1
1751,r230,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,108,52,56,51.9
1751,r231,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1442,585,856,59.4
1751,r232,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,273,139,134,49.1
1751,r233,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,94,48,46,48.9
1751,r234,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,172,70,102,59.3
1751,r235,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,121,47,74,61.2
1751,r236,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,383,129,254,66.3
1751,r237,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,241,88,152,63.1
1751,r238,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,42,18,24,57.1
1751,r239,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,116,46,70,60.3
1751,r240,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2138,1222,914,42.8
1751,r241,"All fields -> Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",All fields,Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,4,52,21,31,59.6
1751,r242,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,54,20,34,63.0
1751,r243,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,220,51,169,76.8
1751,r244,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,113,37,76,67.3
1751,r245,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,90,52,38,42.2
1751,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,55,32,23,41.8
1751,r247,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,131,65,66,50.4
1751,r248,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,88,52,36,40.9
1751,r249,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,85,68,17,20.0
1751,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,514,369,145,28.2
1751,r251,"All fields -> Humanities and arts -> Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",,4,281,176,103,36.7
1751,r252,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,196,141,55,28.1
1751,r253,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,259,138,121,46.7
1751,r254,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,2989,1452,1532,51.3
1751,r255,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1481,869,609,41.1
1751,r256,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,162,88,73,45.1
1751,r257,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,260,162,97,37.3
1751,r258,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,193,131,61,31.6
1751,r259,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,243,107,136,56.0
1751,r260,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,110,84,26,23.6
1751,r261,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,141,76,65,46.1
1751,r262,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,372,221,151,40.6
1751,r263,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,631,234,396,62.8
1751,r264,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,143,56,86,60.1
1751,r265,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,228,94,134,58.8
1751,r266,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,155,40,115,74.2
1751,r267,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,105,44,61,58.1
1751,r268,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,877,349,527,60.1
1751,r269,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,105,58,47,44.8
1751,r270,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,64,13,51,79.7
1751,r271,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,53,31,22,41.5
1751,r272,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,139,59,79,56.8
1751,r273,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,358,98,260,72.6
1751,r274,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Fields nec, aggregated",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Fields nec, aggregated",,4,158,90,68,43.0
1751,r275,All fields -> Other<sup>b</sup> -> Unknown field,All fields,Other<sup>b</sup>,Unknown field,,,3,0,0,0,0.0
