table_id,row_id,region_country_or_economy_and_field_full_path,region_country_or_economy_and_field_level_1,region_country_or_economy_and_field_level_2,region_country_or_economy_and_field_level_3,region_country_or_economy_and_field_level_4,region_country_or_economy_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1572,r154,Greece -> All fields,Greece,All fields,,,2,NA,NA,NA,NA,1295,1248,NA,2436,1406,NA,1892,1685,1734,1527,1601,1794,2003
1572,r155,Greece -> All fields -> All S&E,Greece,All fields,All S&E,,3,NA,NA,NA,NA,920,918,NA,667,705,NA,1070,900,745,834,868,786,894
1572,r156,Greece -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Greece,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,595,492,NA,267,213,NA,278,244,221,221,218,223,221
1572,r157,Greece -> All fields -> All S&E -> Computer sciences,Greece,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,116,27,NA,20,74,NA,133,85,70,95,65,58,71
1572,r158,Greece -> All fields -> All S&E -> Agricultural sciences,Greece,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,39,89,NA,63,93,NA,159,80,79,88,83,51,57
1572,r159,Greece -> All fields -> All S&E -> Social and behavioral sciences,Greece,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,51,59,NA,85,86,NA,139,137,95,149,151,106,187
1572,r160,Greece -> All fields -> All S&E -> Engineering,Greece,All fields,All S&E,Engineering,4,NA,NA,NA,NA,119,251,832,232,239,NA,361,354,280,281,351,348,358
1572,r161,Hungary,Hungary,,,,1,,,,,,,,,,,,,,,,,
1572,r162,Hungary -> All fields,Hungary,All fields,,,2,717,793,983,1067,893,1069,1012,1059,1141,1376,1275,1234,1242,1069,1154,1206,1255
1572,r163,Hungary -> All fields -> All S&E,Hungary,All fields,All S&E,,3,421,313,380,427,349,348,401,536,420,603,643,533,569,604,659,589,609
1572,r164,Hungary -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Hungary,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,190,137,151,198,162,149,170,208,188,260,345,254,257,249,236,240,233
1572,r165,Hungary -> All fields -> All S&E -> Computer sciences,Hungary,All fields,All S&E,Computer sciences,4,4,5,14,10,9,8,11,38,39,25,51,31,36,52,66,55,44
1572,r166,Hungary -> All fields -> All S&E -> Agricultural sciences,Hungary,All fields,All S&E,Agricultural sciences,4,41,55,61,100,66,66,76,97,73,91,84,83,97,57,67,32,67
1572,r167,Hungary -> All fields -> All S&E -> Social and behavioral sciences,Hungary,All fields,All S&E,Social and behavioral sciences,4,83,66,70,82,76,79,92,100,90,97,63,93,80,150,162,136,161
1572,r168,Hungary -> All fields -> All S&E -> Engineering,Hungary,All fields,All S&E,Engineering,4,103,50,84,37,36,46,52,93,30,130,100,72,99,96,128,126,104
1572,r169,Iceland,Iceland,,,,1,,,,,,,,,,,,,,,,,
1572,r170,Iceland -> All fields,Iceland,All fields,,,2,2,3,5,6,10,14,15,10,23,32,36,NA,40,55,88,67,72
1572,r171,Iceland -> All fields -> All S&E,Iceland,All fields,All S&E,,3,0.05,1,1,1,5,2,8,4,12,15,26,NA,19,29,NA,36,33
1572,r172,Iceland -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Iceland,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,0.05,0.05,1,1,4,1,5,3,6,8,17,NA,12,19,NA,25,19
1572,r173,Iceland -> All fields -> All S&E -> Computer sciences,Iceland,All fields,All S&E,Computer sciences,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2,NA,2,2,NA,1,1
1572,r174,Iceland -> All fields -> All S&E -> Agricultural sciences,Iceland,All fields,All S&E,Agricultural sciences,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,NA,0.05,0.05,NA,0.05,1
1572,r175,Iceland -> All fields -> All S&E -> Social and behavioral sciences,Iceland,All fields,All S&E,Social and behavioral sciences,4,0.05,1,0.05,0.05,1,0.05,1,1,1,4,0.05,NA,2,5,NA,3,3
1572,r176,Iceland -> All fields -> All S&E -> Engineering,Iceland,All fields,All S&E,Engineering,4,0.05,0.05,0.05,0.05,0.05,1,2,0.05,5,3,6,NA,3,3,NA,7,9
1572,r177,India,India,,,,1,,,,,,,,,,,,,,,,,
1572,r178,India -> All fields,India,All fields,,,2,11296,11544,11974,13733,17853,17898,18730,NA,NA,NA,NA,21544,23630,NA,21830,22528,25095
1572,r179,India -> All fields -> All S&E,India,All fields,All S&E,,3,5541,5504,5637,6471,7636,7537,7982,NA,NA,NA,NA,13782,14658,NA,13144,13845,15967
1572,r180,India -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,India,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,3885,3727,3955,4497,5612,5549,5625,NA,NA,NA,NA,5442,4381,NA,5721,5987,7030
1572,r181,India -> All fields -> All S&E -> Computer sciences,India,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,291,NA,321,333,507
1572,r182,India -> All fields -> All S&E -> Agricultural sciences,India,All fields,All S&E,Agricultural sciences,4,933,999,948,1195,1142,1020,1299,NA,NA,NA,NA,1804,3203,NA,1545,1889,2375
1572,r183,India -> All fields -> All S&E -> Social and behavioral sciences,India,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4215,4597,NA,2960,2949,3190
1572,r184,India -> All fields -> All S&E -> Engineering,India,All fields,All S&E,Engineering,4,723,778,734,779,882,968,1058,NA,NA,NA,NA,2081,2186,NA,2597,2687,2865
1572,r185,Indonesia,Indonesia,,,,1,,,,,,,,,,,,,,,,,
1572,r186,Indonesia -> All fields,Indonesia,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260,3911,4104,NA,3591,5363,3838
1572,r187,Indonesia -> All fields -> All S&E,Indonesia,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,1309,NA
1572,r188,Indonesia -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Indonesia,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,95,NA
1572,r189,Indonesia -> All fields -> All S&E -> Computer sciences,Indonesia,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,25,NA
1572,r190,Indonesia -> All fields -> All S&E -> Agricultural sciences,Indonesia,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,357,NA
1572,r191,Indonesia -> All fields -> All S&E -> Social and behavioral sciences,Indonesia,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,676,NA
1572,r192,Indonesia -> All fields -> All S&E -> Engineering,Indonesia,All fields,All S&E,Engineering,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,156,NA
1572,r193,Ireland,Ireland,,,,1,,,,,,,,,,,,,,,,,
1572,r194,Ireland -> All fields,Ireland,All fields,,,2,501,572,520,668,683,810,979,1035,1090,1211,1222,1447,1447,1532,1738,1749,1429
1572,r195,Ireland -> All fields -> All S&E,Ireland,All fields,All S&E,,3,328,416,354,441,423,483,178,174,175,766,699,791,842,849,833,1069,856
1572,r196,Ireland -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Ireland,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,221,274,229,290,237,250,NA,NA,NA,381,323,369,384,385,423,502,369
1572,r197,Ireland -> All fields -> All S&E -> Computer sciences,Ireland,All fields,All S&E,Computer sciences,4,12,19,15,14,28,53,NA,NA,NA,86,71,83,128,76,106,85,86
1572,r198,Ireland -> All fields -> All S&E -> Agricultural sciences,Ireland,All fields,All S&E,Agricultural sciences,4,17,19,12,19,21,23,23,23,30,23,37,15,15,40,20,32,23
1572,r199,Ireland -> All fields -> All S&E -> Social and behavioral sciences,Ireland,All fields,All S&E,Social and behavioral sciences,4,29,41,26,41,29,54,NA,NA,NA,93,86,120,111,130,127,222,180
1572,r200,Ireland -> All fields -> All S&E -> Engineering,Ireland,All fields,All S&E,Engineering,4,49,63,72,77,108,103,155,151,145,183,182,204,204,218,157,228,198
1572,r201,Israel,Israel,,,,1,,,,,,,,,,,,,,,,,
1572,r202,Israel -> All fields,Israel,All fields,,,2,688,859,863,999,1135,1206,1210,1288,1427,1373,1534,1530,1586,1541,1546,1617,1570
1572,r203,Israel -> All fields -> All S&E,Israel,All fields,All S&E,,3,497,598,599,688,715,764,743,796,918,865,980,1025,1027,1040,1113,1203,1151
1572,r204,Israel -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Israel,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,329,409,391,477,483,486,465,475,512,484,558,600,597,617,707,739,680
1572,r205,Israel -> All fields -> All S&E -> Computer sciences,Israel,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,57,69,72,75,57,57,57,63,74,62
1572,r206,Israel -> All fields -> All S&E -> Agricultural sciences,Israel,All fields,All S&E,Agricultural sciences,4,23,33,44,20,31,33,37,38,25,26,32,41,36,36,25,40,23
1572,r207,Israel -> All fields -> All S&E -> Social and behavioral sciences,Israel,All fields,All S&E,Social and behavioral sciences,4,68,96,109,111,114,159,143,133,177,151,187,177,190,190,183,203,210
1572,r208,Israel -> All fields -> All S&E -> Engineering,Israel,All fields,All S&E,Engineering,4,77,60,55,80,87,86,98,93,135,132,128,150,147,140,135,147,176
1572,r209,Italy,Italy,,,,1,,,,,,,,,,,,,,,,,
1572,r210,Italy -> All fields,Italy,All fields,,,2,3557,4044,3977,4456,6351,8466,9604,10188,NA,NA,NA,11270,11458,10687,10678,10485,9803
1572,r211,Italy -> All fields -> All S&E,Italy,All fields,All S&E,,3,1777,2100,1958,2760,3942,5075,5758,6107,NA,NA,NA,6409,6294,6131,6185,5976,5656
1572,r212,Italy -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Italy,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,759,821,818,1274,1867,2271,2430,2531,NA,NA,NA,2531,2569,2502,2571,2569,2346
1572,r213,Italy -> All fields -> All S&E -> Computer sciences,Italy,All fields,All S&E,Computer sciences,4,0.05,0.05,0.05,33,64,66,105,149,NA,NA,NA,140,124,135,134,664,477
1572,r214,Italy -> All fields -> All S&E -> Agricultural sciences,Italy,All fields,All S&E,Agricultural sciences,4,209,350,342,306,384,496,566,669,NA,NA,NA,684,688,650,619,622,499
1572,r215,Italy -> All fields -> All S&E -> Social and behavioral sciences,Italy,All fields,All S&E,Social and behavioral sciences,4,92,121,60,294,450,703,830,799,NA,NA,NA,971,877,810,808,523,538
1572,r216,Italy -> All fields -> All S&E -> Engineering,Italy,All fields,All S&E,Engineering,4,717,808,738,853,1177,1539,1827,1959,NA,NA,NA,2083,2036,2034,2053,1598,1796
1572,r217,Japan<sup>b</sup>,Japan<sup>b</sup>,,,,1,,,,,,,,,,,,,,,,,
1572,r218,Japan<sup>b</sup> -> All fields,Japan<sup>b</sup>,All fields,,,2,15357,16078,16183,16314,16909,16851,17396,17291,16735,15872,16760,15911,15902,15427,15045,15714,15804
1572,r219,Japan<sup>b</sup> -> All fields -> All S&E,Japan<sup>b</sup>,All fields,All S&E,,3,7089,7401,7461,7581,7912,7658,8122,8017,7761,7396,7470,7100,7100,6791,6743,7540,7391
1572,r220,Japan<sup>b</sup> -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Japan<sup>b</sup>,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,1579,1586,1602,1651,1679,1543,1633,1686,1525,1480,1534,1436,1394,1423,1377,2359,2316
1572,r221,Japan<sup>b</sup> -> All fields -> All S&E -> Computer sciences,Japan<sup>b</sup>,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,r222,Japan<sup>b</sup> -> All fields -> All S&E -> Agricultural sciences,Japan<sup>b</sup>,All fields,All S&E,Agricultural sciences,4,1147,1241,1248,1258,1348,1257,1321,1233,1222,1170,1233,1046,1059,1062,941,911,881
1572,r223,Japan<sup>b</sup> -> All fields -> All S&E -> Social and behavioral sciences,Japan<sup>b</sup>,All fields,All S&E,Social and behavioral sciences,4,563,610,656,751,808,943,973,1025,1060,988,1010,1019,1011,850,887,776,754
1572,r224,Japan<sup>b</sup> -> All fields -> All S&E -> Engineering,Japan<sup>b</sup>,All fields,All S&E,Engineering,4,3800,3964,3955,3921,4077,3915,4195,4073,3954,3758,3693,3599,3636,3456,3538,3494,3440
1572,r225,Latvia,Latvia,,,,1,,,,,,,,,,,,,,,,,
1572,r226,Latvia -> All fields,Latvia,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,315,264,255,197
1572,r227,Latvia -> All fields -> All S&E,Latvia,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,173,164,146,116
1572,r228,Latvia -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Latvia,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,51,34,54,45
1572,r229,Latvia -> All fields -> All S&E -> Computer sciences,Latvia,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,17,12,9,8
1572,r230,Latvia -> All fields -> All S&E -> Agricultural sciences,Latvia,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,9,1,6
1572,r231,Latvia -> All fields -> All S&E -> Social and behavioral sciences,Latvia,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,37,28,23
1572,r232,Latvia -> All fields -> All S&E -> Engineering,Latvia,All fields,All S&E,Engineering,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,72,54,34
1572,r233,Lithuania,Lithuania,,,,1,,,,,,,,,,,,,,,,,
1572,r234,Lithuania -> All fields,Lithuania,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,411,417,324
1572,r235,Lithuania -> All fields -> All S&E,Lithuania,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,262,246,187
1572,r236,Lithuania -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Lithuania,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,84,92,62
1572,r237,Lithuania -> All fields -> All S&E -> Computer sciences,Lithuania,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,8,6
1572,r238,Lithuania -> All fields -> All S&E -> Agricultural sciences,Lithuania,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23,16,18
1572,r239,Lithuania -> All fields -> All S&E -> Social and behavioral sciences,Lithuania,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,47,45,44
1572,r240,Lithuania -> All fields -> All S&E -> Engineering,Lithuania,All fields,All S&E,Engineering,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,97,85,57
1572,r241,Luxembourg,Luxembourg,,,,1,,,,,,,,,,,,,,,,,
1572,r242,Luxembourg -> All fields,Luxembourg,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,57,64,82,107,107
1572,r243,Luxembourg -> All fields -> All S&E,Luxembourg,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,45,55,74,78
1572,r244,Luxembourg -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Luxembourg,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,17,24,26
1572,r245,Luxembourg -> All fields -> All S&E -> Computer sciences,Luxembourg,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,16,28,19
1572,r246,Luxembourg -> All fields -> All S&E -> Agricultural sciences,Luxembourg,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.05,0.05
1572,r247,Luxembourg -> All fields -> All S&E -> Social and behavioral sciences,Luxembourg,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,14,15,19
1572,r248,Luxembourg -> All fields -> All S&E -> Engineering,Luxembourg,All fields,All S&E,Engineering,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,14
1572,r249,Malta,Malta,,,,1,,,,,,,,,,,,,,,,,
1572,r250,Malta -> All fields,Malta,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,30,37
1572,r251,Malta -> All fields -> All S&E,Malta,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,15,19
1572,r252,Malta -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Malta,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,10
1572,r253,Malta -> All fields -> All S&E -> Computer sciences,Malta,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05,0.05,1
1572,r254,Malta -> All fields -> All S&E -> Agricultural sciences,Malta,All fields,All S&E,Agricultural sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.05
1572,r255,Malta -> All fields -> All S&E -> Social and behavioral sciences,Malta,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.05,3,2
1572,r256,Malta -> All fields -> All S&E -> Engineering,Malta,All fields,All S&E,Engineering,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,6,6
1572,r257,Mexico,Mexico,,,,1,,,,,,,,,,,,,,,,,
1572,r258,Mexico -> All fields,Mexico,All fields,,,2,1036,1496,1801,1230,2325,2432,2800,2950,3498,4099,4167,3795,5119,5013,5782,6050,9268
1572,r259,Mexico -> All fields -> All S&E,Mexico,All fields,All S&E,,3,611,849,1106,849,1412,1379,1529,1651,1687,1875,2015,1672,2223,2213,2365,2560,2654
1572,r260,Mexico -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Mexico,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,201,362,412,276,514,483,500,553,545,695,890,608,756,720,753,758,792
1572,r261,Mexico -> All fields -> All S&E -> Computer sciences,Mexico,All fields,All S&E,Computer sciences,4,37,36,15,30,37,48,26,26,48,47,26,22,30,47,65,64,65
1572,r262,Mexico -> All fields -> All S&E -> Agricultural sciences,Mexico,All fields,All S&E,Agricultural sciences,4,146,162,107,173,218,207,226,248,178,200,104,101,218,133,148,183,233
1572,r263,Mexico -> All fields -> All S&E -> Social and behavioral sciences,Mexico,All fields,All S&E,Social and behavioral sciences,4,140,166,424,185,382,397,527,543,576,628,588,534,617,680,617,672,848
1572,r264,Mexico -> All fields -> All S&E -> Engineering,Mexico,All fields,All S&E,Engineering,4,87,123,148,185,261,244,250,281,340,305,407,407,602,633,782,883,716
1572,r265,Netherlands,Netherlands,,,,1,,,,,,,,,,,,,,,,,
1572,r266,Netherlands -> All fields,Netherlands,All fields,,,2,NA,2533,2556,2584,2679,2879,2993,3160,3214,3301,3736,3715,4040,4321,4528,4663,NA
1572,r267,Netherlands -> All fields -> All S&E,Netherlands,All fields,All S&E,,3,NA,1524,1523,1019,1552,778,785,815,852,823,946,949,1232,1730,1790,NA,NA
1572,r268,Netherlands -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Netherlands,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,530,489,NA,499,NA,NA,NA,NA,NA,NA,NA,NA,642,626,NA,NA
1572,r269,Netherlands -> All fields -> All S&E -> Computer sciences,Netherlands,All fields,All S&E,Computer sciences,4,NA,0.05,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,r270,Netherlands -> All fields -> All S&E -> Agricultural sciences,Netherlands,All fields,All S&E,Agricultural sciences,4,NA,229,264,219,259,221,250,266,289,222,237,230,213,280,340,NA,NA
1572,r271,Netherlands -> All fields -> All S&E -> Social and behavioral sciences,Netherlands,All fields,All S&E,Social and behavioral sciences,4,NA,375,326,347,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,r272,Netherlands -> All fields -> All S&E -> Engineering,Netherlands,All fields,All S&E,Engineering,4,NA,390,444,453,483,557,535,549,563,601,709,719,1019,808,824,NA,NA
1572,r273,New Zealand,New Zealand,,,,1,,,,,,,,,,,,,,,,,
1572,r274,New Zealand -> All fields,New Zealand,All fields,,,2,464,487,510,529,623,643,638,756,797,830,987,1109,1062,1288,1414,1332,1296
1572,r275,New Zealand -> All fields -> All S&E,New Zealand,All fields,All S&E,,3,NA,NA,321,326,338,351,350,415,477,495,515,633,631,819,907,851,804
1572,r276,New Zealand -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,New Zealand,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,171,163,205,207,189,222,271,282,262,264,308,353,358,363,348
1572,r277,New Zealand -> All fields -> All S&E -> Computer sciences,New Zealand,All fields,All S&E,Computer sciences,4,NA,NA,13,11,22,15,20,41,44,27,45,50,51,63,70,58,52
1572,r278,New Zealand -> All fields -> All S&E -> Agricultural sciences,New Zealand,All fields,All S&E,Agricultural sciences,4,NA,NA,21,24,1,10,10,16,10,3,6,33,15,37,77,33,39
1572,r279,New Zealand -> All fields -> All S&E -> Social and behavioral sciences,New Zealand,All fields,All S&E,Social and behavioral sciences,4,NA,NA,72,86,67,71,80,68,72,90,108,158,126,188,172,180,180
1572,r280,New Zealand -> All fields -> All S&E -> Engineering,New Zealand,All fields,All S&E,Engineering,4,NA,NA,44,42,43,48,51,68,80,93,94,128,131,178,231,218,185
1572,r281,Norway,Norway,,,,1,,,,,,,,,,,,,,,,,
1572,r282,Norway -> All fields,Norway,All fields,,,2,658,768,740,714,756,838,882,980,1231,1084,1202,1297,1408,1549,1442,1407,1368
1572,r283,Norway -> All fields -> All S&E,Norway,All fields,All S&E,,3,203,227,177,276,137,501,502,563,707,159,507,129,148,850,776,734,732
1572,r284,Norway -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Norway,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,7,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,393,389,376
1572,r285,Norway -> All fields -> All S&E -> Computer sciences,Norway,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,247,242,392,488,NA,432,NA,NA,39,28,23,26
1572,r286,Norway -> All fields -> All S&E -> Agricultural sciences,Norway,All fields,All S&E,Agricultural sciences,4,44,65,74,64,54,67,44,41,46,32,14,22,20,21,33,21,16
1572,r287,Norway -> All fields -> All S&E -> Social and behavioral sciences,Norway,All fields,All S&E,Social and behavioral sciences,4,77,72,76,85,77,63,119,85,128,117,55,100,119,174,166,176,168
1572,r288,Norway -> All fields -> All S&E -> Engineering,Norway,All fields,All S&E,Engineering,4,75,79,25,127,6,124,97,45,45,10,6,7,9,162,156,125,146
1572,r289,Poland,Poland,,,,1,,,,,,,,,,,,,,,,,
1572,r290,Poland -> All fields,Poland,All fields,,,2,NA,4400,4400,5450,5460,5722,5917,6072,5616,5068,3317,3055,3590,3719,3376,3787,3764
1572,r291,Poland -> All fields -> All S&E,Poland,All fields,All S&E,,3,NA,1089,1138,1488,1432,1468,1536,1502,1365,1155,NA,NA,NA,NA,1811,2051,2017
1572,r292,Poland -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Poland,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,850,808
1572,r293,Poland -> All fields -> All S&E -> Computer sciences,Poland,All fields,All S&E,Computer sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,82,59
1572,r294,Poland -> All fields -> All S&E -> Agricultural sciences,Poland,All fields,All S&E,Agricultural sciences,4,NA,410,412,560,524,541,581,457,397,293,NA,NA,NA,NA,227,182,183
1572,r295,Poland -> All fields -> All S&E -> Social and behavioral sciences,Poland,All fields,All S&E,Social and behavioral sciences,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,361,382
1572,r296,Poland -> All fields -> All S&E -> Engineering,Poland,All fields,All S&E,Engineering,4,NA,679,726,928,908,927,955,1045,968,862,NA,NA,NA,NA,561,576,585
1572,r297,Portugal,Portugal,,,,1,,,,,,,,,,,,,,,,,
1572,r298,Portugal -> All fields,Portugal,All fields,,,2,1586,NA,NA,3723,3963,4150,5342,6038,4863,4376,2927,2314,2909,4155,4008,2351,2344
1572,r299,Portugal -> All fields -> All S&E,Portugal,All fields,All S&E,,3,906,NA,NA,1875,2316,2542,3160,3344,3216,1981,1289,1297,1742,2473,2305,1294,1329
1572,r300,Portugal -> All fields -> All S&E -> Physical and biological sciences and mathematics and statistics,Portugal,All fields,All S&E,Physical and biological sciences and mathematics and statistics,4,284,NA,NA,570,822,919,1192,1305,1093,561,404,415,658,820,717,357,430
1572,r301,Portugal -> All fields -> All S&E -> Computer sciences,Portugal,All fields,All S&E,Computer sciences,4,51,NA,NA,75,211,239,321,283,342,87,45,34,69,111,157,88,72
1572,r302,Portugal -> All fields -> All S&E -> Agricultural sciences,Portugal,All fields,All S&E,Agricultural sciences,4,38,NA,NA,79,68,71,102,86,85,46,45,36,31,49,50,43,42
1572,r303,Portugal -> All fields -> All S&E -> Social and behavioral sciences,Portugal,All fields,All S&E,Social and behavioral sciences,4,244,NA,NA,629,636,703,824,961,859,695,396,313,403,593,535,315,286
1572,r304,Portugal -> All fields -> All S&E -> Engineering,Portugal,All fields,All S&E,Engineering,4,289,NA,NA,522,579,610,721,709,837,592,399,499,581,900,846,491,499
1572,r305,Romania,Romania,,,,1,,,,,,,,,,,,,,,,,
1572,r306,Romania -> All fields,Romania,All fields,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,3777,3992,2260
1572,r307,Romania -> All fields -> All S&E,Romania,All fields,All S&E,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,1982,2038,1070
