table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total,field_asian_number,field_asian_percent,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_percent,field_black_or_african_american_number,field_black_or_african_american_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_white_number,field_white_percent,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_percent,field_more_than_one_race_number,field_more_than_one_race_percent
4396,r115,Non-S&E occupations -> Non-S&E precollege teachers -> Prekindergarten and kindergarten,Non-S&E occupations,Non-S&E precollege teachers,Prekindergarten and kindergarten,,3,129,19,14.4,s,s,8,5.9,18,14.2,82,63.9,s,s,s,s
4396,r116,Non-S&E occupations -> Non-S&E precollege teachers -> Elementary,Non-S&E occupations,Non-S&E precollege teachers,Elementary,,3,364,19,5.2,s,s,41,11.3,42,11.5,256,70.4,s,s,4,1.1
4396,r117,Non-S&E occupations -> Non-S&E precollege teachers -> Secondary&#8212;other subjects,Non-S&E occupations,Non-S&E precollege teachers,Secondary&#8212;other subjects,,3,191,s,s,s,s,9,4.5,17,8.8,151,79.0,s,s,2,1.2
4396,r118,Non-S&E occupations -> Non-S&E precollege teachers -> Special education&#8212;primary and secondary,Non-S&E occupations,Non-S&E precollege teachers,Special education&#8212;primary and secondary,,3,166,13,7.9,s,s,16,9.5,23,13.6,109,65.4,s,s,s,s
4396,r119,Non-S&E occupations -> Non-S&E precollege teachers -> Other precollegiate area,Non-S&E occupations,Non-S&E precollege teachers,Other precollegiate area,,3,73,9,12.4,s,s,15,20.1,9,12.1,40,54.1,s,s,s,s
4396,r120,Non-S&E occupations -> Non-S&E postsecondary teachers,Non-S&E occupations,Non-S&E postsecondary teachers,,,2,191,17,8.9,s,s,14,7.6,18,9.5,139,72.6,s,s,2,1.3
4396,r121,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Arts, drama, and music",Non-S&E occupations,Non-S&E postsecondary teachers,"Arts, drama, and music",,3,15,1,s,s,s,s,s,s,s,13,88.7,s,s,s,s
4396,r122,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Business, commerce, and marketing",Non-S&E occupations,Non-S&E postsecondary teachers,"Business, commerce, and marketing",,3,23,6,25.2,s,s,3,15.0,1,3.3,13,56.5,s,s,s,s
4396,r123,Non-S&E occupations -> Non-S&E postsecondary teachers -> Education,Non-S&E occupations,Non-S&E postsecondary teachers,Education,,3,42,2,5.6,s,s,4,9.8,4,8.7,31,73.2,s,s,s,s
4396,r124,Non-S&E occupations -> Non-S&E postsecondary teachers -> English,Non-S&E occupations,Non-S&E postsecondary teachers,English,,3,24,s,s,s,s,s,s,s,s,16,68.0,s,s,s,s
4396,r125,Non-S&E occupations -> Non-S&E postsecondary teachers -> Foreign language,Non-S&E occupations,Non-S&E postsecondary teachers,Foreign language,,3,10,s,s,s,s,s,s,4,36.2,3,34.8,s,s,s,s
4396,r126,Non-S&E occupations -> Non-S&E postsecondary teachers -> History,Non-S&E occupations,Non-S&E postsecondary teachers,History,,3,9,s,s,s,s,s,s,1,16.5,7,80.1,s,s,s,s
4396,r127,Non-S&E occupations -> Non-S&E postsecondary teachers -> Physical education,Non-S&E occupations,Non-S&E postsecondary teachers,Physical education,,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4396,r128,Non-S&E occupations -> Non-S&E postsecondary teachers -> Other postsecondary fields,Non-S&E occupations,Non-S&E postsecondary teachers,Other postsecondary fields,,3,60,s,s,s,s,4,6.3,4,6.3,47,78.1,s,s,1,1.5
4396,r129,Non-S&E occupations -> Social services and related occupations,Non-S&E occupations,Social services and related occupations,,,2,1057,54,5.1,8,0.7,159,15.1,134,12.7,666,63.0,s,s,35,3.3
4396,r130,Non-S&E occupations -> Social services and related occupations -> Clergy and other religious workers,Non-S&E occupations,Social services and related occupations,Clergy and other religious workers,,3,142,13,8.9,s,s,5,3.6,12,8.4,111,78.2,s,s,s,s
4396,r131,"Non-S&E occupations -> Social services and related occupations -> Counselors (e.g., educational, vocational, mental health, substance abuse)",Non-S&E occupations,Social services and related occupations,"Counselors (e.g., educational, vocational, mental health, substance abuse)",,3,457,19,4.3,6,1.3,68,14.9,55,12.0,286,62.6,s,s,22,4.9
4396,r132,Non-S&E occupations -> Social services and related occupations -> Social workers,Non-S&E occupations,Social services and related occupations,Social workers,,3,458,22,4.8,s,s,86,18.8,67,14.6,269,58.8,s,s,13,2.8
4396,r133,Non-S&E occupations -> Sales and marketing occupations,Non-S&E occupations,Sales and marketing occupations,,,2,1444,144,10.0,2,0.1,81,5.6,146,10.1,1032,71.5,s,s,32,2.2
4396,r134,"Non-S&E occupations -> Sales and marketing occupations -> Insurance, securities, real estate, and business services",Non-S&E occupations,Sales and marketing occupations,"Insurance, securities, real estate, and business services",,3,365,31,8.6,s,s,23,6.4,35,9.7,260,71.4,s,s,9,2.5
4396,r135,"Non-S&E occupations -> Sales and marketing occupations -> Sales&#8212;commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",Non-S&E occupations,Sales and marketing occupations,"Sales&#8212;commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",,3,235,10,4.4,s,s,3,1.2,16,6.7,197,84.0,s,s,s,s
4396,r136,"Non-S&E occupations -> Sales and marketing occupations -> Sales&#8212;retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",Non-S&E occupations,Sales and marketing occupations,"Sales&#8212;retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",,3,328,34,10.3,s,s,25,7.6,41,12.6,221,67.3,s,s,7,2.1
4396,r137,Non-S&E occupations -> Sales and marketing occupations -> Other marketing and sales occupations,Non-S&E occupations,Sales and marketing occupations,Other marketing and sales occupations,,3,517,68,13.2,s,s,30,5.8,54,10.4,354,68.4,s,s,10,2.0
4396,r138,"Non-S&E occupations -> Arts, humanities, and related occupations",Non-S&E occupations,"Arts, humanities, and related occupations",,,2,305,24,7.9,s,s,11,3.5,21,7.0,236,77.5,s,s,11,3.8
4396,r139,"Non-S&E occupations -> Arts, humanities, and related occupations -> Writers, editors, public relations specialists, artists, entertainers, broadcasters",Non-S&E occupations,"Arts, humanities, and related occupations","Writers, editors, public relations specialists, artists, entertainers, broadcasters",,3,302,24,7.9,s,s,11,3.6,21,7.1,234,77.4,s,s,11,3.8
4396,r140,"Non-S&E occupations -> Arts, humanities, and related occupations -> Historians",Non-S&E occupations,"Arts, humanities, and related occupations",Historians,,3,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4396,r141,Non-S&E occupations -> Other non-S&E occupations,Non-S&E occupations,Other non-S&E occupations,,,2,3810,347,9.1,9,0.2,389,10.2,453,11.9,2493,65.4,8,0.2,110,2.9
4396,r142,Non-S&E occupations -> Other non-S&E occupations -> Accounting clerks and bookkeepers,Non-S&E occupations,Other non-S&E occupations,Accounting clerks and bookkeepers,,3,214,28,13.2,s,s,8,3.8,24,11.4,152,70.7,s,s,1,0.6
4396,r143,"Non-S&E occupations -> Other non-S&E occupations -> Secretaries, receptionists, typists",Non-S&E occupations,Other non-S&E occupations,"Secretaries, receptionists, typists",,3,223,22,9.7,s,s,25,11.0,26,11.5,146,65.4,s,s,5,2.2
4396,r144,"Non-S&E occupations -> Other non-S&E occupations -> Other administrative (e.g., record clerks, telephone operators)",Non-S&E occupations,Other non-S&E occupations,"Other administrative (e.g., record clerks, telephone operators)",,3,633,70,11.1,s,s,96,15.2,107,16.9,322,50.8,s,s,32,5.1
4396,r145,"Non-S&E occupations -> Other non-S&E occupations -> Farmers, foresters, and fishermen",Non-S&E occupations,Other non-S&E occupations,"Farmers, foresters, and fishermen",,3,116,1,0.9,s,s,2,1.7,5,4.1,104,89.4,s,s,4,s
4396,r146,"Non-S&E occupations -> Other non-S&E occupations -> Lawyers, judges",Non-S&E occupations,Other non-S&E occupations,"Lawyers, judges",,3,614,38,6.2,s,s,38,6.2,50,8.2,471,76.8,s,s,14,2.3
4396,r147,"Non-S&E occupations -> Other non-S&E occupations -> Librarians, archivists, curators",Non-S&E occupations,Other non-S&E occupations,"Librarians, archivists, curators",,3,85,10,11.7,s,s,7,7.7,4,5.2,59,69.4,s,s,s,s
4396,r148,"Non-S&E occupations -> Other non-S&E occupations -> Food preparation and service (e.g., cooks, waitresses, bartenders)",Non-S&E occupations,Other non-S&E occupations,"Food preparation and service (e.g., cooks, waitresses, bartenders)",,3,226,s,s,s,s,16,7.3,27,12.2,133,59.0,s,s,4,1.9
4396,r149,"Non-S&E occupations -> Other non-S&E occupations -> Protective services (e.g., firefighters, police, guards, wardens, park rangers)",Non-S&E occupations,Other non-S&E occupations,"Protective services (e.g., firefighters, police, guards, wardens, park rangers)",,3,185,13,6.9,s,s,24,13.1,21,11.6,121,65.1,s,s,5,2.9
4396,r150,"Non-S&E occupations -> Other non-S&E occupations -> Other service occupations, except health (e.g., probation officer, human services work)",Non-S&E occupations,Other non-S&E occupations,"Other service occupations, except health (e.g., probation officer, human services work)",,3,477,33,7.0,s,s,65,13.6,70,14.6,299,62.6,s,s,8,1.6
4396,r151,"Non-S&E occupations -> Other non-S&E occupations -> Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",Non-S&E occupations,Other non-S&E occupations,"Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",,3,239,31,12.9,s,s,30,12.7,29,12.0,141,59.0,s,s,7,3.1
4396,r152,Non-S&E occupations -> Other non-S&E occupations -> Construction and extraction occupations,Non-S&E occupations,Other non-S&E occupations,Construction and extraction occupations,,3,58,s,s,s,s,6,11.1,9,16.0,37,63.5,s,s,1,s
4396,r153,"Non-S&E occupations -> Other non-S&E occupations -> Installation, maintenance, and repair occupations",Non-S&E occupations,Other non-S&E occupations,"Installation, maintenance, and repair occupations",,3,113,6,5.7,s,s,8,6.8,21,18.5,77,68.3,s,s,s,s
4396,r154,"Non-S&E occupations -> Other non-S&E occupations -> Precision or production occupations (e.g., metal or wood workers, butchers, bakers, assemblers, tailors)",Non-S&E occupations,Other non-S&E occupations,"Precision or production occupations (e.g., metal or wood workers, butchers, bakers, assemblers, tailors)",,3,157,16,10.3,s,s,17,10.9,13,8.2,110,69.7,s,s,s,s
4396,r155,Non-S&E occupations -> Other non-S&E occupations -> Transportation and material moving occupations,Non-S&E occupations,Other non-S&E occupations,Transportation and material moving occupations,,3,249,19,7.5,s,s,28,11.3,21,8.3,174,69.8,s,s,7,2.6
4396,r156,Non-S&E occupations -> Other non-S&E occupations -> Other occupations,Non-S&E occupations,Other non-S&E occupations,Other occupations,,3,221,12,5.3,s,s,18,8.4,26,11.6,150,67.9,s,s,15,6.6
