table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total_number,field_total_median_salary_,field_asian_number,field_asian_median_salary_,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_median_salary_,field_black_or_african_american_number,field_black_or_african_american_median_salary_,field_hispanic_or_latino_number,field_hispanic_or_latino_median_salary_,field_white_number,field_white_median_salary_,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_median_salary_,field_more_than_one_race_number,field_more_than_one_race_median_salary_
4403,r118,Non-S&E occupations -> Non-S&E precollege teachers,Non-S&E occupations,Non-S&E precollege teachers,,,2,304,45000,24,26000,s,s,42,45000,33,47000,201,47000,s,s,3,44000
4403,r119,Non-S&E occupations -> Non-S&E precollege teachers -> Prekindergarten and kindergarten,Non-S&E occupations,Non-S&E precollege teachers,Prekindergarten and kindergarten,,3,61,28000,s,s,s,s,4,34000,9,27000,41,31000,s,s,s,s
4403,r120,Non-S&E occupations -> Non-S&E precollege teachers -> Elementary,Non-S&E occupations,Non-S&E precollege teachers,Elementary,,3,129,46000,9,s,s,s,22,32000,6,54000,91,47000,s,s,s,s
4403,r121,Non-S&E occupations -> Non-S&E precollege teachers -> Secondary&#8212;other subjects,Non-S&E occupations,Non-S&E precollege teachers,Secondary&#8212;other subjects,,3,53,45000,s,s,s,s,s,s,s,s,42,42000,s,s,s,s
4403,r122,Non-S&E occupations -> Non-S&E precollege teachers -> Special education&#8212;primary and secondary,Non-S&E occupations,Non-S&E precollege teachers,Special education&#8212;primary and secondary,,3,34,64000,3,s,s,s,5,45000,8,72000,18,65000,s,s,s,s
4403,r123,Non-S&E occupations -> Non-S&E precollege teachers -> Other precollegiate area,Non-S&E occupations,Non-S&E precollege teachers,Other precollegiate area,,3,27,49000,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4403,r124,Non-S&E occupations -> Non-S&E postsecondary teachers,Non-S&E occupations,Non-S&E postsecondary teachers,,,2,49,76000,4,82000,s,s,3,81000,3,83000,39,73000,s,s,s,s
4403,r125,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Art, drama, and music",Non-S&E occupations,Non-S&E postsecondary teachers,"Art, drama, and music",,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4403,r126,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Business, commerce, and marketing",Non-S&E occupations,Non-S&E postsecondary teachers,"Business, commerce, and marketing",,3,6,115000,1,83000,s,s,s,s,s,s,4,123000,s,s,s,s
4403,r127,Non-S&E occupations -> Non-S&E postsecondary teachers -> Education,Non-S&E occupations,Non-S&E postsecondary teachers,Education,,3,10,71000,2,s,s,s,s,s,s,s,7,69000,s,s,s,s
4403,r128,Non-S&E occupations -> Non-S&E postsecondary teachers -> English,Non-S&E occupations,Non-S&E postsecondary teachers,English,,3,5,86000,s,s,s,s,s,s,s,s,5,s,s,s,s,s
4403,r129,Non-S&E occupations -> Non-S&E postsecondary teachers -> Foreign language,Non-S&E occupations,Non-S&E postsecondary teachers,Foreign language,,3,3,69000,s,s,s,s,s,s,s,s,2,68000,s,s,s,s
4403,r130,Non-S&E occupations -> Non-S&E postsecondary teachers -> History,Non-S&E occupations,Non-S&E postsecondary teachers,History,,3,3,64000,s,s,s,s,s,s,s,s,3,68000,s,s,s,s
4403,r131,Non-S&E occupations -> Non-S&E postsecondary teachers -> Physical education,Non-S&E occupations,Non-S&E postsecondary teachers,Physical education,,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4403,r132,Non-S&E occupations -> Non-S&E postsecondary teachers -> Other postsecondary fields,Non-S&E occupations,Non-S&E postsecondary teachers,Other postsecondary fields,,3,10,85000,s,s,s,s,s,s,s,s,9,86000,s,s,s,s
4403,r133,Non-S&E occupations -> Social services and related occupations,Non-S&E occupations,Social services and related occupations,,,2,475,45000,16,53000,s,s,73,45000,82,44000,286,45000,s,s,14,49000
4403,r134,Non-S&E occupations -> Social services and related occupations -> Clergy and other religious workers,Non-S&E occupations,Social services and related occupations,Clergy and other religious workers,,3,46,31000,s,s,s,s,s,s,s,s,30,32000,s,s,s,s
4403,r135,"Non-S&E occupations -> Social services and related occupations -> Counselors (e.g., educational, vocational, mental health, substance abuse)",Non-S&E occupations,Social services and related occupations,"Counselors (e.g., educational, vocational, mental health, substance abuse)",,3,194,49000,4,53000,s,s,37,48000,26,56000,113,48000,s,s,11,53000
4403,r136,Non-S&E occupations -> Social services and related occupations -> Social workers,Non-S&E occupations,Social services and related occupations,Social workers,,3,235,42000,7,46000,s,s,36,38000,46,44000,142,41000,s,s,3,45000
4403,r137,Non-S&E occupations -> Sales and marketing occupations,Non-S&E occupations,Sales and marketing occupations,,,2,806,70000,83,60000,1,s,43,60000,87,47000,562,79000,s,s,22,59000
4403,r138,"Non-S&E occupations -> Sales and marketing occupations -> Insurance, securities, real estate, and business services",Non-S&E occupations,Sales and marketing occupations,"Insurance, securities, real estate, and business services",,3,182,69000,16,76000,s,s,12,64000,21,45000,121,80000,s,s,s,s
4403,r139,"Non-S&E occupations -> Sales and marketing occupations -> Sales, commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",Non-S&E occupations,Sales and marketing occupations,"Sales, commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",,3,146,99000,5,66000,s,s,s,s,8,62000,124,99000,s,s,s,s
4403,r140,"Non-S&E occupations -> Sales and marketing occupations -> Sales, retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",Non-S&E occupations,Sales and marketing occupations,"Sales, retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",,3,173,44000,20,39000,s,s,10,40000,24,33000,115,45000,s,s,3,s
4403,r141,Non-S&E occupations -> Sales and marketing occupations -> Other marketing and sales occupations,Non-S&E occupations,Sales and marketing occupations,Other marketing and sales occupations,,3,304,75000,42,80000,s,s,20,55000,34,64000,200,79000,s,s,7,s
4403,r142,"Non-S&E occupations -> Arts, humanities, and related occupations",Non-S&E occupations,"Arts, humanities, and related occupations",,,2,106,57000,11,58000,s,s,7,s,4,53000,81,60000,s,s,3,74000
4403,r143,"Non-S&E occupations -> Arts, humanities, and related occupations -> Writers, editors, public relations specialists, artists, entertainers, broadcasters",Non-S&E occupations,"Arts, humanities, and related occupations","Writers, editors, public relations specialists, artists, entertainers, broadcasters",,3,105,58000,10,60000,s,s,7,s,4,53000,80,59000,s,s,3,74000
4403,r144,"Non-S&E occupations -> Arts, humanities, and related occupations -> Historians",Non-S&E occupations,"Arts, humanities, and related occupations",Historians,,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4403,r145,Non-S&E occupations -> Other non-S&E occupations,Non-S&E occupations,Other non-S&E occupations,,,2,1674,47000,151,50000,1,36000,171,44000,201,40000,1098,50000,4,62000,49,41000
4403,r146,Non-S&E occupations -> Other non-S&E occupations -> Accounting clerks and bookkeepers,Non-S&E occupations,Other non-S&E occupations,Accounting clerks and bookkeepers,,3,111,41000,18,44000,s,s,2,36000,14,37000,77,42000,s,s,s,s
4403,r147,"Non-S&E occupations -> Other non-S&E occupations -> Secretaries, receptionists, typists",Non-S&E occupations,Other non-S&E occupations,"Secretaries, receptionists, typists",,3,102,37000,14,67000,s,s,11,36000,14,32000,59,36000,s,s,4,41000
4403,r148,"Non-S&E occupations -> Other non-S&E occupations -> Other administrative (e.g., record clerks, telephone operators)",Non-S&E occupations,Other non-S&E occupations,"Other administrative (e.g., record clerks, telephone operators)",,3,352,46000,36,43000,s,s,57,44000,46,48000,191,48000,s,s,21,31000
4403,r149,"Non-S&E occupations -> Other non-S&E occupations -> Farmers, foresters, and fishermen",Non-S&E occupations,Other non-S&E occupations,"Farmers, foresters, and fishermen",,3,81,45000,1,s,s,s,2,s,s,s,72,45000,s,s,s,s
4403,r150,"Non-S&E occupations -> Other non-S&E occupations -> Lawyers, judges",Non-S&E occupations,Other non-S&E occupations,"Lawyers, judges",,3,53,84000,4,131000,s,s,s,s,6,50000,31,98000,s,s,s,s
4403,r151,"Non-S&E occupations -> Other non-S&E occupations -> Librarians, archivists, curators",Non-S&E occupations,Other non-S&E occupations,"Librarians, archivists, curators",,3,18,33000,s,s,s,s,2,47000,1,s,14,33000,s,s,s,s
4403,r152,"Non-S&E occupations -> Other non-S&E occupations -> Food preparation and service (e.g., cooks, waitresses, bartenders)",Non-S&E occupations,Other non-S&E occupations,"Food preparation and service (e.g., cooks, waitresses, bartenders)",,3,89,30000,9,33000,s,s,4,s,7,s,68,30000,s,s,s,s
4403,r153,"Non-S&E occupations -> Other non-S&E occupations -> Protective services (e.g., firefighters, police, guards, wardens, park rangers)",Non-S&E occupations,Other non-S&E occupations,"Protective services (e.g., firefighters, police, guards, wardens, park rangers)",,3,125,65000,8,78000,s,s,15,51000,15,66000,83,65000,s,s,5,s
4403,r154,"Non-S&E occupations -> Other non-S&E occupations -> Other service occupations, except health (e.g., probation officer, human services work)",Non-S&E occupations,Other non-S&E occupations,"Other service occupations, except health (e.g., probation officer, human services work)",,3,212,44000,13,41000,s,s,26,37000,29,38000,141,45000,s,s,3,46000
4403,r155,"Non-S&E occupations -> Other non-S&E occupations -> Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",Non-S&E occupations,Other non-S&E occupations,"Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",,3,67,54000,10,92000,s,s,6,34000,10,46000,39,70000,s,s,s,s
4403,r156,Non-S&E occupations -> Other non-S&E occupations -> Construction and extraction occupations,Non-S&E occupations,Other non-S&E occupations,Construction and extraction occupations,,3,36,75000,s,s,s,s,s,s,6,s,24,74000,s,s,s,s
4403,r157,"Non-S&E occupations -> Other non-S&E occupations -> Installation, maintenance, and repair occupations",Non-S&E occupations,Other non-S&E occupations,"Installation, maintenance, and repair occupations",,3,71,68000,4,46000,s,s,7,51000,17,34000,42,74000,s,s,s,s
4403,r158,"Non-S&E occupations -> Other non-S&E occupations -> Precision or production occupations (metal or wood workers, butchers, bakers, assemblers, tailors)",Non-S&E occupations,Other non-S&E occupations,"Precision or production occupations (metal or wood workers, butchers, bakers, assemblers, tailors)",,3,99,35000,13,34000,s,s,7,35000,4,41000,74,34000,s,s,s,s
4403,r159,Non-S&E occupations -> Other non-S&E occupations -> Transportation and material moving occupations,Non-S&E occupations,Other non-S&E occupations,Transportation and material moving occupations,,3,135,56000,9,47000,s,s,11,40000,13,s,99,59000,s,s,4,s
4403,r160,Non-S&E occupations -> Other non-S&E occupations -> Other occupations,Non-S&E occupations,Other non-S&E occupations,Other occupations,,3,122,52000,8,109000,s,s,12,s,15,s,86,51000,s,s,s,s
