table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nrc,field_nsf,field_ssa,field_usda
11224,r176,All states and outlying areas -> District of Columbia -> U. District of Columbia,All states and outlying areas,District of Columbia,U. District of Columbia,3,0,0,0,0,375,0,0,2998,0,950
11224,r177,All states and outlying areas -> District of Columbia -> Universities Research Association,All states and outlying areas,District of Columbia,Universities Research Association,3,0,0,0,0,0,0,0,96,0,0
11224,r178,All states and outlying areas -> Florida,All states and outlying areas,Florida,,2,2227,10094,11181,0,638885,33960,200,198505,125,50840
11224,r179,All states and outlying areas -> Florida -> Barry U.,All states and outlying areas,Florida,Barry U.,3,0,0,0,0,0,0,0,173,0,0
11224,r180,All states and outlying areas -> Florida -> Broward C.,All states and outlying areas,Florida,Broward C.,3,0,0,0,0,0,0,0,65,0,0
11224,r181,All states and outlying areas -> Florida -> Embry-Riddle Aeronautical U.,All states and outlying areas,Florida,Embry-Riddle Aeronautical U.,3,0,10094,0,0,0,1437,0,3074,0,0
11224,r182,All states and outlying areas -> Florida -> Florida A&M U.,All states and outlying areas,Florida,Florida A&M U.,3,0,0,0,0,5841,0,0,5820,0,8108
11224,r183,All states and outlying areas -> Florida -> Florida Atlantic U.,All states and outlying areas,Florida,Florida Atlantic U.,3,0,0,0,0,7251,452,0,5705,0,2597
11224,r184,All states and outlying areas -> Florida -> Florida Gulf Coast U.,All states and outlying areas,Florida,Florida Gulf Coast U.,3,0,0,0,0,27,70,0,710,0,0
11224,r185,All states and outlying areas -> Florida -> Florida Institute of Technology,All states and outlying areas,Florida,Florida Institute of Technology,3,0,0,0,0,434,1288,0,1017,0,0
11224,r186,All states and outlying areas -> Florida -> Florida International U.,All states and outlying areas,Florida,Florida International U.,3,1937,0,426,0,41534,883,0,17490,0,911
11224,r187,All states and outlying areas -> Florida -> Florida Memorial U.,All states and outlying areas,Florida,Florida Memorial U.,3,0,0,0,0,0,0,0,50,0,0
11224,r188,All states and outlying areas -> Florida -> Florida Polytechnic U.,All states and outlying areas,Florida,Florida Polytechnic U.,3,0,0,0,0,0,0,0,175,0,0
11224,r189,All states and outlying areas -> Florida -> Florida State C. at Jacksonville,All states and outlying areas,Florida,Florida State C. at Jacksonville,3,0,0,0,0,0,0,0,528,0,0
11224,r190,All states and outlying areas -> Florida -> Florida State U.,All states and outlying areas,Florida,Florida State U.,3,0,0,3832,0,36094,3362,0,57496,125,993
11224,r191,All states and outlying areas -> Florida -> Hillsborough Community C.,All states and outlying areas,Florida,Hillsborough Community C.,3,0,0,0,0,0,0,0,285,0,0
11224,r192,All states and outlying areas -> Florida -> Indian River State C.,All states and outlying areas,Florida,Indian River State C.,3,0,0,0,0,0,0,0,547,0,0
11224,r193,All states and outlying areas -> Florida -> Jacksonville U.,All states and outlying areas,Florida,Jacksonville U.,3,0,0,0,0,0,0,0,65,0,0
11224,r194,All states and outlying areas -> Florida -> Miami Dade C.,All states and outlying areas,Florida,Miami Dade C.,3,0,0,0,0,0,0,0,449,0,0
11224,r195,All states and outlying areas -> Florida -> Nova Southeastern U.,All states and outlying areas,Florida,Nova Southeastern U.,3,0,0,0,0,2606,0,0,1298,0,118
11224,r196,All states and outlying areas -> Florida -> Rollins C.,All states and outlying areas,Florida,Rollins C.,3,0,0,0,0,0,0,0,261,0,0
11224,r197,All states and outlying areas -> Florida -> Santa Fe C.,All states and outlying areas,Florida,Santa Fe C.,3,0,0,0,0,0,0,0,114,0,0
11224,r198,All states and outlying areas -> Florida -> Stetson U.,All states and outlying areas,Florida,Stetson U.,3,0,0,0,0,0,0,0,50,0,0
11224,r199,All states and outlying areas -> Florida -> U. Central Florida,All states and outlying areas,Florida,U. Central Florida,3,289,0,500,0,11457,7981,200,24835,0,0
11224,r200,All states and outlying areas -> Florida -> U. Florida,All states and outlying areas,Florida,U. Florida,3,0,0,2524,0,243643,12816,0,46007,0,37062
11224,r201,All states and outlying areas -> Florida -> U. Miami,All states and outlying areas,Florida,U. Miami,3,0,0,920,0,187488,3378,0,14694,0,929
11224,r202,All states and outlying areas -> Florida -> U. North Florida,All states and outlying areas,Florida,U. North Florida,3,0,0,0,0,102,50,0,402,0,0
11224,r203,"All states and outlying areas -> Florida -> U. South Florida, Tampa",All states and outlying areas,Florida,"U. South Florida, Tampa",3,0,0,2978,0,102407,2173,0,16761,0,122
11224,r204,"All states and outlying areas -> Florida -> U. Tampa, The",All states and outlying areas,Florida,"U. Tampa, The",3,0,0,0,0,0,71,0,0,0,0
11224,r205,All states and outlying areas -> Florida -> U. West Florida,All states and outlying areas,Florida,U. West Florida,3,0,0,0,0,0,0,0,436,0,0
11224,r206,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,,2,0,867,2705,3100,796462,22287,0,134599,37,47395
11224,r207,All states and outlying areas -> Georgia -> Albany State U.,All states and outlying areas,Georgia,Albany State U.,3,0,0,0,0,0,0,0,1227,0,0
11224,r208,All states and outlying areas -> Georgia -> Augusta U.,All states and outlying areas,Georgia,Augusta U.,3,0,0,0,0,53318,82,0,1764,0,0
11224,r209,All states and outlying areas -> Georgia -> Berry C.,All states and outlying areas,Georgia,Berry C.,3,0,0,0,0,0,0,0,412,0,0
11224,r210,All states and outlying areas -> Georgia -> Clark Atlanta U.,All states and outlying areas,Georgia,Clark Atlanta U.,3,0,0,0,0,2474,0,0,5257,0,45
11224,r211,All states and outlying areas -> Georgia -> Emory U.,All states and outlying areas,Georgia,Emory U.,3,0,867,0,1600,543161,554,0,6348,0,304
11224,r212,All states and outlying areas -> Georgia -> Fort Valley State U.,All states and outlying areas,Georgia,Fort Valley State U.,3,0,0,0,0,0,0,0,350,0,10666
11224,r213,All states and outlying areas -> Georgia -> Georgia C. and State U.,All states and outlying areas,Georgia,Georgia C. and State U.,3,0,0,0,0,426,0,0,0,0,0
11224,r214,All states and outlying areas -> Georgia -> Georgia Institute of Technology,All states and outlying areas,Georgia,Georgia Institute of Technology,3,0,0,0,750,50183,19160,0,68131,0,833
11224,r215,All states and outlying areas -> Georgia -> Georgia Southern U.,All states and outlying areas,Georgia,Georgia Southern U.,3,0,0,0,0,0,0,0,1163,0,0
11224,r216,All states and outlying areas -> Georgia -> Georgia State U.,All states and outlying areas,Georgia,Georgia State U.,3,0,0,0,0,45803,700,0,9951,0,0
11224,r217,All states and outlying areas -> Georgia -> Kennesaw State U.,All states and outlying areas,Georgia,Kennesaw State U.,3,0,0,0,0,3680,0,0,3694,0,0
11224,r218,All states and outlying areas -> Georgia -> Mercer U.,All states and outlying areas,Georgia,Mercer U.,3,0,0,0,0,425,0,0,68,0,0
11224,r219,All states and outlying areas -> Georgia -> Morehouse C.,All states and outlying areas,Georgia,Morehouse C.,3,0,0,0,0,0,0,0,5371,0,0
11224,r220,All states and outlying areas -> Georgia -> Morehouse School of Medicine,All states and outlying areas,Georgia,Morehouse School of Medicine,3,0,0,0,0,27699,0,0,841,0,0
11224,r221,"All states and outlying areas -> Georgia -> Savannah C. Art and Design, Savannah",All states and outlying areas,Georgia,"Savannah C. Art and Design, Savannah",3,0,0,0,0,0,198,0,0,0,0
11224,r222,All states and outlying areas -> Georgia -> Savannah State U.,All states and outlying areas,Georgia,Savannah State U.,3,0,0,0,0,482,0,0,285,0,0
11224,r223,All states and outlying areas -> Georgia -> Spelman C.,All states and outlying areas,Georgia,Spelman C.,3,0,0,0,0,1134,0,0,2411,37,0
11224,r224,All states and outlying areas -> Georgia -> U. Georgia,All states and outlying areas,Georgia,U. Georgia,3,0,0,2705,750,67678,1594,0,26750,0,35523
11224,r225,All states and outlying areas -> Georgia -> U. North Georgia,All states and outlying areas,Georgia,U. North Georgia,3,0,0,0,0,0,0,0,576,0,24
11224,r226,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,,2,0,400,0,0,47958,23526,0,38631,0,4475
11224,r227,All states and outlying areas -> Hawaii -> Chaminade U. Honolulu,All states and outlying areas,Hawaii,Chaminade U. Honolulu,3,0,0,0,0,0,0,0,1833,0,0
11224,r228,All states and outlying areas -> Hawaii -> Hawai'i Pacific U.,All states and outlying areas,Hawaii,Hawai'i Pacific U.,3,0,0,0,0,995,0,0,136,0,0
11224,r229,"All states and outlying areas -> Hawaii -> U. Hawaii, Hilo",All states and outlying areas,Hawaii,"U. Hawaii, Hilo",3,0,0,0,0,318,0,0,0,0,298
11224,r230,"All states and outlying areas -> Hawaii -> U. Hawaii, Manoa",All states and outlying areas,Hawaii,"U. Hawaii, Manoa",3,0,0,0,0,46396,0,0,36663,0,914
11224,r231,"All states and outlying areas -> Hawaii -> U. Hawaii, System Office",All states and outlying areas,Hawaii,"U. Hawaii, System Office",3,0,400,0,0,250,23526,0,0,0,3262
11224,r232,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,,2,0,0,0,0,15052,2713,1037,19354,0,16505
11224,r233,All states and outlying areas -> Idaho -> Boise State U.,All states and outlying areas,Idaho,Boise State U.,3,0,0,0,0,6056,909,0,7940,0,1333
11224,r234,All states and outlying areas -> Idaho -> Idaho State U.,All states and outlying areas,Idaho,Idaho State U.,3,0,0,0,0,760,120,0,1527,0,50
11224,r235,All states and outlying areas -> Idaho -> Lewis-Clark State C.,All states and outlying areas,Idaho,Lewis-Clark State C.,3,0,0,0,0,169,0,0,0,0,0
11224,r236,All states and outlying areas -> Idaho -> U. Idaho,All states and outlying areas,Idaho,U. Idaho,3,0,0,0,0,8067,1684,1037,9887,0,15122
11224,r237,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,,2,0,1729,2626,1000,983560,24548,25,282845,184,18680
11224,r238,"All states and outlying areas -> Illinois -> Augustana C., Rock Island",All states and outlying areas,Illinois,"Augustana C., Rock Island",3,0,0,0,0,0,0,0,50,0,0
11224,r239,All states and outlying areas -> Illinois -> Benedictine U.,All states and outlying areas,Illinois,Benedictine U.,3,0,0,0,0,382,0,0,165,0,0
11224,r240,All states and outlying areas -> Illinois -> C. DuPage,All states and outlying areas,Illinois,C. DuPage,3,0,0,0,0,0,0,0,375,0,0
11224,r241,All states and outlying areas -> Illinois -> Chicago State U.,All states and outlying areas,Illinois,Chicago State U.,3,0,0,0,0,111,0,0,475,0,0
11224,r242,All states and outlying areas -> Illinois -> City Colleges of Chicago,All states and outlying areas,Illinois,City Colleges of Chicago,3,0,0,0,0,0,0,0,95,0,0
11224,r243,"All states and outlying areas -> Illinois -> Columbia C., Chicago",All states and outlying areas,Illinois,"Columbia C., Chicago",3,0,0,0,0,0,0,0,187,0,0
11224,r244,All states and outlying areas -> Illinois -> DePaul U.,All states and outlying areas,Illinois,DePaul U.,3,0,0,0,0,1671,513,0,1612,0,0
11224,r245,All states and outlying areas -> Illinois -> Dominican U.,All states and outlying areas,Illinois,Dominican U.,3,0,0,0,0,0,0,0,426,0,0
11224,r246,All states and outlying areas -> Illinois -> Eastern Illinois U.,All states and outlying areas,Illinois,Eastern Illinois U.,3,0,0,0,0,0,0,0,250,0,0
11224,r247,All states and outlying areas -> Illinois -> Elmhurst U.,All states and outlying areas,Illinois,Elmhurst U.,3,0,0,0,0,0,0,0,16,0,0
11224,r248,All states and outlying areas -> Illinois -> Erikson Institute,All states and outlying areas,Illinois,Erikson Institute,3,0,0,179,0,0,0,0,0,0,0
11224,r249,All states and outlying areas -> Illinois -> Illinois C.,All states and outlying areas,Illinois,Illinois C.,3,0,0,0,0,0,0,0,2,0,0
11224,r250,All states and outlying areas -> Illinois -> Illinois Institute of Technology,All states and outlying areas,Illinois,Illinois Institute of Technology,3,0,0,0,0,9746,0,0,4036,0,0
11224,r251,All states and outlying areas -> Illinois -> Illinois State U.,All states and outlying areas,Illinois,Illinois State U.,3,0,0,0,0,959,50,0,3122,0,0
11224,r252,All states and outlying areas -> Illinois -> Illinois Wesleyan U.,All states and outlying areas,Illinois,Illinois Wesleyan U.,3,0,0,0,0,0,0,0,11,0,0
11224,r253,All states and outlying areas -> Illinois -> Lewis and Clark Community C.,All states and outlying areas,Illinois,Lewis and Clark Community C.,3,0,0,0,0,0,0,0,100,0,0
11224,r254,All states and outlying areas -> Illinois -> Lewis U.,All states and outlying areas,Illinois,Lewis U.,3,0,0,0,0,0,0,0,579,0,0
11224,r255,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,0,0,0,0,20524,203,0,2108,0,0
11224,r256,"All states and outlying areas -> Illinois -> Midwestern U., Downers Grove",All states and outlying areas,Illinois,"Midwestern U., Downers Grove",3,0,0,0,0,1341,0,0,0,0,0
11224,r257,All states and outlying areas -> Illinois -> Moraine Valley Community C.,All states and outlying areas,Illinois,Moraine Valley Community C.,3,0,0,0,0,0,0,0,17,0,0
11224,r258,All states and outlying areas -> Illinois -> National Louis U.,All states and outlying areas,Illinois,National Louis U.,3,0,0,0,0,0,0,0,26,0,0
11224,r259,All states and outlying areas -> Illinois -> North Central C.,All states and outlying areas,Illinois,North Central C.,3,0,0,0,0,0,0,0,757,0,0
11224,r260,All states and outlying areas -> Illinois -> North Park U.,All states and outlying areas,Illinois,North Park U.,3,0,0,0,0,0,34,0,0,0,0
11224,r261,All states and outlying areas -> Illinois -> Northeastern Illinois U.,All states and outlying areas,Illinois,Northeastern Illinois U.,3,0,0,0,0,1338,0,0,1123,0,0
11224,r262,All states and outlying areas -> Illinois -> Northern Illinois U.,All states and outlying areas,Illinois,Northern Illinois U.,3,0,0,0,0,303,112,0,2302,0,46
11224,r263,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,0,0,287,0,426767,2177,0,48952,0,0
11224,r264,All states and outlying areas -> Illinois -> Quincy U.,All states and outlying areas,Illinois,Quincy U.,3,0,0,0,0,0,0,0,23,0,0
11224,r265,All states and outlying areas -> Illinois -> Rosalind Franklin U. Medicine and Science,All states and outlying areas,Illinois,Rosalind Franklin U. Medicine and Science,3,0,0,0,0,4713,0,0,0,0,0
11224,r266,All states and outlying areas -> Illinois -> Rush U.,All states and outlying areas,Illinois,Rush U.,3,0,0,818,0,75802,0,0,0,0,0
11224,r267,All states and outlying areas -> Illinois -> Saint Augustine C.,All states and outlying areas,Illinois,Saint Augustine C.,3,0,0,0,0,0,0,0,350,0,0
11224,r268,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,0,0,0,0,6086,0,0,1280,0,0
11224,r269,"All states and outlying areas -> Illinois -> Southern Illinois U., Edwardsville",All states and outlying areas,Illinois,"Southern Illinois U., Edwardsville",3,0,0,0,0,1113,0,0,887,0,245
11224,r270,"All states and outlying areas -> Illinois -> Southern Illinois U., System Office",All states and outlying areas,Illinois,"Southern Illinois U., System Office",3,0,0,0,0,0,281,0,0,0,381
11224,r271,"All states and outlying areas -> Illinois -> Toyota Technological Institute, Chicago",All states and outlying areas,Illinois,"Toyota Technological Institute, Chicago",3,0,0,0,0,0,0,0,1491,0,0
11224,r272,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,0,0,1194,0,211081,9037,0,70307,155,584
11224,r273,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,0,779,148,0,149605,0,0,21089,29,0
11224,r274,"All states and outlying areas -> Illinois -> U. Illinois, University Administration",All states and outlying areas,Illinois,"U. Illinois, University Administration",3,0,950,0,0,0,12141,0,0,0,7507
11224,r275,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,0,0,0,1000,72016,0,25,120535,0,9916
11224,r276,"All states and outlying areas -> Illinois -> Wheaton C., Wheaton",All states and outlying areas,Illinois,"Wheaton C., Wheaton",3,0,0,0,0,0,0,0,96,0,0
11224,r277,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,0,1108,2479,725,334600,11274,680,146301,0,25445
11224,r278,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,0,0,0,0,2375,0,0,2530,0,650
11224,r279,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,0,0,0,0,704,0,0,219,0,0
11224,r280,All states and outlying areas -> Indiana -> Earlham C.,All states and outlying areas,Indiana,Earlham C.,3,0,0,0,0,0,0,0,187,0,0
11224,r281,All states and outlying areas -> Indiana -> Indiana State U.,All states and outlying areas,Indiana,Indiana State U.,3,0,0,0,0,116,0,0,320,0,0
11224,r282,All states and outlying areas -> Indiana -> Indiana U.,All states and outlying areas,Indiana,Indiana U.,3,0,0,359,0,1076,341,0,0,0,1441
11224,r283,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,0,0,0,0,30300,0,0,37141,0,0
11224,r284,"All states and outlying areas -> Indiana -> Indiana U.-Purdue U., Indianapolis",All states and outlying areas,Indiana,"Indiana U.-Purdue U., Indianapolis",3,0,0,0,0,224565,0,0,0,0,247
11224,r285,All states and outlying areas -> Indiana -> Indiana Wesleyan U.,All states and outlying areas,Indiana,Indiana Wesleyan U.,3,0,0,0,0,0,0,0,394,0,0
11224,r286,"All states and outlying areas -> Indiana -> Ivy Tech Community C., central office",All states and outlying areas,Indiana,"Ivy Tech Community C., central office",3,0,0,0,0,0,0,0,119,0,0
11224,r287,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,0,1108,399,725,55455,9253,680,65344,0,23106
11224,r288,"All states and outlying areas -> Indiana -> Saint Mary's C., Notre Dame",All states and outlying areas,Indiana,"Saint Mary's C., Notre Dame",3,0,0,0,0,0,0,0,16,0,0
11224,r289,All states and outlying areas -> Indiana -> U. Indianapolis,All states and outlying areas,Indiana,U. Indianapolis,3,0,0,1459,0,0,0,0,0,0,0
11224,r290,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,0,0,262,0,20009,1680,0,38873,0,0
11224,r291,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,0,0,0,0,0,0,0,691,0,0
11224,r292,All states and outlying areas -> Indiana -> Wabash C.,All states and outlying areas,Indiana,Wabash C.,3,0,0,0,0,0,0,0,467,0,0
11224,r293,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,0,10140,0,4596,194804,107770,0,46386,0,23324
11224,r294,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,0,0,0,0,0,0,0,457,0,0
11224,r295,All states and outlying areas -> Iowa -> Cornell C.,All states and outlying areas,Iowa,Cornell C.,3,0,0,0,0,0,0,0,200,0,200
11224,r296,All states and outlying areas -> Iowa -> Des Moines U.,All states and outlying areas,Iowa,Des Moines U.,3,0,0,0,0,57,0,0,0,0,0
11224,r297,All states and outlying areas -> Iowa -> Dordt U.,All states and outlying areas,Iowa,Dordt U.,3,0,0,0,0,351,0,0,0,0,0
11224,r298,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,0,0,0,0,0,0,0,16,0,0
11224,r299,All states and outlying areas -> Iowa -> Grand View U.,All states and outlying areas,Iowa,Grand View U.,3,0,0,0,0,0,0,0,80,0,0
11224,r300,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,0,0,0,0,0,0,0,2939,0,0
11224,r301,All states and outlying areas -> Iowa -> Indian Hills Community C.,All states and outlying areas,Iowa,Indian Hills Community C.,3,0,0,0,0,0,0,0,247,0,0
11224,r302,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,0,3140,0,4596,16043,1008,0,31018,0,23124
11224,r303,All states and outlying areas -> Iowa -> Palmer C. Chiropractic,All states and outlying areas,Iowa,Palmer C. Chiropractic,3,0,0,0,0,1508,0,0,0,0,0
11224,r304,All states and outlying areas -> Iowa -> U. Dubuque,All states and outlying areas,Iowa,U. Dubuque,3,0,0,0,0,0,0,0,187,0,0
11224,r305,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,0,7000,0,0,176845,106761,0,10790,0,0
11224,r306,All states and outlying areas -> Iowa -> U. Northern Iowa,All states and outlying areas,Iowa,U. Northern Iowa,3,0,0,0,0,0,0,0,451,0,0
11224,r307,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,0,1230,6667,0,117053,8543,0,38061,0,21535
11224,r308,All states and outlying areas -> Kansas -> Fort Hays State U.,All states and outlying areas,Kansas,Fort Hays State U.,3,0,0,0,0,0,0,0,14,0,35
11224,r309,All states and outlying areas -> Kansas -> Haskell Indian Nations U.,All states and outlying areas,Kansas,Haskell Indian Nations U.,3,0,0,0,0,0,0,0,6004,0,0
11224,r310,All states and outlying areas -> Kansas -> Johnson County Community C.,All states and outlying areas,Kansas,Johnson County Community C.,3,0,0,0,0,0,0,0,883,0,0
11224,r311,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,0,245,0,0,13048,191,0,7028,0,20782
11224,r312,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,0,985,6667,0,102561,1803,0,21770,0,718
11224,r313,All states and outlying areas -> Kansas -> U. Saint Mary,All states and outlying areas,Kansas,U. Saint Mary,3,0,0,0,0,0,0,0,13,0,0
11224,r314,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,0,0,0,0,1444,6548,0,2347,0,0
11224,r315,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,0,0,873,0,223436,2452,0,30905,0,24328
11224,r316,All states and outlying areas -> Kentucky -> Bellarmine U.,All states and outlying areas,Kentucky,Bellarmine U.,3,0,0,0,0,0,0,0,16,0,0
11224,r317,All states and outlying areas -> Kentucky -> Centre C.,All states and outlying areas,Kentucky,Centre C.,3,0,0,0,0,0,0,0,120,0,0
11224,r318,All states and outlying areas -> Kentucky -> Eastern Kentucky U.,All states and outlying areas,Kentucky,Eastern Kentucky U.,3,0,0,0,0,0,0,0,720,0,0
11224,r319,All states and outlying areas -> Kentucky -> Georgetown C.,All states and outlying areas,Kentucky,Georgetown C.,3,0,0,0,0,0,978,0,0,0,0
11224,r320,All states and outlying areas -> Kentucky -> Kentucky Community and Technical C. System,All states and outlying areas,Kentucky,Kentucky Community and Technical C. System,3,0,0,0,0,0,0,0,886,0,0
11224,r321,All states and outlying areas -> Kentucky -> Kentucky State U.,All states and outlying areas,Kentucky,Kentucky State U.,3,0,0,0,0,0,0,0,55,0,10843
11224,r322,All states and outlying areas -> Kentucky -> Lindsey Wilson C.,All states and outlying areas,Kentucky,Lindsey Wilson C.,3,0,0,0,0,0,0,0,1,0,0
11224,r323,All states and outlying areas -> Kentucky -> Morehead State U.,All states and outlying areas,Kentucky,Morehead State U.,3,0,0,0,0,852,844,0,0,0,0
11224,r324,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,0,0,0,0,30,0,0,370,0,57
11224,r325,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,0,0,0,0,401,0,0,249,0,0
11224,r326,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,0,0,682,0,159513,629,0,20849,0,12349
11224,r327,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,0,0,191,0,62222,0,0,7154,0,225
11224,r328,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,0,0,0,0,417,0,0,486,0,855
11224,r329,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,0,500,2746,0,199002,2925,200,50515,0,19261
11224,r330,All states and outlying areas -> Louisiana -> Dillard U.,All states and outlying areas,Louisiana,Dillard U.,3,0,0,0,0,49,0,0,2,0,0
11224,r331,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,0,500,963,0,81517,2356,200,22879,0,10300
11224,r332,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,0,0,0,0,223,0,0,4347,0,273
11224,r333,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,0,0,0,0,0,0,0,3476,0,0
11224,r334,All states and outlying areas -> Louisiana -> Southeastern Louisiana U.,All states and outlying areas,Louisiana,Southeastern Louisiana U.,3,0,0,0,0,0,0,0,498,0,0
11224,r335,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., Baton Rouge",All states and outlying areas,Louisiana,"Southern U. and A&M C., Baton Rouge",3,0,0,0,0,103,0,0,4342,0,7460
11224,r336,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,0,0,1009,0,102271,355,0,7770,0,1152
11224,r337,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,0,0,774,0,7021,59,0,4686,0,0
11224,r338,"All states and outlying areas -> Louisiana -> U. Louisiana, Monroe",All states and outlying areas,Louisiana,"U. Louisiana, Monroe",3,0,0,0,0,505,11,0,0,0,0
11224,r339,All states and outlying areas -> Louisiana -> U. New Orleans,All states and outlying areas,Louisiana,U. New Orleans,3,0,0,0,0,0,0,0,1956,0,0
11224,r340,All states and outlying areas -> Louisiana -> Xavier U. Louisiana,All states and outlying areas,Louisiana,Xavier U. Louisiana,3,0,0,0,0,7312,144,0,561,0,75
11224,r341,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,0,0,0,0,7979,1387,0,28963,0,10443
11224,r342,All states and outlying areas -> Maine -> Bates C.,All states and outlying areas,Maine,Bates C.,3,0,0,0,0,0,0,0,998,0,0
11224,r343,All states and outlying areas -> Maine -> Bowdoin C.,All states and outlying areas,Maine,Bowdoin C.,3,0,0,0,0,0,87,0,1019,0,0
11224,r344,All states and outlying areas -> Maine -> Colby C.,All states and outlying areas,Maine,Colby C.,3,0,0,0,0,0,0,0,163,0,0
11224,r345,All states and outlying areas -> Maine -> Kennebec Valley Community C.,All states and outlying areas,Maine,Kennebec Valley Community C.,3,0,0,0,0,0,0,0,141,0,0
11224,r346,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,0,0,0,0,2487,0,0,26340,0,2811
11224,r347,"All states and outlying areas -> Maine -> U. Maine, System Office",All states and outlying areas,Maine,"U. Maine, System Office",3,0,0,0,0,700,1300,0,0,0,7631
11224,r348,All states and outlying areas -> Maine -> U. New England,All states and outlying areas,Maine,U. New England,3,0,0,0,0,4019,0,0,0,0,0
11224,r349,All states and outlying areas -> Maine -> U. Southern Maine,All states and outlying areas,Maine,U. Southern Maine,3,0,0,0,0,774,0,0,301,0,0
11224,r350,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,0,1826,4520,1350,1101586,472937,0,130465,24,19625
11224,r351,All states and outlying areas -> Maryland -> Bowie State U.,All states and outlying areas,Maryland,Bowie State U.,3,0,0,0,0,255,0,0,4605,0,0
11224,r352,All states and outlying areas -> Maryland -> Chesapeake C.,All states and outlying areas,Maryland,Chesapeake C.,3,0,0,0,0,0,0,0,63,0,0
