table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015
789,r081,"All business activities -> Data processing, hosting, and related services<sup>e</sup>",All business activities,"Data processing, hosting, and related services<sup>e</sup>",2,51800,"['NA', '&nbsp;']","['36,196', '&nbsp;']","['38,523', '&nbsp;']","['60,641', '&nbsp;']","['95,872', 'i']","['58,502', '&nbsp;']","['81,059', '&nbsp;']","['79,161', '&nbsp;']"
789,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['27,442', '&nbsp;']","['D', '&nbsp;']","['33,865', '&nbsp;']"
789,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",2,51910,"['NA', '&nbsp;']","['41,660', '&nbsp;']","['77,319', '&nbsp;']","['39,551', '&nbsp;']","['45,729', '&nbsp;']","['65,134', '&nbsp;']","['102,254', '&nbsp;']","['94,438', '&nbsp;']"
789,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['NA', '&nbsp;']","['D', '&nbsp;']","['1,068,703', '&nbsp;']","['631,129', '&nbsp;']","['673,238', 'i']","['347,139', '&nbsp;']","['364,224', '&nbsp;']","['330,761', '&nbsp;']"
789,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['NA', '&nbsp;']","['148,454', '&nbsp;']","['148,014', '&nbsp;']","['152,435', '&nbsp;']","['104,915', '&nbsp;']","['107,027', '&nbsp;']","['74,030', '&nbsp;']","['74,799', '&nbsp;']"
789,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['NA', '&nbsp;']","['294,233', '&nbsp;']","['281,344', '&nbsp;']","['280,278', '&nbsp;']","['358,159', '&nbsp;']","['397,971', '&nbsp;']","['380,117', '&nbsp;']","['420,578', '&nbsp;']"
789,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['D', '&nbsp;']","['7,738', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['8,537', '&nbsp;']"
789,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['NA', '&nbsp;']","['32,231', '&nbsp;']","['36,299', '&nbsp;']","['23,830', '&nbsp;']","['29,033', '&nbsp;']","['35,488', '&nbsp;']","['21,986', '&nbsp;']","['30,522', '&nbsp;']"
789,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['D', '&nbsp;']","['1,835', '&nbsp;']","['1,927', '&nbsp;']","['2,709', '&nbsp;']","['2,890', '&nbsp;']","['11,404', 'i']","['2,125', '&nbsp;']","['2,150', '&nbsp;']"
789,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['NA', '&nbsp;']","['D', '&nbsp;']","['16,188', '&nbsp;']","['D', '&nbsp;']","['11,315', '&nbsp;']","['14,588', '&nbsp;']","['22,315', '&nbsp;']","['22,284', '&nbsp;']"
789,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['42,680', '&nbsp;']","['96,534', '&nbsp;']","['147,309', '&nbsp;']","['102,126', '&nbsp;']","['114,240', 'i']","['125,923', '&nbsp;']","['134,541', '&nbsp;']","['139,864', '&nbsp;']"
789,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['D', '&nbsp;']","['6,504', '&nbsp;']","['3,976', '&nbsp;']","['2,581', '&nbsp;']","['3,646', 'i']","['3,614', '&nbsp;']","['2,165', '&nbsp;']","['770', '&nbsp;']"
789,r093,All business activities -> Computer systems design and related services<sup>e</sup>,All business activities,Computer systems design and related services<sup>e</sup>,2,54150,"['210,916', '&nbsp;']","['216,477', '&nbsp;']","['224,026', '&nbsp;']","['377,919', 'i']","['272,065', '&nbsp;']","['249,600', '&nbsp;']","['272,937', '&nbsp;']","['243,803', '&nbsp;']"
789,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['52,497', '&nbsp;']","['60,125', '&nbsp;']","['43,190', '&nbsp;']","['76,910', '&nbsp;']","['85,161', '&nbsp;']","['81,834', '&nbsp;']","['93,077', '&nbsp;']","['92,091', '&nbsp;']"
789,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['NA', '&nbsp;']","['980', '&nbsp;']","['1,170', '&nbsp;']","['827', '&nbsp;']","['D', '&nbsp;']","['1,301', '&nbsp;']","['992', '&nbsp;']","['D', '&nbsp;']"
789,r096,All business activities -> Research and development services in biotechnology<sup>c</sup>,All business activities,Research and development services in biotechnology<sup>c</sup>,2,54173,"['NA', '&nbsp;']","['22,354', 'i']","['8,493', '&nbsp;']","['8,657', '&nbsp;']","['11,316', '&nbsp;']","['12,390', '&nbsp;']","['17,543', '&nbsp;']","['8,142', '&nbsp;']"
789,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['NA', '&nbsp;']","['19,858', '&nbsp;']","['18,840', '&nbsp;']","['23,446', '&nbsp;']","['33,296', '&nbsp;']","['36,913', '&nbsp;']","['32,703', '&nbsp;']","['31,598', '&nbsp;']"
789,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['D', '&nbsp;']","['48,883', '&nbsp;']","['12,992', 'i']","['D', '&nbsp;']","['52,764', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
789,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['19,146', '&nbsp;']","['30,323', '&nbsp;']","['35,320', '&nbsp;']","['50,949', '&nbsp;']","['63,254', '&nbsp;']","['47,353', '&nbsp;']","['32,811', '&nbsp;']","['30,716', '&nbsp;']"
789,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['828', '&nbsp;']","['2,333', '&nbsp;']","['3,613', '&nbsp;']","['17,275', '&nbsp;']","['5,435', '&nbsp;']","['177,880', '&nbsp;']","['9,213', '&nbsp;']","['16,181', '&nbsp;']"
789,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['NA', '&nbsp;']","['35,867', '&nbsp;']","['45,135', '&nbsp;']","['32,735', '&nbsp;']","['50,684', 'i']","['44,004', '&nbsp;']","['243,644', '&nbsp;']","['49,268', '&nbsp;']"
789,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['NA', '&nbsp;']","['6,242', '&nbsp;']","['14,172', '&nbsp;']","['8,182', '&nbsp;']","['6,564', '&nbsp;']","['6,245', '&nbsp;']","['4,766', '&nbsp;']","['24,984', '&nbsp;']"
789,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['7,492', '&nbsp;']","['25,752', '&nbsp;']","['24,133', '&nbsp;']","['23,844', '&nbsp;']","['35,513', '&nbsp;']","['36,233', '&nbsp;']","['19,041', '&nbsp;']","['36,613', '&nbsp;']"
789,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['20,968', '&nbsp;']","['15,216', '&nbsp;']","['37,950', '&nbsp;']","['17,047', '&nbsp;']","['21,038', '&nbsp;']","['17,914', '&nbsp;']","['5,919', '&nbsp;']","['12,215', '&nbsp;']"
789,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['NA', '&nbsp;']","['8,127', '&nbsp;']","['8,487', '&nbsp;']","['D', '&nbsp;']","['3,361', 'i']","['10,919', '&nbsp;']","['5,274', '&nbsp;']","['5,651', '&nbsp;']"
789,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['26,866', '&nbsp;']","['27,616', '&nbsp;']"
789,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['D', '&nbsp;']","['286', '&nbsp;']","['448', '&nbsp;']","['326', '&nbsp;']","['249', '&nbsp;']","['1,065', '&nbsp;']","['1,338', '&nbsp;']","['63', '&nbsp;']"
789,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['NA', '&nbsp;']","['17,339', '&nbsp;']","['16,089', '&nbsp;']","['16,023', '&nbsp;']","['18,344', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['18,844', '&nbsp;']"
789,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['NA', '&nbsp;']","['D', '&nbsp;']","['69,474', '&nbsp;']","['39,421', '&nbsp;']","['88,878', 'i']","['107,255', '&nbsp;']","['46,228', '&nbsp;']","['70,812', '&nbsp;']"
789,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['NA', '&nbsp;']","['15,585', '&nbsp;']","['43,778', '&nbsp;']","['129,084', '&nbsp;']","['57,612', '&nbsp;']","['142,029', '&nbsp;']","['78,365', '&nbsp;']","['73,629', '&nbsp;']"
789,r111,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['381,031', '&nbsp;']","['237,743', '&nbsp;']","['234,289', '&nbsp;']","['281,460', '&nbsp;']","['309,288', '&nbsp;']","['301,615', '&nbsp;']","['316,930', '&nbsp;']","['242,175', '&nbsp;']"
789,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['1,092,275', '&nbsp;']","['1,590,109', '&nbsp;']","['516,754', '&nbsp;']","['598,369', 'i']","['167,240', 'i']","['D', '&nbsp;']","['4,602', '&nbsp;']","['20,627', 'i']"
