table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_level_4,_b_field_and_sex_b_level_5,_b_field_and_sex_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023,field__change_2013_23
11644,r106,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Industrial engineering and operations research,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Industrial engineering and operations research,5,346,372,300,363,363,365,379,399,417,442,406,17.3
11644,r107,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Materials and mining engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Materials and mining engineering,5,646,634,677,746,716,737,720,654,658,794,814,26.0
11644,r108,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,Mechanical engineering,5,1134,1198,1336,1209,1264,1379,1410,1495,1300,1344,1363,20.2
11644,r109,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Engineering -> Engineering, other",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Engineering,"Engineering, other",5,433,509,510,510,597,597,579,557,569,685,631,45.7
11644,r110,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All doctorate recipients<sup>a</sup>,Male,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,4,539,622,600,716,657,659,738,736,594,634,676,25.4
11644,r111,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological sciences",All doctorate recipients<sup>a</sup>,Male,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological sciences,5,278,329,317,369,338,342,392,408,308,338,332,19.4
11644,r112,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All doctorate recipients<sup>a</sup>,Male,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",5,261,293,283,347,319,317,346,328,286,296,344,31.8
11644,r113,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Health sciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Health sciences,,4,704,707,697,698,787,799,839,891,718,785,734,4.3
11644,r114,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Health sciences -> Nursing science ,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Health sciences,Nursing science ,5,42,44,33,36,62,51,65,73,59,63,57,35.7
11644,r115,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Health sciences -> Pharmaceutical sciences ,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Health sciences,Pharmaceutical sciences ,5,174,144,148,145,149,189,182,216,154,179,165,-5.2
11644,r116,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Health sciences -> Public health,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Health sciences,Public health,5,151,161,144,168,226,189,220,201,170,198,170,12.6
11644,r117,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Health sciences -> Health sciences, other ",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Health sciences,"Health sciences, other ",5,337,358,372,349,350,370,372,401,335,345,342,1.5
11644,r118,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Mathematics and statistics,,4,1290,1332,1296,1332,1340,1471,1426,1434,1453,1611,1571,21.8
11644,r119,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Mathematics and statistics,Applied mathematics,5,310,349,293,335,355,331,297,296,300,328,325,4.8
11644,r120,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Mathematics and statistics -> Mathematics ,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Mathematics and statistics,Mathematics ,5,508,494,516,272,321,418,337,293,188,186,198,-61.0
11644,r121,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Mathematics and statistics -> Statistics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Mathematics and statistics,Statistics,5,221,254,230,158,236,254,222,253,326,384,373,68.8
11644,r122,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Mathematics and statistics -> Mathematics and statistics, other",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Mathematics and statistics,"Mathematics and statistics, other",5,251,235,257,567,428,468,570,592,639,713,675,168.9
11644,r123,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Physical sciences ,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Physical sciences ,,4,3178,3346,3328,3569,3446,3552,3624,3437,3156,3666,3612,13.7
11644,r124,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Physical sciences  -> Astronomy and astrophysics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Physical sciences ,Astronomy and astrophysics,5,204,209,193,218,229,245,251,202,311,360,426,108.8
11644,r125,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Physical sciences  -> Chemistry,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Physical sciences ,Chemistry,5,1497,1642,1592,1712,1676,1741,1788,1668,1471,1806,1713,14.4
11644,r126,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Physical sciences  -> Physics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Physical sciences ,Physics,5,1477,1495,1543,1639,1541,1566,1585,1567,1374,1500,1473,-0.3
11644,r127,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Psychology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Psychology,,4,997,1063,1057,1133,1132,1095,1113,1079,1063,1042,985,-1.2
11644,r128,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Psychology -> Clinical psychology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Psychology,Clinical psychology,5,251,278,249,282,282,275,305,285,316,238,251,0.0
11644,r129,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Psychology -> Counseling and applied psychology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Psychology,Counseling and applied psychology,5,256,272,282,296,282,273,235,271,264,275,234,-8.6
11644,r130,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Psychology -> Research and experimental psychology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Psychology,Research and experimental psychology,5,338,352,369,381,379,370,382,323,294,362,335,-0.9
11644,r131,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Psychology -> Psychology, other ",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Psychology,"Psychology, other ",5,152,161,157,174,189,177,191,200,189,167,165,8.6
11644,r132,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,,4,2527,2483,2738,2642,2628,2539,2553,2503,2417,2534,2564,1.5
11644,r133,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,Anthropology,5,188,195,185,171,159,126,155,144,120,128,139,-26.1
11644,r134,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Economics,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,Economics,5,767,785,821,819,827,848,818,808,820,850,854,11.3
11644,r135,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,Political science and government,5,469,433,527,462,456,429,433,387,339,398,384,-18.1
11644,r136,All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Public policy analysis,All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,Public policy analysis,5,155,134,159,121,144,159,138,123,122,120,130,-16.1
11644,r137,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,"Sociology, demography, and population studies",5,268,262,291,274,275,258,239,257,219,236,240,-10.4
11644,r138,"All doctorate recipients<sup>a</sup> -> Male -> Science and engineering -> Social sciences -> Social sciences, other  ",All doctorate recipients<sup>a</sup>,Male,Science and engineering,Social sciences,"Social sciences, other  ",5,680,674,755,795,767,719,770,784,797,802,817,20.1
11644,r139,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,,,3,5855,5667,5791,5623,5565,5503,5304,5377,4782,4888,4935,-15.7
11644,r140,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Business ,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Business ,,4,909,909,934,932,901,863,870,850,793,807,856,-5.8
11644,r141,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Education,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Education,,4,1570,1468,1605,1545,1534,1494,1419,1457,1234,1276,1222,-22.2
11644,r142,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Education -> Education leadership and administration,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Education,Education leadership and administration,5,372,371,344,304,348,323,340,349,242,230,253,-32.0
11644,r143,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Education -> Education research,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Education,Education research,5,826,723,849,718,778,762,654,674,640,629,578,-30.0
11644,r144,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Education -> Teacher education and teaching fields,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Education,Teacher education and teaching fields,5,297,300,330,356,286,289,279,319,234,275,278,-6.4
11644,r145,"All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Education -> Education, other ",All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Education,"Education, other ",5,75,74,82,167,122,120,146,115,118,142,113,50.7
11644,r146,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,,4,2806,2721,2725,2605,2564,2564,2478,2506,2112,2184,2211,-21.2
11644,r147,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,Letters,5,665,657,647,600,593,585,560,587,489,504,558,-16.1
11644,r148,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,5,271,248,238,228,239,247,215,223,170,177,171,-36.9
11644,r149,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,History,5,609,625,594,587,560,513,529,510,409,395,424,-30.4
11644,r150,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> Philosophy and religious studies,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,Philosophy and religious studies,5,570,537,565,464,537,523,442,462,385,416,395,-30.7
11644,r151,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> Music and performing arts,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,Music and performing arts,5,300,288,278,239,252,262,271,298,257,256,254,-15.3
11644,r152,"All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Humanities and arts -> Humanities and arts, other",All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Humanities and arts,"Humanities and arts, other",5,391,366,403,487,383,434,461,426,402,436,409,4.6
11644,r153,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Other non-science and engineering,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Other non-science and engineering,,4,570,569,527,541,566,582,537,564,643,621,646,13.3
11644,r154,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Other non-science and engineering -> Communication,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Other non-science and engineering,Communication,5,244,277,256,261,200,234,205,228,213,197,238,-2.5
11644,r155,All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Other non-science and engineering,Public administration and social services,5,142,129,110,130,150,157,160,164,163,154,148,4.2
11644,r156,"All doctorate recipients<sup>a</sup> -> Male -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All doctorate recipients<sup>a</sup>,Male,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",5,184,163,161,150,216,191,172,172,267,270,260,41.3
11644,r157,All doctorate recipients<sup>a</sup> -> Female,All doctorate recipients<sup>a</sup>,Female,,,,2,24365,24813,25347,25222,25086,25308,25484,25353,24105,26986,27499,12.9
11644,r158,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,,,3,16603,17228,17501,17346,17470,17886,18088,18092,17548,19832,20106,21.1
11644,r159,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Agricultural sciences and natural resources,,4,661,660,724,651,755,726,763,762,709,790,808,22.2
11644,r160,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural sciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Agricultural sciences and natural resources,Agricultural sciences,5,423,409,440,389,456,460,490,507,476,516,553,30.7
11644,r161,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,5,238,251,284,262,299,266,273,255,233,274,255,7.1
11644,r162,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,,4,4646,4747,4682,4707,4477,4700,4485,4520,4319,4996,5323,14.6
11644,r163,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Biochemistry and biophysics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Biochemistry and biophysics,5,469,477,419,472,446,463,407,396,375,462,443,-5.5
11644,r164,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, general",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, general",5,370,375,378,625,431,477,503,603,529,707,762,105.9
11644,r165,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",5,152,189,173,192,238,237,242,262,257,321,356,134.2
11644,r166,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Cellular and developmental biology, and anatomy",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Cellular and developmental biology, and anatomy",5,303,326,343,259,207,216,229,180,109,105,130,-57.1
11644,r167,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",5,594,541,568,585,596,612,594,574,574,662,687,15.7
11644,r168,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Genetics and genomics,5,212,226,200,199,185,218,183,199,203,226,245,15.6
11644,r169,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,5,653,644,661,565,537,573,547,565,547,613,597,-8.6
11644,r170,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Molecular biology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Molecular biology,5,347,357,344,304,323,340,311,305,394,434,492,41.8
11644,r171,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,5,569,528,573,512,501,566,498,488,494,544,620,9.0
11644,r172,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,5,230,255,216,182,196,202,201,175,164,227,229,-0.4
11644,r173,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Physiology, pathology, and cancer biology",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Physiology, pathology, and cancer biology",5,373,453,422,381,369,351,342,321,288,323,333,-10.7
11644,r174,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, other",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, other",5,374,376,385,431,448,445,428,452,385,372,429,14.7
11644,r175,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Computer and information sciences,,4,341,400,422,420,432,434,508,502,586,648,709,107.9
11644,r176,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Computer and information sciences -> Computer science,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Computer and information sciences,Computer science,5,253,299,312,289,292,296,363,381,408,433,475,87.7
11644,r177,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Computer and information sciences,"Computer and information sciences, other",5,88,101,110,131,140,138,145,121,178,215,234,165.9
11644,r178,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,,4,2052,2184,2297,2189,2321,2450,2466,2591,2654,3112,3022,47.3
11644,r179,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,55,55,53,56,43,46,56,70,62,98,95,72.7
11644,r180,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,5,355,384,427,403,419,445,443,430,432,557,565,59.2
11644,r181,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Chemical and petroleum engineering,5,296,324,361,329,310,333,363,340,366,417,354,19.6
11644,r182,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",5,297,319,370,284,379,369,354,381,388,449,448,50.8
11644,r183,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Electrical and computer engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Electrical and computer engineering,5,340,389,356,356,390,429,354,446,446,522,525,54.4
11644,r184,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Industrial engineering and operations research,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Industrial engineering and operations research,5,128,137,136,136,121,127,126,168,163,170,172,34.4
11644,r185,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Materials and mining engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Materials and mining engineering,5,226,217,228,268,246,281,295,247,292,367,345,52.7
11644,r186,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,Mechanical engineering,5,202,205,212,208,232,229,267,282,284,306,290,43.6
11644,r187,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Engineering -> Engineering, other",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Engineering,"Engineering, other",5,153,154,154,149,181,191,208,227,221,226,228,49.0
11644,r188,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All doctorate recipients<sup>a</sup>,Female,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,4,449,475,457,510,512,526,533,505,470,547,554,23.4
11644,r189,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological sciences",All doctorate recipients<sup>a</sup>,Female,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological sciences,5,211,250,237,248,234,249,229,265,235,238,260,23.2
11644,r190,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All doctorate recipients<sup>a</sup>,Female,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",5,238,225,220,262,278,277,304,240,235,309,294,23.5
11644,r191,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Health sciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Health sciences,,4,1405,1523,1523,1550,1655,1674,1693,1715,1532,1688,1701,21.1
11644,r192,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Health sciences -> Nursing science ,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Health sciences,Nursing science ,5,468,536,503,446,490,533,481,517,454,473,497,6.2
11644,r193,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Health sciences -> Pharmaceutical sciences ,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Health sciences,Pharmaceutical sciences ,5,158,132,122,129,143,155,176,166,175,192,193,22.2
11644,r194,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Health sciences -> Public health,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Health sciences,Public health,5,350,402,497,526,543,513,548,513,445,515,512,46.3
11644,r195,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Health sciences -> Health sciences, other ",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Health sciences,"Health sciences, other ",5,429,453,401,449,479,473,488,519,458,508,499,16.3
11644,r196,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Mathematics and statistics,,4,527,534,517,539,503,548,584,590,557,636,595,12.9
11644,r197,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Mathematics and statistics,Applied mathematics,5,145,125,142,139,138,123,130,123,126,132,135,-6.9
11644,r198,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Mathematics and statistics -> Mathematics ,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Mathematics and statistics,Mathematics ,5,133,141,119,77,71,106,108,85,47,40,33,-75.2
11644,r199,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Mathematics and statistics -> Statistics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Mathematics and statistics,Statistics,5,143,153,150,107,132,157,143,149,162,212,201,40.6
11644,r200,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Mathematics and statistics -> Mathematics and statistics, other",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Mathematics and statistics,"Mathematics and statistics, other",5,106,115,106,216,162,162,203,233,222,252,226,113.2
11644,r201,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Physical sciences ,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Physical sciences ,,4,1415,1449,1530,1453,1466,1589,1679,1561,1552,1802,1847,30.5
11644,r202,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Physical sciences  -> Astronomy and astrophysics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Physical sciences ,Astronomy and astrophysics,5,97,79,76,97,110,106,110,103,145,161,177,82.5
11644,r203,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Physical sciences  -> Chemistry,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Physical sciences ,Chemistry,5,985,1021,1074,991,1022,1066,1151,1091,1081,1254,1287,30.7
11644,r204,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Physical sciences  -> Physics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Physical sciences ,Physics,5,333,349,380,365,334,417,418,367,326,387,383,15.0
11644,r205,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Psychology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Psychology,,4,2594,2648,2719,2776,2793,2726,2796,2789,2714,2910,2913,12.3
11644,r206,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Psychology -> Clinical psychology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Psychology,Clinical psychology,5,888,934,924,924,911,985,944,993,925,897,957,7.8
11644,r207,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Psychology -> Counseling and applied psychology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Psychology,Counseling and applied psychology,5,709,652,752,705,737,730,743,709,765,797,767,8.2
11644,r208,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Psychology -> Research and experimental psychology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Psychology,Research and experimental psychology,5,631,654,605,685,655,582,660,558,540,704,668,5.9
11644,r209,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Psychology -> Psychology, other ",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Psychology,"Psychology, other ",5,366,408,438,462,490,429,449,529,484,512,521,42.3
11644,r210,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,,4,2513,2608,2630,2551,2556,2513,2581,2557,2455,2703,2634,4.8
11644,r211,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,Anthropology,5,362,328,307,289,287,298,290,303,279,287,250,-30.9
11644,r212,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Economics,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,Economics,5,416,404,434,417,410,396,429,404,408,437,435,4.6
