table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
10694,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,3,12579,2.5,1046,2.2,15,1.1,804,2.0,415,1.3,9,1.7,3560,2.1,220,1.8,392,2.6,6118,3.4
10694,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,6349,1.3,456,0.9,5,0.4,269,0.7,141,0.4,5,0.9,1112,0.6,71,0.6,62,0.4,4228,2.4
10694,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,6230,1.2,590,1.2,10,0.8,535,1.3,274,0.9,4,0.7,2448,1.4,149,1.2,330,2.2,1890,1.1
10694,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,,3,16029,3.2,1332,2.8,21,1.6,1399,3.4,362,1.2,2,0.4,5553,3.2,399,3.3,367,2.4,6594,3.7
10694,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,3,2545,0.5,193,0.4,9,0.7,196,0.5,65,0.2,0,0.0,982,0.6,85,0.7,50,0.3,965,0.5
10694,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,,3,13479,2.7,792,1.6,24,1.8,935,2.3,615,2.0,13,2.4,4650,2.7,257,2.1,384,2.5,5809,3.2
10694,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,,4,389,0.1,28,0.1,1,0.1,17,0.05,10,0.05,0,0.0,178,0.1,11,0.1,4,0.05,140,0.1
10694,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,4,762,0.2,49,0.1,0,0.0,68,0.2,29,0.1,0,0.0,261,0.2,23,0.2,16,0.1,316,0.2
10694,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,,4,493,0.1,60,0.1,1,0.1,22,0.1,7,0.05,1,0.2,294,0.2,23,0.2,14,0.1,71,0.05
10694,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",,4,11835,2.4,655,1.4,22,1.7,828,2.0,569,1.8,12,2.2,3917,2.3,200,1.7,350,2.3,5282,2.9
10694,r103,All detailed fields -> Health,All detailed fields,Health,,,,2,66308,13.2,8965,18.6,326,24.5,6223,15.2,7605,24.2,105,19.4,31780,18.5,2066,17.2,3100,20.2,6138,3.4
10694,r104,All detailed fields -> Health -> Clinical medicine,All detailed fields,Health,Clinical medicine,,,3,33251,6.6,4339,9.0,209,15.7,3923,9.6,5050,16.1,66,12.2,13323,7.7,1185,9.9,1845,12.0,3311,1.8
10694,r105,All detailed fields -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,1168,0.2,84,0.2,4,0.3,185,0.5,167,0.5,1,0.2,520,0.3,31,0.3,65,0.4,111,0.1
10694,r106,All detailed fields -> Health -> Clinical medicine -> Public health,All detailed fields,Health,Clinical medicine,Public health,,4,32083,6.4,4255,8.8,205,15.4,3738,9.1,4883,15.6,65,12.0,12803,7.4,1154,9.6,1780,11.6,3200,1.8
10694,r107,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,,3,33057,6.6,4626,9.6,117,8.8,2300,5.6,2555,8.1,39,7.2,18457,10.7,881,7.3,1255,8.2,2827,1.6
10694,r108,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,,4,17768,3.5,2752,5.7,77,5.8,872,2.1,817,2.6,15,2.8,11823,6.9,437,3.6,759,4.9,216,0.1
10694,r109,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,,4,1545,0.3,87,0.2,3,0.2,255,0.6,60,0.2,2,0.4,713,0.4,46,0.4,83,0.5,296,0.2
10694,r110,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,,4,4743,0.9,778,1.6,20,1.5,131,0.3,641,2.0,13,2.4,2439,1.4,189,1.6,114,0.7,418,0.2
10694,r111,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,,4,1535,0.3,243,0.5,1,0.1,138,0.3,189,0.6,1,0.2,847,0.5,32,0.3,46,0.3,38,0.05
10694,r112,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,,4,2142,0.4,135,0.3,4,0.3,195,0.5,252,0.8,2,0.4,677,0.4,63,0.5,47,0.3,767,0.4
10694,r113,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,,4,5324,1.1,631,1.3,12,0.9,709,1.7,596,1.9,6,1.1,1958,1.1,114,0.9,206,1.3,1092,0.6
