table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
7545,r107,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering nec,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering nec,5,66,51,15,0,0,4,1,10,0,0,0
7545,r108,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,,4,452,310,132,8,2,31,9,77,5,0,0
7545,r109,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electrical and electronic engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electrical and electronic engineering technologies,5,80,61,18,1,0,6,0,10,1,0,0
7545,r110,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electromechanical technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electromechanical technologies,5,59,38,17,1,0,4,2,10,0,0,0
7545,r111,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Environmental control technologies,All fields,Science and engineering,Engineering,Engineering technologies,Environmental control technologies,5,148,91,57,6,1,9,3,36,2,0,0
7545,r112,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Engineering technologies nec,All fields,Science and engineering,Engineering,Engineering technologies,Engineering technologies nec,5,165,120,40,0,1,12,4,21,2,0,0
7545,r113,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,,4,604,376,203,17,1,34,11,126,6,4,4
7545,r114,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial engineering,5,325,211,100,6,0,19,7,61,2,2,3
7545,r115,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Operations research,5,160,105,49,5,0,10,3,29,0,2,0
7545,r116,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Systems and manufacturing engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Systems and manufacturing engineering,5,119,60,54,6,1,5,1,36,4,0,1
7545,r117,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,,4,672,336,288,27,0,43,12,186,11,5,4
7545,r118,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials engineering,5,194,105,61,4,0,8,6,41,0,2,0
7545,r119,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials science and engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials science and engineering,5,429,208,204,22,0,31,6,129,11,2,3
7545,r120,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials and mining engineering nec,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials and mining engineering nec,5,49,23,23,1,0,4,0,16,0,1,1
7545,r121,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,,4,1413,764,571,52,1,57,20,413,10,9,9
7545,r122,"All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering, general",All fields,Science and engineering,Engineering,Mechanical engineering,"Mechanical engineering, general",5,1413,764,571,52,1,57,20,413,10,9,9
7545,r123,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",,4,992,459,441,33,0,44,17,324,15,5,3
7545,r124,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Aerospace, aeronautical, astronautical, and space engineering",All fields,Science and engineering,Engineering,"Engineering, other","Aerospace, aeronautical, astronautical, and space engineering",5,350,152,175,17,0,17,3,127,7,3,1
7545,r125,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering mechanics, physics, and science",All fields,Science and engineering,Engineering,"Engineering, other","Engineering mechanics, physics, and science",5,111,67,32,2,0,6,0,21,0,1,2
7545,r126,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nanotechnology",All fields,Science and engineering,Engineering,"Engineering, other",Nanotechnology,5,61,38,23,0,0,8,1,14,0,0,0
7545,r127,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nuclear engineering",All fields,Science and engineering,Engineering,"Engineering, other",Nuclear engineering,5,156,55,93,4,0,6,3,76,3,1,0
7545,r128,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering nec",All fields,Science and engineering,Engineering,"Engineering, other",Engineering nec,5,314,147,118,10,0,7,10,86,5,0,0
7545,r129,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,,3,1044,336,665,48,2,30,13,528,33,7,4
7545,r130,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,,4,613,211,373,26,1,14,10,296,19,3,4
7545,r131,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geochemistry",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geochemistry,5,60,12,47,4,0,1,0,38,4,0,0
7545,r132,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geology,5,109,27,81,7,0,4,1,64,3,1,1
7545,r133,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology/ earth science, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,"Geology/ earth science, general",5,104,35,63,3,0,4,1,52,1,0,2
7545,r134,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geophysics and seismology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geophysics and seismology,5,101,57,40,5,1,2,2,29,1,0,0
7545,r135,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Hydrology and water resources science",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Hydrology and water resources science,5,81,34,44,0,0,1,2,34,5,1,1
7545,r136,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geological and earth sciences nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geological and earth sciences nec,5,158,46,98,7,0,2,4,79,5,1,0
7545,r137,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,,4,431,125,292,22,1,16,3,232,14,4,0
7545,r138,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Atmospheric sciences and meteorology, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,"Atmospheric sciences and meteorology, general",5,94,33,57,3,1,3,1,47,2,0,0
7545,r139,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Climatology, atmospheric chemistry and physics",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,"Climatology, atmospheric chemistry and physics",5,60,22,37,3,0,6,0,26,1,1,0
7545,r140,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Marine biology and biological oceanography",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,Marine biology and biological oceanography,5,89,11,76,8,0,4,0,58,4,2,0
7545,r141,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Marine sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,Marine sciences,5,57,12,42,5,0,1,0,34,1,1,0
7545,r142,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Oceanography, chemical and physical",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,"Oceanography, chemical and physical",5,84,32,49,2,0,2,1,40,4,0,0
7545,r143,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science -> Atmospheric sciences and meteorology nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,Atmospheric sciences and meteorology nec,5,47,15,31,1,0,0,1,27,2,0,0
7545,r144,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,,3,2582,528,1886,139,9,182,263,1192,55,16,30
7545,r145,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,,4,603,60,510,40,3,29,60,361,8,4,5
7545,r146,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing education,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing education,5,89,5,84,8,0,4,8,61,2,1,0
7545,r147,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing science,5,357,33,316,23,3,20,30,233,4,2,1
7545,r148,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing specialties and practice,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing specialties and practice,5,157,22,110,9,0,5,22,67,2,1,4
7545,r149,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,,4,408,189,196,14,1,35,15,118,7,2,4
7545,r150,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Medicinal and pharmaceutical chemistry,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Medicinal and pharmaceutical chemistry,5,64,24,38,2,1,1,1,31,2,0,0
7545,r151,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Pharmaceutical sciences,5,243,113,117,11,0,26,10,63,3,2,2
7545,r152,"All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmacy, pharmaceutical sciences, and administration nec",All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,"Pharmacy, pharmaceutical sciences, and administration nec",5,101,52,41,1,0,8,4,24,2,0,2
7545,r153,All fields -> Science and engineering -> Health sciences -> Public health,All fields,Science and engineering,Health sciences,Public health,,4,696,131,527,45,3,64,110,278,17,4,6
7545,r154,All fields -> Science and engineering -> Health sciences -> Public health -> Environmental health,All fields,Science and engineering,Health sciences,Public health,Environmental health,5,66,19,42,6,0,8,2,26,0,0,0
7545,r155,All fields -> Science and engineering -> Health sciences -> Public health -> Health services research,All fields,Science and engineering,Health sciences,Public health,Health services research,5,86,19,60,5,0,14,7,30,2,0,2
7545,r156,All fields -> Science and engineering -> Health sciences -> Public health -> Health/ medical physics,All fields,Science and engineering,Health sciences,Public health,Health/ medical physics,5,70,19,50,3,0,5,1,38,2,1,0
7545,r157,All fields -> Science and engineering -> Health sciences -> Public health -> Public health education and promotion,All fields,Science and engineering,Health sciences,Public health,Public health education and promotion,5,95,8,83,4,1,5,25,43,4,1,0
7545,r158,"All fields -> Science and engineering -> Health sciences -> Public health -> Public health, general",All fields,Science and engineering,Health sciences,Public health,"Public health, general",5,179,28,139,18,1,18,38,60,3,0,1
7545,r159,All fields -> Science and engineering -> Health sciences -> Public health -> Public health nec,All fields,Science and engineering,Health sciences,Public health,Public health nec,5,200,38,153,9,1,14,37,81,6,2,3
7545,r160,"All fields -> Science and engineering -> Health sciences -> Health sciences, other",All fields,Science and engineering,Health sciences,"Health sciences, other",,4,875,148,653,40,2,54,78,435,23,6,15
7545,r161,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Communication disorders sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Communication disorders sciences,5,127,21,99,4,1,7,8,76,2,0,1
7545,r162,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Exercise science and kinesiology",All fields,Science and engineering,Health sciences,"Health sciences, other",Exercise science and kinesiology,5,92,22,67,6,0,3,3,51,2,1,1
7545,r163,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences, general",All fields,Science and engineering,Health sciences,"Health sciences, other","Health sciences, general",5,66,3,52,5,0,3,8,32,0,2,2
7545,r164,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Marriage and family therapy/ counseling",All fields,Science and engineering,Health sciences,"Health sciences, other",Marriage and family therapy/ counseling,5,58,3,52,3,0,1,15,27,2,0,4
7545,r165,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical clinical science",All fields,Science and engineering,Health sciences,"Health sciences, other",Medical clinical science,5,60,6,41,4,0,3,2,29,2,1,0
7545,r166,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical, biomedical, and health informatics",All fields,Science and engineering,Health sciences,"Health sciences, other","Medical, biomedical, and health informatics",5,61,23,33,2,0,9,1,20,1,0,0
7545,r167,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Mental health, counseling, and therapy services and sciences",All fields,Science and engineering,Health sciences,"Health sciences, other","Mental health, counseling, and therapy services and sciences",5,91,4,82,4,1,5,16,52,3,0,1
7545,r168,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Rehabilitation and therapeutic sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Rehabilitation and therapeutic sciences,5,121,19,95,3,0,4,7,75,3,1,2
7545,r169,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences nec",All fields,Science and engineering,Health sciences,"Health sciences, other",Health sciences nec,5,199,47,132,9,0,19,18,73,8,1,4
7545,r170,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,,3,1915,987,847,65,0,96,28,597,33,13,15
7545,r171,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,,4,475,235,228,15,0,22,14,161,8,5,3
7545,r172,"All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics, general",All fields,Science and engineering,Mathematics and statistics,Applied mathematics,"Applied mathematics, general",5,265,124,132,5,0,11,5,104,3,2,2
7545,r173,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Computational and applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Computational and applied mathematics,5,141,76,63,4,0,7,9,36,3,3,1
7545,r174,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics nec,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Applied mathematics nec,5,69,35,33,6,0,4,0,21,2,0,0
7545,r175,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics,All fields,Science and engineering,Mathematics and statistics,Mathematics,,4,827,356,428,38,0,45,6,312,18,4,5
7545,r176,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Algebra and number theory,All fields,Science and engineering,Mathematics and statistics,Mathematics,Algebra and number theory,5,69,30,38,1,0,5,0,31,0,0,1
7545,r177,"All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics, general",All fields,Science and engineering,Mathematics and statistics,Mathematics,"Mathematics, general",5,640,275,327,34,0,31,3,233,18,4,4
7545,r178,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics nec,All fields,Science and engineering,Mathematics and statistics,Mathematics,Mathematics nec,5,118,51,63,3,0,9,3,48,0,0,0
7545,r179,All fields -> Science and engineering -> Mathematics and statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,,4,613,396,191,12,0,29,8,124,7,4,7
7545,r180,"All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Applied statistics, general",All fields,Science and engineering,Mathematics and statistics,Statistics,"Applied statistics, general",5,56,34,20,2,0,0,4,12,1,0,1
7545,r181,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Mathematics and statistics,5,90,50,38,2,0,2,1,29,2,1,1
7545,r182,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics,5,402,267,116,8,0,21,2,74,4,2,5
7545,r183,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics nec,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics nec,5,65,45,17,0,0,6,1,9,0,1,0
7545,r184,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,,3,1299,544,674,68,2,70,51,439,27,9,8
7545,r185,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,,4,448,255,175,16,1,33,6,104,9,5,1
7545,r186,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Computer science and engineering,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Computer science and engineering,5,119,71,40,2,0,9,2,22,3,2,0
7545,r187,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Electrical engineering and computer science,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Electrical engineering and computer science,5,224,138,83,7,0,17,1,52,4,2,0
7545,r188,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Interdisciplinary computer sciences nec,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Interdisciplinary computer sciences nec,5,105,46,52,7,1,7,3,30,2,1,1
7545,r189,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",,4,851,289,499,52,1,37,45,335,18,4,7
7545,r190,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> Behavioral and cognitive sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",Behavioral and cognitive sciences,5,79,19,60,9,0,4,7,34,5,0,1
7545,r191,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> Computational science and engineering",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",Computational science and engineering,5,104,48,46,4,0,6,3,30,1,1,1
7545,r192,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> Data science and data analytics",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",Data science and data analytics,5,106,67,34,2,0,8,2,19,1,1,1
7545,r193,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> History/ philosophy of science, technology and society",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other","History/ philosophy of science, technology and society",5,68,12,49,5,1,1,0,40,0,1,1
7545,r194,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> Nanoscience/ nanoscale science",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",Nanoscience/ nanoscale science,5,57,29,28,2,0,3,2,20,1,0,0
7545,r195,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other -> Nutrition sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",Nutrition sciences,5,138,48,84,9,0,3,5,66,0,0,1
7545,r196,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other ->  Multidisciplinary/ interdisciplinary sciences nec",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other", Multidisciplinary/ interdisciplinary sciences nec,5,299,66,198,21,0,12,26,126,10,1,2
7545,r197,All fields -> Science and engineering -> Physical sciences,All fields,Science and engineering,Physical sciences,,,3,4811,1901,2712,216,6,266,76,1994,96,28,30
7545,r198,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,,4,263,72,183,12,1,11,4,146,7,2,0
7545,r199,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy,5,71,21,46,2,0,4,0,39,1,0,0
7545,r200,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astrophysics,5,113,33,77,3,1,4,2,65,1,1,0
7545,r201,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy and astrophysics nec,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy and astrophysics nec,5,79,18,60,7,0,3,2,42,5,1,0
7545,r202,All fields -> Science and engineering -> Physical sciences -> Chemistry,All fields,Science and engineering,Physical sciences,Chemistry,,4,2369,875,1390,124,4,121,56,1004,52,13,16
7545,r203,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Analytical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Analytical chemistry,5,321,125,192,14,0,19,10,139,7,3,0
7545,r204,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemical biology,All fields,Science and engineering,Physical sciences,Chemistry,Chemical biology,5,151,49,101,7,0,16,6,67,5,0,0
7545,r205,"All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry, general",All fields,Science and engineering,Physical sciences,Chemistry,"Chemistry, general",5,495,185,231,22,2,21,15,148,7,4,12
7545,r206,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Inorganic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Inorganic chemistry,5,283,95,186,20,0,14,2,145,4,1,0
7545,r207,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Organic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Organic chemistry,5,454,165,285,28,0,16,14,216,7,3,1
7545,r208,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Physical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Physical chemistry,5,293,111,180,17,0,14,3,131,11,1,3
7545,r209,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Polymer chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Polymer chemistry,5,121,51,67,5,0,10,4,45,3,0,0
7545,r210,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Theoretical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Theoretical chemistry,5,108,49,56,3,1,3,0,43,6,0,0
7545,r211,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry nec,All fields,Science and engineering,Physical sciences,Chemistry,Chemistry nec,5,143,45,92,8,1,8,2,70,2,1,0
7545,r212,All fields -> Science and engineering -> Physical sciences -> Materials sciences,All fields,Science and engineering,Physical sciences,Materials sciences,,4,429,195,226,12,0,40,5,162,6,1,0
7545,r213,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials science,All fields,Science and engineering,Physical sciences,Materials sciences,Materials science,5,276,138,135,6,0,27,2,94,5,1,0
7545,r214,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials chemistry and materials science nec,All fields,Science and engineering,Physical sciences,Materials sciences,Materials chemistry and materials science nec,5,153,57,91,6,0,13,3,68,1,0,0
7545,r215,All fields -> Science and engineering -> Physical sciences -> Physics,All fields,Science and engineering,Physical sciences,Physics,,4,1750,759,913,68,1,94,11,682,31,12,14
7545,r216,All fields -> Science and engineering -> Physical sciences -> Physics -> Applied physics,All fields,Science and engineering,Physical sciences,Physics,Applied physics,5,133,52,70,7,0,12,1,46,4,0,0
7545,r217,All fields -> Science and engineering -> Physical sciences -> Physics -> Atomic/ molecular physics,All fields,Science and engineering,Physical sciences,Physics,Atomic/ molecular physics,5,89,33,55,1,0,11,0,40,2,0,1
7545,r218,All fields -> Science and engineering -> Physical sciences -> Physics -> Condensed matter and materials physics,All fields,Science and engineering,Physical sciences,Physics,Condensed matter and materials physics,5,358,192,162,8,1,20,0,118,7,5,3
7545,r219,All fields -> Science and engineering -> Physical sciences -> Physics -> Elementary particle physics,All fields,Science and engineering,Physical sciences,Physics,Elementary particle physics,5,166,79,86,5,0,8,1,67,2,1,2
7545,r220,All fields -> Science and engineering -> Physical sciences -> Physics -> Nuclear physics,All fields,Science and engineering,Physical sciences,Physics,Nuclear physics,5,79,28,49,3,0,2,0,40,3,0,1
7545,r221,All fields -> Science and engineering -> Physical sciences -> Physics -> Optics/ optical sciences,All fields,Science and engineering,Physical sciences,Physics,Optics/ optical sciences,5,120,56,56,7,0,3,1,41,4,0,0
7545,r222,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and astronomy,All fields,Science and engineering,Physical sciences,Physics,Physics and astronomy,5,193,80,109,8,0,10,0,87,2,0,2
7545,r223,"All fields -> Science and engineering -> Physical sciences -> Physics -> Physics, general",All fields,Science and engineering,Physical sciences,Physics,"Physics, general",5,339,122,172,19,0,11,3,128,2,5,4
7545,r224,All fields -> Science and engineering -> Physical sciences -> Physics -> Plasma and high-temperature physics,All fields,Science and engineering,Physical sciences,Physics,Plasma and high-temperature physics,5,57,11,46,4,0,5,1,33,3,0,0
7545,r225,All fields -> Science and engineering -> Physical sciences -> Physics -> Theoretical and mathematical physics,All fields,Science and engineering,Physical sciences,Physics,Theoretical and mathematical physics,5,99,49,49,4,0,4,0,40,1,0,0
7545,r226,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and physical sciences nec,All fields,Science and engineering,Physical sciences,Physics,Physics and physical sciences nec,5,117,57,59,2,0,8,4,42,1,1,1
