table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_business_or_industry_total,field_business_or_industry_for_profit_business_or_industry,field_business_or_industry_nonprofit_business_or_industry,field_business_or_industry_self_employed_not_incorporated,field_education_total,field_education_4_year_educational_institutiona,field_education_2_year_college_or_precollege_educational_institution,field_government_total,field_government_federal_government,field_government_state_or_local_government
6838,r130,All degrees -> Doctorate -> S&E fields -> Physical and related sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,,4,168000,84000,71000,7000,7000,63000,58000,5000,21000,18000,3000
6838,r131,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Doctorate,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,79000,45000,40000,2000,3000,26000,24000,2000,7000,7000,
6838,r132,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Doctorate,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,22000,7000,5000,2000,,12000,10000,,3000,3000,
6838,r133,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Doctorate,S&E fields,Physical and related sciences,Physics and astronomy,5,67000,31000,25000,2000,3000,26000,24000,2000,11000,9000,S
6838,r134,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,Other physical sciences,5,S,,,,,,,,,,
6838,r135,All degrees -> Doctorate -> S&E fields -> Social and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,,4,298000,119000,66000,23000,29000,155000,132000,23000,25000,15000,10000
6838,r136,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Economics,All degrees,Doctorate,S&E fields,Social and related sciences,Economics,5,38000,17000,14000,2000,S,19000,18000,S,3000,2000,
6838,r137,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Political and related sciences,5,29000,8000,5000,2000,,19000,18000,2000,2000,S,
6838,r138,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Psychology,All degrees,Doctorate,S&E fields,Social and related sciences,Psychology,5,148000,77000,36000,15000,25000,57000,42000,15000,15000,8000,6000
6838,r139,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Doctorate,S&E fields,Social and related sciences,Sociology and anthropology,5,42000,8000,4000,S,S,30000,28000,S,3000,3000,
6838,r140,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Other social sciences,5,41000,8000,6000,S,,30000,27000,3000,S,0.05,
6838,r141,All degrees -> Doctorate -> S&E fields -> Engineering,All degrees,Doctorate,S&E fields,Engineering,,4,208000,132000,116000,7000,9000,60000,58000,S,16000,12000,3000
6838,r142,"All degrees -> Doctorate -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Doctorate,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,6000,4000,2000,,,2000,2000,,S,S,
6838,r143,All degrees -> Doctorate -> S&E fields -> Engineering -> Chemical engineering,All degrees,Doctorate,S&E fields,Engineering,Chemical engineering,5,20000,14000,14000,,,4000,3000,,2000,,
6838,r144,All degrees -> Doctorate -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Doctorate,S&E fields,Engineering,Civil and architectural engineering,5,18000,9000,6000,,S,8000,8000,,1000,,1000
6838,r145,All degrees -> Doctorate -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Doctorate,S&E fields,Engineering,Electrical and computer engineering,5,66000,51000,46000,2000,2000,13000,13000,,2000,2000,
6838,r146,All degrees -> Doctorate -> S&E fields -> Engineering -> Industrial engineering,All degrees,Doctorate,S&E fields,Engineering,Industrial engineering,5,8000,8000,7000,,,1000,1000,,,,
6838,r147,All degrees -> Doctorate -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Doctorate,S&E fields,Engineering,Mechanical engineering,5,30000,17000,16000,,,11000,11000,,2000,1000,
6838,r148,All degrees -> Doctorate -> S&E fields -> Engineering -> Other engineering,All degrees,Doctorate,S&E fields,Engineering,Other engineering,5,58000,29000,25000,3000,1000,22000,20000,S,8000,6000,S
6838,r149,All degrees -> Doctorate -> S&E-related fields,All degrees,Doctorate,S&E-related fields,,,3,219000,132000,76000,44000,13000,72000,64000,7000,15000,10000,S
6838,r150,All degrees -> Doctorate -> S&E-related fields -> Health,All degrees,Doctorate,S&E-related fields,Health,,4,195000,123000,69000,42000,12000,57000,53000,5000,14000,9000,S
6838,r151,All degrees -> Doctorate -> S&E-related fields -> Science and mathematics teacher education,All degrees,Doctorate,S&E-related fields,Science and mathematics teacher education,,4,12000,S,,,,10000,8000,2000,,,
6838,r152,All degrees -> Doctorate -> S&E-related fields -> Technology and technical fields,All degrees,Doctorate,S&E-related fields,Technology and technical fields,,4,9000,5000,5000,,,3000,2000,,,,
6838,r153,All degrees -> Doctorate -> S&E-related fields -> Other S&E-related fields,All degrees,Doctorate,S&E-related fields,Other S&E-related fields,,4,3000,2000,S,0.05,,2000,2000,,,,
6838,r154,All degrees -> Doctorate -> Non-S&E fields,All degrees,Doctorate,Non-S&E fields,,,3,495000,156000,61000,57000,38000,324000,228000,96000,15000,4000,11000
6838,r155,All degrees -> Doctorate -> Non-S&E fields -> Management and administration fields,All degrees,Doctorate,Non-S&E fields,Management and administration fields,,4,39000,13000,8000,,S,25000,24000,1000,S,,
6838,r156,"All degrees -> Doctorate -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Doctorate,Non-S&E fields,"Education, except science and math teacher education",,4,146000,29000,9000,14000,6000,109000,43000,66000,S,,S
6838,r157,All degrees -> Doctorate -> Non-S&E fields -> Social service and related fields,All degrees,Doctorate,Non-S&E fields,Social service and related fields,,4,100000,61000,17000,34000,9000,38000,30000,9000,,,
6838,r158,All degrees -> Doctorate -> Non-S&E fields -> Sales and marketing fields,All degrees,Doctorate,Non-S&E fields,Sales and marketing fields,,4,9000,,,,,9000,9000,,,,
6838,r159,All degrees -> Doctorate -> Non-S&E fields -> Art and humanities fields,All degrees,Doctorate,Non-S&E fields,Art and humanities fields,,4,148000,30000,7000,S,17000,114000,96000,19000,4000,S,
6838,r160,All degrees -> Doctorate -> Non-S&E fields -> Other non-S&E fields,All degrees,Doctorate,Non-S&E fields,Other non-S&E fields,,4,53000,23000,19000,S,S,29000,28000,,S,,
6838,r161,All degrees -> Professional,All degrees,Professional,,,,2,3036000,2312000,1510000,398000,404000,309000,230000,79000,415000,208000,207000
6838,r162,All degrees -> Professional -> S&E fields,All degrees,Professional,S&E fields,,,3,40000,26000,14000,5000,7000,9000,5000,S,5000,3000,2000
6838,r163,All degrees -> Professional -> S&E-related fields,All degrees,Professional,S&E-related fields,,,3,1473000,1198000,771000,292000,136000,197000,181000,15000,78000,52000,26000
6838,r164,All degrees -> Professional -> Non-S&E fields,All degrees,Professional,Non-S&E fields,,,3,1524000,1088000,726000,101000,261000,103000,43000,60000,333000,153000,179000
