table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
12336,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,899', '&nbsp;']","['2,431', '&nbsp;']","['2,366', '&nbsp;']","['2,434', 'i ']","['339', '  ']","['1,480', 'i ']","['4,265', '&nbsp;']","['2,774', '&nbsp;']","['5,309', '  ']","['2,767', '  ']","['2,322', '  ']"
12336,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['894', '&nbsp;']","['875', '&nbsp;']","['1,980', '&nbsp;']","['1,666', '&nbsp;']","['2,455', '&nbsp;']","['1,764', '&nbsp;']","['3,557', 'i']","['3,253', '  ']","['3,760', '  ']","['5,164', '  ']","['5,507', '&nbsp;']","['5,415', 'i']","['7,433', '  ']","['3,630', 'i ']","['4,694', '  ']"
12336,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['1,581', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,188', 'i']","['1,919', 'i']","['6,971', 'i']","['1,858', '  ']","['0 - 100,602', 'i ']","['1,677', '  ']","['1,979', '&nbsp;']","['2,069', '&nbsp;']","['1,866', '  ']","['2,150', '  ']","['2,027', '  ']"
12336,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['345', '&nbsp;']","['395', '&nbsp;']","['565', '&nbsp;']","['1,526', '&nbsp;']","['762', '&nbsp;']","['926', '&nbsp;']","['1,365', '&nbsp;']","['1,381', '  ']","['3,231', 'i ']","['3,684', '  ']","['4,254', '&nbsp;']","['4,031', '&nbsp;']","['4,158', '  ']","['6,664', '  ']","['6,158', '  ']"
12336,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['249', '&nbsp;']","['462', '&nbsp;']","['D', '&nbsp;']","['484', '&nbsp;']","['224', '&nbsp;']","['164', '&nbsp;']","['2,608', '&nbsp;']","['D', '  ']","['78', '  ']","['1,644', 'i ']","['2,678', '&nbsp;']","['1,557', '&nbsp;']","['1,367', '  ']","['1,793', 'i ']","['804', '  ']"
12336,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['2,382', '&nbsp;']","['895', '&nbsp;']","['1,929', '&nbsp;']","['2,349', '&nbsp;']","['2,212', '&nbsp;']","['13,125', '&nbsp;']","['D', '&nbsp;']","['3,093', '  ']","['2,495', '  ']","['3,104', '  ']","['3,294', '&nbsp;']","['1,539', '&nbsp;']","['1,880', '  ']","['2,124', '  ']","['2,459', '  ']"
12336,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['7,183', '&nbsp;']","['4,342', '&nbsp;']","['4,610', '&nbsp;']","['6,151', '&nbsp;']","['6,272', '&nbsp;']","['5,960', '&nbsp;']","['6,085', '&nbsp;']","['5,506', '  ']","['5,625', '  ']","['3,866', '  ']","['4,438', '&nbsp;']","['5,317', '&nbsp;']","['7,203', '  ']","['7,431', '  ']","['4,763', '  ']"
12336,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['58,419', '&nbsp;']","['57,025', '&nbsp;']","['73,646', '&nbsp;']","['79,038', '&nbsp;']","['80,885', '&nbsp;']","['77,466', '&nbsp;']","['78,288', '&nbsp;']","['81,056', '  ']","['78,407', '  ']","['85,432', '  ']","['0 - 242,771', '&nbsp;']","['101,069', '&nbsp;']","['112,337', '  ']","['120,823', '  ']","['124,300', '  ']"
12336,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['41,981', '&nbsp;']","['29,242', '&nbsp;']","['30,526', '&nbsp;']","['D', '&nbsp;']","['37,781', '&nbsp;']","['47,716', '&nbsp;']","['43,898', '&nbsp;']","['D', '  ']","['45,531', 'i ']","['38,962', '  ']","['65,941', 'i']","['29,707', '&nbsp;']","['0 - 563,442', '  ']","['48,001', '  ']","['31,974', '  ']"
12336,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['174,168', '&nbsp;']","['116,754', '&nbsp;']","['127,763', '&nbsp;']","['42,957', '&nbsp;']","['25,213', '&nbsp;']","['25,149', 'i']","['18,514', '&nbsp;']","['27,926', '  ']","['26,876', '  ']","['22,686', '  ']","['22,567', '&nbsp;']","['16,769', '&nbsp;']","['25,347', '  ']","['26,378', '  ']","['18,261', '  ']"
12336,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['66,765', '&nbsp;']","['33,733', '&nbsp;']","['33,672', '&nbsp;']","['229,921', '&nbsp;']","['237,186', '&nbsp;']","['208,777', '&nbsp;']","['240,437', '&nbsp;']","['160,432', '  ']","['152,996', '  ']","['156,369', '  ']","['178,950', '&nbsp;']","['155,095', '&nbsp;']","['131,942', '  ']","['196,408', '  ']","['221,342', '  ']"
12336,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['119', '&nbsp;']","['D', '&nbsp;']","['16', '&nbsp;']","['1,714', 'i']","['50,376', 'i']","['20,233', '&nbsp;']","['20,653', '&nbsp;']","['20,376', '  ']","['544', '  ']","['312', '  ']","['436', '&nbsp;']","['251', '&nbsp;']","['732', '  ']","['285', '  ']","['282', '  ']"
12336,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['NA', '&nbsp;']","['D', '&nbsp;']","['27,253', '&nbsp;']","['34,498', '&nbsp;']","['42,738', '&nbsp;']","['28,360', '&nbsp;']","['42,336', '&nbsp;']","['13,516', '  ']","['17,264', '  ']","['16,756', '  ']","['55,879', '&nbsp;']","['80,367', '&nbsp;']","['77,183', '  ']","['46,998', '  ']","['45,849', '  ']"
12336,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['34,500', '&nbsp;']","['37,403', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0 - 163,991', '  ']","['0 - 198,757', '  ']","['0 - 242,771', 'i']","['0 - 585,012', 'i']","['0 - 563,442', 'i ']","['D', '  ']","['88,353', '  ']"
12336,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['NA', '&nbsp;']","['D', '&nbsp;']","['86,945', '&nbsp;']","['25,930', '&nbsp;']","['32,403', '&nbsp;']","['8,708', '&nbsp;']","['5,691', '&nbsp;']","['D', '  ']","['0 - 163,991', '  ']","['54,889', '  ']","['58,580', '&nbsp;']","['88,742', '&nbsp;']","['41,227', '  ']","['56,182', '  ']","['80,937', '  ']"
12336,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['11,199', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['30,192', '&nbsp;']","['47,478', '&nbsp;']","['D', '  ']","['45,916', '  ']","['33,435', '  ']","['22,049', '&nbsp;']","['20', '&nbsp;']","['0 - 563,442', '  ']","['D', '  ']","['47,388', '  ']"
12336,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['2,512', '&nbsp;']","['240', '&nbsp;']","['474', '&nbsp;']","['975', '&nbsp;']","['826', '&nbsp;']","['1,295', '&nbsp;']","['614', '&nbsp;']","['D', '  ']","['1,294', '  ']","['5,837', '  ']","['0 - 242,771', '&nbsp;']","['7,536', '&nbsp;']","['5,701', '  ']","['D', '  ']","['2,385', '  ']"
12336,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['4,670', '&nbsp;']","['8,159', '&nbsp;']","['7,754', '&nbsp;']","['8,343', '&nbsp;']","['7,008', 'i']","['2,953', 'i']","['2,040', '&nbsp;']","['1,265', '  ']","['1,441', '  ']","['1,628', '  ']","['0 - 242,771', '&nbsp;']","['1,562', '&nbsp;']","['1,491', '  ']","['1,689', '  ']","['1,397', '  ']"
12336,r074,All business activities -> Software publishers (except Internet)<sup>e</sup>,All business activities,Software publishers (except Internet)<sup>e</sup>,2,51120,"['89,158', '&nbsp;']","['77,832', '&nbsp;']","['84,710', '&nbsp;']","['97,929', '&nbsp;']","['100,697', '&nbsp;']","['112,350', '&nbsp;']","['115,101', '&nbsp;']","['113,255', '  ']","['101,226', '  ']","['97,898', '  ']","['96,171', '&nbsp;']","['94,590', '&nbsp;']","['89,112', '  ']","['100,167', '  ']","['102,254', '  ']"
12336,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['6,721', '&nbsp;']","['6,341', '&nbsp;']","['6,635', '&nbsp;']","['5,141', '&nbsp;']","['2,185', '&nbsp;']","['7,140', '&nbsp;']","['D', '&nbsp;']","['1,939', '  ']","['2,490', '  ']","['2,583', '  ']","['4,452', '&nbsp;']","['3,265', '&nbsp;']","['2,081', '  ']","['1,129', '  ']","['1,365', '  ']"
12336,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['NA', '&nbsp;']","['5,624', '&nbsp;']","['7,533', '&nbsp;']","['4,466', '&nbsp;']","['7,504', 'i']","['8,215', '&nbsp;']","['D', '&nbsp;']","['10,083', '  ']","['14,710', '  ']","['16,825', '  ']","['25,106', '&nbsp;']","['39,683', '&nbsp;']","['36,550', '  ']","['35,744', '  ']","['25,442', '  ']"
12336,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['D', '&nbsp;']","['D', '&nbsp;']","['1,214', '&nbsp;']","['6,862', '&nbsp;']","['7,093', '&nbsp;']","['865', '&nbsp;']","['2,852', '&nbsp;']","['2,667', '  ']","['2,665', '  ']","['2,349', '  ']","['2,328', '&nbsp;']","['2,226', '&nbsp;']","['3,923', 'i ']","['3,920', 'i ']","['3,301', '  ']"
12336,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['1,085', '&nbsp;']","['745', '&nbsp;']","['6', '&nbsp;']","['171', '&nbsp;']","['154', 'i']","['D', '&nbsp;']","['45', '&nbsp;']","['D', '  ']","['59', '  ']","['84', '  ']","['3', 'i']","['5', '&nbsp;']","['1,645', 'i ']","['688', 'i ']","['5,074', '  ']"
12336,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['5,325', '&nbsp;']","['5,919', 'i']","['176', '&nbsp;']","['353', 'i']","['234', '&nbsp;']","['D', '&nbsp;']","['63', '&nbsp;']","['587', '  ']","['305', '  ']","['296', '  ']","['90', '&nbsp;']","['70', '&nbsp;']","['192', '  ']","['1,208', '  ']","['574', '  ']"
12336,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['1,230', '&nbsp;']","['1,015', '&nbsp;']","['515', '&nbsp;']","['2,875', '&nbsp;']","['3,193', 'i']","['2,179', '&nbsp;']","['534', '&nbsp;']","['893', '  ']","['840', '  ']","['1,898', '  ']","['0 - 242,771', '&nbsp;']","['0 - 585,012', '&nbsp;']","['0 - 563,442', '  ']","['767', '  ']","['551', '  ']"
12336,r081,"All business activities -> Data processing, hosting, and related services<sup>e</sup>",All business activities,"Data processing, hosting, and related services<sup>e</sup>",2,51800,"['NA', '&nbsp;']","['6,292', '&nbsp;']","['7,107', '&nbsp;']","['9,443', '&nbsp;']","['12,874', '&nbsp;']","['9,301', '&nbsp;']","['13,891', '&nbsp;']","['14,101', '  ']","['16,853', '  ']","['20,676', '  ']","['26,815', '&nbsp;']","['28,779', '&nbsp;']","['33,130', '  ']","['47,461', '  ']","['31,228', '  ']"
12336,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['7,987', 'i']","['D', '&nbsp;']","['7,138', '  ']","['13,012', '  ']","['20,668', '  ']","['35,853', '&nbsp;']","['49,309', '&nbsp;']","['96,722', '  ']","['112,222', '  ']","['114,459', '  ']"
12336,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",2,51910,"['NA', '&nbsp;']","['13,753', '&nbsp;']","['P', '&nbsp;']","['11,126', '&nbsp;']","['16,969', '&nbsp;']","['28,521', '&nbsp;']","['44,849', 'i']","['40,718', '  ']","['37,792', '  ']","['60,390', '  ']","['77,032', '&nbsp;']","['93,598', '&nbsp;']","['0 - 563,442', '  ']","['152,479', '  ']","['173,318', '  ']"
12336,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['NA', '&nbsp;']","['45,027', '&nbsp;']","['76,052', 'i']","['29,501', '&nbsp;']","['41,335', '&nbsp;']","['41,144', '&nbsp;']","['47,077', '&nbsp;']","['64,668', '  ']","['58,050', '  ']","['72,381', '  ']","['56,472', '&nbsp;']","['52,099', '&nbsp;']","['63,767', '  ']","['D', '  ']","['74,087', '  ']"
12336,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['NA', '&nbsp;']","['D', '&nbsp;']","['34,345', '&nbsp;']","['35,268', '&nbsp;']","['16,671', '&nbsp;']","['23,114', '&nbsp;']","['19,687', '&nbsp;']","['15,087', 'i ']","['17,046', '  ']","['18,774', '  ']","['20,890', '&nbsp;']","['30,062', '&nbsp;']","['35,216', '  ']","['32,486', '  ']","['34,837', '  ']"
12336,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['NA', '&nbsp;']","['11,594', '&nbsp;']","['16,234', '&nbsp;']","['14,985', '&nbsp;']","['8,907', '&nbsp;']","['34,172', 'i']","['32,407', 'i']","['21,780', 'i ']","['19,060', 'i ']","['18,456', 'i ']","['0 - 242,771', 'i']","['37,830', 'i']","['30,746', 'i ']","['17,753', '  ']","['21,446', 'i ']"
12336,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['88', '  ']","['57', '  ']","['0 - 10,116', '  ']","['583', '&nbsp;']","['223', '&nbsp;']","['1', '  ']","['1', '  ']","['*', '  ']"
12336,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['NA', '&nbsp;']","['D', '&nbsp;']","['8,580', 'i']","['5,232', 'i']","['7,232', '&nbsp;']","['8,873', '&nbsp;']","['6,656', '&nbsp;']","['5,390', '  ']","['0 - 14,237', '  ']","['8,019', '  ']","['3,608', '&nbsp;']","['4,473', '&nbsp;']","['3,186', '  ']","['9,682', '  ']","['9,712', '  ']"
12336,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['D', '&nbsp;']","['352', '&nbsp;']","['225', '&nbsp;']","['359', '&nbsp;']","['764', '&nbsp;']","['640', '&nbsp;']","['517', '&nbsp;']","['168', '  ']","['82', '  ']","['729', '  ']","['0 - 80,926', 'i']","['56', '&nbsp;']","['0 - 563,442', '  ']","['1,838', '  ']","['1,150', '  ']"
12336,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['NA', '&nbsp;']","['864', 'i']","['1,623', '&nbsp;']","['D', '&nbsp;']","['2,222', '&nbsp;']","['2,614', '&nbsp;']","['3,816', 'i']","['3,720', '  ']","['2,818', '  ']","['2,755', '  ']","['2,902', '&nbsp;']","['3,148', '&nbsp;']","['2,323', '  ']","['2,697', '  ']","['2,190', '  ']"
12336,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,931', '&nbsp;']","['14,969', '&nbsp;']","['33,706', '&nbsp;']","['36,917', '&nbsp;']","['19,373', '&nbsp;']","['45,064', '&nbsp;']","['49,007', '&nbsp;']","['49,180', '  ']","['26,789', '  ']","['19,248', '  ']","['18,151', '&nbsp;']","['16,522', '&nbsp;']","['14,317', '  ']","['15,897', '  ']","['16,694', '  ']"
12336,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['D', '&nbsp;']","['D', '&nbsp;']","['454', '&nbsp;']","['228', '&nbsp;']","['345', '&nbsp;']","['900', '&nbsp;']","['678', '&nbsp;']","['D', '  ']","['68', '  ']","['2,229', 'i ']","['18,371', '&nbsp;']","['8,921', '&nbsp;']","['0 - 563,442', '  ']","['55', '  ']","['D', '  ']"
12336,r093,All business activities -> Computer systems design and related services<sup>e</sup>,All business activities,Computer systems design and related services<sup>e</sup>,2,54150,"['86,084', '&nbsp;']","['76,243', '&nbsp;']","['80,239', '&nbsp;']","['153,776', 'i']","['104,306', '&nbsp;']","['90,742', '&nbsp;']","['104,143', '&nbsp;']","['78,373', '  ']","['73,013', '  ']","['70,600', '  ']","['96,552', '&nbsp;']","['86,379', '&nbsp;']","['0 - 225,490', '  ']","['79,708', '  ']","['91,929', '  ']"
12336,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['18,909', '&nbsp;']","['23,315', '&nbsp;']","['14,838', '&nbsp;']","['24,421', '&nbsp;']","['27,236', '&nbsp;']","['22,327', '&nbsp;']","['8,247', '&nbsp;']","['16,452', '  ']","['7,535', '  ']","['6,959', '  ']","['19,754', '&nbsp;']","['7,997', 'i']","['5,267', '  ']","['6,184', '  ']","['17,980', '  ']"
12336,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['NA', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['7', '&nbsp;']","['D', '&nbsp;']","['4', '&nbsp;']","['22', '&nbsp;']","['D', '  ']","['7', '  ']","['5', '  ']","['7', '&nbsp;']","['89', '&nbsp;']","['13', '  ']","['1', '  ']","['6', '  ']"
12336,r096,"All business activities -> Research and development services in biotechnology<sup>c,f</sup>",All business activities,"Research and development services in biotechnology<sup>c,f</sup>",2,54173,"['NA', '&nbsp;']","['3,663', 'i']","['1,299', '&nbsp;']","['1,269', '&nbsp;']","['1,547', '&nbsp;']","['1,701', '&nbsp;']","['1,671', '&nbsp;']","['1,581', '  ']","['2,478', 'i ']","['2,864', '  ']","['3,773', '&nbsp;']","['4,160', '&nbsp;']","['4,095', '  ']","['6,144', '  ']","['5,034', '  ']"
12336,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['NA', '&nbsp;']","['3,817', '&nbsp;']","['2,994', '&nbsp;']","['4,352', '&nbsp;']","['5,625', '&nbsp;']","['4,814', '&nbsp;']","['5,253', '&nbsp;']","['5,194', '  ']","['7,260', '  ']","['9,736', '  ']","['10,193', 'i']","['10,902', 'i']","['13,029', 'i ']","['15,402', 'i ']","['14,883', 'i ']"
12336,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['0', '  ']","['2', '  ']","['2', '  ']"
12336,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['D', '&nbsp;']","['D', '&nbsp;']","['1,656', '&nbsp;']","['D', '&nbsp;']","['25,263', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['0 - 163,991', '  ']","['54,756', '  ']","['67,297', '&nbsp;']","['0 - 585,012', '&nbsp;']","['0 - 563,442', '  ']","['D', '  ']","['D', '  ']"
12336,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['3,456', '&nbsp;']","['2,025', '&nbsp;']","['2,186', '&nbsp;']","['4,901', '&nbsp;']","['9,285', '&nbsp;']","['8,417', '&nbsp;']","['8,004', '&nbsp;']","['2,749', '  ']","['0 - 163,991', '  ']","['2,049', '  ']","['4,823', '&nbsp;']","['3,988', 'i']","['2,695', '  ']","['3,112', '  ']","['4,242', '  ']"
12336,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['76', '&nbsp;']","['23', '&nbsp;']","['266', '&nbsp;']","['5,428', '&nbsp;']","['1,304', '&nbsp;']","['887', '&nbsp;']","['716', '&nbsp;']","['D', '  ']","['622', '  ']","['1,592', '  ']","['1,726', '&nbsp;']","['40', '&nbsp;']","['206', 'i ']","['104', 'i ']","['21', '  ']"
12336,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['NA', '&nbsp;']","['6,821', '&nbsp;']","['19,476', '&nbsp;']","['10,588', '&nbsp;']","['11,810', '&nbsp;']","['17,023', '&nbsp;']","['29,314', '&nbsp;']","['26,456', '  ']","['28,098', '  ']","['22,603', '  ']","['28,430', '&nbsp;']","['27,044', '&nbsp;']","['8,212', '  ']","['9,268', '  ']","['13,161', '  ']"
12336,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['NA', '&nbsp;']","['D', '&nbsp;']","['201', '&nbsp;']","['959', '&nbsp;']","['484', '&nbsp;']","['595', '&nbsp;']","['614', '&nbsp;']","['1,827', '  ']","['1,910', '  ']","['1,402', '  ']","['4,360', '&nbsp;']","['281', '&nbsp;']","['0 - 563,442', '  ']","['608', '  ']","['3', '  ']"
12336,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['22', '  ']"
12336,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['1,037', '&nbsp;']","['857', '&nbsp;']","['1,662', '&nbsp;']","['1,269', '&nbsp;']","['1,383', '&nbsp;']","['887', '&nbsp;']","['895', '&nbsp;']","['1,488', 'i ']","['1,925', 'i ']","['1,275', '  ']","['4,320', 'i']","['4,132', 'i']","['4,245', 'i ']","['5,676', 'i ']","['7,948', 'i ']"
12336,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['NA', '&nbsp;']","['D', '&nbsp;']","['154', '&nbsp;']","['D', '&nbsp;']","['27', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['455', '  ']","['177', '&nbsp;']","['193', '&nbsp;']","['3,636', '  ']","['D', '  ']","['542', '  ']"
12336,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['NA', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['131', '  ']","['287', '  ']","['0', '  ']","['1', 'i']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']"
12336,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['29', '&nbsp;']","['2', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']"
12336,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['NA', '&nbsp;']","['3,074', '&nbsp;']","['3,169', '&nbsp;']","['3,297', '&nbsp;']","['3,096', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2,540', '  ']","['0 - 163,991', '  ']","['5,595', '  ']","['8,134', '&nbsp;']","['5,730', '&nbsp;']","['0 - 563,442', '  ']","['1,879', '  ']","['3,830', '  ']"
12336,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['NA', '&nbsp;']","['9,891', '&nbsp;']","['32,256', '&nbsp;']","['11,945', '&nbsp;']","['34,612', '&nbsp;']","['49,347', '&nbsp;']","['14,564', '&nbsp;']","['32,394', '  ']","['34,445', '  ']","['4,924', '  ']","['20,830', '&nbsp;']","['28,004', '&nbsp;']","['17,863', '  ']","['22,216', '  ']","['5,220', '  ']"
12336,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['NA', '&nbsp;']","['5,946', '&nbsp;']","['7,784', '&nbsp;']","['10,816', '&nbsp;']","['12,789', '&nbsp;']","['21,571', '&nbsp;']","['17,416', '&nbsp;']","['19,528', '  ']","['64,593', '  ']","['0 - 408,784', '  ']","['0 - 242,771', '&nbsp;']","['18,846', 'i']","['20,963', '  ']","['D', '  ']","['80,689', '  ']"
12336,r112,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['161,647', '&nbsp;']","['127,244', '&nbsp;']","['101,536', '&nbsp;']","['164,044', '&nbsp;']","['172,709', '&nbsp;']","['165,075', '&nbsp;']","['156,556', '&nbsp;']","['113,257', '  ']","['97,136', '  ']","['64,324', '  ']","['102,225', '&nbsp;']","['65,462', '&nbsp;']","['62,651', '  ']","['95,382', '  ']","['85,344', '  ']"
12336,r113,All business activities -> Undistributed<sup>g</sup>,All business activities,Undistributed<sup>g</sup>,2,–,"['335,723', '&nbsp;']","['452,404', '&nbsp;']","['103,862', '&nbsp;']","['147,756', 'i']","['58,997', 'i']","['D', ' ']","['2,657', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']"
