table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materialsandsupplies,field_lease_andrental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
1378,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1378,r077,All companies (number of domestic employees) -> Small companies -> 10 &#8211; 19,All companies (number of domestic employees),Small companies,10 &#8211; 19,,,3,–,"['4,958', 'i ']","['2,884', 'i ']","['106', 'i ']","['541', '  ']","['72', 'i ']","['395', 'i ']","['115', '  ']","['94', 'i ']","['32', '  ']","['86', 'i ']","['631', 'i']"
1378,r078,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,"['9,662', 'i ']","['6,028', 'i ']","['284', '  ']","['448', '  ']","['124', 'i ']","['886', '  ']","['205', '  ']","['193', 'i ']","['62', '  ']","['159', 'i ']","['1,275', 'i']"
1378,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1378,r080,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,"['9,298', '  ']","['5,733', '  ']","['314', '  ']","['396', '  ']","['84', 'i ']","['792', '  ']","['221', '  ']","['245', '  ']","['47', '  ']","['241', '  ']","['1,226', ' ']"
1378,r081,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,"['14,875', '  ']","['9,198', '  ']","['589', '  ']","['686', '  ']","['179', '  ']","['1,288', '  ']","['290', '  ']","['371', '  ']","['121', '  ']","['298', '  ']","['1,856', ' ']"
1378,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1378,r083,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,"['13,092', '  ']","['7,956', '  ']","['714', '  ']","['470', '  ']","['301', '  ']","['842', '  ']","['228', '  ']","['363', '  ']","['193', '  ']","['271', '  ']","['1,755', ' ']"
1378,r084,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,"['14,450', '  ']","['8,886', '  ']","['773', '  ']","['543', '  ']","['235', '  ']","['977', '  ']","['344', '  ']","['469', '  ']","['98', '  ']","['340', '  ']","['1,784', ' ']"
1378,r085,"All companies (number of domestic employees) -> Large companies -> 1,000 &#8211; 4,999",All companies (number of domestic employees),Large companies,"1,000 &#8211; 4,999",,,3,–,"['63,971', '  ']","['36,794', '  ']","['4,329', '  ']","['2,075', '  ']","['889', '  ']","['3,958', '  ']","['836', '  ']","['2,616', '  ']","['266', '  ']","['1,860', '  ']","['10,348', ' ']"
1378,r086,"All companies (number of domestic employees) -> Large companies -> 5,000 &#8211; 9,999",All companies (number of domestic employees),Large companies,"5,000 &#8211; 9,999",,,3,–,"['40,633', '  ']","['22,337', '  ']","['D', '&nbsp;']","['2,001', '  ']","['393', '  ']","['2,302', '  ']","['786', 'i ']","['1,294', '  ']","['51', '  ']","['610', '  ']","['D', ' ']"
1378,r087,"All companies (number of domestic employees) -> Large companies -> 10,000 &#8211; 24,999",All companies (number of domestic employees),Large companies,"10,000 &#8211; 24,999",,,3,–,"['65,594', '  ']","['37,692', '  ']","['1,661', '  ']","['2,770', '  ']","['562', '  ']","['6,275', '  ']","['660', '  ']","['3,297', '  ']","['297', '  ']","['2,639', '  ']","['9,742', ' ']"
1378,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['136,571', '  ']","['76,529', '  ']","['D', '  ']","['6,692', '  ']","['2,713', '  ']","['8,852', '  ']","['2,381', '  ']","['4,696', '  ']","['752', 'i ']","['3,639', '  ']","['D', '&nbsp;']"
