table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_totala,field_male,field_female,field__female
11669,r126,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials science and engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials science and engineering,5,762,536,226,29.7
11669,r127,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials and mining engineering nec,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials and mining engineering nec,5,48,38,10,20.8
11669,r128,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,,4,1552,1277,275,17.7
11669,r129,"All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering, general",All fields,Science and engineering,Engineering,Mechanical engineering,"Mechanical engineering, general",5,1472,1213,259,17.6
11669,r130,All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering nec,All fields,Science and engineering,Engineering,Mechanical engineering,Mechanical engineering nec,5,80,64,16,20.0
11669,r131,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",,4,691,491,200,28.9
11669,r132,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering mechanics, physics, and science",All fields,Science and engineering,Engineering,"Engineering, other","Engineering mechanics, physics, and science",5,105,87,18,17.1
11669,r133,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nanotechnology",All fields,Science and engineering,Engineering,"Engineering, other",Nanotechnology,5,47,33,14,29.8
11669,r134,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nuclear engineering",All fields,Science and engineering,Engineering,"Engineering, other",Nuclear engineering,5,162,125,37,22.8
11669,r135,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering nec",All fields,Science and engineering,Engineering,"Engineering, other",Engineering nec,5,377,246,131,34.7
11669,r136,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,,3,1216,668,547,45.0
11669,r137,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,,4,682,384,298,43.7
11669,r138,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geochemistry",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geochemistry,5,47,30,17,36.2
11669,r139,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geology,5,91,52,39,42.9
11669,r140,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology/ earth science, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,"Geology/ earth science, general",5,142,82,60,42.3
11669,r141,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geophysics and seismology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geophysics and seismology,5,105,66,39,37.1
11669,r142,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Hydrology and water resources science",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Hydrology and water resources science,5,96,55,41,42.7
11669,r143,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geological and earth sciences nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geological and earth sciences nec,5,201,99,102,50.7
11669,r144,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",,4,534,284,249,46.6
11669,r145,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Atmospheric sciences and meteorology, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric sciences and meteorology, general",5,111,75,35,31.5
11669,r146,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Atmospheric sciences and meteorology nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Atmospheric sciences and meteorology nec,5,123,67,56,45.5
11669,r147,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Climatology, atmospheric chemistry/ physics",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Climatology, atmospheric chemistry/ physics",5,67,45,22,32.8
11669,r148,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Marine biology and biological oceanography",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine biology and biological oceanography,5,92,30,62,67.4
11669,r149,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Marine sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine sciences,5,66,29,37,56.1
11669,r150,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Oceanography, chemical/ physical",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Oceanography, chemical/ physical",5,75,38,37,49.3
11669,r151,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,,3,2746,789,1957,71.3
11669,r152,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,,4,638,69,569,89.2
11669,r153,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing education,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing education,5,84,12,72,85.7
11669,r154,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing science,5,396,42,354,89.4
11669,r155,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing specialties and practice,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing specialties and practice,5,158,15,143,90.5
11669,r156,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,,4,442,211,231,52.3
11669,r157,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Medicinal and pharmaceutical chemistry,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Medicinal and pharmaceutical chemistry,5,74,43,31,41.9
11669,r158,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Pharmaceutical sciences,5,262,116,146,55.7
11669,r159,"All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmacy, pharmaceutical sciences, and administration nec",All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,"Pharmacy, pharmaceutical sciences, and administration nec",5,106,52,54,50.9
11669,r160,All fields -> Science and engineering -> Health sciences -> Public health,All fields,Science and engineering,Health sciences,Public health,,4,766,218,548,71.5
11669,r161,All fields -> Science and engineering -> Health sciences -> Public health -> Environmental health,All fields,Science and engineering,Health sciences,Public health,Environmental health,5,70,24,46,65.7
11669,r162,All fields -> Science and engineering -> Health sciences -> Public health -> Health services research,All fields,Science and engineering,Health sciences,Public health,Health services research,5,105,29,76,72.4
11669,r163,All fields -> Science and engineering -> Health sciences -> Public health -> Health/ medical physics,All fields,Science and engineering,Health sciences,Public health,Health/ medical physics,5,72,45,27,37.5
11669,r164,All fields -> Science and engineering -> Health sciences -> Public health -> Public health education and promotion,All fields,Science and engineering,Health sciences,Public health,Public health education and promotion,5,112,23,89,79.5
11669,r165,"All fields -> Science and engineering -> Health sciences -> Public health -> Public health, general",All fields,Science and engineering,Health sciences,Public health,"Public health, general",5,203,43,160,78.8
11669,r166,All fields -> Science and engineering -> Health sciences -> Public health -> Public health nec,All fields,Science and engineering,Health sciences,Public health,Public health nec,5,204,54,150,73.5
11669,r167,"All fields -> Science and engineering -> Health sciences -> Health sciences, other",All fields,Science and engineering,Health sciences,"Health sciences, other",,4,900,291,609,67.7
11669,r168,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Communication disorders sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Communication disorders sciences,5,109,19,90,82.6
11669,r169,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Exercise science and kinesiology",All fields,Science and engineering,Health sciences,"Health sciences, other",Exercise science and kinesiology,5,90,41,49,54.4
11669,r170,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences, general",All fields,Science and engineering,Health sciences,"Health sciences, other","Health sciences, general",5,61,21,40,65.6
11669,r171,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Marriage and family therapy/ counseling",All fields,Science and engineering,Health sciences,"Health sciences, other",Marriage and family therapy/ counseling,5,54,13,41,75.9
11669,r172,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical clinical sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Medical clinical sciences,5,67,30,37,55.2
11669,r173,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical, biomedical, and health informatics",All fields,Science and engineering,Health sciences,"Health sciences, other","Medical, biomedical, and health informatics",5,59,25,34,57.6
11669,r174,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Mental health, counseling, and therapy services and sciences",All fields,Science and engineering,Health sciences,"Health sciences, other","Mental health, counseling, and therapy services and sciences",5,100,20,80,80.0
11669,r175,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Rehabilitation and therapeutic sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Rehabilitation and therapeutic sciences,5,159,42,117,73.6
11669,r176,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences nec",All fields,Science and engineering,Health sciences,"Health sciences, other",Health sciences nec,5,201,80,121,60.2
11669,r177,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,,3,2056,1480,575,28.0
11669,r178,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,,4,490,342,148,30.2
11669,r179,"All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics, general",All fields,Science and engineering,Mathematics and statistics,Applied mathematics,"Applied mathematics, general",5,267,187,80,30.0
11669,r180,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Computational and applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Computational and applied mathematics,5,165,119,46,27.9
11669,r181,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics nec,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Applied mathematics nec,5,58,36,22,37.9
11669,r182,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics,All fields,Science and engineering,Mathematics and statistics,Mathematics,,4,890,703,186,20.9
11669,r183,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Algebra and number theory,All fields,Science and engineering,Mathematics and statistics,Mathematics,Algebra and number theory,5,71,63,8,11.3
11669,r184,"All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics, general",All fields,Science and engineering,Mathematics and statistics,Mathematics,"Mathematics, general",5,687,539,147,21.4
11669,r185,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics nec,All fields,Science and engineering,Mathematics and statistics,Mathematics,Mathematics nec,5,132,101,31,23.5
11669,r186,All fields -> Science and engineering -> Mathematics and statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,,4,676,435,241,35.7
11669,r187,"All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Applied statistics, general",All fields,Science and engineering,Mathematics and statistics,Statistics,"Applied statistics, general",5,58,37,21,36.2
11669,r188,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Mathematics and statistics,5,70,52,18,25.7
11669,r189,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics,5,484,312,172,35.5
11669,r190,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics nec,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics nec,5,64,34,30,46.9
11669,r191,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,,3,1704,1044,660,38.7
11669,r192,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,,4,583,409,174,29.8
11669,r193,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Computer science and engineering,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Computer science and engineering,5,188,139,49,26.1
11669,r194,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Electrical engineering and computer science,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Electrical engineering and computer science,5,250,186,64,25.6
11669,r195,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Interdisciplinary computer sciences nec,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Interdisciplinary computer sciences nec,5,145,84,61,42.1
11669,r196,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",,4,1121,635,486,43.4
11669,r197,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Behavioral and cognitive sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Behavioral and cognitive sciences,5,117,50,67,57.3
11669,r198,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Computational science and engineering",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Computational science and engineering,5,132,109,23,17.4
11669,r199,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Data mining and machine learning ",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Data mining and machine learning ,5,234,177,57,24.4
11669,r200,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Data science and data analytics",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Data science and data analytics,5,86,55,31,36.0
11669,r201,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> History/ philosophy of science, technology, and society",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other","History/ philosophy of science, technology, and society",5,68,31,37,54.4
11669,r202,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Nanoscience/ nanoscale science",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Nanoscience/ nanoscale science,5,33,22,11,33.3
11669,r203,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Nutrition sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Nutrition sciences,5,128,26,102,79.7
11669,r204,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Multidisciplinary/ interdisciplinary sciences nec",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Multidisciplinary/ interdisciplinary sciences nec,5,323,165,158,48.9
11669,r205,All fields -> Science and engineering -> Physical sciences,All fields,Science and engineering,Physical sciences,,,3,5443,3594,1848,34.0
11669,r206,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,,4,323,219,104,32.2
11669,r207,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy,5,107,70,37,34.6
11669,r208,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astrophysics,5,133,90,43,32.3
11669,r209,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy and astrophysics nec,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy and astrophysics nec,5,83,59,24,28.9
11669,r210,All fields -> Science and engineering -> Physical sciences -> Chemistry,All fields,Science and engineering,Physical sciences,Chemistry,,4,2731,1550,1180,43.2
11669,r211,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Analytical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Analytical chemistry,5,344,162,182,52.9
11669,r212,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemical biology,All fields,Science and engineering,Physical sciences,Chemistry,Chemical biology,5,191,100,91,47.6
11669,r213,"All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry, general",All fields,Science and engineering,Physical sciences,Chemistry,"Chemistry, general",5,611,315,295,48.3
11669,r214,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Inorganic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Inorganic chemistry,5,266,158,108,40.6
11669,r215,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Organic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Organic chemistry,5,566,366,200,35.3
11669,r216,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Physical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Physical chemistry,5,294,181,113,38.4
11669,r217,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Polymer chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Polymer chemistry,5,81,44,37,45.7
11669,r218,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Theoretical and computational chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Theoretical and computational chemistry,5,202,138,64,31.7
11669,r219,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry nec,All fields,Science and engineering,Physical sciences,Chemistry,Chemistry nec,5,176,86,90,51.1
11669,r220,All fields -> Science and engineering -> Physical sciences -> Materials sciences,All fields,Science and engineering,Physical sciences,Materials sciences,,4,389,248,141,36.2
11669,r221,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials science,All fields,Science and engineering,Physical sciences,Materials sciences,Materials science,5,188,125,63,33.5
11669,r222,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials chemistry and materials sciences nec,All fields,Science and engineering,Physical sciences,Materials sciences,Materials chemistry and materials sciences nec,5,201,123,78,38.8
11669,r223,All fields -> Science and engineering -> Physical sciences -> Physics,All fields,Science and engineering,Physical sciences,Physics,,4,2000,1577,423,21.2
11669,r224,All fields -> Science and engineering -> Physical sciences -> Physics -> Applied physics,All fields,Science and engineering,Physical sciences,Physics,Applied physics,5,124,99,25,20.2
11669,r225,All fields -> Science and engineering -> Physical sciences -> Physics -> Atomic/ molecular physics,All fields,Science and engineering,Physical sciences,Physics,Atomic/ molecular physics,5,103,84,19,18.4
11669,r226,All fields -> Science and engineering -> Physical sciences -> Physics -> Condensed matter and materials physics,All fields,Science and engineering,Physical sciences,Physics,Condensed matter and materials physics,5,365,302,63,17.3
11669,r227,All fields -> Science and engineering -> Physical sciences -> Physics -> Elementary particle physics,All fields,Science and engineering,Physical sciences,Physics,Elementary particle physics,5,164,126,38,23.2
11669,r228,All fields -> Science and engineering -> Physical sciences -> Physics -> Nuclear physics,All fields,Science and engineering,Physical sciences,Physics,Nuclear physics,5,91,77,14,15.4
11669,r229,All fields -> Science and engineering -> Physical sciences -> Physics -> Optics/ optical sciences,All fields,Science and engineering,Physical sciences,Physics,Optics/ optical sciences,5,135,109,26,19.3
11669,r230,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and astronomy,All fields,Science and engineering,Physical sciences,Physics,Physics and astronomy,5,280,207,73,26.1
11669,r231,"All fields -> Science and engineering -> Physical sciences -> Physics -> Physics, general",All fields,Science and engineering,Physical sciences,Physics,"Physics, general",5,430,324,106,24.7
11669,r232,All fields -> Science and engineering -> Physical sciences -> Physics -> Plasma and high-temperature physics,All fields,Science and engineering,Physical sciences,Physics,Plasma and high-temperature physics,5,67,56,11,16.4
11669,r233,All fields -> Science and engineering -> Physical sciences -> Physics -> Theoretical and mathematical physics,All fields,Science and engineering,Physical sciences,Physics,Theoretical and mathematical physics,5,117,100,17,14.5
11669,r234,All fields -> Science and engineering -> Physical sciences -> Physics -> Physics and physical sciences nec,All fields,Science and engineering,Physical sciences,Physics,Physics and physical sciences nec,5,124,93,31,25.0
11669,r235,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,,3,3793,885,2907,76.6
11669,r236,All fields -> Science and engineering -> Psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,,4,1203,242,961,79.9
11669,r237,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical child psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical child psychology,5,53,2,51,96.2
11669,r238,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical psychology,5,1150,240,910,79.1
11669,r239,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,,4,1293,288,1005,77.7
11669,r240,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Applied behavior analysis,All fields,Science and engineering,Psychology,Counseling and applied psychology,Applied behavior analysis,5,49,18,31,63.3
11669,r241,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling psychology,5,366,86,280,76.5
11669,r242,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Educational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Educational psychology,5,247,59,188,76.1
11669,r243,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Industrial and organizational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Industrial and organizational psychology,5,171,53,118,69.0
11669,r244,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> School psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,School psychology,5,223,15,208,93.3
11669,r245,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling and applied psychology nec,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling and applied psychology nec,5,237,57,180,75.9
11669,r246,All fields -> Science and engineering -> Psychology -> Research and experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,,4,803,245,558,69.5
11669,r247,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Behavioral neuroscience,All fields,Science and engineering,Psychology,Research and experimental psychology,Behavioral neuroscience,5,82,25,57,69.5
11669,r248,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Cognitive psychology and psycholinguistics,All fields,Science and engineering,Psychology,Research and experimental psychology,Cognitive psychology and psycholinguistics,5,111,41,70,63.1
11669,r249,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Developmental and child psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Developmental and child psychology,5,103,15,88,85.4
11669,r250,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Experimental psychology,5,111,37,74,66.7
11669,r251,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Social psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Social psychology,5,189,63,126,66.7
11669,r252,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Research and experimental psychology nec,All fields,Science and engineering,Psychology,Research and experimental psychology,Research and experimental psychology nec,5,207,64,143,69.1
11669,r253,"All fields -> Science and engineering -> Psychology -> Psychology, other",All fields,Science and engineering,Psychology,"Psychology, other",,4,494,110,383,77.5
11669,r254,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Human development",All fields,Science and engineering,Psychology,"Psychology, other",Human development,5,155,16,138,89.0
11669,r255,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology, general",All fields,Science and engineering,Psychology,"Psychology, other","Psychology, general",5,283,82,201,71.0
11669,r256,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology nec",All fields,Science and engineering,Psychology,"Psychology, other",Psychology nec,5,56,12,44,78.6
11669,r257,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,,3,4992,2432,2558,51.2
11669,r258,All fields -> Science and engineering -> Social sciences -> Anthropology,All fields,Science and engineering,Social sciences,Anthropology,,4,379,134,245,64.6
11669,r259,"All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology, general",All fields,Science and engineering,Social sciences,Anthropology,"Anthropology, general",5,99,41,58,58.6
11669,r260,All fields -> Science and engineering -> Social sciences -> Anthropology -> Cultural anthropology,All fields,Science and engineering,Social sciences,Anthropology,Cultural anthropology,5,161,56,105,65.2
11669,r261,All fields -> Science and engineering -> Social sciences -> Anthropology -> Physical and biological anthropology,All fields,Science and engineering,Social sciences,Anthropology,Physical and biological anthropology,5,69,20,49,71.0
11669,r262,All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology nec,All fields,Science and engineering,Social sciences,Anthropology,Anthropology nec,5,50,17,33,66.0
11669,r263,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,452,155,296,65.5
11669,r264,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Area studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Area studies,5,266,114,152,57.1
11669,r265,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Ethnic studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Ethnic studies,5,103,33,69,67.0
