table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_full_time_students_rank,field_full_time_students_total,field_full_time_students_science,field_full_time_students_engineering,field_full_time_students_health,field_part_time_students_rank,field_part_time_students_total,field_part_time_students_science,field_part_time_students_engineering,field_part_time_students_health
6046,r615,All institutions<sup>a</sup> -> Ithaca C.,All institutions<sup>a</sup>,Ithaca C.,2,613,38,38,0,0,603,24,24,0,0,551,14,14,0,0
6046,r616,All institutions<sup>a</sup> -> Mills C.,All institutions<sup>a</sup>,Mills C.,2,615,37,37,0,0,608,23,23,0,0,551,14,14,0,0
6046,r617,All institutions<sup>a</sup> -> Bryn Mawr C.,All institutions<sup>a</sup>,Bryn Mawr C.,2,616,36,36,0,0,574,35,35,0,0,629,1,1,0,0
6046,r618,All institutions<sup>a</sup> -> Kutztown U. Pennsylvania,All institutions<sup>a</sup>,Kutztown U. Pennsylvania,2,617,35,35,0,0,612,21,21,0,0,551,14,14,0,0
6046,r619,All institutions<sup>a</sup> -> Smith C.,All institutions<sup>a</sup>,Smith C.,2,617,35,11,0,24,615,20,0,0,20,547,15,11,0,4
6046,r620,All institutions<sup>a</sup> -> Pacific States U.,All institutions<sup>a</sup>,Pacific States U.,2,619,34,34,0,0,576,34,34,0,0,640,0,0,0,0
6046,r621,All institutions<sup>a</sup> -> Morehead State U.,All institutions<sup>a</sup>,Morehead State U.,2,619,34,34,0,0,618,19,19,0,0,547,15,15,0,0
6046,r622,All institutions<sup>a</sup> -> Bethune-Cookman U.,All institutions<sup>a</sup>,Bethune-Cookman U.,2,621,33,25,0,8,588,30,22,0,8,612,3,3,0,0
6046,r623,All institutions<sup>a</sup> -> Saint Martin's U.,All institutions<sup>a</sup>,Saint Martin's U.,2,621,33,15,18,0,597,28,14,14,0,598,5,1,4,0
6046,r624,All institutions<sup>a</sup> -> Sanford-Burnham Medical Research Institute,All institutions<sup>a</sup>,Sanford-Burnham Medical Research Institute,2,623,32,32,0,0,581,32,32,0,0,640,0,0,0,0
6046,r625,All institutions<sup>a</sup> -> Fisk U.,All institutions<sup>a</sup>,Fisk U.,2,624,31,31,0,0,588,30,30,0,0,629,1,1,0,0
6046,r626,"All institutions<sup>a</sup> -> Lincoln U., Jefferson City",All institutions<sup>a</sup>,"Lincoln U., Jefferson City",2,624,31,31,0,0,642,11,11,0,0,531,20,20,0,0
6046,r627,All institutions<sup>a</sup> -> American Museum of Natural History,All institutions<sup>a</sup>,American Museum of Natural History,2,626,30,30,0,0,588,30,30,0,0,640,0,0,0,0
6046,r628,All institutions<sup>a</sup> -> Coppin State U.,All institutions<sup>a</sup>,Coppin State U.,2,626,30,30,0,0,648,9,9,0,0,524,21,21,0,0
6046,r629,All institutions<sup>a</sup> -> Georgia Southwestern State U.,All institutions<sup>a</sup>,Georgia Southwestern State U.,2,628,29,29,0,0,648,9,9,0,0,531,20,20,0,0
6046,r630,All institutions<sup>a</sup> -> Salisbury U.,All institutions<sup>a</sup>,Salisbury U.,2,628,29,29,0,0,648,9,9,0,0,531,20,20,0,0
6046,r631,All institutions<sup>a</sup> -> Furman U.,All institutions<sup>a</sup>,Furman U.,2,630,28,8,0,20,597,28,8,0,20,640,0,0,0,0
6046,r632,All institutions<sup>a</sup> -> U. Southern Maine,All institutions<sup>a</sup>,U. Southern Maine,2,630,28,28,0,0,673,2,2,0,0,505,26,26,0,0
6046,r633,All institutions<sup>a</sup> -> Bemidji State U.,All institutions<sup>a</sup>,Bemidji State U.,2,630,28,28,0,0,675,1,1,0,0,504,27,27,0,0
6046,r634,All institutions<sup>a</sup> -> Savannah State U.,All institutions<sup>a</sup>,Savannah State U.,2,633,27,27,0,0,600,26,26,0,0,629,1,1,0,0
6046,r635,"All institutions<sup>a</sup> -> U. South Carolina, Aiken",All institutions<sup>a</sup>,"U. South Carolina, Aiken",2,633,27,27,0,0,615,20,20,0,0,585,7,7,0,0
6046,r636,All institutions<sup>a</sup> -> Alaska Pacific U.,All institutions<sup>a</sup>,Alaska Pacific U.,2,633,27,27,0,0,637,12,12,0,0,547,15,15,0,0
6046,r637,All institutions<sup>a</sup> -> Point Loma Nazarene U.,All institutions<sup>a</sup>,Point Loma Nazarene U.,2,633,27,27,0,0,652,8,8,0,0,537,19,19,0,0
6046,r638,All institutions<sup>a</sup> -> U. Central del Caribe,All institutions<sup>a</sup>,U. Central del Caribe,2,637,26,26,0,0,600,26,26,0,0,640,0,0,0,0
6046,r639,"All institutions<sup>a</sup> -> Colorado State U., Pueblo",All institutions<sup>a</sup>,"Colorado State U., Pueblo",2,637,26,19,7,0,624,17,13,4,0,578,9,6,3,0
6046,r640,All institutions<sup>a</sup> -> Elizabeth City State U.,All institutions<sup>a</sup>,Elizabeth City State U.,2,639,25,25,0,0,624,17,17,0,0,581,8,8,0,0
6046,r641,"All institutions<sup>a</sup> -> SUNY, C. of Optometry",All institutions<sup>a</sup>,"SUNY, C. of Optometry",2,639,25,25,0,0,632,14,14,0,0,565,11,11,0,0
6046,r642,All institutions<sup>a</sup> -> Rosalind Franklin U. of Medicine and Science,All institutions<sup>a</sup>,Rosalind Franklin U. of Medicine and Science,2,641,24,24,0,0,603,24,24,0,0,640,0,0,0,0
6046,r643,All institutions<sup>a</sup> -> Bucknell U.,All institutions<sup>a</sup>,Bucknell U.,2,642,23,16,7,0,608,23,16,7,0,640,0,0,0,0
6046,r644,All institutions<sup>a</sup> -> Northwestern Polytechnic U.,All institutions<sup>a</sup>,Northwestern Polytechnic U.,2,643,22,21,1,0,627,16,16,0,0,592,6,5,1,0
6046,r645,All institutions<sup>a</sup> -> Alabama State U.,All institutions<sup>a</sup>,Alabama State U.,2,643,22,22,0,0,637,12,12,0,0,572,10,10,0,0
6046,r646,All institutions<sup>a</sup> -> Milwaukee School of Engineering,All institutions<sup>a</sup>,Milwaukee School of Engineering,2,643,22,0,22,0,659,5,0,5,0,544,17,0,17,0
6046,r647,All institutions<sup>a</sup> -> New England C. of Optometry,All institutions<sup>a</sup>,New England C. of Optometry,2,646,21,21,0,0,612,21,21,0,0,640,0,0,0,0
6046,r648,All institutions<sup>a</sup> -> San Juan Bautista School of Medicine,All institutions<sup>a</sup>,San Juan Bautista School of Medicine,2,646,21,0,0,21,612,21,0,0,21,640,0,0,0,0
6046,r649,All institutions<sup>a</sup> -> Northwestern State U. Louisiana,All institutions<sup>a</sup>,Northwestern State U. Louisiana,2,646,21,21,0,0,618,19,19,0,0,618,2,2,0,0
6046,r650,All institutions<sup>a</sup> -> West Virginia State U.,All institutions<sup>a</sup>,West Virginia State U.,2,649,20,20,0,0,615,20,20,0,0,640,0,0,0,0
6046,r651,All institutions<sup>a</sup> -> U. Wisconsin-Parkside,All institutions<sup>a</sup>,U. Wisconsin-Parkside,2,649,20,20,0,0,655,7,7,0,0,558,13,13,0,0
6046,r652,All institutions<sup>a</sup> -> Claflin U.,All institutions<sup>a</sup>,Claflin U.,2,651,19,19,0,0,618,19,19,0,0,640,0,0,0,0
6046,r653,All institutions<sup>a</sup> -> Southern Oregon U.,All institutions<sup>a</sup>,Southern Oregon U.,2,651,19,19,0,0,618,19,19,0,0,640,0,0,0,0
6046,r654,All institutions<sup>a</sup> -> Mississippi Valley State U.,All institutions<sup>a</sup>,Mississippi Valley State U.,2,651,19,11,0,8,629,15,10,0,5,602,4,1,0,3
6046,r655,All institutions<sup>a</sup> -> Delta State U.,All institutions<sup>a</sup>,Delta State U.,2,651,19,19,0,0,642,11,11,0,0,581,8,8,0,0
6046,r656,"All institutions<sup>a</sup> -> Montana State U., Billings",All institutions<sup>a</sup>,"Montana State U., Billings",2,655,18,18,0,0,629,15,15,0,0,612,3,3,0,0
6046,r657,"All institutions<sup>a</sup> -> California State U., Stanislaus",All institutions<sup>a</sup>,"California State U., Stanislaus",2,655,18,18,0,0,659,5,5,0,0,558,13,13,0,0
6046,r658,"All institutions<sup>a</sup> -> U. Arkansas, Monticello",All institutions<sup>a</sup>,"U. Arkansas, Monticello",2,655,18,18,0,0,675,1,1,0,0,544,17,17,0,0
6046,r659,"All institutions<sup>a</sup> -> Pontifical Catholic U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"Pontifical Catholic U. Puerto Rico, Mayaguez",2,658,17,17,0,0,636,13,13,0,0,602,4,4,0,0
6046,r660,All institutions<sup>a</sup> -> Rhode Island C.,All institutions<sup>a</sup>,Rhode Island C.,2,659,15,15,0,0,666,4,4,0,0,565,11,11,0,0
6046,r661,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, Fajardo",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, Fajardo",2,659,15,15,0,0,680,0,0,0,0,547,15,15,0,0
6046,r662,All institutions<sup>a</sup> -> U. Portland,All institutions<sup>a</sup>,U. Portland,2,661,14,0,14,0,642,11,0,11,0,612,3,0,3,0
6046,r663,"All institutions<sup>a</sup> -> U. of Saint Francis, Fort Wayne",All institutions<sup>a</sup>,"U. of Saint Francis, Fort Wayne",2,661,14,14,0,0,642,11,11,0,0,612,3,3,0,0
6046,r664,All institutions<sup>a</sup> -> U.S. Merchant Marine Academy,All institutions<sup>a</sup>,U.S. Merchant Marine Academy,2,661,14,0,14,0,680,0,0,0,0,551,14,0,14,0
6046,r665,All institutions<sup>a</sup> -> Albany C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Albany C. of Pharmacy and Health Sciences,2,664,12,6,0,6,637,12,6,0,6,640,0,0,0,0
6046,r666,All institutions<sup>a</sup> -> Tougaloo C.,All institutions<sup>a</sup>,Tougaloo C.,2,664,12,12,0,0,652,8,8,0,0,602,4,4,0,0
6046,r667,All institutions<sup>a</sup> -> Marshall B. Ketchum U.,All institutions<sup>a</sup>,Marshall B. Ketchum U.,2,666,11,11,0,0,646,10,10,0,0,629,1,1,0,0
6046,r668,All institutions<sup>a</sup> -> Wagner C.,All institutions<sup>a</sup>,Wagner C.,2,666,11,11,0,0,656,6,6,0,0,598,5,5,0,0
6046,r669,All institutions<sup>a</sup> -> Rose-Hulman Institute of Technology,All institutions<sup>a</sup>,Rose-Hulman Institute of Technology,2,668,10,0,10,0,666,4,0,4,0,592,6,0,6,0
6046,r670,All institutions<sup>a</sup> -> Elmezzi Graduate School of Molecular Medicine,All institutions<sup>a</sup>,Elmezzi Graduate School of Molecular Medicine,2,669,9,9,0,0,648,9,9,0,0,640,0,0,0,0
6046,r671,All institutions<sup>a</sup> -> Walla Walla U.,All institutions<sup>a</sup>,Walla Walla U.,2,669,9,9,0,0,659,5,5,0,0,602,4,4,0,0
6046,r672,All institutions<sup>a</sup> -> Alderson-Broaddus U.,All institutions<sup>a</sup>,Alderson-Broaddus U.,2,671,7,7,0,0,656,6,6,0,0,629,1,1,0,0
6046,r673,All institutions<sup>a</sup> -> Missouri Western State U.,All institutions<sup>a</sup>,Missouri Western State U.,2,671,7,7,0,0,659,5,5,0,0,618,2,2,0,0
6046,r674,All institutions<sup>a</sup> -> Western Connecticut State U.,All institutions<sup>a</sup>,Western Connecticut State U.,2,671,7,7,0,0,680,0,0,0,0,585,7,7,0,0
6046,r675,All institutions<sup>a</sup> -> St. Francis C.,All institutions<sup>a</sup>,St. Francis C.,2,674,6,6,0,0,656,6,6,0,0,640,0,0,0,0
6046,r676,All institutions<sup>a</sup> -> Point Park U.,All institutions<sup>a</sup>,Point Park U.,2,675,5,5,0,0,659,5,5,0,0,640,0,0,0,0
6046,r677,All institutions<sup>a</sup> -> Sitting Bull C.,All institutions<sup>a</sup>,Sitting Bull C.,2,675,5,5,0,0,659,5,5,0,0,640,0,0,0,0
6046,r678,"All institutions<sup>a</sup> -> SUNY, Oneonta",All institutions<sup>a</sup>,"SUNY, Oneonta",2,675,5,5,0,0,666,4,4,0,0,629,1,1,0,0
6046,r679,All institutions<sup>a</sup> -> Winston-Salem State U.,All institutions<sup>a</sup>,Winston-Salem State U.,2,675,5,5,0,0,666,4,4,0,0,629,1,1,0,0
6046,r680,All institutions<sup>a</sup> -> Black Hills State U.,All institutions<sup>a</sup>,Black Hills State U.,2,679,4,4,0,0,666,4,4,0,0,640,0,0,0,0
6046,r681,All institutions<sup>a</sup> -> Vermont Technical C.,All institutions<sup>a</sup>,Vermont Technical C.,2,679,4,0,4,0,673,2,0,2,0,618,2,0,2,0
6046,r682,All institutions<sup>a</sup> -> Marietta C.,All institutions<sup>a</sup>,Marietta C.,2,681,3,3,0,0,672,3,3,0,0,640,0,0,0,0
6046,r683,All institutions<sup>a</sup> -> Cabrini U.,All institutions<sup>a</sup>,Cabrini U.,2,681,3,3,0,0,675,1,1,0,0,618,2,2,0,0
6046,r684,All institutions<sup>a</sup> -> North Central C.,All institutions<sup>a</sup>,North Central C.,2,683,2,2,0,0,680,0,0,0,0,618,2,2,0,0
6046,r685,All institutions<sup>a</sup> -> Butler U.,All institutions<sup>a</sup>,Butler U.,2,684,1,0,0,1,675,1,0,0,1,640,0,0,0,0
6046,r686,All institutions<sup>a</sup> -> Goucher C.,All institutions<sup>a</sup>,Goucher C.,2,684,1,1,0,0,680,0,0,0,0,629,1,1,0,0
