table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_full_time_students_rank,field_full_time_students_total,field_full_time_students_science,field_full_time_students_engineering,field_full_time_students_health,field_part_time_students_rank,field_part_time_students_total,field_part_time_students_science,field_part_time_students_engineering,field_part_time_students_health
6046,r150,All institutions<sup>a</sup> -> Utah State U.,All institutions<sup>a</sup>,Utah State U.,2,149,1325,925,238,162,219,473,269,104,100,57,852,656,134,62
6046,r151,"All institutions<sup>a</sup> -> U. Maryland, Baltimore County",All institutions<sup>a</sup>,"U. Maryland, Baltimore County",2,150,1317,1090,227,0,146,873,718,155,0,126,444,372,72,0
6046,r152,All institutions<sup>a</sup> -> Kent State U.,All institutions<sup>a</sup>,Kent State U.,2,151,1285,870,0,415,145,878,669,0,209,138,407,201,0,206
6046,r153,All institutions<sup>a</sup> -> U. Texas Rio Grande Valley,All institutions<sup>a</sup>,U. Texas Rio Grande Valley,2,151,1285,702,205,378,200,562,393,122,47,71,723,309,83,331
6046,r154,"All institutions<sup>a</sup> -> U. Massachusetts, Boston",All institutions<sup>a</sup>,"U. Massachusetts, Boston",2,153,1277,1008,0,269,176,660,593,0,67,82,617,415,0,202
6046,r155,"All institutions<sup>a</sup> -> California State U., Long Beach",All institutions<sup>a</sup>,"California State U., Long Beach",2,154,1256,837,298,121,175,661,472,104,85,86,595,365,194,36
6046,r156,All institutions<sup>a</sup> -> Northern Illinois U.,All institutions<sup>a</sup>,Northern Illinois U.,2,155,1248,718,169,361,174,665,474,91,100,90,583,244,78,261
6046,r157,All institutions<sup>a</sup> -> Miami U.,All institutions<sup>a</sup>,Miami U.,2,156,1217,1055,42,120,192,588,438,38,112,81,629,617,4,8
6046,r158,All institutions<sup>a</sup> -> Texas Woman's U.,All institutions<sup>a</sup>,Texas Woman's U.,2,156,1217,770,0,447,216,491,282,0,209,70,726,488,0,238
6046,r159,All institutions<sup>a</sup> -> U. San Francisco,All institutions<sup>a</sup>,U. San Francisco,2,158,1215,1018,0,197,185,619,574,0,45,85,596,444,0,152
6046,r160,All institutions<sup>a</sup> -> Ohio U.,All institutions<sup>a</sup>,Ohio U.,2,159,1209,744,346,119,162,735,484,143,108,116,474,260,203,11
6046,r161,All institutions<sup>a</sup> -> U. Memphis,All institutions<sup>a</sup>,U. Memphis,2,160,1193,752,163,278,164,724,464,87,173,119,469,288,76,105
6046,r162,All institutions<sup>a</sup> -> U. Oregon,All institutions<sup>a</sup>,U. Oregon,2,161,1185,1108,0,77,126,1141,1066,0,75,453,44,42,0,2
6046,r163,All institutions<sup>a</sup> -> Florida Atlantic U.,All institutions<sup>a</sup>,Florida Atlantic U.,2,162,1171,800,229,142,191,600,416,100,84,93,571,384,129,58
6046,r164,All institutions<sup>a</sup> -> Western Michigan U.,All institutions<sup>a</sup>,Western Michigan U.,2,163,1144,722,287,135,137,978,636,231,111,268,166,86,56,24
6046,r165,"All institutions<sup>a</sup> -> U. Nevada, Las Vegas",All institutions<sup>a</sup>,"U. Nevada, Las Vegas",2,164,1140,788,179,173,154,788,577,109,102,151,352,211,70,71
6046,r166,"All institutions<sup>a</sup> -> U. North Carolina, Greensboro",All institutions<sup>a</sup>,"U. North Carolina, Greensboro",2,165,1131,711,0,420,189,607,403,0,204,103,524,308,0,216
6046,r167,All institutions<sup>a</sup> -> Carlos Albizu U.,All institutions<sup>a</sup>,Carlos Albizu U.,2,166,1110,902,0,208,140,962,819,0,143,286,148,83,0,65
6046,r168,All institutions<sup>a</sup> -> Michigan Technological U.,All institutions<sup>a</sup>,Michigan Technological U.,2,166,1110,488,610,12,157,765,330,426,9,156,345,158,184,3
6046,r169,All institutions<sup>a</sup> -> Missouri U. of Science and Technology,All institutions<sup>a</sup>,Missouri U. of Science and Technology,2,168,1104,295,809,0,172,676,218,458,0,132,428,77,351,0
6046,r170,All institutions<sup>a</sup> -> California Baptist U.,All institutions<sup>a</sup>,California Baptist U.,2,169,1096,690,25,381,160,758,532,16,210,158,338,158,9,171
6046,r171,All institutions<sup>a</sup> -> Troy U.,All institutions<sup>a</sup>,Troy U.,2,170,1090,1071,0,19,259,346,339,0,7,68,744,732,0,12
6046,r172,All institutions<sup>a</sup> -> Claremont Graduate U.,All institutions<sup>a</sup>,Claremont Graduate U.,2,171,1082,949,0,133,168,691,599,0,92,142,391,350,0,41
6046,r173,All institutions<sup>a</sup> -> Brigham Young U.,All institutions<sup>a</sup>,Brigham Young U.,2,172,1077,620,361,96,250,376,203,109,64,74,701,417,252,32
6046,r174,All institutions<sup>a</sup> -> Brandeis U.,All institutions<sup>a</sup>,Brandeis U.,2,173,1062,1062,0,0,138,966,966,0,0,349,96,96,0,0
6046,r175,All institutions<sup>a</sup> -> U. Idaho,All institutions<sup>a</sup>,U. Idaho,2,174,1047,719,328,0,190,605,447,158,0,127,442,272,170,0
6046,r176,All institutions<sup>a</sup> -> Lehigh U.,All institutions<sup>a</sup>,Lehigh U.,2,175,1020,484,536,0,151,811,403,408,0,231,209,81,128,0
6046,r177,All institutions<sup>a</sup> -> U. New Hampshire,All institutions<sup>a</sup>,U. New Hampshire,2,176,1014,747,184,83,148,843,621,152,70,263,171,126,32,13
6046,r178,All institutions<sup>a</sup> -> Montclair State U.,All institutions<sup>a</sup>,Montclair State U.,2,177,1000,760,0,240,153,796,606,0,190,235,204,154,0,50
6046,r179,"All institutions<sup>a</sup> -> U. California, San Francisco",All institutions<sup>a</sup>,"U. California, San Francisco",2,178,999,703,98,198,136,994,703,98,193,598,5,0,0,5
6046,r180,All institutions<sup>a</sup> -> U. Toledo,All institutions<sup>a</sup>,U. Toledo,2,179,996,551,250,195,167,701,412,141,148,171,295,139,109,47
6046,r181,All institutions<sup>a</sup> -> North Dakota State U.,All institutions<sup>a</sup>,North Dakota State U.,2,180,993,695,237,61,204,545,410,94,41,123,448,285,143,20
6046,r182,All institutions<sup>a</sup> -> Kennesaw State U.,All institutions<sup>a</sup>,Kennesaw State U.,2,181,977,662,207,108,231,419,342,46,31,96,558,320,161,77
6046,r183,All institutions<sup>a</sup> -> Antioch U.,All institutions<sup>a</sup>,Antioch U.,2,182,976,976,0,0,149,832,832,0,0,290,144,144,0,0
6046,r184,All institutions<sup>a</sup> -> Oakland U.,All institutions<sup>a</sup>,Oakland U.,2,183,969,392,519,58,207,524,253,225,46,124,445,139,294,12
6046,r185,All institutions<sup>a</sup> -> Saint Louis U.,All institutions<sup>a</sup>,Saint Louis U.,2,184,966,561,102,303,144,895,515,93,287,398,71,46,9,16
6046,r186,All institutions<sup>a</sup> -> U. Wyoming,All institutions<sup>a</sup>,U. Wyoming,2,185,961,712,185,64,161,736,556,142,38,218,225,156,43,26
6046,r187,All institutions<sup>a</sup> -> U. Dayton,All institutions<sup>a</sup>,U. Dayton,2,186,951,458,493,0,155,779,371,408,0,262,172,87,85,0
6046,r188,All institutions<sup>a</sup> -> U. Rhode Island,All institutions<sup>a</sup>,U. Rhode Island,2,187,950,607,212,131,165,718,482,131,105,211,232,125,81,26
6046,r189,All institutions<sup>a</sup> -> Dartmouth C.,All institutions<sup>a</sup>,Dartmouth C.,2,188,948,614,191,143,141,932,613,187,132,546,16,1,4,11
6046,r190,"All institutions<sup>a</sup> -> Southern Illinois U., Carbondale",All institutions<sup>a</sup>,"Southern Illinois U., Carbondale",2,189,946,659,194,93,163,729,520,122,87,224,217,139,72,6
6046,r191,All institutions<sup>a</sup> -> Long Island U.,All institutions<sup>a</sup>,Long Island U.,2,189,946,560,3,383,183,628,341,2,285,164,318,219,1,98
6046,r192,All institutions<sup>a</sup> -> Santa Clara U.,All institutions<sup>a</sup>,Santa Clara U.,2,191,935,448,487,0,197,569,252,317,0,148,366,196,170,0
6046,r193,All institutions<sup>a</sup> -> U. North Dakota,All institutions<sup>a</sup>,U. North Dakota,2,192,921,524,257,140,227,435,216,129,90,114,486,308,128,50
6046,r194,All institutions<sup>a</sup> -> Wright State U.,All institutions<sup>a</sup>,Wright State U.,2,193,912,583,299,30,177,659,440,199,20,198,253,143,100,10
6046,r195,All institutions<sup>a</sup> -> Northern Arizona U.,All institutions<sup>a</sup>,Northern Arizona U.,2,194,896,648,63,185,166,710,555,58,97,251,186,93,5,88
6046,r196,"All institutions<sup>a</sup> -> U. Alabama, Huntsville",All institutions<sup>a</sup>,"U. Alabama, Huntsville",2,195,889,385,493,11,253,373,219,146,8,106,516,166,347,3
6046,r197,All institutions<sup>a</sup> -> San Francisco State U.,All institutions<sup>a</sup>,San Francisco State U.,2,196,856,659,67,130,195,581,416,44,121,181,275,243,23,9
6046,r198,All institutions<sup>a</sup> -> Maharishi U. of Management,All institutions<sup>a</sup>,Maharishi U. of Management,2,197,848,848,0,0,158,761,761,0,0,362,87,87,0,0
6046,r199,All institutions<sup>a</sup> -> Pace U.,All institutions<sup>a</sup>,Pace U.,2,197,848,761,12,75,201,561,490,7,64,174,287,271,5,11
6046,r200,All institutions<sup>a</sup> -> U. Central Missouri,All institutions<sup>a</sup>,U. Central Missouri,2,199,845,695,35,115,213,509,417,18,74,159,336,278,17,41
6046,r201,All institutions<sup>a</sup> -> U. Maine,All institutions<sup>a</sup>,U. Maine,2,200,842,597,198,47,158,761,537,180,44,373,81,60,18,3
6046,r202,All institutions<sup>a</sup> -> U. Akron,All institutions<sup>a</sup>,U. Akron,2,201,839,440,304,95,187,613,324,219,70,217,226,116,85,25
6046,r203,All institutions<sup>a</sup> -> U. Vermont,All institutions<sup>a</sup>,U. Vermont,2,202,832,560,101,171,183,628,478,74,76,235,204,82,27,95
6046,r204,"All institutions<sup>a</sup> -> California State U., Sacramento",All institutions<sup>a</sup>,"California State U., Sacramento",2,202,832,506,220,106,268,331,165,91,75,110,501,341,129,31
6046,r205,All institutions<sup>a</sup> -> Montana State U.,All institutions<sup>a</sup>,Montana State U.,2,204,831,658,173,0,171,678,526,152,0,280,153,132,21,0
6046,r206,All institutions<sup>a</sup> -> U. Southern Mississippi,All institutions<sup>a</sup>,U. Southern Mississippi,2,205,830,494,76,260,181,642,358,72,212,246,188,136,4,48
6046,r207,"All institutions<sup>a</sup> -> U. Missouri, Kansas City",All institutions<sup>a</sup>,"U. Missouri, Kansas City",2,206,823,559,189,75,270,329,256,69,4,112,494,303,120,71
6046,r208,All institutions<sup>a</sup> -> Cleveland State U.,All institutions<sup>a</sup>,Cleveland State U.,2,207,816,440,286,90,194,582,335,173,74,208,234,105,113,16
6046,r209,All institutions<sup>a</sup> -> U. Mississippi,All institutions<sup>a</sup>,U. Mississippi,2,208,814,493,63,258,169,689,396,57,236,318,125,97,6,22
6046,r210,All institutions<sup>a</sup> -> East Carolina U.,All institutions<sup>a</sup>,East Carolina U.,2,209,812,500,46,266,205,537,379,24,134,181,275,121,22,132
6046,r211,All institutions<sup>a</sup> -> Boston C.,All institutions<sup>a</sup>,Boston C.,2,210,808,787,0,21,182,638,620,0,18,264,170,167,0,3
6046,r212,All institutions<sup>a</sup> -> U. New Haven,All institutions<sup>a</sup>,U. New Haven,2,211,802,468,279,55,193,584,352,180,52,222,218,116,99,3
6046,r213,"All institutions<sup>a</sup> -> California State Polytechnic U., Pomona",All institutions<sup>a</sup>,"California State Polytechnic U., Pomona",2,212,801,443,358,0,299,277,161,116,0,103,524,282,242,0
6046,r214,All institutions<sup>a</sup> -> Regis U.,All institutions<sup>a</sup>,Regis U.,2,213,789,769,0,20,202,548,533,0,15,206,241,236,0,5
6046,r215,All institutions<sup>a</sup> -> New School,All institutions<sup>a</sup>,New School,2,214,788,788,0,0,178,654,654,0,0,305,134,134,0,0
6046,r216,All institutions<sup>a</sup> -> Missouri State U.,All institutions<sup>a</sup>,Missouri State U.,2,215,775,631,0,144,220,467,337,0,130,169,308,294,0,14
6046,r217,All institutions<sup>a</sup> -> Wichita State U.,All institutions<sup>a</sup>,Wichita State U.,2,215,775,448,262,65,233,416,255,100,61,149,359,193,162,4
6046,r218,All institutions<sup>a</sup> -> Sam Houston State U.,All institutions<sup>a</sup>,Sam Houston State U.,2,217,761,699,0,62,258,352,319,0,33,136,409,380,0,29
6046,r219,All institutions<sup>a</sup> -> U. West Florida,All institutions<sup>a</sup>,U. West Florida,2,218,757,572,23,162,387,148,95,5,48,84,609,477,18,114
6046,r220,All institutions<sup>a</sup> -> Bowling Green State U.,All institutions<sup>a</sup>,Bowling Green State U.,2,219,747,653,24,70,206,530,443,20,67,224,217,210,4,3
6046,r221,All institutions<sup>a</sup> -> U. Houston-Clear Lake,All institutions<sup>a</sup>,U. Houston-Clear Lake,2,219,747,640,93,14,246,390,357,29,4,150,357,283,64,10
6046,r222,All institutions<sup>a</sup> -> Azusa Pacific U.,All institutions<sup>a</sup>,Azusa Pacific U.,2,221,745,636,0,109,218,487,398,0,89,195,258,238,0,20
6046,r223,All institutions<sup>a</sup> -> Ball State U.,All institutions<sup>a</sup>,Ball State U.,2,222,737,657,0,80,248,388,324,0,64,155,349,333,0,16
6046,r224,"All institutions<sup>a</sup> -> California State U., Los Angeles",All institutions<sup>a</sup>,"California State U., Los Angeles",2,223,734,482,149,103,242,398,284,48,66,159,336,198,101,37
6046,r225,All institutions<sup>a</sup> -> Marquette U.,All institutions<sup>a</sup>,Marquette U.,2,224,721,361,188,172,222,447,220,110,117,183,274,141,78,55
6046,r226,All institutions<sup>a</sup> -> Villanova U.,All institutions<sup>a</sup>,Villanova U.,2,225,718,284,434,0,243,397,206,191,0,163,321,78,243,0
6046,r227,"All institutions<sup>a</sup> -> CUNY, City C.",All institutions<sup>a</sup>,"CUNY, City C.",2,225,718,399,319,0,252,374,149,225,0,157,344,250,94,0
6046,r228,All institutions<sup>a</sup> -> Towson U.,All institutions<sup>a</sup>,Towson U.,2,227,712,618,0,94,230,421,328,0,93,173,291,290,0,1
6046,r229,All institutions<sup>a</sup> -> U. San Diego,All institutions<sup>a</sup>,U. San Diego,2,228,682,443,0,239,303,268,238,0,30,134,414,205,0,209
6046,r230,"All institutions<sup>a</sup> -> U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"U. Puerto Rico, Mayaguez",2,229,674,432,242,0,185,619,409,210,0,432,55,23,32,0
6046,r231,"All institutions<sup>a</sup> -> U. Nebraska, Omaha",All institutions<sup>a</sup>,"U. Nebraska, Omaha",2,230,663,619,0,44,294,284,253,0,31,146,379,366,0,13
6046,r232,All institutions<sup>a</sup> -> Texas A&M U.-Kingsville,All institutions<sup>a</sup>,Texas A&M U.-Kingsville,2,231,661,350,231,80,237,413,247,116,50,201,248,103,115,30
6046,r233,All institutions<sup>a</sup> -> Air Force Institute of Technology,All institutions<sup>a</sup>,Air Force Institute of Technology,2,232,654,129,521,4,210,521,116,402,3,307,133,13,119,1
6046,r234,All institutions<sup>a</sup> -> California Institute of Integral Studies,All institutions<sup>a</sup>,California Institute of Integral Studies,2,233,652,652,0,0,207,524,524,0,0,315,128,128,0,0
6046,r235,All institutions<sup>a</sup> -> Barry U.,All institutions<sup>a</sup>,Barry U.,2,234,648,524,0,124,244,396,344,0,52,200,252,180,0,72
6046,r236,"All institutions<sup>a</sup> -> Loyola U., Chicago",All institutions<sup>a</sup>,"Loyola U., Chicago",2,235,646,536,29,81,207,524,459,19,46,321,122,77,10,35
6046,r237,"All institutions<sup>a</sup> -> U. Illinois, Springfield",All institutions<sup>a</sup>,"U. Illinois, Springfield",2,235,646,589,0,57,360,180,154,0,26,120,466,435,0,31
6046,r238,"All institutions<sup>a</sup> -> U. Puerto Rico, Rio Piedras",All institutions<sup>a</sup>,"U. Puerto Rico, Rio Piedras",2,237,644,644,0,0,195,581,581,0,0,411,63,63,0,0
6046,r239,All institutions<sup>a</sup> -> Howard U.,All institutions<sup>a</sup>,Howard U.,2,238,634,514,39,81,221,456,355,34,67,257,178,159,5,14
6046,r240,All institutions<sup>a</sup> -> South Dakota State U.,All institutions<sup>a</sup>,South Dakota State U.,2,239,633,476,115,42,249,380,301,72,7,198,253,175,43,35
6046,r241,"All institutions<sup>a</sup> -> U. Puerto Rico, Medical Sciences Campus",All institutions<sup>a</sup>,"U. Puerto Rico, Medical Sciences Campus",2,240,629,186,0,443,202,548,166,0,382,373,81,20,0,61
6046,r242,All institutions<sup>a</sup> -> Fielding Graduate U.,All institutions<sup>a</sup>,Fielding Graduate U.,2,241,624,624,0,0,211,518,518,0,0,337,106,106,0,0
6046,r243,All institutions<sup>a</sup> -> Texas A&M U.-Commerce,All institutions<sup>a</sup>,Texas A&M U.-Commerce,2,242,621,529,0,92,327,227,182,0,45,141,394,347,0,47
6046,r244,"All institutions<sup>a</sup> -> CUNY, Queens C.",All institutions<sup>a</sup>,"CUNY, Queens C.",2,243,620,538,0,82,255,355,303,0,52,189,265,235,0,30
6046,r245,"All institutions<sup>a</sup> -> U. California, Merced",All institutions<sup>a</sup>,"U. California, Merced",2,244,614,421,164,29,188,610,419,162,29,602,4,2,2,0
6046,r246,"All institutions<sup>a</sup> -> CUNY, Hunter C.",All institutions<sup>a</sup>,"CUNY, Hunter C.",2,244,614,571,0,43,403,130,87,0,43,115,484,484,0,0
6046,r247,All institutions<sup>a</sup> -> Saint Mary's U. Minnesota,All institutions<sup>a</sup>,Saint Mary's U. Minnesota,2,246,611,566,0,45,223,442,406,0,36,267,169,160,0,9
6046,r248,All institutions<sup>a</sup> -> Boise State U.,All institutions<sup>a</sup>,Boise State U.,2,246,611,378,160,73,239,405,256,110,39,233,206,122,50,34
6046,r249,"All institutions<sup>a</sup> -> U. North Texas, Health Science Center",All institutions<sup>a</sup>,"U. North Texas, Health Science Center",2,248,603,380,0,223,238,410,380,0,30,243,193,0,0,193
6046,r250,All institutions<sup>a</sup> -> East Tennessee State U.,All institutions<sup>a</sup>,East Tennessee State U.,2,249,599,215,0,384,229,424,164,0,260,259,175,51,0,124
6046,r251,All institutions<sup>a</sup> -> Grand Valley State U.,All institutions<sup>a</sup>,Grand Valley State U.,2,250,590,328,42,220,232,417,192,20,205,261,173,136,22,15
6046,r252,"All institutions<sup>a</sup> -> California State U., Fresno",All institutions<sup>a</sup>,"California State U., Fresno",2,251,588,342,88,158,254,370,179,49,142,222,218,163,39,16
6046,r253,All institutions<sup>a</sup> -> U. South Dakota,All institutions<sup>a</sup>,U. South Dakota,2,252,584,385,21,178,228,428,323,16,89,279,156,62,5,89
6046,r254,All institutions<sup>a</sup> -> U. Montana,All institutions<sup>a</sup>,U. Montana,2,252,584,420,0,164,255,355,260,0,95,214,229,160,0,69
6046,r255,"All institutions<sup>a</sup> -> U. Massachusetts, Dartmouth",All institutions<sup>a</sup>,"U. Massachusetts, Dartmouth",2,252,584,418,140,26,308,255,185,70,0,161,329,233,70,26
6046,r256,All institutions<sup>a</sup> -> Tarleton State U.,All institutions<sup>a</sup>,Tarleton State U.,2,252,584,584,0,0,394,143,143,0,0,128,441,441,0,0
6046,r257,"All institutions<sup>a</sup> -> U. Louisiana, Lafayette",All institutions<sup>a</sup>,"U. Louisiana, Lafayette",2,256,573,341,152,80,215,495,293,129,73,381,78,48,23,7
6046,r258,"All institutions<sup>a</sup> -> Southern Illinois U., Edwardsville",All institutions<sup>a</sup>,"Southern Illinois U., Edwardsville",2,257,572,359,134,79,305,266,157,37,72,170,306,202,97,7
6046,r259,All institutions<sup>a</sup> -> Baylor C. of Medicine,All institutions<sup>a</sup>,Baylor C. of Medicine,2,258,568,550,0,18,198,568,550,0,18,640,0,0,0,0
6046,r260,All institutions<sup>a</sup> -> Rowan U.,All institutions<sup>a</sup>,Rowan U.,2,258,568,311,208,49,280,308,142,135,31,191,260,169,73,18
6046,r261,"All institutions<sup>a</sup> -> St. John's U., Queens",All institutions<sup>a</sup>,"St. John's U., Queens",2,260,560,351,0,209,233,416,275,0,141,290,144,76,0,68
6046,r262,All institutions<sup>a</sup> -> Illinois State U.,All institutions<sup>a</sup>,Illinois State U.,2,261,554,466,0,88,223,442,369,0,73,331,112,97,0,15
6046,r263,All institutions<sup>a</sup> -> Georgia Southern U.,All institutions<sup>a</sup>,Georgia Southern U.,2,262,553,218,80,255,233,416,161,51,204,299,137,57,29,51
6046,r264,All institutions<sup>a</sup> -> Marshall U.,All institutions<sup>a</sup>,Marshall U.,2,263,550,376,37,137,225,440,288,24,128,332,110,88,13,9
6046,r265,All institutions<sup>a</sup> -> West Chester U. Pennsylvania,All institutions<sup>a</sup>,West Chester U. Pennsylvania,2,264,543,290,0,253,292,286,107,0,179,196,257,183,0,74
6046,r266,All institutions<sup>a</sup> -> Adelphi U.,All institutions<sup>a</sup>,Adelphi U.,2,265,538,320,0,218,284,304,120,0,184,208,234,200,0,34
6046,r267,All institutions<sup>a</sup> -> National Louis U.,All institutions<sup>a</sup>,National Louis U.,2,266,537,537,0,0,245,393,393,0,0,290,144,144,0,0
6046,r268,All institutions<sup>a</sup> -> Wake Forest U.,All institutions<sup>a</sup>,Wake Forest U.,2,267,534,391,67,76,212,511,388,67,56,514,23,3,0,20
6046,r269,All institutions<sup>a</sup> -> Seton Hall U.,All institutions<sup>a</sup>,Seton Hall U.,2,268,524,310,0,214,290,290,194,0,96,208,234,116,0,118
6046,r270,All institutions<sup>a</sup> -> Marymount U.,All institutions<sup>a</sup>,Marymount U.,2,269,513,470,0,43,288,291,265,0,26,220,222,205,0,17
6046,r271,All institutions<sup>a</sup> -> Idaho State U.,All institutions<sup>a</sup>,Idaho State U.,2,270,510,243,72,195,283,305,166,40,99,234,205,77,32,96
6046,r272,All institutions<sup>a</sup> -> Central Michigan U.,All institutions<sup>a</sup>,Central Michigan U.,2,271,509,385,6,118,277,311,202,1,108,239,198,183,5,10
6046,r273,All institutions<sup>a</sup> -> Eastern Illinois U.,All institutions<sup>a</sup>,Eastern Illinois U.,2,272,501,407,0,94,278,310,229,0,81,244,191,178,0,13
6046,r274,"All institutions<sup>a</sup> -> CUNY, Baruch C.",All institutions<sup>a</sup>,"CUNY, Baruch C.",2,273,500,439,61,0,503,63,53,10,0,129,437,386,51,0
6046,r275,All institutions<sup>a</sup> -> North Carolina Agricultural and Technical State U.,All institutions<sup>a</sup>,North Carolina Agricultural and Technical State U.,2,274,494,179,315,0,264,335,136,199,0,274,159,43,116,0
6046,r276,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,275,493,442,51,0,216,491,440,51,0,618,2,2,0,0
6046,r277,All institutions<sup>a</sup> -> Palo Alto U.,All institutions<sup>a</sup>,Palo Alto U.,2,275,493,493,0,0,226,436,436,0,0,426,57,57,0,0
6046,r278,All institutions<sup>a</sup> -> U. New England,All institutions<sup>a</sup>,U. New England,2,277,491,107,0,384,262,339,72,0,267,281,152,35,0,117
6046,r279,"All institutions<sup>a</sup> -> U. Alaska, Fairbanks",All institutions<sup>a</sup>,"U. Alaska, Fairbanks",2,278,490,428,62,0,337,214,181,33,0,179,276,247,29,0
6046,r280,All institutions<sup>a</sup> -> Rivier U.,All institutions<sup>a</sup>,Rivier U.,2,279,483,77,0,406,537,49,48,0,1,131,434,29,0,405
6046,r281,All institutions<sup>a</sup> -> Loma Linda U.,All institutions<sup>a</sup>,Loma Linda U.,2,280,480,192,0,288,278,310,140,0,170,264,170,52,0,118
6046,r282,All institutions<sup>a</sup> -> U. Northern Colorado,All institutions<sup>a</sup>,U. Northern Colorado,2,281,474,187,0,287,324,228,83,0,145,203,246,104,0,142
6046,r283,All institutions<sup>a</sup> -> Pontifical Catholic U. Puerto Rico,All institutions<sup>a</sup>,Pontifical Catholic U. Puerto Rico,2,282,473,473,0,0,335,218,218,0,0,197,255,255,0,0
6046,r284,"All institutions<sup>a</sup> -> California State U., San Bernardino",All institutions<sup>a</sup>,"California State U., San Bernardino",2,283,472,434,0,38,236,414,378,0,36,424,58,56,0,2
6046,r285,All institutions<sup>a</sup> -> St. Cloud State U.,All institutions<sup>a</sup>,St. Cloud State U.,2,283,472,310,79,83,338,211,152,9,50,190,261,158,70,33
6046,r286,All institutions<sup>a</sup> -> U. Arkansas for Medical Sciences,All institutions<sup>a</sup>,U. Arkansas for Medical Sciences,2,285,469,132,0,337,352,197,99,0,98,184,272,33,0,239
6046,r287,"All institutions<sup>a</sup> -> U. North Carolina, Wilmington",All institutions<sup>a</sup>,"U. North Carolina, Wilmington",2,286,462,462,0,0,266,334,334,0,0,315,128,128,0,0
6046,r288,"All institutions<sup>a</sup> -> California State U., East Bay",All institutions<sup>a</sup>,"California State U., East Bay",2,287,459,373,0,86,273,326,258,0,68,307,133,115,0,18
6046,r289,All institutions<sup>a</sup> -> A. T. Still U.,All institutions<sup>a</sup>,A. T. Still U.,2,288,458,16,0,442,294,284,9,0,275,260,174,7,0,167
6046,r290,All institutions<sup>a</sup> -> U. South Alabama,All institutions<sup>a</sup>,U. South Alabama,2,289,453,307,89,57,247,389,265,67,57,407,64,42,22,0
6046,r291,"All institutions<sup>a</sup> -> California Polytechnic State U., San Luis Obispo",All institutions<sup>a</sup>,"California Polytechnic State U., San Luis Obispo",2,290,450,199,251,0,272,328,125,203,0,321,122,74,48,0
6046,r292,All institutions<sup>a</sup> -> Massachusetts C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Massachusetts C. of Pharmacy and Health Sciences,2,291,443,23,0,420,381,158,21,0,137,177,285,2,0,283
6046,r293,All institutions<sup>a</sup> -> Embry-Riddle Aeronautical U.,All institutions<sup>a</sup>,Embry-Riddle Aeronautical U.,2,292,441,104,337,0,241,399,96,303,0,460,42,8,34,0
6046,r294,All institutions<sup>a</sup> -> Hofstra U.,All institutions<sup>a</sup>,Hofstra U.,2,293,438,233,0,205,257,353,188,0,165,367,85,45,0,40
6046,r295,All institutions<sup>a</sup> -> Western Kentucky U.,All institutions<sup>a</sup>,Western Kentucky U.,2,294,435,193,0,242,287,295,117,0,178,296,140,76,0,64
6046,r296,All institutions<sup>a</sup> -> Simmons U.,All institutions<sup>a</sup>,Simmons U.,2,294,435,389,0,46,652,8,8,0,0,133,427,381,0,46
6046,r297,All institutions<sup>a</sup> -> Thomas Jefferson U.,All institutions<sup>a</sup>,Thomas Jefferson U.,2,296,432,311,5,116,339,210,168,3,39,220,222,143,2,77
6046,r298,All institutions<sup>a</sup> -> Middle Tennessee State U.,All institutions<sup>a</sup>,Middle Tennessee State U.,2,297,426,408,0,18,349,199,186,0,13,216,227,222,0,5
6046,r299,"All institutions<sup>a</sup> -> U. Texas Health Science Center, San Antonio",All institutions<sup>a</sup>,"U. Texas Health Science Center, San Antonio",2,298,425,260,23,142,264,335,241,4,90,355,90,19,19,52
6046,r300,All institutions<sup>a</sup> -> Clarkson U.,All institutions<sup>a</sup>,Clarkson U.,2,299,420,126,265,29,301,273,109,162,2,289,147,17,103,27
6046,r301,"All institutions<sup>a</sup> -> U. Texas, Tyler",All institutions<sup>a</sup>,"U. Texas, Tyler",2,300,415,283,27,105,307,258,192,18,48,277,157,91,9,57
6046,r302,"All institutions<sup>a</sup> -> CUNY, Brooklyn C.",All institutions<sup>a</sup>,"CUNY, Brooklyn C.",2,300,415,290,0,125,404,129,54,0,75,175,286,236,0,50
6046,r303,All institutions<sup>a</sup> -> Alabama A&M U.,All institutions<sup>a</sup>,Alabama A&M U.,2,302,414,263,68,83,312,248,149,33,66,268,166,114,35,17
6046,r304,All institutions<sup>a</sup> -> Touro C.,All institutions<sup>a</sup>,Touro C.,2,303,413,307,0,106,260,340,237,0,103,395,73,70,0,3
6046,r305,All institutions<sup>a</sup> -> North Carolina Central U.,All institutions<sup>a</sup>,North Carolina Central U.,2,304,411,315,0,96,298,280,186,0,94,312,131,129,0,2
