table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materialsandsupplies,field_lease_andrental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
1403,r078,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,"['2,189', '  ']","['1,303', '  ']","['8', 'i ']","['68', '  ']","['42', '  ']","['285', '  ']","['55', '  ']","['20', 'i ']","['4', 'i ']","['42', 'i ']","['361', 'i']"
1403,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1403,r080,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,"['1,570', '  ']","['999', '  ']","['21', '  ']","['65', '  ']","['15', 'i ']","['150', '  ']","['59', '  ']","['29', '  ']","['3', '  ']","['40', '  ']","['189', ' ']"
1403,r081,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,"['3,153', '  ']","['1,919', '  ']","['27', '  ']","['213', 'i ']","['42', 'i ']","['268', '  ']","['72', '  ']","['55', '  ']","['2', '  ']","['67', '  ']","['487', ' ']"
1403,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1403,r083,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,"['1,654', '  ']","['1,035', '  ']","['64', 'i ']","['49', '  ']","['24', '  ']","['112', '  ']","['43', '  ']","['62', 'i ']","['2', '  ']","['46', '  ']","['217', ' ']"
1403,r084,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,"['924', '  ']","['542', '  ']","['24', '  ']","['22', '  ']","['26', '  ']","['76', '  ']","['37', '  ']","['20', '  ']","['2', '  ']","['29', '  ']","['147', ' ']"
1403,r085,"All companies (number of domestic employees) -> Large companies -> 1,000 &#8211; 4,999",All companies (number of domestic employees),Large companies,"1,000 &#8211; 4,999",,,3,–,"['10,666', '  ']","['5,741', '  ']","['258', '  ']","['449', '  ']","['124', '  ']","['945', '  ']","['244', '  ']","['428', '  ']","['12', '  ']","['848', '  ']","['1,616', ' ']"
1403,r086,"All companies (number of domestic employees) -> Large companies -> 5,000 &#8211; 9,999",All companies (number of domestic employees),Large companies,"5,000 &#8211; 9,999",,,3,–,"['4,746', '  ']","['2,667', 'i ']","['D', '  ']","['228', '  ']","['5', '  ']","['282', 'i ']","['29', '  ']","['53', '  ']","['3', 'i ']","['245', '  ']","['D', '&nbsp;']"
1403,r087,"All companies (number of domestic employees) -> Large companies -> 10,000 &#8211; 24,999",All companies (number of domestic employees),Large companies,"10,000 &#8211; 24,999",,,3,–,"['12,210', '  ']","['6,837', '  ']","['124', '  ']","['349', 'i ']","['30', '  ']","['1,574', '  ']","['219', '  ']","['349', 'i ']","['24', '  ']","['938', 'i ']","['1,765', 'i']"
1403,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['18,232', '  ']","['12,032', '  ']","['D', '  ']","['371', '  ']","['79', '  ']","['1,264', '  ']","['184', '  ']","['118', '  ']","['2', 'i ']","['605', '  ']","['D', ' ']"
