table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_cpsc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
10399,r261,All states and outlying areas -> Illinois -> Elmhurst U.,All states and outlying areas,Illinois,Elmhurst U.,3,276,0,0,0,0,0,0,0,0,0,0,0
10399,r262,All states and outlying areas -> Illinois -> Heartland Community C.,All states and outlying areas,Illinois,Heartland Community C.,3,59,0,0,0,0,0,0,0,0,0,0,0
10399,r263,All states and outlying areas -> Illinois -> Illinois Institute of Technology,All states and outlying areas,Illinois,Illinois Institute of Technology,3,22608,0,0,0,0,0,283,283,0,0,1340,0
10399,r264,All states and outlying areas -> Illinois -> Illinois State U.,All states and outlying areas,Illinois,Illinois State U.,3,3451,0,0,0,0,0,0,0,0,0,1881,0
10399,r265,All states and outlying areas -> Illinois -> Knox C.,All states and outlying areas,Illinois,Knox C.,3,6,0,0,0,0,0,0,0,0,0,0,0
10399,r266,All states and outlying areas -> Illinois -> Lake Forest C.,All states and outlying areas,Illinois,Lake Forest C.,3,350,0,0,0,0,0,0,0,0,0,0,0
10399,r267,All states and outlying areas -> Illinois -> Lewis and Clark Community C.,All states and outlying areas,Illinois,Lewis and Clark Community C.,3,145,0,0,0,0,0,0,0,0,0,0,0
10399,r268,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,16024,0,0,0,0,0,0,0,0,0,0,0
10399,r269,"All states and outlying areas -> Illinois -> Midwestern U., Downers Grove",All states and outlying areas,Illinois,"Midwestern U., Downers Grove",3,150,0,0,0,0,0,0,0,0,0,0,0
10399,r270,All states and outlying areas -> Illinois -> National Louis U.,All states and outlying areas,Illinois,National Louis U.,3,750,0,0,0,0,0,0,0,0,0,0,0
10399,r271,All states and outlying areas -> Illinois -> North Central C.,All states and outlying areas,Illinois,North Central C.,3,2,0,0,0,0,0,0,0,0,0,0,0
10399,r272,All states and outlying areas -> Illinois -> North Park U.,All states and outlying areas,Illinois,North Park U.,3,380,0,0,0,0,0,0,0,0,0,0,0
10399,r273,All states and outlying areas -> Illinois -> Northeastern Illinois U.,All states and outlying areas,Illinois,Northeastern Illinois U.,3,2190,0,0,0,0,0,0,0,0,0,0,0
10399,r274,All states and outlying areas -> Illinois -> Northern Illinois U.,All states and outlying areas,Illinois,Northern Illinois U.,3,6499,0,0,0,0,200,0,0,0,0,2967,0
10399,r275,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,508976,0,0,0,0,50,44221,26266,17955,0,19676,60
10399,r276,All states and outlying areas -> Illinois -> Parkland C.,All states and outlying areas,Illinois,Parkland C.,3,279,0,0,0,0,0,0,0,0,0,0,0
10399,r277,All states and outlying areas -> Illinois -> Quincy U.,All states and outlying areas,Illinois,Quincy U.,3,38,0,0,0,0,0,0,0,0,0,0,0
10399,r278,All states and outlying areas -> Illinois -> Rosalind Franklin U. Medicine and Science,All states and outlying areas,Illinois,Rosalind Franklin U. Medicine and Science,3,4630,0,0,0,0,0,0,0,0,0,0,0
10399,r279,All states and outlying areas -> Illinois -> Rush U.,All states and outlying areas,Illinois,Rush U.,3,69058,0,0,0,0,0,0,0,0,0,0,0
10399,r280,All states and outlying areas -> Illinois -> Saint Augustine C.,All states and outlying areas,Illinois,Saint Augustine C.,3,40,0,0,0,0,0,0,0,0,0,0,0
10399,r281,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,4660,0,0,0,0,0,47,0,47,0,0,0
10399,r282,"All states and outlying areas -> Illinois -> Southern Illinois U., Edwardsville",All states and outlying areas,Illinois,"Southern Illinois U., Edwardsville",3,413,0,0,0,0,0,0,0,0,0,0,0
10399,r283,"All states and outlying areas -> Illinois -> Southern Illinois U., System Office",All states and outlying areas,Illinois,"Southern Illinois U., System Office",3,308,0,0,0,0,0,0,0,0,0,0,55
10399,r284,"All states and outlying areas -> Illinois -> Toyota Technological Institute, Chicago",All states and outlying areas,Illinois,"Toyota Technological Institute, Chicago",3,1224,0,0,0,0,0,841,841,0,0,0,0
10399,r285,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,317243,0,0,0,0,145,14038,11973,2025,40,14256,0
10399,r286,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,263576,0,0,0,0,0,25810,16345,9465,0,76089,0
10399,r287,"All states and outlying areas -> Illinois -> U. Illinois, University Administration",All states and outlying areas,Illinois,"U. Illinois, University Administration",3,49978,0,0,0,4696,0,30643,22829,7814,0,3485,0
10399,r288,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,196517,0,0,0,0,20,7767,7371,0,396,0,0
10399,r289,"All states and outlying areas -> Illinois -> U. St. Francis, Joliet",All states and outlying areas,Illinois,"U. St. Francis, Joliet",3,3,0,0,0,0,0,0,0,0,0,0,0
10399,r290,"All states and outlying areas -> Illinois -> Wheaton C., Wheaton",All states and outlying areas,Illinois,"Wheaton C., Wheaton",3,492,0,0,0,0,0,0,0,0,0,0,0
10399,r291,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,652010,1250,0,0,500,5130,71371,53127,11030,7213,33581,1615
10399,r292,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,3912,0,0,0,0,0,0,0,0,0,0,0
10399,r293,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,211,0,0,0,0,0,0,0,0,0,0,0
10399,r294,All states and outlying areas -> Indiana -> Indiana State U.,All states and outlying areas,Indiana,Indiana State U.,3,154,0,0,0,0,0,0,0,0,0,0,154
10399,r295,All states and outlying areas -> Indiana -> Indiana U.,All states and outlying areas,Indiana,Indiana U.,3,19144,0,0,0,0,0,10388,5717,4671,0,4093,825
10399,r296,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,69507,0,0,0,0,4075,450,450,0,0,0,0
10399,r297,"All states and outlying areas -> Indiana -> Indiana U.-Purdue U., Indianapolis",All states and outlying areas,Indiana,"Indiana U.-Purdue U., Indianapolis",3,234836,1250,0,0,0,0,6720,599,0,6121,640,0
10399,r298,All states and outlying areas -> Indiana -> Indiana Wesleyan U.,All states and outlying areas,Indiana,Indiana Wesleyan U.,3,224,0,0,0,0,0,0,0,0,0,0,0
10399,r299,"All states and outlying areas -> Indiana -> Ivy Tech Community C., central office",All states and outlying areas,Indiana,"Ivy Tech Community C., central office",3,114,0,0,0,0,0,0,0,0,0,0,0
10399,r300,"All states and outlying areas -> Indiana -> Marian U., Indianapolis",All states and outlying areas,Indiana,"Marian U., Indianapolis",3,958,0,0,0,0,0,0,0,0,0,0,0
10399,r301,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,238801,0,0,0,500,800,41596,37698,3898,0,23757,636
10399,r302,All states and outlying areas -> Indiana -> U. Evansville,All states and outlying areas,Indiana,U. Evansville,3,19,0,0,0,0,0,0,0,0,0,0,0
10399,r303,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,83219,0,0,0,0,255,12216,8663,2461,1092,5090,0
10399,r304,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,911,0,0,0,0,0,0,0,0,0,0,0
10399,r305,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,321224,0,0,0,424,90,20281,16666,2931,684,12448,300
10399,r306,All states and outlying areas -> Iowa -> Central C.,All states and outlying areas,Iowa,Central C.,3,235,0,0,0,0,0,0,0,0,0,0,0
10399,r307,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,181,0,0,0,0,0,0,0,0,0,0,0
10399,r308,All states and outlying areas -> Iowa -> Cornell C.,All states and outlying areas,Iowa,Cornell C.,3,442,0,0,0,0,0,0,0,0,0,0,300
10399,r309,All states and outlying areas -> Iowa -> Des Moines Area Community C.,All states and outlying areas,Iowa,Des Moines Area Community C.,3,328,0,0,0,0,0,0,0,0,0,0,0
10399,r310,All states and outlying areas -> Iowa -> Des Moines U.,All states and outlying areas,Iowa,Des Moines U.,3,932,0,0,0,0,0,0,0,0,0,0,0
10399,r311,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,300,0,0,0,0,0,0,0,0,0,0,0
10399,r312,All states and outlying areas -> Iowa -> Eastern Iowa Community C. District,All states and outlying areas,Iowa,Eastern Iowa Community C. District,3,1518,0,0,0,0,0,0,0,0,0,0,0
10399,r313,All states and outlying areas -> Iowa -> Graceland U.,All states and outlying areas,Iowa,Graceland U.,3,0,0,0,0,0,0,0,0,0,0,0,0
10399,r314,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,225,0,0,0,0,0,0,0,0,0,0,0
10399,r315,All states and outlying areas -> Iowa -> Indian Hills Community C.,All states and outlying areas,Iowa,Indian Hills Community C.,3,9,0,0,0,0,0,0,0,0,0,0,0
10399,r316,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,98199,0,0,0,424,30,6452,6452,0,0,11059,0
10399,r317,All states and outlying areas -> Iowa -> Luther C.,All states and outlying areas,Iowa,Luther C.,3,150,0,0,0,0,0,0,0,0,0,0,0
10399,r318,All states and outlying areas -> Iowa -> Morningside U.,All states and outlying areas,Iowa,Morningside U.,3,525,0,0,0,0,0,0,0,0,0,0,0
10399,r319,All states and outlying areas -> Iowa -> Mount Mercy U.,All states and outlying areas,Iowa,Mount Mercy U.,3,2760,0,0,0,0,0,0,0,0,0,0,0
10399,r320,All states and outlying areas -> Iowa -> North Iowa Area Community C.,All states and outlying areas,Iowa,North Iowa Area Community C.,3,100,0,0,0,0,0,0,0,0,0,0,0
10399,r321,All states and outlying areas -> Iowa -> Palmer C. Chiropractic,All states and outlying areas,Iowa,Palmer C. Chiropractic,3,1838,0,0,0,0,0,0,0,0,0,0,0
10399,r322,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,210223,0,0,0,0,60,13260,10214,2361,684,1388,0
10399,r323,All states and outlying areas -> Iowa -> U. Northern Iowa,All states and outlying areas,Iowa,U. Northern Iowa,3,3247,0,0,0,0,0,570,0,570,0,0,0
10399,r324,All states and outlying areas -> Iowa -> Upper Iowa U.,All states and outlying areas,Iowa,Upper Iowa U.,3,13,0,0,0,0,0,0,0,0,0,0,0
10399,r325,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,242557,0,0,0,0,1400,35085,13189,2663,19233,12285,922
10399,r326,All states and outlying areas -> Kansas -> Baker U.,All states and outlying areas,Kansas,Baker U.,3,29,0,0,0,0,0,0,0,0,0,0,0
10399,r327,All states and outlying areas -> Kansas -> Fort Hays State U.,All states and outlying areas,Kansas,Fort Hays State U.,3,43,0,0,0,0,0,0,0,0,0,0,0
10399,r328,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,70856,0,0,0,0,0,1183,1183,0,0,8688,35
10399,r329,All states and outlying areas -> Kansas -> Pittsburg State U.,All states and outlying areas,Kansas,Pittsburg State U.,3,1400,0,0,0,0,1400,0,0,0,0,0,0
10399,r330,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,132710,0,0,0,0,0,3295,632,2663,0,2882,887
10399,r331,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,37520,0,0,0,0,0,30607,11374,0,19233,716,0
10399,r332,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,305124,0,0,0,0,0,12201,7612,4588,0,3606,838
10399,r333,All states and outlying areas -> Kentucky -> Campbellsville U.,All states and outlying areas,Kentucky,Campbellsville U.,3,297,0,0,0,0,0,0,0,0,0,0,0
10399,r334,All states and outlying areas -> Kentucky -> Eastern Kentucky U.,All states and outlying areas,Kentucky,Eastern Kentucky U.,3,8,0,0,0,0,0,0,0,0,0,0,0
10399,r335,All states and outlying areas -> Kentucky -> Kentucky Community and Technical C. System,All states and outlying areas,Kentucky,Kentucky Community and Technical C. System,3,429,0,0,0,0,0,0,0,0,0,0,0
10399,r336,All states and outlying areas -> Kentucky -> Kentucky State U.,All states and outlying areas,Kentucky,Kentucky State U.,3,6579,0,0,0,0,0,0,0,0,0,0,0
10399,r337,All states and outlying areas -> Kentucky -> Morehead State U.,All states and outlying areas,Kentucky,Morehead State U.,3,1186,0,0,0,0,0,0,0,0,0,0,0
10399,r338,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,985,0,0,0,0,0,0,0,0,0,300,0
10399,r339,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,370,0,0,0,0,0,0,0,0,0,0,0
10399,r340,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,221038,0,0,0,0,0,10801,6976,3825,0,2871,838
10399,r341,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,72604,0,0,0,0,0,1400,636,764,0,435,0
10399,r342,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,1628,0,0,0,0,0,0,0,0,0,0,0
10399,r343,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,264971,0,0,0,0,2263,7630,3953,3676,0,8416,667
10399,r344,All states and outlying areas -> Louisiana -> Dillard U.,All states and outlying areas,Louisiana,Dillard U.,3,311,0,0,0,0,0,190,190,0,0,0,0
10399,r345,All states and outlying areas -> Louisiana -> Grambling State U.,All states and outlying areas,Louisiana,Grambling State U.,3,679,0,0,0,0,0,0,0,0,0,0,0
10399,r346,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,121091,0,0,0,0,1784,3924,1327,2597,0,3132,0
10399,r347,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,2115,0,0,0,0,0,0,0,0,0,716,0
10399,r348,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,1139,0,0,0,0,0,0,0,0,0,0,0
10399,r349,All states and outlying areas -> Louisiana -> Nicholls State U.,All states and outlying areas,Louisiana,Nicholls State U.,3,137,0,0,0,0,0,0,0,0,0,0,137
10399,r350,All states and outlying areas -> Louisiana -> Southeastern Louisiana U.,All states and outlying areas,Louisiana,Southeastern Louisiana U.,3,669,0,0,0,0,0,0,0,0,0,0,0
10399,r351,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., Baton Rouge",All states and outlying areas,Louisiana,"Southern U. and A&M C., Baton Rouge",3,5300,0,0,0,0,0,0,0,0,0,0,0
10399,r352,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., New Orleans",All states and outlying areas,Louisiana,"Southern U. and A&M C., New Orleans",3,10,0,0,0,0,0,0,0,0,0,0,0
10399,r353,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., System Office",All states and outlying areas,Louisiana,"Southern U. and A&M C., System Office",3,60,0,0,0,0,0,0,0,0,0,0,0
10399,r354,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,102106,0,0,0,0,125,1390,311,1080,0,0,0
10399,r355,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,18240,0,0,0,0,103,1872,1872,0,0,4568,530
10399,r356,"All states and outlying areas -> Louisiana -> U. Louisiana, Monroe",All states and outlying areas,Louisiana,"U. Louisiana, Monroe",3,470,0,0,0,0,130,0,0,0,0,0,0
10399,r357,All states and outlying areas -> Louisiana -> U. New Orleans,All states and outlying areas,Louisiana,U. New Orleans,3,1197,0,0,0,0,121,50,50,0,0,0,0
10399,r358,All states and outlying areas -> Louisiana -> Xavier U. Louisiana,All states and outlying areas,Louisiana,Xavier U. Louisiana,3,11447,0,0,0,0,0,203,203,0,0,0,0
10399,r359,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,60430,0,0,0,0,2177,3215,0,3215,0,15276,0
10399,r360,All states and outlying areas -> Maine -> Bates C.,All states and outlying areas,Maine,Bates C.,3,1184,0,0,0,0,0,0,0,0,0,0,0
10399,r361,All states and outlying areas -> Maine -> Bowdoin C.,All states and outlying areas,Maine,Bowdoin C.,3,755,0,0,0,0,0,0,0,0,0,0,0
10399,r362,All states and outlying areas -> Maine -> Colby C.,All states and outlying areas,Maine,Colby C.,3,8206,0,0,0,0,0,0,0,0,0,0,0
10399,r363,All states and outlying areas -> Maine -> Saint Joseph's C. Maine,All states and outlying areas,Maine,Saint Joseph's C. Maine,3,243,0,0,0,0,0,0,0,0,0,0,0
10399,r364,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,33367,0,0,0,0,277,0,0,0,0,15276,0
10399,r365,"All states and outlying areas -> Maine -> U. Maine, System Office",All states and outlying areas,Maine,"U. Maine, System Office",3,12964,0,0,0,0,1900,3215,0,3215,0,0,0
10399,r366,All states and outlying areas -> Maine -> U. New England,All states and outlying areas,Maine,U. New England,3,2602,0,0,0,0,0,0,0,0,0,0,0
10399,r367,All states and outlying areas -> Maine -> U. Southern Maine,All states and outlying areas,Maine,U. Southern Maine,3,1109,0,0,0,0,0,0,0,0,0,0,0
10399,r368,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,2470413,0,0,0,440,11193,843527,198163,141347,504018,15673,312
10399,r369,All states and outlying areas -> Maryland -> Bowie State U.,All states and outlying areas,Maryland,Bowie State U.,3,1966,0,0,0,0,0,0,0,0,0,0,0
10399,r370,All states and outlying areas -> Maryland -> Harford Community C.,All states and outlying areas,Maryland,Harford Community C.,3,18,0,0,0,0,0,0,0,0,0,0,0
10399,r371,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,1817726,0,0,0,440,456,697365,97857,106863,492645,6214,0
10399,r372,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,280,0,0,0,0,0,280,280,0,0,0,0
10399,r373,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,20659,0,0,0,0,0,8431,8431,0,0,0,24
10399,r374,All states and outlying areas -> Maryland -> Prince George's Community C.,All states and outlying areas,Maryland,Prince George's Community C.,3,1340,0,0,0,0,0,0,0,0,0,0,0
10399,r375,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,18,0,0,0,0,0,0,0,0,0,0,0
10399,r376,All states and outlying areas -> Maryland -> Towson U.,All states and outlying areas,Maryland,Towson U.,3,2761,0,0,0,0,0,745,428,317,0,0,0
10399,r377,All states and outlying areas -> Maryland -> U. Baltimore,All states and outlying areas,Maryland,U. Baltimore,3,29,0,0,0,0,0,0,0,0,0,0,0
10399,r378,All states and outlying areas -> Maryland -> U. Maryland Center for Environmental Science,All states and outlying areas,Maryland,U. Maryland Center for Environmental Science,3,8349,0,0,0,0,0,0,0,0,0,0,0
10399,r379,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore",All states and outlying areas,Maryland,"U. Maryland, Baltimore",3,245494,0,0,0,0,0,8342,2867,5475,0,7049,0
10399,r380,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,29657,0,0,0,0,500,77,0,77,0,62,0
10399,r381,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,310753,0,0,0,0,10237,111196,73106,26725,11365,0,0
10399,r382,"All states and outlying areas -> Maryland -> U. Maryland, Eastern Shore",All states and outlying areas,Maryland,"U. Maryland, Eastern Shore",3,7623,0,0,0,0,0,141,141,0,0,0,0
10399,r383,"All states and outlying areas -> Maryland -> U. Maryland, Global Campus",All states and outlying areas,Maryland,"U. Maryland, Global Campus",3,1208,0,0,0,0,0,912,360,544,8,297,0
10399,r384,All states and outlying areas -> Maryland -> U. System Maryland,All states and outlying areas,Maryland,U. System Maryland,3,17298,0,0,0,0,0,10805,9543,1262,0,2052,288
10399,r385,All states and outlying areas -> Maryland -> U.S. Naval Academy,All states and outlying areas,Maryland,U.S. Naval Academy,3,5234,0,0,0,0,0,5234,5149,85,0,0,0
10399,r386,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,2030684,0,0,0,0,9146,328205,238074,60488,29643,108849,1667
10399,r387,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,2330,0,0,0,0,0,0,0,0,0,0,0
10399,r388,All states and outlying areas -> Massachusetts -> Assumption C.,All states and outlying areas,Massachusetts,Assumption C.,3,143,0,0,0,0,0,0,0,0,0,0,0
10399,r389,All states and outlying areas -> Massachusetts -> Bard C. at Simon's Rock,All states and outlying areas,Massachusetts,Bard C. at Simon's Rock,3,79,0,0,0,0,0,0,0,0,0,0,0
10399,r390,All states and outlying areas -> Massachusetts -> Benjamin Franklin Institute of Technology,All states and outlying areas,Massachusetts,Benjamin Franklin Institute of Technology,3,375,0,0,0,0,0,0,0,0,0,0,0
10399,r391,All states and outlying areas -> Massachusetts -> Bentley U.,All states and outlying areas,Massachusetts,Bentley U.,3,875,0,0,0,0,0,0,0,0,0,0,0
10399,r392,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,26578,0,0,0,0,0,394,394,0,0,448,0
10399,r393,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,316001,0,0,0,0,478,7955,6080,1876,0,4833,112
10399,r394,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,30098,0,0,0,0,0,0,0,0,0,1475,0
10399,r395,All states and outlying areas -> Massachusetts -> C. Holy Cross,All states and outlying areas,Massachusetts,C. Holy Cross,3,351,0,0,0,0,0,0,0,0,0,0,0
10399,r396,All states and outlying areas -> Massachusetts -> Clark U.,All states and outlying areas,Massachusetts,Clark U.,3,418,0,0,0,0,0,0,0,0,0,0,0
10399,r397,All states and outlying areas -> Massachusetts -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All states and outlying areas,Massachusetts,Consortium of Universities for the Advancement of Hydrologic Science Inc.,3,3176,0,0,0,0,0,0,0,0,0,0,0
10399,r398,"All states and outlying areas -> Massachusetts -> Emmanuel C., Boston",All states and outlying areas,Massachusetts,"Emmanuel C., Boston",3,379,0,0,0,0,0,0,0,0,0,0,0
10399,r399,All states and outlying areas -> Massachusetts -> Franklin W. Olin C. Engineering,All states and outlying areas,Massachusetts,Franklin W. Olin C. Engineering,3,272,0,0,0,0,0,0,0,0,0,0,0
10399,r400,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,484719,0,0,0,0,200,48459,44239,4220,0,17252,30
10399,r401,All states and outlying areas -> Massachusetts -> Holyoke Community C.,All states and outlying areas,Massachusetts,Holyoke Community C.,3,880,0,0,0,0,0,0,0,0,0,0,0
10399,r402,All states and outlying areas -> Massachusetts -> Lesley U.,All states and outlying areas,Massachusetts,Lesley U.,3,200,0,0,0,0,0,0,0,0,0,0,0
10399,r403,All states and outlying areas -> Massachusetts -> Massachusetts Bay Community C.,All states and outlying areas,Massachusetts,Massachusetts Bay Community C.,3,764,0,0,0,0,0,0,0,0,0,0,0
10399,r404,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,443392,0,0,0,0,3430,178301,113850,35109,29343,65432,82
10399,r405,All states and outlying areas -> Massachusetts -> Merrimack C.,All states and outlying areas,Massachusetts,Merrimack C.,3,1069,0,0,0,0,0,0,0,0,0,0,0
10399,r406,All states and outlying areas -> Massachusetts -> MGH Institute of Health Professions,All states and outlying areas,Massachusetts,MGH Institute of Health Professions,3,4997,0,0,0,0,0,0,0,0,0,0,0
10399,r407,All states and outlying areas -> Massachusetts -> Mount Holyoke C.,All states and outlying areas,Massachusetts,Mount Holyoke C.,3,996,0,0,0,0,0,0,0,0,0,0,0
10399,r408,"All states and outlying areas -> Massachusetts -> New England C. Optometry, The",All states and outlying areas,Massachusetts,"New England C. Optometry, The",3,1325,0,0,0,0,0,0,0,0,0,0,0
10399,r409,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,103698,0,0,0,0,800,11638,9929,1709,0,3818,0
10399,r410,All states and outlying areas -> Massachusetts -> Salem State U.,All states and outlying areas,Massachusetts,Salem State U.,3,14,0,0,0,0,0,0,0,0,0,0,0
10399,r411,All states and outlying areas -> Massachusetts -> Simmons U.,All states and outlying areas,Massachusetts,Simmons U.,3,586,0,0,0,0,0,0,0,0,0,0,0
10399,r412,All states and outlying areas -> Massachusetts -> Smith C.,All states and outlying areas,Massachusetts,Smith C.,3,1495,0,0,0,0,0,0,0,0,0,0,0
10399,r413,All states and outlying areas -> Massachusetts -> Springfield Technical Community C.,All states and outlying areas,Massachusetts,Springfield Technical Community C.,3,122,0,0,0,0,0,0,0,0,0,0,0
10399,r414,All states and outlying areas -> Massachusetts -> Stonehill C.,All states and outlying areas,Massachusetts,Stonehill C.,3,25,0,0,0,0,0,0,0,0,0,0,0
10399,r415,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,90063,0,0,0,0,0,7586,5371,2214,0,2638,195
10399,r416,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,64560,0,0,0,0,260,0,0,0,0,0,0
10399,r417,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Boston",All states and outlying areas,Massachusetts,"U. Massachusetts, Boston",3,24547,0,0,0,0,500,610,0,610,0,9217,0
10399,r418,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Central Office",All states and outlying areas,Massachusetts,"U. Massachusetts, Central Office",3,32219,0,0,0,0,0,18289,18289,0,0,320,0
10399,r419,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Dartmouth",All states and outlying areas,Massachusetts,"U. Massachusetts, Dartmouth",3,4752,0,0,0,0,0,0,0,0,0,0,0
10399,r420,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Lowell",All states and outlying areas,Massachusetts,"U. Massachusetts, Lowell",3,16802,0,0,0,0,0,794,450,344,0,0,0
10399,r421,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Medical School",All states and outlying areas,Massachusetts,"U. Massachusetts, Medical School",3,173376,0,0,0,0,0,14918,1293,13624,0,0,0
10399,r422,All states and outlying areas -> Massachusetts -> Wellesley C.,All states and outlying areas,Massachusetts,Wellesley C.,3,1013,0,0,0,0,0,0,0,0,0,0,0
