table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_other_purchased_services_except_r_d_,field_other
761,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['69', '&nbsp;']","['48', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['11', '&nbsp;']"
761,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['59,144', '&nbsp;']","['32,454', '&nbsp;']","['520', '&nbsp;']","['1,751', '&nbsp;']","['351', '&nbsp;']","['5,808', '&nbsp;']","['879', '&nbsp;']","['1,084', '&nbsp;']","['2,181', '&nbsp;']","['14,116', '&nbsp;']"
761,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
761,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['1,016', 'i']","['625', 'i']","['5', '&nbsp;']","['36', 'i']","['19', '&nbsp;']","['75', 'i']","['28', '&nbsp;']","['8', 'i']","['29', 'i']","['192', 'i']"
761,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
761,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['1,246', 'i']","['721', 'i']","['7', 'i']","['40', 'i']","['7', 'i']","['99', 'i']","['41', '&nbsp;']","['21', 'i']","['43', 'i']","['269', 'i']"
761,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['2,316', 'i']","['1,350', 'i']","['21', 'i']","['113', '&nbsp;']","['27', 'i']","['233', 'i']","['45', '&nbsp;']","['33', 'i']","['112', 'i']","['382', 'i']"
761,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
761,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['2,706', '&nbsp;']","['1,460', '&nbsp;']","['12', 'i']","['95', '&nbsp;']","['22', '&nbsp;']","['198', '&nbsp;']","['84', '&nbsp;']","['52', '&nbsp;']","['42', 'i']","['741', '&nbsp;']"
761,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,566', '&nbsp;']","['1,520', '&nbsp;']","['14', '&nbsp;']","['75', '&nbsp;']","['20', '&nbsp;']","['211', '&nbsp;']","['50', '&nbsp;']","['35', '&nbsp;']","['98', 'i']","['544', '&nbsp;']"
761,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
761,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,185', '&nbsp;']","['1,207', '&nbsp;']","['91', 'i']","['89', 'i']","['41', 'i']","['254', 'i']","['58', '&nbsp;']","['122', 'i']","['69', '&nbsp;']","['253', '&nbsp;']"
761,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,023', 'i']","['1,048', 'i']","['31', 'i']","['82', 'i']","['56', '&nbsp;']","['218', '&nbsp;']","['47', 'i']","['52', '&nbsp;']","['193', '&nbsp;']","['297', 'i']"
761,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,830', '&nbsp;']","['5,120', '&nbsp;']","['282', '&nbsp;']","['446', '&nbsp;']","['78', '&nbsp;']","['1,138', '&nbsp;']","['274', '&nbsp;']","['309', '&nbsp;']","['653', '&nbsp;']","['1,530', '&nbsp;']"
761,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['4,178', '&nbsp;']","['2,348', '&nbsp;']","['27', '&nbsp;']","['160', '&nbsp;']","['21', '&nbsp;']","['156', '&nbsp;']","['36', '&nbsp;']","['55', '&nbsp;']","['162', '&nbsp;']","['1,211', '&nbsp;']"
761,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['10,878', '&nbsp;']","['5,606', '&nbsp;']","['27', 'i']","['356', '&nbsp;']","['26', '&nbsp;']","['1,701', '&nbsp;']","['151', 'i']","['283', '&nbsp;']","['744', '&nbsp;']","['1,985', '&nbsp;']"
761,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['20,201', '&nbsp;']","['11,449', 'i']","['2', '&nbsp;']","['259', '&nbsp;']","['35', '&nbsp;']","['1,527', 'i']","['67', 'i']","['114', '&nbsp;']","['35', '&nbsp;']","['6,712', 'i']"
