table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total,field_asian_number,field_asian_percent,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_percent,field_black_or_african_american_number,field_black_or_african_american_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_white_number,field_white_percent,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_percent,field_more_than_one_race_number,field_more_than_one_race_percent
1630,r111,S&E-related occupations -> Other S&E-related occupations -> Architects,S&E-related occupations,Other S&E-related occupations,Architects,,3,199000,27000,13.6,s,s,5000,2.5,26000,13.1,136000,68.3,s,s,4000,2.0
1630,r112,S&E-related occupations -> Other S&E-related occupations -> Actuaries,S&E-related occupations,Other S&E-related occupations,Actuaries,,3,45000,9000,20.0,s,s,s,s,s,s,35000,77.8,s,s,s,s
1630,r113,Non-S&E occupations,Non-S&E occupations,,,,1,12233000,1166000,9.5,37000,0.3,1016000,8.3,1121000,9.2,8628000,70.5,27000,0.2,239000,2.0
1630,r114,Non-S&E occupations -> Non-S&E managers,Non-S&E occupations,Non-S&E managers,,,2,2018000,192000,9.5,6000,0.3,97000,4.8,150000,7.4,1540000,76.3,7000,0.3,27000,1.3
1630,r115,"Non-S&E occupations -> Non-S&E managers -> Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",Non-S&E occupations,Non-S&E managers,"Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",,3,1185000,126000,10.6,5000,0.4,42000,3.5,69000,5.8,927000,78.2,2000,0.2,13000,1.1
1630,r116,"Non-S&E occupations -> Non-S&E managers -> Education administrators (e.g., registrar, dean, principal)",Non-S&E occupations,Non-S&E managers,"Education administrators (e.g., registrar, dean, principal)",,3,130000,8000,6.2,s,s,10000,7.7,12000,9.2,93000,71.5,s,s,5000,3.8
1630,r117,Non-S&E occupations -> Non-S&E managers -> Other mid-level managers,Non-S&E occupations,Non-S&E managers,Other mid-level managers,,3,704000,58000,8.2,s,s,45000,6.4,69000,9.8,520000,73.9,s,s,9000,1.3
1630,r118,Non-S&E occupations -> Management-related occupations,Non-S&E occupations,Management-related occupations,,,2,2256000,317000,14.1,12000,0.5,203000,9.0,217000,9.6,1460000,64.7,6000,0.3,40000,1.8
1630,r119,"Non-S&E occupations -> Management-related occupations -> Accountants, auditors, and other financial specialists",Non-S&E occupations,Management-related occupations,"Accountants, auditors, and other financial specialists",,3,684000,114000,16.7,s,s,43000,6.3,60000,8.8,446000,65.2,s,s,14000,2.0
1630,r120,"Non-S&E occupations -> Management-related occupations -> Personnel, training, and labor relations specialists",Non-S&E occupations,Management-related occupations,"Personnel, training, and labor relations specialists",,3,326000,36000,11.0,s,s,50000,15.3,43000,13.2,189000,58.0,s,s,6000,1.8
1630,r121,Non-S&E occupations -> Management-related occupations -> Other management-related occupations,Non-S&E occupations,Management-related occupations,Other management-related occupations,,3,1246000,167000,13.4,s,s,110000,8.8,114000,9.1,825000,66.2,3000,0.2,19000,1.5
1630,r122,Non-S&E occupations -> Non-S&E precollege teachers,Non-S&E occupations,Non-S&E precollege teachers,,,2,902000,68000,7.5,1000,0.1,114000,12.6,99000,11.0,609000,67.5,s,s,9000,1.0
1630,r123,Non-S&E occupations -> Non-S&E precollege teachers -> Prekindergarten and kindergarten,Non-S&E occupations,Non-S&E precollege teachers,Prekindergarten and kindergarten,,3,112000,12000,10.7,s,s,11000,9.8,26000,23.2,63000,56.3,s,s,s,s
1630,r124,Non-S&E occupations -> Non-S&E precollege teachers -> Elementary,Non-S&E occupations,Non-S&E precollege teachers,Elementary,,3,345000,23000,6.7,s,s,45000,13.0,25000,7.2,247000,71.6,s,s,4000,1.2
1630,r125,Non-S&E occupations -> Non-S&E precollege teachers -> Secondary &#8212; other subjects,Non-S&E occupations,Non-S&E precollege teachers,Secondary &#8212; other subjects,,3,153000,s,s,s,s,24000,15.7,19000,12.4,94000,61.4,s,s,2000,1.3
1630,r126,Non-S&E occupations -> Non-S&E precollege teachers -> Special education &#8212; primary and secondary,Non-S&E occupations,Non-S&E precollege teachers,Special education &#8212; primary and secondary,,3,218000,4000,1.8,s,s,20000,9.2,27000,12.4,166000,76.1,s,s,1000,0.5
1630,r127,Non-S&E occupations -> Non-S&E precollege teachers -> Other precollegiate area,Non-S&E occupations,Non-S&E precollege teachers,Other precollegiate area,,3,74000,15000,20.3,s,s,14000,18.9,3000,4.1,40000,54.1,s,s,s,s
1630,r128,Non-S&E occupations -> Non-S&E postsecondary teachers,Non-S&E occupations,Non-S&E postsecondary teachers,,,2,226000,21000,9.3,s,s,16000,7.1,14000,6.2,170000,75.2,s,s,3000,1.3
1630,r129,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Arts, drama, and music",Non-S&E occupations,Non-S&E postsecondary teachers,"Arts, drama, and music",,3,5000,s,s,s,s,s,s,s,s,3000,60.0,s,s,s,s
1630,r130,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Business, commerce, and marketing",Non-S&E occupations,Non-S&E postsecondary teachers,"Business, commerce, and marketing",,3,32000,7000,21.9,s,s,3000,9.4,s,s,22000,68.8,s,s,s,s
1630,r131,Non-S&E occupations -> Non-S&E postsecondary teachers -> Education,Non-S&E occupations,Non-S&E postsecondary teachers,Education,,3,43000,4000,9.3,s,s,2000,4.7,s,s,29000,67.4,s,s,2000,4.7
1630,r132,Non-S&E occupations -> Non-S&E postsecondary teachers -> English,Non-S&E occupations,Non-S&E postsecondary teachers,English,,3,34000,s,s,s,s,s,s,s,s,28000,82.4,s,s,s,s
1630,r133,Non-S&E occupations -> Non-S&E postsecondary teachers -> Foreign language,Non-S&E occupations,Non-S&E postsecondary teachers,Foreign language,,3,10000,1000,10.0,s,s,s,s,1000,10.0,6000,60.0,s,s,s,s
1630,r134,Non-S&E occupations -> Non-S&E postsecondary teachers -> History,Non-S&E occupations,Non-S&E postsecondary teachers,History,,3,9000,s,s,s,s,s,s,s,s,8000,88.9,s,s,s,s
1630,r135,Non-S&E occupations -> Non-S&E postsecondary teachers -> Physical education,Non-S&E occupations,Non-S&E postsecondary teachers,Physical education,,3,6000,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1630,r136,Non-S&E occupations -> Non-S&E postsecondary teachers -> Other postsecondary fields,Non-S&E occupations,Non-S&E postsecondary teachers,Other postsecondary fields,,3,87000,7000,8.0,s,s,7000,8.0,3000,3.4,68000,78.2,s,s,s,s
1630,r137,Non-S&E occupations -> Social services and related occupations,Non-S&E occupations,Social services and related occupations,,,2,967000,38000,3.9,4000,0.4,148000,15.3,115000,11.9,647000,66.9,1000,0,14000,1.4
1630,r138,Non-S&E occupations -> Social services and related occupations -> Clergy and other religious workers,Non-S&E occupations,Social services and related occupations,Clergy and other religious workers,,3,119000,7000,5.9,s,s,10000,8.4,7000,5.9,95000,79.8,s,s,s,s
1630,r139,"Non-S&E occupations -> Social services and related occupations -> Counselors (e.g., educational, vocational, mental health, substance abuse)",Non-S&E occupations,Social services and related occupations,"Counselors (e.g., educational, vocational, mental health, substance abuse)",,3,453000,17000,3.8,4000,1,56000,12.4,56000,12.4,312000,68.9,s,s,8000,1.8
1630,r140,Non-S&E occupations -> Social services and related occupations -> Social workers,Non-S&E occupations,Social services and related occupations,Social workers,,3,396000,14000,3.5,s,s,82000,20.7,53000,13.4,240000,60.6,s,s,6000,1.5
1630,r141,Non-S&E occupations -> Sales and marketing occupations,Non-S&E occupations,Sales and marketing occupations,,,2,1425000,138000,9.7,s,s,78000,5.5,102000,7.2,1059000,74.3,1000,s,43000,3.0
1630,r142,"Non-S&E occupations -> Sales and marketing occupations -> Insurance, securities, real estate, and business services",Non-S&E occupations,Sales and marketing occupations,"Insurance, securities, real estate, and business services",,3,371000,25000,6.7,s,s,28000,7.5,28000,7.5,287000,77.4,s,s,2000,0.5
1630,r143,"Non-S&E occupations -> Sales and marketing occupations -> Sales &#8212; commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",Non-S&E occupations,Sales and marketing occupations,"Sales &#8212; commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",,3,223000,13000,5.8,s,s,4000,1.8,16000,7.2,187000,83.9,s,s,4000,1.8
1630,r144,"Non-S&E occupations -> Sales and marketing occupations -> Sales &#8212; retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",Non-S&E occupations,Sales and marketing occupations,"Sales &#8212; retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",,3,393000,49000,12.5,s,s,24000,6.1,27000,6.9,267000,67.9,s,s,25000,6.4
1630,r145,Non-S&E occupations -> Sales and marketing occupations -> Other marketing and sales occupations,Non-S&E occupations,Sales and marketing occupations,Other marketing and sales occupations,,3,437000,50000,11.4,s,s,23000,5.3,31000,7.1,318000,72.8,s,s,11000,2.5
1630,r146,"Non-S&E occupations -> Arts, humanities, and related occupations",Non-S&E occupations,"Arts, humanities, and related occupations",,,2,385000,22000,5.7,s,s,33000,8.6,29000,7.5,289000,75.1,s,s,12000,3.1
1630,r147,"Non-S&E occupations -> Arts, humanities, and related occupations -> Writers, editors, public relations specialists, artists, entertainers, broadcasters",Non-S&E occupations,"Arts, humanities, and related occupations","Writers, editors, public relations specialists, artists, entertainers, broadcasters",,3,379000,22000,5.8,s,s,33000,8.7,29000,7.7,282000,74.4,s,s,12000,3.2
1630,r148,"Non-S&E occupations -> Arts, humanities, and related occupations -> Historians",Non-S&E occupations,"Arts, humanities, and related occupations",Historians,,3,7000,s,s,s,s,s,s,s,s,7000,s,s,s,s,s
1630,r149,Non-S&E occupations -> Other non-S&E occupations,Non-S&E occupations,Other non-S&E occupations,,,2,4054000,369000,9.1,9000,0.2,326000,8.0,395000,9.7,2854000,70.4,11000,0.3,90000,2.2
1630,r150,Non-S&E occupations -> Other non-S&E occupations -> Accounting clerks and bookkeepers,Non-S&E occupations,Other non-S&E occupations,Accounting clerks and bookkeepers,,3,192000,20000,10.4,s,s,16000,8.3,22000,11.5,131000,68.2,s,s,2000,1.0
1630,r151,"Non-S&E occupations -> Other non-S&E occupations -> Secretaries, receptionists, typists",Non-S&E occupations,Other non-S&E occupations,"Secretaries, receptionists, typists",,3,227000,25000,11.0,s,s,22000,9.7,24000,10.6,149000,65.6,s,s,6000,2.6
1630,r152,"Non-S&E occupations -> Other non-S&E occupations -> Other administrative (e.g., record clerks, telephone operators)",Non-S&E occupations,Other non-S&E occupations,"Other administrative (e.g., record clerks, telephone operators)",,3,745000,89000,11.9,s,s,86000,11.5,84000,11.3,467000,62.7,s,s,16000,2.1
1630,r153,"Non-S&E occupations -> Other non-S&E occupations -> Farmers, foresters, and fishermen",Non-S&E occupations,Other non-S&E occupations,"Farmers, foresters, and fishermen",,3,127000,3000,2.4,s,s,s,s,s,s,115000,90.6,s,s,s,s
1630,r154,"Non-S&E occupations -> Other non-S&E occupations -> Lawyers, judges",Non-S&E occupations,Other non-S&E occupations,"Lawyers, judges",,3,648000,29000,4.5,s,s,26000,4.0,44000,6.8,536000,82.7,s,s,11000,1.7
1630,r155,"Non-S&E occupations -> Other non-S&E occupations -> Librarians, archivists, curators",Non-S&E occupations,Other non-S&E occupations,"Librarians, archivists, curators",,3,93000,7000,7.5,s,s,9000,9.7,4000,4.3,61000,65.6,s,s,12000,12.9
1630,r156,"Non-S&E occupations -> Other non-S&E occupations -> Food preparation and service (e.g., cooks, waitresses, bartenders)",Non-S&E occupations,Other non-S&E occupations,"Food preparation and service (e.g., cooks, waitresses, bartenders)",,3,196000,20000,10.2,s,s,7000,3.6,14000,7.1,147000,75.0,s,s,7000,3.6
1630,r157,"Non-S&E occupations -> Other non-S&E occupations -> Protective services (e.g., firefighters, police, guards, wardens, park rangers)",Non-S&E occupations,Other non-S&E occupations,"Protective services (e.g., firefighters, police, guards, wardens, park rangers)",,3,172000,12000,7.0,s,s,23000,13.4,24000,14.0,109000,63.4,s,s,3000,1.7
1630,r158,"Non-S&E occupations -> Other non-S&E occupations -> Other service occupations, except health (e.g., probation officer, human services work)",Non-S&E occupations,Other non-S&E occupations,"Other service occupations, except health (e.g., probation officer, human services work)",,3,447000,32000,7.2,s,s,45000,10.1,56000,12.5,302000,67.6,s,s,12000,2.7
1630,r159,"Non-S&E occupations -> Other non-S&E occupations -> Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",Non-S&E occupations,Other non-S&E occupations,"Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",,3,209000,14000,6.7,s,s,18000,8.6,30000,14.4,141000,67.5,s,s,3000,1.4
1630,r160,Non-S&E occupations -> Other non-S&E occupations -> Construction and extraction occupations,Non-S&E occupations,Other non-S&E occupations,Construction and extraction occupations,,3,69000,7000,10.1,s,s,3000,4.3,4000,5.8,52000,75.4,s,s,s,s
1630,r161,"Non-S&E occupations -> Other non-S&E occupations -> Installation, maintenance, and repair occupations",Non-S&E occupations,Other non-S&E occupations,"Installation, maintenance, and repair occupations",,3,144000,20000,13.9,s,s,s,s,8000,5.6,107000,74.3,s,s,s,s
1630,r162,"Non-S&E occupations -> Other non-S&E occupations -> Precision or production occupations (e.g., metal or wood workers, butchers, bakers, assemblers, tailors)",Non-S&E occupations,Other non-S&E occupations,"Precision or production occupations (e.g., metal or wood workers, butchers, bakers, assemblers, tailors)",,3,146000,21000,14.4,s,s,11000,7.5,6000,4.1,105000,71.9,s,s,s,s
1630,r163,Non-S&E occupations -> Other non-S&E occupations -> Transportation and material moving occupations,Non-S&E occupations,Other non-S&E occupations,Transportation and material moving occupations,,3,184000,28000,15.2,s,s,18000,9.8,16000,8.7,116000,63.0,s,s,2000,1.1
1630,r164,Non-S&E occupations -> Other non-S&E occupations -> Other occupations,Non-S&E occupations,Other non-S&E occupations,Other occupations,,3,454000,43000,9.5,s,s,36000,7.9,54000,11.9,315000,69.4,s,s,4000,0.9
