table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
10693,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,,4,15364,1.9,471,0.7,9,0.4,952,1.5,280,0.6,3,0.4,1838,0.7,151,0.8,252,1.1,11408,3.8
10693,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,3,16435,2.1,1161,1.7,19,0.9,1012,1.6,560,1.3,10,1.4,4420,1.6,275,1.4,474,2.0,8504,2.9
10693,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,8650,1.1,519,0.7,8,0.4,353,0.6,226,0.5,5,0.7,1518,0.5,86,0.4,93,0.4,5842,2.0
10693,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,7785,1.0,642,0.9,11,0.5,659,1.1,334,0.8,5,0.7,2902,1.0,189,1.0,381,1.6,2662,0.9
10693,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,,3,27552,3.5,1891,2.7,32,1.5,2044,3.3,587,1.3,4,0.5,8462,3.0,609,3.2,602,2.6,13321,4.5
10693,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,3,7118,0.9,463,0.7,15,0.7,522,0.8,163,0.4,1,0.1,2449,0.9,202,1.0,119,0.5,3184,1.1
10693,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,,3,21481,2.7,1122,1.6,37,1.8,1377,2.2,886,2.0,16,2.2,7069,2.5,435,2.3,592,2.5,9947,3.3
10693,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,,4,1020,0.1,45,0.1,2,0.1,39,0.1,23,0.1,1,0.1,315,0.1,23,0.1,14,0.1,558,0.2
10693,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,4,2350,0.3,119,0.2,3,0.1,177,0.3,68,0.2,0,0.0,722,0.3,57,0.3,40,0.2,1164,0.4
10693,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,,4,1578,0.2,136,0.2,2,0.1,75,0.1,31,0.1,1,0.1,832,0.3,66,0.3,55,0.2,380,0.1
10693,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",,4,16533,2.1,822,1.2,30,1.4,1086,1.8,764,1.7,14,1.9,5200,1.9,289,1.5,483,2.1,7845,2.6
10693,r103,All detailed fields -> Health,All detailed fields,Health,,,,2,84368,10.6,10484,15.1,408,19.6,7555,12.3,9550,21.7,121,16.4,39709,14.2,2508,13.0,3726,15.9,10307,3.5
10693,r104,All detailed fields -> Health -> Clinical medicine,All detailed fields,Health,Clinical medicine,,,3,39217,4.9,4991,7.2,270,13.0,4461,7.3,5843,13.3,75,10.2,15660,5.6,1367,7.1,2051,8.8,4499,1.5
10693,r105,All detailed fields -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,2122,0.3,194,0.3,14,0.7,277,0.5,229,0.5,1,0.1,991,0.4,50,0.3,119,0.5,247,0.1
10693,r106,All detailed fields -> Health -> Clinical medicine -> Public health,All detailed fields,Health,Clinical medicine,Public health,,4,37095,4.6,4797,6.9,256,12.3,4184,6.8,5614,12.8,74,10.0,14669,5.2,1317,6.8,1932,8.2,4252,1.4
10693,r107,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,,3,45151,5.7,5493,7.9,138,6.6,3094,5.0,3707,8.4,46,6.2,24049,8.6,1141,5.9,1675,7.1,5808,1.9
10693,r108,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,,4,18589,2.3,2841,4.1,77,3.7,914,1.5,855,1.9,15,2.0,12278,4.4,456,2.4,779,3.3,374,0.1
10693,r109,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,,4,1773,0.2,100,0.1,3,0.1,279,0.5,68,0.2,2,0.3,757,0.3,51,0.3,89,0.4,424,0.1
10693,r110,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,,4,5724,0.7,848,1.2,21,1.0,162,0.3,694,1.6,13,1.8,3001,1.1,205,1.1,135,0.6,645,0.2
10693,r111,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,,4,5192,0.7,492,0.7,13,0.6,364,0.6,700,1.6,5,0.7,2873,1.0,105,0.5,165,0.7,475,0.2
10693,r112,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,,4,5201,0.7,292,0.4,5,0.2,427,0.7,393,0.9,2,0.3,1443,0.5,123,0.6,140,0.6,2376,0.8
10693,r113,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,,4,8672,1.1,920,1.3,19,0.9,948,1.5,997,2.3,9,1.2,3697,1.3,201,1.0,367,1.6,1514,0.5
